link_id,matrix_row_id,intervention_id,target_community_or_variety,language_or_profile_tag,target_territory_scope,observation_id,link_status,observation_language_label,observation_edition_profile,observation_iso_or_id,observation_territory,observation_script_or_profile,measure_type,count_unit,population_low,population_base,population_high,reference_date_or_year,population_source_id,population_source_url,source_locator,target_mapping_status,observation_use,overlap_group_id,alternative_measure_role,nonadditivity_or_exclusion_note,usable_as_package_population_total
EDGE-HU-003-P01,EDGE-HU-003,IL-HU,Indian Urdu cell,ur-Arab-IN,India,POP-IN-COMP-022,preferred_same_name_component,Urdu,C-16 same-name mother-tongue component: Urdu; edition orthography separately evidenced,urd,India,Perso-Arabic,census_same_name_mother_tongue_component_persons,persons,50725762,50725762,50725762,2011,PM-S001,https://censusindia.gov.in/nada/index.php/catalog/42458/download/46089/C-16_25062018.pdf,"Statement 1, printed p. 7; Statement 1 same-name mother-tongue component",same_name_mother_tongue_component_preferred_for_standard_edition,gross_upper_bound_pending_intervention_edges,ALT-POP-IN-022-CATEGORY-COMPONENT,same_name_component_preferred_over_parent_aggregate,Preferred India same-name Urdu component.,false
EDGE-HU-003-P02,EDGE-HU-003,IL-HU,Indian Urdu cell,ur-Arab-IN,India,POP-IN-022,parent_aggregate_context_nonadditive,Urdu,C-16 Urdu census language category,urd,India,Perso-Arabic,census_mother_tongue_persons,persons,50772631,50772631,50772631,2011,PM-S001,https://censusindia.gov.in/nada/index.php/catalog/42458/download/46089/C-16_25062018.pdf,"Statement 1, printed p. 7",c16_census_language_aggregate,context_category_parent_superseded_for_standard_edition_by_same_name_component,ALT-POP-IN-022-CATEGORY-COMPONENT,scheduled_language_category_parent_context,India Urdu census-language parent aggregate; never sum with POP-IN-COMP-022.,false
EDGE-PNJ-001-P01,EDGE-PNJ-001,IL-PUNJABI,Eastern Punjabi Gurmukhi cell,pa-Guru-IN,India,POP-IN-COMP-016,preferred_same_name_component,Punjabi,C-16 same-name mother-tongue component: Punjabi; edition orthography separately evidenced,pan,India,Gurmukhi,census_same_name_mother_tongue_component_persons,persons,31144095,31144095,31144095,2011,PM-S001,https://censusindia.gov.in/nada/index.php/catalog/42458/download/46089/C-16_25062018.pdf,"Statement 1, printed p. 7; Statement 1 same-name mother-tongue component",same_name_mother_tongue_component_preferred_for_standard_edition,gross_upper_bound_pending_intervention_edges,ALT-POP-IN-016-CATEGORY-COMPONENT,same_name_component_preferred_over_parent_aggregate,Preferred India same-name Punjabi component; edition/script fit remains separately evidenced.,false
EDGE-PNJ-001-P02,EDGE-PNJ-001,IL-PUNJABI,Eastern Punjabi Gurmukhi cell,pa-Guru-IN,India,POP-IN-016,parent_aggregate_context_nonadditive,Punjabi,C-16 Punjabi census language category,pan,India,Gurmukhi,census_mother_tongue_persons,persons,33124726,33124726,33124726,2011,PM-S001,https://censusindia.gov.in/nada/index.php/catalog/42458/download/46089/C-16_25062018.pdf,"Statement 1, printed p. 7",c16_census_language_aggregate,context_category_parent_superseded_for_standard_edition_by_same_name_component,ALT-POP-IN-016-CATEGORY-COMPONENT,scheduled_language_category_parent_context,India Punjabi census-language parent aggregate; never sum with POP-IN-COMP-016.,false
EDGE-PNJ-002-P01,EDGE-PNJ-002,IL-PUNJABI,Western Punjabi Shahmukhi cell,pnb-Arab-PK,Pakistan,POP-PK-002,direct_exact_territory_language_observation,Punjabi,Pakistan 2023 Punjabi category,pnb,Pakistan,Perso-Arabic,census_mother_tongue_persons,persons,88915544,88915544,88915544,2023,PM-S003,https://www.pbs.gov.pk/wp-content/uploads/census_tables/tables/table_11_national.pdf,"Table 11, national row",source_named_language_observation,gross_upper_bound_pending_intervention_edges,,standalone_observation,Pakistan Punjabi mother-tongue category; exact Shahmukhi edition mapping remains a separate editorial decision.,false
EDGE-NGU-001-P01,EDGE-NGU-001,IL-NGUNI,isiZulu-standard cell,zu-Latn-ZA,South Africa,ZA-ZUL-2022,direct_exact_territory_household_language_observation,isiZulu,Census category: IsiZulu; edition variety/standard unresolved,zul,South Africa,Latin,census_language_most_often_spoken_in_household_persons_age_1_plus,persons,14613202,14613202,14613202,2022,ZA-S001,https://www.statssa.gov.za/publications/Census2022inBrief/Census2022inBriefJune2024.pdf,"Table 3.8 (2), printed p. 27; PDF p. 35; South Africa total column",gross_named_spoken_language_observation,gross_upper_bound_pending_intervention_edges,ZA-CENSUS-2022-HOUSEHOLD-LANGUAGE,mutually_exclusive_census_response_category,South Africa household-language observation; no combined Nguni reach.,false
EDGE-NGU-002-P01,EDGE-NGU-002,IL-NGUNI,isiXhosa-standard cell,xh-Latn-ZA,South Africa,ZA-XHO-2022,direct_exact_territory_household_language_observation,isiXhosa,Census category: IsiXhosa; edition variety/standard unresolved,xho,South Africa,Latin,census_language_most_often_spoken_in_household_persons_age_1_plus,persons,9786928,9786928,9786928,2022,ZA-S001,https://www.statssa.gov.za/publications/Census2022inBrief/Census2022inBriefJune2024.pdf,"Table 3.8 (2), printed p. 27; PDF p. 35; South Africa total column",gross_named_spoken_language_observation,gross_upper_bound_pending_intervention_edges,ZA-CENSUS-2022-HOUSEHOLD-LANGUAGE,mutually_exclusive_census_response_category,South Africa household-language observation; no combined Nguni reach.,false
EDGE-NGU-003-P01,EDGE-NGU-003,IL-NGUNI,siSwati-standard cell,ss-Latn,South Africa and Eswatini cells separate,ZA-SSW-2022,direct_exact_territory_household_language_observation,siSwati,Census category: SiSwati; edition variety/standard unresolved,ssw,South Africa,Latin,census_language_most_often_spoken_in_household_persons_age_1_plus,persons,1692719,1692719,1692719,2022,ZA-S001,https://www.statssa.gov.za/publications/Census2022inBrief/Census2022inBriefJune2024.pdf,"Table 3.8 (2), printed p. 27; PDF p. 35; South Africa total column",gross_named_spoken_language_observation,gross_upper_bound_pending_intervention_edges,ZA-CENSUS-2022-HOUSEHOLD-LANGUAGE,mutually_exclusive_census_response_category,South Africa siSwati household-language subcell only; Eswatini requires a separate observation.,false
EDGE-NGU-004-P01,EDGE-NGU-004,IL-NGUNI,Southern Ndebele standard cell,nr-Latn-ZA,South Africa,ZA-NBL-2022,direct_exact_territory_household_language_observation,isiNdebele,Census category: IsiNdebele; edition variety/standard unresolved,nbl,South Africa,Latin,census_language_most_often_spoken_in_household_persons_age_1_plus,persons,1044377,1044377,1044377,2022,ZA-S001,https://www.statssa.gov.za/publications/Census2022inBrief/Census2022inBriefJune2024.pdf,"Table 3.8 (2), printed p. 27; PDF p. 35; South Africa total column",gross_named_spoken_language_observation,gross_upper_bound_pending_intervention_edges,ZA-CENSUS-2022-HOUSEHOLD-LANGUAGE,mutually_exclusive_census_response_category,South Africa isiNdebele household-language observation; Zimbabwean Ndebele is excluded.,false
EDGE-SOT-001-P01,EDGE-SOT-001,IL-SOTHO,Northern Sotho standard cell,nso-Latn-ZA,South Africa,ZA-NSO-2022,direct_exact_territory_household_language_observation,Sepedi,Census category: Sepedi; edition variety/standard unresolved,nso,South Africa,Latin,census_language_most_often_spoken_in_household_persons_age_1_plus,persons,5972255,5972255,5972255,2022,ZA-S001,https://www.statssa.gov.za/publications/Census2022inBrief/Census2022inBriefJune2024.pdf,"Table 3.8 (2), printed p. 27; PDF p. 35; South Africa total column",gross_named_spoken_language_observation,gross_upper_bound_pending_intervention_edges,ZA-CENSUS-2022-HOUSEHOLD-LANGUAGE,mutually_exclusive_census_response_category,South Africa Sepedi household-language observation; no combined Sotho-Tswana reach.,false
EDGE-SOT-002-P01,EDGE-SOT-002,IL-SOTHO,Tswana standard cell,tn-Latn,South Africa and Botswana cells separate,ZA-TSN-2022,direct_exact_territory_household_language_observation,Setswana,Census category: Setswana; edition variety/standard unresolved,tsn,South Africa,Latin,census_language_most_often_spoken_in_household_persons_age_1_plus,persons,4972787,4972787,4972787,2022,ZA-S001,https://www.statssa.gov.za/publications/Census2022inBrief/Census2022inBriefJune2024.pdf,"Table 3.8 (2), printed p. 27; PDF p. 35; South Africa total column",gross_named_spoken_language_observation,gross_upper_bound_pending_intervention_edges,ZA-CENSUS-2022-HOUSEHOLD-LANGUAGE,mutually_exclusive_census_response_category,South Africa Setswana household-language subcell; Botswana requires a separate observation.,false
EDGE-SOT-003-P01,EDGE-SOT-003,IL-SOTHO,Southern Sotho standard cell,st-Latn,South Africa and Lesotho cells separate,ZA-SOT-2022,direct_exact_territory_household_language_observation,Sesotho,Census category: Sesotho; edition variety/standard unresolved,sot,South Africa,Latin,census_language_most_often_spoken_in_household_persons_age_1_plus,persons,4678964,4678964,4678964,2022,ZA-S001,https://www.statssa.gov.za/publications/Census2022inBrief/Census2022inBriefJune2024.pdf,"Table 3.8 (2), printed p. 27; PDF p. 35; South Africa total column",gross_named_spoken_language_observation,gross_upper_bound_pending_intervention_edges,ZA-CENSUS-2022-HOUSEHOLD-LANGUAGE,mutually_exclusive_census_response_category,South Africa Sesotho household-language subcell; Lesotho requires a separate observation.,false
EDGE-MAN-001-P01,EDGE-MAN-001,IL-MANDING,Bambara Latin-standard cell,bm-Latn-ML,Mali,POP-ML-AFG-001,direct_language_observation_orthography_pending,Bambara/Bamanankan,Bambara/Bamanankan mother-tongue census category,bam,Mali,not asserted by population source,census_mother_tongue_persons_age_3_plus,persons,9551561,9551561,9551561,2022,AFG-S008,https://bibliostat.instat.ml/greenstone3/library/collection/dmograph/document/HASH01e98829c5a7e2847f521a98?ed=1,"Tableau 3.01, printed p.25, Ensemble cell for Bambara/Bamanankan",exact_source_language_label_editorial_iso_mapping_pending_central_review,gross_upper_bound_pending_intervention_edges,MLI_RGPH5_MOTHER_TONGUE_EXCLUSIVE,mutually_exclusive_mother_tongue_category,Mali Bambara/Bamanankan mother-tongue count; census does not establish Latin-script literacy.,false
EDGE-MAN-002-P01,EDGE-MAN-002,IL-MANDING,Maninka exact-national-standard cell,man-Latn,Guinea and neighboring cells separate,POP-ML-AFG-003,context_aggregate_not_assignable,Malinké/Maninkakan,Malinké/Maninkakan mother-tongue aggregate,,Mali,not asserted by population source,census_mother_tongue_persons_age_3_plus,persons,1360096,1360096,1360096,2022,AFG-S008,https://bibliostat.instat.ml/greenstone3/library/collection/dmograph/document/HASH01e98829c5a7e2847f521a98?ed=1,"Tableau 3.01, printed p.25, Ensemble cell for Malinké/Maninkakan",source_language_aggregate_requires_variety_resolution,gross_upper_bound_pending_intervention_edges,MLI_RGPH5_MOTHER_TONGUE_EXCLUSIVE,mutually_exclusive_mother_tongue_aggregate_category,Mali Malinké/Maninkakan source aggregate; not assigned to one Maninka edition.,false
EDGE-MAN-003-P01,EDGE-MAN-003,IL-MANDING,Jula Latin-standard cell,dyu-Latn-CI,Cote d'Ivoire and cross-border cells separate,POP-CI-AFG-002,context_survey_aggregate_not_population_count,Malinké / Dioula,Malinké / Dioula combined Q2 category,,Côte d’Ivoire,not asserted by population source,probability_survey_primary_home_language_weighted_share,percent_of_valid_weighted_adult_respondents,12.479456,12.479456,12.479456,2021,AFG-S005,https://www.afrobarometer.org/wp-content/uploads/2023/06/afrobarometer_release-dataset_cdi_r9_fr_2023-03-01.sav,SAV Q2 code 1276; DATEINTR 2021-11-30 to 2021-12-10; weight withinwt_hh; valid Q2 n=1200,source_language_aggregate_requires_variety_resolution,context_or_sensitivity_only_until_population_scaling_and_intervention_edges,CIV_ABR9_Q2_MUTUALLY_EXCLUSIVE,mutually_exclusive_primary_home_language_aggregate_category,Côte d’Ivoire weighted adult home-language share combines Malinké and Dioula; not a Jula-only person count.,false
EDGE-MAN-004-P01,EDGE-MAN-004,IL-MANDING,Bambara N'Ko-literate stratum,bm-Nkoo-ML,Mali,POP-ML-AFG-001,language_population_only_script_stratum_missing,Bambara/Bamanankan,Bambara/Bamanankan mother-tongue census category,bam,Mali,not asserted by population source,census_mother_tongue_persons_age_3_plus,persons,9551561,9551561,9551561,2022,AFG-S008,https://bibliostat.instat.ml/greenstone3/library/collection/dmograph/document/HASH01e98829c5a7e2847f521a98?ed=1,"Tableau 3.01, printed p.25, Ensemble cell for Bambara/Bamanankan",exact_source_language_label_editorial_iso_mapping_pending_central_review,gross_upper_bound_pending_intervention_edges,MLI_RGPH5_MOTHER_TONGUE_EXCLUSIVE,mutually_exclusive_mother_tongue_category,"Bambara population observation exists, but N'Ko literacy stratum is absent and cannot inherit the full count.",false
EDGE-MAN-005-P01,EDGE-MAN-005,IL-MANDING,Maninka N'Ko-literate stratum,man-Nkoo,exact territory pending,POP-ML-AFG-003,context_aggregate_and_script_stratum_missing,Malinké/Maninkakan,Malinké/Maninkakan mother-tongue aggregate,,Mali,not asserted by population source,census_mother_tongue_persons_age_3_plus,persons,1360096,1360096,1360096,2022,AFG-S008,https://bibliostat.instat.ml/greenstone3/library/collection/dmograph/document/HASH01e98829c5a7e2847f521a98?ed=1,"Tableau 3.01, printed p.25, Ensemble cell for Malinké/Maninkakan",source_language_aggregate_requires_variety_resolution,gross_upper_bound_pending_intervention_edges,MLI_RGPH5_MOTHER_TONGUE_EXCLUSIVE,mutually_exclusive_mother_tongue_aggregate_category,"Maninka aggregate context exists, but exact variety and N'Ko literacy stratum are absent.",false
EDGE-SQ-001-P01,EDGE-SQ-001,IL-SQUECHUA,Ayacucho Quechua cell,quy-Latn-PE,Peru,POP-PE-001,context_macro_aggregate_not_assignable,Quechua,INEI Quechua aggregate,que:INEI,Peru,Latin,census_language_learned_in_childhood_age3plus_persons,persons,3799780,3799780,3799780,2017,PM-S007,https://www.inei.gob.pe/media/MenuRecursivo/publicaciones_digitales/Est/Lib1544/00TOMO_01.pdf,"Cuadro 4, printed p. 618, total column",source_observation_not_candidate_ready,context_or_sensitivity_only,,standalone_observation,Peru Quechua aggregate spans varieties and cannot be assigned to Ayacucho Quechua.,false
EDGE-SQ-002-P01,EDGE-SQ-002,IL-SQUECHUA,Cusco Quechua cell,quz-Latn-PE,Peru,POP-PE-001,context_macro_aggregate_not_assignable,Quechua,INEI Quechua aggregate,que:INEI,Peru,Latin,census_language_learned_in_childhood_age3plus_persons,persons,3799780,3799780,3799780,2017,PM-S007,https://www.inei.gob.pe/media/MenuRecursivo/publicaciones_digitales/Est/Lib1544/00TOMO_01.pdf,"Cuadro 4, printed p. 618, total column",source_observation_not_candidate_ready,context_or_sensitivity_only,,standalone_observation,Peru Quechua aggregate spans varieties and cannot be assigned to Cusco Quechua.,false
EDGE-SQ-003-P00,EDGE-SQ-003,IL-SQUECHUA,South Bolivian Quechua cell,quh-Latn-BO,Bolivia,,none_present_in_current_population_master,,,,,,,,,,,,,,,,,,,No compatible exact population observation is linked; no package or family ceiling may be substituted.,false
ACC-001-P00,ACC-001,ACC-001,Semantic HTML with MathML,all selected language editions,global target-language cells,,needs_exact_access_or_signed_language_stratum,,,,,,,,,,,,,,,,,,,Accessibility gain is a residual stratum inside a selected language edition and never a second copy of that language population.,false
ACC-002-P00,ACC-002,ACC-002,Tagged searchable PDF,all selected language editions,global target-language cells,,needs_exact_access_or_signed_language_stratum,,,,,,,,,,,,,,,,,,,Accessibility gain is a residual stratum inside a selected language edition and never a second copy of that language population.,false
ACC-003-P00,ACC-003,ACC-003,Offline EPUB or SCORM package,all selected language editions,low-connectivity and institutional cells,,needs_exact_access_or_signed_language_stratum,,,,,,,,,,,,,,,,,,,Accessibility gain is a residual stratum inside a selected language edition and never a second copy of that language population.,false
ACC-004-P00,ACC-004,ACC-004,Low-bandwidth static HTML bundle,all selected language editions,expensive slow or unstable connection cells,,needs_exact_access_or_signed_language_stratum,,,,,,,,,,,,,,,,,,,Accessibility gain is a residual stratum inside a selected language edition and never a second copy of that language population.,false
ACC-005-P00,ACC-005,ACC-005,Formula narration and audio,all selected language editions,blind low-literacy and audio-learning cells,,needs_exact_access_or_signed_language_stratum,,,,,,,,,,,,,,,,,,,Accessibility gain is a residual stratum inside a selected language edition and never a second copy of that language population.,false
ACC-006-P00,ACC-006,ACC-006,Plain-language companion,all selected language editions,cognitive and second-language literacy cells,,needs_exact_access_or_signed_language_stratum,,,,,,,,,,,,,,,,,,,Accessibility gain is a residual stratum inside a selected language edition and never a second copy of that language population.,false
ACC-007-P00,ACC-007,ACC-007,Logic figure remediation,Open Logic selected editions,nonvisual formal-reasoning cells,,needs_exact_access_or_signed_language_stratum,,,,,,,,,,,,,,,,,,,Accessibility gain is a residual stratum inside a selected language edition and never a second copy of that language population.,false
ACC-008-P00,ACC-008,ACC-008,Mathematics figure remediation,OpenStax mathematics selected editions,nonvisual quantitative-learning cells,,needs_exact_access_or_signed_language_stratum,,,,,,,,,,,,,,,,,,,Accessibility gain is a residual stratum inside a selected language edition and never a second copy of that language population.,false
ACC-009-P00,ACC-009,ACC-009,Science figure remediation,OpenStax science selected editions,nonvisual science-learning cells,,needs_exact_access_or_signed_language_stratum,,,,,,,,,,,,,,,,,,,Accessibility gain is a residual stratum inside a selected language edition and never a second copy of that language population.,false
ACC-010-P00,ACC-010,ACC-010,Aligned bilingual edition,selected target plus exact academic-lingua-franca pair,transitioning bilingual learner cells,,needs_exact_access_or_signed_language_stratum,,,,,,,,,,,,,,,,,,,Accessibility gain is a residual stratum inside a selected language edition and never a second copy of that language population.,false
ACC-011-P00,ACC-011,ACC-011,Locale-specific Braille mathematics,selected language and exact Braille code,Braille-reading cells,,needs_exact_access_or_signed_language_stratum,,,,,,,,,,,,,,,,,,,Accessibility gain is a residual stratum inside a selected language edition and never a second copy of that language population.,false
ACC-012-P00,ACC-012,ACC-012,Indian Sign Language mathematics video,ins,India,,needs_exact_access_or_signed_language_stratum,,,,,,,,,,,,,,,,,,,Accessibility gain is a residual stratum inside a selected language edition and never a second copy of that language population.,false
ACC-013-P00,ACC-013,ACC-013,Bangla Sign Language mathematics video,bds,Bangladesh,,needs_exact_access_or_signed_language_stratum,,,,,,,,,,,,,,,,,,,Accessibility gain is a residual stratum inside a selected language edition and never a second copy of that language population.,false
ACC-014-P00,ACC-014,ACC-014,Pakistan Sign Language mathematics video,pks,Pakistan,,needs_exact_access_or_signed_language_stratum,,,,,,,,,,,,,,,,,,,Accessibility gain is a residual stratum inside a selected language edition and never a second copy of that language population.,false
ACC-015-P00,ACC-015,ACC-015,Nigerian Sign Language mathematics video,nsi,Nigeria,,needs_exact_access_or_signed_language_stratum,,,,,,,,,,,,,,,,,,,Accessibility gain is a residual stratum inside a selected language edition and never a second copy of that language population.,false
ACC-016-P00,ACC-016,ACC-016,Brazilian Sign Language mathematics video,bzs,Brazil,,needs_exact_access_or_signed_language_stratum,,,,,,,,,,,,,,,,,,,Accessibility gain is a residual stratum inside a selected language edition and never a second copy of that language population.,false
OBS-GRG-PL-008-P01,OBS-GRG-PL-008,OBS-GRG-PL-008,Polish Sign Language,pso-Zzzz-PL target profile; script unresolved by population source,Poland,GRG-PL-008,direct_exact_signed_language_observation,Polish Sign Language,exact bilingual census sign-language row,pso,Poland,not asserted by population source,census_languages_used_at_home_multiple_response_persons,persons,9267,9267,9267,2021-03-31,GRG-S006,https://stat.gov.pl/files/gfx/portalinformacyjny/en/defaultaktualnosci/3701/6/1/1/national_population_and_housing_census_2021_population_2.pdf,Table 7.5 printed page 120 PDF page 122; polski język migowy Polish Sign Language row,source_named_language_observation,gross_upper_bound_pending_intervention_edges,PL-CENSUS-2021-HOME-LANG-MR,direct_language_population_observation,Poland 2021 multiple-response home-use count for Polish Sign Language; not a hearing-status or educational-access count and not additive with other language rows.,false
