matrix_row_id,intervention_id,mechanism_class,package_mechanism_class,source_row_type,edge_role,coverage_mode,target_community_or_variety,language_or_profile_tag,script,territory_scope,population_link_status,population_observation_ids,population_source_ids,population_count_summary,existing_edition_overlap,communities_excluded,double_count_rule,comprehension_evidence_status,direct_comprehension_source_ids,observed_task_score,observed_task_type,tested_task,localized_output_c_low,localized_output_c_base,localized_output_c_high,localized_output_c_status,cross_language_incremental_c_low,cross_language_incremental_c_base,cross_language_incremental_c_high,cross_language_incremental_c_status,incremental_access_gain_low,incremental_access_gain_base,incremental_access_gain_high,incremental_access_gain_status,rankable_under_current_evidence,source_ids,source_urls,source_locator,confidence,notes
EDGE-GER-003,IL-GERM,natural_intercomprehension_reuse,natural_intercomprehension_reuse,interlanguage_overlap_edge,coverage_candidate,localized_native_output,Low German exact-standard cell,nds-Latn-DE,Latn,Germany and diaspora cells separate,none_present_in_current_population_master,,,,German overlap unmeasured,Dutch Afrikaans and other Germanic communities,No pan-Germanic credit; named output only,architecture_not_comprehension_claim,,,,none,1,1,1,target_definition_identity_conditional_on_literacy_not_empirical_math_comprehension,0,,,zero_conservative_missing_base_high_no_cross_language_credit,,,,not_applicable,false,ACE-A021,,Candidate seed only,low,Standard resolution remains necessary.
EDGE-GER-004,IL-GERM,natural_intercomprehension_reuse,natural_intercomprehension_reuse,interlanguage_overlap_edge,coverage_candidate,localized_native_output,Plautdietsch cell,pdt-Latn,Latn,exact diaspora territories separate,none_present_in_current_population_master,,,,German English Russian Spanish and Portuguese overlaps vary,Other Germanic diaspora languages,Deduplicate by residence and dominant academic-language access; no pan-Germanic credit,architecture_not_comprehension_claim,,,,none,1,1,1,target_definition_identity_conditional_on_literacy_not_empirical_math_comprehension,0,,,zero_conservative_missing_base_high_no_cross_language_credit,,,,not_applicable,false,ACE-A021,,Candidate seed only,low,Diaspora-specific.
EDGE-GER-005,IL-GERM,natural_intercomprehension_reuse,natural_intercomprehension_reuse,interlanguage_overlap_edge,coverage_candidate,localized_native_output,Pennsylvania Dutch cell,pdc-Latn,Latn,United States exact communities,none_present_in_current_population_master,,,,English overlap likely high but unmeasured,Other Germanic diaspora languages,Count only residual community readers; no pan-Germanic credit,architecture_not_comprehension_claim,,,,none,1,1,1,target_definition_identity_conditional_on_literacy_not_empirical_math_comprehension,0,,,zero_conservative_missing_base_high_no_cross_language_credit,,,,not_applicable,false,ACE-A021,,Candidate seed only,low,Prestige-domain candidate.
EDGE-GER-006,IL-GERM,natural_intercomprehension_reuse,natural_intercomprehension_reuse,interlanguage_overlap_edge,coverage_candidate,localized_native_output,Hutterisch cell,geh-Latn,Latn,North American communities,none_present_in_current_population_master,,,,English and German overlap unmeasured,Other Germanic diaspora languages,Count only residual community readers; no pan-Germanic credit,architecture_not_comprehension_claim,,,,none,1,1,1,target_definition_identity_conditional_on_literacy_not_empirical_math_comprehension,0,,,zero_conservative_missing_base_high_no_cross_language_credit,,,,not_applicable,false,ACE-A021,,Candidate seed only,low,Separate from Plautdietsch and Pennsylvania Dutch.
EDGE-GER-007,IL-GERM,natural_intercomprehension_reuse,natural_intercomprehension_reuse,interlanguage_overlap_edge,coverage_candidate,localized_native_output,West Frisian cell,fy-Latn-NL,Latn,Netherlands,none_present_in_current_population_master,,,,Dutch and English overlap unmeasured,Other Frisian languages and Germanic communities,No pan-Germanic credit,architecture_not_comprehension_claim,,,,none,1,1,1,target_definition_identity_conditional_on_literacy_not_empirical_math_comprehension,0,,,zero_conservative_missing_base_high_no_cross_language_credit,,,,not_applicable,false,ACE-A021,,Candidate seed only,low,Exact Frisian language required.
EDGE-GER-008,IL-GERM,natural_intercomprehension_reuse,natural_intercomprehension_reuse,interlanguage_overlap_edge,coverage_candidate,localized_native_output,Yiddish exact-register cell,yi-Hebr,Hebr,diaspora territories separate,none_present_in_current_population_master,,,,English Hebrew Russian and German overlaps vary,All Latin-script Germanic profiles,No pan-Germanic credit; residence and community register define separate cells,architecture_not_comprehension_claim,,,,none,1,1,1,target_definition_identity_conditional_on_literacy_not_empirical_math_comprehension,0,,,zero_conservative_missing_base_high_no_cross_language_credit,,,,not_applicable,false,ACE-A021,,Candidate seed only,low,Must remain separate.
EDGE-GER-009,IL-GERM,natural_intercomprehension_reuse,natural_intercomprehension_reuse,interlanguage_overlap_edge,coverage_candidate,localized_native_output,Scots cell,sco-Latn-GB,Latn,Scotland,none_present_in_current_population_master,,,,English overlap expected very high but unmeasured,Other Germanic communities,Count only residual comfortable-reader gain; no pan-Germanic credit,architecture_not_comprehension_claim,,,,none,1,1,1,target_definition_identity_conditional_on_literacy_not_empirical_math_comprehension,0,,,zero_conservative_missing_base_high_no_cross_language_credit,,,,not_applicable,false,ACE-A021,,Candidate seed only,low,Likely low raw marginal reach.
EDGE-GER-010,IL-GERM,natural_intercomprehension_reuse,natural_intercomprehension_reuse,interlanguage_overlap_edge,coverage_candidate,localized_native_output,Faroese cell,fo-Latn-FO,Latn,Faroe Islands,none_present_in_current_population_master,,,,Danish and English overlap unmeasured,Mainland Scandinavian and other Germanic languages,No pan-Germanic or mainland Scandinavian credit,architecture_not_comprehension_claim,,,,none,1,1,1,target_definition_identity_conditional_on_literacy_not_empirical_math_comprehension,0,,,zero_conservative_missing_base_high_no_cross_language_credit,,,,not_applicable,false,ACE-A021,,Candidate seed only,low,Named output is defensible.
EDGE-IDMS-001,IL-IDMS,pluricentric_shared_core,pluricentric_shared_core,interlanguage_overlap_edge,coverage_candidate,localized_native_output,Indonesian standard cell,id-Latn-ID,Latn,Indonesia,direct_or_lower_bound_links_present_not_automatically_additive,POP-ID-002,PM-S005,POP-ID-002:42682566/42682566/42682566 persons [direct_exact_territory_home_language_observation],722 of 722 Open Logic units complete,Javanese Sundanese Madurese Minangkabau Acehnese and other languages,Completed Indonesian Open Logic is excluded from forward reach; no Malaysian reach,architecture_not_comprehension_claim,,,,none,1,1,1,target_definition_identity_conditional_on_literacy_not_empirical_math_comprehension,0,,,zero_conservative_missing_base_high_no_cross_language_credit,,,,not_applicable,false,ACE-A011;CURRENT_INDONESIAN_PROGRAM_STATUS_20260830,https://github.com/KokunoYumeto/OpenLogic-id,Current Indonesian complete baseline,medium,Complete baseline retained to prevent double counting; future work must name an exact uncovered component.
EDGE-IDMS-002,IL-IDMS,pluricentric_shared_core,pluricentric_shared_core,interlanguage_overlap_edge,coverage_candidate,localized_native_output,Malaysian Malay Rumi cell,ms-Latn-MY,Latn,Malaysia,none_present_in_current_population_master,,,,Indonesian cross-standard overlap untested,Other Malayic and Indonesian languages,Zero Indonesian credit pending directional technical-text audit; localized output claims Malaysian cell,architecture_not_comprehension_claim,,,,none,1,1,1,target_definition_identity_conditional_on_literacy_not_empirical_math_comprehension,0,,,zero_conservative_missing_base_high_no_cross_language_credit,,,,not_applicable,false,ACE-A011,,Local state records Malaysian Malay as distinct and unstarted,medium,MABBIM-aligned termbase can reduce compute.
EDGE-IDMS-003,IL-IDMS,dual_script_register,pluricentric_shared_core,interlanguage_overlap_edge,coverage_candidate,script_derivative,Malaysian Malay Jawi-reading stratum,ms-Arab-MY,Arab,Malaysia,none_present_in_current_population_master,,,,Same language as ms-Latn-MY,Other Malayic languages,Partition or model dual literacy; never add Jawi and Rumi populations,inference_only,,,,none,1,1,1,target_definition_identity_conditional_on_literacy_not_empirical_math_comprehension,0,,,zero_conservative_missing_base_high_no_cross_language_credit,,,,not_applicable,false,ACE-A011,,No direct script-stratum evidence registered,low,Script derivative only.
EDGE-IDMS-004,IL-IDMS,pluricentric_shared_core,pluricentric_shared_core,interlanguage_overlap_edge,coverage_candidate,localized_native_output,Brunei Malay educational-standard cell,ms-Latn-BN,Latn,Brunei,none_present_in_current_population_master,,,,Indonesian and Malaysian overlap untested,Other Malayic languages,Named Brunei cell only; no regional blanket credit,architecture_not_comprehension_claim,,,,none,1,1,1,target_definition_identity_conditional_on_literacy_not_empirical_math_comprehension,0,,,zero_conservative_missing_base_high_no_cross_language_credit,,,,not_applicable,false,ACE-A021,,Candidate seed only,low,Locale-specific output may be small adaptation.
EDGE-SCAND-001,IL-SCAND,natural_intercomprehension_reuse,natural_intercomprehension_reuse,interlanguage_overlap_edge,coverage_candidate,localized_native_output,Danish-standard cell,da-Latn-DK,Latn,Denmark,none_present_in_current_population_master,,,,English and Scandinavian overlap unmeasured,Faroese Icelandic,Named output only; cross-language reach zero until exact directional value is imported,architecture_not_comprehension_claim,ACE-E015,,,exact pair values not registered,1,1,1,target_definition_identity_conditional_on_literacy_not_empirical_math_comprehension,0,,,zero_conservative_missing_base_high_no_cross_language_credit,,,,not_applicable,false,ACE-E015,https://www.let.rug.nl/~gooskens/pdf/publ_speechcom_2017.pdf,Gooskens and van Heuven 2017 natural-language tests,medium,Spoken and written asymmetries matter.
EDGE-SCAND-002,IL-SCAND,natural_intercomprehension_reuse,natural_intercomprehension_reuse,interlanguage_overlap_edge,coverage_candidate,localized_native_output,Norwegian Bokmal cell,nb-Latn-NO,Latn,Norway,none_present_in_current_population_master,,,,English and Scandinavian overlap unmeasured,Nynorsk Faroese Icelandic,Named output only; no cross-language credit,architecture_not_comprehension_claim,ACE-E015,,,exact pair values not registered,1,1,1,target_definition_identity_conditional_on_literacy_not_empirical_math_comprehension,0,,,zero_conservative_missing_base_high_no_cross_language_credit,,,,not_applicable,false,ACE-E015,https://www.let.rug.nl/~gooskens/pdf/publ_speechcom_2017.pdf,Natural-language tests,medium,Keep Bokmal and Nynorsk outputs distinct.
EDGE-SCAND-003,IL-SCAND,natural_intercomprehension_reuse,natural_intercomprehension_reuse,interlanguage_overlap_edge,coverage_candidate,localized_native_output,Norwegian Nynorsk cell,nn-Latn-NO,Latn,Norway,none_present_in_current_population_master,,,,Bokmal English and Scandinavian overlap unmeasured,Faroese Icelandic,Partition Norwegian readers and do not add dual-standard literacy,architecture_not_comprehension_claim,ACE-E015,,,exact pair values not registered,1,1,1,target_definition_identity_conditional_on_literacy_not_empirical_math_comprehension,0,,,zero_conservative_missing_base_high_no_cross_language_credit,,,,not_applicable,false,ACE-E015,https://www.let.rug.nl/~gooskens/pdf/publ_speechcom_2017.pdf,Natural-language tests,low,Named output required.
EDGE-SCAND-004,IL-SCAND,natural_intercomprehension_reuse,natural_intercomprehension_reuse,interlanguage_overlap_edge,coverage_candidate,localized_native_output,Swedish-standard cell,sv-Latn-SE,Latn,Sweden,none_present_in_current_population_master,,,,English and Scandinavian overlap unmeasured,Faroese Icelandic,Named output only; cross-language reach zero until exact directional value is imported,architecture_not_comprehension_claim,ACE-E015,,,exact pair values not registered,1,1,1,target_definition_identity_conditional_on_literacy_not_empirical_math_comprehension,0,,,zero_conservative_missing_base_high_no_cross_language_credit,,,,not_applicable,false,ACE-E015,https://www.let.rug.nl/~gooskens/pdf/publ_speechcom_2017.pdf,Natural-language tests,medium,High English overlap likely reduces marginal access.
EDGE-AR-001,IL-AR,pluricentric_shared_core,pluricentric_shared_core,interlanguage_overlap_edge,coverage_candidate,existing_formal_base,Readers comfortable with Modern Standard Arabic,ar,Arab,territories separately modeled,none_present_in_current_population_master,,,,complete local Arabic edition,Amazigh Kurdish Nubian Modern South Arabian and signed languages,Existing MSA coverage is baseline and cannot be claimed again by scaffolds,baseline_only,,,,none registered for target corpus,1,1,1,target_definition_identity_conditional_on_literacy_not_empirical_math_comprehension,0,,,zero_conservative_missing_base_high_no_cross_language_credit,,,,not_applicable,false,ACE-A009;ACE-E001,https://documents1.worldbank.org/curated/en/517851626203470278/pdf/Loud-and-Clear-Effective-Language-of-Instruction-Policies-For-Learning.pdf,Current Arabic state and aggregate policy synthesis,medium,Residual intervention begins after this base.
EDGE-AR-002,IL-AR,accessibility_derivative,pluricentric_shared_core,interlanguage_overlap_edge,coverage_candidate,scaffold_on_existing_msa,Egyptian Arabic scaffold users,arz-Arab-EG,Arab,Egypt,none_present_in_current_population_master,,,,complete MSA base,Non-Arabic Egypt languages,Credit only measured increase from dialect glossary plain-language or audio scaffold beyond MSA,inference_only,,,,none,,,,not_applicable,,,,not_applicable,0,,,exact_scaffold_gain_unmeasured_conservative_zero_base_high_missing,false,ACE-A009,,No dialect-specific comprehension bound registered,low,Not a replacement for a source-faithful MSA edition.
EDGE-AR-003,IL-AR,accessibility_derivative,pluricentric_shared_core,interlanguage_overlap_edge,coverage_candidate,scaffold_on_existing_msa,Levantine Arabic scaffold users,apc-Arab,Arab,Levant exact country cells,none_present_in_current_population_master,,,,complete MSA base,Kurdish Armenian and other non-Arabic communities,Credit only residual scaffold gain and deduplicate country cells,inference_only,,,,none,,,,not_applicable,,,,not_applicable,0,,,exact_scaffold_gain_unmeasured_conservative_zero_base_high_missing,false,ACE-A009,,No dialect-specific bound registered,low,Country layers remain separate.
EDGE-AR-004,IL-AR,accessibility_derivative,pluricentric_shared_core,interlanguage_overlap_edge,coverage_candidate,scaffold_on_existing_msa,Mesopotamian Arabic scaffold users,acm-Arab-IQ,Arab,Iraq,none_present_in_current_population_master,,,,complete MSA base,Kurdish Turkmen Neo-Aramaic and other communities,Credit only residual scaffold gain,inference_only,,,,none,,,,not_applicable,,,,not_applicable,0,,,exact_scaffold_gain_unmeasured_conservative_zero_base_high_missing,false,ACE-A009,,No dialect-specific bound registered,low,No Iraq-wide reach.
EDGE-AR-005,IL-AR,accessibility_derivative,pluricentric_shared_core,interlanguage_overlap_edge,coverage_candidate,scaffold_on_existing_msa,Gulf Arabic scaffold users,afb-Arab,Arab,exact Gulf country cells,none_present_in_current_population_master,,,,complete MSA base,Non-Arabic migrant and local languages,Credit only residual scaffold gain; country cells and migrant status remain separate,inference_only,,,,none,,,,not_applicable,,,,not_applicable,0,,,exact_scaffold_gain_unmeasured_conservative_zero_base_high_missing,false,ACE-A009,,No dialect-specific bound registered,low,No Gulf demographic ceiling.
EDGE-AR-006,IL-AR,accessibility_derivative,pluricentric_shared_core,interlanguage_overlap_edge,coverage_candidate,scaffold_on_existing_msa,Moroccan Arabic scaffold users,ary-Arab-MA,Arab,Morocco,none_present_in_current_population_master,,,,complete MSA base,Standard Moroccan Amazigh Tachelhit Tarifit and other Amazigh languages,Credit only residual scaffold gain after MSA; no non-Arabic reach,inference_only,,,,none,,,,not_applicable,,,,not_applicable,0,,,exact_scaffold_gain_unmeasured_conservative_zero_base_high_missing,false,ACE-A009,,No dialect-specific bound registered,low,Diglossic distance is explicit uncertainty.
EDGE-AR-007,IL-AR,accessibility_derivative,pluricentric_shared_core,interlanguage_overlap_edge,coverage_candidate,scaffold_on_existing_msa,Tunisian Arabic scaffold users,aeb-Arab-TN,Arab,Tunisia,none_present_in_current_population_master,,,,complete MSA base,Non-Arabic communities,Credit only residual scaffold gain,inference_only,,,,none,,,,not_applicable,,,,not_applicable,0,,,exact_scaffold_gain_unmeasured_conservative_zero_base_high_missing,false,ACE-A009,,No dialect-specific bound registered,low,No regional blanket credit.
EDGE-AR-008,IL-AR,accessibility_derivative,pluricentric_shared_core,interlanguage_overlap_edge,coverage_candidate,scaffold_on_existing_msa,Sudanese Arabic scaffold users,apd-Arab-SD,Arab,Sudan,none_present_in_current_population_master,,,,complete MSA base,Nubian Beja Fur and other non-Arabic languages,Credit only residual scaffold gain,inference_only,,,,none,,,,not_applicable,,,,not_applicable,0,,,exact_scaffold_gain_unmeasured_conservative_zero_base_high_missing,false,ACE-A009,,No dialect-specific bound registered,low,Conflict and offline access modeled separately.
EDGE-PDT-001,IL-PDT,pluricentric_shared_core,pluricentric_shared_core,interlanguage_overlap_edge,coverage_candidate,existing_localized_output,Iranian Persian cell,fa-Arab-IR,Arab,Iran,none_present_in_current_population_master,,,,complete local Iranian Persian edition,Dari Tajik Kurdish Pashto Balochi and Pamiri languages,Existing fa-IR coverage is baseline and not added to adaptation reach,baseline_only,,,,none,1,1,1,target_definition_identity_conditional_on_literacy_not_empirical_math_comprehension,0,,,zero_conservative_missing_base_high_no_cross_language_credit,,,,not_applicable,false,ACE-A009,,Current paired edition state,medium,Shared source begins from this edition.
EDGE-PDT-002,IL-PDT,pluricentric_shared_core,pluricentric_shared_core,interlanguage_overlap_edge,coverage_candidate,localized_native_output,Dari-standard cell,prs-Arab-AF,Arab,Afghanistan and displaced cells,none_present_in_current_population_master,,,,Iranian Persian directional overlap unmeasured,Pashto Hazaragi and other languages,Zero fa-IR reach pending technical-text evidence; named Dari output claims only exact cells,architecture_not_comprehension_claim,,,,none,1,1,1,target_definition_identity_conditional_on_literacy_not_empirical_math_comprehension,0,,,zero_conservative_missing_base_high_no_cross_language_credit,,,,not_applicable,false,ACE-A009;ACE-A021,,Current Persian state plus candidate seed,low,Shared term graph reduces compute.
EDGE-PDT-003,IL-PDT,pluricentric_shared_core,pluricentric_shared_core,interlanguage_overlap_edge,coverage_candidate,localized_native_output,Tajik-standard cell,tg-Cyrl-TJ,Cyrl,Tajikistan,none_present_in_current_population_master,,,,Iranian Persian directional overlap unmeasured,Pamiri Uzbek Russian and other languages,Zero fa-IR reach; named Tajik output only; transliteration is not additive,architecture_not_comprehension_claim,,,,none,1,1,1,target_definition_identity_conditional_on_literacy_not_empirical_math_comprehension,0,,,zero_conservative_missing_base_high_no_cross_language_credit,,,,not_applicable,false,ACE-A009;ACE-A021,,Current Persian state plus candidate seed,low,Script is a decisive practical-access term.
EDGE-BCMS-001,IL-BCMS,pluricentric_shared_core,pluricentric_shared_core,interlanguage_overlap_edge,coverage_candidate,localized_native_output,Bosnian-standard cell,bs-Latn,Latn,Bosnia and Herzegovina,none_present_in_current_population_master,,,,none established,Croatian Montenegrin Serbian and non-BCMS languages remain distinct cells,Named output claims only Bosnian cell; shared source has compute value only,architecture_not_comprehension_claim,,,,none registered,1,1,1,target_definition_identity_conditional_on_literacy_not_empirical_math_comprehension,0,,,zero_conservative_missing_base_high_no_cross_language_credit,,,,not_applicable,false,ACE-A021,,Candidate seed only,low,No unnamed neutral publication.
EDGE-BCMS-002,IL-BCMS,pluricentric_shared_core,pluricentric_shared_core,interlanguage_overlap_edge,coverage_candidate,localized_native_output,Croatian-standard cell,hr-Latn,Latn,Croatia,none_present_in_current_population_master,,,,none established,Other BCMS standards remain distinct cells,Named output claims only Croatian cell,architecture_not_comprehension_claim,,,,none registered,1,1,1,target_definition_identity_conditional_on_literacy_not_empirical_math_comprehension,0,,,zero_conservative_missing_base_high_no_cross_language_credit,,,,not_applicable,false,ACE-A021,,Candidate seed only,low,Identity-preserving output.
EDGE-BCMS-003,IL-BCMS,pluricentric_shared_core,pluricentric_shared_core,interlanguage_overlap_edge,coverage_candidate,localized_native_output,Montenegrin-standard cell,cnr-Latn,Latn,Montenegro,none_present_in_current_population_master,,,,none established,Other BCMS standards remain distinct cells,Named output claims only Montenegrin cell,architecture_not_comprehension_claim,,,,none registered,1,1,1,target_definition_identity_conditional_on_literacy_not_empirical_math_comprehension,0,,,zero_conservative_missing_base_high_no_cross_language_credit,,,,not_applicable,false,ACE-A021,,Candidate seed only,low,Identity-preserving output.
EDGE-BCMS-004,IL-BCMS,dual_script_register,pluricentric_shared_core,interlanguage_overlap_edge,coverage_candidate,script_variant_of_localized_output,Serbian Latin-reading stratum,sr-Latn,Latn,Serbia,none_present_in_current_population_master,,,,none established,Other BCMS standards,Partition one Serbian population by script use; do not add Latin and Cyrillic,architecture_not_comprehension_claim,,,,none registered,1,1,1,target_definition_identity_conditional_on_literacy_not_empirical_math_comprehension,0,,,zero_conservative_missing_base_high_no_cross_language_credit,,,,not_applicable,false,ACE-A021,,Candidate seed only,low,Dual-script output.
EDGE-BCMS-005,IL-BCMS,dual_script_register,pluricentric_shared_core,interlanguage_overlap_edge,coverage_candidate,script_variant_of_localized_output,Serbian Cyrillic-reading stratum,sr-Cyrl,Cyrl,Serbia,none_present_in_current_population_master,,,,none established,Other BCMS standards,Partition one Serbian population by script use; do not add Latin and Cyrillic,architecture_not_comprehension_claim,,,,none registered,1,1,1,target_definition_identity_conditional_on_literacy_not_empirical_math_comprehension,0,,,zero_conservative_missing_base_high_no_cross_language_credit,,,,not_applicable,false,ACE-A021,,Candidate seed only,low,Dual-script output.
EDGE-HU-001,IL-HU,dual_script_register,dual_script_register,interlanguage_overlap_edge,coverage_candidate,existing_localized_output,Standard Hindi-oriented cell,hi-Deva-IN,Deva,India,direct_or_lower_bound_links_present_not_automatically_additive,POP-IN-COMP-006;POP-IN-006,PM-S001,POP-IN-COMP-006:322230097/322230097/322230097 persons [preferred_same_name_component_existing_edition_baseline] || POP-IN-006:528347193/528347193/528347193 persons [parent_aggregate_context_nonadditive],complete local Hindi edition; C-17 reports English subsidiary-language knowledge for 35257144 of the 528347193 Hindi census umbrella,Urdu and Hindi census umbrella sublanguages,Existing Hindi coverage is baseline and not added to Urdu adaptation reach; C-17 language knowledge is not academic comfort,baseline_only,,,,none,1,1,1,target_definition_identity_conditional_on_literacy_not_empirical_math_comprehension,0,,,zero_conservative_missing_base_high_no_cross_language_credit,,,,not_applicable,false,ACE-E011;ACE-E019;ACE-A007,https://censusindia.gov.in/nada/index.php/catalog/10191;https://censusindia.gov.in/nada/index.php/catalog/10262/download/13374/DDW-C17-0000.XLSX;https://censusindia.gov.in/nada/index.php/catalog/42458/download/46089/C-16_25062018.pdf,C-17 national Hindi row and current Hindi state,medium,Do not use the 528347193 umbrella as Standard Hindi reach; disclosed nonoverlap sensitivity is 0.933268986/0.966634493/0.986653797.
EDGE-HU-002,IL-HU,dual_script_register,dual_script_register,interlanguage_overlap_edge,coverage_candidate,localized_native_output,Pakistani Urdu cell,ur-Arab-PK,Arab Nastaliq,Pakistan,direct_or_lower_bound_links_present_not_automatically_additive,POP-PK-001,PM-S003,POP-PK-001:22249307/22249307/22249307 persons [direct_exact_territory_language_observation],Hindi overlap unmeasured,Punjabi Sindhi Saraiki Pashto and other languages,Hindi gives zero Urdu credit; named Urdu output claims exact Pakistan cell,architecture_not_comprehension_claim,,,,none,1,1,1,target_definition_identity_conditional_on_literacy_not_empirical_math_comprehension,0,,,zero_conservative_missing_base_high_no_cross_language_credit,,,,not_applicable,false,ACE-E012;ACE-A007,https://www.pbs.gov.pk/wp-content/uploads/census_tables/tables/table_11_national.pdf,Official census plus Hindi baseline,low,Shared term graph saves compute.
EDGE-HU-003,IL-HU,dual_script_register,dual_script_register,interlanguage_overlap_edge,coverage_candidate,localized_native_output,Indian Urdu cell,ur-Arab-IN,Arab Nastaliq,India,direct_or_lower_bound_links_present_not_automatically_additive,POP-IN-COMP-022;POP-IN-022,PM-S001,POP-IN-COMP-022:50725762/50725762/50725762 persons [preferred_same_name_component] || POP-IN-022:50772631/50772631/50772631 persons [parent_aggregate_context_nonadditive],C-17 reports English-or-Hindi subsidiary-language knowledge for 23172258 of 50772631 Urdu-category speakers; academic comfort remains unknown,Other Indian mother tongues,Keep Indian Urdu separate from Pakistan Urdu; apply disclosed nonoverlap sensitivity 0.543607303/0.771803651/0.908721461 rather than categorical Hindi coverage,architecture_not_comprehension_claim,,,,none,1,1,1,target_definition_identity_conditional_on_literacy_not_empirical_math_comprehension,0,,,zero_conservative_missing_base_high_no_cross_language_credit,,,,not_applicable,false,ACE-E011;ACE-E019;ACE-A007,https://censusindia.gov.in/nada/index.php/catalog/10191;https://censusindia.gov.in/nada/index.php/catalog/10262/download/13374/DDW-C17-0000.XLSX;https://censusindia.gov.in/nada/index.php/catalog/42458/download/46089/C-16_25062018.pdf,C-17 national Urdu row plus Hindi baseline,medium,Locale-specific terminology may differ; the overlap interval is a sensitivity bound only.
EDGE-PNJ-001,IL-PUNJABI,dual_script_register,dual_script_register,interlanguage_overlap_edge,coverage_candidate,localized_native_output,Eastern Punjabi Gurmukhi cell,pa-Guru-IN,Guru,India,direct_or_lower_bound_links_present_not_automatically_additive,POP-IN-COMP-016;POP-IN-016,PM-S001,POP-IN-COMP-016:31144095/31144095/31144095 persons [preferred_same_name_component] || POP-IN-016:33124726/33124726/33124726 persons [parent_aggregate_context_nonadditive],C-17 reports English-or-Hindi subsidiary-language knowledge for 17571723 of 33124726 Punjabi-category speakers; academic comfort remains unknown,Western Punjabi Saraiki Hindko,Claims only India Gurmukhi cell; apply nonoverlap sensitivity 0.469528503/0.734764251/0.893905701 and never add a dual-script population,architecture_not_comprehension_claim,,,,none,1,1,1,target_definition_identity_conditional_on_literacy_not_empirical_math_comprehension,0,,,zero_conservative_missing_base_high_no_cross_language_credit,,,,not_applicable,false,ACE-E011;ACE-E012;ACE-E019,https://censusindia.gov.in/nada/index.php/catalog/10191;https://censusindia.gov.in/nada/index.php/catalog/10262/download/13374/DDW-C17-0000.XLSX;https://censusindia.gov.in/nada/index.php/catalog/42458/download/46089/C-16_25062018.pdf;https://www.pbs.gov.pk/wp-content/uploads/census_tables/tables/table_11_national.pdf,C-17 national Punjabi row and official national census tables,medium,Shared semantics synchronized across outputs; C-17 is an overlap bound only.
EDGE-PNJ-002,IL-PUNJABI,dual_script_register,dual_script_register,interlanguage_overlap_edge,coverage_candidate,localized_native_output,Western Punjabi Shahmukhi cell,pnb-Arab-PK,Arab Shahmukhi,Pakistan,direct_or_lower_bound_links_present_not_automatically_additive,POP-PK-002,PM-S003,POP-PK-002:88915544/88915544/88915544 persons [direct_exact_territory_language_observation],none established,Saraiki Hindko and unresolved Punjabi census sublabels,Claims only resolved Shahmukhi population; no additive dual-script population,architecture_not_comprehension_claim,,,,none,1,1,1,target_definition_identity_conditional_on_literacy_not_empirical_math_comprehension,0,,,zero_conservative_missing_base_high_no_cross_language_credit,,,,not_applicable,false,ACE-E011;ACE-E012,https://censusindia.gov.in/nada/index.php/catalog/10191;https://www.pbs.gov.pk/wp-content/uploads/census_tables/tables/table_11_national.pdf,Official national census tables,medium,Pakistan census Punjabi label remains a ceiling until mapping is resolved.
EDGE-NGU-001,IL-NGUNI,pluricentric_shared_core,pluricentric_shared_core,interlanguage_overlap_edge,coverage_candidate,localized_native_output,isiZulu-standard cell,zu-Latn-ZA,Latn,South Africa,direct_or_lower_bound_links_present_not_automatically_additive,ZA-ZUL-2022,ZA-S001,ZA-ZUL-2022:14613202/14613202/14613202 persons [direct_exact_territory_household_language_observation],none established,isiXhosa siSwati isiNdebele and non-Nguni languages,Named output only; no combined Nguni population,architecture_not_comprehension_claim,,,,none registered,1,1,1,target_definition_identity_conditional_on_literacy_not_empirical_math_comprehension,0,,,zero_conservative_missing_base_high_no_cross_language_credit,,,,not_applicable,false,ACE-A021,https://www.statssa.gov.za/publications/Census2022inBrief/Census2022inBriefJune2024.pdf,Candidate seed only,low,Shared core reduces compute.
EDGE-NGU-002,IL-NGUNI,pluricentric_shared_core,pluricentric_shared_core,interlanguage_overlap_edge,coverage_candidate,localized_native_output,isiXhosa-standard cell,xh-Latn-ZA,Latn,South Africa,direct_or_lower_bound_links_present_not_automatically_additive,ZA-XHO-2022,ZA-S001,ZA-XHO-2022:9786928/9786928/9786928 persons [direct_exact_territory_household_language_observation],none established,Other Nguni standards,Named output only; no cross-language credit,architecture_not_comprehension_claim,,,,none registered,1,1,1,target_definition_identity_conditional_on_literacy_not_empirical_math_comprehension,0,,,zero_conservative_missing_base_high_no_cross_language_credit,,,,not_applicable,false,ACE-A021,https://www.statssa.gov.za/publications/Census2022inBrief/Census2022inBriefJune2024.pdf,Candidate seed only,low,False friends and orthography matter.
