course	order	source_id	title_en	xml_ids	canonical_path	source_sha256	indonesian_path	bridge_lane	telugu_status
B10	75	source/sec_counting-proofs.ptx	Combinatorial Proofs	sec_comb-proofs;subsec_patternsPascal;pascal-small;example-symmetry-formula;ex-comb-proof-rowsum;subsec_moreProofs;ex-comb-proof-3elemsets;lattice-paths-comb-proof;rqs-counting-proofs	downloads/upstream-discrete/source/sec_counting-proofs.ptx	2f3a7e16596c1d04a3a4901ffbd218d481ce8171f606a94980b40da536451647	downloads/discrete-mathematics-open-introduction-id/source/sec_counting-proofs.ptx	B10-proof-discrete-after-A30	not_started
B10	76	source/activities/combinatorial-proofs.ptx	Preview Activity	Activity-13-combinatorial-proofs	downloads/upstream-discrete/source/activities/combinatorial-proofs.ptx	8477ae945082c31a552a9fbdd2abf32d941638ec708c803ffadfdf0351bfa6b5	downloads/discrete-mathematics-open-introduction-id/source/activities/combinatorial-proofs.ptx	B10-proof-discrete-after-A30	not_started
B10	77	source/practice/counting-proofs.ptx	Practice Problems	practice-comb-proofs	downloads/upstream-discrete/source/practice/counting-proofs.ptx	396ee45a5a4bdac3ba350ad8039fd7732de4538118a239a80572425628391281	downloads/discrete-mathematics-open-introduction-id/source/practice/counting-proofs.ptx	B10-proof-discrete-after-A30	not_started
B10	78	source/exercises/counting-proofs.ptx	Additional Exercises	exercises_comb-proofs;img-semicircle-triangles;triangle-dots-repeat;exc-bridesmaids	downloads/upstream-discrete/source/exercises/counting-proofs.ptx	661928d78f487dab3008f64366d4f6573a44026264f895daf347786f7415e52f	downloads/discrete-mathematics-open-introduction-id/source/exercises/counting-proofs.ptx	B10-proof-discrete-after-A30	not_started
B10	79	source/sec_counting-probability.ptx	Applications to Probability	sec-counting-probability;PA-counting-probability;subsec-computing-probabilities;def-probability;subsec-probability-rules;thm-prob-complement;eg-ten-flips;thm-prob-sum;eg-prob-die-coin-indep;def-prob-independence;def-conditional-probability;rqs-counting-probability	downloads/upstream-discrete/source/sec_counting-probability.ptx	b29204e9b0dff5c3125109364d8e528fb5c1bfa722b1e9b74b25d0e7f0e56e21	downloads/discrete-mathematics-open-introduction-id/source/sec_counting-probability.ptx	B10-proof-discrete-after-A30	not_started
B10	80	source/practice/counting-probability.ptx	Practice Problems	practice-counting-probability	downloads/upstream-discrete/source/practice/counting-probability.ptx	10b1d1fc09b808c128635d41b0f99a45444f2f6a4df7a5c616db2462beb45c1f	downloads/discrete-mathematics-open-introduction-id/source/practice/counting-probability.ptx	B10-proof-discrete-after-A30	not_started
B10	81	source/exercises/counting-probability.ptx	Additional Exercises	ex-counting-probability	downloads/upstream-discrete/source/exercises/counting-probability.ptx	ead7600278c493668bbb9ac1dfa1997a9b77c426ce307dc9132f3e3861966add	downloads/discrete-mathematics-open-introduction-id/source/exercises/counting-probability.ptx	B10-proof-discrete-after-A30	not_started
B10	82	source/sec_counting-advPIE.ptx	Advanced Counting Using PIE	sec_advPIE;PA-counting-advPIE;subsec-multset-pie;subsec_derangements	downloads/upstream-discrete/source/sec_counting-advPIE.ptx	ce34eb9d73c7af8b3d83a9aa043eb82073927abe9d69e22479739073ed267049	downloads/discrete-mathematics-open-introduction-id/source/sec_counting-advPIE.ptx	B10-proof-discrete-after-A30	not_started
B10	83	source/practice/counting-advPIE.ptx	Practice Problems	practice-counting-advPIE	downloads/upstream-discrete/source/practice/counting-advPIE.ptx	489c5703053c5519af7615801309753e1a1f16c24735160dc4284a007c58e952	downloads/discrete-mathematics-open-introduction-id/source/practice/counting-advPIE.ptx	B10-proof-discrete-after-A30	not_started
B10	84	source/exercises/counting-advPIE.ptx	Additional Exercises	exercises_counting-advPIE	downloads/upstream-discrete/source/exercises/counting-advPIE.ptx	d1f60ed5122986e3ad3ec71ba39bd8b6cbc1baa4878cfbd34fe819da4879a575	downloads/discrete-mathematics-open-introduction-id/source/exercises/counting-advPIE.ptx	B10-proof-discrete-after-A30	not_started
B10	85	source/sec_counting-conc.ptx	Chapter Summary	sec_count-conc	downloads/upstream-discrete/source/sec_counting-conc.ptx	650656ce2cdd4cce40e5d1f6cef32200cad69f16d395769f1fc4747a240ade81	downloads/discrete-mathematics-open-introduction-id/source/sec_counting-conc.ptx	B10-proof-discrete-after-A30	not_started
B10	86	source/exercises/counting-conc.ptx	Chapter Review	exercises_count-conc;exr-cookie-counting	downloads/upstream-discrete/source/exercises/counting-conc.ptx	200eaffe141d0cc813373a6f7841ac522b134536e64f563eaa22c2eb06883b6e	downloads/discrete-mathematics-open-introduction-id/source/exercises/counting-conc.ptx	B10-proof-discrete-after-A30	not_started
B10	87	source/ch_sequences.ptx	Sequences	ch_sequences	downloads/upstream-discrete/source/ch_sequences.ptx	f34753084d7918aa55c72a00f9a2b1451a4a8a25f50b57b564675837e736dafb	downloads/discrete-mathematics-open-introduction-id/source/ch_sequences.ptx	B10-proof-discrete-after-A30	not_started
B10	88	source/sec_seq-basics.ptx	Describing Sequences	sec_seq_intro;subsec-preview;interactive-hanoi;PA-seq-basic;subsec-formulas-for-sequences;eg-rice;assemblage-commonsequences;subsec-partial-sums;ex-first-partial-sums;subsec-seq-python;rqs-seq-basics	downloads/upstream-discrete/source/sec_seq-basics.ptx	2a25a28413d91476d4c0d73da271a4ab17195deb025de7d804f34dcc0d140241	downloads/discrete-mathematics-open-introduction-id/source/sec_seq-basics.ptx	B10-proof-discrete-after-A30	not_started
B10	89	source/practice/seq-basics.ptx	Practice Problems	practice_seq_basics	downloads/upstream-discrete/source/practice/seq-basics.ptx	5a67cca82c47b489aa0948bf497e7614f1059b5982057748cd819e1a8acb8c84	downloads/discrete-mathematics-open-introduction-id/source/practice/seq-basics.ptx	B10-proof-discrete-after-A30	not_started
B10	90	source/exercises/seq-basics.ptx	Additional Exercises	exercises_seq_basics;bee-chess	downloads/upstream-discrete/source/exercises/seq-basics.ptx	0a5f9ccb31b9c2de9a9677981276ea9e6ee59cc7ac54e4f6a991fdc03a8d0f0e	downloads/discrete-mathematics-open-introduction-id/source/exercises/seq-basics.ptx	B10-proof-discrete-after-A30	not_started
B10	91	source/sec_seq-growth.ptx	Rate of Growth	sec_seq-growth;investigation-seqdots;inv_dots-seq1;inv_dots-seq2;inv_dots-seq3;PA-seq-growth;subsec-arithmetic;subsec-geometric-sequences;subsec-beyond-arithmetic-and-geometric-sequences;rqs-seq-arithgeom	downloads/upstream-discrete/source/sec_seq-growth.ptx	20d0324b7ab804e2f86d1062f16e1fbd10ad7270d3157cf193076cefc48547b9	downloads/discrete-mathematics-open-introduction-id/source/sec_seq-growth.ptx	B10-proof-discrete-after-A30	not_started
B10	92	source/practice/seq-growth.ptx	Practice Problems	practice_seq-growth	downloads/upstream-discrete/source/practice/seq-growth.ptx	6f79c1f2a5798f3f122536ca8d9e37a468811d572b7ba463ce51edd35e66a492	downloads/discrete-mathematics-open-introduction-id/source/practice/seq-growth.ptx	B10-proof-discrete-after-A30	not_started
B10	93	source/exercises/seq-growth.ptx	Additional Exercises	exercises_seq-growth;ex-telescoping-sum	downloads/upstream-discrete/source/exercises/seq-growth.ptx	ba19aca5a529c00bbf401e119e7a42f7935fc8d49b84856cd1866103bd0b00f4	downloads/discrete-mathematics-open-introduction-id/source/exercises/seq-growth.ptx	B10-proof-discrete-after-A30	not_started
B10	94	source/sec_seq-polynomial.ptx	Polynomial Sequences	sec_seq-polynomial;PA-seq-polynomial;eg-sum-of-arithmetic;subsec-seq-higher-poly;example-deltak;rqs-seq-polyfit	downloads/upstream-discrete/source/sec_seq-polynomial.ptx	2588b732fde4ed25e2bba52b98a94755940d2dbd4937191c5b9d7069e898abc1	downloads/discrete-mathematics-open-introduction-id/source/sec_seq-polynomial.ptx	B10-proof-discrete-after-A30	not_started
B10	95	source/assets/sum-of-odds.tex			downloads/upstream-discrete/source/assets/sum-of-odds.tex	112214e7028d3da1115a874ca184c489fb73901a9fc6af5ad49f18daaae868f2	downloads/discrete-mathematics-open-introduction-id/source/assets/sum-of-odds.tex	B10-proof-discrete-after-A30	not_started
B10	96	source/practice/seq-polynomial.ptx	Practice Problems	practice_seq-polynomial;ex-cubic-seq;ex-quad-diff	downloads/upstream-discrete/source/practice/seq-polynomial.ptx	db39f51265562d8fa18b7820b6332f89b938976a2851e65676955d2c2c44ae05	downloads/discrete-mathematics-open-introduction-id/source/practice/seq-polynomial.ptx	B10-proof-discrete-after-A30	not_started
B10	97	source/exercises/seq-polynomial.ptx	Additional Exercises	exercises_seq-polynomial	downloads/upstream-discrete/source/exercises/seq-polynomial.ptx	37b1070c432d24fd01953421c07bb3bc6023143bebce4c2c1076621e4f6ba337	downloads/discrete-mathematics-open-introduction-id/source/exercises/seq-polynomial.ptx	B10-proof-discrete-after-A30	not_started
B10	98	source/sec_seq-exponential.ptx	Exponential Sequences	sec_seq-exponential;PA-seq-exponential;subsec-sum-geometric;asmb-char-rep-roots;rqs-seq-recurrence	downloads/upstream-discrete/source/sec_seq-exponential.ptx	aaad5b98c8dd0b6fcf8d1c90945164bb99a8fcc9142e8b578e6d7677aa1a70b4	downloads/discrete-mathematics-open-introduction-id/source/sec_seq-exponential.ptx	B10-proof-discrete-after-A30	not_started
B10	99	source/practice/seq-exponential.ptx	Practice Problems	practice-sec-recurrence	downloads/upstream-discrete/source/practice/seq-exponential.ptx	003219009f3751121acabe1037abbfbe05e5fa9bb64f9f46de0a2e10a5613a48	downloads/discrete-mathematics-open-introduction-id/source/practice/seq-exponential.ptx	B10-proof-discrete-after-A30	not_started
B10	100	source/exercises/seq-exponential.ptx	Additional Exercises	exercises-sec-recurrence	downloads/upstream-discrete/source/exercises/seq-exponential.ptx	56e0b3c5acc665743f25b387b584a10aea0e98f40dc2f7e9d238b36c84ab1bf6	downloads/discrete-mathematics-open-introduction-id/source/exercises/seq-exponential.ptx	B10-proof-discrete-after-A30	not_started
B10	101	source/sec_seq-induction.ptx	Proof by Induction	sec_seq-induction;subsec-induction-preview;PA-seq-induction;subsec_induction-recursion;subsec_induction-formproofs;subsec_induction-examples;rqs-seq-induction	downloads/upstream-discrete/source/sec_seq-induction.ptx	b9ee1f199e572b4208580ef50157d6129d854156c02477fcd608eefe5df11475	downloads/discrete-mathematics-open-introduction-id/source/sec_seq-induction.ptx	B10-proof-discrete-after-A30	not_started
B10	102	source/practice/seq-induction.ptx	Practice Problems	practice-sec-induction	downloads/upstream-discrete/source/practice/seq-induction.ptx	dea2935f2fbc3b41290371ef66f571ddf1f87eb2b8da020af1389bcd6f534dc9	downloads/discrete-mathematics-open-introduction-id/source/practice/seq-induction.ptx	B10-proof-discrete-after-A30	not_started
B10	103	source/exercises/seq-induction.ptx	Additional Exercises	exercises_seq-induction;exc-seq-lessthan-100	downloads/upstream-discrete/source/exercises/seq-induction.ptx	c517b5c395e0e7c411b4a83573273bba5dc20fbb79b9de4ad6106a59d33a328b	downloads/discrete-mathematics-open-introduction-id/source/exercises/seq-induction.ptx	B10-proof-discrete-after-A30	not_started
B10	104	source/sec_seq-strong-induction.ptx	Strong Induction	sec_seq-strong-induction;subsec-going-farther-back;PA-strong-indcution;prop-chocolate;rqs-seq-strong-induction	downloads/upstream-discrete/source/sec_seq-strong-induction.ptx	966ec5e8e1e33ec425b4ca8c7cb47e193547baa4bd0069ddcad7b3c957972960	downloads/discrete-mathematics-open-introduction-id/source/sec_seq-strong-induction.ptx	B10-proof-discrete-after-A30	not_started
B10	105	source/practice/seq-strong-induction.ptx	Practice Problems	practice-sec-strong-induction	downloads/upstream-discrete/source/practice/seq-strong-induction.ptx	0f2dd7f2641f4cc1600a898bd33adb64f7816bd8fb8b26a51c07071981843c1c	downloads/discrete-mathematics-open-introduction-id/source/practice/seq-strong-induction.ptx	B10-proof-discrete-after-A30	not_started
B10	106	source/exercises/seq-strong-induction.ptx	Additional Exercises	exercises_seq-strong-induction	downloads/upstream-discrete/source/exercises/seq-strong-induction.ptx	13079cca4816581477526c4b167367bf3f6d564bcfaff6527d6f983577de6330	downloads/discrete-mathematics-open-introduction-id/source/exercises/seq-strong-induction.ptx	B10-proof-discrete-after-A30	not_started
B10	107	source/sec_seq-conc.ptx	Chapter Summary	sec_sequences-conc	downloads/upstream-discrete/source/sec_seq-conc.ptx	51d047f1d9595140a8b3e62f780b81a0351d18189c175b6423ceb890ef52c87b	downloads/discrete-mathematics-open-introduction-id/source/sec_seq-conc.ptx	B10-proof-discrete-after-A30	not_started
B10	108	source/exercises/seq-conc.ptx	Chapter Review	exercises_seq-conc;goldenrectangles	downloads/upstream-discrete/source/exercises/seq-conc.ptx	32df75e106710434a18db0e9712ff8d846cdd4a359f8f4f3e9cd9d82d7a5103d	downloads/discrete-mathematics-open-introduction-id/source/exercises/seq-conc.ptx	B10-proof-discrete-after-A30	not_started
B10	109	source/ch_structures.ptx	Discrete Structures Revisited	ch_structures	downloads/upstream-discrete/source/ch_structures.ptx	3fd6dfdd2feaef649aa7a32b769f840ad90601e5b60138f1f11c3cce442e0211	downloads/discrete-mathematics-open-introduction-id/source/ch_structures.ptx	B10-proof-discrete-after-A30	not_started
B10	110	source/sec_structures-sets.ptx	Sets	sec_structures-sets;subsec_notation;two-set-venn-empty;three-set-empty;two-set-cap;two-set-a-minus-b;three-set-complicated	downloads/upstream-discrete/source/sec_structures-sets.ptx	0d525f026c14b828c16a7e4534dbe7df0bed77919456262d31a088eb643c8af7	downloads/discrete-mathematics-open-introduction-id/source/sec_structures-sets.ptx	B10-proof-discrete-after-A30	not_started
B10	111	source/exercises/intro-sets.ptx		exercises_intro-sets	downloads/upstream-discrete/source/exercises/intro-sets.ptx	4f68276ddc9adef7bdbc8eda7af5914b4b5678379c862d5234a41534150e20e1	downloads/discrete-mathematics-open-introduction-id/source/exercises/intro-sets.ptx	B10-proof-discrete-after-A30	not_started
B10	112	source/sec_structures-functions.ptx	Functions	sec_structures-functions;discrete-function-graph;arrow-function-example;f-arrows;g-arrows;h-arrows;not-function-a;not-function-b;subsec_surj-inj-bij;surjective-ex;non-surjective-ex;ex-surj-q;injective-ex;non-injective-ex;rqs-intro-functions	downloads/upstream-discrete/source/sec_structures-functions.ptx	56ec951f529b91b0e4041a3c54bca3afb9997aa34ef326219a82bfde276cf292	downloads/discrete-mathematics-open-introduction-id/source/sec_structures-functions.ptx	B10-proof-discrete-after-A30	not_started
B10	113	source/exercises/intro-functions.ptx		exercises_intro-functions;graph-function-ques	downloads/upstream-discrete/source/exercises/intro-functions.ptx	8cacd69e7f99b453d1bb7472efaabf4158feae864eccfc692fa1d97ba4a8f795	downloads/discrete-mathematics-open-introduction-id/source/exercises/intro-functions.ptx	B10-proof-discrete-after-A30	not_started
B10	114	source/ch_additionalTopics.ptx	Additional Topics	ch_additionalTopics	downloads/upstream-discrete/source/ch_additionalTopics.ptx	47cb27280c63b3152d405b10bd900cbb072fdb3b94365a71f309a28c7edd980a	downloads/discrete-mathematics-open-introduction-id/source/ch_additionalTopics.ptx	B10-proof-discrete-after-A30	not_started
B10	115	source/sec_addtops-genfun.ptx	Generating Functions	sec_addtops-genfun	downloads/upstream-discrete/source/sec_addtops-genfun.ptx	dddca7ab0743d994486ea1a1d30e8130759fe5bc65868ff9e7cc78533e8c829f	downloads/discrete-mathematics-open-introduction-id/source/sec_addtops-genfun.ptx	B10-proof-discrete-after-A30	not_started
B10	116	source/exercises/addtops-genfun.ptx		exercises_addtops-genfun	downloads/upstream-discrete/source/exercises/addtops-genfun.ptx	18dcc23b4f388c3c3fcd43d0c619947bc8388a1a96ea3f80c441d28e748f7855	downloads/discrete-mathematics-open-introduction-id/source/exercises/addtops-genfun.ptx	B10-proof-discrete-after-A30	not_started
B10	117	source/sec_addtops-numbth.ptx	Introduction to Number Theory	sec_addtops-numbth	downloads/upstream-discrete/source/sec_addtops-numbth.ptx	abe4d603ca4b19c3827369feedfdc199a6217e3e6d385bf2d6d390544ea820b0	downloads/discrete-mathematics-open-introduction-id/source/sec_addtops-numbth.ptx	B10-proof-discrete-after-A30	not_started
B10	118	source/exercises/addtops-numbth.ptx		exercises_addtops-numbth	downloads/upstream-discrete/source/exercises/addtops-numbth.ptx	45d98492a22464f9f6438e319775ad42a4edb7e2cc375a19fb7670fedb3763a7	downloads/discrete-mathematics-open-introduction-id/source/exercises/addtops-numbth.ptx	B10-proof-discrete-after-A30	not_started
B10	119	source/backmatter.ptx	Backmatter	backmatter	downloads/upstream-discrete/source/backmatter.ptx	0a1c512c557a3f459e9058cd9fb4f91afca381f5c9f04b4c6dd24758d991a1d0	downloads/discrete-mathematics-open-introduction-id/source/backmatter.ptx	B10-proof-discrete-after-A30	not_started
