evidence_identity_id,source_lane,source_record_id,edition_target_id,evidence_role,measure_class,population_unit,population_low_persons,population_base_persons,population_high_persons,population_definition,reference_year,territory,script_or_mode,source_ids,source_urls,source_locators,additivity_class,overlap_group,disposition,rank_eligible,row_sha256
canonical:pop:d60c6882a71c3f2bcc71f547,v2_population,pop:d60c6882a71c3f2bcc71f547,edition-target:lang:bn-Beng-BD,POPULATION_OR_CONTEXT,l1_proxy,persons_L1_proxy,,168419331,,Derived: 99.17% Bangla mother tongue multiplied by post-enumeration-adjusted population 169828911,2022-2023,,,BBS_BN_PROXY_2022_23,https://bbs.portal.gov.bd/pages/static-pages/6922e0ff933eb65569e297dc,,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,V2_CANONICAL_EVIDENCE,false,293422734d861ede6e147525ba8b700a11cfa2e25f8314cd6f3bb5bdf82a21cc
canonical:pop:d738f094b1ea447c2706af5a,v2_population,pop:d738f094b1ea447c2706af5a,edition-target:lang:cho-US,POPULATION_OR_CONTEXT,home_or_first_language,persons_age5plus_home_language,,7260,,People age 5+ reporting Choctaw at home in the 2017–2021 ACS.,2017-2021,,,SRC_AMAR_US_ACS_2017_2021,https://www.census.gov/library/stories/2025/06/native-american-language-use.html,,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,V2_CANONICAL_EVIDENCE,false,ee2ebde3d899ec769d8230e112184a58576ac9ae1cd9358538008831a3590bf8
canonical:pop:d79e422b4e68a9b093d4fc64,v2_population,pop:d79e422b4e68a9b093d4fc64,edition-target:lang:pis-Latn-SB,POPULATION_OR_CONTEXT,home_or_first_language,persons_age5plus_first_language,101588,101588,101588,People aged 5+ reporting Pijin as the first language learned,2019,,,OIO_E645DBB4D613,https://statistics.gov.sb/english-is-solomon-islands-most-predominant-language-in-communication/,,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,V2_CANONICAL_EVIDENCE,false,94f65d2894eb540d01c81873d19f75d329972fc40ca327f08e154065373dd205
canonical:pop:d7f5183d757509437b0ec0f8,v2_population,pop:d7f5183d757509437b0ec0f8,edition-target:lang:bug-Latn-ID,POPULATION_OR_CONTEXT,home_or_first_language,persons_daily_home_language_age5plus,,3510000,,Rounded BPS daily-home-language count for people age five and above.,2010,,,IDN_BPS_LANG_2010,https://www.bps.go.id/en/publication/2012/05/23/55eca38b7fe0830834605b35/nationality--ethnicity--religion--and-dailylanguage-of-indonesian-population.html,,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,V2_CANONICAL_EVIDENCE,false,cd7b99655619c120d04ed8770ff98f3c3315eeaa1af22a0a5c12b1f24eef383f
canonical:pop:d8420a6d768543b755df90ec,v2_population,pop:d8420a6d768543b755df90ec,edition-target:macro:IDN_SIGN_LANGUAGE_ACCESS,POPULATION_OR_CONTEXT,sign_language_aggregate,persons age 5+,,283662,,People aged five or older whose first language was reported as a sign language in the 2022 long-form census.,2022,,,BPS_LANG_FIRST_2022,https://sensus.bps.go.id/topik/tabular/sp2022/197/0/0,,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,V2_CANONICAL_EVIDENCE,false,3c9df712d23c573d83d960c2b65386e5b5cf944a5e443070e05c67328c781eff
canonical:pop:d88183abc8ad013a2b2be4c2,v2_population,pop:d88183abc8ad013a2b2be4c2,edition-target:lang:shp-PE,POPULATION_OR_CONTEXT,speaker_or_reported_ability,persons_named_language_speakers,,34152,,Mother-tongue speakers reported by BDPI.,2017,,,SRC_AMAR_PER_BDPI_SHIPIBO,https://bdpi.cultura.gob.pe/pueblos/shipibo-konibo,,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,V2_CANONICAL_EVIDENCE,false,13e13b15440656cd175590b2f8c64907e89b7aafe0f5e5401088a50e48b2ecb3
canonical:pop:d899bc3b8e4a64408c17b95c,v2_population,pop:d899bc3b8e4a64408c17b95c,edition-target:lang:id-Latn-ID,POPULATION_OR_CONTEXT,workforce_cohort,million employed persons,,148.19,,"Employed population in May 2026; published rounded estimate used as the broad adult-work audience, not a count with low financial literacy.",2026-05,,,BPS_LABOUR_MAY_2026,https://www.bps.go.id/en/pressrelease/2026/08/05/2606/tingkat-pengangguran-terbuka--tpt--sebesar-4-65-persen---rata-rata-upah-buruh-sebesar-3-39-juta-rupiah-.html,,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,V2_CANONICAL_EVIDENCE,false,391e9594306f96500441524fdbbe7351e3b8dba35f8f0e07e4904d76091f044b
canonical:pop:d951eb285e704c973144d735,v2_population,pop:d951eb285e704c973144d735,edition-target:lang:tob-AR,POPULATION_OR_CONTEXT,percentage_only,percent_of_self_identified_people_speak_or_understand_own_language,,49.2,,Share of the self-identified Qom / Toba people who speak or understand the people's language; denominator count is not encoded here.,2022,,,SRC_AMAR_ARG_INDEC_2022,https://www.indec.gob.ar/ftp/cuadros/poblacion/censo2022_poblacion_indigena.pdf,,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,V2_CANONICAL_EVIDENCE,false,faa74fd887e98b0cb633067c3b4014cb1c6ddd8ba1a959a6348a4981c07054f1
canonical:pop:d95d2c325348f5008419587f,v2_population,pop:d95d2c325348f5008419587f,edition-target:lang:ps-Arab-AF,POPULATION_OR_CONTEXT,percentage_only,percent_adult_survey_respondents,,35.2,,Native-language share in nationally representative adult survey; no census-quality headcount,2019,,,AFG_MDS_2019,https://asiafoundation.org/wp-content/uploads/2020/05/Afghanistan_2019-Model-Disability-Survey.pdf,,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,V2_CANONICAL_EVIDENCE,false,b507e96dded96902df9c04b931a089ef0bfee054fd5dcf9a96df07837e7ac294
canonical:pop:d9b4e09ae223c3234b7760ec,v2_population,pop:d9b4e09ae223c3234b7760ec,edition-target:lang:unresolved-tag:multilingual-rural-population-zh-hans-cn-capable-subset-unmeasured:mainland-china-rural-residents-offli,POPULATION_OR_CONTEXT,offline_population_estimate,persons,,137600000,,Approximate rural offline population derived by applying the reported 30.5 percent rural non-use share to the NBS year-end rural population,2025,,,SRC_CNNIC_57_2025,https://www3.cnnic.cn/n4/2026/0304/c88-11549.html,,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,V2_CANONICAL_EVIDENCE,false,6ffe5e363c4b42dc5e5564addbb11ecd47aa70e84ce8e0642c0dce066ad0d903
canonical:pop:d9df54cbed975c611524c858,v2_population,pop:d9df54cbed975c611524c858,edition-target:lang:acu-EC,POPULATION_OR_CONTEXT,speaker_or_reported_ability,persons_named_language_speakers,,9162,,"Speakers; associated population 12,703.",2022,,,SRC_AMAR_ECU_PLAN_2024,https://www.secretariapueblosynacionalidades.gob.ec/wp-content/uploads/2024/07/EPF-Sintesis-de-plan-decenal-correccion3-final-18-junio-2024.pdf,,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,V2_CANONICAL_EVIDENCE,false,ff71873b60c419a6aea4bf1e87cb1a8f506fabca49816dd4323abf47e192a14c
canonical:pop:da45950f41bcde67fe785d65,v2_population,pop:da45950f41bcde67fe785d65,edition-target:lang:ne-Deva-IN,POPULATION_OR_CONTEXT,l1,persons_L1,2925796,2925796,2925796,Raw Census mother-tongue count,2011,,,IND_C16_2011,https://censusindia.gov.in/nada/index.php/catalog/10191,,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,V2_CANONICAL_EVIDENCE,false,a0499a67f2eec06df70cbb5b402f05d0c42af24f2d72d035f8681cde9f5ebaec
canonical:pop:dace4f94ac62bece6ffd5fa9,v2_population,pop:dace4f94ac62bece6ffd5fa9,edition-target:lang:id-Latn-ID,POPULATION_OR_CONTEXT,status_cohort,persons ages 15–24,,9002930,,"Youth not employed, enrolled in education or participating in training in August 2024; denominator 44,328,216 youth.",2024-08,,,BPS_DECENT_WORK_2024,https://www.bps.go.id/id/publication/2025/04/28/1ecc9dec1ef7a591babf5962/indikator-,,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,V2_CANONICAL_EVIDENCE,false,562a7f16f8e591b14b3b004ad5c303417f73b35f74004e5d6b41d549c0791c64
canonical:pop:db35179e618eb2555175a856,v2_population,pop:db35179e618eb2555175a856,edition-target:lang:sel-RU,POPULATION_OR_CONTEXT,speaker_or_reported_ability,persons_within_named_people_reporting_same_named_language_knowledge_shared_where_noted,,924,,"Selkup people reporting knowledge of Selkup; ethnic population 3,491.",2021,,,SRC_AMAR_RUS_ROSSTAT_2021,https://rosstat.gov.ru/storage/mediabank/Tom5_tab18_VPN-2020.xlsx,,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,V2_CANONICAL_EVIDENCE,false,86c206b9da03bdf968b88677552c78f0ae484579edb8d4157973cf9e3ffea0f2
canonical:pop:db49ffe17b002b4c7f6f445e,v2_population,pop:db49ffe17b002b4c7f6f445e,edition-target:lang:knj-GT,POPULATION_OR_CONTEXT,home_or_first_language,persons_age4plus_mother_tongue,,55290,,People age 4+ reporting Akateko as mother tongue.,2018,,,SRC_AMAR_GTM_INE_2018,https://censo2018.ine.gob.gt/archivos/resultados_censo2018.pdf,,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,V2_CANONICAL_EVIDENCE,false,2fb7c9308671a4a2d9732f988d1471d4643f67a4943ba5515c1cc40f837738c5
canonical:pop:db810d459548a43cdfacbe9c,v2_population,pop:db810d459548a43cdfacbe9c,edition-target:lang:cag-PY,POPULATION_OR_CONTEXT,ethnicity_or_identity_proxy,persons_indigenous_identity_proxy,,18280,,People identifying with the Nivaclé people; not a speaker count.,2022,,,SRC_AMAR_PRY_INDIG_2022,https://www.ine.gov.py/Publicaciones/Biblioteca/documento/237/Resultados-Finales-Censo-Indigena.pdf,,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,V2_CANONICAL_EVIDENCE,false,72df0defe5c719a0ca135bbf4c059c57a661a6b44149385d1baa51d64d0bc883
canonical:pop:db9a140a68322945679808d3,v2_population,pop:db9a140a68322945679808d3,edition-target:lang:or-Orya-IN,POPULATION_OR_CONTEXT,l1,persons_L1,34059266,34059266,34059266,Raw Odia mother-tongue count; excludes separately returned Sambalpuri and others,2011,,,IND_C16_2011,https://censusindia.gov.in/nada/index.php/catalog/10191,,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,V2_CANONICAL_EVIDENCE,false,ada6331c5ff840b63ecb732f79913b5ba919e4650b52852594483e9642005b83
canonical:pop:dc971b1872aea29db9028ce9,v2_population,pop:dc971b1872aea29db9028ce9,edition-target:lang:zh-Hans-CN:written,POPULATION_OR_CONTEXT,workforce_cohort,persons,,196950000,,"Approximate number of migrant workers with junior-secondary education or less, derived from the rounded 301.15 million total and 65.4 percent share",2025,,,SRC_NBS_MIGRANT_WORKERS_2025,https://www.stats.gov.cn/sj/zxfb/202604/t20260430_1963472.html,,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,V2_CANONICAL_EVIDENCE,false,62456d703d6d15b153f285d942842eafb248da54628fbb003af18a1301271351
canonical:pop:dcc30527548d032f43f70bb3,v2_population,pop:dcc30527548d032f43f70bb3,edition-target:lang:es-Latn-US,POPULATION_OR_CONTEXT,home_language,people,43369734,43369734,43369734,People age 5+ speaking Spanish at home in ACS 2023.,2023,,,SRC_US_ACS_2023,https://data.census.gov/table/ACSDT1Y2023.B16001,,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,V2_CANONICAL_EVIDENCE,false,fb3cc841b4c8c7171a3742bb254c79d15c61e75e0c33bc7dd989a0b1d6fd0077
canonical:pop:dd30e4e76fd221a92624b236,v2_population,pop:dd30e4e76fd221a92624b236,edition-target:lang:ctu-MX,POPULATION_OR_CONTEXT,speaker_or_reported_ability,persons_age3plus_language_speakers,,254715,,People age 3+ reported Chol.,2020,,,SRC_AMAR_MEX_INEGI_2020,https://www.inegi.org.mx/contenidos/programas/ccpv/2020/doc/Censo2020_Principales_resultados_EUM.pdf,,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,V2_CANONICAL_EVIDENCE,false,bb31307789527f1f0d21d212e1f019a4aefa16269a6c0a14b569e225fdc67f3b
canonical:pop:dd6b9addc7eb4916565a1ecd,v2_population,pop:dd6b9addc7eb4916565a1ecd,edition-target:lang:id-Latn-ID,POPULATION_OR_CONTEXT,enrolment,higher-education enrolments,,10754154,,"All programme enrolments reported by PDDikti for 2025; used as the directly measured learner anchor, not as the full adult benefit population.",2025,,,PDDIKTI_HE_2025,https://lldikti3.kemdiktisaintek.go.id/wp-content/uploads/2026/05/Buku-Statistik-Pendidikan-Tinggi-Tahun-2025.pdf,,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,V2_CANONICAL_EVIDENCE,false,0bbc008d71c88902b1721189e32b0f141b0b6adfdb3bce784a86d4980bed67b8
canonical:pop:ddbf4374fd1e7665fe985b34,v2_population,pop:ddbf4374fd1e7665fe985b34,edition-target:lang:unresolved-tag:chinese-varieties-among-hoa-communities:viet-nam-hoa-ethnicity-proxy,POPULATION_OR_CONTEXT,ethnicity_or_identity_proxy,persons_ethnicity_proxy,,749466,,"2019 Hoa ethnicity proxy; not a Mandarin, Cantonese or literacy count.",2019,,,VNM_CENSUS_2019,https://tongdieutradanso.vn/uploads/data/6/files/files/Population%20and%20Housing%20Census%202019_final%20report.pdf,,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,V2_CANONICAL_EVIDENCE,false,6a6a659ec515247c2e7a258dd0ac352330fed11e24d9137e3d6e2cf7409266b2
canonical:pop:df071d36eb967c2a669129a2,v2_population,pop:df071d36eb967c2a669129a2,edition-target:lang:ja-Jpan-JP,POPULATION_OR_CONTEXT,education_status_cohort,persons,,216266,,"Derived lower-secondary nonattendance count: 353,970 elementary-plus-lower-secondary total minus 137,704 elementary",2024,,,JPN-S005,https://www.mext.go.jp/a_menu/shotou/seitoshidou/1302902.htm,,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,V2_CANONICAL_EVIDENCE,false,b3d012c89d132a2d7aa2fe86bd0e9dca6254ffa4b4e14c68e29e62fb701632a9
canonical:pop:df5903907af81ffc92e9c592,v2_population,pop:df5903907af81ffc92e9c592,edition-target:lang:guh-CO,POPULATION_OR_CONTEXT,speaker_or_reported_ability,persons_named_language_speaker_estimate,,42919,,Named-language speaker estimate in the national decennial language plan.,,,,SRC_AMAR_COL_LANG_PLAN,https://dokumen.pub/plan-decenal-de-lenguas-nativas-de-colombia-9789587534948.html,,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,V2_CANONICAL_EVIDENCE,false,6c9015399e960f1b79298904bec151084fb0015ea9624760ee02149ad25d05ef
canonical:pop:e04766d5e05c064e85caef46,v2_population,pop:e04766d5e05c064e85caef46,edition-target:lang:hne-Deva-IN,POPULATION_OR_CONTEXT,l1,persons_L1,16245190,16245190,16245190,Mother-tongue return inside Hindi umbrella,2011,,,IND_C16_2011,https://censusindia.gov.in/nada/index.php/catalog/10191,,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,V2_CANONICAL_EVIDENCE,false,8d0d354c38a5272baf3318e7b653306953bc0b975ac933fcb88984dc5f63414c
canonical:pop:e101bec822df045348d62ddc,v2_population,pop:e101bec822df045348d62ddc,edition-target:lang:und-AF,POPULATION_OR_CONTEXT,status_cohort,people,3700000,3700000,3700000,Afghan refugees or others needing international protection at end-2025; not a language count.,2025,,,SRC_UNHCR_GLOBAL_2025,https://www.unhcr.org/global-trends,,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,V2_CANONICAL_EVIDENCE,false,0d25b188e1afd7b6cd724870de3bfb1fb2ec8d2f23253c07f6e0e4e549fdef7a
canonical:pop:e149dd67e55e6b856bd28cdd,v2_population,pop:e149dd67e55e6b856bd28cdd,edition-target:lang:ckt-RU,POPULATION_OR_CONTEXT,speaker_or_reported_ability,persons_within_named_people_reporting_same_named_language_knowledge_shared_where_noted,,2308,,"Chukchi people reporting knowledge of Chukchi; ethnic population 16,228.",2021,,,SRC_AMAR_RUS_ROSSTAT_2021,https://rosstat.gov.ru/storage/mediabank/Tom5_tab18_VPN-2020.xlsx,,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,V2_CANONICAL_EVIDENCE,false,4646a6fb201f7ea618f6355cb60d85ee80c14439bc7503b336616f0554323243
canonical:pop:e1bedb0d8ee5913d81ff00e7,v2_population,pop:e1bedb0d8ee5913d81ff00e7,edition-target:lang:to-Latn-TO,POPULATION_OR_CONTEXT,percentage_only,percent_age5plus_simple_sentence_literacy,,96,,People aged 5+ meeting the census simple-sentence literacy threshold in Tongan,2021,,,OIO_95DD37B89EA1,https://tongastats.gov.to/statistics/social-statistics/,,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,V2_CANONICAL_EVIDENCE,false,5279c638657c86db3dfdb17717f87d3a2e8460086bd5cf8c271d413102e962da
canonical:pop:e2902b667a19167f3901d80b,v2_population,pop:e2902b667a19167f3901d80b,edition-target:lang:unresolved-bajjika-Deva-NP,POPULATION_OR_CONTEXT,l1,persons_L1,1133764,1133764,1133764,Census mother-tongue count,2021,,,NPL_LANG_2021,https://censusnepal.cbs.gov.np/results/files/result-folder/Language%20in%20Nepal.pdf,,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,V2_CANONICAL_EVIDENCE,false,3e53a8d449dd03f7ead1cd1bb0ab82eb92e0a42e7d42cd536621b4fda691d8f4
canonical:pop:e2c41808e133111192795ee5,v2_population,pop:e2c41808e133111192795ee5,edition-target:lang:cni-PE,POPULATION_OR_CONTEXT,home_or_first_language,persons_mother_tongue_aggregate_ashaninka,,73567,,Official Ashaninka mother-tongue count; not safely allocable between cni and Alto Perené prq.,2017,,,SRC_AMAR_PER_BDPI_ASHANINKA,https://bdpi.cultura.gob.pe/lenguas/ashaninka,,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,V2_CANONICAL_EVIDENCE,false,e58b4ce9e903fdfb1d9dc48e769d2df5389e72313a036324c16ba57370abb04e
canonical:pop:e391762eba8c81cb6c0384db,v2_population,pop:e391762eba8c81cb6c0384db,edition-target:lang:dlg-RU,POPULATION_OR_CONTEXT,speaker_or_reported_ability,persons_within_named_people_reporting_same_named_language_knowledge_shared_where_noted,,4701,,"Dolgan people reporting knowledge of Dolgan; ethnic population 8,182.",2021,,,SRC_AMAR_RUS_ROSSTAT_2021,https://rosstat.gov.ru/storage/mediabank/Tom5_tab18_VPN-2020.xlsx,,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,V2_CANONICAL_EVIDENCE,false,59337489c999e4172e04a3ea9702884a427fbd36365eccc76e94c606cdb1d194
canonical:pop:e3bc081c783f1e024f3f41b5,v2_population,pop:e3bc081c783f1e024f3f41b5,edition-target:lang:gcf-MQ,POPULATION_OR_CONTEXT,percentage_only,percent_adults_age15plus_language_mastery,,90,,Adult age 15+ mastery share in 2019–2020; not a headcount.,2019-2020,,,SRC_AMAR_FRA_CREOLE_2019_20,https://www.bnsp.insee.fr/ark:/12148/bc6p089kb96/f1.pdf,,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,V2_CANONICAL_EVIDENCE,false,44e6c9f1257fba8ec50bf48e49fb5698ce2e2dc69579034771c08634f95ba1aa
canonical:pop:e3c11fea5de512f4f92edb48,v2_population,pop:e3c11fea5de512f4f92edb48,edition-target:lang:ulk-Latn-AU,POPULATION_OR_CONTEXT,home_or_first_language,persons_home_language,60,60,60,People reporting Meriam Mir at home in the Torres Strait Islands statistical area,2021,,,OIO_F0734199AAAD,https://www.abs.gov.au/census/find-census-data/quickstats/2021/315011402,,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,V2_CANONICAL_EVIDENCE,false,8b700b29e4b78d43e21ae5d70d8cd8609f2076cd219fbb61ff6c7671230b1d7b
canonical:pop:e3f894f75b6a554ee80eb8be,v2_population,pop:e3f894f75b6a554ee80eb8be,edition-target:lang:xh-Latn-ZA,POPULATION_OR_CONTEXT,percentage_only,percent,,16.3,,Share of South Africa population reporting isiXhosa as household language,2022,,,SRC_STATSSA_CENSUS_2022,https://www.statssa.gov.za/wp-content/uploads/2023/11/Mbalo-brief-November.pdf,,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,V2_CANONICAL_EVIDENCE,false,09e9a1c3c1da9c994b2eb97a7304214f9df502c4178293ba90ac0d2da83164f2
canonical:pop:e433584af1835e762c19a6af,v2_population,pop:e433584af1835e762c19a6af,edition-target:lang:mrl-Latn-FM,POPULATION_OR_CONTEXT,home_or_first_language,persons_age5plus_home_language,3709,3709,3709,People aged 5+ reporting the named home language,2023,,,OIO_EA133B14931A,https://www.pacificweb.org/library/preview.php?file=fsm/states/2023FSMMunicipality.xlsx,,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,V2_CANONICAL_EVIDENCE,false,5c1472bc620509b4daaa5ba91b628a4ff67db405344b18b09f9515f9cb7c6da1
canonical:pop:e58d5d7fe380971e766c4716,v2_population,pop:e58d5d7fe380971e766c4716,edition-target:lang:pau-Latn-PW,POPULATION_OR_CONTEXT,home_language_response,persons_language_response,12399,12399,12399,"Sum of disjoint census categories Palauan only (7,205) and Palauan plus another language (5,194)",2020,,,OIO_A4F28AF4858F,https://www.palaugov.pw/wp-content/uploads/2022/09/2020-Census-of-Population-and-Housing.pdf,,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,V2_CANONICAL_EVIDENCE,false,f5ada172f4f7e970dbf6d2c0d6c981853a225bf6970dfc21ce92b1d46a352961
canonical:pop:e5ce23e04310977f9e30a710,v2_population,pop:e5ce23e04310977f9e30a710,edition-target:lang:my-Mymr-MM,POPULATION_OR_CONTEXT,home_or_first_language,persons_regular_household_use_estimate,36000000,,41000000,Planning range inferred in the cited World Bank report from about 80% current household use and an older estimate near 70%; not a census L1 count.,2022,,,MMR_WB_PHONE_2023_24,https://documents1.worldbank.org/curated/en/099070124012035856/pdf/P50066314cb91a0d4199041567b48f877da.pdf,,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,V2_CANONICAL_EVIDENCE,false,1e6b60a36256fa2c170c9fb4d8e49aab094da6c32959928b993481ade33c0027
canonical:pop:e5ce8c4383365b538104aca6,v2_population,pop:e5ce8c4383365b538104aca6,edition-target:lang:tsg-Latn-PH,POPULATION_OR_CONTEXT,ethnicity_or_identity_proxy,persons_ethnicity_proxy,,1615680,,2020 ethnicity proxy; not a home-language count.,2020,,,PH_PSA_ETHNICITY_2020,https://psa.gov.ph/content/ethnicity-philippines-2020-census-population-and-housing,,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,V2_CANONICAL_EVIDENCE,false,241b6cd173a6fe31685aefbfe40133911203829817bc674a6b24cf6f1c0fd2e7
canonical:pop:e5ee609ea99bb1d9e81365c4,v2_population,pop:e5ee609ea99bb1d9e81365c4,edition-target:lang:mos-Latn-BF,POPULATION_OR_CONTEXT,direct_reach_synthesis,people,8000000,9000000,10000000,Rounded direct-reach range for Mooré,,,,,,,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,V2_CANONICAL_EVIDENCE,false,a273ed4df7c687decebd801991ef922779c7c68c8a20b1c31c204ebf132956a0
canonical:pop:e5fc83a67ae49b2e9b6c29c2,v2_population,pop:e5fc83a67ae49b2e9b6c29c2,edition-target:lang:gun-PY,POPULATION_OR_CONTEXT,ethnicity_or_identity_proxy,persons_indigenous_identity_proxy,,28123,,People identifying with the Mbyá Guaraní people; not a speaker count.,2022,,,SRC_AMAR_PRY_INDIG_2022,https://www.ine.gov.py/Publicaciones/Biblioteca/documento/237/Resultados-Finales-Censo-Indigena.pdf,,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,V2_CANONICAL_EVIDENCE,false,0b83583c1482114475cb61cb4c7d0ab38c4c89fe430d7298aae6b16e18605878
canonical:pop:e66c33ef9027d53a5e9a0943,v2_population,pop:e66c33ef9027d53a5e9a0943,edition-target:lang:unresolved-tag:dao-census-category:viet-nam-dao-ethnicity-proxy,POPULATION_OR_CONTEXT,ethnicity_or_identity_proxy,persons_ethnicity_proxy,,891151,,2019 ethnicity proxy covering internal variety diversity; not one production language.,2019,,,VNM_CENSUS_2019,https://tongdieutradanso.vn/uploads/data/6/files/files/Population%20and%20Housing%20Census%202019_final%20report.pdf,,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,V2_CANONICAL_EVIDENCE,false,feaf6612a19093776a24e36b721ce0f2142e9cb283052f8b162bc09d6f62091d
canonical:pop:e78a63ffe8e4f60bb46091d4,v2_population,pop:e78a63ffe8e4f60bb46091d4,edition-target:lang:tyz-Latn-VN,POPULATION_OR_CONTEXT,ethnicity_or_identity_proxy,persons_ethnicity_proxy,,1845492,,2019 ethnicity proxy; not a direct speaker count.,2019,,,VNM_CENSUS_2019,https://tongdieutradanso.vn/uploads/data/6/files/files/Population%20and%20Housing%20Census%202019_final%20report.pdf,,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,V2_CANONICAL_EVIDENCE,false,3d71db789f62c278744a4a088de7860a2b3fe4bbf40932dc13b616e7be4fc8a1
canonical:pop:e9136f447407e9ca2a8b907c,v2_population,pop:e9136f447407e9ca2a8b907c,edition-target:lang:kal-GL,POPULATION_OR_CONTEXT,territorial_exposure_ceiling,persons_total_territory_population_proxy,,56740,,Total Greenland population on 1 January 2026; not a Kalaallisut speaker count.,2026,,,SRC_AMAR_GRL_POP_2026,https://stat.gl/publ/da/BE/202601/oversigt/Befolkningsstatus.htm,,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,V2_CANONICAL_EVIDENCE,false,be9ac96ec2b5c5850276777e8af1d5a090970eacb7c8cd8b1271d8ad6b791cfa
canonical:pop:e9424fb70a292753ff215798,v2_population,pop:e9424fb70a292753ff215798,edition-target:lang:umb-Latn-AO,POPULATION_OR_CONTEXT,direct_reach_synthesis,people,6000000,7000000,8000000,Rounded direct-reach range for Umbundu,,,,,,,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,V2_CANONICAL_EVIDENCE,false,43ddd51d515c955db937ebbac44ca627af5931d9b4b86916baeeab6d3c7380e8
canonical:pop:e971c0d9ad86571a6d181fcc,v2_population,pop:e971c0d9ad86571a6d181fcc,edition-target:lang:mwr-Deva-IN,POPULATION_OR_CONTEXT,l1,persons_L1,7831749,7831749,7831749,Separate mother-tongue return inside Hindi umbrella,2011,,,IND_C16_2011,https://censusindia.gov.in/nada/index.php/catalog/10191,,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,V2_CANONICAL_EVIDENCE,false,0bbaf4ad778697333ecb843ad54a26edd3fd0f0571baac2af18a4a61069a5469
canonical:pop:e9bab391381d2c7e6fff1b58,v2_population,pop:e9bab391381d2c7e6fff1b58,edition-target:lang:kk-Cyrl-KZ,POPULATION_OR_CONTEXT,alternative_definition_mix,people,12670407,13380107,13380107,"Low is fluent Kazakh speakers age 5+; base/high is own-nationality native-language count. These are alternative definitions, not sampling bounds.",2021,,,SRC_KAZAKHSTAN_CENSUS_2021,https://stat.gov.kz/upload/medialibrary/cee/3rsfg8ps3xo19orb284esg4rx27ihqf7/%D0%9D%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9%20%D1%81%D0%BE%D1%81%D1%82%D0%B0%D0%B2.pdf,,non_additive; never sum with another measure or measure class without a proved disjoint-person crosswalk,,V2_CANONICAL_EVIDENCE,false,f44fbba04c5425ba109bc2a5e5e26bdb0f7ddb7d44b32131924c8e8df75bfb81
