edition_target_id,edition_key,target_kind,canonical_target_id,regional_stratum_id,language_tags,language_variety_names,scripts_orthographies,territories_communities,language_mode,exactness,effective_order_l_target,disposition,evidence_identity_count,row_sha256
edition-target:lang:hnm-Hans-CN,lang:hnm-Hans-CN,sentinel_exact_edition,,,hnm-Hans-CN,Hainanese or Qiongwen Min,Simplified Han plus spoken/audio arm,Hainan China,written_or_multimodal,exact_sentinel_target,true,GLOBAL_SENTINEL_EXACT_TARGET_NO_POPULATION_INFERENCE,0,c8b764b43a68a7786aef520225b61bc9f0d12828e067d03845f4cd13e381c4b1
edition-target:lang:hop-US,lang:hop-US,canonical_language_edition,lang:hop-US,,hop-US,Hopi,Community Hopi Latin orthography,United States; Hopi communities and urban/reclamation learners,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,4bc3f0a049b5d92f43dd1d90abe4d6d433f9be9c230814028e6d3b27fc2ded30
edition-target:lang:hr-Latn-HR,lang:hr-Latn-HR,sentinel_exact_edition,,,hr-Latn-HR,Croatian,Latin,Croatia,written_or_multimodal,exact_sentinel_target,true,GLOBAL_SENTINEL_EXACT_TARGET_NO_POPULATION_INFERENCE,0,851a14029c239facbbae81b046c48d4d7d7063c44eac6820e66e84304f221bad
edition-target:lang:hsn-Hans-CN,lang:hsn-Hans-CN,sentinel_exact_edition,,,hsn-Hans-CN,Xiang Chinese,Simplified Han plus spoken/audio arm,Hunan China,written_or_multimodal,exact_sentinel_target,true,GLOBAL_SENTINEL_EXACT_TARGET_NO_POPULATION_INFERENCE,0,d40ffc55250432dc04b292a9c59c56d3a75de21363094b521c10d768fb6382c1
edition-target:lang:ht-Latn-HT,lang:ht-Latn-HT,canonical_language_edition,lang:ht-Latn-HT,,ht-Latn-HT,Haitian Creole,Latin,Haiti,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,2,fc96e95539be338e60c94b7495d7e1a2c867fa7c0b6b35846a5384774162d938
edition-target:lang:hts-Latn-TZ,lang:hts-Latn-TZ,canonical_language_edition,lang:hts-Latn-TZ,,hts-Latn-TZ,Hadza,Latin; community orthography,Tanzania,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,a76ca58678310b418a2a8c5ebe8ef45b2dec470546f268172de854b204a80705
edition-target:lang:hu-Latn-HU,lang:hu-Latn-HU,sentinel_exact_edition,,,hu-Latn-HU,Hungarian,Latin,Hungary,written_or_multimodal,exact_sentinel_target,true,GLOBAL_SENTINEL_EXACT_TARGET_NO_POPULATION_INFERENCE,0,8345ec1dba8dc743c1bc4d77543b1b60f9a1ec9ff2b777a8c7e6e9b4170fe53b
edition-target:lang:huu-CO,lang:huu-CO,canonical_language_edition,lang:huu-CO,,huu-CO,Muruí,Latin; community-approved Muruí orthography,Colombia; Muruí communities,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,acf88764bf93db0770a19c3e2a660b9b1596723c53daf8484556d85a3ac6efbc
edition-target:lang:hwc-Latn-US,lang:hwc-Latn-US,canonical_language_edition,lang:hwc-Latn-US,,hwc-Latn-US,Hawaiʻi Creole English,HCE Latin orthography; variation retained,Hawaiʻi; HCE-speaking learners,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,8f351ec82aed5ceb1a787a7e2a8b888461e83ea6421cdd183c46155839a2a07a
edition-target:lang:hy-Armn-AM,lang:hy-Armn-AM,sentinel_exact_edition,,,hy-Armn-AM,Armenian,Armenian,Armenia,written_or_multimodal,exact_sentinel_target,true,GLOBAL_SENTINEL_EXACT_TARGET_NO_POPULATION_INFERENCE,1,5bb892548758ba4e64d15f1172167d1dfdfc82a1946d0f5e7ea18afd0e3c7776
edition-target:lang:hz-Latn-AO,lang:hz-Latn-AO,canonical_language_edition,lang:hz-Latn-AO,,hz-Latn-AO,Otjiherero,Latin; Angola standard,Angola,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,6bf6b3fdb2dee7b6e47b05e9c4d04028b1efb3a45fbfc93f362e7fb56a1a85dc
edition-target:lang:hz-Latn-BW,lang:hz-Latn-BW,canonical_language_edition,lang:hz-Latn-BW,,hz-Latn-BW,Otjiherero,Latin; Botswana standard,Botswana,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,9906396d117cf16482e649cf030900b04d9a7d319717324bf2e0b9c514550044
edition-target:lang:hz-Latn-NA,lang:hz-Latn-NA,canonical_language_edition,lang:hz-Latn-NA,,hz-Latn-NA,Otjiherero,Latin; Namibia standard,Namibia,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,e4918fd289ff27281ba8c3183c802477d599c757d6dcb01b3717041a5d0afba4
edition-target:lang:iai-Latn-NC,lang:iai-Latn-NC,canonical_language_edition,lang:iai-Latn-NC,,iai-Latn-NC,Iaai,Iaai Latin orthography,New Caledonia; Iaai-using communities,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,2f5e260f88ad00178a86b292682f74e41e0e6a809fa45cc5b645cea29e0de1e9
edition-target:lang:iba-Latn-MY,lang:iba-Latn-MY,canonical_language_edition,lang:iba-Latn-MY,,iba-Latn-MY,Iban,Latin,Malaysia; Iban communities,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,83d543075c46162f77d708b905f9dbf94ae245c225704c28a2a9955a72e51918
edition-target:lang:ibb-Latn-NG,lang:ibb-Latn-NG,canonical_language_edition,lang:ibb-Latn-NG,,ibb-Latn-NG,Ibibio,Latin; Nigeria standard,Nigeria,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,3c0f35e92d853e821bcbacf5dd0b9659e77c57ae4ed0599a1d22cfa2ed958db1
edition-target:lang:icr-CO,lang:icr-CO,canonical_language_edition,lang:icr-CO,,icr-CO,San Andrés–Providencia Creole,"Latin; no official orthography identified, preserve local spelling and oral forms","San Andrés and Providencia, Colombia; Raizal communities",written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,736d50a9812a0a3e9b8eb0a58406de857a91523a316b45990f83241d2acbd58c
edition-target:lang:id-Latn-ID,lang:id-Latn-ID,canonical_language_edition,lang:id-Latn-ID,,id-Latn-ID,Bahasa Indonesia;Bahasa Indonesia plus English terminology;Bahasa Indonesia with English literature bridge;Bahasa Indonesia with English terminology and abstract bridge;Bahasa Indonesia with English terminology bridge;Bahasa Indonesia with optional regional-language companions;Bahasa Indonesia with regional-language and sign-language companions;Bahasa Indonesia with regional-language bridges;Bahasa Indonesia with regional-language companions;Bahasa Indonesia with regional-language support;Indonesian;Indonesian / Bahasa Indonesia,Latin;Latin (standard Indonesian orthography);Latin; companion orthography and signed modality language-specific;Latin; companion orthography language-specific;Latin; standard Indonesian orthography,"Indonesia;Indonesia; daily home users age 5+;Indonesia—PISA-eligible in-school 15-year-olds;Indonesia—agriculture, forestry and fishing workers;Indonesia—bachelor's students;Indonesia—children ages 3–6 and caregivers;Indonesia—employed adults, households and enterprise operators;Indonesia—hazard-exposed communities, schools and services;Indonesia—higher-education learners;Indonesia—higher-education learners and researchers;Indonesia—late-primary-age children;Indonesia—master's and doctoral learners;Indonesia—national;Indonesia—residents, caregivers and health trainees;Indonesia—school-based vocational secondary learners;Indonesia—youth ages 15–24 not in employment, education or training",written_or_multimodal,exact,true,CANONICAL_V2_EDITION,17,5c96ef25091ed52e18c4832379722db06e41de8a113bb546c85e8cb5ad8e77c3
edition-target:lang:ig-Latn-NG,lang:ig-Latn-NG,canonical_language_edition,lang:ig-Latn-NG,,ig-Latn-NG,Igbo;Standard Igbo,Latin;Latin with required diacritics and learner tone support,Nigeria,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,3,6a040bdd0a632a256b145837ee084cb95ba993e2a7689532d28528afe1865dfe
edition-target:lang:igl-Latn-NG,lang:igl-Latn-NG,canonical_language_edition,lang:igl-Latn-NG,,igl-Latn-NG,Igala,Latin; Nigeria standard,Nigeria,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,b510977f42b2aa8f959067cbd3ccd6cf609f6bd077617d60c3098b8134df2bca
edition-target:lang:ii-Yiii-CN,lang:ii-Yiii-CN,sentinel_exact_edition,,,ii-Yiii-CN,Nuosu Yi,Yi syllabary,Sichuan China,written_or_multimodal,exact_sentinel_target,true,GLOBAL_SENTINEL_EXACT_TARGET_NO_POPULATION_INFERENCE,0,a4990a0071ea906c2c38fb1c5fc138e0d95988ef56dc193a34a370917e11a6c2
edition-target:lang:ijc-Latn-NG,lang:ijc-Latn-NG,canonical_language_edition,lang:ijc-Latn-NG,,ijc-Latn-NG,Izon,Latin; Nigeria standard,Nigeria,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,021774da098dadf8df4840fb3839b82f2c4eaf07dc7ae5fb3dcf4147b34b17cb
edition-target:lang:iks-CA,lang:iks-CA,canonical_language_edition,lang:iks-CA,,iks-CA,Inuit Uukturausingit / Inuit Sign Language,Visual-manual; no primary written script,Canada; Inuit Uukturausingit / Inuit Sign Language communities,signed,exact,true,CANONICAL_V2_EDITION,1,20c9e68e92ba36cdbf0bfc86031dc7527910624152aecc0bd3880ee291647c63
edition-target:lang:ikt-CA,lang:ikt-CA,canonical_language_edition,lang:ikt-CA,,ikt-CA,Inuinnaqtun,Roman Inuinnaqtun orthography,Canada; Inuinnaqtun communities and learners outside Inuit Nunangat,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,2,9d9f035ef5722ec11d038ab419ef534de69d697028c1448e44d30ed104dad1be
edition-target:lang:iku-CA,lang:iku-CA,canonical_language_edition,lang:iku-CA,,iku-CA,Inuktitut,Inuktitut syllabics in Nunavut/Nunavik plus standardized Roman where locally used,Canada; Inuktitut communities and learners outside Inuit Nunangat,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,2,ad79dc66ac02760b7c39a5be257f4fc749532f3398a50752923d4d609e029ebf
edition-target:lang:ilo-Latn-PH,lang:ilo-Latn-PH,canonical_language_edition,lang:ilo-Latn-PH,,ilo-Latn-PH,Ilocano,Latin,Philippines; Ilocano ethnicity proxy,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,9f70b16a74d0604784c4e06128030f63c78c1afcd403d2ad71c5255734ba3254
edition-target:lang:ils-001,lang:ils-001,canonical_language_edition,lang:ils-001,,ils-001,International Sign,Visual-manual; no ordinary script,International contact contexts,signed,exact,true,CANONICAL_V2_EDITION,0,54bc9795481b3f1c7375fd5bcac150a460e24098e7e042b1d9ae39e8229ac158
edition-target:lang:inl-ID,lang:inl-ID,canonical_language_edition,lang:inl-ID,,inl-ID,Indonesian Sign Language,Visual-manual; no ordinary script,Indonesia,signed,exact,true,CANONICAL_V2_EDITION,0,08a673d3d65027c73ad8f7433f5f35e07440a444efc7529751222e5d895dffe2
edition-target:lang:ins-IN,lang:ins-IN,canonical_language_edition,lang:ins-IN,,ins-IN,Indian Sign Language,Visual-manual; no ordinary script,India,signed,exact,true,CANONICAL_V2_EDITION,1,34798c9828172e571352a76244f30c5f6c0ca7d4acdd45b270dfa2f2ac9a87da
edition-target:lang:ipk-US,lang:ipk-US,canonical_language_edition,lang:ipk-US,,ipk-US,Iñupiaq,Latin; community-approved Iñupiaq orthography,"Alaska, United States; Iñupiaq communities",written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,e173690b864cc78a3c612896d0c45fd6515d0cfa040effc70b314c2eeaad8fca
edition-target:lang:is-Latn-IS,lang:is-Latn-IS,sentinel_exact_edition,,,is-Latn-IS,Icelandic,Latin,Iceland,written_or_multimodal,exact_sentinel_target,true,GLOBAL_SENTINEL_EXACT_TARGET_NO_POPULATION_INFERENCE,0,13cd53cf1848dd844f1e764a29e7d6bd114a06a40084bda1f503ba564a6585c4
edition-target:lang:isg-IE,lang:isg-IE,canonical_language_edition,lang:isg-IE,,isg-IE,Irish Sign Language,Visual-manual; no ordinary script,Ireland,signed,exact,true,CANONICAL_V2_EDITION,1,fbdd3b0438834ce679e239177292d49894a93b04992aac6698dafae5ac443e73
edition-target:lang:it-Latn-IT,lang:it-Latn-IT,sentinel_exact_edition,,,it-Latn-IT,Italian,Latin,Italy,written_or_multimodal,exact_sentinel_target,true,GLOBAL_SENTINEL_EXACT_TARGET_NO_POPULATION_INFERENCE,0,818049eea1836a43a0859f1c8587ba346e85856953bcc46095e36a3c6af1c12f
edition-target:lang:itl-RU,lang:itl-RU,canonical_language_edition,lang:itl-RU,,itl-RU,Itelmen,Cyrillic; exact Itelmen standard/local variety required,Russian Arctic and sub-Arctic; Itelmen communities,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,4271056718e58e261f849d44d009d727b37df15ad87c0be1445f48b1f5c0fa48
edition-target:lang:itz-GT,lang:itz-GT,canonical_language_edition,lang:itz-GT,,itz-GT,Itza’,ALMG-standard Latin orthography for Itza’,Guatemala; ALMG language communities,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,54a8fdd2af39c272d4c64c1544d04a0c5b91ec7ded238b0ce6187a0b1ee5763f
edition-target:lang:iu-Cans-CA,lang:iu-Cans-CA,canonical_language_edition,lang:iu-Cans-CA,,iu-Cans-CA,Inuktitut,Canadian Aboriginal syllabics,Canada,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,bb1955c53c1292215ec2eb7e59e4a0a5eeb7b7971ff5be1263e618496f7a866a
edition-target:lang:ixl-GT,lang:ixl-GT,canonical_language_edition,lang:ixl-GT,,ixl-GT,Ixil,ALMG-standard Latin orthography for Ixil,Guatemala; ALMG language communities,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,2,57a728338f2ebe0f42080ada96e6d69d3c3cfedebaad45bf35b8fcd7fc4dbcd5
edition-target:lang:ja-Jpan-JP,lang:ja-Jpan-JP,canonical_language_edition,lang:ja-Jpan-JP,,ja-Jpan-JP,Easy/Plain Japanese pedagogical register;Japanese;Standard Japanese;Standard Japanese academic STEM register;Standard Japanese academic register;Standard Japanese in Japanese Braille;Standard Japanese learner progression;Standard Japanese learner-to-academic progression;Standard Japanese plain-language register;Standard Japanese research/academic register;Standard Japanese scholarly register;Standard Japanese vocational/technical register,Japanese Braille (tenji) with mathematical notation and parallel accessible digital text;Japanese kana and controlled kanji with ruby/furigana;Japanese kana and controlled kanji with ruby/furigana and large-print option;Japanese kana and kanji with graded ruby/furigana;Japanese kana kanji and ruby/furigana;Japanese kanji and kana with English scholarly terminology MathML and notation mapping;Japanese kanji and kana with English scholarly terminology mapping;Japanese kanji and kana with English terminology and notation mapping;Japanese kanji and kana with English terminology notation and MathML;Japanese kanji and kana with English terminology notation and structured scholarly text;Japanese kanji and kana with controlled terminology;Japanese kanji and kana with optional ruby and English terminology mapping;Japanese kanji and kana with plain layout and optional ruby;Japanese kanji and kana with ruby-on-demand and accessible mathematical notation;Japanese kanji and kana with ruby/furigana;Japanese kanji/kana with ruby plus structured accessible formats;Japanese kanji/kana with structured text MathML captions and reflowable formats;Japanese mixed scripts,Japan;Japan; 15-year-olds below PISA baseline proficiency;Japan; Japanese Braille readers;Japan; adults 16-65 jointly at the bottom two proficiency levels;Japan; elementary pupils with 30-plus days nonattendance;Japan; foreign compulsory-age children possibly not enrolled;Japan; graduate students;Japan; international graduate students;Japan; international professional-training-college students;Japan; international students in Japanese-language institutions;Japan; international students in preparatory courses;Japan; international undergraduates;Japan; learners in responding Japanese-language education institutions outside primary/secondary school;Japan; lower-secondary pupils with 30-plus days nonattendance;Japan; public compulsory-education secondary-education and special-needs schools;Japan; public elementary schools;Japan; public lower-secondary schools;Japan; public night-junior-high learners;Japan; public upper-secondary schools;Japan; recorded disabled higher-education students;Japan; researchers across sectors;Japan; residents aged 65 and older;Japan; special-needs-school students;Japan; undergraduates;Japan; upper-secondary students,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,27,eceefa302187a984fb6cf9c7370fc41cd83128abc68eaf0249bba7562eb93cda
edition-target:lang:jac-GT,lang:jac-GT,canonical_language_edition,lang:jac-GT,,jac-GT,Popti’ / Jakalteko,ALMG-standard Latin orthography for Popti’ / Jakalteko,Guatemala; ALMG language communities,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,7a636d36a61631fd91d17641c804037e0c740dfc169b3f91af7f6fb11a756c06
edition-target:lang:jam-JM,lang:jam-JM,canonical_language_edition,lang:jam-JM,,jam-JM,Jamaican Creole / Patwa,Latin; community spellings plus optional explicitly labeled Cassidy–JLU layer,Jamaica,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,2,f27877fb6fc07f50188049abd710713258081c3cf818179772ee2b646b70ab74
edition-target:lang:jic-HN,lang:jic-HN,canonical_language_edition,lang:jic-HN,,jic-HN,Tolupan / Jicaque,Latin; community-approved Tolupan / Jicaque orthography,Honduras; respective language communities,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,c358ad12b042b3febb012ed6993ec370bbce86fe4adf1b44af5970a9656f6298
edition-target:lang:jiv-EC,lang:jiv-EC,canonical_language_edition,lang:jiv-EC,,jiv-EC,Shuar Chicham,Latin; official/community Shuar Chicham orthography,Ecuador; Shuar Chicham communities,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,d8d7c86b04772ae2f1862d47b16bf1626b3f9dffc0eaa281ea3d1907b545465b
edition-target:lang:jls-JM,lang:jls-JM,canonical_language_edition,lang:jls-JM,,jls-JM,Jamaican Sign Language,Visual-manual; no primary written script; pair with written English,Jamaica; JSL-using Deaf communities,signed,exact,true,CANONICAL_V2_EDITION,1,771b87c4e3255603b5babebf8e5ba2e253e99fb597a37bf6513328f6acf34a8a
edition-target:lang:jra-Latn-KH,lang:jra-Latn-KH,canonical_language_edition,lang:jra-Latn-KH,,jra-Latn-KH,Jarai in Cambodia,Accepted community orthography; Cambodia locale,Cambodia; Jarai communities within minority-language census aggregate,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,0a4360005204232228144681751c3073a2efd4b9f877b8252e53c6c1b5be9133
edition-target:lang:jra-Latn-VN,lang:jra-Latn-VN,canonical_language_edition,lang:jra-Latn-VN,,jra-Latn-VN,J'rai / Gia Rai,Accepted Latin-based orthography,Viet Nam; Gia Rai ethnicity proxy,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,2,c14c3eebceec799be6326337ab8cb2644df53dc10275925e43f3ab74cac86684
edition-target:lang:jsl-JP,lang:jsl-JP,canonical_language_edition,lang:jsl-JP,,jsl-JP,Japanese Sign Language,Japanese Sign Language video with Japanese captions/transcripts and visual notation,Japan; Japanese Sign Language users,signed,exact,true,CANONICAL_V2_EDITION,1,c409d0d632af1b63a459d6a9cf8c42bb6b4377b3e3805d94a9d6632003e82657
edition-target:lang:jv-Latn-ID,lang:jv-Latn-ID,canonical_language_edition,lang:jv-Latn-ID,,jv-Latn-ID,Javanese,Latin;Modern Latin orthography; dialect-tagged audio,Indonesia;Indonesia; Javanese daily home users age 5+,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,2,be1426172e7859a195a80ef9e59c177cbb81fd38a522ef5873c5e71b1b4e3400
edition-target:lang:ka-Geor-GE,lang:ka-Geor-GE,sentinel_exact_edition,,,ka-Geor-GE,Georgian,Georgian,Georgia,written_or_multimodal,exact_sentinel_target,true,GLOBAL_SENTINEL_EXACT_TARGET_NO_POPULATION_INFERENCE,1,1b4d52b95be7cd9fd2dcd1fc8409e7d54080a0f81cebbadd2fc2270364c7229d
edition-target:lang:kab-Latn-DZ,lang:kab-Latn-DZ,canonical_language_edition,lang:kab-Latn-DZ,,kab-Latn-DZ,Kabyle,Latin; primary community orthography,"Algeria, Kabyle communities",written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,979de668d02f607dd037549d626e157ed4e896c70ac98b5989893405d9bd9675
edition-target:lang:kab-Tfng-DZ,lang:kab-Tfng-DZ,canonical_language_edition,lang:kab-Tfng-DZ,,kab-Tfng-DZ,Kabyle,Neo-Tifinagh companion,"Algeria, Kabyle communities",written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,63105d1fe526e5ffb6e87728b561bb4723ced7c166bbba443b82dacbd3846fbf
edition-target:lang:kac-Latn-MM,lang:kac-Latn-MM,canonical_language_edition,lang:kac-Latn-MM,,kac-Latn-MM,Jinghpaw,Latin,Myanmar; Jinghpaw communities,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,a20b54eb604037f0d32f8b22bd0610c7b2715601a0d6ce558b7eb44756fcdaa8
edition-target:lang:kal-GL,lang:kal-GL,canonical_language_edition,lang:kal-GL,,kal-GL,Kalaallisut / West Greenlandic,Official Latin Kalaallisut orthography,Greenland; Kalaallisut-speaking communities,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,5f44f410dfe6461726b5fa34b5a92ab85f0501fe4155f103df57fcdf029f807d
edition-target:lang:kam-Latn-KE,lang:kam-Latn-KE,canonical_language_edition,lang:kam-Latn-KE,,kam-Latn-KE,Kamba,Latin; Kenya standard,Kenya,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,29a9960e6a4f37611825beb755709f566fd89cd676f77c1bd27bd89ba759cc1d
edition-target:lang:kbp-Latn-TG,lang:kbp-Latn-TG,canonical_language_edition,lang:kbp-Latn-TG,,kbp-Latn-TG,Kabiyè,Latin; Togo standard,Togo,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,1227c6c81fdccaeaf31ea318f85e999a6d5d87547c9b442b14f87067394e954f
edition-target:lang:kby-Arab-NE,lang:kby-Arab-NE,canonical_language_edition,lang:kby-Arab-NE,,kby-Arab-NE,Manga Kanuri,Arabic; attested Ajami with country convention,NE,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,c959989f8e868a11336b3f721d48bac790c816db898f56ddeba777e6472bc779
edition-target:lang:kby-Arab-NG,lang:kby-Arab-NG,canonical_language_edition,lang:kby-Arab-NG,,kby-Arab-NG,Manga Kanuri,Arabic; attested Ajami with country convention,NG,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,ce0578b867f4b3b2fd87b1896b4096b465d9c8cb5c06a847d18ffbce72b35f9e
edition-target:lang:kby-Arab-TD,lang:kby-Arab-TD,canonical_language_edition,lang:kby-Arab-TD,,kby-Arab-TD,Manga Kanuri,Arabic; attested Ajami with country convention,TD,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,a3cae74528612d0c91ce5c1c27cd5a8a0140e3cf3ba9e2119f7cb5fdd5fa0800
edition-target:lang:kby-Latn-NE,lang:kby-Latn-NE,canonical_language_edition,lang:kby-Latn-NE,,kby-Latn-NE,Manga Kanuri,Latin; country localization,NE,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,cc9c16423ca3aea9864c124ea5438b28d1bd81b9e7500c876872838580a81b01
edition-target:lang:kby-Latn-NG,lang:kby-Latn-NG,canonical_language_edition,lang:kby-Latn-NG,,kby-Latn-NG,Manga Kanuri,Latin; country localization,NG,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,3b675648f990846d62f5367ea5573d9e2a5acba9e5c04a7ae11bc0566118cf19
edition-target:lang:kby-Latn-TD,lang:kby-Latn-TD,canonical_language_edition,lang:kby-Latn-TD,,kby-Latn-TD,Manga Kanuri,Latin; country localization,TD,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,5ec2b67e45ca3d1b294e731babf10bb18e85a5a5274617e5f8411cd478218d6e
edition-target:lang:kca-RU:variety:eastern-khanty,lang:kca-RU:variety:eastern-khanty,canonical_language_edition,lang:kca-RU:variety:eastern-khanty,,kca-RU,Eastern Khanty,Cyrillic; exact Eastern Khanty standard/local variety required,Russian Arctic and sub-Arctic; Eastern Khanty communities,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,170528c05f5b802b85ddb4e169fab8fc789398a6f9128971cc2352550950848c
edition-target:lang:kca-RU:variety:northern-khanty,lang:kca-RU:variety:northern-khanty,canonical_language_edition,lang:kca-RU:variety:northern-khanty,,kca-RU,Northern Khanty,Cyrillic; exact Northern Khanty standard/local variety required,Russian Arctic and sub-Arctic; Northern Khanty communities,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,0e63cefbabacc96a477902ecf13ccf005434e9c1f59cb99ab2b2f52ae5a3da19
edition-target:lang:kca-RU:variety:southern-khanty,lang:kca-RU:variety:southern-khanty,canonical_language_edition,lang:kca-RU:variety:southern-khanty,,kca-RU,Southern Khanty,Cyrillic; exact Southern Khanty standard/local variety required,Russian Arctic and sub-Arctic; Southern Khanty communities,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,6a1977afd6c73894b3b00197a50f6bf47347605860bf0763cf33df16b124cee8
edition-target:lang:kde-Latn-MZ,lang:kde-Latn-MZ,canonical_language_edition,lang:kde-Latn-MZ,,kde-Latn-MZ,Makonde,Latin; Mozambique standard,Mozambique,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,5d457cf8451f034df12690c72ab4c28dc0a3dba2a9c97fbd6499723037c0bec3
edition-target:lang:kde-Latn-TZ,lang:kde-Latn-TZ,canonical_language_edition,lang:kde-Latn-TZ,,kde-Latn-TZ,Makonde,Latin; Tanzania standard,Tanzania,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,af217c82e1ccefec3371f4dba40784f3bf6a4b44c9e17457ea87d964eef7a9ec
edition-target:lang:kea-Latn-CV:variety:cape-verdean-kriolu,lang:kea-Latn-CV:variety:cape-verdean-kriolu,canonical_language_edition,lang:kea-Latn-CV:variety:cape-verdean-kriolu,,kea-Latn-CV,Cape Verdean Kriolu,Latin; Santiago standard;Latin; São Vicente standard,"Cabo Verde, Santiago;Cabo Verde, São Vicente",written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,4f55c0c1aa6a4e27589c6d564b9d73f718613b2030a4b03a26e76332e9488d54
edition-target:lang:kek-BZ,lang:kek-BZ,canonical_language_edition,lang:kek-BZ,,kek-BZ,Belize Q’eqchi’,Latin; Belize Q’eqchi’ community orthography,Belize,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,0fa8595f14d247e6670b25e9feee665d791ef7929d3ddbdd6ce2ad9eea277b5e
edition-target:lang:kek-GT,lang:kek-GT,canonical_language_edition,lang:kek-GT,,kek-GT;kek-Latn-GT,Q’eqchi’;Q'eqchi',ALMG-standard Latin orthography for Q’eqchi’;Latin,Guatemala; ALMG language communities,written_or_multimodal,exact,true,CANONICAL_V2_EDITION_WITH_NORMALIZED_ALIASES,3,c220b1351bc14fa891f34c4749954f60dcbe85043ad935996ff580532fa66bbd
edition-target:lang:kem-Latn-TL,lang:kem-Latn-TL,canonical_language_edition,lang:kem-Latn-TL,,kem-Latn-TL,Kemak,Latin-based orthography,Timor-Leste; Kemak L1 communities,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,79ec209c5ca93cd9bd27b8865330fbc815f98a79e02683ff5c47269a6714ef9f
edition-target:lang:kgk-BR,lang:kgk-BR,canonical_language_edition,lang:kgk-BR,,kgk-BR,Guarani Kaiowá,Latin; community-approved Guarani Kaiowá orthography,Brazil; Guarani Kaiowá communities,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,2,8598bea5810a7c074c5298e3c5728aaf1d6dd23abb3c4cab3fafff5401bf4d9a
edition-target:lang:kgp-BR,lang:kgp-BR,canonical_language_edition,lang:kgp-BR,,kgp-BR,Kaingang,Latin; community-approved Kaingang orthography,Brazil; Kaingang communities,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,f32528b14b20e0949fc8167a3da8b5164bbd1d47b6375abf6474e04060ce3c32
edition-target:lang:ki-Latn-KE,lang:ki-Latn-KE,canonical_language_edition,lang:ki-Latn-KE,,ki-Latn-KE,Gĩkũyũ,Latin; Kenya standard,Kenya,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,ecfc786d3754134be255801cc2d75940752c84854970d096e8e62cd060375669
