prior_family,edition_target_id,model_need_proxy,rank,reference_rank,rank_change_from_reference,top100_member
optimistic_access_common,edition-target:lang:ojs-CA,5349.097500,143,142,1,false
optimistic_access_common,edition-target:lang:pau-Latn-PW,4688.061900,144,144,0,false
optimistic_access_common,edition-target:lang:crk-CA,4195.747500,145,145,0,false
optimistic_access_common,edition-target:lang:na-Latn-NR,4164.393400,146,146,0,false
optimistic_access_common,edition-target:lang:aoa-Latn-ST,3976.261500,147,147,0,false
optimistic_access_common,edition-target:lang:prl-PE,3814.199700,148,148,0,false
optimistic_access_common,edition-target:lang:poc-GT,3770.056500,149,150,-1,false
optimistic_access_common,edition-target:lang:moe-CA,3753.630000,150,149,1,false
optimistic_access_common,edition-target:lang:agu-GT,3545.677500,151,151,0,false
optimistic_access_common,edition-target:lang:ch-Latn-MP,3347.860500,152,152,0,false
optimistic_access_common,edition-target:lang:nen-Latn-NC,3285.300000,153,153,0,false
optimistic_access_common,edition-target:lang:mic-CA,3229.380000,154,154,0,false
optimistic_access_common,edition-target:lang:acu-EC,3202.119000,155,155,0,false
optimistic_access_common,edition-target:lang:chr-US,2788.563975,156,156,0,false
optimistic_access_common,edition-target:lang:tcs-Latn-AU,2654.802000,157,157,0,false
optimistic_access_common,edition-target:lang:rop-Latn-AU,2587.348500,158,158,0,false
optimistic_access_common,edition-target:regional:inb-Latn-CO,2498.431060,159,159,0,false
optimistic_access_common,edition-target:regional:gun-Latn-BR,2461.386393,160,162,-2,false
optimistic_access_common,edition-target:lang:rap-Latn-CL,2448.597000,161,160,1,false
optimistic_access_common,edition-target:regional:nah-oaxaca-Latn-MX,2371.931537,162,163,-1,false
optimistic_access_common,edition-target:lang:bla-CA,2334.660000,163,161,2,false
optimistic_access_common,edition-target:lang:pri-Latn-NC,2282.235000,164,165,-1,false
optimistic_access_common,edition-target:lang:quv-GT,2281.536000,165,164,1,false
optimistic_access_common,edition-target:lang:zun-US,2165.944949,166,166,0,false
optimistic_access_common,edition-target:regional:nah-istmo-bajo-Latn-MX,1983.903376,167,167,0,false
optimistic_access_common,edition-target:lang:ane-Latn-NC,1957.200000,168,168,0,false
optimistic_access_common,edition-target:lang:cho-US,1939.173799,169,169,0,false
optimistic_access_common,edition-target:lang:hop-US,1897.772705,170,170,0,false
optimistic_access_common,edition-target:regional:gnh-Latn-BR,1811.589610,171,172,-1,false
optimistic_access_common,edition-target:lang:cwd-CA,1785.945000,172,171,1,false
optimistic_access_common,edition-target:lang:crl-CA,1703.812500,173,173,0,false
optimistic_access_common,edition-target:lang:csw-CA,1632.165000,174,174,0,false
optimistic_access_common,edition-target:lang:kos-Latn-FM,1595.817000,175,175,0,false
optimistic_access_common,edition-target:lang:yap-Latn-FM,1464.405000,176,176,0,false
optimistic_access_common,edition-target:lang:qum-GT,1452.172500,177,177,0,false
optimistic_access_common,edition-target:lang:evn-RU,1427.833061,178,178,0,false
optimistic_access_common,edition-target:lang:mrl-Latn-FM,1296.295500,179,179,0,false
optimistic_access_common,edition-target:lang:ojw-CA,1268.685000,180,180,0,false
optimistic_access_common,edition-target:lang:dlg-RU,1244.390660,181,183,-2,false
optimistic_access_common,edition-target:lang:eve-RU,1229.567032,182,181,1,false
optimistic_access_common,edition-target:regional:rmf-Latn-FI,1223.250000,183,182,1,false
optimistic_access_common,edition-target:lang:woe-Latn-FM,1031.724000,184,184,0,false
optimistic_access_common,edition-target:regional:nhd-Latn-BR,1009.866073,185,185,0,false
optimistic_access_common,edition-target:lang:ciw-CA,712.980000,186,186,0,false
optimistic_access_common,edition-target:lang:mop-GT,702.844500,187,187,0,false
optimistic_access_common,edition-target:lang:alq-CA,683.272500,188,188,0,false
optimistic_access_common,edition-target:lang:pre-Latn-ST,612.673500,189,189,0,false
optimistic_access_common,edition-target:lang:ckt-RU,610.945255,190,190,0,false
optimistic_access_common,edition-target:lang:cod-PE,414.157500,191,191,0,false
optimistic_access_common,edition-target:lang:nsk-CA,361.732500,192,192,0,false
optimistic_access_common,edition-target:lang:crj-CA,312.802500,193,193,0,false
optimistic_access_common,edition-target:lang:pqm-CA,286.590000,194,194,0,false
optimistic_access_common,edition-target:lang:ikt-CA,276.105000,195,195,0,false
optimistic_access_common,edition-target:regional:jqr-Latn-PE,156.576000,196,196,0,false
optimistic_access_common,edition-target:lang:crm-CA,145.042500,197,197,0,false
optimistic_access_common,edition-target:lang:itz-GT,141.897000,198,198,0,false
optimistic_access_common,edition-target:regional:inuvialuktun-Latn-CA,124.072500,199,199,0,false
optimistic_access_common,edition-target:lang:itl-RU,120.441981,200,200,0,false
optimistic_access_common,edition-target:lang:zh-Hans-CX,82.132500,201,201,0,false
optimistic_access_common,edition-target:lang:nio-RU,77.824049,202,203,-1,false
optimistic_access_common,edition-target:lang:otw-CA,76.890000,203,202,1,false
optimistic_access_common,edition-target:lang:ulk-Latn-AU,20.970000,204,204,0,false
pessimistic_access_common,edition-target:lang:hi-Deva-IN,150806967.470653,1,1,0,true
pessimistic_access_common,edition-target:lang:id-Latn-ID,114561556.219343,2,2,0,true
pessimistic_access_common,edition-target:lang:ru-Cyrl-RU,60552137.711373,3,3,0,true
pessimistic_access_common,edition-target:lang:pnb-Arab-PK,45360232.762004,4,4,0,true
pessimistic_access_common,edition-target:lang:bn-Beng-IN,45012206.399338,5,5,0,true
pessimistic_access_common,edition-target:lang:mr-Deva-IN,38751776.891011,6,6,0,true
pessimistic_access_common,edition-target:lang:te-Telu-IN,37968608.646596,7,7,0,true
pessimistic_access_common,edition-target:lang:ta-Taml-IN,32240678.319270,8,8,0,true
pessimistic_access_common,edition-target:lang:jv-Latn-ID,31369198.654623,9,9,0,true
pessimistic_access_common,edition-target:lang:th-Thai-TH,28133894.351939,10,10,0,true
pessimistic_access_common,edition-target:lang:gu-Gujr-IN,25757504.043256,11,11,0,true
pessimistic_access_common,edition-target:lang:ur-Arab-IN,23740173.283249,12,14,-2,true
pessimistic_access_common,edition-target:lang:bho-Deva-IN,23671696.372957,13,13,0,true
pessimistic_access_common,edition-target:lang:ps-Arab-PK,22566152.144599,14,12,2,true
pessimistic_access_common,edition-target:lang:kn-Knda-IN,20361378.429133,15,17,-2,true
pessimistic_access_common,edition-target:lang:my-Mymr-MM,19829137.578250,16,15,1,true
pessimistic_access_common,edition-target:lang:uz-Latn-UZ,19120920.000000,17,16,1,true
pessimistic_access_common,edition-target:lang:es-Latn-US,18414955.119111,18,20,-2,true
pessimistic_access_common,edition-target:lang:sd-Arab-PK,17791444.469317,19,18,1,true
pessimistic_access_common,edition-target:lang:ary-Arab-MA,17238000.000000,20,19,1,true
pessimistic_access_common,edition-target:lang:ml-Mlym-IN,16275771.660377,21,21,0,true
pessimistic_access_common,edition-target:lang:or-Orya-IN,15940083.398654,22,24,-2,true
pessimistic_access_common,edition-target:lang:su-Latn-ID,14942569.430592,23,26,-3,true
pessimistic_access_common,edition-target:lang:yo-Latn-NG,14863029.285000,24,25,-1,true
pessimistic_access_common,edition-target:lang:skr-Arab-PK,14717602.341002,25,22,3,true
pessimistic_access_common,edition-target:lang:pa-Guru-IN,14575753.678180,26,28,-2,true
pessimistic_access_common,edition-target:lang:om-Latn-ET,13871553.185777,27,23,4,true
pessimistic_access_common,edition-target:lang:mg-Latn-MG,13074387.106950,28,27,1,true
pessimistic_access_common,edition-target:lang:ig-Latn-NG,12385857.737500,29,30,-1,true
pessimistic_access_common,edition-target:lang:am-Ethi-ET,12037608.135191,30,29,1,true
pessimistic_access_common,edition-target:lang:ur-Arab-PK,11506666.091439,31,31,0,true
pessimistic_access_common,edition-target:lang:cmn-Hant-TW,10692727.344000,32,32,0,true
pessimistic_access_common,edition-target:lang:nan-Hant-TW,9495521.373000,33,33,0,true
pessimistic_access_common,edition-target:lang:kmr-Latn-001,8872500.000000,34,34,0,true
pessimistic_access_common,edition-target:lang:hne-Deva-IN,7602914.385383,35,36,-1,true
pessimistic_access_common,edition-target:lang:km-Khmr-KH,7550818.938000,36,35,1,true
pessimistic_access_common,edition-target:lang:zu-Latn-ZA,7232674.118964,37,37,0,true
pessimistic_access_common,edition-target:lang:as-Beng-IN,6934232.664585,38,39,-1,true
pessimistic_access_common,edition-target:lang:ne-Deva-NP,6633819.699000,39,38,1,true
pessimistic_access_common,edition-target:lang:kk-Cyrl-KZ,6423896.349000,40,40,0,true
pessimistic_access_common,edition-target:lang:mai-Deva-IN,6249502.406516,41,41,0,true
pessimistic_access_common,edition-target:lang:mag-Deva-IN,5946923.525366,42,42,0,true
pessimistic_access_common,edition-target:lang:ca-Latn-ES,5070000.000000,43,43,0,true
pessimistic_access_common,edition-target:lang:xh-Latn-ZA,4843952.807178,44,44,0,true
pessimistic_access_common,edition-target:lang:mwr-Deva-IN,3665338.302279,45,46,-1,true
pessimistic_access_common,edition-target:lang:mad-Latn-ID,3569838.176363,46,47,-1,true
pessimistic_access_common,edition-target:lang:rw-Latn-RW,3476441.950800,47,45,2,true
pessimistic_access_common,edition-target:lang:yue-Hant-HK,3208776.129000,48,48,0,true
pessimistic_access_common,edition-target:lang:ckb-Arab-001,3198109.460000,49,51,-2,true
pessimistic_access_common,edition-target:lang:tk-Latn-TM,3193068.255000,50,49,1,true
pessimistic_access_common,edition-target:lang:ky-Cyrl-KG,2717548.392000,51,52,-1,true
pessimistic_access_common,edition-target:lang:so-Latn-ET,2696474.334980,52,50,2,true
pessimistic_access_common,edition-target:lang:ti-Ethi-ET,2406438.740650,53,53,0,true
pessimistic_access_common,edition-target:lang:min-Latn-ID,1950067.945215,54,56,-2,true
pessimistic_access_common,edition-target:lang:gug-Latn-PY,1922693.058000,55,54,1,true
pessimistic_access_common,edition-target:lang:awa-Deva-IN,1802263.231403,56,57,-1,true
pessimistic_access_common,edition-target:lang:ka-Geor-GE,1791039.437200,57,55,2,true
pessimistic_access_common,edition-target:lang:bjn-Latn-ID,1682682.742325,58,60,-2,true
pessimistic_access_common,edition-target:lang:mai-Deva-NP,1633751.223000,59,58,1,true
pessimistic_access_common,edition-target:lang:bug-Latn-ID,1618141.486455,60,61,-1,true
pessimistic_access_common,edition-target:lang:hy-Armn-AM,1521441.963600,61,59,2,true
pessimistic_access_common,edition-target:lang:brh-Arab-PK,1417537.500179,62,62,0,true
pessimistic_access_common,edition-target:lang:ne-Deva-IN,1369302.328695,63,63,0,true
pessimistic_access_common,edition-target:lang:bho-Deva-NP,923143.065000,64,64,0,true
pessimistic_access_common,edition-target:lang:pov-Latn-GW,660997.701000,65,65,0,true
pessimistic_access_common,edition-target:lang:hak-Hant-TW,605019.324000,66,67,-1,true
pessimistic_access_common,edition-target:lang:kek-GT,603828.477200,67,66,1,true
pessimistic_access_common,edition-target:lang:quc-GT,564960.520800,68,68,0,true
pessimistic_access_common,edition-target:lang:mfe-Latn-MU,508082.445000,69,69,0,true
pessimistic_access_common,edition-target:lang:eu-Latn-ES,474963.684000,70,70,0,true
pessimistic_access_common,edition-target:lang:awa-Deva-NP,438187.932000,71,71,0,true
pessimistic_access_common,edition-target:lang:yua-MX,348059.068416,72,73,-1,true
pessimistic_access_common,edition-target:lang:sn-Latn-ZA,334351.171916,73,74,-1,true
pessimistic_access_common,edition-target:lang:mam-GT,316347.319600,74,72,2,true
pessimistic_access_common,edition-target:lang:zgh-Tfng-MA,290713.503600,75,75,0,true
pessimistic_access_common,edition-target:lang:tzh-MX,264673.234510,76,76,0,true
pessimistic_access_common,edition-target:lang:tzo-MX,247210.867711,77,81,-4,true
pessimistic_access_common,edition-target:lang:cy-Latn-GB,243855.464407,78,79,-1,true
pessimistic_access_common,edition-target:lang:ayr-BO,231880.506000,79,77,2,true
pessimistic_access_common,edition-target:lang:ayr-PE,225305.223000,80,80,0,true
pessimistic_access_common,edition-target:lang:cak-GT,220179.268400,81,78,3,true
pessimistic_access_common,edition-target:regional:ru-Cyrl-EE,203104.876000,82,82,0,true
pessimistic_access_common,edition-target:lang:tet-Latn-TL,183040.689000,83,84,-1,true
pessimistic_access_common,edition-target:lang:swh-Latn-RW,177595.854800,84,83,1,true
pessimistic_access_common,edition-target:lang:mag-Deva-NP,116669.319000,85,85,0,true
pessimistic_access_common,edition-target:lang:ctu-MX,114430.840216,86,88,-2,true
pessimistic_access_common,edition-target:lang:mi-Latn-NZ,108421.443000,87,86,1,true
pessimistic_access_common,edition-target:lang:mgm-Latn-TL,99259.446000,88,89,-1,true
pessimistic_access_common,edition-target:lang:bzj-BZ,96832.195200,89,87,2,true
pessimistic_access_common,edition-target:regional:nah-huasteca-hidalguense-Latn-MX,87949.769700,90,91,-1,true
pessimistic_access_common,edition-target:lang:kjb-GT,84294.327000,91,90,1,true
pessimistic_access_common,edition-target:lang:nav-US,68435.097535,92,95,-3,true
pessimistic_access_common,edition-target:lang:poh-GT,67468.518000,93,92,1,true
pessimistic_access_common,edition-target:lang:acr-GT,63039.366000,94,94,0,true
pessimistic_access_common,edition-target:lang:mkz-Latn-TL,62786.880000,95,93,2,true
pessimistic_access_common,edition-target:regional:nah-sierra-noreste-puebla-Latn-MX,60530.664147,96,99,-3,true
pessimistic_access_common,edition-target:regional:nah-huasteca-potosina-Latn-MX,59855.440651,97,100,-3,true
pessimistic_access_common,edition-target:lang:pap-CW,58329.336000,98,97,1,true
pessimistic_access_common,edition-target:lang:ixl-GT,58303.479000,99,96,3,true
pessimistic_access_common,edition-target:regional:nah-mexicano-guerrero-Latn-MX,56049.390444,100,101,-1,true
pessimistic_access_common,edition-target:lang:pis-Latn-SB,54410.532800,101,98,3,false
pessimistic_access_common,edition-target:regional:chol-northwest-Latn-MX,52732.574029,102,103,-1,false
pessimistic_access_common,edition-target:lang:crs-Latn-SC,46770.198800,103,102,1,false
pessimistic_access_common,edition-target:regional:tseltal-north-Latn-MX,37825.993304,104,106,-2,false
pessimistic_access_common,edition-target:lang:pap-AW,37146.002400,105,104,1,false
pessimistic_access_common,edition-target:lang:kem-Latn-TL,34980.465000,106,105,1,false
pessimistic_access_common,edition-target:regional:tsotsil-north-high-Latn-MX,34906.314328,107,109,-2,false
pessimistic_access_common,edition-target:lang:bfn-Latn-TL,32795.802000,108,107,1,false
pessimistic_access_common,edition-target:regional:nah-noroeste-central-Latn-MX,31914.755271,109,112,-3,false
pessimistic_access_common,edition-target:lang:cri-Latn-ST,31792.449000,110,108,2,false
pessimistic_access_common,edition-target:regional:tseltal-east-Latn-MX,31588.150160,111,115,-4,false
pessimistic_access_common,edition-target:lang:jiv-EC,29796.390000,112,110,2,false
pessimistic_access_common,edition-target:lang:cac-GT,29706.144000,113,111,2,false
pessimistic_access_common,edition-target:lang:agr-PE,28688.088000,114,113,1,false
pessimistic_access_common,edition-target:lang:knj-GT,28032.030000,115,114,1,false
pessimistic_access_common,edition-target:regional:tsotsil-centre-Latn-MX,25655.348104,116,117,-1,false
pessimistic_access_common,edition-target:lang:tkd-Latn-TL,23719.488000,117,116,1,false
pessimistic_access_common,edition-target:lang:tca-BR,23171.067905,118,119,-1,false
pessimistic_access_common,edition-target:regional:eu-Latn-FR-64,21980.827628,119,123,-4,false
pessimistic_access_common,edition-target:lang:iku-CA,21129.225000,120,118,2,false
pessimistic_access_common,edition-target:lang:iu-Cans-CA,21129.225000,121,120,1,false
pessimistic_access_common,edition-target:lang:sm-Latn-AS,19689.345000,122,121,1,false
pessimistic_access_common,edition-target:lang:mh-Latn-MH,18925.961600,123,122,1,false
pessimistic_access_common,edition-target:regional:tsotsil-northwest-Latn-MX,18549.103750,124,125,-1,false
pessimistic_access_common,edition-target:regional:pdt-Latn-CA,17781.920000,125,124,1,false
pessimistic_access_common,edition-target:lang:shp-PE,17315.064000,126,126,0,false
pessimistic_access_common,edition-target:lang:kgk-BR,17233.197565,127,129,-2,false
pessimistic_access_common,edition-target:lang:jac-GT,16511.976000,128,127,1,false
pessimistic_access_common,edition-target:lang:chk-Latn-FM,14823.801200,129,128,1,false
pessimistic_access_common,edition-target:lang:gub-BR,13022.302429,130,131,-1,false
pessimistic_access_common,edition-target:lang:nzs-NZ,12896.722800,131,130,1,false
pessimistic_access_common,edition-target:lang:kgp-BR,12251.092542,132,133,-1,false
pessimistic_access_common,edition-target:regional:chol-southeast-Latn-MX,12219.164254,133,134,-1,false
pessimistic_access_common,edition-target:regional:nah-istmo-Latn-MX,11966.236225,134,132,2,false
pessimistic_access_common,edition-target:lang:ccr-GT,10925.850000,135,135,0,false
pessimistic_access_common,edition-target:lang:haw-Latn-US,10823.151601,136,136,0,false
pessimistic_access_common,edition-target:lang:pon-Latn-FM,9018.009000,137,137,0,false
pessimistic_access_common,edition-target:lang:gui-BO,8919.144000,138,139,-1,false
pessimistic_access_common,edition-target:regional:nah-sierra-oeste-puebla-Latn-MX,8752.298173,139,141,-2,false
pessimistic_access_common,edition-target:lang:dhv-Latn-NC,8516.040000,140,138,2,false
pessimistic_access_common,edition-target:regional:nah-mexicano-oriente-central-Latn-MX,8494.877638,141,143,-2,false
pessimistic_access_common,edition-target:lang:caa-GT,8448.141000,142,140,2,false
pessimistic_access_common,edition-target:lang:ojs-CA,7759.635000,143,142,1,false
pessimistic_access_common,edition-target:lang:pau-Latn-PW,6640.904400,144,144,0,false
pessimistic_access_common,edition-target:lang:crk-CA,6086.535000,145,145,0,false
pessimistic_access_common,edition-target:lang:na-Latn-NR,5899.098400,146,146,0,false
pessimistic_access_common,edition-target:lang:aoa-Latn-ST,5768.139000,147,147,0,false
pessimistic_access_common,edition-target:lang:poc-GT,5469.009000,148,150,-2,false
pessimistic_access_common,edition-target:lang:prl-PE,5459.602200,149,148,1,false
pessimistic_access_common,edition-target:lang:moe-CA,5445.180000,150,149,1,false
pessimistic_access_common,edition-target:lang:agu-GT,5143.515000,151,151,0,false
pessimistic_access_common,edition-target:lang:ch-Latn-MP,4856.553000,152,152,0,false
pessimistic_access_common,edition-target:lang:nen-Latn-NC,4765.800000,153,153,0,false
pessimistic_access_common,edition-target:lang:mic-CA,4684.680000,154,154,0,false
pessimistic_access_common,edition-target:lang:acu-EC,4645.134000,155,155,0,false
pessimistic_access_common,edition-target:lang:chr-US,4432.863975,156,156,0,false
pessimistic_access_common,edition-target:lang:tcs-Latn-AU,3851.172000,157,157,0,false
pessimistic_access_common,edition-target:regional:gun-Latn-BR,3806.121393,158,162,-4,false
pessimistic_access_common,edition-target:lang:rop-Latn-AU,3753.321000,159,158,1,false
pessimistic_access_common,edition-target:regional:inb-Latn-CO,3723.623560,160,159,1,false
pessimistic_access_common,edition-target:regional:nah-oaxaca-Latn-MX,3652.406537,161,163,-2,false
pessimistic_access_common,edition-target:lang:rap-Latn-CL,3552.042000,162,160,2,false
pessimistic_access_common,edition-target:lang:zun-US,3443.112449,163,166,-3,false
pessimistic_access_common,edition-target:lang:bla-CA,3386.760000,164,161,3,false
pessimistic_access_common,edition-target:lang:pri-Latn-NC,3310.710000,165,165,0,false
pessimistic_access_common,edition-target:lang:quv-GT,3309.696000,166,164,2,false
pessimistic_access_common,edition-target:lang:cho-US,3082.623799,167,169,-2,false
pessimistic_access_common,edition-target:regional:nah-istmo-bajo-Latn-MX,3054.903376,168,167,1,false
pessimistic_access_common,edition-target:lang:hop-US,3016.810205,169,170,-1,false
pessimistic_access_common,edition-target:lang:ane-Latn-NC,2839.200000,170,168,2,false
pessimistic_access_common,edition-target:regional:gnh-Latn-BR,2801.319610,171,172,-1,false
pessimistic_access_common,edition-target:lang:cwd-CA,2590.770000,172,171,1,false
pessimistic_access_common,edition-target:lang:crl-CA,2471.625000,173,173,0,false
pessimistic_access_common,edition-target:lang:csw-CA,2367.690000,174,174,0,false
pessimistic_access_common,edition-target:lang:kos-Latn-FM,2314.962000,175,175,0,false
pessimistic_access_common,edition-target:lang:evn-RU,2277.388061,176,178,-2,false
pessimistic_access_common,edition-target:lang:yap-Latn-FM,2124.330000,177,176,1,false
pessimistic_access_common,edition-target:lang:qum-GT,2106.585000,178,177,1,false
pessimistic_access_common,edition-target:lang:dlg-RU,1984.798160,179,183,-4,false
pessimistic_access_common,edition-target:lang:eve-RU,1961.154532,180,181,-1,false
pessimistic_access_common,edition-target:lang:mrl-Latn-FM,1880.463000,181,179,2,false
pessimistic_access_common,edition-target:lang:ojw-CA,1840.410000,182,180,2,false
pessimistic_access_common,edition-target:regional:rmf-Latn-FI,1774.500000,183,182,1,false
pessimistic_access_common,edition-target:regional:nhd-Latn-BR,1561.588573,184,185,-1,false
pessimistic_access_common,edition-target:lang:woe-Latn-FM,1496.664000,185,184,1,false
pessimistic_access_common,edition-target:lang:ciw-CA,1034.280000,186,186,0,false
pessimistic_access_common,edition-target:lang:mop-GT,1019.577000,187,187,0,false
pessimistic_access_common,edition-target:lang:alq-CA,991.185000,188,188,0,false
pessimistic_access_common,edition-target:lang:ckt-RU,974.455255,189,190,-1,false
pessimistic_access_common,edition-target:lang:pre-Latn-ST,888.771000,190,189,1,false
pessimistic_access_common,edition-target:lang:cod-PE,600.795000,191,191,0,false
pessimistic_access_common,edition-target:lang:nsk-CA,524.745000,192,192,0,false
pessimistic_access_common,edition-target:lang:crj-CA,453.765000,193,193,0,false
pessimistic_access_common,edition-target:lang:pqm-CA,415.740000,194,194,0,false
pessimistic_access_common,edition-target:lang:ikt-CA,400.530000,195,195,0,false
pessimistic_access_common,edition-target:regional:jqr-Latn-PE,227.136000,196,196,0,false
pessimistic_access_common,edition-target:lang:crm-CA,210.405000,197,197,0,false
pessimistic_access_common,edition-target:lang:itz-GT,205.842000,198,198,0,false
pessimistic_access_common,edition-target:lang:itl-RU,192.104481,199,200,-1,false
pessimistic_access_common,edition-target:regional:inuvialuktun-Latn-CA,179.985000,200,199,1,false
pessimistic_access_common,edition-target:lang:nio-RU,124.129049,201,203,-2,false
pessimistic_access_common,edition-target:lang:zh-Hans-CX,119.145000,202,201,1,false
pessimistic_access_common,edition-target:lang:otw-CA,111.540000,203,202,1,false
pessimistic_access_common,edition-target:lang:ulk-Latn-AU,30.420000,204,204,0,false
reference_common,edition-target:lang:hi-Deva-IN,116972807.285653,1,1,0,true
reference_common,edition-target:lang:id-Latn-ID,88468867.849343,2,2,0,true
reference_common,edition-target:lang:ru-Cyrl-RU,46448618.246373,3,3,0,true
reference_common,edition-target:lang:pnb-Arab-PK,36024100.642004,4,4,0,true
reference_common,edition-target:lang:bn-Beng-IN,34913533.724338,5,5,0,true
reference_common,edition-target:lang:mr-Deva-IN,30057657.191011,6,6,0,true
reference_common,edition-target:lang:te-Telu-IN,29450195.946596,7,7,0,true
reference_common,edition-target:lang:ta-Taml-IN,25007350.224270,8,8,0,true
reference_common,edition-target:lang:jv-Latn-ID,24224509.354623,9,9,0,true
reference_common,edition-target:lang:th-Thai-TH,21405474.296939,10,10,0,true
reference_common,edition-target:lang:gu-Gujr-IN,19978702.623256,11,11,0,true
reference_common,edition-target:lang:ur-Arab-IN,18413968.273249,12,14,-2,true
reference_common,edition-target:lang:bho-Deva-IN,18360854.437957,13,13,0,true
reference_common,edition-target:lang:ps-Arab-PK,17984587.814599,14,12,2,true
reference_common,edition-target:lang:kn-Knda-IN,15793219.869133,15,17,-2,true
reference_common,edition-target:lang:my-Mymr-MM,15786637.578250,16,15,1,true
reference_common,edition-target:lang:uz-Latn-UZ,15372420.000000,17,16,1,true
reference_common,edition-target:lang:sd-Arab-PK,14179280.249317,18,18,0,true
reference_common,edition-target:lang:es-Latn-US,13861133.049111,19,20,-1,true
reference_common,edition-target:lang:ary-Arab-MA,13668000.000000,20,19,1,true
reference_common,edition-target:lang:ml-Mlym-IN,12624235.695377,21,21,0,true
reference_common,edition-target:lang:or-Orya-IN,12363860.468654,22,24,-2,true
reference_common,edition-target:lang:yo-Latn-NG,11713029.285000,23,25,-2,true
reference_common,edition-target:lang:skr-Arab-PK,11688396.546002,24,22,2,true
reference_common,edition-target:lang:su-Latn-ID,11539230.470592,25,26,-1,true
reference_common,edition-target:lang:pa-Guru-IN,11305623.703180,26,28,-2,true
reference_common,edition-target:lang:om-Latn-ET,11253858.665777,27,23,4,true
reference_common,edition-target:lang:mg-Latn-MG,10608518.596950,28,27,1,true
reference_common,edition-target:lang:am-Ethi-ET,9765996.555191,29,29,0,true
reference_common,edition-target:lang:ig-Latn-NG,9760857.737500,30,30,0,true
reference_common,edition-target:lang:ur-Arab-PK,9170488.856439,31,31,0,true
reference_common,edition-target:lang:cmn-Hant-TW,8478257.184000,32,32,0,true
reference_common,edition-target:lang:nan-Hant-TW,7528993.278000,33,33,0,true
reference_common,edition-target:lang:kmr-Latn-001,7035000.000000,34,34,0,true
reference_common,edition-target:lang:km-Khmr-KH,5987039.868000,35,35,0,true
reference_common,edition-target:lang:hne-Deva-IN,5897169.435383,36,36,0,true
reference_common,edition-target:lang:zu-Latn-ZA,5698287.908964,37,37,0,true
reference_common,edition-target:lang:as-Beng-IN,5378509.194585,38,39,-1,true
reference_common,edition-target:lang:ne-Deva-NP,5259951.714000,39,38,1,true
reference_common,edition-target:lang:kk-Cyrl-KZ,5093503.614000,40,40,0,true
reference_common,edition-target:lang:mai-Deva-IN,4847400.971516,41,41,0,true
reference_common,edition-target:lang:mag-Deva-IN,4612706.900366,42,42,0,true
reference_common,edition-target:lang:ca-Latn-ES,4020000.000000,43,43,0,true
reference_common,edition-target:lang:xh-Latn-ZA,3816325.367178,44,44,0,true
reference_common,edition-target:lang:mwr-Deva-IN,2843004.657279,45,46,-1,true
reference_common,edition-target:lang:rw-Latn-RW,2794913.935800,46,45,1,true
reference_common,edition-target:lang:mad-Latn-ID,2756767.211363,47,47,0,true
reference_common,edition-target:lang:yue-Hant-HK,2544236.694000,48,48,0,true
reference_common,edition-target:lang:tk-Latn-TM,2531781.930000,49,49,0,true
reference_common,edition-target:lang:ckb-Arab-001,2463109.460000,50,51,-1,true
reference_common,edition-target:lang:so-Latn-ET,2212500.564980,51,50,1,true
reference_common,edition-target:lang:ky-Cyrl-KG,2154742.512000,52,52,0,true
reference_common,edition-target:lang:ti-Ethi-ET,1952320.775650,53,53,0,true
reference_common,edition-target:lang:gug-Latn-PY,1524502.188000,54,54,0,true
reference_common,edition-target:lang:min-Latn-ID,1505917.945215,55,56,-1,true
reference_common,edition-target:lang:ka-Geor-GE,1439920.802200,56,55,1,true
reference_common,edition-target:lang:awa-Deva-IN,1397918.101403,57,57,0,true
reference_common,edition-target:lang:bjn-Latn-ID,1299432.742325,58,60,-2,true
reference_common,edition-target:lang:mai-Deva-NP,1295400.378000,59,58,1,true
reference_common,edition-target:lang:bug-Latn-ID,1249591.486455,60,61,-1,true
reference_common,edition-target:lang:hy-Armn-AM,1223175.708600,61,59,2,true
reference_common,edition-target:lang:brh-Arab-PK,1125777.150179,62,62,0,true
reference_common,edition-target:lang:ne-Deva-IN,1062093.748695,63,63,0,true
reference_common,edition-target:lang:bho-Deva-NP,731959.590000,64,64,0,true
reference_common,edition-target:lang:pov-Latn-GW,524104.686000,65,65,0,true
reference_common,edition-target:lang:kek-GT,485452.842200,66,66,0,true
reference_common,edition-target:lang:hak-Hant-TW,479719.464000,67,67,0,true
reference_common,edition-target:lang:quc-GT,454204.630800,68,68,0,true
reference_common,edition-target:lang:mfe-Latn-MU,402858.270000,69,69,0,true
reference_common,edition-target:lang:eu-Latn-ES,376598.424000,70,70,0,true
reference_common,edition-target:lang:awa-Deva-NP,347438.952000,71,71,0,true
reference_common,edition-target:lang:yua-MX,266709.793416,72,73,-1,true
reference_common,edition-target:lang:sn-Latn-ZA,259069.636916,73,74,-1,true
reference_common,edition-target:lang:mam-GT,254330.014600,74,72,2,true
reference_common,edition-target:lang:zgh-Tfng-MA,233721.498600,75,75,0,true
reference_common,edition-target:lang:tzh-MX,202813.114510,76,76,0,true
reference_common,edition-target:lang:tzo-MX,189432.097711,77,81,-4,true
reference_common,edition-target:lang:cy-Latn-GB,187333.964407,78,79,-1,true
