language_target_id,language_target_label,language_tag,country_identity_status,country_region_subtag,stage_identity_status,stage_scope_values_json,endpoint_identity_status,candidate_identity_ready,eligible_population_measure_count,eligible_population_measure_ids_json,population_factor_status,conditional_chain_status,education_need_status,resource_gap_status,resource_evidence_locator_target_id,academic_nonoverlap_status,standardized_access_gain_status,accessible_delivery_reach_status,conditional_functional_use_status,scorer_candidate_row_ready,scorer_factor_chain_ready,rankable_now,package_intervention_ids_json,source_candidate_ids_json,missing_requirements_json
lang:kos-Latn-FM,Kosraean,kos-Latn-FM,EXACT_BCP47_REGION_IDENTITY,FM,MISSING_EXACT_CLOSED_STAGE_IDENTITY,"[""ECE–secondary; teacher education""]",MISSING_EXACT_ENDPOINT_AND_HORIZON_IDENTITY,false,1,"[""pop:02a99eee802df38698abee2d""]",LANGUAGE_POPULATION_LOCATOR_ONLY_STAGE_ENDPOINT_DENOMINATOR_MISSING,MISSING_EXPLICIT_CONDITIONAL_DENOMINATOR_CHAIN,MISSING_PUBLIC_CONDITIONAL_RATE_FOR_EXACT_COUNTRY_STAGE_ENDPOINT_DENOMINATOR,MISSING_EXACT_STAGE_SUBJECT_ROUTE_RESOURCE_AUDIT,,MISSING_PUBLIC_LOW_BASE_HIGH_NONOVERLAP_FOR_EXACT_CAPABILITY_STRATUM,MISSING_PUBLIC_LOW_BASE_HIGH_GAIN_FOR_FIXED_PACKAGE_ENDPOINT_HORIZON,MISSING_ROUTE_SPECIFIC_LOW_BASE_HIGH_REACH_FOR_EXACT_STRATUM,MISSING_ENDPOINT_SPECIFIC_LOW_BASE_HIGH_FUNCTIONAL_USE_RATE,false,false,false,"[""package:oio-fm-kos-latn""]","[""OIO_FM_KOS_LATN""]","[""documented_conditional_denominator_chain"",""exact_closed_learner_stage"",""exact_functional_access_endpoint"",""fixed_horizon_months"",""fixed_subject_or_canon_package"",""public_factor:academic_nonoverlap"",""public_factor:accessible_delivery_reach"",""public_factor:conditional_functional_use"",""public_factor:education_need"",""public_factor:resource_gap"",""public_factor:standardized_access_gain"",""stage_endpoint_compatible_population_denominator""]"
lang:ky-Cyrl-KG,Kyrgyz,ky-Cyrl-KG,EXACT_BCP47_REGION_IDENTITY,KG,MISSING_EXACT_CLOSED_STAGE_IDENTITY,"[""all_stages""]",MISSING_EXACT_ENDPOINT_AND_HORIZON_IDENTITY,false,1,"[""pop:f954ecbfa521ac0984f243a1""]",LANGUAGE_POPULATION_LOCATOR_ONLY_STAGE_ENDPOINT_DENOMINATOR_MISSING,MISSING_EXPLICIT_CONDITIONAL_DENOMINATOR_CHAIN,MISSING_PUBLIC_CONDITIONAL_RATE_FOR_EXACT_COUNTRY_STAGE_ENDPOINT_DENOMINATOR,MISSING_EXACT_STAGE_SUBJECT_ROUTE_RESOURCE_AUDIT,,MISSING_PUBLIC_LOW_BASE_HIGH_NONOVERLAP_FOR_EXACT_CAPABILITY_STRATUM,MISSING_PUBLIC_LOW_BASE_HIGH_GAIN_FOR_FIXED_PACKAGE_ENDPOINT_HORIZON,MISSING_ROUTE_SPECIFIC_LOW_BASE_HIGH_REACH_FOR_EXACT_STRATUM,MISSING_ENDPOINT_SPECIFIC_LOW_BASE_HIGH_FUNCTIONAL_USE_RATE,false,false,false,"[""package:glob-ky-cyrl-kg""]","[""glob_ky_cyrl_kg""]","[""documented_conditional_denominator_chain"",""exact_closed_learner_stage"",""exact_functional_access_endpoint"",""fixed_horizon_months"",""fixed_subject_or_canon_package"",""public_factor:academic_nonoverlap"",""public_factor:accessible_delivery_reach"",""public_factor:conditional_functional_use"",""public_factor:education_need"",""public_factor:resource_gap"",""public_factor:standardized_access_gain"",""stage_endpoint_compatible_population_denominator""]"
lang:mad-Latn-ID,Madurese,mad-Latn-ID,EXACT_BCP47_REGION_IDENTITY,ID,MISSING_EXACT_CLOSED_STAGE_IDENTITY,"[""foundational; primary; secondary; TVET; first-year bridge""]",MISSING_EXACT_ENDPOINT_AND_HORIZON_IDENTITY,false,1,"[""pop:9c716ea01474c94ecbdbc6b0""]",LANGUAGE_POPULATION_LOCATOR_ONLY_STAGE_ENDPOINT_DENOMINATOR_MISSING,MISSING_EXPLICIT_CONDITIONAL_DENOMINATOR_CHAIN,MISSING_PUBLIC_CONDITIONAL_RATE_FOR_EXACT_COUNTRY_STAGE_ENDPOINT_DENOMINATOR,MISSING_EXACT_STAGE_SUBJECT_ROUTE_RESOURCE_AUDIT,,MISSING_PUBLIC_LOW_BASE_HIGH_NONOVERLAP_FOR_EXACT_CAPABILITY_STRATUM,MISSING_PUBLIC_LOW_BASE_HIGH_GAIN_FOR_FIXED_PACKAGE_ENDPOINT_HORIZON,MISSING_ROUTE_SPECIFIC_LOW_BASE_HIGH_REACH_FOR_EXACT_STRATUM,MISSING_ENDPOINT_SPECIFIC_LOW_BASE_HIGH_FUNCTIONAL_USE_RATE,false,false,false,"[""package:sea-id-madurese-latn""]","[""SEA_ID_MADURESE_LATN""]","[""documented_conditional_denominator_chain"",""exact_closed_learner_stage"",""exact_functional_access_endpoint"",""fixed_horizon_months"",""fixed_subject_or_canon_package"",""public_factor:academic_nonoverlap"",""public_factor:accessible_delivery_reach"",""public_factor:conditional_functional_use"",""public_factor:education_need"",""public_factor:resource_gap"",""public_factor:standardized_access_gain"",""stage_endpoint_compatible_population_denominator""]"
lang:mag-Deva-IN,Magahi/Magadhi (India),mag-Deva-IN,EXACT_BCP47_REGION_IDENTITY,IN,MISSING_EXACT_CLOSED_STAGE_IDENTITY,"[""A1-A2-D-B""]",MISSING_EXACT_ENDPOINT_AND_HORIZON_IDENTITY,false,1,"[""pop:9ef36b874f6ef94a6573a71b""]",LANGUAGE_POPULATION_LOCATOR_ONLY_STAGE_ENDPOINT_DENOMINATOR_MISSING,MISSING_EXPLICIT_CONDITIONAL_DENOMINATOR_CHAIN,MISSING_PUBLIC_CONDITIONAL_RATE_FOR_EXACT_COUNTRY_STAGE_ENDPOINT_DENOMINATOR,MISSING_EXACT_STAGE_SUBJECT_ROUTE_RESOURCE_AUDIT,,MISSING_PUBLIC_LOW_BASE_HIGH_NONOVERLAP_FOR_EXACT_CAPABILITY_STRATUM,MISSING_PUBLIC_LOW_BASE_HIGH_GAIN_FOR_FIXED_PACKAGE_ENDPOINT_HORIZON,MISSING_ROUTE_SPECIFIC_LOW_BASE_HIGH_REACH_FOR_EXACT_STRATUM,MISSING_ENDPOINT_SPECIFIC_LOW_BASE_HIGH_FUNCTIONAL_USE_RATE,false,false,false,"[""package:sa-in-magahi-deva""]","[""sa_in_magahi_deva""]","[""documented_conditional_denominator_chain"",""exact_closed_learner_stage"",""exact_functional_access_endpoint"",""fixed_horizon_months"",""fixed_subject_or_canon_package"",""public_factor:academic_nonoverlap"",""public_factor:accessible_delivery_reach"",""public_factor:conditional_functional_use"",""public_factor:education_need"",""public_factor:resource_gap"",""public_factor:standardized_access_gain"",""stage_endpoint_compatible_population_denominator""]"
lang:mag-Deva-NP,Magahi/Magadhi (Nepal),mag-Deva-NP,EXACT_BCP47_REGION_IDENTITY,NP,MISSING_EXACT_CLOSED_STAGE_IDENTITY,"[""A1-A2-D-B""]",MISSING_EXACT_ENDPOINT_AND_HORIZON_IDENTITY,false,1,"[""pop:034692087acb25c6eafbc401""]",LANGUAGE_POPULATION_LOCATOR_ONLY_STAGE_ENDPOINT_DENOMINATOR_MISSING,MISSING_EXPLICIT_CONDITIONAL_DENOMINATOR_CHAIN,MISSING_PUBLIC_CONDITIONAL_RATE_FOR_EXACT_COUNTRY_STAGE_ENDPOINT_DENOMINATOR,MISSING_EXACT_STAGE_SUBJECT_ROUTE_RESOURCE_AUDIT,,MISSING_PUBLIC_LOW_BASE_HIGH_NONOVERLAP_FOR_EXACT_CAPABILITY_STRATUM,MISSING_PUBLIC_LOW_BASE_HIGH_GAIN_FOR_FIXED_PACKAGE_ENDPOINT_HORIZON,MISSING_ROUTE_SPECIFIC_LOW_BASE_HIGH_REACH_FOR_EXACT_STRATUM,MISSING_ENDPOINT_SPECIFIC_LOW_BASE_HIGH_FUNCTIONAL_USE_RATE,false,false,false,"[""package:sa-np-magahi-deva""]","[""sa_np_magahi_deva""]","[""documented_conditional_denominator_chain"",""exact_closed_learner_stage"",""exact_functional_access_endpoint"",""fixed_horizon_months"",""fixed_subject_or_canon_package"",""public_factor:academic_nonoverlap"",""public_factor:accessible_delivery_reach"",""public_factor:conditional_functional_use"",""public_factor:education_need"",""public_factor:resource_gap"",""public_factor:standardized_access_gain"",""stage_endpoint_compatible_population_denominator""]"
lang:mai-Deva-IN,Maithili (India),mai-Deva-IN,EXACT_BCP47_REGION_IDENTITY,IN,MISSING_EXACT_CLOSED_STAGE_IDENTITY,"[""A1-A2-D-B""]",MISSING_EXACT_ENDPOINT_AND_HORIZON_IDENTITY,false,1,"[""pop:3dbb0ea3594e28b76172dace""]",LANGUAGE_POPULATION_LOCATOR_ONLY_STAGE_ENDPOINT_DENOMINATOR_MISSING,MISSING_EXPLICIT_CONDITIONAL_DENOMINATOR_CHAIN,MISSING_PUBLIC_CONDITIONAL_RATE_FOR_EXACT_COUNTRY_STAGE_ENDPOINT_DENOMINATOR,MISSING_EXACT_STAGE_SUBJECT_ROUTE_RESOURCE_AUDIT,,MISSING_PUBLIC_LOW_BASE_HIGH_NONOVERLAP_FOR_EXACT_CAPABILITY_STRATUM,MISSING_PUBLIC_LOW_BASE_HIGH_GAIN_FOR_FIXED_PACKAGE_ENDPOINT_HORIZON,MISSING_ROUTE_SPECIFIC_LOW_BASE_HIGH_REACH_FOR_EXACT_STRATUM,MISSING_ENDPOINT_SPECIFIC_LOW_BASE_HIGH_FUNCTIONAL_USE_RATE,false,false,false,"[""package:sa-in-maithili-deva""]","[""sa_in_maithili_deva""]","[""documented_conditional_denominator_chain"",""exact_closed_learner_stage"",""exact_functional_access_endpoint"",""fixed_horizon_months"",""fixed_subject_or_canon_package"",""public_factor:academic_nonoverlap"",""public_factor:accessible_delivery_reach"",""public_factor:conditional_functional_use"",""public_factor:education_need"",""public_factor:resource_gap"",""public_factor:standardized_access_gain"",""stage_endpoint_compatible_population_denominator""]"
lang:mai-Deva-NP,Maithili (Nepal),mai-Deva-NP,EXACT_BCP47_REGION_IDENTITY,NP,MISSING_EXACT_CLOSED_STAGE_IDENTITY,"[""A1-A2-D-B""]",MISSING_EXACT_ENDPOINT_AND_HORIZON_IDENTITY,false,1,"[""pop:f5fe74bef65af636ea7f2c74""]",LANGUAGE_POPULATION_LOCATOR_ONLY_STAGE_ENDPOINT_DENOMINATOR_MISSING,MISSING_EXPLICIT_CONDITIONAL_DENOMINATOR_CHAIN,MISSING_PUBLIC_CONDITIONAL_RATE_FOR_EXACT_COUNTRY_STAGE_ENDPOINT_DENOMINATOR,MISSING_EXACT_STAGE_SUBJECT_ROUTE_RESOURCE_AUDIT,,MISSING_PUBLIC_LOW_BASE_HIGH_NONOVERLAP_FOR_EXACT_CAPABILITY_STRATUM,MISSING_PUBLIC_LOW_BASE_HIGH_GAIN_FOR_FIXED_PACKAGE_ENDPOINT_HORIZON,MISSING_ROUTE_SPECIFIC_LOW_BASE_HIGH_REACH_FOR_EXACT_STRATUM,MISSING_ENDPOINT_SPECIFIC_LOW_BASE_HIGH_FUNCTIONAL_USE_RATE,false,false,false,"[""package:sa-np-maithili-deva""]","[""sa_np_maithili_deva""]","[""documented_conditional_denominator_chain"",""exact_closed_learner_stage"",""exact_functional_access_endpoint"",""fixed_horizon_months"",""fixed_subject_or_canon_package"",""public_factor:academic_nonoverlap"",""public_factor:accessible_delivery_reach"",""public_factor:conditional_functional_use"",""public_factor:education_need"",""public_factor:resource_gap"",""public_factor:standardized_access_gain"",""stage_endpoint_compatible_population_denominator""]"
lang:mam-GT,Mam,mam-GT,EXACT_BCP47_REGION_IDENTITY,GT,MISSING_EXACT_CLOSED_STAGE_IDENTITY,"[""early childhood-primary-secondary-TVET-higher education-teacher education""]",MISSING_EXACT_ENDPOINT_AND_HORIZON_IDENTITY,false,1,"[""pop:56b541179f9129b8fbc7fb72""]",LANGUAGE_POPULATION_LOCATOR_ONLY_STAGE_ENDPOINT_DENOMINATOR_MISSING,MISSING_EXPLICIT_CONDITIONAL_DENOMINATOR_CHAIN,MISSING_PUBLIC_CONDITIONAL_RATE_FOR_EXACT_COUNTRY_STAGE_ENDPOINT_DENOMINATOR,MISSING_EXACT_STAGE_SUBJECT_ROUTE_RESOURCE_AUDIT,,MISSING_PUBLIC_LOW_BASE_HIGH_NONOVERLAP_FOR_EXACT_CAPABILITY_STRATUM,MISSING_PUBLIC_LOW_BASE_HIGH_GAIN_FOR_FIXED_PACKAGE_ENDPOINT_HORIZON,MISSING_ROUTE_SPECIFIC_LOW_BASE_HIGH_REACH_FOR_EXACT_STRATUM,MISSING_ENDPOINT_SPECIFIC_LOW_BASE_HIGH_FUNCTIONAL_USE_RATE,false,false,false,"[""package:amar-gtm-mam""]","[""AMAR_GTM_MAM""]","[""documented_conditional_denominator_chain"",""exact_closed_learner_stage"",""exact_functional_access_endpoint"",""fixed_horizon_months"",""fixed_subject_or_canon_package"",""public_factor:academic_nonoverlap"",""public_factor:accessible_delivery_reach"",""public_factor:conditional_functional_use"",""public_factor:education_need"",""public_factor:resource_gap"",""public_factor:standardized_access_gain"",""stage_endpoint_compatible_population_denominator""]"
lang:mgm-Latn-TL,Mambai,mgm-Latn-TL,EXACT_BCP47_REGION_IDENTITY,TL,MISSING_EXACT_CLOSED_STAGE_IDENTITY,"[""foundational; primary; Tetun bridge; health""]",MISSING_EXACT_ENDPOINT_AND_HORIZON_IDENTITY,false,1,"[""pop:f6619caf8327caf3d2a22960""]",LANGUAGE_POPULATION_LOCATOR_ONLY_STAGE_ENDPOINT_DENOMINATOR_MISSING,MISSING_EXPLICIT_CONDITIONAL_DENOMINATOR_CHAIN,MISSING_PUBLIC_CONDITIONAL_RATE_FOR_EXACT_COUNTRY_STAGE_ENDPOINT_DENOMINATOR,MISSING_EXACT_STAGE_SUBJECT_ROUTE_RESOURCE_AUDIT,,MISSING_PUBLIC_LOW_BASE_HIGH_NONOVERLAP_FOR_EXACT_CAPABILITY_STRATUM,MISSING_PUBLIC_LOW_BASE_HIGH_GAIN_FOR_FIXED_PACKAGE_ENDPOINT_HORIZON,MISSING_ROUTE_SPECIFIC_LOW_BASE_HIGH_REACH_FOR_EXACT_STRATUM,MISSING_ENDPOINT_SPECIFIC_LOW_BASE_HIGH_FUNCTIONAL_USE_RATE,false,false,false,"[""package:sea-tl-mambai""]","[""SEA_TL_MAMBAI""]","[""documented_conditional_denominator_chain"",""exact_closed_learner_stage"",""exact_functional_access_endpoint"",""fixed_horizon_months"",""fixed_subject_or_canon_package"",""public_factor:academic_nonoverlap"",""public_factor:accessible_delivery_reach"",""public_factor:conditional_functional_use"",""public_factor:education_need"",""public_factor:resource_gap"",""public_factor:standardized_access_gain"",""stage_endpoint_compatible_population_denominator""]"
lang:mi-Latn-NZ,Maori / te reo Māori,mi-Latn-NZ,EXACT_BCP47_REGION_IDENTITY,NZ,MISSING_EXACT_CLOSED_STAGE_IDENTITY,"[""ECE–tertiary; teacher and nursing education"",""all_stages""]",MISSING_EXACT_ENDPOINT_AND_HORIZON_IDENTITY,false,1,"[""pop:336d98a6d4f1f727b401fb9c""]",LANGUAGE_POPULATION_LOCATOR_ONLY_STAGE_ENDPOINT_DENOMINATOR_MISSING,MISSING_EXPLICIT_CONDITIONAL_DENOMINATOR_CHAIN,MISSING_PUBLIC_CONDITIONAL_RATE_FOR_EXACT_COUNTRY_STAGE_ENDPOINT_DENOMINATOR,MISSING_EXACT_STAGE_SUBJECT_ROUTE_RESOURCE_AUDIT,,MISSING_PUBLIC_LOW_BASE_HIGH_NONOVERLAP_FOR_EXACT_CAPABILITY_STRATUM,MISSING_PUBLIC_LOW_BASE_HIGH_GAIN_FOR_FIXED_PACKAGE_ENDPOINT_HORIZON,MISSING_ROUTE_SPECIFIC_LOW_BASE_HIGH_REACH_FOR_EXACT_STRATUM,MISSING_ENDPOINT_SPECIFIC_LOW_BASE_HIGH_FUNCTIONAL_USE_RATE,false,false,false,"[""package:glob-mi-latn-nz"",""package:oio-nz-mi-latn""]","[""OIO_NZ_MI_LATN"",""glob_mi_latn_nz""]","[""documented_conditional_denominator_chain"",""exact_closed_learner_stage"",""exact_functional_access_endpoint"",""fixed_horizon_months"",""fixed_subject_or_canon_package"",""public_factor:academic_nonoverlap"",""public_factor:accessible_delivery_reach"",""public_factor:conditional_functional_use"",""public_factor:education_need"",""public_factor:resource_gap"",""public_factor:standardized_access_gain"",""stage_endpoint_compatible_population_denominator""]"
lang:mic-CA,Mi’kmaq,mic-CA,EXACT_BCP47_REGION_IDENTITY,CA,MISSING_EXACT_CLOSED_STAGE_IDENTITY,"[""early childhood-primary-secondary-TVET-higher education-teacher education""]",MISSING_EXACT_ENDPOINT_AND_HORIZON_IDENTITY,false,1,"[""pop:634692347a0d69feca4158b9""]",LANGUAGE_POPULATION_LOCATOR_ONLY_STAGE_ENDPOINT_DENOMINATOR_MISSING,MISSING_EXPLICIT_CONDITIONAL_DENOMINATOR_CHAIN,MISSING_PUBLIC_CONDITIONAL_RATE_FOR_EXACT_COUNTRY_STAGE_ENDPOINT_DENOMINATOR,MISSING_EXACT_STAGE_SUBJECT_ROUTE_RESOURCE_AUDIT,,MISSING_PUBLIC_LOW_BASE_HIGH_NONOVERLAP_FOR_EXACT_CAPABILITY_STRATUM,MISSING_PUBLIC_LOW_BASE_HIGH_GAIN_FOR_FIXED_PACKAGE_ENDPOINT_HORIZON,MISSING_ROUTE_SPECIFIC_LOW_BASE_HIGH_REACH_FOR_EXACT_STRATUM,MISSING_ENDPOINT_SPECIFIC_LOW_BASE_HIGH_FUNCTIONAL_USE_RATE,false,false,false,"[""package:amar-can-mikmaq""]","[""AMAR_CAN_MIKMAQ""]","[""documented_conditional_denominator_chain"",""exact_closed_learner_stage"",""exact_functional_access_endpoint"",""fixed_horizon_months"",""fixed_subject_or_canon_package"",""public_factor:academic_nonoverlap"",""public_factor:accessible_delivery_reach"",""public_factor:conditional_functional_use"",""public_factor:education_need"",""public_factor:resource_gap"",""public_factor:standardized_access_gain"",""stage_endpoint_compatible_population_denominator""]"
lang:min-Latn-ID,Minangkabau,min-Latn-ID,EXACT_BCP47_REGION_IDENTITY,ID,MISSING_EXACT_CLOSED_STAGE_IDENTITY,"[""foundational; primary bridge; secondary; agriculture/business TVET""]",MISSING_EXACT_ENDPOINT_AND_HORIZON_IDENTITY,false,1,"[""pop:bb1f9c37fb86a780512196e9""]",LANGUAGE_POPULATION_LOCATOR_ONLY_STAGE_ENDPOINT_DENOMINATOR_MISSING,MISSING_EXPLICIT_CONDITIONAL_DENOMINATOR_CHAIN,MISSING_PUBLIC_CONDITIONAL_RATE_FOR_EXACT_COUNTRY_STAGE_ENDPOINT_DENOMINATOR,MISSING_EXACT_STAGE_SUBJECT_ROUTE_RESOURCE_AUDIT,,MISSING_PUBLIC_LOW_BASE_HIGH_NONOVERLAP_FOR_EXACT_CAPABILITY_STRATUM,MISSING_PUBLIC_LOW_BASE_HIGH_GAIN_FOR_FIXED_PACKAGE_ENDPOINT_HORIZON,MISSING_ROUTE_SPECIFIC_LOW_BASE_HIGH_REACH_FOR_EXACT_STRATUM,MISSING_ENDPOINT_SPECIFIC_LOW_BASE_HIGH_FUNCTIONAL_USE_RATE,false,false,false,"[""package:sea-id-minangkabau-latn""]","[""SEA_ID_MINANGKABAU_LATN""]","[""documented_conditional_denominator_chain"",""exact_closed_learner_stage"",""exact_functional_access_endpoint"",""fixed_horizon_months"",""fixed_subject_or_canon_package"",""public_factor:academic_nonoverlap"",""public_factor:accessible_delivery_reach"",""public_factor:conditional_functional_use"",""public_factor:education_need"",""public_factor:resource_gap"",""public_factor:standardized_access_gain"",""stage_endpoint_compatible_population_denominator""]"
lang:mkz-Latn-TL,Makasae,mkz-Latn-TL,EXACT_BCP47_REGION_IDENTITY,TL,MISSING_EXACT_CLOSED_STAGE_IDENTITY,"[""foundational; primary; Tetun bridge; health""]",MISSING_EXACT_ENDPOINT_AND_HORIZON_IDENTITY,false,1,"[""pop:607c7246ca92e1c71804bcec""]",LANGUAGE_POPULATION_LOCATOR_ONLY_STAGE_ENDPOINT_DENOMINATOR_MISSING,MISSING_EXPLICIT_CONDITIONAL_DENOMINATOR_CHAIN,MISSING_PUBLIC_CONDITIONAL_RATE_FOR_EXACT_COUNTRY_STAGE_ENDPOINT_DENOMINATOR,MISSING_EXACT_STAGE_SUBJECT_ROUTE_RESOURCE_AUDIT,,MISSING_PUBLIC_LOW_BASE_HIGH_NONOVERLAP_FOR_EXACT_CAPABILITY_STRATUM,MISSING_PUBLIC_LOW_BASE_HIGH_GAIN_FOR_FIXED_PACKAGE_ENDPOINT_HORIZON,MISSING_ROUTE_SPECIFIC_LOW_BASE_HIGH_REACH_FOR_EXACT_STRATUM,MISSING_ENDPOINT_SPECIFIC_LOW_BASE_HIGH_FUNCTIONAL_USE_RATE,false,false,false,"[""package:sea-tl-makasae""]","[""SEA_TL_MAKASAE""]","[""documented_conditional_denominator_chain"",""exact_closed_learner_stage"",""exact_functional_access_endpoint"",""fixed_horizon_months"",""fixed_subject_or_canon_package"",""public_factor:academic_nonoverlap"",""public_factor:accessible_delivery_reach"",""public_factor:conditional_functional_use"",""public_factor:education_need"",""public_factor:resource_gap"",""public_factor:standardized_access_gain"",""stage_endpoint_compatible_population_denominator""]"
lang:ml-Mlym-IN,Malayalam,ml-Mlym-IN,EXACT_BCP47_REGION_IDENTITY,IN,MISSING_EXACT_CLOSED_STAGE_IDENTITY,"[""A2-B-C-D"",""all_stages""]",MISSING_EXACT_ENDPOINT_AND_HORIZON_IDENTITY,false,1,"[""pop:b8c01a4124e6739102ae7d98""]",LANGUAGE_POPULATION_LOCATOR_ONLY_STAGE_ENDPOINT_DENOMINATOR_MISSING,MISSING_EXPLICIT_CONDITIONAL_DENOMINATOR_CHAIN,MISSING_PUBLIC_CONDITIONAL_RATE_FOR_EXACT_COUNTRY_STAGE_ENDPOINT_DENOMINATOR,MISSING_EXACT_STAGE_SUBJECT_ROUTE_RESOURCE_AUDIT,,MISSING_PUBLIC_LOW_BASE_HIGH_NONOVERLAP_FOR_EXACT_CAPABILITY_STRATUM,MISSING_PUBLIC_LOW_BASE_HIGH_GAIN_FOR_FIXED_PACKAGE_ENDPOINT_HORIZON,MISSING_ROUTE_SPECIFIC_LOW_BASE_HIGH_REACH_FOR_EXACT_STRATUM,MISSING_ENDPOINT_SPECIFIC_LOW_BASE_HIGH_FUNCTIONAL_USE_RATE,false,false,false,"[""package:lang-ml-mlym-in:general""]","[""glob_ml_mlym_in"",""sa_in_malayalam_mlym""]","[""documented_conditional_denominator_chain"",""exact_closed_learner_stage"",""exact_functional_access_endpoint"",""fixed_horizon_months"",""fixed_subject_or_canon_package"",""public_factor:academic_nonoverlap"",""public_factor:accessible_delivery_reach"",""public_factor:conditional_functional_use"",""public_factor:education_need"",""public_factor:resource_gap"",""public_factor:standardized_access_gain"",""stage_endpoint_compatible_population_denominator""]"
lang:moe-CA,Innu-Aimun,moe-CA,EXACT_BCP47_REGION_IDENTITY,CA,MISSING_EXACT_CLOSED_STAGE_IDENTITY,"[""early childhood-primary-secondary-TVET-higher education-teacher education""]",MISSING_EXACT_ENDPOINT_AND_HORIZON_IDENTITY,false,1,"[""pop:1698830a17c6f59ef42306e5""]",LANGUAGE_POPULATION_LOCATOR_ONLY_STAGE_ENDPOINT_DENOMINATOR_MISSING,MISSING_EXPLICIT_CONDITIONAL_DENOMINATOR_CHAIN,MISSING_PUBLIC_CONDITIONAL_RATE_FOR_EXACT_COUNTRY_STAGE_ENDPOINT_DENOMINATOR,MISSING_EXACT_STAGE_SUBJECT_ROUTE_RESOURCE_AUDIT,,MISSING_PUBLIC_LOW_BASE_HIGH_NONOVERLAP_FOR_EXACT_CAPABILITY_STRATUM,MISSING_PUBLIC_LOW_BASE_HIGH_GAIN_FOR_FIXED_PACKAGE_ENDPOINT_HORIZON,MISSING_ROUTE_SPECIFIC_LOW_BASE_HIGH_REACH_FOR_EXACT_STRATUM,MISSING_ENDPOINT_SPECIFIC_LOW_BASE_HIGH_FUNCTIONAL_USE_RATE,false,false,false,"[""package:amar-can-innu-aimun""]","[""AMAR_CAN_INNU_AIMUN""]","[""documented_conditional_denominator_chain"",""exact_closed_learner_stage"",""exact_functional_access_endpoint"",""fixed_horizon_months"",""fixed_subject_or_canon_package"",""public_factor:academic_nonoverlap"",""public_factor:accessible_delivery_reach"",""public_factor:conditional_functional_use"",""public_factor:education_need"",""public_factor:resource_gap"",""public_factor:standardized_access_gain"",""stage_endpoint_compatible_population_denominator""]"
lang:mop-GT,Mopan,mop-GT,EXACT_BCP47_REGION_IDENTITY,GT,MISSING_EXACT_CLOSED_STAGE_IDENTITY,"[""early childhood-primary-secondary-TVET-higher education-teacher education""]",MISSING_EXACT_ENDPOINT_AND_HORIZON_IDENTITY,false,1,"[""pop:3bc919afd6ce7daa63dbb910""]",LANGUAGE_POPULATION_LOCATOR_ONLY_STAGE_ENDPOINT_DENOMINATOR_MISSING,MISSING_EXPLICIT_CONDITIONAL_DENOMINATOR_CHAIN,MISSING_PUBLIC_CONDITIONAL_RATE_FOR_EXACT_COUNTRY_STAGE_ENDPOINT_DENOMINATOR,MISSING_EXACT_STAGE_SUBJECT_ROUTE_RESOURCE_AUDIT,,MISSING_PUBLIC_LOW_BASE_HIGH_NONOVERLAP_FOR_EXACT_CAPABILITY_STRATUM,MISSING_PUBLIC_LOW_BASE_HIGH_GAIN_FOR_FIXED_PACKAGE_ENDPOINT_HORIZON,MISSING_ROUTE_SPECIFIC_LOW_BASE_HIGH_REACH_FOR_EXACT_STRATUM,MISSING_ENDPOINT_SPECIFIC_LOW_BASE_HIGH_FUNCTIONAL_USE_RATE,false,false,false,"[""package:amar-gtm-mopan""]","[""AMAR_GTM_MOPAN""]","[""documented_conditional_denominator_chain"",""exact_closed_learner_stage"",""exact_functional_access_endpoint"",""fixed_horizon_months"",""fixed_subject_or_canon_package"",""public_factor:academic_nonoverlap"",""public_factor:accessible_delivery_reach"",""public_factor:conditional_functional_use"",""public_factor:education_need"",""public_factor:resource_gap"",""public_factor:standardized_access_gain"",""stage_endpoint_compatible_population_denominator""]"
