sentinel_id,target_label,expected_edition_target_id,expected_language_tag,script_or_mode,territory_or_community,sentinel_class,minimum_lane,presence_status,matched_target_ids,matched_context_strata,current_rank_status,current_direct_person_ranks,why_required,preferred_evidence_action,publication_disposition,row_sha256
S052,Kirundi,edition-target:lang:rn-Latn-BI,rn-Latn-BI,Latin,Burundi,LARGE_LANGUAGE,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:rn-Latn-BI,,EXACT_TARGET_UNRANKED,,National language with broad reach,Measure stage and subject scarcity,VISIBLE_UNRANKED_EVIDENCE_PRIORITY_OR_NEGATIVE_CONTROL,B1C4653B24B5D045E610D175DBC9A8F4BC871B18CB20891B286D88C1893C0B88
S053,Lingala — DRC,edition-target:lang:ln-Latn-CD,ln-Latn-CD,Latin,Democratic Republic of the Congo,LARGE_LANGUAGE,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:ln-Latn-CD,,EXACT_TARGET_UNRANKED,,Major regional bridge language,Do not substitute French exposure for Lingala educational comfort,VISIBLE_UNRANKED_EVIDENCE_PRIORITY_OR_NEGATIVE_CONTROL,DFA32D1C90971AD8EE6528F4207E90C560C9E05919F9AAADC9E2A7C2DBBBF468
S054,French — DRC exposure context,edition-target:regional:fr-Latn-CD-exposure,fr-Latn-CD,Latin,Democratic Republic of the Congo,LARGE_CONTEXT,MANDATORY_CONTEXT,PRESENT_CONTEXT_STRATUM_NO_EXACT_EDITION_TARGET,,fr-Latn-CD-education-exposure-2025,CONTEXT_ONLY,,Very large official-language exposure ceiling with unknown academic comfort,Keep as context until tested or directly reported proficiency evidence exists,VISIBLE_MANDATORY_CONTEXT_AND_VALUE_OF_INFORMATION_LANE,FD0E44B47D79BF78A6F60BA3B914FD9264D07AC13FD85629A543D98FE4E1BD7E
S055,Zulu,edition-target:lang:zu-Latn-ZA,zu-Latn-ZA,Latin,South Africa,LARGE_LANGUAGE,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:zu-Latn-ZA,,DIRECT_PERSON_RANKED,37,Major national language,Use exact language and stage evidence,VISIBLE_DIRECT_PERSON_LANE_PLUS_STAGE_SUBJECT_PROFILE,2971231AC7D25BECE0F0423CA6B9107ABEEE56D6D00FF5EC133B00396D0959E4
S056,Xhosa,edition-target:lang:xh-Latn-ZA,xh-Latn-ZA,Latin,South Africa,LARGE_LANGUAGE,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:xh-Latn-ZA,,DIRECT_PERSON_RANKED,44,Major national language,Use exact language and stage evidence,VISIBLE_DIRECT_PERSON_LANE_PLUS_STAGE_SUBJECT_PROFILE,1B115511B74A680C167728E5DD531A354C7BB98F289D45FA1D9886FB4902881F
S057,Shona,edition-target:lang:sn-Latn-ZW,sn-Latn-ZW,Latin,Zimbabwe,LARGE_LANGUAGE,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:sn-Latn-ZW,,EXACT_TARGET_UNRANKED,,Major national language,Use exact language and stage evidence,VISIBLE_UNRANKED_EVIDENCE_PRIORITY_OR_NEGATIVE_CONTROL,C93960DC5A4EF9B739A2F65E152872CAA1D1189EB55B2B2E9D0D7BB4DC925401
S058,Chichewa,edition-target:lang:ny-Latn-MW,ny-Latn-MW,Latin,Malawi,LARGE_LANGUAGE,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:ny-Latn-MW,,EXACT_TARGET_UNRANKED,,Major national and regional language,Use exact language and stage evidence,VISIBLE_UNRANKED_EVIDENCE_PRIORITY_OR_NEGATIVE_CONTROL,FBDA067A0DC7D53A7164644CD77955EBADF01F83541B4FCEF18AE58E47CF1E3F
S059,Egyptian Arabic,edition-target:lang:arz-Arab-EG,arz-Arab-EG,Arabic,Egypt,LARGE_LANGUAGE,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:arz-Arab-EG,,EXACT_TARGET_UNRANKED,,Very large spoken variety whose educational relation to MSA is nontrivial,Keep spoken comprehension and written MSA access separate,VISIBLE_UNRANKED_EVIDENCE_PRIORITY_OR_NEGATIVE_CONTROL,14B0D76FD743DCB3B5276E621D2A1BA4699A12CE1F77B721507DF175339B2E30
S060,Moroccan Arabic,edition-target:lang:ary-Arab-MA,ary-Arab-MA,Arabic,Morocco,LARGE_LANGUAGE,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:ary-Arab-MA,,DIRECT_PERSON_RANKED,19,Large spoken variety,Keep Darija and MSA educational functions separate,VISIBLE_DIRECT_PERSON_LANE_PLUS_STAGE_SUBJECT_PROFILE,453BC3DEB4B2D3E8107F92464C0BE1460EE0954811A4CE4BBEA4364C46778950
S061,Algerian Arabic,edition-target:lang:arq-Arab-DZ,arq-Arab-DZ,Arabic,Algeria,LARGE_LANGUAGE,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:arq-Arab-DZ,,EXACT_TARGET_UNRANKED,,Large spoken variety,Keep spoken and formal Arabic functions separate,VISIBLE_UNRANKED_EVIDENCE_PRIORITY_OR_NEGATIVE_CONTROL,E21CB0C1D5F43AF80C04DA9C6870C67E274C7E5AAFCB0410D09646573E4B1DFD
S062,North Levantine Arabic,edition-target:lang:apc-Arab-001,apc-Arab-001,Arabic,Levant,LARGE_LANGUAGE,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:apc-Arab-001,,EXACT_TARGET_UNRANKED,,Large cross-border spoken variety,Do not apply one refugee cohort count to all speakers,VISIBLE_UNRANKED_EVIDENCE_PRIORITY_OR_NEGATIVE_CONTROL,04DA1D3C93ED95872D1220A141377FD17F876F62C1EF0FF825E8CFF6ED8C2533
S063,Iraqi Arabic,edition-target:lang:acm-Arab-IQ,acm-Arab-IQ,Arabic,Iraq,LARGE_LANGUAGE,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:acm-Arab-IQ,,EXACT_TARGET_UNRANKED,,Large spoken variety,Use exact territorial evidence and MSA overlap research,VISIBLE_UNRANKED_EVIDENCE_PRIORITY_OR_NEGATIVE_CONTROL,9BA615D4EAC25B7D2B5FFF925955BAB566376DA51A401769E2B7560DF69C99DA
S064,Sudanese Arabic,edition-target:lang:apd-Arab-SD,apd-Arab-SD,Arabic,Sudan,LARGE_LANGUAGE,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:apd-Arab-SD,,EXACT_TARGET_UNRANKED,,Large spoken variety amid displacement,Separate resident language need from displacement portfolio,VISIBLE_UNRANKED_EVIDENCE_PRIORITY_OR_NEGATIVE_CONTROL,0291A35BB8643C4851003755A43C75E50637021E1E432F26730378D5DFAB0C37
S065,Modern Standard Arabic,edition-target:lang:ar-Arab-001,ar-Arab-001,Arabic,Arabic-using education systems,LARGE_BRIDGE,MANDATORY_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:ar-Arab-001,,EXACT_TARGET_UNRANKED,,Major learned written bridge with no defensible native-speaker denominator,Model territory and stage-specific functional comprehension rather than family-wide population,VISIBLE_UNRANKED_EVIDENCE_PRIORITY_OR_NEGATIVE_CONTROL,DA51235D7165F60224D367317AF772D0F19F5AA954FC63FD2CCA933B1868AF71
S066,Tamazight — Morocco,edition-target:lang:zgh-Tfng-MA,zgh-Tfng-MA,Tifinagh,Morocco,MINORITIZED_LARGE,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:zgh-Tfng-MA,,DIRECT_PERSON_RANKED,75,Official standardized Amazigh language with major access implications,Keep named varieties and Arabic/French overlap explicit,VISIBLE_DIRECT_PERSON_LANE_PLUS_STAGE_SUBJECT_PROFILE,6A6239356C9D8458267219866806E5BD23821458BE85731A1DD0FD2F5CE27FF1
S067,Algerian Amazigh varieties,edition-target:lang:unresolved-algerian-amazigh-varieties,,Latin Tifinagh and Arabic arms must be separately identified,Algeria,UNRESOLVED_MACRO,MANDATORY_CONTEXT,MISSING_EXACT_TARGET,,,NO_TARGET_OR_CONTEXT_RECORD,,Official Tamazight status does not make Kabyle Chaoui Mozabite Tuareg and other varieties one language,Create exact variety and script targets before population binding,UNRANKED_EVIDENCE_NEEDED_ADD_EXACT_TARGET,26005C9E657A79C31B91DE1B150385144FB5258596339ADBE7826F44D32C0916
S068,Spanish — Latin America,edition-target:lang:es-Latn-419,es-Latn-419,Latin,Latin America,LARGE_LANGUAGE,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:es-Latn-419,,EXACT_TARGET_UNRANKED,,Very large educational language,Use country and stage-specific scarcity rather than assuming universal rich provision,VISIBLE_UNRANKED_EVIDENCE_PRIORITY_OR_NEGATIVE_CONTROL,A84EDE892445BE66CAAA972152FB651837052001D8FC06D4E2FA27AF3A5CC8ED
S069,Spanish — Spain,edition-target:lang:es-Latn-ES,es-Latn-ES,Latin,Spain,LARGE_LANGUAGE,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:es-Latn-ES,,EXACT_TARGET_UNRANKED,,Large educational language and negative-control candidate,Research actual open-material sufficiency rather than infer it,VISIBLE_UNRANKED_EVIDENCE_PRIORITY_OR_NEGATIVE_CONTROL,C33015D4EB84B04BF00CAFBB9AC4FF12A79F7DCC7AA2C048606EE34C81853DA4
S070,Portuguese — Brazil,edition-target:lang:pt-Latn-BR,pt-Latn-BR,Latin,Brazil,LARGE_LANGUAGE,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:pt-Latn-BR,,EXACT_TARGET_UNRANKED,,Very large educational language,Use stage subject accessibility and open-resource evidence,VISIBLE_UNRANKED_EVIDENCE_PRIORITY_OR_NEGATIVE_CONTROL,4091D790580BC8181739DB017E6D1718EB25DB8B94C9396C3E8BD10C8540D3A0
S071,Portuguese — Portugal,edition-target:lang:pt-Latn-PT,pt-Latn-PT,Latin,Portugal,LARGE_LANGUAGE,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:pt-Latn-PT,,EXACT_TARGET_UNRANKED,,Large educational standard and negative-control candidate,Research actual gaps rather than infer them from income,VISIBLE_UNRANKED_EVIDENCE_PRIORITY_OR_NEGATIVE_CONTROL,DF6A2B75C020FFC07D92E079CCBD976A206AE2CBDCC0E8BA002B5C490C7B3217
S072,French — France,edition-target:lang:fr-Latn-FR,fr-Latn-FR,Latin,France,LARGE_LANGUAGE,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:fr-Latn-FR,,EXACT_TARGET_UNRANKED,,Large educational and research language,Use actual stage and subject scarcity as a negative control or priority basis,VISIBLE_UNRANKED_EVIDENCE_PRIORITY_OR_NEGATIVE_CONTROL,F533627ADB943A109ACADF0FCCEFE402DE6686A4C37618C2CC455D63ADA64C4C
S073,French — West and Central African education contexts,edition-target:regional:fr-Latn-Africa-exposure,fr-Latn-002,Latin,West and Central Africa,LARGE_CONTEXT,MANDATORY_CONTEXT,PRESENT_BASE_LANGUAGE_ONLY_EXACT_TERRITORY_SCRIPT_OR_STANDARD_PROFILE_MISSING,edition-target:lang:fr-Latn-001;edition-target:lang:fr-Latn-FR;edition-target:supplement:fr-Latn-CD-education-exposure-2025,,EXACT_TARGET_UNRANKED,,Large official-schooling bridge with highly variable comfortable comprehension,Keep country-specific exposure and local-language alternatives visible,VISIBLE_UNRANKED_EVIDENCE_PRIORITY_OR_NEGATIVE_CONTROL,5EE0BB3F770C39B19A3DFA806EEA902F40CCBC9623FF4351F135F9849C2EA428
S074,English — United States home-language stratum,edition-target:regional:en-Latn-US-home-2023,en-Latn-US,Latin,United States,LARGE_CONTEXT,MANDATORY_CONTEXT,PRESENT_CONTEXT_STRATUM_NO_EXACT_EDITION_TARGET,,en-Latn-US-home-2023,CONTEXT_ONLY,,Large direct official home-language measure but not proof of complete educational access,Use as context and stage-specific negative control,VISIBLE_MANDATORY_CONTEXT_AND_VALUE_OF_INFORMATION_LANE,A71BDA808759DA31059896ECD0A19A8B379E9B756A81136FCDC663BA6B5A4C28
S075,English — India reported L1 L2 L3,edition-target:regional:en-Latn-IN-reported-L123-2011,en-Latn-IN,Latin,India,LARGE_CONTEXT,MANDATORY_CONTEXT,PRESENT_CONTEXT_STRATUM_NO_EXACT_EDITION_TARGET,,en-Latn-IN-reported-L123-2011,CONTEXT_ONLY,,Large reported-language exposure measure but not tested academic proficiency,Keep outside direct comfortable-reader ranking,VISIBLE_MANDATORY_CONTEXT_AND_VALUE_OF_INFORMATION_LANE,468A5EEA4A7D98234D57A1BB802B9D2D1FFB8870A10650BA7F5853CF41D9579F
S076,English — Nigeria exposure ceiling,edition-target:regional:en-Latn-NG-exposure,en-Latn-NG,Latin,Nigeria,LARGE_CONTEXT,MANDATORY_CONTEXT,PRESENT_CONTEXT_STRATUM_NO_EXACT_EDITION_TARGET,,en-Latn-NG-education-exposure-2025,CONTEXT_ONLY,,Large official-language territory where proficiency is unmeasured,Do not treat national population as English users,VISIBLE_MANDATORY_CONTEXT_AND_VALUE_OF_INFORMATION_LANE,20E00AD6448FBC46A05A5F3F0513F4FD61382D8FDF0D086B442EAD969C785247
S077,English — Pakistan exposure ceiling,edition-target:regional:en-Latn-PK-exposure,en-Latn-PK,Latin,Pakistan,LARGE_CONTEXT,MANDATORY_CONTEXT,PRESENT_CONTEXT_STRATUM_NO_EXACT_EDITION_TARGET,,en-Latn-PK-education-exposure-2023,CONTEXT_ONLY,,Large official-language territory where proficiency is unmeasured,Do not treat national population as English users,VISIBLE_MANDATORY_CONTEXT_AND_VALUE_OF_INFORMATION_LANE,93AF67E41DFEECA3418C79237A0F5CECB4FDDDF211867265D66967763959FBEC
S078,English — Philippines exposure ceiling,edition-target:regional:en-Latn-PH-exposure,en-Latn-PH,Latin,Philippines,LARGE_CONTEXT,MANDATORY_CONTEXT,PRESENT_CONTEXT_STRATUM_NO_EXACT_EDITION_TARGET,,en-Latn-PH-education-exposure-2024,CONTEXT_ONLY,,Large official-language territory where proficiency is unmeasured,Do not treat national population as English users,VISIBLE_MANDATORY_CONTEXT_AND_VALUE_OF_INFORMATION_LANE,FB7D2CDB2A2CAB73EF66F43B7620F8D194CA6B05DE2F040487A2BEB6E58CAADC
S079,German,edition-target:lang:de-Latn-DE,de-Latn-DE,Latin,Germany,LARGE_LANGUAGE,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:de-Latn-DE,,EXACT_TARGET_UNRANKED,,Large educational and research language and negative-control candidate,Research subject and accessibility gaps rather than infer sufficiency,VISIBLE_UNRANKED_EVIDENCE_PRIORITY_OR_NEGATIVE_CONTROL,21C4B8B780BFBF21811321260F2CB05E3977C6A89CB2DC30CE913FE752736F70
S080,Italian,edition-target:lang:it-Latn-IT,it-Latn-IT,Latin,Italy,LARGE_LANGUAGE,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:it-Latn-IT,,EXACT_TARGET_UNRANKED,,Major national language silently absent in the current authority,Add exact candidate and direct/context evidence,VISIBLE_UNRANKED_EVIDENCE_PRIORITY_OR_NEGATIVE_CONTROL,3BEBBD6E7DD8DE4B9B95B70A6233A419A16555DD80A7FBC01F42A5333F807887
S081,Polish,edition-target:lang:pl-Latn-PL,pl-Latn-PL,Latin,Poland,LARGE_LANGUAGE,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:pl-Latn-PL,,EXACT_TARGET_UNRANKED,,Major national language silently absent in the current authority,Add exact candidate and direct/context evidence,VISIBLE_UNRANKED_EVIDENCE_PRIORITY_OR_NEGATIVE_CONTROL,89730B20FEFD3432D3B5DA8FF731F8BA938C23A5FFA849AB8140AA4BF3A71413
S082,Dutch,edition-target:lang:nl-Latn-NL,nl-Latn-NL,Latin,Netherlands,LARGE_LANGUAGE,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:nl-Latn-NL,,EXACT_TARGET_UNRANKED,,Major national language silently absent in the current authority,Add exact candidate and direct/context evidence,VISIBLE_UNRANKED_EVIDENCE_PRIORITY_OR_NEGATIVE_CONTROL,1141A201FC26D279D3843F27E64203029C0BC7EC4DB46D01CDFB37411CD471E9
S083,Romanian,edition-target:lang:ro-Latn-RO,ro-Latn-RO,Latin,Romania,LARGE_LANGUAGE,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:ro-Latn-RO,,EXACT_TARGET_UNRANKED,,Major national language silently absent in the current authority,Add exact candidate and direct/context evidence,VISIBLE_UNRANKED_EVIDENCE_PRIORITY_OR_NEGATIVE_CONTROL,C26A37B08591EE4ED4CCDBEB0264B56EFF87971B5B7B312EA7BE7A5A6E8032E0
S084,Greek,edition-target:lang:el-Grek-GR,el-Grek-GR,Greek,Greece,LARGE_LANGUAGE,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:el-Grek-GR,,EXACT_TARGET_UNRANKED,,Major national language silently absent in the current authority,Add exact candidate and direct/context evidence,VISIBLE_UNRANKED_EVIDENCE_PRIORITY_OR_NEGATIVE_CONTROL,D52604DC15EC0C8FE1AAC85D3EBB134C0AF28AF56685C47964D3D50702DD92A4
S085,Serbian — Cyrillic,edition-target:lang:sr-Cyrl-RS,sr-Cyrl-RS,Cyrillic,Serbia,LARGE_LANGUAGE,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:sr-Cyrl-RS,,EXACT_TARGET_UNRANKED,,Major national standard with script-specific delivery,Model Latin arm as nonadditive script access,VISIBLE_UNRANKED_EVIDENCE_PRIORITY_OR_NEGATIVE_CONTROL,186B6AE89610C238E10D3EF8339DE9C9E9C261B66DF2FB0F6714F05F01ADC8B8
S086,Serbian — Latin,edition-target:lang:sr-Latn-RS,sr-Latn-RS,Latin,Serbia,SCRIPT_ACCESS,STRUCTURAL_OR_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:sr-Latn-RS,,EXACT_TARGET_UNRANKED,,Script-specific arm of Serbian,Do not duplicate Serbian population,VISIBLE_UNRANKED_EVIDENCE_PRIORITY_OR_NEGATIVE_CONTROL,9E7D13242CB1F6BD148BA650B678C9B0292C4B64729764E5E3D9758DA59F7114
S087,Croatian,edition-target:lang:hr-Latn-HR,hr-Latn-HR,Latin,Croatia,LARGE_LANGUAGE,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:hr-Latn-HR,,EXACT_TARGET_UNRANKED,,National standard absent from the current authority,Add exact candidate and research shared-production versus separate-reader needs,VISIBLE_UNRANKED_EVIDENCE_PRIORITY_OR_NEGATIVE_CONTROL,DD0A0D448251B75A452EA67A328144481E5748A81B32D0044EC10D94903A472C
S088,Bosnian,edition-target:lang:bs-Latn-BA,bs-Latn-BA,Latin,Bosnia and Herzegovina,LARGE_LANGUAGE,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:bs-Latn-BA,,EXACT_TARGET_UNRANKED,,National standard absent from the current authority,Add exact candidate and research shared-production versus separate-reader needs,VISIBLE_UNRANKED_EVIDENCE_PRIORITY_OR_NEGATIVE_CONTROL,59871B7847A5FC0FEE93B6222A95FB192CE7FD9042961743FCA2C65FDDADEE52
S089,Hungarian,edition-target:lang:hu-Latn-HU,hu-Latn-HU,Latin,Hungary,LARGE_LANGUAGE,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:hu-Latn-HU,,EXACT_TARGET_UNRANKED,,Major non-Indo-European European language,Add exact candidate and evidence,VISIBLE_UNRANKED_EVIDENCE_PRIORITY_OR_NEGATIVE_CONTROL,5C7CEF29DC29B29DED4A35AA4FED13A7D6C2E15358712F4B0CFABF599048A3F3
S090,Czech,edition-target:lang:cs-Latn-CZ,cs-Latn-CZ,Latin,Czechia,LARGE_LANGUAGE,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:cs-Latn-CZ,,EXACT_TARGET_UNRANKED,,Major national language,Add exact candidate and evidence,VISIBLE_UNRANKED_EVIDENCE_PRIORITY_OR_NEGATIVE_CONTROL,FD3947FC1CD61BDE69CE31BCF5146AFE84CCB0E21629473089521895FAD959B7
S091,Slovak,edition-target:lang:sk-Latn-SK,sk-Latn-SK,Latin,Slovakia,LARGE_LANGUAGE,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:sk-Latn-SK,,EXACT_TARGET_UNRANKED,,Major national language,Add exact candidate and evidence,VISIBLE_UNRANKED_EVIDENCE_PRIORITY_OR_NEGATIVE_CONTROL,FFC652E12A9CCCF59AEE36CD1838DE6F4F982B153A56916F4F008DFC6E432679
S092,Danish,edition-target:lang:da-Latn-DK,da-Latn-DK,Latin,Denmark,LARGE_LANGUAGE,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:da-Latn-DK,,EXACT_TARGET_UNRANKED,,National language and negative-control candidate,Research actual subject and accessibility gaps,VISIBLE_UNRANKED_EVIDENCE_PRIORITY_OR_NEGATIVE_CONTROL,BF99CAE6E29D80818D38CF3C67685AB517A9F20681A836919E19D8DAF5969429
S093,Swedish,edition-target:lang:sv-Latn-SE,sv-Latn-SE,Latin,Sweden,LARGE_LANGUAGE,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:sv-Latn-SE,,EXACT_TARGET_UNRANKED,,National language and negative-control candidate,Research actual subject and accessibility gaps,VISIBLE_UNRANKED_EVIDENCE_PRIORITY_OR_NEGATIVE_CONTROL,8C9670C8D403991789FED09CDB59D63F8F61175724F9D725FD3B199698CEC2BB
S094,Norwegian Bokmål,edition-target:lang:nb-Latn-NO,nb-Latn-NO,Latin,Norway,LARGE_LANGUAGE,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:nb-Latn-NO,,EXACT_TARGET_UNRANKED,,Major written standard,Keep Nynorsk as a separate production and access arm,VISIBLE_UNRANKED_EVIDENCE_PRIORITY_OR_NEGATIVE_CONTROL,E4C0766288E71951E54D4B76BF4945060CAD480E0CBA53906BFFDB133B74E21D
S095,Norwegian Nynorsk,edition-target:lang:nn-Latn-NO,nn-Latn-NO,Latin,Norway,MINORITIZED_STANDARD,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:nn-Latn-NO,,EXACT_TARGET_UNRANKED,,Official written standard with distinct educational-access implications,Do not treat Bokmål availability as complete coverage,VISIBLE_UNRANKED_EVIDENCE_PRIORITY_OR_NEGATIVE_CONTROL,6CA14A5702C6A8EB372FF80024061022BCA8DA170C6E1D33C97C5735370C3314
S096,Finnish,edition-target:lang:fi-Latn-FI,fi-Latn-FI,Latin,Finland,LARGE_LANGUAGE,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:fi-Latn-FI,,EXACT_TARGET_UNRANKED,,Major national language,Add exact candidate and evidence,VISIBLE_UNRANKED_EVIDENCE_PRIORITY_OR_NEGATIVE_CONTROL,DDD1DA4A370B31BB6781422470AE26FB6571F8975576617AFAF6A69F4F2D32BA
S097,Standard Ukrainian — Ukraine,edition-target:lang:uk-Cyrl-UA,uk-Cyrl-UA,Cyrillic,Ukraine,LARGE_LANGUAGE,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:uk-Cyrl-UA,,EXACT_TARGET_UNRANKED,,Large national language currently represented only by a displacement cohort,Add resident-language candidate separately from displaced learner portfolio,VISIBLE_UNRANKED_EVIDENCE_PRIORITY_OR_NEGATIVE_CONTROL,62062F91ACE80361BB07724CE4B7F10764FEB55EB0152D9B59A71D3BE6698E29
S098,Turkish,edition-target:lang:tr-Latn-TR,tr-Latn-TR,Latin,Türkiye,LARGE_LANGUAGE,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:tr-Latn-TR,,EXACT_TARGET_UNRANKED,,Large national and regional language,Use direct population and stage-specific evidence,VISIBLE_UNRANKED_EVIDENCE_PRIORITY_OR_NEGATIVE_CONTROL,DBEA3C6A3899CFF64DDB4FE49C046DDB7C142CA7A9DE9AF60596D2AAE73CAB6C
S099,Persian — Iran,edition-target:lang:fa-Arab-IR,fa-Arab-IR,Perso-Arabic,Iran,LARGE_LANGUAGE,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:fa-Arab-IR,,EXACT_TARGET_UNRANKED,,Large national and academic language,Keep Dari and Tajik separate,VISIBLE_UNRANKED_EVIDENCE_PRIORITY_OR_NEGATIVE_CONTROL,A561CCCDD36354BA1C42CAE8A24CE1B067750381F452E8713C291BF3890AFA03
S100,Dari,edition-target:lang:prs-Arab-AF,prs-Arab-AF,Perso-Arabic,Afghanistan,LARGE_LANGUAGE,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:prs-Arab-AF,,EXACT_TARGET_UNRANKED,,Large national variety amid displacement,Separate resident-language and displacement portfolios,VISIBLE_UNRANKED_EVIDENCE_PRIORITY_OR_NEGATIVE_CONTROL,037815B7BCF490061F567BC5F07963D830B88E795727B49D716513596500F984
S101,Pashto — Afghanistan,edition-target:lang:ps-Arab-AF,ps-Arab-AF,Perso-Arabic,Afghanistan,LARGE_LANGUAGE,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:ps-Arab-AF,,EXACT_TARGET_UNRANKED,,Large national language amid displacement,Separate resident-language and displacement portfolios,VISIBLE_UNRANKED_EVIDENCE_PRIORITY_OR_NEGATIVE_CONTROL,4465D2AED36751721A7F07724E9EA0EB682F0CD7F535E113774E4F4386429B6D
S102,Sorani Kurdish,edition-target:lang:ckb-Arab-001,ckb-Arab-001,Perso-Arabic,Iraq Iran and diaspora,STATELESS_CROSS_BORDER,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:ckb-Arab-001,,DIRECT_PERSON_RANKED,51,Large stateless cross-border language,Use territory-specific evidence and separate scripts,VISIBLE_DIRECT_PERSON_LANE_PLUS_STAGE_SUBJECT_PROFILE,9290B8EF16A004DC8C6310599F90AB21A732EA6D659CAA8EDD5F0D69745F97CA
S103,Kurmanji Kurdish,edition-target:lang:kmr-Latn-001,kmr-Latn-001,Latin with Cyrillic and Arabic arms separately tagged,Türkiye Syria Iraq Caucasus and diaspora,STATELESS_CROSS_BORDER,DIRECT_OR_EXPLICIT_CONTEXT,PRESENT_EXACT_TARGET,edition-target:lang:kmr-Latn-001,,DIRECT_PERSON_RANKED,34,Large stateless cross-border language,Use territory and script-specific evidence,VISIBLE_DIRECT_PERSON_LANE_PLUS_STAGE_SUBJECT_PROFILE,CAE780308AFE95416D3C1D4AEDE9F33930032B4932DE5215B6B0440E375B83E1
