target_id,language_tag,language_names_json,script_orthography_json,territories_json,language_mode,identity_exactness,identity_only_not_access_evidence,target_row_hash
lang:moe-CA,moe-CA,"[""Innu-Aimun""]","[""Community-specific Innu Latin orthography""]","[""Canada; Innu-Aimun communities, including urban/reclamation learners""]",written_or_multimodal,EXACT_TARGET_IDENTITY,1,d6e66889994b8c224051a9acd8781da5bd59a067d3ed5b73b32b81307eef5362
lang:mop-GT,mop-GT,"[""Mopan""]","[""ALMG-standard Latin orthography for Mopan""]","[""Guatemala; ALMG language communities""]",written_or_multimodal,EXACT_TARGET_IDENTITY,1,e1a67253460f05b79ed2fd8d5d171ec666a47e9fbcd3788055a2e826c9fdbfc6
lang:mr-Deva-IN,mr-Deva-IN,"[""Marathi""]","[""Devanagari"",""Devanagari Marathi""]","[""India"",""India; especially Maharashtra""]",written_or_multimodal,EXACT_TARGET_IDENTITY,1,30fa38960d4f36abdcafd22a1eca976876214643744e2941ce3deffb9faa7350
lang:mrl-Latn-FM,mrl-Latn-FM,"[""Mortlockese""]","[""Mortlockese Latin orthography""]","[""Federated States of Micronesia; Mortlockese-using communities""]",written_or_multimodal,EXACT_TARGET_IDENTITY,1,81ba92a45828ff7dc451149c96c5a51c3190323988f86a2112446f47847aec53
lang:mwr-Deva-IN,mwr-Deva-IN,"[""Marwari""]","[""Devanagari""]","[""India; Rajasthan and adjoining communities""]",written_or_multimodal,EXACT_TARGET_IDENTITY,1,1b6ace4df8347389006dccf6e29b117fbb3f43ced2b7b25e87a99776f879c553
lang:my-Mymr-MM,my-Mymr-MM,"[""Burmese"",""Burmese / Myanmar language""]","[""Myanmar"",""Myanmar script; standard Burmese educational register""]","[""Myanmar"",""Myanmar; Burmese-using households and learners""]",written_or_multimodal,EXACT_TARGET_IDENTITY,1,3896b00341020bd91beaac158f8f35e5cdc3537038555480b0cb5a54577719c3
lang:na-Latn-NR,na-Latn-NR,"[""Nauruan / dorerin Naoero""]","[""Nauruan Latin orthography""]","[""Nauru; Nauruan-speaking children ages 5\u201314""]",written_or_multimodal,EXACT_TARGET_IDENTITY,1,4441b4ac40dad65fea8e1aa7ac274673e60704897b07c1c12ad84f50ba5984c1
lang:nav-US,nav-US,"[""Din\u00e9 Bizaad / Navajo""]","[""Standard Din\u00e9 Latin orthography""]","[""United States; Din\u00e9 Bizaad / Navajo communities and urban/reclamation learners""]",written_or_multimodal,EXACT_TARGET_IDENTITY,1,58ad82e3f8525d2bcd4a0fe1be3b024eab7ea82b9706c3407d43caf7aca69223
lang:ne-Deva-IN,ne-Deva-IN,"[""Nepali (India jurisdiction pack)""]","[""Devanagari""]","[""India; Nepali-speaking communities""]",written_or_multimodal,EXACT_TARGET_IDENTITY,1,046589323e2513d11f3c2955d1440cab85d7458c3615924d225cc8b918ce9c7e
lang:ne-Deva-NP,ne-Deva-NP,"[""Nepali (Nepal standard)""]","[""Devanagari""]","[""Nepal""]",written_or_multimodal,EXACT_TARGET_IDENTITY,1,b4668c034c393a570d307d1dce9962ce84e25536d3ebbe9af3a33b91829adbc5
lang:nen-Latn-NC,nen-Latn-NC,"[""Nengone""]","[""Nengone Latin orthography""]","[""New Caledonia; Nengone-using communities""]",written_or_multimodal,EXACT_TARGET_IDENTITY,1,901eb27ea799c187e6ace6833628752f9d70937dde1a4270f0dd432a9cbe913c
lang:nio-RU,nio-RU,"[""Nganasan""]","[""Cyrillic; exact Nganasan standard/local variety required""]","[""Russian Arctic and sub-Arctic; Nganasan communities""]",written_or_multimodal,EXACT_TARGET_IDENTITY,1,44db51e0405ec17cf9293239a06e67b77f0c3468677eefc7327f0f4c3e467395
lang:nsk-CA,nsk-CA,"[""Naskapi""]","[""Naskapi syllabics and local Roman support""]","[""Canada; Naskapi communities, including urban/reclamation learners""]",written_or_multimodal,EXACT_TARGET_IDENTITY,1,293ef2974825e85500ecccf2c50e897ae5399ec82403a739e801be8368ccfc5c
lang:nzs-NZ,nzs-NZ,"[""New Zealand Sign Language""]","[""Visual-manual; no ordinary script""]","[""New Zealand""]",signed,EXACT_TARGET_IDENTITY,1,5a0e359f4dd509b0aa0a63fa0fe582657645bf55ec2f1745aedc30add6294777
lang:ojs-CA,ojs-CA,"[""Oji-Cree / Anishininiimowin""]","[""Community syllabics and/or Roman orthography""]","[""Canada; Oji-Cree / Anishininiimowin communities, including urban/reclamation learners""]",written_or_multimodal,EXACT_TARGET_IDENTITY,1,b155c2a448f7537061b8462d535af71d3d38660ca4e5bc8f037a52f2e7c39af7
lang:ojw-CA,ojw-CA,"[""Saulteau / Western Ojibway""]","[""Community Roman and/or syllabic orthography""]","[""Canada; Saulteau / Western Ojibway communities, including urban/reclamation learners""]",written_or_multimodal,EXACT_TARGET_IDENTITY,1,008c24c296979a121397403a2d1e7a42616d5f082fcbd694920e47a33938616b
lang:or-Orya-IN,or-Orya-IN,"[""Odia"",""Odia (raw standard return)""]","[""Odia"",""Odia script""]","[""India"",""India; especially Odisha""]",written_or_multimodal,EXACT_TARGET_IDENTITY,1,80983f458af7966df3f990904ce09213d35bf45af16cc76cbb02117cc7a75d66
lang:otw-CA,otw-CA,"[""Daawaamwin / Odawa""]","[""Community Odawa Latin orthography""]","[""Canada; Daawaamwin / Odawa communities, including urban/reclamation learners""]",written_or_multimodal,EXACT_TARGET_IDENTITY,1,5d6c71592086f39a8e664bce46689d400c3f7af69eca66aaff608638beab7220
lang:pa-Guru-IN,pa-Guru-IN,"[""Eastern Punjabi"",""Punjabi (India standard)""]","[""Gurmukhi""]","[""India"",""India; especially Punjab""]",written_or_multimodal,EXACT_TARGET_IDENTITY,1,68a9f28c2cb497053357e746e19070fe29523f4d61656027119f9f8b593aea75
lang:pau-Latn-PW,pau-Latn-PW,"[""Palauan""]","[""Palauan Latin orthography""]","[""Palau; Palauan-language communities""]",written_or_multimodal,EXACT_TARGET_IDENTITY,1,7181384dfb725bfcf3db5190d8950b48a0f1d64a92c4baf062c31142c7d87b4d
lang:pis-Latn-SB,pis-Latn-SB,"[""Solomon Islands Pijin""]","[""Solomon Islands Pijin Latin orthography""]","[""Solomon Islands; Pijin-first and Pijin-supported learners""]",written_or_multimodal,EXACT_TARGET_IDENTITY,1,ce6285510b0a7bef26478c70f1316fd418f6d83371bda861d6a821fec6633639
lang:pnb-Arab-PK,pnb-Arab-PK,"[""Punjabi (Pakistan standard)"",""Western Punjabi""]","[""Arabic, Shahmukhi"",""Shahmukhi; Perso-Arabic right-to-left""]","[""Pakistan"",""Pakistan; Punjabi-speaking communities""]",written_or_multimodal,EXACT_TARGET_IDENTITY,1,90fdf11b0432f308c9db230e6f2ebd37aee10b0b2a43c0cf444ccdb7ba861d5a
lang:poc-GT,poc-GT,"[""Poqomam""]","[""ALMG-standard Latin orthography for Poqomam""]","[""Guatemala; ALMG language communities""]",written_or_multimodal,EXACT_TARGET_IDENTITY,1,687d49df55698ff1fea231522e659c80d10705b379514dae578cda3747380739
lang:poh-GT,poh-GT,"[""Poqomchi\u2019""]","[""ALMG-standard Latin orthography for Poqomchi\u2019""]","[""Guatemala; ALMG language communities""]",written_or_multimodal,EXACT_TARGET_IDENTITY,1,8b0c4c08405a8304e173798d434e29828aa83c4d4432c735357594d0d3b0c45f
lang:pon-Latn-FM,pon-Latn-FM,"[""Pohnpeian""]","[""Pohnpeian Latin orthography""]","[""Federated States of Micronesia; Pohnpeian-using communities""]",written_or_multimodal,EXACT_TARGET_IDENTITY,1,fe12027e774c6591e4cc2ae9b1496ce5322cfb3f11c48c98abf9ebe50df0acd2
lang:pqm-CA,pqm-CA,"[""Wolastoqewi""]","[""Community Latin orthography""]","[""Canada; Wolastoqewi communities, including urban/reclamation learners""]",written_or_multimodal,EXACT_TARGET_IDENTITY,1,6c242cf7ae18211e950f39d3bf932a0788a3cf0824084d6a940029b9682dc71f
lang:pri-Latn-NC,pri-Latn-NC,"[""Paic\u00ee""]","[""Paic\u00ee Latin orthography with diacritics""]","[""New Caledonia; Paic\u00ee-using communities""]",written_or_multimodal,EXACT_TARGET_IDENTITY,1,67623f993cebda53cd77d6c40de6aabc3ab164c5f7c7af4427980429e4f2844f
lang:prl-PE,prl-PE,"[""Peruvian Sign Language"",""Peruvian Sign Language / Lengua de Se\u00f1as Peruana""]","[""Visual-manual; no ordinary script"",""Visual-manual; no primary written script; pair with written Spanish""]","[""Peru"",""Peru; LSP-using Deaf communities""]",signed,EXACT_TARGET_IDENTITY,1,91ce41b403237537631896503fcb557325b0d0585acc4e84107bfeeec16dfb50
lang:ps-Arab-PK,ps-Arab-PK,"[""Pashto (Pakistan curriculum pack)""]","[""Pakistan Pashto Arabic-derived right-to-left""]","[""Pakistan; especially Khyber Pakhtunkhwa and Balochistan""]",written_or_multimodal,EXACT_TARGET_IDENTITY,1,f1c82b5a0bb79c5a77cf976c45c2ad9d5c1d6414f111bc7f10d94585da63f0d0
lang:quc-GT,quc-GT,"[""K\u2019iche\u2019""]","[""ALMG-standard Latin orthography for K\u2019iche\u2019""]","[""Guatemala; ALMG language communities""]",written_or_multimodal,EXACT_TARGET_IDENTITY,1,7cae431dfebc98e5fa2eb2c53c471dedf48123fe61952815dc30a3caca1c5904
lang:quc-Latn-GT,quc-Latn-GT,"[""K'iche'""]","[""Latin""]","[""Guatemala""]",written_or_multimodal,EXACT_TARGET_IDENTITY,1,45c9b36d2819015da5fd0292cffcf64bdd468e9ad3631272e6a1e3c8273e128a
lang:qum-GT,qum-GT,"[""Sipakapense""]","[""ALMG-standard Latin orthography for Sipakapense""]","[""Guatemala; ALMG language communities""]",written_or_multimodal,EXACT_TARGET_IDENTITY,1,7ba1b03132d4c21f7341cefbef59fe2367ff84d988f68734a95e63a9402d9076
lang:quv-GT,quv-GT,"[""Sakapulteko""]","[""ALMG-standard Latin orthography for Sakapulteko""]","[""Guatemala; ALMG language communities""]",written_or_multimodal,EXACT_TARGET_IDENTITY,1,acedab9c27a803e0b143df717796f6c3f07357389b9f163098b23fb9d289c0f1
lang:rop-Latn-AU,rop-Latn-AU,"[""Australian Kriol""]","[""Australian Kriol Latin orthography""]","[""Australia; Kriol-speaking communities""]",written_or_multimodal,EXACT_TARGET_IDENTITY,1,71c996cc8f57a151792fe7fdfe71ae2298d773efb318ff84a324c10f3432d7b5
lang:sd-Arab-PK,sd-Arab-PK,"[""Sindhi (Pakistan standard)""]","[""Sindhi Arabic-derived right-to-left""]","[""Pakistan; especially Sindh""]",written_or_multimodal,EXACT_TARGET_IDENTITY,1,2603f6a5ca60460a7cc025d8db77878dd76722040c40566d756ba399f70a287d
lang:shp-PE,shp-PE,"[""Shipibo-Konibo""]","[""Official Latin Shipibo-Konibo alphabet""]","[""Peru; Shipibo-Konibo communities""]",written_or_multimodal,EXACT_TARGET_IDENTITY,1,b17f00aa021018b11b889472bfce7085ca78e04543e3454f3e52698afb857044
lang:skr-Arab-PK,skr-Arab-PK,"[""Saraiki""]","[""Saraiki Perso-Arabic right-to-left""]","[""Pakistan; especially South Punjab""]",written_or_multimodal,EXACT_TARGET_IDENTITY,1,ec7314f28e2a1025dd031d0d0d182ce3833f79aa9466659b5b99f52cab00edc2
lang:sm-Latn-AS,sm-Latn-AS,"[""Samoan""]","[""Samoan Latin orthography with macrons and \u02bbokina""]","[""American Samoa; Samoan home-language households""]",written_or_multimodal,EXACT_TARGET_IDENTITY,1,ca6abcc4548170618c3769380edb22401989275b75621335a07ba483c712840c
lang:sn-Latn-ZA,sn-Latn-ZA,"[""Shona""]","[""Latin; South Africa migrant-service terminology""]","[""South Africa""]",written_or_multimodal,EXACT_TARGET_IDENTITY,1,9d2fcf697bfb5c2e8425aba339a0d13b97d51a184cde02574cd23ffc627d500e
lang:su-Latn-ID,su-Latn-ID,"[""Sundanese""]","[""Latin"",""Modern Latin orthography; locale-tagged audio""]","[""Indonesia"",""Indonesia; Sundanese daily home users age 5+""]",written_or_multimodal,EXACT_TARGET_IDENTITY,1,0d789b7c8ec2de6a405c4e46bc9e352a7f3264c382f40bffc860b6549ce34228
lang:ta-Taml-IN,ta-Taml-IN,"[""Tamil"",""Tamil (India standard)""]","[""Tamil"",""Tamil script; Indian Tamil orthography""]","[""India"",""India; especially Tamil Nadu""]",written_or_multimodal,EXACT_TARGET_IDENTITY,1,dbd4275ba37d14515731d24ca42a63e6cc5020ae97b8446e038ec177414c8ea8
lang:tca-BR,tca-BR,"[""Tik\u00fana""]","[""Latin; community-approved Tik\u00fana orthography""]","[""Brazil; Tik\u00fana communities""]",written_or_multimodal,EXACT_TARGET_IDENTITY,1,2eee8e61f3a8cfd4511866c6b66a8626bd4c95bb66fb2ca2b118198e439b2b5b
lang:tcs-Latn-AU,tcs-Latn-AU,"[""Yumplatok / Torres Strait Creole""]","[""Yumplatok Latin orthography""]","[""Australia; Torres Strait Islands statistical area""]",written_or_multimodal,EXACT_TARGET_IDENTITY,1,44d18e534b8fa07d040b8f7cface3656953526533193a9565f689564d20c8b73
lang:te-Telu-IN,te-Telu-IN,"[""Telugu""]","[""Telugu"",""Telugu script""]","[""India"",""India; Andhra Pradesh and Telangana""]",written_or_multimodal,EXACT_TARGET_IDENTITY,1,a22e79bf37768da3a5a0715f689e58243c66a20a7396ec0546083ee74b73abe4
lang:tet-Latn-TL,tet-Latn-TL,"[""Tetun Prasa""]","[""Standardized Latin orthography""]","[""Timor-Leste; Tetun Prasa L1 community and wider national users""]",written_or_multimodal,EXACT_TARGET_IDENTITY,1,1b0cb297fc1cd2be4c24c76a2e497f5552e7097593be1c0d4947250a8341724f
lang:tk-Latn-TM,tk-Latn-TM,"[""Turkmen""]","[""Latin""]","[""Turkmenistan""]",written_or_multimodal,EXACT_TARGET_IDENTITY,1,55795dcb6e9b96fa2be6706f7270bf539fdd2333abe3464bac91393eaed51110
lang:tkd-Latn-TL,tkd-Latn-TL,"[""Tokodede""]","[""Latin-based orthography""]","[""Timor-Leste; Tokodede L1 communities""]",written_or_multimodal,EXACT_TARGET_IDENTITY,1,e82837ced21baa63d0157cb3c8231bb6706f5609575a212ec32ee566b41fc4d8
lang:tzh-MX,tzh-MX,"[""Tseltal""]","[""Official Latin Tseltal orthography""]","[""Mexico""]",written_or_multimodal,EXACT_TARGET_IDENTITY,1,dc82ded7d0a6f56808a58bbc6fc954fa2293f8a8bc2d23d2b1418130ccc2b89f
lang:tzo-MX,tzo-MX,"[""Tsotsil""]","[""Latin; community and official Tsotsil conventions""]","[""Mexico""]",written_or_multimodal,EXACT_TARGET_IDENTITY,1,8a62a19ad1f93e030ab5c88042467322cc2371068531294baec98b50747af5bb
lang:ulk-Latn-AU,ulk-Latn-AU,"[""Meriam Mir""]","[""Meriam Mir Latin orthography""]","[""Australia; eastern Torres Strait""]",written_or_multimodal,EXACT_TARGET_IDENTITY,1,20623201009475518fa453e7df82f4cb746f5445c26b02f606ab87da93a3f122
lang:ur-Arab-IN,ur-Arab-IN,"[""Urdu"",""Urdu (India standard)""]","[""Arabic, Nastaliq style"",""Nastaliq; Perso-Arabic right-to-left""]","[""India"",""India; Urdu-speaking communities""]",written_or_multimodal,EXACT_TARGET_IDENTITY,1,eece67c9fd79997b92ea7bd4046a885768d07f1f84ee6ee1ebc9a1022b0c0ad9
lang:ur-Arab-PK,ur-Arab-PK,"[""Urdu"",""Urdu (Pakistan standard)""]","[""Arabic, Nastaliq style"",""Nastaliq; Perso-Arabic right-to-left""]","[""Pakistan""]",written_or_multimodal,EXACT_TARGET_IDENTITY,1,620b5f568996a0c5446ec8849b25bbec63f8ff29c3ec92c76c019e9d19f2e285
lang:uz-Latn-UZ,uz-Latn-UZ,"[""Uzbek""]","[""Latin""]","[""Uzbekistan""]",written_or_multimodal,EXACT_TARGET_IDENTITY,1,343df19cc2d2c9ad374fe684051dcd7792a6a0304d96290196668aa97d1a5120
lang:woe-Latn-FM,woe-Latn-FM,"[""Woleaian""]","[""Woleaian Latin orthography""]","[""Federated States of Micronesia; Woleaian-using communities""]",written_or_multimodal,EXACT_TARGET_IDENTITY,1,21a1249a5c658ed8d2b47951b746704732b16c3d63486ba1fa60fa53e02b1d87
lang:yap-Latn-FM,yap-Latn-FM,"[""Yapese""]","[""Yapese Latin orthography""]","[""Federated States of Micronesia; Yapese-using communities""]",written_or_multimodal,EXACT_TARGET_IDENTITY,1,d276083747f4b65fdd9fc1694ad98b650a4d0c4d337782a01f0ae02b26294d2f
lang:yo-Latn-NG,yo-Latn-NG,"[""Standard Yoruba"",""Yoruba""]","[""Latin"",""Latin with full tone marks and underdots; unmarked input accepted only for search""]","[""Nigeria""]",written_or_multimodal,EXACT_TARGET_IDENTITY,1,f9b79b8ccb0dcf72e7c9079283a35cb1d591e6f453ef3d0bbe9bd1101c9f391a
lang:yua-MX,yua-MX,"[""Maayat\u2019aan / Yucatec Maya""]","[""Official Latin Maayat\u2019aan orthography""]","[""Mexico""]",written_or_multimodal,EXACT_TARGET_IDENTITY,1,0d285d175c9fa0153c0208ba0e6555dd61b6ab76d2acd8bac17fba01f353f98c
lang:yue-Hant-HK,yue-Hant-HK,"[""Cantonese (Yue)""]","[""Traditional Han""]","[""Hong Kong""]",written_or_multimodal,EXACT_TARGET_IDENTITY,1,5f70d8106dd36cc6f91b9a3b33d40747b3ede7629e0aee42edcfef68d5d8a6a3
lang:zh-Hans-CX,zh-Hans-CX,"[""Mandarin Chinese""]","[""Simplified Chinese characters; Pinyin support""]","[""Christmas Island; Mandarin home-language community""]",written_or_multimodal,EXACT_TARGET_IDENTITY,1,f582b68b015f8441ee5b4b2207f835b8846c79d7c98491a359402406bf4fcd41
lang:zun-US,zun-US,"[""Zuni""]","[""Community Zuni Latin orthography""]","[""United States; Zuni communities and urban/reclamation learners""]",written_or_multimodal,EXACT_TARGET_IDENTITY,1,5082b820e18bbe9c6885a121c6b40340f873305aa5744bc85465c11144d34f1e
