benchmark_profile_id,flores_code,language_code,script_code,profile_measurement_kind,profile_match_scope,aligned_sentences,tokenization_measurement_set_sha256,direct_measurement_row_hash,profile_row_hash,profile_set_hash
flores:fon_Latn,fon_Latn,fon,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,2bb59ac289feddb9236a30d3d93d1bf2a90a1c7749a57c12d2e4080eaec7320e,81de13fbfe187b282dd5356974f56097a26cd39f96b76ff8212e8226eb0387cb,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:fra_Latn,fra_Latn,fra,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,2e41b76d94d84921d0af85c37f5fa75c90cff8ed8f2beb3e70df7180da178092,b5e5bc78b023c453fc4a81853e79d5db4c0e9edb63191560dd9a79dabea30c10,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:fur_Latn,fur_Latn,fur,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,704d5cfa79c2ffe4bae2bdc4b723b343e996660440f80e8cacdfb35810eeacb7,67f7bc782bbe56adf81dfc7735a08d6a2e6a905ca8f4a4ab4d9c55016701d4bb,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:fuv_Latn,fuv_Latn,fuv,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,1f22030c89c6c713604c1d6587cb6e37282254c8c5d75386c0ef891c060458b4,a4bcaa2ee7122fd2a9ee5678b507cfa72ff4e41d8be378bc60491ce7fb9c4185,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:gaz_Latn,gaz_Latn,gaz,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,94d12478226fdea14cdcd57968f6720ca48a1ba2654a950f088c0c64a8e4cb6a,848151905e863eb53f0a5eee90e6895f03a6968351e5146cea07d89266bf58c0,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:gla_Latn,gla_Latn,gla,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,03ec6980ea1565c05d6401a1fd504b8af8d0e374b6292ce43d1f30859646d39e,1d496565adaae87448defe5260f79a0ea84b38b723a32f124c7aac77bab81471,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:gle_Latn,gle_Latn,gle,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,2209f8ed8892ca5330ab86259114617cb30a51369671d6d6e12b98f936479bf0,4dd001ed95f9111cc06b4d6659a67f395472984e974d7a36a0559b1515ff9843,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:glg_Latn,glg_Latn,glg,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,9d10acd1064019026c3a4a49275fffae4f4badbbf9228230e05d8cf8807c9fa5,dbea89e141fb76dcfd999a7b633e6c5a29c42440b40c04813480bd29e09dabb6,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:grn_Latn,grn_Latn,grn,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,3bcc502a11c39cbdc5117bc6430dde66d261fdb9b97a03220362332198fdf2c8,2fc3ab22a55cade5090b69a849ff229358b34054fd508fd2412729a4a8fb9aa3,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:guj_Gujr,guj_Gujr,guj,Gujr,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,99b254be635e337a78d0b774d7068726249035f7a93a5cfb996c50eac229bbe1,29efaaaf8904e87b2a57502c8243efcc6036a1eb468585f74a5cd9e5d9b887a8,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:hat_Latn,hat_Latn,hat,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,99fb17fde6842458a2152dcb0dec2ec54dc0107ce52f75fd40e0d8231dad05bf,3ae10c28e86e419cfb5167d658fe61a07c5e0cdda781189d647f202ee11c21ee,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:hau_Latn,hau_Latn,hau,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,f6490f0a32fa5d1abc9b5565191d62026c902d33131866bdecfd5458432b4108,d0fde7506ce8c6b1e6511b3701cd63cccdf86198e4db1d061558e97c3969126b,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:heb_Hebr,heb_Hebr,heb,Hebr,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,0411798fae7d563f9c9bcaaa293a1d96375cccf122422f4d9cae1700b8cfa502,1e95f273580967f06174ac3445647451ebbcee506977522ef0b3a2d2ba8d3d57,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:hin_Deva,hin_Deva,hin,Deva,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a7f591b80bb9ad9dccb1ab551235ad52f7e0d14af579096d48baa09450114229,5b4124ffb75b6481aa4e098fdd0dd37ea50e215cb49fe32206b92dd3771d54c4,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:hne_Deva,hne_Deva,hne,Deva,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,d0eb3711af583117cf6ea720df27b867417bb9c23c48aaa5ef96418679ad7521,a6d520b42756eebf93f0ef36ecb27cd542162f526c97d3a4435d77632dbceb2f,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:hrv_Latn,hrv_Latn,hrv,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a3019a94eb7faa3734614d5683ba72c69868061b0235ed986582988747d736c9,8b33c90ada8e32ef9a8741c463b1018bc15ee0cdfc4e3a82584fd1330203cc27,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:hun_Latn,hun_Latn,hun,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,8e7dfb37f742e429a6b8f876167edb9e6ca01bfcf5ed57f10f7010e18677123f,cf351cd6654a8386e84293ff6e01a0923ed28c00ebe367a734c7a3f29946ad26,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:hye_Armn,hye_Armn,hye,Armn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,6908d9540125ce96efdefebb79e17b4a332fb9bc8f1c00a20dcf8b81c5dc170b,16401d5ade15c995ac3dc58a68dd25df7d93550c2608430209ad9d7bc069bea5,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:ibo_Latn,ibo_Latn,ibo,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,101832af83255631d6643f03728616b4b58ee7433036c2d4b1cb1ec82783fcc4,158d58fe3b455a2265aeb1288a5ffdc6bbf975eab4b62f4c8ff90581bc71ed91,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:ilo_Latn,ilo_Latn,ilo,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,dff416b632b57d470f80d7143fedda635d3d28269582cd69a22216b5fcf116f2,ac952d748d960e2c5c538ec2ab692339ea7f82949232095434c464ff3c1566b2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:ind_Latn,ind_Latn,ind,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,63a07e8c5fe34618e0fa148dabe78032d194e276d136ab2ad86a490de547ddb0,9668e5f7e532d15eea075b7c03d89473444c5ede41efd9cc3bdda935667bc743,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:isl_Latn,isl_Latn,isl,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,38e8beab6bbfbcb62e651d7c089b04e29e8bdaccbe192cef06b7e4d410f66d5b,b59e70965bdc3641492382b4ceaba2d0300c900d1dceebb69d1136a9cd036a55,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:ita_Latn,ita_Latn,ita,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,f725556632f5f139eb2e8a31b279f01153574d5af613f31620d17d8ca6d59757,1aa4fba97398f9d89c22a26836e57ed90e15190011282883bf430f5034ba632c,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:jav_Latn,jav_Latn,jav,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,671a11f00b097ae23942571059734748dbaa678c5bb44001bb31dd814ce4ea3b,3e2b581df5d96f948082a4077ad164c4c636014fc017670c0e2030134ac12f6a,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:jpn_Jpan,jpn_Jpan,jpn,Jpan,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,6d8ee2d3f23e2d6c2531d0efecfdff32aca4002eaa0725e981869d7f9f2225a8,b02c387d6bfc897c30e8222fc6b386448b0c045a90904808e979da4a305e137b,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:kab_Latn,kab_Latn,kab,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,1d759724f1efb9244fe19b9f33f1aac4342ba86e2a8e5c09ebdb61e8bdcd59fd,be53c8253dcccb86e30b07b51691e2c33736f2a15f3e919b4c30f37fb75d2512,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:kac_Latn,kac_Latn,kac,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,87ca152dbc15bc54dff2674d8ea8aa8162aa3e459abf323e10e08bd6e1f7ad93,3f61b2025ce2b220d0887f765a9cd2607bd1e54f616186a0b28582325b0a00d1,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:kam_Latn,kam_Latn,kam,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,5d46236036a632227de69ea9ad6c190a6cbf01db14fff28224811a54fc47dc5d,ec6e0b54dab2eff3d78e41aa67891999d13baeb66d00449038f9bb48f9222e4c,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:kan_Knda,kan_Knda,kan,Knda,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,4e66d174efd94c9f4a03d5ebe1c624fd50b7a4ceec04d99c09ee90ccf2edbdc6,a67192b31e1bb2733f91ab8fa6115d0b579a998597303ac2a3360e84c0620631,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:kas_Arab,kas_Arab,kas,Arab,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,23518979be109fe3d7d01f933dbdf084f6761c1508027dc50f307687ff8114c3,9525f28310d1642cf1c46c1553d69250580939f4fb17c9d1e1c0848a1d3a2e18,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:kas_Deva,kas_Deva,kas,Deva,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,f848215f74735070c12e8bc23f4ff4a6dd86bedab9d6b92060689976f2e2a731,88988242dba36980ddc9be3872ea3668461a2cca85ac270ba24a1e060d8f4c28,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:kat_Geor,kat_Geor,kat,Geor,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,4f5932a1441fecbcea2d000715ff25a929973f44f2c181cfe9ad60eeb41a0bf9,99bfffcb4a5d2f8ba1195a809e465a2f4451ae5efd0f4c9b3503fd3453424e7e,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:kaz_Cyrl,kaz_Cyrl,kaz,Cyrl,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,46c1de160840c4c066d6fb7149fa82a04f4aa6cd6f08ec15e181aa3ab0017b8f,cbde7572fdadc9ccb6088591e52d2442e50be9d350e774ead8c39e7f53cf8514,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:kbp_Latn,kbp_Latn,kbp,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,8519ab20e318d2bf6d0fb20df73945bdb68d68d51363560dabf221de830648ed,74e75d3cf421eed24e61f24d3382c812f8b9b5771f1c22a531973b6c2b99b4e2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:kea_Latn,kea_Latn,kea,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,bf9dac62152b347d84a026ac8d80276181043f166634a2ddb75b5f055b8473a7,01a8a4119fef5e3d6ecdad131de068fd89d8e9b3946507123db1d4a420787479,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:khk_Cyrl,khk_Cyrl,khk,Cyrl,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,f98ce441d51238d466c336c65c9238e2b283c078838df623c5ea07e789ebd4f3,07f24e0943faedea0fdc7e7d42a3c835665fdc5705bc7f42e7cfba16c10a1af0,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:khm_Khmr,khm_Khmr,khm,Khmr,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,aeaec7c74438595c314db0d7798b053d43a2e09f2bb3d91882ff6cb1c35a0caf,9235bf2f9a345e33cd7f1201b262efe6dfd870fcd66515486d5e6071c935ff62,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:kik_Latn,kik_Latn,kik,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,1a763483f21cc05d29e4d5ca3f89082f54fbf804018069058005ef6766ebd2f4,dc5890b3b9f645d1a8630a2b0f74377f6ff92fe6541085792e96e25e0a08cf14,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:kin_Latn,kin_Latn,kin,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,2a0263cbab2dcb90d68752a11f9f1217b31c27fff381eec70dfa5e53060d3dfd,7140f33032c63839d278e7da2c13c193bba3b0973c9d86b6687502b48d6e5193,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:kir_Cyrl,kir_Cyrl,kir,Cyrl,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,704d1cb69f4015a82ff033fcacf7eafaf1b993d12d205499b8c033375695d224,6f4b11355c17fabaf9980971501e9b759ce183a362ee9e4afbe0affd59d0dc64,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:kmb_Latn,kmb_Latn,kmb,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,6b8d8cc864255cdfb5de12336d63219566fec482b9f208ccd8f41e61a75a3b9f,88ec6b51bc3dc755b99cf97201ffd8e00c1ce393536f33b8e0f937fb3c843489,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:kmr_Latn,kmr_Latn,kmr,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,fbaccfd6e768e6b0e6af1587e1e39339299cac24c292995dac74364d326aff09,76d2ca7644f9f4120869a809d5816b68991f80015492617d0170b038f8124223,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:knc_Arab,knc_Arab,knc,Arab,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,f8c1be8d021186b6128066b57b9ff3e1b09c3161b16d60931146f60568f65dad,385d7896807d8fd2ea9ff52af8036c7e3018d1d2f962b70f3b3a224bbbe39e54,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:knc_Latn,knc_Latn,knc,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,211d3c0fe96252bfd31c2ff1e74ed5afc598420ce7ce5415c75e72607423256c,4d259558455936029281712c2fbdfc21e5cd896d1110e281160b57ed1fa23256,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:kon_Latn,kon_Latn,kon,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,b0c3b287af7e4bf29adfb582840cf76cf5d1374f4c4b7b8e4dca1c397b6b3f9e,8e0be537e63a667ef3c97a4d5773aa950c556f5a81140d012732b7fae94ca6f5,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:kor_Hang,kor_Hang,kor,Hang,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,849db6939b4288811ae7700c1c32854138bfd42a56ba253247f8d20c4210b25c,661f6cd3e77b2eabb7c8b2eba886a883da8c10a381ab65dab290879782b8f84e,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:lao_Laoo,lao_Laoo,lao,Laoo,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,18c850179e05cd339fc8475e070a204181aafa233617f008d2203b092962d9d9,8d64f49ed2fd896181a83094f8653c5635ba401d6011004d871b9034b868dc69,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:lij_Latn,lij_Latn,lij,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,141bd23358a0ed3dc63f4d460aec96865005d4eef524b5a26a67c760d59be239,a1ff5ee6213018df9e11bb00ffb34fe3f16dcb88eb29bdfda06c9096e034cefd,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:lim_Latn,lim_Latn,lim,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,413b53e283a955f604b1601361b90446dd9439f0bb1554fd0028cc2db8102f75,64598e166e71a6e2b87ddee63866556e9d8fe2166aaf32ac2f3adc608d997cec,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:lin_Latn,lin_Latn,lin,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,4acdba53707c73cdce78ee4d422c5a5334d85669487d11e8496cd915970e4a9d,0cb60037eae2775c00cb1a64eaaeaad2b96af55b3a7a1b213f6577593e570d0a,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:lit_Latn,lit_Latn,lit,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a5ef1c3e547cb5d2edadae3f880db762ce534a69f812f097441bfa560340f246,d0ea9e6d6dccc63c6d7e09948afd6d9fd6ac844ded14b943d80c6febd4b4a879,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:lmo_Latn,lmo_Latn,lmo,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,8386bffeb450a06be2e711c99af56361929cecdb860d91c1f589f3653b6961d6,cc4ec61d19591940442d7f0f21dbe16d4d975aee7459f11d93110821e1d05e4a,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:ltg_Latn,ltg_Latn,ltg,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,8dc465d84c6b52e6dba08d3f3723f9d29475ca1b56a18eb85c9e657954e45ae7,270987411af217d180834d3730fa17ce8e3e81085ca6d9041c786ab60e9b25f9,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:ltz_Latn,ltz_Latn,ltz,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,9f23497c49f941996117235d910a955ee57ea2a613ab75cbc24651373ad45b54,7c636eefe4b19d66a70992aebd9ec69fa6088ac1bc17dd8d86142b6f69104928,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:lua_Latn,lua_Latn,lua,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,15b2c1427a0d795eb804ff41d8b26778f5cd076a4f292574c3222aa16005c2ff,0ecdaef2d552a5a6f7ac2c84668f6fcb190755ef6c83efacb502a244976bb950,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
