candidate_id,target_label,language_variety,language_tag,script_orthography,territory_community,modality,learner_stage_scope,population_low,population_base,population_high,population_unit,population_definition,population_reference_year,population_source_id,population_source_url,academic_language_overlap_low,academic_language_overlap_base,academic_language_overlap_high,overlap_definition,baseline_access_status,evidence_confidence,rankable,notes
glob_nah_mx_screen,Nahuatl variety screen - Mexico,Nahuatl varieties,nah-Latn-MX,Latin,Mexico,text_audio,all_stages,1651958,1651958,1651958,people,Age 3+ census-group speaker count.,2020,SRC_MEXICO_CENSUS_2020,https://cuentame.inegi.org.mx/descubre/poblacion/hablantes_de_lengua_indigena/,,,,not assessed in population-only omission audit,not_assessed_population_only,high,FALSE,Split Huasteca and other INALI varieties; nah is screening-only.
glob_kek_latn_gt,Q'eqchi' - Guatemala,Q'eqchi',kek-Latn-GT,Latin,Guatemala,text_audio,all_stages,1127387,1127387,1127387,people,First-learned language among population age 4+ in Census 2018.,2018,SRC_GUATEMALA_CENSUS_2018,https://censo2018.ine.gob.gt/archivos/Principales_resultados_Censo2018.pdf,,,,not assessed in population-only omission audit,not_assessed_population_only,high,TRUE,
glob_quc_latn_gt,K'iche' - Guatemala,K'iche',quc-Latn-GT,Latin,Guatemala,text_audio,all_stages,1054818,1054818,1054818,people,First-learned language among population age 4+ in Census 2018.,2018,SRC_GUATEMALA_CENSUS_2018,https://censo2018.ine.gob.gt/archivos/Principales_resultados_Censo2018.pdf,,,,not assessed in population-only omission audit,not_assessed_population_only,high,TRUE,
glob_iu_cans_ca,Inuktitut - Canadian Aboriginal syllabics,Inuktitut,iu-Cans-CA,Canadian Aboriginal syllabics,Canada,text_audio,all_stages,41675,41675,41675,people,People reporting ability in Inuktitut in Census 2021.,2021,SRC_CANADA_CENSUS_2021,https://www150.statcan.gc.ca/n1/daily-quotidien/250331/dq250331a-eng.htm,,,,not assessed in population-only omission audit,not_assessed_population_only,high,TRUE,Latin-script Inuktitut requires iu-Latn-CA.
glob_kl_latn_gl,Kalaallisut/Greenlandic - Greenland,Kalaallisut,kl-Latn-GL,Latin,Greenland,text_audio,all_stages,50000,56542,57000,people,Territorial national-language exposure ceiling based on Greenland population; not direct speaker count.,2025,SRC_GREENLAND_2025,https://stat.gl/publ/EN/GF/2025/pdf/Greenland%20in%20Figures%202025.pdf,,,,not assessed in population-only omission audit,not_assessed_population_only,medium,FALSE,
glob_sami_cluster,Sami language variety screen,Sami languages,se-Latn-001,Latin,"Sapmi across Norway, Sweden, Finland and Russia",text_audio,all_stages,20000,25000,30000,people,Institutional total across Sami languages.,2026,SRC_SAMI_PARLIAMENT,https://samediggi.fi/vastuualueet/saamen-kielet/gollegiella/,,,,not assessed in population-only omission audit,not_assessed_population_only,medium,FALSE,"Split North, Inari, Skolt, South and other Sami languages."
glob_ca_latn_es,Catalan - Spain,Catalan,ca-Latn-ES,Latin,Catalan-speaking territories in Spain,text_audio,all_stages,9000000,10000000,11000000,people,Institutional estimate of approximately 10m speakers.,2026,SRC_COE_CATALAN_2026,https://llengua.gencat.cat/en/detalls/noticia/Language-Policy-Forum-2026,,,,not assessed in population-only omission audit,not_assessed_population_only,medium,TRUE,
glob_eu_latn_es,Basque - Spain,Basque,eu-Latn-ES,Latin,"Basque Country, Spain",text_audio,all_stages,936812,936812,936812,people,People speaking or understanding Basque well in Census 2021.,2021,SRC_EUSTAT_BASQUE_2021,https://en.eustat.eus/estad/id_16/ti_Population%20and%20housing%20census.%20Basque/latest-press-release.html,,,,not assessed in population-only omission audit,not_assessed_population_only,high,TRUE,"1,349,808 had some knowledge; not used as base to avoid mixing definitions."
glob_cy_latn_gb,Welsh - Wales,Welsh,cy-Latn-GB,Latin,Wales,text_audio,all_stages,538000,538000,538000,people,Approximate number age 3+ able to speak Welsh in Census 2021.,2021,SRC_ONS_WELSH_2021,https://www.ons.gov.uk/census/aboutcensus/census2021generalreport/census2021inwales,,,,not assessed in population-only omission audit,not_assessed_population_only,high,TRUE,
glob_mi_latn_nz,Te reo Maori - New Zealand,Maori,mi-Latn-NZ,Latin with macrons,Aotearoa New Zealand,text_audio,all_stages,213849,213849,213849,people,People reporting ability to speak te reo Maori in Census 2023.,2023,SRC_NZ_CENSUS_2023,https://tools.summaries.stats.govt.nz/ethnic-group/maori,,,,not assessed in population-only omission audit,not_assessed_population_only,high,TRUE,Maori descent count is a separate proxy and is not used here.
glob_tpi_latn_pg,Tok Pisin - Papua New Guinea,Tok Pisin,tpi-Latn-PG,Latin,Papua New Guinea,text_audio,all_stages,10000000,11000000,12000000,people,Territorial lingua-franca/education exposure ceiling based on country population; not direct L1/L2 count.,2024,SRC_WPP_2024,https://www.un.org/development/desa/pd/content/world-population-prospects-2024-dataset,,,,not assessed in population-only omission audit,not_assessed_population_only,low,FALSE,Do not use Tok Pisin to replace community tok ples.
glob_rhg_stateless,Rohingya stateless cohort - script interfaces,Rohingya,rhg-Rohg-BD,Hanifi Rohingya,Bangladesh and Myanmar displacement contexts,text_audio,all_stages_displaced,1800000,1800000,1800000,people,"Reported stateless Rohingya at mid-2025; status cohort, not script-specific language count.",2025,SRC_UNHCR_MID_2025,https://www.unhcr.org/mid-year-trends,,,,not assessed in population-only omission audit,not_assessed_population_only,high,FALSE,Also audit rhg-Latn-BD and rhg-Arab-BD interfaces.
glob_afghan_displaced,Afghan displaced multi-language overlay,"Dari, Pashto, Hazaragi, Uzbek and other Afghan languages",und-AF,Multiple,Afghan refugees and people needing international protection,multimodal,all_stages_displaced,3700000,3700000,3700000,people,Afghan refugees or others needing international protection at end-2025; not a language count.,2025,SRC_UNHCR_GLOBAL_2025,https://www.unhcr.org/global-trends,,,,not assessed in population-only omission audit,not_assessed_population_only,high,FALSE,"Split prs-Arab-AF, ps-Arab-AF, haz-Arab-AF and uz-Arab-AF."
glob_sudan_displaced,Sudan internal-displacement multi-language overlay,Sudanese Arabic and multiple Sudanese languages,und-SD,Multiple,Sudan conflict IDPs,multimodal,all_stages_displaced,9100000,9100000,9100000,people,Conflict/violence IDPs in Sudan at end-2025; not a language count.,2025,SRC_UNHCR_GLOBAL_2025,https://www.unhcr.org/global-trends,,,,not assessed in population-only omission audit,not_assessed_population_only,high,FALSE,"Sudan also had 2.8m refugees; do not sum without overlap/status rules. Split Arabic, Dinka, Nuer, Darfur and Nuba profiles."
glob_ajp_palestinian_refugee,Palestinian Arabic refugee-status overlay,South Levantine/Palestinian Arabic,ajp-Arab-PS,Arabic,Palestine-refugee communities,audio_text,all_stages_displaced,6000000,6000000,6000000,people,"Palestine refugees under UNRWA mandate at end-2025; status population, not current cross-border displacement or language count.",2025,SRC_UNHCR_GLOBAL_2025,https://www.unhcr.org/global-trends,,,,not assessed in population-only omission audit,not_assessed_population_only,high,FALSE,Pair with MSA and host-territory profiles.
glob_signing_communities,Global signing Deaf-community guardrail,National and Indigenous sign languages,sgn,Visual-manual; no ordinary script,Worldwide signing Deaf communities,signed_video_visual,all_stages_accessibility,70000000,,,people,WFD lower-bound estimate: more than 70m people in signing Deaf communities; not one language.,2026,SRC_WFD_FAQ,https://wfdeaf.org/contact/faqs/,,,,not assessed in population-only omission audit,not_assessed_population_only,medium,FALSE,Split 200+ national sign languages; WHO hearing-loss total is not a sign-user count.
glob_csl_cn,Chinese Sign Language - China,Chinese Sign Language,csl-CN,Visual-manual; no ordinary script,China,signed_video_visual,all_stages_accessibility,,,,people,Direct CSL-user count unknown; national article reports about 27m people with hearing problems only as an audit trigger.,2021,SRC_CHINA_MOJ_2021,https://en.moj.gov.cn/2021-03/30/c_607194.htm,,,,not assessed in population-only omission audit,not_assessed_population_only,low,FALSE,Do not put the 27m disability proxy in population fields.
glob_ins_in,Indian Sign Language - India,Indian Sign Language,ins-IN,Visual-manual; no ordinary script,India,signed_video_visual,all_stages_accessibility,,,,people,Reliable current sign-user count not attached.,,,,,,,not assessed in population-only omission audit,not_assessed_population_only,low,FALSE,National population and hearing-disability tables trigger explicit audit; spoken Hindi/English do not substitute.
glob_pks_pk,Pakistan Sign Language - Pakistan,Pakistan Sign Language,pks-PK,Visual-manual; no ordinary script,Pakistan,signed_video_visual,all_stages_accessibility,,,,people,Reliable current sign-user count not attached.,,,,,,,not assessed in population-only omission audit,not_assessed_population_only,low,FALSE,
glob_inl_id,Indonesian Sign Language/BISINDO - Indonesia,Indonesian Sign Language,inl-ID,Visual-manual; no ordinary script,Indonesia,signed_video_visual,all_stages_accessibility,,,,people,Reliable current sign-user count not attached.,,,,,,,not assessed in population-only omission audit,not_assessed_population_only,low,FALSE,Distinguish natural BISINDO from the manually coded school system SIBI.
glob_bzs_br,Brazilian Sign Language/Libras - Brazil,Brazilian Sign Language,bzs-BR,Visual-manual; no ordinary script,Brazil,signed_video_visual,all_stages_accessibility,,,,people,Reliable current sign-user count not attached.,,,,,,,not assessed in population-only omission audit,not_assessed_population_only,low,FALSE,
glob_mfs_mx,Mexican Sign Language - Mexico,Mexican Sign Language,mfs-MX,Visual-manual; no ordinary script,Mexico,signed_video_visual,all_stages_accessibility,,,,people,Reliable current sign-user count not attached.,,,,,,,not assessed in population-only omission audit,not_assessed_population_only,low,FALSE,
glob_ase_us,American Sign Language - United States,American Sign Language,ase-US,Visual-manual; no ordinary script,United States,signed_video_visual,all_stages_accessibility,,,,people,Reliable current nationally harmonized sign-user count not attached.,,,,,,,not assessed in population-only omission audit,not_assessed_population_only,low,FALSE,Canadian territory requires ase-CA.
glob_rsl_ru,Russian Sign Language - Russia,Russian Sign Language,rsl-RU,Visual-manual; no ordinary script,Russia and post-Soviet communities,signed_video_visual,all_stages_accessibility,,,,people,Reliable current sign-user count not attached.,,,,,,,not assessed in population-only omission audit,not_assessed_population_only,low,FALSE,
glob_tsm_tr,Turkish Sign Language - Turkiye,Turkish Sign Language,tsm-TR,Visual-manual; no ordinary script,Turkiye,signed_video_visual,all_stages_accessibility,,,,people,Reliable current sign-user count not attached.,,,,,,,not assessed in population-only omission audit,not_assessed_population_only,low,FALSE,
glob_esl_eg,Egyptian Sign Language - Egypt,Egyptian Sign Language,esl-EG,Visual-manual; no ordinary script,Egypt,signed_video_visual,all_stages_accessibility,,,,people,Reliable current sign-user count not attached.,,,,,,,not assessed in population-only omission audit,not_assessed_population_only,low,FALSE,There is no universal Arabic Sign Language substitute.
glob_nsi_ng,Nigerian Sign Language - Nigeria,Nigerian Sign Language,nsi-NG,Visual-manual; no ordinary script,Nigeria,signed_video_visual,all_stages_accessibility,,,,people,Reliable current sign-user count not attached.,,,,,,,not assessed in population-only omission audit,not_assessed_population_only,low,FALSE,
glob_sfs_za,South African Sign Language - South Africa,South African Sign Language,sfs-ZA,Visual-manual; no ordinary script,South Africa,signed_video_visual,all_stages_accessibility,,,,people,Census home-language category exists but is not a full signing-community count; direct harmonized population left blank.,2022,SRC_SA_CENSUS_2022,https://census.statssa.gov.za/assets/documents/2022/P03014_Census_2022_Statistical_Release.pdf,,,,not assessed in population-only omission audit,not_assessed_population_only,medium,FALSE,
glob_nzs_nz,New Zealand Sign Language - New Zealand,New Zealand Sign Language,nzs-NZ,Visual-manual; no ordinary script,New Zealand,signed_video_visual,all_stages_accessibility,24678,24678,24678,people,People reporting NZSL use in Census 2023 summary.,2023,SRC_NZ_CENSUS_2023,https://tools.summaries.stats.govt.nz/ethnic-group/maori,,,,not assessed in population-only omission audit,not_assessed_population_only,high,TRUE,
glob_prl_pe,Peruvian Sign Language - Peru,Peruvian Sign Language,prl-PE,Visual-manual; no ordinary script,Peru,signed_video_visual,all_stages_accessibility,10447,10447,10447,people,People returning Peruvian Sign Language as mother tongue in Census 2017.,2017,SRC_PERU_CENSUS_2017,https://www.inei.gob.pe/media/MenuRecursivo/publicaciones_digitales/Est/Lib1803/libro.pdf,,,,not assessed in population-only omission audit,not_assessed_population_only,high,TRUE,
glob_bvl_bo,Bolivian Sign Language - Bolivia,Bolivian Sign Language,bvl-BO,Visual-manual; no ordinary script,Bolivia,signed_video_visual,all_stages_accessibility,4929,4929,4929,people,Age 6+ non-exclusive spoken-language table category in Census 2024.,2024,SRC_BOLIVIA_CENSUS_2024,https://nimbus.ine.gob.bo/index.php/s/WXC7si7z5sWsfMf/download,,,,not assessed in population-only omission audit,not_assessed_population_only,high,FALSE,Non-exclusive census language measure; validate natural-language category interpretation before ranking.
glob_ils_001,International Sign contact-system guardrail,International Sign,ils-001,Visual-manual; no ordinary script,International contact contexts,signed_video_visual,all_stages_accessibility,,,,people,"No population count; contact system, not a national sign language.",,SRC_WFD_FAQ,https://wfdeaf.org/contact/faqs/,,,,not assessed in population-only omission audit,not_assessed_population_only,high,FALSE,Never use as a replacement for national sign languages.
