decision_rank,edition_target_id,label,language_tag,population_basis_class,order_lane,population_low,population_base,population_high,population_source_id,population_definition,population_reference_year,population_confidence,population_atom_id,schooling_language_gap,learning_completion_gap,open_resource_scarcity,academic_lingua_franca_nonoverlap,delivery_gap,accessibility_gap,intrinsic_need_low,intrinsic_need_model,intrinsic_need_high,intrinsic_need_p05,intrinsic_need_median,intrinsic_need_mean,intrinsic_need_p95,top10_probability,top100_probability,standard_compute_p50_fecu,compute_evidence_class,population_rank_eligible,primary_order_eligible,model_status,authorization_id,authorization_ids,authorization_status,authorization_tier,evidence_identity_id,source_lane,source_record_id,evidence_role,target_row_sha256,evidence_row_sha256,source_evidence_row_sha256,source_registry_row_hashes,evidence_bounds_source_complete,evidence_bounds_were_imputed,population_bound_type,source_population_low_persons,source_population_base_persons,source_population_high_persons,normalized_population_low_persons,normalized_population_high_persons,local_work_exclusion,synthetic_or_model_prior
,edition-target:lang:jsl-JP,Japanese Sign Language,jsl-JP,MODEL_CONDITIONAL_TERRITORIAL_CEILING,unranked_context,0.000000,,61683367.000000,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,territory:JPN,0.40000000,0.03595027,0.50000000,0.40000000,0.07229235,0.80000000,,,,,,,,,,1900000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:kab-Latn-DZ,Kabyle,kab-Latn-DZ,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,0.000000,,1025000000.000000,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,world:unresolved-territory,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,,,,,,,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:kab-Tfng-DZ,Kabyle,kab-Tfng-DZ,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,0.000000,,1025000000.000000,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,world:unresolved-territory,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,,,,,,,,,,1250000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:kac-Latn-MM,Jinghpaw,kac-Latn-MM,MODEL_CONDITIONAL_TERRITORIAL_CEILING,unranked_context,0.000000,,4570887.333333,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,territory:MMR,0.40000000,0.50233260,0.50000000,0.40000000,0.37076150,0.50000000,,,,,,,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:kal-GL,Kalaallisut,kal-GL,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,0.000000,,8200000000.000000,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,world:unresolved-territory,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,,,,,,,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:kam-Latn-KE,Kamba,kam-Latn-KE,MODEL_CONDITIONAL_TERRITORIAL_CEILING,unranked_context,0.000000,,4109463.785714,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,territory:KEN,0.40000000,0.30934415,0.50000000,0.40000000,0.44011887,0.50000000,,,,,,,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:kbp-Latn-TG,Kabiyè,kbp-Latn-TG,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,0.000000,,2733333333.333333,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,world:unresolved-territory,0.40000000,0.35000000,0.50000000,0.61100000,0.50000000,0.50000000,,,,,,,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:kby-Arab-NE,Manga Kanuri,kby-Arab-NE,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,0.000000,,745454545.454545,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,world:unresolved-territory,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,,,,,,,,,,1140000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:kby-Arab-NG,Manga Kanuri,kby-Arab-NG,MODEL_CONDITIONAL_TERRITORIAL_CEILING,unranked_context,0.000000,,7197811.575758,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,territory:NGA,0.40000000,0.27402306,0.50000000,0.40000000,0.48144300,0.50000000,,,,,,,,,,1140000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:kby-Arab-TD,Manga Kanuri,kby-Arab-TD,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,0.000000,,585714285.714286,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,world:unresolved-territory,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,,,,,,,,,,1140000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:kby-Latn-NE,Manga Kanuri,kby-Latn-NE,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,0.000000,,745454545.454545,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,world:unresolved-territory,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,,,,,,,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:kby-Latn-NG,Manga Kanuri,kby-Latn-NG,MODEL_CONDITIONAL_TERRITORIAL_CEILING,unranked_context,0.000000,,7197811.575758,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,territory:NGA,0.40000000,0.27402306,0.50000000,0.40000000,0.48144300,0.50000000,,,,,,,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:kby-Latn-TD,Manga Kanuri,kby-Latn-TD,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,0.000000,,585714285.714286,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,world:unresolved-territory,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,,,,,,,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:kca-RU:variety:eastern-khanty,Eastern Khanty,kca-RU,MODEL_CONDITIONAL_TERRITORIAL_CEILING,unranked_context,0.000000,,5979722.000000,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,territory:RUS,0.40000000,0.02802849,0.50000000,0.40000000,0.02817523,0.50000000,,,,,,,,,,1450000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:kca-RU:variety:northern-khanty,Northern Khanty,kca-RU,MODEL_CONDITIONAL_TERRITORIAL_CEILING,unranked_context,0.000000,,5979722.000000,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,territory:RUS,0.40000000,0.02802849,0.50000000,0.40000000,0.02817523,0.50000000,,,,,,,,,,1450000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:kca-RU:variety:southern-khanty,Southern Khanty,kca-RU,MODEL_CONDITIONAL_TERRITORIAL_CEILING,unranked_context,0.000000,,5979722.000000,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,territory:RUS,0.40000000,0.02802849,0.50000000,0.40000000,0.02817523,0.50000000,,,,,,,,,,1450000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:kde-Latn-MZ,Makonde,kde-Latn-MZ,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,0.000000,,1171428571.428571,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,world:unresolved-territory,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,,,,,,,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:kde-Latn-TZ,Makonde,kde-Latn-TZ,MODEL_CONDITIONAL_TERRITORIAL_CEILING,unranked_context,0.000000,,5038990.357143,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,territory:TZA,0.40000000,0.52608958,0.50000000,0.40000000,0.58218950,0.50000000,,,,,,,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:kea-Latn-CV:variety:cape-verdean-kriolu,Cape Verdean Kriolu,kea-Latn-CV,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,0.000000,,8200000000.000000,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,world:unresolved-territory,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,,,,,,,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:kek-BZ,Belize Q’eqchi’,kek-BZ,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,0.000000,,1640000000.000000,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,world:unresolved-territory,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,,,,,,,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:ki-Latn-KE,Gĩkũyũ,ki-Latn-KE,MODEL_CONDITIONAL_TERRITORIAL_CEILING,unranked_context,0.000000,,4109463.785714,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,territory:KEN,0.40000000,0.30934415,0.50000000,0.40000000,0.44011887,0.50000000,,,,,,,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:kj-Latn-AO,Oshikwanyama,kj-Latn-AO,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,0.000000,,1171428571.428571,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,world:unresolved-territory,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,,,,,,,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:kj-Latn-NA,Oshikwanyama,kj-Latn-NA,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,0.000000,,1366666666.666667,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,world:unresolved-territory,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,,,,,,,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:kjg-Latn-LA,Khmu,kjg-Latn-LA,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,0.000000,,2733333333.333333,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,world:unresolved-territory,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,,,,,,,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:kl-Latn-GL,Kalaallisut,kl-Latn-GL,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,0.000000,,8200000000.000000,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,world:unresolved-territory,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,,,,,,,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:km-Khmr-VN-x-krom,Khmer Krom,km-Khmr-VN-x-krom,MODEL_CONDITIONAL_TERRITORIAL_CEILING,unranked_context,0.000000,,8466543.916667,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,territory:VNM,0.40000000,0.15768816,0.50000000,0.40000000,0.07925000,0.50000000,,,,,,,,,,1230000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:kmb-Latn-AO,Kimbundu,kmb-Latn-AO,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,0.000000,,1171428571.428571,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,world:unresolved-territory,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,,,,,,,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:knc-Arab-NE,Yerwa,knc-Arab-NE,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,0.000000,,745454545.454545,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,world:unresolved-territory,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,,,,,,,,,,1140000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:knc-Arab-NG,Yerwa,knc-Arab-NG,MODEL_CONDITIONAL_TERRITORIAL_CEILING,unranked_context,0.000000,,7197811.575758,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,territory:NGA,0.40000000,0.27402306,0.50000000,0.40000000,0.48144300,0.50000000,,,,,,,,,,1140000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:knc-Arab-TD,Yerwa,knc-Arab-TD,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,0.000000,,585714285.714286,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,world:unresolved-territory,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,,,,,,,,,,1140000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:knc-Latn-CM,Yerwa,knc-Latn-CM,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,0.000000,,630769230.769231,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,world:unresolved-territory,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,,,,,,,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:knc-Latn-NE,Yerwa,knc-Latn-NE,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,0.000000,,745454545.454545,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,world:unresolved-territory,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,,,,,,,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:knc-Latn-NG,Yerwa,knc-Latn-NG,MODEL_CONDITIONAL_TERRITORIAL_CEILING,unranked_context,0.000000,,7197811.575758,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,territory:NGA,0.40000000,0.27402306,0.50000000,0.40000000,0.48144300,0.50000000,,,,,,,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:knc-Latn-TD,Yerwa,knc-Latn-TD,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,0.000000,,585714285.714286,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,world:unresolved-territory,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,,,,,,,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:kng-Latn-AO,Koongo,kng-Latn-AO,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,0.000000,,1171428571.428571,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,world:unresolved-territory,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,,,,,,,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:ko-Kore-001,Korean,ko-Kore-001,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,0.000000,,8200000000.000000,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,world:unresolved-territory,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,,,,,,,,,,1380000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:kpg-Latn-FM,Kapingamarangi,kpg-Latn-FM,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,0.000000,,630769230.769231,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,world:unresolved-territory,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,,,,,,,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:kpy-RU,Koryak — exact local variety required,kpy-RU,MODEL_CONDITIONAL_TERRITORIAL_CEILING,unranked_context,0.000000,,5979722.000000,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,territory:RUS,0.40000000,0.02802849,0.50000000,0.40000000,0.02817523,0.50000000,,,,,,,,,,1080000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:kri-Latn-GM:variety:aku,Aku — Gambia,kri-Latn-GM,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,0.000000,,2050000000.000000,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,world:unresolved-territory,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,,,,,,,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:kri-Latn-SL,Krio,kri-Latn-SL,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,0.000000,,2050000000.000000,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,world:unresolved-territory,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,,,,,,,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:krj-Latn-PH,Kinaray-a,krj-Latn-PH,MODEL_CONDITIONAL_TERRITORIAL_CEILING,unranked_context,0.000000,,6488164.555556,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,territory:PHL,0.40000000,0.29084985,0.50000000,0.40000000,0.18968495,0.50000000,,,,,,,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:ksw-Mymr-MM,S'gaw Karen,ksw-Mymr-MM,MODEL_CONDITIONAL_TERRITORIAL_CEILING,unranked_context,0.000000,,4570887.333333,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,territory:MMR,0.40000000,0.50233260,0.50000000,0.40000000,0.37076150,0.50000000,,,,,,,,,,1240000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:ktb-Latn-ET,Kambaata,ktb-Latn-ET,MODEL_CONDITIONAL_TERRITORIAL_CEILING,unranked_context,0.000000,,7130107.947368,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,territory:ETH,0.40000000,0.65497641,0.50000000,0.40000000,0.60729350,0.50000000,,,,,,,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:ktu-Latn-CD,Kikongo ya Leta,ktu-Latn-CD,MODEL_CONDITIONAL_TERRITORIAL_CEILING,unranked_context,0.000000,,6268470.722222,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,territory:COD,0.40000000,0.52678139,0.50000000,0.40000000,0.78913250,0.50000000,,,,,,,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:ktz-Latn-BW,Juǀ'hoan,ktz-Latn-BW,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,0.000000,,1366666666.666667,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,world:unresolved-territory,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,,,,,,,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:ktz-Latn-NA,Juǀ'hoan,ktz-Latn-NA,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,0.000000,,1366666666.666667,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,world:unresolved-territory,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,,,,,,,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
,edition-target:lang:ku-001,Kurdish varieties,ku-001,MODEL_CONDITIONAL_TERRITORIAL_CEILING,unranked_context,0.000000,,28626185.333333,MODEL_PRIOR_COUNTRY_CEILING,Common territorial/world ceiling prior; no language-user denominator was available.,2025,model-conditional-wide,territory:TUR,0.40000000,0.10987817,0.50000000,0.40000000,0.05114880,0.50000000,,,,,,,,,,1140000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,false,false,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
