decision_rank,edition_target_id,label,language_tag,population_basis_class,order_lane,population_low,population_base,population_high,population_source_id,population_definition,population_reference_year,population_confidence,population_atom_id,schooling_language_gap,learning_completion_gap,open_resource_scarcity,academic_lingua_franca_nonoverlap,delivery_gap,accessibility_gap,intrinsic_need_low,intrinsic_need_model,intrinsic_need_high,intrinsic_need_p05,intrinsic_need_median,intrinsic_need_mean,intrinsic_need_p95,top10_probability,top100_probability,standard_compute_p50_fecu,compute_evidence_class,population_rank_eligible,primary_order_eligible,model_status,authorization_id,authorization_ids,authorization_status,authorization_tier,evidence_identity_id,source_lane,source_record_id,evidence_role,target_row_sha256,evidence_row_sha256,source_evidence_row_sha256,source_registry_row_hashes,evidence_bounds_source_complete,evidence_bounds_were_imputed,population_bound_type,source_population_low_persons,source_population_base_persons,source_population_high_persons,normalized_population_low_persons,normalized_population_high_persons,local_work_exclusion,synthetic_or_model_prior
28,edition-target:lang:pa-Guru-IN,Eastern Punjabi,pa-Guru-IN,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,31144095.000000,31144095.000000,31144095.000000,IND_C16_2011,Raw Census mother-tongue count; script not enumerated,2011,A_DIRECT_TYPED_PERSON,auth:canonical:canonical:pop:cfd49ccfa509189ed47f4dee,0.40000000,0.29472837,0.50000000,0.40000000,0.15050000,0.50000000,1557692.903848,11523803.303848,21489913.703848,7669815.929524,11321066.874309,11234066.023234,14801638.259787,0.000000,1.000000,1230000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,true,true,L-M_COMMON_PRIOR_MODEL_CONDITIONAL,auth:canonical:canonical:pop:cfd49ccfa509189ed47f4dee,auth:canonical:canonical:pop:cfd49ccfa509189ed47f4dee,ADMIT,A_DIRECT_TYPED_PERSON,canonical:pop:cfd49ccfa509189ed47f4dee,legacy_canonical_population,pop:cfd49ccfa509189ed47f4dee,language_population_or_context,8cd7986be190f70d32a9eb619e71bb602d0c304491712338a22760396c3ee41f,57a7d83e597cbb40daec393332f1f27d68c6a084e809b32e9e6432dd789daa6c,9f2d18396007ab5522d64e1c18dbbd4ff443fc779d7005f4cdb63e99ae15e438,EC2BDF734B61061AABB368111F19C6FD09AB026FE6C42FB466BEF1DA45D722C6,true,false,POINT,31144095,31144095,31144095,31144095,31144095,true,false
29,edition-target:lang:am-Ethi-ET,Amharic,am-Ethi-ET,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,21634396.000000,21634396.000000,21634396.000000,ET_ESS_CENSUS_2007;ET_MOE_POLICY;ET_MOE_ESAA_2022;ET_WB_LP_2024;WB_WDI_COMPLETION_2026;WB_WDI_INTERNET_2026;WB_WDI_ELECTRICITY_2026;UNICEF_LP_OFFLINE;WMF_WIKI_STATS_20260901;WMF_TERMS,"Persons reporting Amharic as mother tongue in the 2007 national census, Table 3.2.",2007,A_REGIONAL_EXACT_TYPED_PERSON,am-Ethi-ET,0.40000000,0.65497641,0.50000000,0.40000000,0.60729350,0.50000000,4024351.845926,10947358.565926,17870365.285926,8448891.968145,10832145.182611,10850932.441553,13536129.626456,0.000000,1.000000,1200000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,true,true,L-M_COMMON_PRIOR_MODEL_CONDITIONAL,auth:regional:AFRICA_EMPIRICAL_NEED_INPUTS:am-Ethi-ET,auth:regional:AFRICA_EMPIRICAL_NEED_INPUTS:am-Ethi-ET,ADMIT,A_REGIONAL_EXACT_TYPED_PERSON,regional:AFRICA_EMPIRICAL_NEED_INPUTS:am-Ethi-ET,AFRICA_EMPIRICAL_NEED_INPUTS,am-Ethi-ET,REGIONAL_EMPIRICAL_STRATUM,8a14dcc29a2479c14b9f8237c46fe3366071f41150e683883076be5d596700e7,3432a5c58b174afe83c48de7241bf0878e22305915795f245d2b9b4492196099,e1a2cb7e7b50351ab5f6f918a58552ab49862022f568f30b2e44f14676bb3549,fce6afecd896e8cf08d2cff807dd900a46d27bdb0eacc06b1cedb1ae1c09c46a;fc45a53902b1372dbf4db1196e8284205586e09a1dc0437dc0ccf6a3018763e8;9d96f04b2f0c30df9305b8ab607d11d34d25767cd9378948818ca8340ff09fba;6dc0c8d6289e5cad740dffaef05ea881ea64b5d2f9e1d471714a817dbe28b7d4;9c33353549fc27a2ca2324fce4a756d339919d730256dd89c7f5b4e7448cf9f0;a4cece4af9a4faeed12675aea814c27c361ae700e854fbb0b716f58b6b5542d6;ce9ed3e99ff8beae8c3ba2cd7069cd3b48397588bf3c0dc755bc3c53b0a943ef;f08a8440b3bcbcc5182faa1cd33b606ff6fe4f68195e2e63badddb3f2b1fd8a4;1116171463655f3000daa67696b5fdad231077d53124aeec2023087d759613f3;1f5f1cfe3b410860ae46e0ad9ba9d5494397fa456f69b516caeeffcde0c4392e,true,false,POINT,,21634396,,21634396,21634396,true,false
30,edition-target:lang:ig-Latn-NG,Igbo,ig-Latn-NG,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,23000000.000000,25000000.000000,27000000.000000,SRC_NIGERIA_FMACCE,"Approximate federal-government speaker estimate, around 25m.",2026,B_INTERVAL_TYPED_PERSON,auth:canonical:canonical:pop:1890df4e838ba013835e1dac,0.40000000,0.27402306,0.50000000,0.40000000,0.48144300,0.50000000,2120752.532551,10305165.796251,19769579.059951,7395232.420015,10300842.107648,10313170.358575,13326126.918549,0.000000,1.000000,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,true,true,L-M_COMMON_PRIOR_MODEL_CONDITIONAL,auth:canonical:canonical:pop:1890df4e838ba013835e1dac,auth:canonical:canonical:pop:1890df4e838ba013835e1dac,ADMIT,B_INTERVAL_TYPED_PERSON,canonical:pop:1890df4e838ba013835e1dac,legacy_canonical_population,pop:1890df4e838ba013835e1dac,language_population_or_context,6a040bdd0a632a256b145837ee084cb95ba993e2a7689532d28528afe1865dfe,985b0784e38c96da72649f1ce05c9dd65a08be23905722b52c36dd9a0d9d0562,c54c0094f1606486589589430a7889d8ccb7902835afa6efb9d3b4d62cabd185,8DD1B4D773DC1FA0F684C7E97C31594EE1248114565A58ACFEA5E227E1127FA0,true,false,INTERVAL,23000000,25000000,27000000,23000000,27000000,true,false
31,edition-target:lang:ur-Arab-PK,Urdu,ur-Arab-PK,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,22249307.000000,22249307.000000,22249307.000000,PBS_MT_2023,Census mother-tongue count; wider functional reach uncounted,2023,A_DIRECT_TYPED_PERSON,auth:canonical:canonical:pop:29bbd4ea4d0add8fe3f4306e,0.40000000,0.55956348,0.50000000,0.46000000,0.23523500,0.50000000,2795527.423306,9915305.663306,17035083.903306,7446943.312172,9880680.729409,9867907.566316,12274002.479922,0.000000,1.000000,1140000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,true,true,L-M_COMMON_PRIOR_MODEL_CONDITIONAL,auth:canonical:canonical:pop:29bbd4ea4d0add8fe3f4306e,auth:canonical:canonical:pop:29bbd4ea4d0add8fe3f4306e;auth:canonical:llps:LLPS-UR-PK-L1-2023,ADMIT,A_DIRECT_TYPED_PERSON,canonical:pop:29bbd4ea4d0add8fe3f4306e,legacy_canonical_population,pop:29bbd4ea4d0add8fe3f4306e,language_population_or_context,4f38bfe8a725b0ab96b121e61797ba58e23f4feb472e190f5a0719785c40a37a,e5230558761e1892bdf9400777ecce48a1e193854465830c6755575a57c9d52c,6543ef22f77dd42c06e2ee7785d1eca5eadb3039de776d56b1612fd39e18614e,46E5208B2751BDEDEE81738BE17280322692B36E1F7C573A7C277774F7F8F5B0,true,false,POINT,22249307,22249307,22249307,22249307,22249307,true,false
32,edition-target:lang:cmn-Hant-TW,Taiwan Mandarin (Guoyu),cmn-Hant-TW,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,21090192.000000,21090192.000000,21090192.000000,ASIA_TWN_DGBAS_CENSUS_2020_LANG,"DGBAS 2020 estimate: 14,463,896 current primary-use plus 6,626,296 current secondary-use Mandarin among resident nationals aged 6+.",2020-11-08,A_REGIONAL_EXACT_TYPED_PERSON,nonadditive-multilanguage:7c85229066c80679,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,2319921.120000,9068782.560000,15817644.000000,6473336.409674,9109832.194097,9031797.080443,11445547.712138,0.000000,1.000000,1450000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,true,true,L-M_COMMON_PRIOR_MODEL_CONDITIONAL,auth:regional:ASIA_EMPIRICAL_NEED_INPUTS:cmn-Hant-TW,auth:regional:ASIA_EMPIRICAL_NEED_INPUTS:cmn-Hant-TW,ADMIT,A_REGIONAL_EXACT_TYPED_PERSON,regional:ASIA_EMPIRICAL_NEED_INPUTS:cmn-Hant-TW,ASIA_EMPIRICAL_NEED_INPUTS,cmn-Hant-TW,REGIONAL_EMPIRICAL_STRATUM,3cceed0ccfc34e0293e51d3814cf705e7e7bc5ffd979a6d360d1ceecd01a90ec,952c276b004b2f0aec1aa257e4fc953b1fd928f86158d7abadf2e8764e09a1a8,86cc30682818bf095c1963798c0eed06c6f3c89c0aa47a77bdf76a10bf5c1d34,ba06728ae54c935f6d67082235dc92b05dfd9713a8e4d0b5953cd3f6f2975b97,true,false,POINT,21090192,21090192,21090192,21090192,21090192,true,false
33,edition-target:lang:nan-Hant-TW,Taiwanese Taigi — Southern Min,nan-Hant-TW,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,18728839.000000,18728839.000000,18728839.000000,ASIA_TWN_DGBAS_CENSUS_2020_LANG,"DGBAS 2020 estimate: 6,897,535 current primary-use plus 11,831,304 current secondary-use Taiwanese among resident nationals aged 6+.",2020-11-08,A_REGIONAL_EXACT_TYPED_PERSON,nonadditive-multilanguage:7c85229066c80679,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,2060172.290000,8053400.770000,14046629.250000,6107584.568710,8049853.066990,8060395.230157,10219409.882501,0.000000,1.000000,1450000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,true,true,L-M_COMMON_PRIOR_MODEL_CONDITIONAL,auth:regional:ASIA_EMPIRICAL_NEED_INPUTS:nan-Hant-TW,auth:regional:ASIA_EMPIRICAL_NEED_INPUTS:nan-Hant-TW,ADMIT,A_REGIONAL_EXACT_TYPED_PERSON,regional:ASIA_EMPIRICAL_NEED_INPUTS:nan-Hant-TW,ASIA_EMPIRICAL_NEED_INPUTS,nan-Hant-TW,REGIONAL_EMPIRICAL_STRATUM,8b28ed493dfe235f627aa41aee4799819b0c1d3da46a106196869acc89810b4c,675456ea56779945986e76642e0e5431e587232ab3f4d0ae2ee07f4cbd9c2fff,90f6e19da9b338d73c23329e40735955968fd24546366b61ee5be36ae351fc9f,ba06728ae54c935f6d67082235dc92b05dfd9713a8e4d0b5953cd3f6f2975b97,true,false,POINT,18728839,18728839,18728839,18728839,18728839,true,false
34,edition-target:lang:kmr-Latn-001,Kurmanji Kurdish,kmr-Latn-001,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,15000000.000000,,20000000.000000,KMR_POP_JPR;KURD_TURKEY_ED;KURD_TEXTBOOK_CORPUS;KURD_NLP_2016;OER_UNESCO_2019;WCAG_22,Peer-reviewed Journal of Peace Research estimate of 15–20 million Kurmanji speakers; no midpoint is manufactured.,2025,B_REGIONAL_INTERVAL_TYPED_PERSON,kmr-Latn-001,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,1650000.000000,7525000.000000,15000000.000000,5231941.535292,7458209.169211,7479301.126649,9772446.417978,0.000000,1.000000,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,true,true,L-M_COMMON_PRIOR_MODEL_CONDITIONAL,auth:regional:OCEANIA_CENTRAL_ASIA_EMPIRICAL_INPUTS:kmr-Latn-001,auth:regional:OCEANIA_CENTRAL_ASIA_EMPIRICAL_INPUTS:kmr-Latn-001,ADMIT,B_REGIONAL_INTERVAL_TYPED_PERSON,regional:OCEANIA_CENTRAL_ASIA_EMPIRICAL_INPUTS:kmr-Latn-001,OCEANIA_CENTRAL_ASIA_EMPIRICAL_INPUTS,kmr-Latn-001,REGIONAL_EMPIRICAL_STRATUM,9f3e439c0a85315fe27aafe5fcdd8eabc9e32ff1e390b2ebb7a35ab72433b8b3,78de14cf64de7bf45f9489aab7555e474eef50c277ffd3d2528ad88f35376820,0d83c7e807850ee79fb00f222acf8f6e97b66e3339ebf6274c248f943c533a7e,bec77fa3b284efdf2d5ae029e694fad433efd98d291ad42606b59f6f129432b1;92444f922bd3330c178dd63ab96eaa37eb12f775f3ccbb7c9e0c6121c1164212;a972242a10e1ce1a1e657d1647bc99711a0024401292ba8aab6382d8731120b5;011723ace6e763817bc7c6fa6dc556cbb53ada15c6fcb96b81dec2220061b822;7e71f12fa5d4b32811d5235352dd285b5b65ce84cf8e71348332d70554a08579;3e45c06f376cb8f9cfe88fec638596913deb9d22c05262416a75a978b22f5209,true,false,INTERVAL,15000000,,20000000,15000000,20000000,true,false
35,edition-target:lang:km-Khmr-KH,Khmer,km-Khmr-KH,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,14893134.000000,14893134.000000,14893134.000000,KHM_CENSUS_2019,Cambodia 2019 census mother-tongue count.,2019,A_DIRECT_TYPED_PERSON,auth:canonical:canonical:pop:fc678728c361090556d47bee,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,1638244.740000,6404047.620000,11169850.500000,4830847.760082,6425051.220158,6416574.786229,8212070.245942,0.000000,1.000000,1230000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,true,true,L-M_COMMON_PRIOR_MODEL_CONDITIONAL,auth:canonical:canonical:pop:fc678728c361090556d47bee,auth:canonical:canonical:pop:fc678728c361090556d47bee,ADMIT,A_DIRECT_TYPED_PERSON,canonical:pop:fc678728c361090556d47bee,legacy_canonical_population,pop:fc678728c361090556d47bee,language_population_or_context,369cb61baba603f3a1f2e025c18a75b8114a9c28d0e5bdfd5e127a628f7cf0fe,643558f10c56b97a7e909b2e8b0b425829ec304767031dbc4ab033465672bf3b,c4b683046b8b09f0c5cf8c0037f883747919415518e503a8fb63c328f19a0540,879FC21381CCC1B64BA570F74540769985E881FD2863C5783E857BC003494A4F,true,false,POINT,,14893134,,14893134,14893134,true,false
36,edition-target:lang:hne-Deva-IN,Chhattisgarhi,hne-Deva-IN,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,16245190.000000,16245190.000000,16245190.000000,IND_C16_2011,Mother-tongue return inside Hindi umbrella,2011,A_DIRECT_TYPED_PERSON,auth:canonical:canonical:pop:e04766d5e05c064e85caef46,0.40000000,0.29472837,0.50000000,0.40000000,0.15050000,0.50000000,812514.127788,6010974.927788,11209435.727788,4379707.255067,6149263.874216,6128210.333687,7805702.533786,0.000000,1.000000,1220000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,true,true,L-M_COMMON_PRIOR_MODEL_CONDITIONAL,auth:canonical:canonical:pop:e04766d5e05c064e85caef46,auth:canonical:canonical:pop:e04766d5e05c064e85caef46,ADMIT,A_DIRECT_TYPED_PERSON,canonical:pop:e04766d5e05c064e85caef46,legacy_canonical_population,pop:e04766d5e05c064e85caef46,language_population_or_context,9e05323bedafdba7d578baaf0bd848c965fef058d65973ff9fa3c83900720948,96de4fc5ec0dfa8f9d855af548e0d974d681bd289b6bada973730365dfb224ac,b7d7d6c6e9d96729ecf2148b1e838cc59cd6796c45f73fac43b747f4e72de790,EC2BDF734B61061AABB368111F19C6FD09AB026FE6C42FB466BEF1DA45D722C6,true,false,POINT,16245190,16245190,16245190,16245190,16245190,true,false
37,edition-target:lang:zu-Latn-ZA,isiZulu,zu-Latn-ZA,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,14613202.000000,14613202.000000,14613202.000000,ZA_STATSSA_CENSUS_2022;ZA_STATSSA_METADATA_2022;ZA_UNDATA_LANGUAGE_2022;ZA_DBE_PIRLS_2021;ZA_DBE_MTBBE_2025;WB_WDI_COMPLETION_2026;WB_WDI_INTERNET_2026;WB_WDI_ELECTRICITY_2026;UNICEF_LP_OFFLINE;WMF_WIKI_STATS_20260901;WMF_TERMS,"Persons age 1+ for whom isiZulu was the language most often spoken in the household, South Africa Census 2022.",2022,A_REGIONAL_EXACT_TYPED_PERSON,zu-Latn-ZA,0.60000000,0.27719072,0.50000000,0.40000000,0.15721201,0.50000000,1336345.550524,6012570.190524,10688794.830524,4464825.135171,6036704.165217,6040882.395257,7580404.223699,0.000000,1.000000,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,true,true,L-M_COMMON_PRIOR_MODEL_CONDITIONAL,auth:regional:AFRICA_EMPIRICAL_NEED_INPUTS:zu-Latn-ZA,auth:regional:AFRICA_EMPIRICAL_NEED_INPUTS:zu-Latn-ZA,ADMIT,A_REGIONAL_EXACT_TYPED_PERSON,regional:AFRICA_EMPIRICAL_NEED_INPUTS:zu-Latn-ZA,AFRICA_EMPIRICAL_NEED_INPUTS,zu-Latn-ZA,REGIONAL_EMPIRICAL_STRATUM,29a963b95726ddfb067bf7c50e3fdc587715637ada4265efe9b8ca20ed455f2e,b5c24a5823b67c8decde296815d775930a612b217679df802304166832da7074,2b24562750ced6c88b5ed6193efa3ae3b45321a30041c2f34ec9e9ffb6030467,dcffeb591b4a2fbd3bccfad6be6334de63aa7f70ace0e1f254a751220ca06f81;a48f87197221f088c039caeb060d092ee1d6add77f8139c11431151aaf0ea48e;be34c749697b04fda2d94bc70fd58bb9088f1c7128272d38fc9fe5148875606a;cfe4005db4ddbd69227b2f67162332dededd01b56dcc716b73f9b6bf45902763;afe50ef6f97ad8f5b66f224efe4ad1e68b1c8cafc3f546e9a5db9c6b9e3d672f;9c33353549fc27a2ca2324fce4a756d339919d730256dd89c7f5b4e7448cf9f0;a4cece4af9a4faeed12675aea814c27c361ae700e854fbb0b716f58b6b5542d6;ce9ed3e99ff8beae8c3ba2cd7069cd3b48397588bf3c0dc755bc3c53b0a943ef;f08a8440b3bcbcc5182faa1cd33b606ff6fe4f68195e2e63badddb3f2b1fd8a4;1116171463655f3000daa67696b5fdad231077d53124aeec2023087d759613f3;1f5f1cfe3b410860ae46e0ad9ba9d5494397fa456f69b516caeeffcde0c4392e,true,false,POINT,,14613202,,14613202,14613202,true,false
38,edition-target:lang:ne-Deva-NP,Nepali (Nepal standard),ne-Deva-NP,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,13084457.000000,13084457.000000,13084457.000000,NPL_LANG_2021,Census mother-tongue count,2021,A_DIRECT_TYPED_PERSON,auth:canonical:canonical:pop:292607b924bd2ee5422ae070,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,1439290.270000,5626316.510000,9813342.750000,4256114.180252,5609219.360985,5622317.847804,7155344.920530,0.000000,1.000000,1220000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,true,true,L-M_COMMON_PRIOR_MODEL_CONDITIONAL,auth:canonical:canonical:pop:292607b924bd2ee5422ae070,auth:canonical:canonical:pop:292607b924bd2ee5422ae070,ADMIT,A_DIRECT_TYPED_PERSON,canonical:pop:292607b924bd2ee5422ae070,legacy_canonical_population,pop:292607b924bd2ee5422ae070,language_population_or_context,e161649ca1a6056e3d1d18e797f642a1e378ed36d2bd9373a9662c8ce2cbaff7,0078c74f463ad9228831542882070157c4e45caad03412d601757cfb7f5f493f,d951b55be3b83fcb26827f4260b001db3ee2586911913ef9220d331375979707,CD87291B81AF1ED1EA603E7E87B546F1AFE4B99280BA8CF67C8C8EA7E93F37B3,true,false,POINT,13084457,13084457,13084457,13084457,13084457,true,false
39,edition-target:lang:as-Beng-IN,Assamese,as-Beng-IN,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,14816414.000000,14816414.000000,14816414.000000,IND_C16_2011,Raw Census mother-tongue count,2011,A_DIRECT_TYPED_PERSON,auth:canonical:canonical:pop:b32ab588ff384a47fb4e0d3d,0.40000000,0.29472837,0.50000000,0.40000000,0.15050000,0.50000000,741052.933093,5482305.413093,10223557.893093,3949205.194388,5547295.167905,5489604.951003,7113550.592607,0.000000,1.000000,1250000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,true,true,L-M_COMMON_PRIOR_MODEL_CONDITIONAL,auth:canonical:canonical:pop:b32ab588ff384a47fb4e0d3d,auth:canonical:canonical:pop:b32ab588ff384a47fb4e0d3d,ADMIT,A_DIRECT_TYPED_PERSON,canonical:pop:b32ab588ff384a47fb4e0d3d,legacy_canonical_population,pop:b32ab588ff384a47fb4e0d3d,language_population_or_context,3e0cd6553a3f8763d39eefd1444349b970da3f2033ec29c9d7953b0d967f1b9d,63cb0019516439a8f5d8c7cd9d882c7a09ae7af4375ece3f7c96e83d4e760be2,3839632ea2f7c1711122a32b0f20d1427e9c57df27c601141ff32378afb7efae,EC2BDF734B61061AABB368111F19C6FD09AB026FE6C42FB466BEF1DA45D722C6,true,false,POINT,14816414,14816414,14816414,14816414,14816414,true,false
40,edition-target:lang:kk-Cyrl-KZ,Kazakh,kk-Cyrl-KZ,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,12670407.000000,12670407.000000,12670407.000000,KAZ_CENSUS_2021;KAZ_UNICEF_SITAN;KAZ_UNICEF_AT;KAZ_UNICEF_CONNECT;OER_UNESCO_2019;WCAG_22,2021 census count age 5+ reporting fluent spoken Kazakh.,2021,A_REGIONAL_EXACT_TYPED_PERSON,kk-Cyrl-KZ,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,1393744.770000,5448275.010000,9502805.250000,4007442.342826,5544879.550657,5470223.032465,6732041.731075,0.000000,1.000000,1080000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,true,true,L-M_COMMON_PRIOR_MODEL_CONDITIONAL,auth:regional:OCEANIA_CENTRAL_ASIA_EMPIRICAL_INPUTS:kk-Cyrl-KZ,auth:regional:OCEANIA_CENTRAL_ASIA_EMPIRICAL_INPUTS:kk-Cyrl-KZ,ADMIT,A_REGIONAL_EXACT_TYPED_PERSON,regional:OCEANIA_CENTRAL_ASIA_EMPIRICAL_INPUTS:kk-Cyrl-KZ,OCEANIA_CENTRAL_ASIA_EMPIRICAL_INPUTS,kk-Cyrl-KZ,REGIONAL_EMPIRICAL_STRATUM,13e8a3b0869d4fa74bba693a828738d184b0cebec2367076ddad0d645b55f391,50e633fb7806074ec3f64cedd0345443c09a686df193dbae0ff0e47f97783c3b,c0fdd6e358dacc25a57806c6d445e9717e6bd19dd0e5ea8b367be00ea00bc90b,cf712aad25c6ef597a284784373c6d6805a585050748fbb27c3afc6b64f6781b;462cfd1c6c1c098a9048e56906d13c2ec50bead7fe738d21ac5344037457f87d;a2542566fd1e63b58933482aa14c548f379fdd22678858e898e599a754d488af;cffde860eea07a83c936593641df8a2a26ced561634db7a9c35c6545ec2acf88;7e71f12fa5d4b32811d5235352dd285b5b65ce84cf8e71348332d70554a08579;3e45c06f376cb8f9cfe88fec638596913deb9d22c05262416a75a978b22f5209,true,false,POINT,12670407,12670407,12670407,12670407,12670407,true,false
41,edition-target:lang:mai-Deva-IN,Maithili (India),mai-Deva-IN,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,13353347.000000,13353347.000000,13353347.000000,IND_C16_2011,Raw Census mother-tongue count,2011,A_DIRECT_TYPED_PERSON,auth:canonical:canonical:pop:3dbb0ea3594e28b76172dace,0.40000000,0.29472837,0.50000000,0.40000000,0.15050000,0.50000000,667876.650920,4940947.690920,9214018.730920,3709854.584063,4959628.354614,4982143.136050,6278214.597699,0.000000,1.000000,1220000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,true,true,L-M_COMMON_PRIOR_MODEL_CONDITIONAL,auth:canonical:canonical:pop:3dbb0ea3594e28b76172dace,auth:canonical:canonical:pop:3dbb0ea3594e28b76172dace,ADMIT,A_DIRECT_TYPED_PERSON,canonical:pop:3dbb0ea3594e28b76172dace,legacy_canonical_population,pop:3dbb0ea3594e28b76172dace,language_population_or_context,d8cd9fffad377811830e0cbac54656c27d90ac041bcb646dfbd188e06ee59d07,21a8eb618338d348f5ef30c9f0f42825dfcef152c3eb6495cc4d272e96a3f723,63365387f323554862e9c029400f3341a22edde46bc48730fe2bfc1ffa22cf78,EC2BDF734B61061AABB368111F19C6FD09AB026FE6C42FB466BEF1DA45D722C6,true,false,POINT,13353347,13353347,13353347,13353347,13353347,true,false
42,edition-target:lang:mag-Deva-IN,Magahi,mag-Deva-IN,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,12706825.000000,12706825.000000,12706825.000000,IND_C16_2011,Mother-tongue return inside Hindi umbrella,2011,A_DIRECT_TYPED_PERSON,auth:canonical:canonical:pop:9ef36b874f6ef94a6573a71b,0.40000000,0.29472837,0.50000000,0.40000000,0.15050000,0.50000000,635540.417307,4701724.417307,8767908.417307,3514471.878789,4708245.092111,4701252.562015,5949806.398611,0.000000,1.000000,1220000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,true,true,L-M_COMMON_PRIOR_MODEL_CONDITIONAL,auth:canonical:canonical:pop:9ef36b874f6ef94a6573a71b,auth:canonical:canonical:pop:9ef36b874f6ef94a6573a71b,ADMIT,A_DIRECT_TYPED_PERSON,canonical:pop:9ef36b874f6ef94a6573a71b,legacy_canonical_population,pop:9ef36b874f6ef94a6573a71b,language_population_or_context,ed90a68047c1eadc13c540a0f1c2809407dabb4604081309c5ab6e2bab707b33,f4d0c3792be660d69f1d00154f1c22ee12123742342dd78d148b32c5e31f854f,f552792d63b71d07faeb9cb737371eeaca960fc990a40ff796c454d9d7324e8e,EC2BDF734B61061AABB368111F19C6FD09AB026FE6C42FB466BEF1DA45D722C6,true,false,POINT,12706825,12706825,12706825,12706825,12706825,true,false
43,edition-target:lang:ca-Latn-ES,Catalan,ca-Latn-ES,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,9000000.000000,10000000.000000,11000000.000000,SRC_COE_CATALAN_2026,Institutional estimate of approximately 10m speakers.,2026,B_INTERVAL_TYPED_PERSON,auth:canonical:canonical:pop:52238851e27f8441cb8c0bee,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,990000.000000,4300000.000000,8250000.000000,3059429.945319,4307845.325594,4312873.735483,5494017.299797,0.000000,1.000000,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,true,true,L-M_COMMON_PRIOR_MODEL_CONDITIONAL,auth:canonical:canonical:pop:52238851e27f8441cb8c0bee,auth:canonical:canonical:pop:52238851e27f8441cb8c0bee;auth:regional:AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS:ca-Latn-ES-CT,ADMIT,B_INTERVAL_TYPED_PERSON,canonical:pop:52238851e27f8441cb8c0bee,legacy_canonical_population,pop:52238851e27f8441cb8c0bee,language_population_or_context,905c72b351d82a73ce8fea23c68069fe56275041194182ee638e6df82a3c6fe8,3d52b1041ffbaf0a7d71810946c0b9e51b7f42901426c0c543ee0b1d5b5ae3b3,07e226e821af7ab8ae61b821f6e88aa2a45e9e3ab409842ab638be5173df2bf5,52CA3F90E45ACDFBF85C391DFABC1A7806F55AC80A1437E8B29F90826F601F91,true,false,INTERVAL,9000000,10000000,11000000,9000000,11000000,true,false
