removed_factor,edition_target_id,rank,score
learning_completion_gap,edition-target:lang:itz-GT,198,182.700000
learning_completion_gap,edition-target:lang:itl-RU,199,167.180953
learning_completion_gap,edition-target:regional:inuvialuktun-Latn-CA,200,159.750000
learning_completion_gap,edition-target:lang:nio-RU,201,108.024616
learning_completion_gap,edition-target:lang:zh-Hans-CX,202,105.750000
learning_completion_gap,edition-target:lang:otw-CA,203,99.000000
learning_completion_gap,edition-target:lang:ulk-Latn-AU,204,27.000000
open_resource_scarcity,edition-target:lang:hi-Deva-IN,1,110035948.529927
open_resource_scarcity,edition-target:lang:id-Latn-ID,2,81594828.494590
open_resource_scarcity,edition-target:lang:ru-Cyrl-RU,3,41532527.374924
open_resource_scarcity,edition-target:lang:pnb-Arab-PK,4,37392846.054078
open_resource_scarcity,edition-target:lang:bn-Beng-IN,5,32843050.355349
open_resource_scarcity,edition-target:lang:mr-Deva-IN,6,28275142.713498
open_resource_scarcity,edition-target:lang:te-Telu-IN,7,27703705.849020
open_resource_scarcity,edition-target:lang:ta-Taml-IN,8,23524334.980076
open_resource_scarcity,edition-target:lang:jv-Latn-ID,9,22342262.698806
open_resource_scarcity,edition-target:lang:ps-Arab-PK,10,18924659.428051
open_resource_scarcity,edition-target:lang:gu-Gujr-IN,11,18793902.143246
open_resource_scarcity,edition-target:lang:th-Thai-TH,12,18399549.548234
open_resource_scarcity,edition-target:lang:ur-Arab-IN,13,17321961.506821
open_resource_scarcity,edition-target:lang:bho-Deva-IN,14,17271997.490552
open_resource_scarcity,edition-target:lang:uz-Latn-UZ,15,16718048.780488
open_resource_scarcity,edition-target:lang:my-Mymr-MM,16,16544348.176829
open_resource_scarcity,edition-target:lang:sd-Arab-PK,17,14920444.795259
open_resource_scarcity,edition-target:lang:kn-Knda-IN,18,14856631.801594
open_resource_scarcity,edition-target:lang:ary-Arab-MA,19,14097560.975610
open_resource_scarcity,edition-target:lang:om-Latn-ET,20,12648127.493783
open_resource_scarcity,edition-target:lang:skr-Arab-PK,21,12132500.322688
open_resource_scarcity,edition-target:lang:mg-Latn-MG,22,11928388.320732
open_resource_scarcity,edition-target:lang:ml-Mlym-IN,23,11875578.448022
open_resource_scarcity,edition-target:lang:yo-Latn-NG,24,11788047.512195
open_resource_scarcity,edition-target:lang:or-Orya-IN,25,11630644.298702
open_resource_scarcity,edition-target:lang:es-Latn-US,26,11278069.604624
open_resource_scarcity,edition-target:lang:am-Ethi-ET,27,10975930.407721
open_resource_scarcity,edition-target:lang:su-Latn-ID,28,10642631.177454
open_resource_scarcity,edition-target:lang:pa-Guru-IN,29,10635164.332372
open_resource_scarcity,edition-target:lang:ig-Latn-NG,30,9823372.926829
open_resource_scarcity,edition-target:lang:ur-Arab-PK,31,9649839.083661
open_resource_scarcity,edition-target:lang:cmn-Hant-TW,32,8744713.756098
open_resource_scarcity,edition-target:lang:nan-Hant-TW,33,7765616.170732
open_resource_scarcity,edition-target:lang:kmr-Latn-001,34,7256097.560976
open_resource_scarcity,edition-target:lang:km-Khmr-KH,35,6175201.902439
open_resource_scarcity,edition-target:lang:zu-Latn-ZA,36,5728514.640282
open_resource_scarcity,edition-target:lang:hne-Deva-IN,37,5547448.569644
open_resource_scarcity,edition-target:lang:ne-Deva-NP,38,5425262.658537
open_resource_scarcity,edition-target:lang:kk-Cyrl-KZ,39,5253583.390244
open_resource_scarcity,edition-target:lang:as-Beng-IN,40,5059546.527406
open_resource_scarcity,edition-target:lang:mai-Deva-IN,41,4559934.707757
open_resource_scarcity,edition-target:lang:mag-Deva-IN,42,4339158.739970
open_resource_scarcity,edition-target:lang:ca-Latn-ES,43,4146341.463415
open_resource_scarcity,edition-target:lang:xh-Latn-ZA,44,3836569.174325
open_resource_scarcity,edition-target:lang:rw-Latn-RW,45,3039567.453659
open_resource_scarcity,edition-target:lang:mwr-Deva-IN,46,2674405.457114
open_resource_scarcity,edition-target:lang:yue-Hant-HK,47,2624197.536585
open_resource_scarcity,edition-target:lang:tk-Latn-TM,48,2611351.341463
open_resource_scarcity,edition-target:lang:so-Latn-ET,49,2585782.320773
open_resource_scarcity,edition-target:lang:mad-Latn-ID,50,2542566.139692
open_resource_scarcity,edition-target:lang:ckb-Arab-001,51,2244107.839024
open_resource_scarcity,edition-target:lang:ky-Cyrl-KG,52,2222462.243902
open_resource_scarcity,edition-target:lang:ti-Ethi-ET,53,2194198.702199
open_resource_scarcity,edition-target:lang:gug-Latn-PY,54,1572414.585366
open_resource_scarcity,edition-target:lang:ka-Geor-GE,55,1565964.643902
open_resource_scarcity,edition-target:lang:min-Latn-ID,56,1388907.979200
open_resource_scarcity,edition-target:lang:mai-Deva-NP,57,1336112.512195
open_resource_scarcity,edition-target:lang:hy-Armn-AM,58,1330246.712195
open_resource_scarcity,edition-target:lang:awa-Deva-IN,59,1315017.120854
open_resource_scarcity,edition-target:lang:bjn-Latn-ID,60,1198466.696000
open_resource_scarcity,edition-target:lang:brh-Arab-PK,61,1168551.356387
open_resource_scarcity,edition-target:lang:bug-Latn-ID,62,1152498.110400
open_resource_scarcity,edition-target:lang:ne-Deva-IN,63,999108.218203
open_resource_scarcity,edition-target:lang:bho-Deva-NP,64,754963.780488
open_resource_scarcity,edition-target:lang:pov-Latn-GW,65,540576.365854
open_resource_scarcity,edition-target:lang:kek-GT,66,527947.082927
open_resource_scarcity,edition-target:lang:hak-Hant-TW,67,494796.195122
open_resource_scarcity,edition-target:lang:quc-GT,68,493963.551220
open_resource_scarcity,edition-target:lang:mfe-Latn-MU,69,415519.390244
open_resource_scarcity,edition-target:lang:eu-Latn-ES,70,388434.243902
open_resource_scarcity,edition-target:lang:awa-Deva-NP,71,358358.341463
open_resource_scarcity,edition-target:lang:mam-GT,72,276592.858537
open_resource_scarcity,edition-target:lang:zgh-Tfng-MA,73,254180.370732
open_resource_scarcity,edition-target:lang:sn-Latn-ZA,74,242586.506138
open_resource_scarcity,edition-target:lang:yua-MX,75,237296.692508
open_resource_scarcity,edition-target:lang:cak-GT,76,192509.970732
open_resource_scarcity,edition-target:lang:ayr-BO,77,189636.243902
open_resource_scarcity,edition-target:lang:ayr-PE,78,184258.853659
open_resource_scarcity,edition-target:lang:tzh-MX,79,180446.621978
open_resource_scarcity,edition-target:regional:ru-Cyrl-EE,80,177581.268293
open_resource_scarcity,edition-target:lang:cy-Latn-GB,81,168671.041476
open_resource_scarcity,edition-target:lang:tzo-MX,82,168541.281015
open_resource_scarcity,edition-target:lang:swh-Latn-RW,83,155277.892683
open_resource_scarcity,edition-target:lang:tet-Latn-TL,84,149694.121951
open_resource_scarcity,edition-target:lang:mag-Deva-NP,85,95414.365854
open_resource_scarcity,edition-target:lang:mi-Latn-NZ,86,88669.097561
open_resource_scarcity,edition-target:lang:bzj-BZ,87,84663.570732
open_resource_scarcity,edition-target:lang:mgm-Latn-TL,88,81176.243902
open_resource_scarcity,edition-target:lang:ctu-MX,89,78015.665639
open_resource_scarcity,edition-target:lang:kjb-GT,90,68937.487805
open_resource_scarcity,edition-target:regional:nah-huasteca-hidalguense-Latn-MX,91,59961.631086
open_resource_scarcity,edition-target:lang:poh-GT,92,55177.024390
open_resource_scarcity,edition-target:lang:acr-GT,93,51554.780488
open_resource_scarcity,edition-target:lang:mkz-Latn-TL,94,51348.292683
open_resource_scarcity,edition-target:lang:pap-CW,95,47702.829268
open_resource_scarcity,edition-target:lang:ixl-GT,96,47681.682927
open_resource_scarcity,edition-target:lang:pis-Latn-SB,97,47572.917073
open_resource_scarcity,edition-target:lang:nav-US,98,41912.444989
open_resource_scarcity,edition-target:regional:nah-sierra-noreste-puebla-Latn-MX,99,41268.071143
open_resource_scarcity,edition-target:lang:crs-Latn-SC,100,40892.721951
open_resource_scarcity,edition-target:regional:nah-huasteca-potosina-Latn-MX,101,40807.723125
open_resource_scarcity,edition-target:regional:nah-mexicano-guerrero-Latn-MX,102,38212.867230
open_resource_scarcity,edition-target:regional:chol-northwest-Latn-MX,103,35951.556905
open_resource_scarcity,edition-target:lang:pap-AW,104,32477.970732
open_resource_scarcity,edition-target:lang:kem-Latn-TL,105,28607.682927
open_resource_scarcity,edition-target:lang:bfn-Latn-TL,106,26821.024390
open_resource_scarcity,edition-target:lang:cri-Latn-ST,107,26000.463415
open_resource_scarcity,edition-target:regional:tseltal-north-Latn-MX,108,25788.677602
open_resource_scarcity,edition-target:lang:jiv-EC,109,24368.048780
open_resource_scarcity,edition-target:lang:cac-GT,110,24294.243902
open_resource_scarcity,edition-target:regional:tsotsil-north-high-Latn-MX,111,23798.124196
open_resource_scarcity,edition-target:lang:agr-PE,112,23461.658537
open_resource_scarcity,edition-target:lang:knj-GT,113,22925.121951
open_resource_scarcity,edition-target:regional:nah-noroeste-central-Latn-MX,114,21758.565012
open_resource_scarcity,edition-target:regional:tseltal-east-Latn-MX,115,21535.895012
open_resource_scarcity,edition-target:lang:tkd-Latn-TL,116,19398.243902
open_resource_scarcity,edition-target:regional:tsotsil-centre-Latn-MX,117,17491.080689
open_resource_scarcity,edition-target:lang:iku-CA,118,17279.878049
open_resource_scarcity,edition-target:lang:iu-Cans-CA,119,17279.878049
open_resource_scarcity,edition-target:lang:mh-Latn-MH,120,16547.590244
open_resource_scarcity,edition-target:lang:sm-Latn-AS,121,16102.317073
open_resource_scarcity,edition-target:lang:tca-BR,122,15582.288600
open_resource_scarcity,edition-target:regional:pdt-Latn-CA,123,15547.317073
open_resource_scarcity,edition-target:lang:shp-PE,124,14160.585366
open_resource_scarcity,edition-target:regional:eu-Latn-FR-64,125,13614.265643
open_resource_scarcity,edition-target:lang:jac-GT,126,13503.804878
open_resource_scarcity,edition-target:lang:chk-Latn-FM,127,12960.936585
open_resource_scarcity,edition-target:regional:tsotsil-northwest-Latn-MX,128,12646.247055
open_resource_scarcity,edition-target:lang:kgk-BR,129,11589.136032
open_resource_scarcity,edition-target:lang:nzs-NZ,130,10954.624390
open_resource_scarcity,edition-target:lang:ccr-GT,131,8935.365854
open_resource_scarcity,edition-target:lang:gub-BR,132,8757.355315
open_resource_scarcity,edition-target:regional:chol-southeast-Latn-MX,133,8330.675813
open_resource_scarcity,edition-target:lang:kgp-BR,134,8238.725139
open_resource_scarcity,edition-target:regional:nah-istmo-Latn-MX,135,8158.236735
open_resource_scarcity,edition-target:lang:dhv-Latn-NC,136,7445.853659
open_resource_scarcity,edition-target:lang:pon-Latn-FM,137,7375.097561
open_resource_scarcity,edition-target:lang:gui-BO,138,7294.243902
open_resource_scarcity,edition-target:lang:caa-GT,139,6909.048780
open_resource_scarcity,edition-target:lang:haw-Latn-US,140,6628.539484
open_resource_scarcity,edition-target:lang:ojs-CA,141,6345.975610
open_resource_scarcity,edition-target:regional:nah-sierra-oeste-puebla-Latn-MX,142,5967.065928
open_resource_scarcity,edition-target:lang:pau-Latn-PW,143,5806.360976
open_resource_scarcity,edition-target:regional:nah-mexicano-oriente-central-Latn-MX,144,5791.563989
open_resource_scarcity,edition-target:lang:na-Latn-NR,145,5157.775610
open_resource_scarcity,edition-target:lang:crk-CA,146,4977.682927
open_resource_scarcity,edition-target:lang:aoa-Latn-ST,147,4717.292683
open_resource_scarcity,edition-target:lang:prl-PE,148,4637.448780
open_resource_scarcity,edition-target:lang:poc-GT,149,4472.658537
open_resource_scarcity,edition-target:lang:moe-CA,150,4453.170732
open_resource_scarcity,edition-target:lang:agu-GT,151,4206.463415
open_resource_scarcity,edition-target:lang:ch-Latn-MP,152,3971.780488
open_resource_scarcity,edition-target:lang:nen-Latn-NC,153,3897.560976
open_resource_scarcity,edition-target:lang:mic-CA,154,3831.219512
open_resource_scarcity,edition-target:lang:acu-EC,155,3798.878049
open_resource_scarcity,edition-target:lang:tcs-Latn-AU,156,3149.560976
open_resource_scarcity,edition-target:lang:rop-Latn-AU,157,3069.536585
open_resource_scarcity,edition-target:lang:rap-Latn-CL,158,2904.926829
open_resource_scarcity,edition-target:regional:inb-Latn-CO,159,2812.062942
open_resource_scarcity,edition-target:lang:bla-CA,160,2769.756098
open_resource_scarcity,edition-target:lang:chr-US,161,2714.866701
open_resource_scarcity,edition-target:lang:pri-Latn-NC,162,2707.560976
open_resource_scarcity,edition-target:lang:quv-GT,163,2706.731707
open_resource_scarcity,edition-target:regional:gun-Latn-BR,164,2559.574821
open_resource_scarcity,edition-target:regional:nah-oaxaca-Latn-MX,165,2490.106047
open_resource_scarcity,edition-target:lang:ane-Latn-NC,166,2321.951220
open_resource_scarcity,edition-target:lang:cwd-CA,167,2118.780488
open_resource_scarcity,edition-target:lang:zun-US,168,2108.702498
open_resource_scarcity,edition-target:regional:nah-istmo-bajo-Latn-MX,169,2082.745525
open_resource_scarcity,edition-target:lang:crl-CA,170,2021.341463
open_resource_scarcity,edition-target:lang:csw-CA,171,1936.341463
open_resource_scarcity,edition-target:lang:kos-Latn-FM,172,1893.219512
open_resource_scarcity,edition-target:lang:cho-US,173,1887.924545
open_resource_scarcity,edition-target:regional:gnh-Latn-BR,174,1883.856662
open_resource_scarcity,edition-target:lang:hop-US,175,1847.617616
open_resource_scarcity,edition-target:lang:yap-Latn-FM,176,1737.317073
open_resource_scarcity,edition-target:lang:qum-GT,177,1722.804878
open_resource_scarcity,edition-target:lang:mrl-Latn-FM,178,1537.878049
open_resource_scarcity,edition-target:lang:ojw-CA,179,1505.121951
open_resource_scarcity,edition-target:regional:rmf-Latn-FI,180,1451.219512
open_resource_scarcity,edition-target:lang:evn-RU,181,1378.431636
open_resource_scarcity,edition-target:lang:woe-Latn-FM,182,1224.000000
open_resource_scarcity,edition-target:lang:dlg-RU,183,1201.336137
open_resource_scarcity,edition-target:lang:eve-RU,184,1187.025389
open_resource_scarcity,edition-target:regional:nhd-Latn-BR,185,1050.151159
open_resource_scarcity,edition-target:lang:ciw-CA,186,845.853659
open_resource_scarcity,edition-target:lang:mop-GT,187,833.829268
open_resource_scarcity,edition-target:lang:alq-CA,188,810.609756
open_resource_scarcity,edition-target:lang:pre-Latn-ST,189,726.853659
open_resource_scarcity,edition-target:lang:ckt-RU,190,589.807233
open_resource_scarcity,edition-target:lang:cod-PE,191,491.341463
open_resource_scarcity,edition-target:lang:nsk-CA,192,429.146341
open_resource_scarcity,edition-target:lang:crj-CA,193,371.097561
open_resource_scarcity,edition-target:lang:pqm-CA,194,340.000000
open_resource_scarcity,edition-target:lang:ikt-CA,195,327.560976
open_resource_scarcity,edition-target:regional:jqr-Latn-PE,196,185.756098
open_resource_scarcity,edition-target:lang:crm-CA,197,172.073171
open_resource_scarcity,edition-target:lang:itz-GT,198,168.341463
open_resource_scarcity,edition-target:regional:inuvialuktun-Latn-CA,199,147.195122
open_resource_scarcity,edition-target:lang:itl-RU,200,116.274823
open_resource_scarcity,edition-target:lang:zh-Hans-CX,201,97.439024
open_resource_scarcity,edition-target:lang:otw-CA,202,91.219512
open_resource_scarcity,edition-target:lang:nio-RU,203,75.131424
open_resource_scarcity,edition-target:lang:ulk-Latn-AU,204,24.878049
academic_lingua_franca_nonoverlap,edition-target:lang:hi-Deva-IN,1,117109292.122610
academic_lingua_franca_nonoverlap,edition-target:lang:id-Latn-ID,2,87049745.923858
academic_lingua_franca_nonoverlap,edition-target:lang:ru-Cyrl-RU,3,44480998.343216
academic_lingua_franca_nonoverlap,edition-target:lang:pnb-Arab-PK,4,39344650.678469
academic_lingua_franca_nonoverlap,edition-target:lang:bn-Beng-IN,5,34954271.123641
academic_lingua_franca_nonoverlap,edition-target:lang:mr-Deva-IN,6,30092728.713498
academic_lingua_franca_nonoverlap,edition-target:lang:te-Telu-IN,7,29484558.678289
academic_lingua_franca_nonoverlap,edition-target:lang:ta-Taml-IN,8,25036529.006905
academic_lingua_franca_nonoverlap,edition-target:lang:jv-Latn-ID,9,23835925.967099
academic_lingua_franca_nonoverlap,edition-target:lang:gu-Gujr-IN,10,20002013.938368
academic_lingua_franca_nonoverlap,edition-target:lang:th-Thai-TH,11,19806187.887258
academic_lingua_franca_nonoverlap,edition-target:lang:ps-Arab-PK,12,19307786.758783
academic_lingua_franca_nonoverlap,edition-target:lang:ur-Arab-IN,13,18435453.843407
academic_lingua_franca_nonoverlap,edition-target:lang:bho-Deva-IN,14,18382278.034454
academic_lingua_franca_nonoverlap,edition-target:lang:uz-Latn-UZ,15,17501707.317073
academic_lingua_franca_nonoverlap,edition-target:lang:my-Mymr-MM,16,17389470.128049
academic_lingua_franca_nonoverlap,edition-target:lang:kn-Knda-IN,17,15811647.528424
academic_lingua_franca_nonoverlap,edition-target:lang:sd-Arab-PK,18,15222507.308429
academic_lingua_franca_nonoverlap,edition-target:lang:ary-Arab-MA,19,14843902.439024
academic_lingua_franca_nonoverlap,edition-target:lang:om-Latn-ET,20,13195380.703539
academic_lingua_franca_nonoverlap,edition-target:lang:skr-Arab-PK,21,12765783.764151
academic_lingua_franca_nonoverlap,edition-target:lang:ml-Mlym-IN,22,12638965.757778
academic_lingua_franca_nonoverlap,edition-target:lang:yo-Latn-NG,23,12446584.097561
academic_lingua_franca_nonoverlap,edition-target:lang:or-Orya-IN,24,12378286.723092
academic_lingua_franca_nonoverlap,edition-target:lang:es-Latn-US,25,12230088.155843
academic_lingua_franca_nonoverlap,edition-target:lang:am-Ethi-ET,26,11450831.783331
academic_lingua_franca_nonoverlap,edition-target:lang:su-Latn-ID,27,11354130.611600
academic_lingua_franca_nonoverlap,edition-target:lang:pa-Guru-IN,28,11318815.198226
academic_lingua_franca_nonoverlap,edition-target:lang:ig-Latn-NG,29,10372153.414634
academic_lingua_franca_nonoverlap,edition-target:lang:mg-Latn-MG,30,10252972.434146
academic_lingua_franca_nonoverlap,edition-target:lang:ur-Arab-PK,31,9845198.852441
academic_lingua_franca_nonoverlap,edition-target:lang:cmn-Hant-TW,32,9207669.190244
academic_lingua_franca_nonoverlap,edition-target:lang:nan-Hant-TW,33,8176737.026829
academic_lingua_franca_nonoverlap,edition-target:lang:kmr-Latn-001,34,7640243.902439
academic_lingua_franca_nonoverlap,edition-target:lang:km-Khmr-KH,35,6502124.356098
academic_lingua_franca_nonoverlap,edition-target:lang:zu-Latn-ZA,36,6049292.245160
academic_lingua_franca_nonoverlap,edition-target:lang:hne-Deva-IN,37,5904050.301351
academic_lingua_franca_nonoverlap,edition-target:lang:ne-Deva-NP,38,5712482.446341
academic_lingua_franca_nonoverlap,edition-target:lang:kk-Cyrl-KZ,39,5531714.275610
academic_lingua_franca_nonoverlap,edition-target:lang:as-Beng-IN,40,5384784.883504
academic_lingua_franca_nonoverlap,edition-target:lang:mai-Deva-IN,41,4853056.958977
academic_lingua_franca_nonoverlap,edition-target:lang:mag-Deva-IN,42,4618089.044848
academic_lingua_franca_nonoverlap,edition-target:lang:ca-Latn-ES,43,4365853.658537
academic_lingua_franca_nonoverlap,edition-target:lang:xh-Latn-ZA,44,4051404.179203
academic_lingua_franca_nonoverlap,edition-target:lang:rw-Latn-RW,45,3182047.178049
academic_lingua_franca_nonoverlap,edition-target:lang:mwr-Deva-IN,46,2846321.898578
academic_lingua_franca_nonoverlap,edition-target:lang:yue-Hant-HK,47,2763125.641463
academic_lingua_franca_nonoverlap,edition-target:lang:tk-Latn-TM,48,2749599.353659
academic_lingua_franca_nonoverlap,edition-target:lang:mad-Latn-ID,49,2712546.132375
academic_lingua_franca_nonoverlap,edition-target:lang:so-Latn-ET,50,2686961.506139
academic_lingua_franca_nonoverlap,edition-target:lang:ckb-Arab-001,51,2397766.375610
academic_lingua_franca_nonoverlap,edition-target:lang:ky-Cyrl-KG,52,2340122.009756
academic_lingua_franca_nonoverlap,edition-target:lang:ti-Ethi-ET,53,2289136.255857
academic_lingua_franca_nonoverlap,edition-target:lang:gug-Latn-PY,54,1655660.063415
academic_lingua_franca_nonoverlap,edition-target:lang:ka-Geor-GE,55,1639369.236585
academic_lingua_franca_nonoverlap,edition-target:lang:min-Latn-ID,56,1481761.637737
academic_lingua_franca_nonoverlap,edition-target:lang:mai-Deva-NP,57,1406847.880488
academic_lingua_franca_nonoverlap,edition-target:lang:awa-Deva-IN,58,1399549.203781
academic_lingua_franca_nonoverlap,edition-target:lang:hy-Armn-AM,59,1392602.026829
academic_lingua_franca_nonoverlap,edition-target:lang:bjn-Latn-ID,60,1278588.647220
academic_lingua_franca_nonoverlap,edition-target:lang:bug-Latn-ID,61,1229546.890888
academic_lingua_franca_nonoverlap,edition-target:lang:brh-Arab-PK,62,1229546.551509
academic_lingua_franca_nonoverlap,edition-target:lang:ne-Deva-IN,63,1063333.008447
academic_lingua_franca_nonoverlap,edition-target:lang:bho-Deva-NP,64,794932.451220
academic_lingua_franca_nonoverlap,edition-target:lang:pov-Latn-GW,65,569195.114634
academic_lingua_franca_nonoverlap,edition-target:lang:kek-GT,66,552694.602439
academic_lingua_franca_nonoverlap,edition-target:lang:hak-Hant-TW,67,520991.287805
academic_lingua_franca_nonoverlap,edition-target:lang:quc-GT,68,517118.092683
academic_lingua_franca_nonoverlap,edition-target:lang:mfe-Latn-MU,69,437517.475610
academic_lingua_franca_nonoverlap,edition-target:lang:eu-Latn-ES,70,408998.409756
academic_lingua_franca_nonoverlap,edition-target:lang:awa-Deva-NP,71,377330.253659
academic_lingua_franca_nonoverlap,edition-target:lang:mam-GT,72,289558.148780
academic_lingua_franca_nonoverlap,edition-target:lang:zgh-Tfng-MA,73,266095.075610
academic_lingua_franca_nonoverlap,edition-target:lang:sn-Latn-ZA,74,258324.806138
academic_lingua_franca_nonoverlap,edition-target:lang:yua-MX,75,254303.509581
academic_lingua_franca_nonoverlap,edition-target:lang:cak-GT,76,201533.875610
academic_lingua_franca_nonoverlap,edition-target:lang:ayr-BO,77,199675.809756
academic_lingua_franca_nonoverlap,edition-target:lang:ayr-PE,78,194013.734146
academic_lingua_franca_nonoverlap,edition-target:lang:tzh-MX,79,193379.051246
academic_lingua_franca_nonoverlap,edition-target:regional:ru-Cyrl-EE,80,185905.390244
academic_lingua_franca_nonoverlap,edition-target:lang:tzo-MX,81,180620.466381
academic_lingua_franca_nonoverlap,edition-target:lang:cy-Latn-GB,82,180487.382940
academic_lingua_franca_nonoverlap,edition-target:lang:swh-Latn-RW,83,162556.543902
academic_lingua_franca_nonoverlap,edition-target:lang:tet-Latn-TL,84,157619.104878
academic_lingua_franca_nonoverlap,edition-target:lang:mag-Deva-NP,85,100465.714634
academic_lingua_franca_nonoverlap,edition-target:lang:mi-Latn-NZ,86,93363.343902
academic_lingua_franca_nonoverlap,edition-target:lang:bzj-BZ,87,88632.175610
academic_lingua_franca_nonoverlap,edition-target:lang:mgm-Latn-TL,88,85473.809756
academic_lingua_franca_nonoverlap,edition-target:lang:ctu-MX,89,83606.970517
academic_lingua_franca_nonoverlap,edition-target:lang:kjb-GT,90,72587.119512
academic_lingua_franca_nonoverlap,edition-target:regional:nah-huasteca-hidalguense-Latn-MX,91,64259.021330
academic_lingua_franca_nonoverlap,edition-target:lang:poh-GT,92,58098.160976
academic_lingua_franca_nonoverlap,edition-target:lang:acr-GT,93,54284.151220
academic_lingua_franca_nonoverlap,edition-target:lang:mkz-Latn-TL,94,54066.731707
academic_lingua_franca_nonoverlap,edition-target:lang:pap-CW,95,50228.273171
academic_lingua_franca_nonoverlap,edition-target:lang:ixl-GT,96,50206.007317
academic_lingua_franca_nonoverlap,edition-target:lang:pis-Latn-SB,97,49802.897561
academic_lingua_franca_nonoverlap,edition-target:lang:nav-US,98,45450.410842
academic_lingua_franca_nonoverlap,edition-target:regional:nah-sierra-noreste-puebla-Latn-MX,99,44225.712606
academic_lingua_franca_nonoverlap,edition-target:regional:nah-huasteca-potosina-Latn-MX,100,43732.371905
academic_lingua_franca_nonoverlap,edition-target:lang:crs-Latn-SC,101,42809.568293
academic_lingua_franca_nonoverlap,edition-target:regional:nah-mexicano-guerrero-Latn-MX,102,40951.545279
academic_lingua_franca_nonoverlap,edition-target:regional:chol-northwest-Latn-MX,103,38528.169100
academic_lingua_franca_nonoverlap,edition-target:lang:pap-AW,104,34000.375610
academic_lingua_franca_nonoverlap,edition-target:lang:kem-Latn-TL,105,30122.207317
academic_lingua_franca_nonoverlap,edition-target:lang:bfn-Latn-TL,106,28240.960976
academic_lingua_franca_nonoverlap,edition-target:regional:tseltal-north-Latn-MX,107,27636.926383
academic_lingua_franca_nonoverlap,edition-target:lang:cri-Latn-ST,108,27376.958537
academic_lingua_franca_nonoverlap,edition-target:lang:jiv-EC,109,25658.121951
academic_lingua_franca_nonoverlap,edition-target:lang:cac-GT,110,25580.409756
academic_lingua_franca_nonoverlap,edition-target:regional:tsotsil-north-high-Latn-MX,111,25503.712000
academic_lingua_franca_nonoverlap,edition-target:lang:agr-PE,112,24703.746341
academic_lingua_franca_nonoverlap,edition-target:lang:knj-GT,113,24138.804878
academic_lingua_franca_nonoverlap,edition-target:regional:nah-noroeste-central-Latn-MX,114,23317.979646
academic_lingua_franca_nonoverlap,edition-target:regional:tseltal-east-Latn-MX,115,23079.351110
academic_lingua_franca_nonoverlap,edition-target:lang:tkd-Latn-TL,116,20425.209756
academic_lingua_franca_nonoverlap,edition-target:regional:tsotsil-centre-Latn-MX,117,18744.648981
academic_lingua_franca_nonoverlap,edition-target:lang:iku-CA,118,18194.695122
academic_lingua_franca_nonoverlap,edition-target:lang:iu-Cans-CA,119,18194.695122
academic_lingua_franca_nonoverlap,edition-target:lang:mh-Latn-MH,120,17323.258537
academic_lingua_franca_nonoverlap,edition-target:lang:sm-Latn-AS,121,16954.792683
academic_lingua_franca_nonoverlap,edition-target:lang:tca-BR,122,16723.269087
academic_lingua_franca_nonoverlap,edition-target:regional:pdt-Latn-CA,123,16276.097561
academic_lingua_franca_nonoverlap,edition-target:lang:shp-PE,124,14910.263415
academic_lingua_franca_nonoverlap,edition-target:regional:eu-Latn-FR-64,125,14744.402228
academic_lingua_franca_nonoverlap,edition-target:lang:jac-GT,126,14218.712195
academic_lingua_franca_nonoverlap,edition-target:lang:chk-Latn-FM,127,13568.480488
academic_lingua_franca_nonoverlap,edition-target:regional:tsotsil-northwest-Latn-MX,128,13552.590957
academic_lingua_franca_nonoverlap,edition-target:lang:kgk-BR,129,12437.726276
academic_lingua_franca_nonoverlap,edition-target:lang:nzs-NZ,130,11496.336585
academic_lingua_franca_nonoverlap,edition-target:lang:ccr-GT,131,9408.414634
academic_lingua_franca_nonoverlap,edition-target:lang:gub-BR,132,9398.594340
academic_lingua_franca_nonoverlap,edition-target:regional:chol-southeast-Latn-MX,133,8927.727033
academic_lingua_franca_nonoverlap,edition-target:lang:kgp-BR,134,8841.988554
academic_lingua_franca_nonoverlap,edition-target:regional:nah-istmo-Latn-MX,135,8742.929418
academic_lingua_franca_nonoverlap,edition-target:lang:dhv-Latn-NC,136,7794.878049
academic_lingua_franca_nonoverlap,edition-target:lang:pon-Latn-FM,137,7765.543902
academic_lingua_franca_nonoverlap,edition-target:lang:gui-BO,138,7680.409756
academic_lingua_franca_nonoverlap,edition-target:lang:caa-GT,139,7274.821951
academic_lingua_franca_nonoverlap,edition-target:lang:haw-Latn-US,140,7188.076069
academic_lingua_franca_nonoverlap,edition-target:lang:ojs-CA,141,6681.939024
academic_lingua_franca_nonoverlap,edition-target:regional:nah-sierra-oeste-puebla-Latn-MX,142,6394.719587
academic_lingua_franca_nonoverlap,edition-target:regional:nah-mexicano-oriente-central-Latn-MX,143,6206.639599
academic_lingua_franca_nonoverlap,edition-target:lang:pau-Latn-PW,144,6078.534146
academic_lingua_franca_nonoverlap,edition-target:lang:na-Latn-NR,145,5399.546341
academic_lingua_franca_nonoverlap,edition-target:lang:crk-CA,146,5241.207317
academic_lingua_franca_nonoverlap,edition-target:lang:aoa-Latn-ST,147,4967.031707
academic_lingua_franca_nonoverlap,edition-target:lang:prl-PE,148,4866.773171
