authorization_id,source_lane,source_record_id,evidence_identity_id,edition_target_id,canonical_language_target_id,regional_stratum_id,authorization_status,authorization_tier,authorization_reason,population_low_persons,population_base_persons,population_high_persons,population_definition,source_ids,source_urls,score_row_present,score_order_lane,score_primary_order_eligible,score_population_atom_id,score_selected_source_record_id,score_authorization_ids,binding_outcome,row_sha256
auth:canonical:canonical:pop:5bb1430136a88a1940369a9c,legacy_canonical_population,pop:5bb1430136a88a1940369a9c,canonical:pop:5bb1430136a88a1940369a9c,edition-target:lang:nsk-CA,lang:nsk-CA,,ADMIT,A_DIRECT_TYPED_PERSON,exact target + direct typed person measure + source-resolved evidence,,1035,,People reporting knowledge of Naskapi; mother-tongue count 740. Counts randomly rounded.,SRC_AMAR_CAN_ALGONQ_2021,https://www150.statcan.gc.ca/n1/pub/41-20-0002/412000022025002-eng.htm,true,person_need,true,auth:canonical:canonical:pop:5bb1430136a88a1940369a9c,pop:5bb1430136a88a1940369a9c,auth:canonical:canonical:pop:5bb1430136a88a1940369a9c,ADMITTED_AND_SELECTED_FOR_SCORE,B05B1B7CDF9D2CD867077448FAA86FADCA901E67C107E8E01F9F9B7E91C06265
auth:canonical:canonical:pop:5beff93e02e8070bb5af630c,legacy_canonical_population,pop:5beff93e02e8070bb5af630c,canonical:pop:5beff93e02e8070bb5af630c,edition-target:lang:awa-Deva-NP,lang:awa-Deva-NP,,ADMIT,A_DIRECT_TYPED_PERSON,exact target + direct typed person measure + source-resolved evidence,864276,864276,864276,Census mother-tongue count,NPL_LANG_2021,https://censusnepal.cbs.gov.np/results/files/result-folder/Language%20in%20Nepal.pdf,true,person_need,true,auth:canonical:canonical:pop:5beff93e02e8070bb5af630c,pop:5beff93e02e8070bb5af630c,auth:canonical:canonical:pop:5beff93e02e8070bb5af630c,ADMITTED_AND_SELECTED_FOR_SCORE,302831422A7773FE184D89E9E5C5059CB8781217B349F77BE1FAB0AF0A1A96C1
auth:canonical:canonical:pop:5c4e339deb8ea665726f83c6,legacy_canonical_population,pop:5c4e339deb8ea665726f83c6,canonical:pop:5c4e339deb8ea665726f83c6,edition-target:lang:gun-AR,lang:gun-AR,,EXCLUDE,none,target binding is CONTEXT_NO_INHERITANCE,,,,Share of the self-identified Argentina Mbyá Guaraní people who speak or understand the people's language; denominator count is not encoded here.,SRC_AMAR_ARG_INDEC_2022,https://www.indec.gob.ar/ftp/cuadros/poblacion/censo2022_poblacion_indigena.pdf,true,unranked_context,false,world:unresolved-territory,,,EXCLUDED_WITH_EXPLICIT_REASON,7CCC17C430ACBF716C16BB31108CD34D92C27C0AAFC4C5362256F69945D68D20
auth:canonical:canonical:pop:5d18e76493b2bae5aacee1a7,legacy_canonical_population,pop:5d18e76493b2bae5aacee1a7,canonical:pop:5d18e76493b2bae5aacee1a7,edition-target:lang:gu-Gujr-IN,lang:gu-Gujr-IN,,ADMIT,A_DIRECT_TYPED_PERSON,exact target + direct typed person measure + source-resolved evidence,55036204,55036204,55036204,Raw Census mother-tongue count,IND_C16_2011,https://censusindia.gov.in/nada/index.php/catalog/10191,true,person_need,true,auth:canonical:canonical:pop:5d18e76493b2bae5aacee1a7,pop:5d18e76493b2bae5aacee1a7,auth:canonical:canonical:pop:5d18e76493b2bae5aacee1a7,ADMITTED_AND_SELECTED_FOR_SCORE,19FAC479385E2C4034F187B9BCC9E09AA68D43553FE42613BBA0F55A427E7EAC
auth:canonical:canonical:pop:5d92b5222c46900120e3dd7a,legacy_canonical_population,pop:5d92b5222c46900120e3dd7a,canonical:pop:5d92b5222c46900120e3dd7a,edition-target:lang:tzh-MX,lang:tzh-MX,,ADMIT,A_DIRECT_TYPED_PERSON,exact target + direct typed person measure + source-resolved evidence,,589144,,People age 3+ reported Tseltal.,SRC_AMAR_MEX_INEGI_2020,https://www.inegi.org.mx/contenidos/programas/ccpv/2020/doc/Censo2020_Principales_resultados_EUM.pdf,true,person_need,true,auth:canonical:canonical:pop:5d92b5222c46900120e3dd7a,pop:5d92b5222c46900120e3dd7a,auth:canonical:canonical:pop:5d92b5222c46900120e3dd7a,ADMITTED_AND_SELECTED_FOR_SCORE,3F001FED4DC09ABF49993DE85E0BA4BEFF3D30A24BC233B724FD5A8DD93E349A
auth:canonical:canonical:pop:5dc065acfd7a7f4aff4a610f,legacy_canonical_population,pop:5dc065acfd7a7f4aff4a610f,canonical:pop:5dc065acfd7a7f4aff4a610f,edition-target:lang:ti-Ethi-ET,lang:ti-Ethi-ET,,EXCLUDE,none,target binding is CONTEXT_NO_INHERITANCE,,4324933,,2007 Ethiopia mother-tongue count,SRC_ESS_CENSUS_2007,https://drs.ess.gov.et/bitstreams/61d74990-69a7-4f11-8e91-9234ca31d94f/download,true,person_need,true,ti-Ethi-ET,ti-Ethi-ET,auth:regional:AFRICA_EMPIRICAL_NEED_INPUTS:ti-Ethi-ET,EXCLUDED_WITH_EXPLICIT_REASON,5C8721336B7B3C495709DBF45C306E238522D02C3BA57BE0A687B805D4B31CDA
auth:canonical:canonical:pop:5ec881cf43c86faa9d9f487b,legacy_canonical_population,pop:5ec881cf43c86faa9d9f487b,canonical:pop:5ec881cf43c86faa9d9f487b,edition-target:lang:kgp-BR,lang:kgp-BR,,ADMIT,A_DIRECT_TYPED_PERSON,exact target + direct typed person measure + source-resolved evidence,,27482,,People age 5+ speaking Kaingang in the 2022 census language release.,SRC_AMAR_BRA_IBGE_2022,https://agenciadenoticias.ibge.gov.br/en/agencia-press-room/2184-news-agency/news/44866-2022-census-brazil-has-391-indigenous-ethnicities-and-295-indigenous-languages.html,true,person_need,true,auth:canonical:canonical:pop:5ec881cf43c86faa9d9f487b,pop:5ec881cf43c86faa9d9f487b,auth:canonical:canonical:pop:5ec881cf43c86faa9d9f487b,ADMITTED_AND_SELECTED_FOR_SCORE,F691E0076C0A4D963BC7110E0FF3F7D6F45FD7BAA37FD68EB3F8BBD984685EA3
auth:canonical:canonical:pop:5f028d359abc55820816b399,legacy_canonical_population,pop:5f028d359abc55820816b399,canonical:pop:5f028d359abc55820816b399,edition-target:lang:niu-Latn-NU,lang:niu-Latn-NU,,EXCLUDE,none,target binding is CONTEXT_NO_INHERITANCE,,,,Residents reported proficient in spoken Niuean,OIO_441142AEE043,https://niuestatistics.nu/download/35/census/2793/2022-niue-census-of-population-and-housing-report.pdf,true,unranked_context,false,world:unresolved-territory,,,EXCLUDED_WITH_EXPLICIT_REASON,030DE94C1AA219C7A052DBA696A62E62D5B03BD39CCDA0387DA1C54621E57B2A
auth:canonical:canonical:pop:5f953b7fd675c43bc50e85cf,legacy_canonical_population,pop:5f953b7fd675c43bc50e85cf,canonical:pop:5f953b7fd675c43bc50e85cf,edition-target:lang:ja-Jpan-JP,lang:ja-Jpan-JP,,EXCLUDE,none,target binding is CONTEXT_NO_INHERITANCE,,2645837,,All university undergraduates; opportunity universe rather than measured need count,JPN-S002,https://www.mext.go.jp/b_menu/toukei/chousa01/kihon/kekka/k_detail/2025.htm,true,stage_opportunity,true,JA-direct-cohorts,LLPS-JA-JP-TERTIARY-OPPORTUNITY-2025,auth:canonical:llps:LLPS-JA-JP-PUPILS-NEEDING-INSTRUCTION-2025;auth:canonical:llps:LLPS-JA-JP-TERTIARY-OPPORTUNITY-2025,EXCLUDED_WITH_EXPLICIT_REASON,EA462E9B32144A4560EBBD538BCECDC412646F58AB7D3A1E8F4CFC1FA110EC95
auth:canonical:canonical:pop:5fe49fd527fe941f30a21b94,legacy_canonical_population,pop:5fe49fd527fe941f30a21b94,canonical:pop:5fe49fd527fe941f30a21b94,edition-target:lang:moc-AR,lang:moc-AR,,EXCLUDE,none,target binding is CONTEXT_NO_INHERITANCE,,,,Share of the self-identified Moqoit people who speak or understand the people's language; denominator count is not encoded here.,SRC_AMAR_ARG_INDEC_2022,https://www.indec.gob.ar/ftp/cuadros/poblacion/censo2022_poblacion_indigena.pdf,true,unranked_context,false,world:unresolved-territory,,,EXCLUDED_WITH_EXPLICIT_REASON,A10E85EDCF474E3523102C14154D647BF12C5CDD0B6BBDC9BCA6CBE771567C2B
auth:canonical:canonical:pop:5feb25dc931cbca480766caf,legacy_canonical_population,pop:5feb25dc931cbca480766caf,canonical:pop:5feb25dc931cbca480766caf,edition-target:lang:ane-Latn-NC,lang:ane-Latn-NC,,ADMIT,A_DIRECT_TYPED_PERSON,exact target + direct typed person measure + source-resolved evidence,5600,5600,5600,People aged 15+ reported speaking the named language,OIO_9D74E354F4EB,https://www.isee.nc/component/phocadownload/category/269-recensement-de-la-population?download=2186%3Arp-2019-la-population-vivant-en-tribus,true,person_need,true,auth:canonical:canonical:pop:5feb25dc931cbca480766caf,pop:5feb25dc931cbca480766caf,auth:canonical:canonical:pop:5feb25dc931cbca480766caf,ADMITTED_AND_SELECTED_FOR_SCORE,6E99B33F5954B2A999988FBFA56262F1E3938BD3B75782D42712E4AA788D06EC
auth:canonical:canonical:pop:607c7246ca92e1c71804bcec,legacy_canonical_population,pop:607c7246ca92e1c71804bcec,canonical:pop:607c7246ca92e1c71804bcec,edition-target:lang:mkz-Latn-TL,lang:mkz-Latn-TL,,ADMIT,A_DIRECT_TYPED_PERSON,exact target + direct typed person measure + source-resolved evidence,,123840,,2015 census L1 count reproduced in an open peer-reviewed study.,TLS_CENSUS_LANGUAGE_STUDY,https://pmc.ncbi.nlm.nih.gov/articles/PMC9411783/,true,person_need,true,auth:canonical:canonical:pop:607c7246ca92e1c71804bcec,pop:607c7246ca92e1c71804bcec,auth:canonical:canonical:pop:607c7246ca92e1c71804bcec;auth:regional:OCEANIA_CENTRAL_ASIA_EMPIRICAL_INPUTS:mkz-Latn-TL,ADMITTED_AND_SELECTED_FOR_SCORE,787D030CA7130B8367D9CFBE179AB292F02501FECFF5566EDDDB48AB4D98E278
auth:canonical:canonical:pop:60dad2dc31f8b63629c2d3fb,legacy_canonical_population,pop:60dad2dc31f8b63629c2d3fb,canonical:pop:60dad2dc31f8b63629c2d3fb,edition-target:lang:tvl-Latn-TV,lang:tvl-Latn-TV,,EXCLUDE,none,target binding is CONTEXT_NO_INHERITANCE,,,,People aged 5+ reported literate in Tuvaluan,OIO_0C068ED806B3,https://stats.gov.tv/download/85/population-and-housing-census/1836/tuvalu_2022_census_report,true,unranked_context,false,world:unresolved-territory,,,EXCLUDED_WITH_EXPLICIT_REASON,935C130A2E894096D15112FD2C9651736FCF92CE2DB4522CC11C0AB3D45FA4E1
auth:canonical:canonical:pop:612fd63dbfcf42d2e3ab271a,legacy_canonical_population,pop:612fd63dbfcf42d2e3ab271a,canonical:pop:612fd63dbfcf42d2e3ab271a,edition-target:lang:sw-Latn-001,lang:sw-Latn-001,,EXCLUDE,none,target binding is CONTEXT_NO_INHERITANCE,200000000,,,Institutional lower-bound estimate: more than 200m speakers.,SRC_UNESCO_SWAHILI_2026,https://www.unesco.org/en/articles/kiswahili-bridge-cultural-diversity-dialogue-and-digital-innovation,true,unranked_context,false,world:unresolved-territory,,,EXCLUDED_WITH_EXPLICIT_REASON,B0ADE25858D8C65D74785E82A6D2F92404538A03FC56713B7DE21F08966F050D
auth:canonical:canonical:pop:61854d3f48ebb05e46c5b292,legacy_canonical_population,pop:61854d3f48ebb05e46c5b292,canonical:pop:61854d3f48ebb05e46c5b292,edition-target:lang:ms-Latn-BN,lang:ms-Latn-BN,,EXCLUDE,none,target binding is CONTEXT_NO_INHERITANCE,,297016,,"2021 Malay race-category count from a population of 440,715; category combines several groups and is not a speaker count.",BRN_YEARBOOK_2021,https://deps.mofe.gov.bn/wp-content/uploads/2025/12/BDSYB-2021.pdf,true,unranked_context,false,world:unresolved-territory,,,EXCLUDED_WITH_EXPLICIT_REASON,1B347B71D00C254A78DB00360EDC6E585D441ACE498D60E3A412F359C0AE49CD
auth:canonical:canonical:pop:6275ddc5fb49a1ec70eec247,legacy_canonical_population,pop:6275ddc5fb49a1ec70eec247,canonical:pop:6275ddc5fb49a1ec70eec247,edition-target:lang:na-Latn-NR,lang:na-Latn-NR,,ADMIT,A_DIRECT_TYPED_PERSON,exact target + direct typed person measure + source-resolved evidence,2880,2880,2880,"Sum of disjoint census age groups: 1,466 speakers ages 5–9 and 1,414 ages 10–14",OIO_495458A1273D,https://stats.gov.nr/download/49/2021/359/nauru-2021-population-and-housing-census-analytical-report.pdf,true,person_need,true,na-Latn-NR,na-Latn-NR,auth:canonical:canonical:pop:6275ddc5fb49a1ec70eec247;auth:regional:OCEANIA_CENTRAL_ASIA_EMPIRICAL_INPUTS:na-Latn-NR,ADMITTED_AND_SELECTED_FOR_SCORE,F01D0044DA5E073CE4DD6A708B0AAF5A1486479638B1461D2E49C9C849D8E47F
auth:canonical:canonical:pop:634692347a0d69feca4158b9,legacy_canonical_population,pop:634692347a0d69feca4158b9,canonical:pop:634692347a0d69feca4158b9,edition-target:lang:mic-CA,lang:mic-CA,,ADMIT,A_DIRECT_TYPED_PERSON,exact target + direct typed person measure + source-resolved evidence,,9240,,People reporting knowledge of Mi’kmaq; mother-tongue count 6495. Counts randomly rounded.,SRC_AMAR_CAN_ALGONQ_2021,https://www150.statcan.gc.ca/n1/pub/41-20-0002/412000022025002-eng.htm,true,person_need,true,auth:canonical:canonical:pop:634692347a0d69feca4158b9,pop:634692347a0d69feca4158b9,auth:canonical:canonical:pop:634692347a0d69feca4158b9,ADMITTED_AND_SELECTED_FOR_SCORE,73308181FE952AEF4A664B266272C74E438D9342B0BF0A5571766B118167FBA3
auth:canonical:canonical:pop:63bde9c6eab7e933216dba6d,legacy_canonical_population,pop:63bde9c6eab7e933216dba6d,canonical:pop:63bde9c6eab7e933216dba6d,edition-target:lang:pap-AW,lang:pap-AW,,EXCLUDE,none,target binding is CONTEXT_NO_INHERITANCE,,101484,,Total 2010 population; Papiamento was most often spoken in 68% of households; no speaker count derived.,SRC_AMAR_ABW_CENSUS_2010,https://cbs.aw/wp/wp-content/uploads/2015/10/Social_Atlas_Aruba_2010.pdf,true,person_need,true,pap-Latn-AW,pap-Latn-AW,auth:regional:AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS:pap-Latn-AW,EXCLUDED_WITH_EXPLICIT_REASON,193A551C285C3D960590A0C7F47712B813EFC17BD5977C6489C59E5F672B9CEC
auth:canonical:canonical:pop:63c7ddb5313a6147a9f454ef,legacy_canonical_population,pop:63c7ddb5313a6147a9f454ef,canonical:pop:63c7ddb5313a6147a9f454ef,edition-target:lang:ja-Jpan-JP,lang:ja-Jpan-JP,,EXCLUDE,none,target binding is CONTEXT_NO_INHERITANCE,,294198,,"Learners reported by 2,669 responding MEXT-known Japanese-language education institutions",JPN-S008,https://www.mext.go.jp/b_menu/toukei/chousa01/nihongokyoiku_jittai/kekka/mext_03374.html,true,stage_opportunity,true,JA-direct-cohorts,LLPS-JA-JP-TERTIARY-OPPORTUNITY-2025,auth:canonical:llps:LLPS-JA-JP-PUPILS-NEEDING-INSTRUCTION-2025;auth:canonical:llps:LLPS-JA-JP-TERTIARY-OPPORTUNITY-2025,EXCLUDED_WITH_EXPLICIT_REASON,5C57E1740FCAE76D9BC55793BBD77967F06FF6A27A0DB13A5B04D385F17619BE
auth:canonical:canonical:pop:64a326212eec15c63f3332c7,legacy_canonical_population,pop:64a326212eec15c63f3332c7,canonical:pop:64a326212eec15c63f3332c7,edition-target:lang:zh-Hans-CX,lang:zh-Hans-CX,,ADMIT,A_DIRECT_TYPED_PERSON,exact target + direct typed person measure + source-resolved evidence,235,235,235,People reporting Mandarin at home,OIO_6D23AF4D0F5F,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL90001,true,person_need,true,auth:canonical:canonical:pop:64a326212eec15c63f3332c7,pop:64a326212eec15c63f3332c7,auth:canonical:canonical:pop:64a326212eec15c63f3332c7,ADMITTED_AND_SELECTED_FOR_SCORE,27DDED2861C75325DC045370124DAEEB456A7BA4AAA1C60644F96534D7D91D3F
auth:canonical:canonical:pop:64df0e1a866a4363b2c14c88,legacy_canonical_population,pop:64df0e1a866a4363b2c14c88,canonical:pop:64df0e1a866a4363b2c14c88,edition-target:lang:unresolved-tag:galoli:timor-leste-galoli-l1-communities,lang:unresolved-tag:galoli:timor-leste-galoli-l1-communities,,EXCLUDE,none,target identity is unresolved/macro/context,,16266,,2015 census L1 count reproduced in an open peer-reviewed study.,TLS_CENSUS_LANGUAGE_STUDY,https://pmc.ncbi.nlm.nih.gov/articles/PMC9411783/,true,unranked_context,false,world:unresolved-territory,,,EXCLUDED_WITH_EXPLICIT_REASON,E4FF8F3448E1CE34B25A503E1F4AC7B5F23C4C2434E93EF891AC33A22C2757B4
auth:canonical:canonical:pop:65440f6d5ae67ed8635141ba,legacy_canonical_population,pop:65440f6d5ae67ed8635141ba,canonical:pop:65440f6d5ae67ed8635141ba,edition-target:lang:qu-Latn-PE,lang:qu-Latn-PE,,EXCLUDE,none,target binding is CONTEXT_NO_INHERITANCE,3735682,3735682,3735682,Direct census umbrella mother-tongue count.,SRC_PERU_CENSUS_2017,https://www.inei.gob.pe/media/MenuRecursivo/publicaciones_digitales/Est/Lib1803/libro.pdf,true,unranked_context,false,world:unresolved-territory,,,EXCLUDED_WITH_EXPLICIT_REASON,7DB6A78C1A4AAFFE8BE35D4919A0BB500B81A8D24A78C05F90ADFA1C3B0233DC
auth:canonical:canonical:pop:65d626538f3dfe7c6fa3f4d2,legacy_canonical_population,pop:65d626538f3dfe7c6fa3f4d2,canonical:pop:65d626538f3dfe7c6fa3f4d2,edition-target:lang:unresolved-tag:wichi:argentina-people-self-identifying-as,lang:unresolved-tag:wichi:argentina-people-self-identifying-as,,EXCLUDE,none,target identity is unresolved/macro/context,,,,Share of the self-identified Wichí people who speak or understand the people's language; denominator count is not encoded here.,SRC_AMAR_ARG_INDEC_2022,https://www.indec.gob.ar/ftp/cuadros/poblacion/censo2022_poblacion_indigena.pdf,true,unranked_context,false,world:unresolved-territory,,,EXCLUDED_WITH_EXPLICIT_REASON,70F9504C1800BDE053D8B456822B3C9390C7434C45D36DD651205836ECCF083D
auth:canonical:canonical:pop:6675ca49ad1364558f62562f,legacy_canonical_population,pop:6675ca49ad1364558f62562f,canonical:pop:6675ca49ad1364558f62562f,edition-target:lang:quc-GT,lang:quc-GT,,ADMIT,A_DIRECT_TYPED_PERSON,exact target + direct typed person measure + source-resolved evidence,,1054818,,People age 4+ reporting K’iche’ as mother tongue.,SRC_AMAR_GTM_INE_2018,https://censo2018.ine.gob.gt/archivos/resultados_censo2018.pdf,true,person_need,true,auth:canonical:canonical:pop:6675ca49ad1364558f62562f,pop:6675ca49ad1364558f62562f,auth:canonical:canonical:pop:6675ca49ad1364558f62562f;auth:regional:AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS:quc-Latn-GT,ADMITTED_AND_SELECTED_FOR_SCORE,9AD99A6481F03FB7DA76DA36356BDC157A0E8B6E953DE8DAC8BEE1A515592E8F
auth:canonical:canonical:pop:67404d2abc972f5d86dad902,legacy_canonical_population,pop:67404d2abc972f5d86dad902,canonical:pop:67404d2abc972f5d86dad902,edition-target:lang:ht-Latn-HT,lang:ht-Latn-HT,,EXCLUDE,none,target binding is CONTEXT_NO_INHERITANCE,11500000,11667880,11800000,Derived screening estimate: 98% primary-language share applied to 2025 Haiti population.,SRC_HAITI_IBE,https://www.ibe.unesco.org/en/articles/towards-inclusive-education-and-learning-success-embracing-creole-haitian-schools,true,unranked_context,false,world:unresolved-territory,,,EXCLUDED_WITH_EXPLICIT_REASON,B77F35A40DEB3621C3B65F90A6DDE91726B21F08D2DCD009FB4756A54579BD7A
auth:canonical:canonical:pop:676eb50e5ae61c38d3579c6a,legacy_canonical_population,pop:676eb50e5ae61c38d3579c6a,canonical:pop:676eb50e5ae61c38d3579c6a,edition-target:lang:rop-Latn-AU,lang:rop-Latn-AU,,ADMIT,A_DIRECT_TYPED_PERSON,exact target + direct typed person measure + source-resolved evidence,7403,7403,7403,Australia-wide people reporting Kriol at home,OIO_53E72381DA9F,https://www.abs.gov.au/statistics/people/aboriginal-and-torres-strait-islander-peoples/language-statistics-aboriginal-and-torres-strait-islander-peoples/latest-release,true,person_need,true,auth:canonical:canonical:pop:676eb50e5ae61c38d3579c6a,pop:676eb50e5ae61c38d3579c6a,auth:canonical:canonical:pop:676eb50e5ae61c38d3579c6a;auth:regional:OCEANIA_CENTRAL_ASIA_EMPIRICAL_INPUTS:rop-Latn-AU,ADMITTED_AND_SELECTED_FOR_SCORE,E126B93DE93E2EEE552A91FFEAE92C9CD62B924BF624878E8DEF8C6390F117D8
auth:canonical:canonical:pop:6856048a68c7c861e30df37f,legacy_canonical_population,pop:6856048a68c7c861e30df37f,canonical:pop:6856048a68c7c861e30df37f,edition-target:lang:rom-Latn-150,lang:rom-Latn-150,,EXCLUDE,none,target binding is CONTEXT_NO_INHERITANCE,10000000,11000000,12000000,Roma/Romani language-community screen; local proficiency and dialect require direct measurement.,SRC_COE_ROMANI,https://www.coe.int/en/web/roma-and-travellers/-/secretary-general-calls-on-member-states-to-recognise-protect-and-promote-romani-language,true,unranked_context,false,world:unresolved-territory,,,EXCLUDED_WITH_EXPLICIT_REASON,2C88D44D9BCBECB6BC2ECF72912E96D40E17F439CDE284E2D5CF893541197C5D
auth:canonical:canonical:pop:68b8a9378c9d4fa802baa927,legacy_canonical_population,pop:68b8a9378c9d4fa802baa927,canonical:pop:68b8a9378c9d4fa802baa927,edition-target:lang:prq-PE,lang:prq-PE,,EXCLUDE,none,target binding is CONTEXT_NO_INHERITANCE,,73567,,Shared Ashaninka count; no separate prq count in the source.,SRC_AMAR_PER_BDPI_ASHANINKA,https://bdpi.cultura.gob.pe/lenguas/ashaninka,true,unranked_context,false,world:unresolved-territory,,,EXCLUDED_WITH_EXPLICIT_REASON,29EA7C12BB7D5112F821C3AFCF7DA3FD1C9A9ADE51F81D909FE782777A97A1B3
auth:canonical:canonical:pop:68c95f250799504f13650768,legacy_canonical_population,pop:68c95f250799504f13650768,canonical:pop:68c95f250799504f13650768,edition-target:lang:ja-Jpan-JP,lang:ja-Jpan-JP,,EXCLUDE,none,target binding is CONTEXT_NO_INHERITANCE,,140174,,Residence-status Student holders enrolled in Japanese-language institutions,JPN-S007,https://www.studyinjapan.go.jp/ja/statistics/enrollment/data/2605291000.html,true,stage_opportunity,true,JA-direct-cohorts,LLPS-JA-JP-TERTIARY-OPPORTUNITY-2025,auth:canonical:llps:LLPS-JA-JP-PUPILS-NEEDING-INSTRUCTION-2025;auth:canonical:llps:LLPS-JA-JP-TERTIARY-OPPORTUNITY-2025,EXCLUDED_WITH_EXPLICIT_REASON,8E6D9AC6DB5F3BBEF4A2EEFA1FC69F8A7A9DA3DD96E631BB51F53D6EAAB44AE9
auth:canonical:canonical:pop:690404cf96ccb815a67471e7,legacy_canonical_population,pop:690404cf96ccb815a67471e7,canonical:pop:690404cf96ccb815a67471e7,edition-target:lang:unresolved-tag:guarani-nandeva:paraguay-guarani-nandeva-people,lang:unresolved-tag:guarani-nandeva:paraguay-guarani-nandeva-people,,EXCLUDE,none,target identity is unresolved/macro/context,,3266,,People identifying with the Guaraní Ñandéva people; not a speaker count.,SRC_AMAR_PRY_INDIG_2022,https://www.ine.gov.py/Publicaciones/Biblioteca/documento/237/Resultados-Finales-Censo-Indigena.pdf,true,unranked_context,false,world:unresolved-territory,,,EXCLUDED_WITH_EXPLICIT_REASON,BF0533F3F13DA08424890B737466B06857AB4BE29EA75BA3794BB449CAFC35BB
auth:canonical:canonical:pop:6a8813be5e963ebc6fdf8815,legacy_canonical_population,pop:6a8813be5e963ebc6fdf8815,canonical:pop:6a8813be5e963ebc6fdf8815,edition-target:lang:tkd-Latn-TL,lang:tkd-Latn-TL,,ADMIT,A_DIRECT_TYPED_PERSON,exact target + direct typed person measure + source-resolved evidence,,46784,,2015 census L1 count reproduced in an open peer-reviewed study.,TLS_CENSUS_LANGUAGE_STUDY,https://pmc.ncbi.nlm.nih.gov/articles/PMC9411783/,true,person_need,true,auth:canonical:canonical:pop:6a8813be5e963ebc6fdf8815,pop:6a8813be5e963ebc6fdf8815,auth:canonical:canonical:pop:6a8813be5e963ebc6fdf8815,ADMITTED_AND_SELECTED_FOR_SCORE,1B1508DB44F3D52051B221D092DE5B4917EB7520802CE3EFD0E67ED3762EA6DE
auth:canonical:canonical:pop:6b66635ca3d0f392431e86ff,legacy_canonical_population,pop:6b66635ca3d0f392431e86ff,canonical:pop:6b66635ca3d0f392431e86ff,edition-target:lang:enl-PY,lang:enl-PY,,EXCLUDE,none,target binding is CONTEXT_NO_INHERITANCE,,9874,,People identifying with the Enlhet Norte people; not a speaker count.,SRC_AMAR_PRY_INDIG_2022,https://www.ine.gov.py/Publicaciones/Biblioteca/documento/237/Resultados-Finales-Censo-Indigena.pdf,true,unranked_context,false,world:unresolved-territory,,,EXCLUDED_WITH_EXPLICIT_REASON,157EA88F7AC7F89283A0E756BD27BDD6FE4871505BA46D172C1DB9DFCCFB5FAF
auth:canonical:canonical:pop:6bb68e65287885e9e6adb078,legacy_canonical_population,pop:6bb68e65287885e9e6adb078,canonical:pop:6bb68e65287885e9e6adb078,edition-target:lang:chk-Latn-FM,lang:chk-Latn-FM,,ADMIT,A_DIRECT_TYPED_PERSON,exact target + direct typed person measure + source-resolved evidence,27677,27677,27677,People aged 5+ reporting the named home language,OIO_EA133B14931A,https://www.pacificweb.org/library/preview.php?file=fsm/states/2023FSMMunicipality.xlsx,true,person_need,true,auth:canonical:canonical:pop:6bb68e65287885e9e6adb078,pop:6bb68e65287885e9e6adb078,auth:canonical:canonical:pop:6bb68e65287885e9e6adb078;auth:regional:OCEANIA_CENTRAL_ASIA_EMPIRICAL_INPUTS:chk-Latn-FM,ADMITTED_AND_SELECTED_FOR_SCORE,C013EEC859BB75CF63DCB3A9F973B27A4CAB239C0B7EDC9ACEF44AEFF2F61F40
auth:canonical:canonical:pop:6c4b63050e598299d1fd63dc,legacy_canonical_population,pop:6c4b63050e598299d1fd63dc,canonical:pop:6c4b63050e598299d1fd63dc,edition-target:lang:sap-PY,lang:sap-PY,,EXCLUDE,none,target binding is CONTEXT_NO_INHERITANCE,,3523,,People identifying with the Sanapaná people; not a speaker count.,SRC_AMAR_PRY_INDIG_2022,https://www.ine.gov.py/Publicaciones/Biblioteca/documento/237/Resultados-Finales-Censo-Indigena.pdf,true,unranked_context,false,world:unresolved-territory,,,EXCLUDED_WITH_EXPLICIT_REASON,4E72ABA093AF794044638E5555D6189A2262B18A427C622EBFE6AEF91AF79C8E
auth:canonical:canonical:pop:6c74f03410c71c2ae9888b61,legacy_canonical_population,pop:6c74f03410c71c2ae9888b61,canonical:pop:6c74f03410c71c2ae9888b61,edition-target:macro:AMAR_MEX_MAZATEC_LOCALITY_REQUIRED,macro:AMAR_MEX_MAZATEC_LOCALITY_REQUIRED,,EXCLUDE,none,target identity is unresolved/macro/context,,237212,,People age 3+ reported under the census aggregate Mazatec; not assignable to a local tonal variety.,SRC_AMAR_MEX_INEGI_2020,https://www.inegi.org.mx/contenidos/programas/ccpv/2020/doc/Censo2020_Principales_resultados_EUM.pdf,true,unranked_context,false,territory:MEX,,,EXCLUDED_WITH_EXPLICIT_REASON,2E2C78A73E4BB59F24C81A16F2C7DFD9D1F96C15002EF995A3D4837F0FE64136
