edition_target_id,edition_key,edition_role,edition_derivation_class,normalized_language_codes_json,language_code_status,language_names_json,normalized_script_codes_json,script_code_status,script_orthography_json,mode_json,mode_status,territory_community_json,production_intervention_scope,effective_order_l_target,target_kind,regional_stratum_id,disposition,registry_row_hash
edition-target:lang:dag-Latn-GH,lang:dag-Latn-GH,canonical_language_edition,CANONICAL_V2_EDITION,"[""dag-Latn-GH""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""Dagbani""]","[""Latn""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Latin"",""Ghana standard""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""Ghana""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,50977eb9c826c7a1e9f1ff12d5ca53c9f2f3615b4dff839fd5fd3a2cd0ae92ec
edition-target:lang:dak-US,lang:dak-US,canonical_language_edition,CANONICAL_V2_EDITION,"[""dak-US""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""Dakota — exact local variety required""]","[""Latn""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Latin"",""locality-specific Dakota orthography""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""United States"",""Dakota — exact local variety required communities""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,6d030f0cde450cefab665e95c88f6aec4a73399df0e1614ce91d623bc7de561a
edition-target:lang:de-Latn-001,lang:de-Latn-001,canonical_language_edition,CANONICAL_V2_EDITION,"[""de-Latn-001""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""German""]","[""Latn""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Latin""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""German-speaking Europe""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,fcee0540ae6f4917b95f98bb5682186e39e45cd5e430d678ae72b93ae780394f
edition-target:lang:dga-Latn-GH,lang:dga-Latn-GH,canonical_language_edition,CANONICAL_V2_EDITION,"[""dga-Latn-GH""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""Southern Dagaare""]","[""Latn""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Latin"",""Ghana standard""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""Ghana""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,fa39c0a5cd22c871d3efad0156bf41b1c8a94dad7444dabe9114579410abc2c1
edition-target:lang:dgl-Latn-SD,lang:dgl-Latn-SD,canonical_language_edition,CANONICAL_V2_EDITION,"[""dgl-Latn-SD""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""Andaandi/Dongolawi""]","[""Latn""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Latin"",""community orthography""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""Sudan""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,ebc24401b8c286e9c8a3e0497f30166d28e00470f9a3eef2470c11646c2aa3bb
edition-target:lang:dhv-Latn-NC,lang:dhv-Latn-NC,canonical_language_edition,CANONICAL_V2_EDITION,"[""dhv-Latn-NC""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""Drehu""]","[""Latn""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Drehu Latin orthography""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""New Caledonia"",""Drehu-using communities""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,b2b8435259d2a546976d87de15a4b8c7a2a49fa4dd8c6bdc79ef656bae91d05e
edition-target:lang:dib-Latn-SS,lang:dib-Latn-SS,canonical_language_edition,CANONICAL_V2_EDITION,"[""dib-Latn-SS""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""South Central Dinka""]","[""Latn""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Latin"",""exact local standard""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""South Sudan""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,6d66403a6b61707f757ce4d38a40b3745ff2aeef690d5a258ba8b4078dbfe650
edition-target:lang:dik-Latn-SS,lang:dik-Latn-SS,canonical_language_edition,CANONICAL_V2_EDITION,"[""dik-Latn-SS""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""Southwestern Dinka""]","[""Latn""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Latin"",""exact local standard""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""South Sudan""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,2c813b0d47b6c125f977440e1582df0bfb6d1630639b05ba9b622b6f68dc37a4
edition-target:lang:dip-Latn-SS,lang:dip-Latn-SS,canonical_language_edition,CANONICAL_V2_EDITION,"[""dip-Latn-SS""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""Northeastern Dinka""]","[""Latn""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Latin"",""exact local standard""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""South Sudan""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,3091e5f7aa5f26a81b2715985816ee91877b675727883ffec2afd9a0425859ed
edition-target:lang:diw-Latn-SS,lang:diw-Latn-SS,canonical_language_edition,CANONICAL_V2_EDITION,"[""diw-Latn-SS""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""Northwestern Dinka""]","[""Latn""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Latin"",""exact local standard""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""South Sudan""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,f1b9cbb43881cf9d369cbf79f602ef810db363c254f8e6c59ed8fcbd0118a91c
edition-target:lang:dje-Latn-NE,lang:dje-Latn-NE,canonical_language_edition,CANONICAL_V2_EDITION,"[""dje-Latn-NE""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""Zarma""]","[""Latn""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Latin"",""Niger standard""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""Niger""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,ff6c0102329c7cba5517bebf4d6363a8a857a6149f05262299aa1fdce6ef0da8
edition-target:lang:djk-SR,lang:djk-SR,canonical_language_edition,CANONICAL_V2_EDITION,"[""djk-SR""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""Okanisi / Ndyuka""]","[""Latn""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Latin"",""distinct community Okanisi / Ndyuka orthography""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""Suriname"",""Okanisi / Ndyuka communities""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,02f1ecf22f01314313aa447306fad6743a6c18224f26cb0027fd8f5a53c976bc
edition-target:lang:dks-Latn-SS,lang:dks-Latn-SS,canonical_language_edition,CANONICAL_V2_EDITION,"[""dks-Latn-SS""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""Southeastern Dinka""]","[""Latn""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Latin"",""exact local standard""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""South Sudan""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,0c182b35d91e308012507fff1ad639929c28ed69130734adf925eaa3260b36d3
edition-target:lang:dlg-RU,lang:dlg-RU,canonical_language_edition,CANONICAL_V2_EDITION,"[""dlg-RU""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""Dolgan""]","[""Cyrl""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Cyrillic"",""exact Dolgan standard/local variety required""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""Russian Arctic and sub-Arctic"",""Dolgan communities""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,24187634a7a97189429ad9ca1f391024f09016e9651945a9e36f9a629d0a1a77
edition-target:lang:drs-Latn-ET,lang:drs-Latn-ET,canonical_language_edition,CANONICAL_V2_EDITION,"[""drs-Latn-ET""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""Gedeo""]","[""Latn""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Latin"",""Ethiopia educational orthography""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""Ethiopia""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,45cb90e42c67b141248d9588abba023a9ce9a22a6a4d4e4eb9666ec97873de89
edition-target:lang:dua-Latn-CM,lang:dua-Latn-CM,canonical_language_edition,CANONICAL_V2_EDITION,"[""dua-Latn-CM""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""Duala""]","[""Latn""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Latin"",""Cameroon standard""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""Cameroon""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,4c8cb983a71fbac2fe652ab1bcf4df275ecc835fc19e6c93eee71b96b2b84629
edition-target:lang:dv-Thaa-IN-x-mahl,lang:dv-Thaa-IN-x-mahl,canonical_language_edition,CANONICAL_V2_EDITION,"[""dv-Thaa-IN-x-mahl""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""Mahl""]","[""Thaa""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Thaana"",""right-to-left"",""Mahl conventions""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""Minicoy, Lakshadweep"",""Mahl-speaking community""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,e4f1e38fb803ebc242961ed669b6b80b56f7e5a6f01f7f49ed0f0a894870841c
edition-target:lang:dv-Thaa-MV,lang:dv-Thaa-MV,canonical_language_edition,CANONICAL_V2_EDITION,"[""dv-Thaa-MV""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""Standard Dhivehi / Malé standard""]","[""Thaa""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Thaana"",""right-to-left"",""embedded fonts and RTL interface required""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""Maldives"",""Standard Dhivehi / Malé standard learners""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,420d57cb5b871c83c902d5df38a4db600c6fdf503433fca59f1e2b27b6a7f97b
edition-target:lang:dv-Thaa-MV-x-addu,lang:dv-Thaa-MV-x-addu,canonical_language_edition,CANONICAL_V2_EDITION,"[""dv-Thaa-MV-x-addu""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""Addu Dhivehi""]","[""Thaa""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Thaana"",""right-to-left"",""embedded fonts and RTL interface required""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""Maldives"",""Addu Dhivehi learners""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,fde1e6c7aad947f49618f0258533e52895d461e8faa72875ff2984c14b769ed8
edition-target:lang:dv-Thaa-MV-x-fuvahmulah,lang:dv-Thaa-MV-x-fuvahmulah,canonical_language_edition,CANONICAL_V2_EDITION,"[""dv-Thaa-MV-x-fuvahmulah""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""Fuvahmulah Dhivehi""]","[""Thaa""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Thaana"",""right-to-left"",""embedded fonts and RTL interface required""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""Maldives"",""Fuvahmulah Dhivehi learners""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,598abe50aad0fea938f07ddc6a6859215d9125a9683ed3b4d90e5b9bdeb01f3c
edition-target:lang:dv-Thaa-MV-x-huvadhu,lang:dv-Thaa-MV-x-huvadhu,canonical_language_edition,CANONICAL_V2_EDITION,"[""dv-Thaa-MV-x-huvadhu""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""Huvadhu Dhivehi""]","[""Thaa""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Thaana"",""right-to-left"",""embedded fonts and RTL interface required""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""Maldives"",""Huvadhu Dhivehi learners""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,cd9e5d110ac467e81ae10976ad18bc179500a2ef41f1e7b38a3f6817df165103
edition-target:lang:dyu-Latn-BF,lang:dyu-Latn-BF,canonical_language_edition,CANONICAL_V2_EDITION,"[""dyu-Latn-BF""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""Jula/Dioula""]","[""Latn""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Latin"",""Burkina Faso standard""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""Burkina Faso""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,569568c8c74f744b796d6a1b69cb468b23f005e55730534684bf400275a2fe3b
edition-target:lang:dyu-Latn-CI,lang:dyu-Latn-CI,canonical_language_edition,CANONICAL_V2_EDITION,"[""dyu-Latn-CI""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""Jula/Dioula""]","[""Latn""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Latin"",""Côte d'Ivoire standard""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""Côte d'Ivoire""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,408978000391c8aa659f54d1c2f2a21670ab94dce8adb5cf2c0ac16487eefaf5
edition-target:lang:dzg-Latn-NE,lang:dzg-Latn-NE,canonical_language_edition,CANONICAL_V2_EDITION,"[""dzg-Latn-NE""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""Dazaga""]","[""Latn""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Latin"",""community orthography""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""Niger""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,e4f0e84d285c407fcd9401888844703113826627efeac8ab4bb1ffb72a578f93
edition-target:lang:dzg-Latn-TD,lang:dzg-Latn-TD,canonical_language_edition,CANONICAL_V2_EDITION,"[""dzg-Latn-TD""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""Dazaga""]","[""Latn""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Latin"",""community orthography""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""Chad""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,24ec250b6352e6bf4df545470bc83f7fe93dc5ba6f24567fd1fb6c360aabe4ff
edition-target:lang:ee-Latn-GH,lang:ee-Latn-GH,canonical_language_edition,CANONICAL_V2_EDITION,"[""ee-Latn-GH""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""Ewe""]","[""Latn""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Latin"",""Ghana standard""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""Ghana""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,24080604a3454b27513efea05728040d44e7c4c643c40cc6128f9aa0fe1ae7a5
edition-target:lang:ee-Latn-TG,lang:ee-Latn-TG,canonical_language_edition,CANONICAL_V2_EDITION,"[""ee-Latn-TG""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""Ewe""]","[""Latn""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Latin"",""Togo standard""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""Togo""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,8dca95fa4b1040b8b51750380b4782aaf730c4518c715c62f06e1c78c83e9d3d
edition-target:lang:efi-Latn-NG,lang:efi-Latn-NG,canonical_language_edition,CANONICAL_V2_EDITION,"[""efi-Latn-NG""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""Efik""]","[""Latn""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Latin"",""Nigeria standard""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""Nigeria""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,8cb816a675c39123b69c3c1a43c059184d45c4d55a80d8234a7af6c0e7591605
edition-target:lang:emk-Latn-GN,lang:emk-Latn-GN,canonical_language_edition,CANONICAL_V2_EDITION,"[""emk-Latn-GN""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""Eastern Maninkakan""]","[""Latn""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Latin"",""Guinea standard""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""Guinea""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,c3c7f81f0aa119d1ebcc09038ac6fc9a34acbe8cd199b4b42d895c48b3ceec9f
edition-target:lang:en-Latn-001,lang:en-Latn-001,canonical_language_edition,CANONICAL_V2_EDITION,"[""en-Latn-001""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""International English""]","[""Latn""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Latin""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""Worldwide""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,4f9ccdea79b0056cb4e3c72c726060f11d294affff36f2d9a3dbd64f15724fa2
edition-target:lang:enf-RU,lang:enf-RU,canonical_language_edition,CANONICAL_V2_EDITION,"[""enf-RU""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""Forest Enets""]","[""Cyrl""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Cyrillic"",""exact Forest Enets standard/local variety required""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""Russian Arctic and sub-Arctic"",""Forest Enets communities""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,1f773dcbf1a702a4c18aff683a5e1553e8501877401e387f6e782d34e92a5ebb
edition-target:lang:enh-RU,lang:enh-RU,canonical_language_edition,CANONICAL_V2_EDITION,"[""enh-RU""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""Tundra Enets""]","[""Cyrl""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Cyrillic"",""exact Tundra Enets standard/local variety required""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""Russian Arctic and sub-Arctic"",""Tundra Enets communities""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,879bc4088c27ccf15e125ffa4aa43ca2ba21e55ea0b1297a91f3376a0ca8aa77
edition-target:lang:enl-PY,lang:enl-PY,canonical_language_edition,CANONICAL_V2_EDITION,"[""enl-PY""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""Enlhet Norte""]","[""Latn""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Latin"",""community-approved Enlhet Norte orthography""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""Paraguay"",""Enlhet Norte people""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,d264426933a2ab125300853a02d4d7e022f278c6c5b11e2d50e0fc1b1ca5aba0
edition-target:lang:enx-PY,lang:enx-PY,canonical_language_edition,CANONICAL_V2_EDITION,"[""enx-PY""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""Enxet Sur""]","[""Latn""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Latin"",""community-approved Enxet Sur orthography""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""Paraguay"",""Enxet Sur people""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,510591144d1f989b52d8e6007d4b6860d7f9ca42d15d64618bb0004681ce769c
edition-target:lang:es-Latn-001,lang:es-Latn-001,canonical_language_edition,CANONICAL_V2_EDITION,"[""es-Latn-001""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""Spanish""]","[""Latn""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Latin""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""Worldwide""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,59c1990fe2f507c6d9cd7926b40b3d0ff142689e48d2a1cd609e361a5bc19c38
edition-target:lang:es-Latn-US,lang:es-Latn-US,canonical_language_edition,CANONICAL_V2_EDITION,"[""es-Latn-US""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""Spanish""]","[""Latn""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Latin""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""United States""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,0079a9b06c31f78fe35b4a577543a98cabccf4ae03d0293bfddda4a4c94fd4bd
edition-target:lang:esl-EG,lang:esl-EG,canonical_language_edition,CANONICAL_V2_EDITION,"[""esl-EG""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""Egyptian Sign Language""]","[""Zyyy""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Visual-manual"",""no ordinary script""]","[""signed""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""Egypt""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,4acb55795cd1c9005781bf136546ac32538d89ee31127f3407376afa2a5c1305
edition-target:lang:ess-RU,lang:ess-RU,canonical_language_edition,CANONICAL_V2_EDITION,"[""ess-RU""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""Chaplinski Siberian Yupik""]","[""Cyrl""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Cyrillic"",""exact Chaplinski Siberian Yupik standard/local variety required""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""Russian Arctic and sub-Arctic"",""Chaplinski Siberian Yupik communities""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,2a8b39407501295effd7ecd8632ffb9b5e6f1adaf325c33f08a16b6abcc2f113
edition-target:lang:ess-US,lang:ess-US,canonical_language_edition,CANONICAL_V2_EDITION,"[""ess-US""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""St. Lawrence Island Yupik / Yupigestun""]","[""Latn""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Latin"",""community-approved St. Lawrence Island Yupik / Yupigestun orthography""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""Alaska, United States"",""St. Lawrence Island Yupik / Yupigestun communities""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,518f33c769a70314ff9ab47c64b2b41dd3b8e9333ae550ea6c9f98b5061a5ada
edition-target:lang:esu-US,lang:esu-US,canonical_language_edition,CANONICAL_V2_EDITION,"[""esu-US""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""Central Alaskan Yup’ik / Yugtun""]","[""Latn""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Latin"",""community-approved Central Alaskan Yup’ik / Yugtun orthography""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""Alaska, United States"",""Central Alaskan Yup’ik / Yugtun communities""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,b7bcadb82310ef3bd6746995cd7074938aa65f7ff88b7299ebbe45d3f9de153e
edition-target:lang:eth-ET,lang:eth-ET,canonical_language_edition,CANONICAL_V2_EDITION,"[""eth-ET""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""Ethiopian Sign Language""]","[""Zyyy""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,[],"[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""Ethiopia""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,4b074429e511877cbaf82ba4f8ef31e609e72a8be60c036da6df011f017b26ba
edition-target:lang:eu-Latn-ES,lang:eu-Latn-ES,canonical_language_edition,CANONICAL_V2_EDITION,"[""eu-Latn-ES""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""Basque""]","[""Latn""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Latin""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""Basque Country, Spain""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,a1a93b4132c7509e6e229d8f432e4693bb7862f9ac207ff663b3cc7441e73554
edition-target:lang:eve-RU,lang:eve-RU,canonical_language_edition,CANONICAL_V2_EDITION,"[""eve-RU""]",SUCCESSOR_V3_EXPLICIT_TAG,"[""Even""]","[""Cyrl""]",SUCCESSOR_V3_DERIVED_FROM_EXPLICIT_TAG_OR_ORTHOGRAPHY,"[""Cyrillic"",""exact Even standard/local variety required""]","[""written_or_multimodal""]",SUCCESSOR_V3_EXPLICIT_MODE,"[""Russian Arctic and sub-Arctic"",""Even communities""]",canonical_language_edition,true,canonical_language_edition,,CANONICAL_V2_EDITION,5da6df29ce610d84e8895bbc4ce4cebb8cd550e32220c85ac5d486f6b9a3218f
