flores_code,language_code,script_code,is_reference_source,aligned_sentences,unicode_normalization,reference_tokenizer,working_tokenizer,source_reference_tokens,source_working_tokens,target_reference_tokens,target_working_tokens,target_expansion_reference_E,target_tokenizer_fragmentation_P,target_codepoint_length_expansion_L,working_token_fragmentation_relative_F,combined_target_working_per_source_reference_R,E_block_p05,E_block_p95,P_block_p05,P_block_p95,R_block_p05,R_block_p95,target_utf8_bytes,source_unicode_codepoints,target_unicode_codepoints
ltz_Latn,ltz,Latn,false,1012,NFC,cl100k_base,o200k_base,27182,26873,53946,44823,1.984622176,0.830886442,1.118060713,1.474871302,1.648995659,1.839401284,2.086864892,0.8195261,0.841351291,1.520418355,1.71968314,152886,131966,147546
lua_Latn,lua,Latn,false,1012,NFC,cl100k_base,o200k_base,27182,26873,53066,45659,1.952247811,0.860419101,1.08359729,1.550161966,1.679751306,1.798039875,2.175160518,0.846494437,0.875622705,1.560072338,1.854556899,144112,131966,142998
lug_Latn,lug,Latn,false,1012,NFC,cl100k_base,o200k_base,27182,26873,53354,44673,1.962843058,0.837294298,1.023763697,1.605328755,1.643477301,1.882873115,2.061667389,0.828619085,0.848801426,1.57634929,1.729097332,137795,131966,135102
luo_Latn,luo,Latn,false,1012,NFC,cl100k_base,o200k_base,27182,26873,49518,45035,1.821720256,0.909467264,1.042283619,1.589581673,1.656794938,1.713535069,1.965002285,0.900178975,0.915508611,1.562026059,1.775013712,138912,131966,137546
lus_Latn,lus,Latn,false,1012,NFC,cl100k_base,o200k_base,27182,26873,54021,49120,1.987381355,0.909276022,1.109134171,1.629269263,1.807078214,1.748165037,2.268543577,0.898542517,0.917372748,1.60426821,2.048631637,147696,131966,146368
lvs_Latn,lvs,Latn,false,1012,NFC,cl100k_base,o200k_base,27182,26873,63683,48725,2.342837172,0.765117849,1.016602761,1.763271365,1.792546538,2.232001655,2.478700561,0.750885496,0.789921258,1.682883248,1.883579155,147669,131966,134157
mag_Deva,mag,Deva,false,1012,NFC,cl100k_base,o200k_base,27182,26873,127411,46123,4.687329851,0.362001711,0.960497401,1.766606994,1.696821426,4.447823961,4.927969559,0.339005602,0.375411528,1.626104416,1.780081371,327887,131966,126753
mai_Deva,mai,Deva,false,1012,NFC,cl100k_base,o200k_base,27182,26873,132686,47243,4.881392098,0.356051128,0.981245169,1.771244556,1.738025164,4.52673335,5.249010756,0.340291789,0.366043255,1.608074383,1.840351278,336613,131966,129491
mal_Mlym,mal,Mlym,false,1012,NFC,cl100k_base,o200k_base,27182,26873,242924,52580,8.936943566,0.216446296,1.131594502,1.709418285,1.934368332,8.399992978,9.603206929,0.209313332,0.223499752,1.805535289,2.054999391,412752,131966,149332
mar_Deva,mar,Deva,false,1012,NFC,cl100k_base,o200k_base,27182,26873,137410,48965,5.055183577,0.356342333,1.009744934,1.783991035,1.801375911,4.740170687,5.334546452,0.345317879,0.368129366,1.714635574,1.884699593,356723,131966,133252
min_Arab,min,Arab,false,1012,NFC,cl100k_base,o200k_base,27182,26873,107966,71482,3.971966743,0.662078803,0.957958868,2.745164821,2.629754985,3.695589081,4.250029364,0.654652532,0.670766581,2.445713507,2.846851563,232449,131966,126418
min_Latn,min,Latn,false,1012,NFC,cl100k_base,o200k_base,27182,26873,48361,41924,1.779155323,0.86689688,1.06983617,1.441663912,1.542344198,1.678899383,1.935637741,0.84767093,0.880269605,1.454237431,1.681271242,142324,131966,141182
mkd_Cyrl,mkd,Cyrl,false,1012,NFC,cl100k_base,o200k_base,27182,26873,75048,47955,2.760944743,0.638991046,1.044412955,1.689196749,1.764218968,2.626078769,2.880212893,0.629582253,0.653526471,1.673102933,1.838033717,252206,131966,137827
mlt_Latn,mlt,Latn,false,1012,NFC,cl100k_base,o200k_base,27182,26873,65712,50208,2.417482157,0.764061359,1.108527954,1.66626804,1.847104702,2.23615915,2.574757298,0.73891429,0.793519012,1.764242196,1.92918171,154808,131966,146288
mni_Beng,mni,Beng,false,1012,NFC,cl100k_base,o200k_base,27182,26873,185999,82897,6.842726805,0.445685192,1.053680493,2.894332796,3.049702009,6.154604714,7.543480413,0.441689739,0.451231523,2.763605119,3.355239415,375667,131966,139050
mos_Latn,mos,Latn,false,1012,NFC,cl100k_base,o200k_base,27182,26873,62007,54680,2.281178721,0.881835922,0.943977994,2.131008723,2.01162534,1.794012511,2.505102384,0.866275271,0.907725121,1.625530425,2.232771146,135828,131966,124573
mri_Latn,mri,Latn,false,1012,NFC,cl100k_base,o200k_base,27182,26873,64187,49099,2.361378854,0.764936825,1.11062698,1.626383724,1.806305643,2.217336529,2.547340636,0.745159085,0.784351893,1.729250033,1.906917241,154850,131966,146565
mya_Mymr,mya,Mymr,false,1012,NFC,cl100k_base,o200k_base,27182,26873,315796,85023,11.617835332,0.269233936,1.236447267,2.529760562,3.127915532,11.000526139,12.363828844,0.2627623,0.276479336,2.933858996,3.261392435,466539,131966,163169
nld_Latn,nld,Latn,false,1012,NFC,cl100k_base,o200k_base,27182,26873,43583,33514,1.603377235,0.768969552,1.117931892,1.102883176,1.232948275,1.521013832,1.690316574,0.750068917,0.790768297,1.170582324,1.290280766,148764,131966,147529
nno_Latn,nno,Latn,false,1012,NFC,cl100k_base,o200k_base,27182,26873,44605,37806,1.640975646,0.847573142,1.011351409,1.375236018,1.390846884,1.570642461,1.73547251,0.829118188,0.86130178,1.343459615,1.467231882,137482,131966,133464
nob_Latn,nob,Latn,false,1012,NFC,cl100k_base,o200k_base,27182,26873,42442,36254,1.561400927,0.854201027,1.001310944,1.332004094,1.333750276,1.474437259,1.639509717,0.837176922,0.866297489,1.275381083,1.39611369,136042,131966,132139
npi_Deva,npi,Deva,false,1012,NFC,cl100k_base,o200k_base,27182,26873,129516,43377,4.764770804,0.334916149,0.961634057,1.659465655,1.59579869,4.366287054,5.076570175,0.324054429,0.345503548,1.49626355,1.670539109,340483,131966,126903
nso_Latn,nso,Latn,false,1012,NFC,cl100k_base,o200k_base,27182,26873,59380,50005,2.184533883,0.842118558,1.145067669,1.606574506,1.839636524,2.063450063,2.342445457,0.82705349,0.858165062,1.75819337,1.940253655,155925,131966,151110
nus_Latn,nus,Latn,false,1012,NFC,cl100k_base,o200k_base,27182,26873,108742,87369,4.000515047,0.803452208,1.081824106,2.971113907,3.214222647,3.45088294,4.324155015,0.794408337,0.822260028,2.766978589,3.480851295,176213,131966,142764
nya_Latn,nya,Latn,false,1012,NFC,cl100k_base,o200k_base,27182,26873,56584,43324,2.081671695,0.765658137,1.115461558,1.428869385,1.593848871,1.945841989,2.215066379,0.742217312,0.797267853,1.485886491,1.677488932,148564,131966,147203
oci_Latn,oci,Latn,false,1012,NFC,cl100k_base,o200k_base,27182,26873,49747,43030,1.830144949,0.864976783,1.1415895,1.386691879,1.583032889,1.77247302,1.891977406,0.849321698,0.874340717,1.538077273,1.650062498,156381,131966,150651
ory_Orya,ory,Orya,false,1012,NFC,cl100k_base,o200k_base,27182,26873,338005,134286,12.434883379,0.397289981,1.024127427,4.823867081,4.94025458,11.487022751,13.380693827,0.393857103,0.400837998,4.561588298,5.306195533,363403,131966,135150
pag_Latn,pag,Latn,false,1012,NFC,cl100k_base,o200k_base,27182,26873,42248,38385,1.554263851,0.908563719,0.984526317,1.434342302,1.412147745,1.328453769,1.749864119,0.894481531,0.918239518,1.215799713,1.566304291,130979,131966,129924
pan_Guru,pan,Guru,false,1012,NFC,cl100k_base,o200k_base,27182,26873,215625,70405,7.932639247,0.326515942,1.019906643,2.539578691,2.590133176,7.32692411,8.476994485,0.320776569,0.333072038,2.411325241,2.761061613,348687,131966,134593
pap_Latn,pap,Latn,false,1012,NFC,cl100k_base,o200k_base,27182,26873,47502,42571,1.747553528,0.896193844,1.054620129,1.485033967,1.566146715,1.672288894,1.840311872,0.878888183,0.913236265,1.490561298,1.645716878,143802,131966,139174
pbt_Arab,pbt,Arab,false,1012,NFC,cl100k_base,o200k_base,27182,26873,102084,46064,3.755573541,0.451236237,0.927935984,1.826258386,1.694650872,3.532042459,3.992712688,0.436792661,0.466831209,1.601233192,1.797641788,215867,131966,122456
pes_Arab,pes,Arab,false,1012,NFC,cl100k_base,o200k_base,27182,26873,88513,41116,3.256309322,0.464519336,0.938347756,1.612002197,1.512618645,3.044875746,3.531107624,0.445839773,0.478979274,1.43432689,1.594402462,224515,131966,123830
plt_Latn,plt,Latn,false,1012,NFC,cl100k_base,o200k_base,27182,26873,61139,48172,2.249245824,0.787909518,1.219980904,1.452647485,1.772202193,2.117859435,2.351958072,0.772683092,0.798765227,1.661296887,1.848416372,166714,131966,160996
pol_Latn,pol,Latn,false,1012,NFC,cl100k_base,o200k_base,27182,26873,52026,44032,1.913987197,0.846346058,1.056976797,1.532574342,1.619895519,1.828189019,2.022394448,0.833873034,0.862927005,1.554300299,1.702212589,149264,131966,139485
por_Latn,por,Latn,false,1012,NFC,cl100k_base,o200k_base,27182,26873,40179,32922,1.478147303,0.81938326,1.087317946,1.113905239,1.211169156,1.421102688,1.516090416,0.793792281,0.833689382,1.166668739,1.244323435,148530,131966,143489
prs_Arab,prs,Arab,false,1012,NFC,cl100k_base,o200k_base,27182,26873,85580,39668,3.148407034,0.463519514,0.914364306,1.596024788,1.459348098,2.972441645,3.389251021,0.447295348,0.480105964,1.373133055,1.534470717,216050,131966,120665
quy_Latn,quy,Latn,false,1012,NFC,cl100k_base,o200k_base,27182,26873,56598,49166,2.082186741,0.86868794,1.068684358,1.692520805,1.80877051,1.994176767,2.149968539,0.859634915,0.876748801,1.71555991,1.877801113,143180,131966,141030
ron_Latn,ron,Latn,false,1012,NFC,cl100k_base,o200k_base,27182,26873,51012,43866,1.876683099,0.859915314,1.126100662,1.433076625,1.613788537,1.823691122,1.961491868,0.85016858,0.873377357,1.555651821,1.682120821,157972,131966,148607
run_Latn,run,Latn,false,1012,NFC,cl100k_base,o200k_base,27182,26873,58144,47844,2.139062615,0.822853605,1.115931376,1.577279232,1.760135384,1.967102879,2.286481544,0.804531227,0.837662255,1.599511389,1.888818307,149063,131966,147265
rus_Cyrl,rus,Cyrl,false,1012,NFC,cl100k_base,o200k_base,27182,26873,66928,38188,2.462217644,0.570583313,1.076762196,1.304745195,1.404900302,2.304266944,2.663077111,0.546095651,0.592736016,1.340445508,1.511605092,261353,131966,142096
sag_Latn,sag,Latn,false,1012,NFC,cl100k_base,o200k_base,27182,26873,56547,48955,2.0803105,0.865740004,1.080899626,1.666212086,1.80100802,1.825394851,2.34323768,0.840294901,0.908102691,1.547486986,2.134277625,148415,131966,142642
san_Deva,san,Deva,false,1012,NFC,cl100k_base,o200k_base,27182,26873,134396,56143,4.944301376,0.417743088,0.972993044,2.122777482,2.065447723,4.66118109,5.295663104,0.391441041,0.437431855,1.919083717,2.288139768,347919,131966,128402
sat_Olck,sat,Olck,false,1012,NFC,cl100k_base,o200k_base,27182,26873,346245,368158,12.738025164,1.063287556,1.059295576,12.786028712,13.544183651,11.78505165,13.590384468,1.060436498,1.066210846,12.490988022,14.469445057,370326,131966,139791
scn_Latn,scn,Latn,false,1012,NFC,cl100k_base,o200k_base,27182,26873,54380,48721,2.000588625,0.895936006,1.050050771,1.706964494,1.792399382,1.875044161,2.19881437,0.884988388,0.908030212,1.685954263,1.967253946,147033,131966,138571
shn_Mymr,shn,Mymr,false,1012,NFC,cl100k_base,o200k_base,27182,26873,407164,213080,14.979177397,0.52332721,1.426761439,5.494268978,7.83901111,13.833332489,16.282992016,0.514717968,0.529124581,7.262661766,8.479905599,523489,131966,188284
sin_Sinh,sin,Sinh,false,1012,NFC,cl100k_base,o200k_base,27182,26873,235883,72432,8.677911853,0.307067487,0.993286149,2.682715938,2.664704584,8.263651602,9.070814035,0.300237461,0.310489976,2.540863184,2.78242186,347067,131966,131080
slk_Latn,slk,Latn,false,1012,NFC,cl100k_base,o200k_base,27182,26873,57882,45067,2.129423883,0.778601292,0.998060106,1.661194729,1.657972187,1.94319259,2.288559327,0.756541768,0.798125057,1.544049222,1.733675727,144749,131966,131710
slv_Latn,slv,Latn,false,1012,NFC,cl100k_base,o200k_base,27182,26873,51225,40617,1.884519167,0.792913616,0.991581165,1.506947652,1.494260908,1.766879465,1.962182796,0.774952465,0.816414483,1.418966915,1.551167298,135020,131966,130855
smo_Latn,smo,Latn,false,1012,NFC,cl100k_base,o200k_base,27182,26873,61931,51716,2.278382753,0.835058371,1.157449646,1.643771371,1.902582591,2.159972047,2.421529295,0.816575464,0.853161743,1.793695006,2.01752093,161065,131966,152744
sna_Latn,sna,Latn,false,1012,NFC,cl100k_base,o200k_base,27182,26873,58014,45703,2.134280038,0.787792602,1.118651774,1.503032546,1.681370024,2.020692523,2.330172314,0.765550578,0.805940361,1.598801101,1.78442623,148654,131966,147624
snd_Arab,snd,Arab,false,1012,NFC,cl100k_base,o200k_base,27182,26873,108231,45957,3.981715841,0.424619564,0.906203113,1.865712465,1.690714443,3.758478748,4.227665581,0.411071914,0.437042524,1.61489222,1.75771706,212892,131966,119588
som_Latn,som,Latn,false,1012,NFC,cl100k_base,o200k_base,27182,26873,60010,46309,2.207710985,0.771688052,1.149250565,1.482413185,1.70366419,2.089140531,2.322160095,0.762069893,0.788347323,1.604508875,1.781132365,152953,131966,151662
sot_Latn,sot,Latn,false,1012,NFC,cl100k_base,o200k_base,27182,26873,60162,49337,2.213302921,0.820069147,1.202999257,1.508780181,1.815061438,2.125754579,2.329923642,0.801325411,0.837308135,1.732303155,1.902744539,160061,131966,158755
spa_Latn,spa,Latn,false,1012,NFC,cl100k_base,o200k_base,27182,26873,41974,35415,1.544183651,0.843736599,1.190011063,1.094850545,1.302884262,1.462292902,1.611658384,0.830092329,0.856878573,1.263323612,1.358722575,160954,131966,157041
srd_Latn,srd,Latn,false,1012,NFC,cl100k_base,o200k_base,27182,26873,54037,47966,1.98796998,0.887651054,1.162170559,1.518386122,1.764623648,1.872518683,2.12667271,0.877998477,0.897738119,1.678353732,1.880831708,158691,131966,153367
srp_Cyrl,srp,Cyrl,false,1012,NFC,cl100k_base,o200k_base,27182,26873,78865,47827,2.901368553,0.606441387,0.991088614,1.775330627,1.75950997,2.737248991,3.05613977,0.592614601,0.619181267,1.654215011,1.8433679,239013,131966,130790
ssw_Latn,ssw,Latn,false,1012,NFC,cl100k_base,o200k_base,27182,26873,58899,48556,2.166838349,0.824394302,1.127176697,1.584781865,1.786329188,2.045299631,2.331806021,0.805992041,0.840150695,1.71421905,1.904655524,149790,131966,148749
sun_Latn,sun,Latn,false,1012,NFC,cl100k_base,o200k_base,27182,26873,49397,37219,1.817268781,0.75346681,1.0369868,1.320413829,1.369251711,1.726401058,1.904925045,0.724671629,0.785022494,1.337734275,1.411737901,139250,131966,136847
swe_Latn,swe,Latn,false,1012,NFC,cl100k_base,o200k_base,27182,26873,42861,36287,1.57681554,0.846620471,1.001568586,1.332873588,1.334964315,1.510335073,1.626278424,0.831358081,0.869140305,1.287574396,1.39075259,138401,131966,132173
swh_Latn,swh,Latn,false,1012,NFC,cl100k_base,o200k_base,27182,26873,53119,39924,1.954197631,0.751595474,1.046527136,1.403466805,1.468766095,1.848800054,2.0628978,0.73349315,0.776135842,1.380490534,1.522311841,139321,131966,138106
szl_Latn,szl,Latn,false,1012,NFC,cl100k_base,o200k_base,27182,26873,59404,52781,2.18541682,0.888509191,1.041048452,1.865199384,1.941762931,2.006001623,2.380068712,0.877851833,0.899889276,1.796140632,2.101264398,146554,131966,137383
tam_Taml,tam,Taml,false,1012,NFC,cl100k_base,o200k_base,27182,26873,207768,53195,7.643587668,0.256030765,1.167959929,1.675565702,1.956993599,7.175894918,8.242577092,0.248922081,0.268120939,1.846128916,2.064813573,422646,131966,154131
taq_Latn,taq,Latn,false,1012,NFC,cl100k_base,o200k_base,27182,26873,60209,55794,2.215032006,0.926672092,0.942136611,2.178673793,2.052608344,1.880137176,2.483208488,0.908632634,0.939372592,1.709279276,2.346591158,134040,131966,124330
taq_Tfng,taq,Tfng,false,1012,NFC,cl100k_base,o200k_base,27182,26873,274485,274417,10.098042822,0.999752263,0.939067639,10.750600651,10.095541167,8.933408886,10.75417533,0.999337135,1,8.933338612,10.745741109,304014,131966,123925
tat_Cyrl,tat,Cyrl,false,1012,NFC,cl100k_base,o200k_base,27182,26873,101354,46981,3.728717534,0.463533753,1.009994999,1.711282169,1.728386432,3.385339969,4.020690779,0.440850205,0.483461067,1.640442978,1.824681808,245774,131966,133285
tel_Telu,tel,Telu,false,1012,NFC,cl100k_base,o200k_base,27182,26873,225276,51855,8.287690383,0.230184307,1.004046497,1.900007894,1.90769627,7.699592137,8.833637181,0.221161665,0.239624602,1.797105442,2.05053487,354707,131966,132500
tgk_Cyrl,tgk,Cyrl,false,1012,NFC,cl100k_base,o200k_base,27182,26873,98431,50861,3.621183136,0.516717294,1.105368049,1.692764644,1.871127952,3.416789955,3.863759675,0.494422326,0.533542179,1.81599365,1.946359848,266530,131966,145871
tgl_Latn,tgl,Latn,false,1012,NFC,cl100k_base,o200k_base,27182,26873,56024,45545,2.061069826,0.812955162,1.261817438,1.327892058,1.675557354,1.942290393,2.201993184,0.792216293,0.840361003,1.583475621,1.759099275,167635,131966,166517
tha_Thai,tha,Thai,false,1012,NFC,cl100k_base,o200k_base,27182,26873,118297,52781,4.352034435,0.446173614,0.957534516,2.02787774,1.941762931,4.002263788,4.625080596,0.431211455,0.457862036,1.794107582,2.007939545,366121,131966,126362
tir_Ethi,tir,Ethi,false,1012,NFC,cl100k_base,o200k_base,27182,26873,211420,160330,7.777941285,0.758348311,0.687305821,8.581898272,5.89838864,7.349075763,8.101582804,0.755215287,0.763795661,5.576294945,6.144763392,232811,131966,90701
tpi_Latn,tpi,Latn,false,1012,NFC,cl100k_base,o200k_base,27182,26873,55504,48170,2.041939519,0.867865379,1.280738978,1.383676647,1.772128615,1.958742624,2.131884306,0.859791161,0.880104403,1.690383058,1.849627296,170161,131966,169014
tsn_Latn,tsn,Latn,false,1012,NFC,cl100k_base,o200k_base,27182,26873,61568,51296,2.265028328,0.833160083,1.235431854,1.527507312,1.88713119,2.132066677,2.449095197,0.818809025,0.850775708,1.782957136,2.05275059,164258,131966,163035
tso_Latn,tso,Latn,false,1012,NFC,cl100k_base,o200k_base,27182,26873,61379,46858,2.258075197,0.763420714,1.198793629,1.437996781,1.723861379,2.096267969,2.36345674,0.740321122,0.79126677,1.576679767,1.813723814,160197,131966,158200
tuk_Latn,tuk,Latn,false,1012,NFC,cl100k_base,o200k_base,27182,26873,65442,44819,2.407549113,0.684865988,1.062864677,1.55132496,1.648848503,2.25732742,2.583926752,0.6701722,0.702214803,1.54722715,1.740354065,155615,131966,140262
tum_Latn,tum,Latn,false,1012,NFC,cl100k_base,o200k_base,27182,26873,70053,56617,2.57718343,0.808202361,1.307639847,1.592858874,2.082885733,2.354518997,2.827391835,0.797219396,0.820469134,1.884744985,2.266706792,175878,131966,172564
tur_Latn,tur,Latn,false,1012,NFC,cl100k_base,o200k_base,27182,26873,52222,38458,1.921197852,0.736432921,1.028886228,1.375111559,1.414833346,1.772172008,2.063195198,0.715056288,0.756078971,1.338873308,1.497831221,148924,131966,135778
twi_Latn,twi,Latn,false,1012,NFC,cl100k_base,o200k_base,27182,26873,68002,49890,2.501729085,0.733654893,0.974644984,1.883153161,1.835405783,2.220900324,2.913199693,0.711673697,0.748135306,1.621553442,2.126409849,139798,131966,128620
tzm_Tfng,tzm,Tfng,false,1012,NFC,cl100k_base,o200k_base,27182,26873,272699,272694,10.032337576,0.999981665,0.894025734,11.22132535,10.032153631,9.525389286,10.669836699,0.999861642,1.000003747,9.525389286,10.669836699,304162,131966,117981
uig_Arab,uig,Arab,false,1012,NFC,cl100k_base,o200k_base,27182,26873,140539,67672,5.17029652,0.481517586,1.064493885,2.338753406,2.489588698,4.70620407,5.722201079,0.473876885,0.489456656,2.281736498,2.707241282,262240,131966,140477
ukr_Cyrl,ukr,Cyrl,false,1012,NFC,cl100k_base,o200k_base,27182,26873,80652,47004,2.967110588,0.582800179,1.019217071,1.696628353,1.72923258,2.781925233,3.134268694,0.566236576,0.599197354,1.631390715,1.812180744,246953,131966,134502
umb_Latn,umb,Latn,false,1012,NFC,cl100k_base,o200k_base,27182,26873,55268,48072,2.033257303,0.869798075,1.021096343,1.731984743,1.768523287,1.877581446,2.152303706,0.86087713,0.878375228,1.648872676,1.875935388,140259,131966,134750
urd_Arab,urd,Arab,false,1012,NFC,cl100k_base,o200k_base,27182,26873,117958,44416,4.339562946,0.376540803,0.984496007,1.659755351,1.634022515,4.045080548,4.639876137,0.358677375,0.388064194,1.536024103,1.711281832,232712,131966,129920
uzn_Latn,uzn,Latn,false,1012,NFC,cl100k_base,o200k_base,27182,26873,58932,47712,2.168052388,0.809611077,1.13153388,1.551238774,1.755279229,2.056986601,2.245351032,0.793781259,0.829352999,1.703466476,1.824194625,150486,131966,149324
vec_Latn,vec,Latn,false,1012,NFC,cl100k_base,o200k_base,27182,26873,46350,41815,1.705172541,0.902157497,1.009775245,1.523442171,1.538334192,1.596989529,1.792701651,0.890707592,0.911874954,1.436017435,1.616161828,140612,131966,133256
vie_Latn,vie,Latn,false,1012,NFC,cl100k_base,o200k_base,27182,26873,66427,40030,2.443786329,0.602616406,1.050232636,1.40222812,1.472665735,2.286212257,2.623966878,0.579025753,0.629949669,1.419675502,1.53846277,184617,131966,138595
war_Latn,war,Latn,false,1012,NFC,cl100k_base,o200k_base,27182,26873,53137,46226,1.954859834,0.869939967,1.248548869,1.362069792,1.700610698,1.747814468,2.105289627,0.853918554,0.880381318,1.537991917,1.815893118,165862,131966,164766
wol_Latn,wol,Latn,false,1012,NFC,cl100k_base,o200k_base,27182,26873,52513,46548,1.931903466,0.88640908,0.963680039,1.776997244,1.712456773,1.859283087,2.045394971,0.877513506,0.894910969,1.641612139,1.792998675,133215,131966,127173
xho_Latn,xho,Latn,false,1012,NFC,cl100k_base,o200k_base,27182,26873,55859,43995,2.054999632,0.787608085,1.054248822,1.535248881,1.618534324,1.960996785,2.157347424,0.765987319,0.814014737,1.538949584,1.692085969,140257,131966,139125
ydd_Hebr,ydd,Hebr,false,1012,NFC,cl100k_base,o200k_base,27182,26873,150523,54391,5.537598411,0.361346771,1.074716215,1.861880631,2.000993304,5.317991483,5.780846683,0.347537368,0.37162437,1.889372329,2.089677879,257826,131966,141826
yor_Latn,yor,Latn,false,1012,NFC,cl100k_base,o200k_base,27182,26873,79598,57182,2.928334928,0.718384884,0.95044178,2.213361818,2.103671547,2.69234174,3.153345573,0.701146458,0.733667971,1.946696982,2.234579499,168708,131966,125426
yue_Hant,yue,Hant,false,1012,NFC,cl100k_base,o200k_base,27182,26873,56853,37087,2.091567949,0.652331451,0.30342664,4.496624143,1.364395556,1.982129316,2.173995307,0.632897206,0.672230732,1.310051977,1.420403601,115473,131966,40042
zho_Hans,zho,Hans,false,1012,NFC,cl100k_base,o200k_base,27182,26873,50811,33555,1.8692885,0.660388499,0.32774351,3.766532637,1.234456626,1.724278968,2.022120869,0.637814269,0.674215233,1.166213797,1.351177695,121817,131966,43251
zho_Hant,zho,Hant,false,1012,NFC,cl100k_base,o200k_base,27182,26873,58198,38098,2.141049224,0.654627307,0.308579483,4.542068952,1.401589287,2.025994315,2.301353862,0.632161554,0.673585317,1.32672249,1.502262889,117237,131966,40722
zsm_Latn,zsm,Latn,false,1012,NFC,cl100k_base,o200k_base,27182,26873,43979,34960,1.617945699,0.79492485,1.107997515,1.160783509,1.286145243,1.564776081,1.678880492,0.776247151,0.809906027,1.240245422,1.330845005,147605,131966,146218
zul_Latn,zul,Latn,false,1012,NFC,cl100k_base,o200k_base,27182,26873,60145,46239,2.212677507,0.768792086,1.124259279,1.513075309,1.701088956,2.108106209,2.315274962,0.752669754,0.793383865,1.632543784,1.755970332,149615,131966,148364
