edition_target_id,edition_key,edition_role,edition_derivation_class,label,language_tag,script,mode,territory_community,country_iso3,population_low,population_base,population_high,population_point_for_model,population_basis_class,order_lane,population_rank_eligible,primary_order_eligible,primary_order_class,primary_order_exclusion_reason,population_source_id,population_source_url,population_definition,population_reference_year,population_confidence,population_atom_id,population_evidence_count,authorization_id,authorization_ids,authorization_status,authorization_tier,evidence_identity_id,source_lane,source_record_id,evidence_role,target_row_sha256,evidence_row_sha256,source_evidence_row_sha256,source_registry_row_hashes,local_work_exclusion,synthetic_or_model_prior,bounds_source_complete,bounds_were_imputed,population_bound_type,source_population_low_persons,source_population_base_persons,source_population_high_persons,normalized_population_low_persons,normalized_population_high_persons,schooling_language_gap,learning_completion_gap,open_resource_scarcity,academic_lingua_franca_nonoverlap,delivery_gap,accessibility_gap,need_index,need_index_low,need_index_high,intrinsic_need_low,intrinsic_need_model,intrinsic_need_high,standard_compute_p50_fecu,compute_evidence_class,need_evidence_basis,vitality_marginalization_status,dialect_risk_status,production_feasibility_status,model_conditioning_status,registry_row_hash,l_m_need_p05,l_m_need_median,l_m_need_mean,l_m_need_p95,l_m_efficiency_p05,l_m_efficiency_median,l_m_efficiency_mean,l_m_efficiency_p95,draw_count,l_id_possible_rank_best,l_id_possible_rank_worst,l_id_top10_status,l_id_top100_status,l_m_need_rank,l_m_need_top10_probability,l_m_need_top100_probability,l_m_efficiency_rank,public_population_status,public_use_caveat,public_row_sha256
edition-target:lang:mwr-Deva-IN,lang:mwr-Deva-IN,canonical_language_edition,exact,Marwari,mwr-Deva-IN,Deva,written_or_multimodal,India / Rajasthan and adjoining communities,IND,7831749.000000,7831749.000000,7831749.000000,7831749.000000,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,true,true,LANGUAGE_OR_EXACT_INTERVENTION,,IND_C16_2011,https://censusindia.gov.in/nada/index.php/catalog/10191,Separate mother-tongue return inside Hindi umbrella,2011,A_DIRECT_TYPED_PERSON,auth:canonical:canonical:pop:e971c0d9ad86571a6d181fcc,1,auth:canonical:canonical:pop:e971c0d9ad86571a6d181fcc,auth:canonical:canonical:pop:e971c0d9ad86571a6d181fcc,ADMIT,A_DIRECT_TYPED_PERSON,canonical:pop:e971c0d9ad86571a6d181fcc,legacy_canonical_population,pop:e971c0d9ad86571a6d181fcc,language_population_or_context,36bb71764feac5224d3ff531dfd2e97643ab73a1a529c686845a830ebce3c8b2,36273b40d2b354abeb4097452819334877ee7683fe18c726fa9dbec03dac8847,e3c2e6e3e0e90132f531f4170e4f2485bec2b7c756a478cafbb4c7c2d5dd5546,EC2BDF734B61061AABB368111F19C6FD09AB026FE6C42FB466BEF1DA45D722C6,true,false,true,false,POINT,7831749,7831749,7831749,7831749,7831749,0.40000000,0.29472837,0.50000000,0.40000000,0.15050000,0.50000000,0.37001567,0.05001567,0.69001567,391710.205162,2897869.885162,5404029.565162,1220000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,"{""academic_lingua_franca_nonoverlap"": ""academic-language overlap unmeasured; common prior"", ""accessibility_gap"": ""common format-access prior"", ""delivery_gap"": ""ECOLOGICAL_COUNTRY_CONTEXT_PROXY: mean of country internet/electricity indicators; not language/device cross-tab"", ""learning_completion_gap"": ""ECOLOGICAL_COUNTRY_CONTEXT_PROXY: mean of available country indicators; not target-stage cross-tab"", ""open_resource_scarcity"": ""unresolved OER route; common prior"", ""schooling_language_gap"": ""UNESCO/World-Bank global alignment prior""}",SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,L-M_COMMON_PRIOR; not an observed comfortable-reader count,36bb71764feac5224d3ff531dfd2e97643ab73a1a529c686845a830ebce3c8b2,2205799.353528,2977337.678668,2993390.401242,3895955.794880,1.808032256990,2.440440720220,2.453598689543,3.193406389246,256,6,75,POSSIBLE,DEFINITE,46,0.000000,1.000000,49,SOURCE_BOUND_DIRECT_PERSON_ORDER,"Use only with the published definition, reference year, uncertainty, and nonadditivity rule.",E462BE73C7A49DCAA40432DEBF520CC1D4E99E2F9B6C5639861124F9AD4489C8
edition-target:lang:my-Mymr-MM,lang:my-Mymr-MM,canonical_language_edition,exact,Burmese,my-Mymr-MM,Mymr,written_or_multimodal,Myanmar / Myanmar / Burmese-using households and learners,MMR,36000000.000000,,41000000.000000,38500000.000000,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,true,true,LANGUAGE_OR_EXACT_INTERVENTION,,MMR_WB_PHONE_2023_24,https://documents1.worldbank.org/curated/en/099070124012035856/pdf/P50066314cb91a0d4199041567b48f877da.pdf,Planning range inferred in the cited World Bank report from about 80% current household use and an older estimate near 70%; not a census L1 count.,2022,B_INTERVAL_TYPED_PERSON,auth:canonical:canonical:pop:e5ce23e04310977f9e30a710,1,auth:canonical:canonical:pop:e5ce23e04310977f9e30a710,auth:canonical:canonical:pop:e5ce23e04310977f9e30a710,ADMIT,B_INTERVAL_TYPED_PERSON,canonical:pop:e5ce23e04310977f9e30a710,legacy_canonical_population,pop:e5ce23e04310977f9e30a710,language_population_or_context,6395a03c70518ebe0aa200a16907e2f077ce920e0009c1032bb3c85fc73f9198,fa353d39c17c9e215a7a2e870a0769b831d495f5ad38df9f22461e8a98235dc6,4d75073b2bd2eb5901eba017f50dfd2577f16de147e7a74e1b2442eef470a930,5D2346ED8222CE4D7AA7D9E5106138497E3645A5DA7DA6A682322BB6A41B67D3,true,false,true,false,INTERVAL,36000000,,41000000,36000000,41000000,0.40000000,0.50233260,0.50000000,0.40000000,0.37076150,0.50000000,0.44237313,0.12237313,0.76237313,4405432.633005,17031365.454741,31257298.276478,1240000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,"{""academic_lingua_franca_nonoverlap"": ""academic-language overlap unmeasured; common prior"", ""accessibility_gap"": ""common format-access prior"", ""delivery_gap"": ""ECOLOGICAL_COUNTRY_CONTEXT_PROXY: mean of country internet/electricity indicators; not language/device cross-tab"", ""learning_completion_gap"": ""ECOLOGICAL_COUNTRY_CONTEXT_PROXY: mean of available country indicators; not target-stage cross-tab"", ""open_resource_scarcity"": ""unresolved OER route; common prior"", ""schooling_language_gap"": ""UNESCO/World-Bank global alignment prior""}",SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,L-M_COMMON_PRIOR; not an observed comfortable-reader count,6395a03c70518ebe0aa200a16907e2f077ce920e0009c1032bb3c85fc73f9198,12753893.986322,17171728.631663,17147640.398117,21315966.849777,10.285398376066,13.848168251341,13.828742256546,17.190295846594,256,1,50,POSSIBLE,DEFINITE,15,0.062500,1.000000,17,SOURCE_BOUND_DIRECT_PERSON_ORDER,"Use only with the published definition, reference year, uncertainty, and nonadditivity rule.",C0EE19FA536610360D243F2A02841725E2781F486823C2F2D82F24B91751046B
edition-target:lang:mye-Latn-GA,lang:mye-Latn-GA,canonical_language_edition,exact,Myene,mye-Latn-GA,Latn,written_or_multimodal,Gabon,GAB,,,,,NO_PUBLIC_SOURCE_BOUND_PERSON_DENOMINATOR,unranked_context,false,false,LANGUAGE_OR_EXACT_INTERVENTION,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,,,No source-bound person denominator is published for this target.,,,,0,,,,,,,,,,,,,,true,false,false,NONE,,,,,,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,0.43000000,0.11000000,0.75000000,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,"{""academic_lingua_franca_nonoverlap"": ""academic-language overlap unmeasured; common prior"", ""accessibility_gap"": ""common format-access prior"", ""delivery_gap"": ""common prior"", ""learning_completion_gap"": ""common prior"", ""open_resource_scarcity"": ""OER route unresolved; common prior"", ""schooling_language_gap"": ""UNESCO/World-Bank global alignment prior""}",SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,L-M_COMMON_PRIOR; not an observed comfortable-reader count,17276fe64df515e553e64b6ffe16f351def7447dcc83d252b446cb05af81630a,,,,,,,,,0,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,,,,,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,"Identity and evidence-acquisition record only; no population, benefit total, or rank may be inferred from country/world model priors.",27927E7FD8C72FB24D9B5CAB71A7C6B1B3DAE3ABA392B44C86873D62625C9A36
edition-target:lang:myu-BR,lang:myu-BR,canonical_language_edition,exact,Munduruku,myu-BR,Latn,written_or_multimodal,Brazil / Munduruku communities,BRA,,,,,NO_PUBLIC_SOURCE_BOUND_PERSON_DENOMINATOR,unranked_context,false,false,LANGUAGE_OR_EXACT_INTERVENTION,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,,,No source-bound person denominator is published for this target.,,,,0,,,,,,,,,,,,,,true,false,false,NONE,,,,,,0.40000000,0.17404569,0.50000000,0.40000000,0.07868264,0.50000000,0.33582471,0.01582471,0.65582471,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,"{""academic_lingua_franca_nonoverlap"": ""academic-language overlap unmeasured; common prior"", ""accessibility_gap"": ""common format-access prior"", ""delivery_gap"": ""ECOLOGICAL_COUNTRY_CONTEXT_PROXY: mean of country internet/electricity indicators; not language/device cross-tab"", ""learning_completion_gap"": ""ECOLOGICAL_COUNTRY_CONTEXT_PROXY: mean of available country indicators; not target-stage cross-tab"", ""open_resource_scarcity"": ""OER route unresolved; common prior"", ""schooling_language_gap"": ""UNESCO/World-Bank global alignment prior""}",SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,L-M_COMMON_PRIOR; not an observed comfortable-reader count,d74d28540a43cc07e28eccdce5105afe5e4d78d12d9fbb98e10b21473ebb1f52,,,,,,,,,0,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,,,,,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,"Identity and evidence-acquisition record only; no population, benefit total, or rank may be inferred from country/world model priors.",A13B8BA10DEA5707831BD5176ED7073E34CF40EFDCE0405545980E5AE9D72D79
edition-target:lang:mzb-Latn-DZ,lang:mzb-Latn-DZ,canonical_language_edition,exact,Mozabite,mzb-Latn-DZ,Latn,written_or_multimodal,"Algeria, Mzab",DZA,,,,,NO_PUBLIC_SOURCE_BOUND_PERSON_DENOMINATOR,unranked_context,false,false,LANGUAGE_OR_EXACT_INTERVENTION,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,,,No source-bound person denominator is published for this target.,,,,0,,,,,,,,,,,,,,true,false,false,NONE,,,,,,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,0.43000000,0.11000000,0.75000000,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,"{""academic_lingua_franca_nonoverlap"": ""academic-language overlap unmeasured; common prior"", ""accessibility_gap"": ""common format-access prior"", ""delivery_gap"": ""common prior"", ""learning_completion_gap"": ""common prior"", ""open_resource_scarcity"": ""OER route unresolved; common prior"", ""schooling_language_gap"": ""UNESCO/World-Bank global alignment prior""}",SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,L-M_COMMON_PRIOR; not an observed comfortable-reader count,6e053c7a68c12bdb6f5d394a16b6ae3a074962146922a1362d6599764d7b6070,,,,,,,,,0,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,,,,,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,"Identity and evidence-acquisition record only; no population, benefit total, or rank may be inferred from country/world model priors.",5A138F91857DC4E042961FA6F28331A905C2F3375236F4BC252CE65B22A220FD
edition-target:lang:mzc-MG,lang:mzc-MG,canonical_language_edition,exact,Madagascar Sign Language,mzc-MG,Zyyy,written_or_multimodal,Madagascar,MDG,,,,,NO_PUBLIC_SOURCE_BOUND_PERSON_DENOMINATOR,unranked_context,false,false,LANGUAGE_OR_EXACT_INTERVENTION,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,,,No source-bound person denominator is published for this target.,,,,0,,,,,,,,,,,,,,true,false,false,NONE,,,,,,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,0.43000000,0.11000000,0.75000000,,,,1250000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,"{""academic_lingua_franca_nonoverlap"": ""academic-language overlap unmeasured; common prior"", ""accessibility_gap"": ""common format-access prior"", ""delivery_gap"": ""common prior"", ""learning_completion_gap"": ""common prior"", ""open_resource_scarcity"": ""OER route unresolved; common prior"", ""schooling_language_gap"": ""UNESCO/World-Bank global alignment prior""}",SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,L-M_COMMON_PRIOR; not an observed comfortable-reader count,1be3c11d3ae289e8a51aea9f33eda1d0ee4e0a2d8a38167faf34b2af699d9656,,,,,,,,,0,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,,,,,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,"Identity and evidence-acquisition record only; no population, benefit total, or rank may be inferred from country/world model priors.",2C6942A7C0FCFDA636BC14E241CC72C10AE4F2322E82EA57C4E741BC43554EFD
edition-target:lang:na-Latn-NR,lang:na-Latn-NR,canonical_language_edition,exact,Nauruan,na-Latn-NR,Latn,written_or_multimodal,Nauru / Nauruan-speaking children ages 5–14,NRU,11009.000000,11014.000000,11019.000000,11014.000000,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,true,true,LANGUAGE_OR_EXACT_INTERVENTION,,NRU_CENSUS_ANALYTICAL_2021;NRU_CENSUS_TABLES_2021;NRU_ED_PLAN;OER_UNESCO_2019;WCAG_22,https://stats.gov.nr/download/49/2021/359/nauru-2021-population-and-housing-census-analytical-report.pdf;https://stats.gov.nr/download/49/2021/358/person-tables-1-36.pdf;https://media.unesco.org/sites/default/files/webform/r2e002/07712bcf3c71c7853a4d4628be2356b6843d5357.pdf;https://www.unesco.org/en/legal-affairs/recommendation-open-educational-resources-oer?hub=422;https://www.w3.org/TR/WCAG22/,"People reporting Nauruan only or with another home language: 94.3% (69.0% + 25.3%) of population 11,680; endpoints preserve one-decimal rate rounding.",2021,B_REGIONAL_INTERVAL_TYPED_PERSON,na-Latn-NR,2,auth:regional:OCEANIA_CENTRAL_ASIA_EMPIRICAL_INPUTS:na-Latn-NR,auth:canonical:canonical:pop:6275ddc5fb49a1ec70eec247;auth:regional:OCEANIA_CENTRAL_ASIA_EMPIRICAL_INPUTS:na-Latn-NR,ADMIT,B_REGIONAL_INTERVAL_TYPED_PERSON,regional:OCEANIA_CENTRAL_ASIA_EMPIRICAL_INPUTS:na-Latn-NR,OCEANIA_CENTRAL_ASIA_EMPIRICAL_INPUTS,na-Latn-NR,REGIONAL_EMPIRICAL_STRATUM,88006f6a4ca5a0dd4ae9ed048d768e2d403c19ceed9dc24be7cf1e65a75064cf,2cf677ce837b07c41a1b40219039452b6cf1b9fb18da61fdd1dc1fb7beda9aae,802942dc62aaa40e46e7d27dcc7cc917cfd4a6b389ec013b6c3c44dec6ff048e,7bf96b6a1f9b7268c79eb09c350c4cefa5200b7ef287af90aacb7aa0b12e0e47;7bf4945d0d3b47f74c0eee60d65b033e624dc3c19f69b969bd4765a85115c28a;9d487ccc585d05289f8d5786fa8a26830e2a84c43bb37cf034ed2eb2ca76c9ff;7e71f12fa5d4b32811d5235352dd285b5b65ce84cf8e71348332d70554a08579;3e45c06f376cb8f9cfe88fec638596913deb9d22c05262416a75a978b22f5209,true,false,true,false,INTERVAL,11009,11014,11019,11009,11019,0.60000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,0.47400000,0.15400000,0.79400000,1695.386000,5220.636000,8749.086000,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,"{""academic_lingua_franca_nonoverlap"": ""academic-language overlap unmeasured; common prior"", ""accessibility_gap"": ""common format-access prior"", ""delivery_gap"": ""common prior"", ""learning_completion_gap"": ""common prior"", ""open_resource_scarcity"": ""unresolved OER route; common prior"", ""schooling_language_gap"": ""explicit schooling-language transition context; no language-specific rate""}",SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,L-M_COMMON_PRIOR; not an observed comfortable-reader count,88006f6a4ca5a0dd4ae9ed048d768e2d403c19ceed9dc24be7cf1e65a75064cf,4080.697067,5230.651669,5268.869802,6528.469340,0.004080697067,0.005230651669,0.005268869802,0.006528469340,256,97,185,OUTSIDE,POSSIBLE,146,0.000000,0.000000,146,SOURCE_BOUND_DIRECT_PERSON_ORDER,"Use only with the published definition, reference year, uncertainty, and nonadditivity rule.",49E24802F7EF5FA41209A4C1CEB746B6D8E0F4DFC3F8BE9729F676C800E98EB0
edition-target:lang:nah-Latn-MX,lang:nah-Latn-MX,canonical_language_edition,exact,Nahuatl varieties,nah-Latn-MX,Latn,written_or_multimodal,Mexico,MEX,,,,,NO_PUBLIC_SOURCE_BOUND_PERSON_DENOMINATOR,unranked_context,false,false,LANGUAGE_OR_EXACT_INTERVENTION,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,,,No source-bound person denominator is published for this target.,,,,0,,,,,,,,,,,,,,true,false,false,NONE,,,,,,0.40000000,0.19600122,0.50000000,0.40000000,0.08538831,0.50000000,0.34115461,0.02115461,0.66115461,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,"{""academic_lingua_franca_nonoverlap"": ""academic-language overlap unmeasured; common prior"", ""accessibility_gap"": ""common format-access prior"", ""delivery_gap"": ""ECOLOGICAL_COUNTRY_CONTEXT_PROXY: mean of country internet/electricity indicators; not language/device cross-tab"", ""learning_completion_gap"": ""ECOLOGICAL_COUNTRY_CONTEXT_PROXY: mean of available country indicators; not target-stage cross-tab"", ""open_resource_scarcity"": ""OER route unresolved; common prior"", ""schooling_language_gap"": ""UNESCO/World-Bank global alignment prior""}",SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,L-M_COMMON_PRIOR; not an observed comfortable-reader count,bf18643f8664a68ed3f5d0e12032b6c9b0351843028d5ad51290e8ec768b3f2a,,,,,,,,,0,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,,,,,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,"Identity and evidence-acquisition record only; no population, benefit total, or rank may be inferred from country/world model priors.",A80122BCA2CF5FD1D90183E571B5A41FB9596E3BD477E2973BEA981CA4E0B1D2
edition-target:lang:nan-Hans-CN,lang:nan-Hans-CN,sentinel_exact_edition,exact_sentinel_target,Mainland Southern Min,nan-Hans-CN,Hans,written_or_multimodal,Fujian and diaspora China,CHN,,,,,NO_PUBLIC_SOURCE_BOUND_PERSON_DENOMINATOR,unranked_context,false,false,LANGUAGE_OR_EXACT_INTERVENTION,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,,,No source-bound person denominator is published for this target.,,,,0,,,,,,,,,,,,,,true,false,false,NONE,,,,,,0.40000000,0.07802001,0.50000000,0.40000000,0.04200000,0.50000000,0.31148400,0.00000000,0.63148400,,,,1450000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,"{""academic_lingua_franca_nonoverlap"": ""academic-language overlap unmeasured; common prior"", ""accessibility_gap"": ""common format-access prior"", ""delivery_gap"": ""ECOLOGICAL_COUNTRY_CONTEXT_PROXY: mean of country internet/electricity indicators; not language/device cross-tab"", ""learning_completion_gap"": ""ECOLOGICAL_COUNTRY_CONTEXT_PROXY: mean of available country indicators; not target-stage cross-tab"", ""open_resource_scarcity"": ""OER route unresolved; common prior"", ""schooling_language_gap"": ""UNESCO/World-Bank global alignment prior""}",SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,L-M_COMMON_PRIOR; not an observed comfortable-reader count,12d36493ac5f078d0c5af56a96537bd5204e750d7d6d262d8923a571eed9e63f,,,,,,,,,0,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,,,,,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,"Identity and evidence-acquisition record only; no population, benefit total, or rank may be inferred from country/world model priors.",3DEDD6B078BFA5E076DFD79F84419B886EFC879CAFDF62256AAB4EFBC41A412C
edition-target:lang:nan-Hant-TW,lang:nan-Hant-TW,sentinel_exact_edition,exact_sentinel_target,Taiwanese Taigi — Southern Min,nan-Hant-TW,Hant,written_or_multimodal,Taiwan,,18728839.000000,18728839.000000,18728839.000000,18728839.000000,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,true,true,LANGUAGE_OR_EXACT_INTERVENTION,,ASIA_TWN_DGBAS_CENSUS_2020_LANG,https://ws.dgbas.gov.tw/001/Upload/463/relfile/11065/230300/t006.xlsx,"DGBAS 2020 estimate: 6,897,535 current primary-use plus 11,831,304 current secondary-use Taiwanese among resident nationals aged 6+.",2020-11-08,A_REGIONAL_EXACT_TYPED_PERSON,nonadditive-multilanguage:7c85229066c80679,1,auth:regional:ASIA_EMPIRICAL_NEED_INPUTS:nan-Hant-TW,auth:regional:ASIA_EMPIRICAL_NEED_INPUTS:nan-Hant-TW,ADMIT,A_REGIONAL_EXACT_TYPED_PERSON,regional:ASIA_EMPIRICAL_NEED_INPUTS:nan-Hant-TW,ASIA_EMPIRICAL_NEED_INPUTS,nan-Hant-TW,REGIONAL_EMPIRICAL_STRATUM,8b28ed493dfe235f627aa41aee4799819b0c1d3da46a106196869acc89810b4c,675456ea56779945986e76642e0e5431e587232ab3f4d0ae2ee07f4cbd9c2fff,90f6e19da9b338d73c23329e40735955968fd24546366b61ee5be36ae351fc9f,ba06728ae54c935f6d67082235dc92b05dfd9713a8e4d0b5953cd3f6f2975b97,true,false,true,false,POINT,18728839,18728839,18728839,18728839,18728839,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,0.43000000,0.11000000,0.75000000,2060172.290000,8053400.770000,14046629.250000,1450000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,"{""academic_lingua_franca_nonoverlap"": ""academic-language overlap unmeasured; common prior"", ""accessibility_gap"": ""common format-access prior"", ""delivery_gap"": ""common prior"", ""learning_completion_gap"": ""common prior"", ""open_resource_scarcity"": ""OER route unresolved; common prior"", ""schooling_language_gap"": ""UNESCO/World-Bank global alignment prior""}",SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,L-M_COMMON_PRIOR; not an observed comfortable-reader count,8b28ed493dfe235f627aa41aee4799819b0c1d3da46a106196869acc89810b4c,6107584.568710,8049853.066990,8060395.230157,10219409.882501,4.212127288765,5.551622804821,5.558893262177,7.047868884484,256,2,62,POSSIBLE,DEFINITE,33,0.000000,1.000000,35,SOURCE_BOUND_DIRECT_PERSON_ORDER,"Use only with the published definition, reference year, uncertainty, and nonadditivity rule.",6A855B23903AC2750B3DA18F5E60D91A3173828F504B88A72A450E92EB1C8ADB
edition-target:lang:naq-Latn-NA,lang:naq-Latn-NA,canonical_language_edition,exact,Khoekhoegowab,naq-Latn-NA,Latn,written_or_multimodal,Namibia,NAM,,,,,NO_PUBLIC_SOURCE_BOUND_PERSON_DENOMINATOR,unranked_context,false,false,LANGUAGE_OR_EXACT_INTERVENTION,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,,,No source-bound person denominator is published for this target.,,,,0,,,,,,,,,,,,,,true,false,false,NONE,,,,,,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,0.43000000,0.11000000,0.75000000,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,"{""academic_lingua_franca_nonoverlap"": ""academic-language overlap unmeasured; common prior"", ""accessibility_gap"": ""common format-access prior"", ""delivery_gap"": ""common prior"", ""learning_completion_gap"": ""common prior"", ""open_resource_scarcity"": ""OER route unresolved; common prior"", ""schooling_language_gap"": ""UNESCO/World-Bank global alignment prior""}",SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,L-M_COMMON_PRIOR; not an observed comfortable-reader count,b659305d313bc81190ce01454327924b07f953c76410bc10f0af2b12c00b54dc,,,,,,,,,0,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,,,,,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,"Identity and evidence-acquisition record only; no population, benefit total, or rank may be inferred from country/world model priors.",F2C82E7FD98961A2D066067D3A9A0E2EB715120C84BC5C325FC764A155F79A9F
