compute_estimate_id,candidate_id,standard_compute_model_version,reference_hardware_id,hardware_normalization_version,model_runtime_version,tokenizer_version,qa_target_version,standard_compute_mean,standard_compute_p05,standard_compute_p50,standard_compute_p95,standard_compute_lower_bound,standard_compute_upper_bound,standard_compute_scenario_low,standard_compute_scenario_base,standard_compute_scenario_high,standard_compute_unit,energy_mean,energy_p05,energy_p50,energy_p95,energy_lower_bound,energy_upper_bound,energy_unit,estimate_status,uncertainty_method,draw_set_id,benchmark_source_ids_json,compute_input_set_hash,estimate_row_hash,generated_at_utc
EST:STD-MF-gla_Latn-025K-ACCESSIBLE-PUBLICATION,STD-MF-gla_Latn-025K-ACCESSIBLE-PUBLICATION,interlanguage/standard-compute/2.0.0,NOT_APPLICABLE_TOKEN_TRAFFIC,NOT_APPLICABLE,VENDOR_NEUTRAL_PLANNING_MODEL,tiktoken-0.11.0:cl100k_base+o200k_base,independent_context_plus_deterministic_qa_v2,,,,,,,238301.207902,447621.785555,1124604.110506,fresh_equivalent_token_events,,,,,,,NOT_INFERABLE_FROM_TOKEN_EVENTS,MEASURED_REPRESENTATION_WITH_DECLARED_PROCESS_SCENARIOS,coupled_process_cases_plus_target_block_variation,,"[""SRC24"",""SRC25""]",1fcee977fc1335cbb1cfb71cd4a23152265a918171fc4f319185cfb8c7aef723,65df9e93752b6582727f6e6ec2715371553005e4f3934999bfed528b967bbc4b,2026-09-01T00:00:00Z
EST:STD-MF-gla_Latn-025K-AUDIO,STD-MF-gla_Latn-025K-AUDIO,interlanguage/standard-compute/2.0.0,NOT_APPLICABLE_TOKEN_TRAFFIC,NOT_APPLICABLE,VENDOR_NEUTRAL_PLANNING_MODEL,tiktoken-0.11.0:cl100k_base+o200k_base,independent_context_plus_deterministic_qa_v2,,,,,,,344529.879404,574712.567138,1193251.322406,fresh_equivalent_token_events,,,,,,,NOT_INFERABLE_FROM_TOKEN_EVENTS,MEASURED_REPRESENTATION_WITH_DECLARED_PROCESS_SCENARIOS,coupled_process_cases_plus_target_block_variation,,"[""SRC24"",""SRC25""]",1fcee977fc1335cbb1cfb71cd4a23152265a918171fc4f319185cfb8c7aef723,9a4bf14da08852f582f712c00864855ee53bc54e5e2b5dda74fe930749674711,2026-09-01T00:00:00Z
EST:STD-MF-gla_Latn-025K-CAPTIONS,STD-MF-gla_Latn-025K-CAPTIONS,interlanguage/standard-compute/2.0.0,NOT_APPLICABLE_TOKEN_TRAFFIC,NOT_APPLICABLE,VENDOR_NEUTRAL_PLANNING_MODEL,tiktoken-0.11.0:cl100k_base+o200k_base,independent_context_plus_deterministic_qa_v2,,,,,,,257170.318139,569670.673605,1230054.854006,fresh_equivalent_token_events,,,,,,,NOT_INFERABLE_FROM_TOKEN_EVENTS,MEASURED_REPRESENTATION_WITH_DECLARED_PROCESS_SCENARIOS,coupled_process_cases_plus_target_block_variation,,"[""SRC24"",""SRC25""]",1fcee977fc1335cbb1cfb71cd4a23152265a918171fc4f319185cfb8c7aef723,57b5c141f5de249e79044c818af1ecdbd412b4a2c2f007707431b0739b526d57,2026-09-01T00:00:00Z
EST:STD-MF-gla_Latn-025K-NAMED-SIGN,STD-MF-gla_Latn-025K-NAMED-SIGN,interlanguage/standard-compute/2.0.0,NOT_APPLICABLE_TOKEN_TRAFFIC,NOT_APPLICABLE,VENDOR_NEUTRAL_PLANNING_MODEL,tiktoken-0.11.0:cl100k_base+o200k_base,independent_context_plus_deterministic_qa_v2,,,,,,,327727.648852,618832.802955,1333871.768506,fresh_equivalent_token_events,,,,,,,NOT_INFERABLE_FROM_TOKEN_EVENTS,MEASURED_REPRESENTATION_WITH_DECLARED_PROCESS_SCENARIOS,coupled_process_cases_plus_target_block_variation,,"[""SRC24"",""SRC25""]",1fcee977fc1335cbb1cfb71cd4a23152265a918171fc4f319185cfb8c7aef723,d9b700b8750be719d848d83622ea865a5cae4c9f759b06a912f71b2ee003885c,2026-09-01T00:00:00Z
EST:STD-MF-gla_Latn-025K-COMPLETE-ACCESS,STD-MF-gla_Latn-025K-COMPLETE-ACCESS,interlanguage/standard-compute/2.0.0,NOT_APPLICABLE_TOKEN_TRAFFIC,NOT_APPLICABLE,VENDOR_NEUTRAL_PLANNING_MODEL,tiktoken-0.11.0:cl100k_base+o200k_base,independent_context_plus_deterministic_qa_v2,,,,,,,466775.430591,944284.972588,2125969.723906,fresh_equivalent_token_events,,,,,,,NOT_INFERABLE_FROM_TOKEN_EVENTS,MEASURED_REPRESENTATION_WITH_DECLARED_PROCESS_SCENARIOS,coupled_process_cases_plus_target_block_variation,,"[""SRC24"",""SRC25""]",1fcee977fc1335cbb1cfb71cd4a23152265a918171fc4f319185cfb8c7aef723,b607283861026b09c9f3fb5fa14f72c7f5553a4de73b3481eea5d6a192cae0e8,2026-09-01T00:00:00Z
EST:STD-MF-gla_Latn-100K-TEXT,STD-MF-gla_Latn-100K-TEXT,interlanguage/standard-compute/2.0.0,NOT_APPLICABLE_TOKEN_TRAFFIC,NOT_APPLICABLE,VENDOR_NEUTRAL_PLANNING_MODEL,tiktoken-0.11.0:cl100k_base+o200k_base,independent_context_plus_deterministic_qa_v2,,,,,,,934604.831606,1688737.142221,3674416.442025,fresh_equivalent_token_events,,,,,,,NOT_INFERABLE_FROM_TOKEN_EVENTS,MEASURED_REPRESENTATION_WITH_DECLARED_PROCESS_SCENARIOS,coupled_process_cases_plus_target_block_variation,,"[""SRC24"",""SRC25""]",1fcee977fc1335cbb1cfb71cd4a23152265a918171fc4f319185cfb8c7aef723,bf62263117e59709d5d53bd13192e4f08387d9dfd225d958ab1a1f3b8d25a9f9,2026-09-01T00:00:00Z
EST:STD-MF-gla_Latn-100K-ACCESSIBLE-PUBLICATION,STD-MF-gla_Latn-100K-ACCESSIBLE-PUBLICATION,interlanguage/standard-compute/2.0.0,NOT_APPLICABLE_TOKEN_TRAFFIC,NOT_APPLICABLE,VENDOR_NEUTRAL_PLANNING_MODEL,tiktoken-0.11.0:cl100k_base+o200k_base,independent_context_plus_deterministic_qa_v2,,,,,,,953204.831606,1790487.142221,4498416.442025,fresh_equivalent_token_events,,,,,,,NOT_INFERABLE_FROM_TOKEN_EVENTS,MEASURED_REPRESENTATION_WITH_DECLARED_PROCESS_SCENARIOS,coupled_process_cases_plus_target_block_variation,,"[""SRC24"",""SRC25""]",1fcee977fc1335cbb1cfb71cd4a23152265a918171fc4f319185cfb8c7aef723,b0b3b4330e3f3d505b7f6b5cdb686df77e1a1afb4721f2c7333e4c090de7f9ee,2026-09-01T00:00:00Z
EST:STD-MF-gla_Latn-100K-AUDIO,STD-MF-gla_Latn-100K-AUDIO,interlanguage/standard-compute/2.0.0,NOT_APPLICABLE_TOKEN_TRAFFIC,NOT_APPLICABLE,VENDOR_NEUTRAL_PLANNING_MODEL,tiktoken-0.11.0:cl100k_base+o200k_base,independent_context_plus_deterministic_qa_v2,,,,,,,1378119.517614,2298850.268551,4773005.289625,fresh_equivalent_token_events,,,,,,,NOT_INFERABLE_FROM_TOKEN_EVENTS,MEASURED_REPRESENTATION_WITH_DECLARED_PROCESS_SCENARIOS,coupled_process_cases_plus_target_block_variation,,"[""SRC24"",""SRC25""]",1fcee977fc1335cbb1cfb71cd4a23152265a918171fc4f319185cfb8c7aef723,8a36afd18caf9332629c5f91e27c7a311664fe64d0800b71a4e6bda3919aff36,2026-09-01T00:00:00Z
EST:STD-MF-gla_Latn-100K-CAPTIONS,STD-MF-gla_Latn-100K-CAPTIONS,interlanguage/standard-compute/2.0.0,NOT_APPLICABLE_TOKEN_TRAFFIC,NOT_APPLICABLE,VENDOR_NEUTRAL_PLANNING_MODEL,tiktoken-0.11.0:cl100k_base+o200k_base,independent_context_plus_deterministic_qa_v2,,,,,,,1028681.272556,2278682.694421,4920219.416025,fresh_equivalent_token_events,,,,,,,NOT_INFERABLE_FROM_TOKEN_EVENTS,MEASURED_REPRESENTATION_WITH_DECLARED_PROCESS_SCENARIOS,coupled_process_cases_plus_target_block_variation,,"[""SRC24"",""SRC25""]",1fcee977fc1335cbb1cfb71cd4a23152265a918171fc4f319185cfb8c7aef723,1724261831187eca8dc3ee7fef209895b9debca4dd17bf394d1584bd79a9b95e,2026-09-01T00:00:00Z
EST:STD-MF-gla_Latn-100K-NAMED-SIGN,STD-MF-gla_Latn-100K-NAMED-SIGN,interlanguage/standard-compute/2.0.0,NOT_APPLICABLE_TOKEN_TRAFFIC,NOT_APPLICABLE,VENDOR_NEUTRAL_PLANNING_MODEL,tiktoken-0.11.0:cl100k_base+o200k_base,independent_context_plus_deterministic_qa_v2,,,,,,,1310910.595406,2475331.211821,5335487.074025,fresh_equivalent_token_events,,,,,,,NOT_INFERABLE_FROM_TOKEN_EVENTS,MEASURED_REPRESENTATION_WITH_DECLARED_PROCESS_SCENARIOS,coupled_process_cases_plus_target_block_variation,,"[""SRC24"",""SRC25""]",1fcee977fc1335cbb1cfb71cd4a23152265a918171fc4f319185cfb8c7aef723,d0e9b2d0f9ccc7dfc430f7a5dfd6ceba6b4149f2de75876558c13669cf9b426a,2026-09-01T00:00:00Z
EST:STD-MF-gla_Latn-100K-COMPLETE-ACCESS,STD-MF-gla_Latn-100K-COMPLETE-ACCESS,interlanguage/standard-compute/2.0.0,NOT_APPLICABLE_TOKEN_TRAFFIC,NOT_APPLICABLE,VENDOR_NEUTRAL_PLANNING_MODEL,tiktoken-0.11.0:cl100k_base+o200k_base,independent_context_plus_deterministic_qa_v2,,,,,,,1867101.722364,3777139.890351,8503878.895625,fresh_equivalent_token_events,,,,,,,NOT_INFERABLE_FROM_TOKEN_EVENTS,MEASURED_REPRESENTATION_WITH_DECLARED_PROCESS_SCENARIOS,coupled_process_cases_plus_target_block_variation,,"[""SRC24"",""SRC25""]",1fcee977fc1335cbb1cfb71cd4a23152265a918171fc4f319185cfb8c7aef723,d1bf72db12b58c81904d5e373f29482d41eedb4b3c2e1f571f4f805b67b5727e,2026-09-01T00:00:00Z
EST:STD-MF-gla_Latn-400K-TEXT,STD-MF-gla_Latn-400K-TEXT,interlanguage/standard-compute/2.0.0,NOT_APPLICABLE_TOKEN_TRAFFIC,NOT_APPLICABLE,VENDOR_NEUTRAL_PLANNING_MODEL,tiktoken-0.11.0:cl100k_base+o200k_base,independent_context_plus_deterministic_qa_v2,,,,,,,3738419.326426,6754948.568883,14697665.7681,fresh_equivalent_token_events,,,,,,,NOT_INFERABLE_FROM_TOKEN_EVENTS,MEASURED_REPRESENTATION_WITH_DECLARED_PROCESS_SCENARIOS,coupled_process_cases_plus_target_block_variation,,"[""SRC24"",""SRC25""]",1fcee977fc1335cbb1cfb71cd4a23152265a918171fc4f319185cfb8c7aef723,2c430e6cf7255e262e9f32ed79ca785c6ce78b3d5c650be892a1a622b64a22be,2026-09-01T00:00:00Z
EST:STD-MF-gla_Latn-400K-ACCESSIBLE-PUBLICATION,STD-MF-gla_Latn-400K-ACCESSIBLE-PUBLICATION,interlanguage/standard-compute/2.0.0,NOT_APPLICABLE_TOKEN_TRAFFIC,NOT_APPLICABLE,VENDOR_NEUTRAL_PLANNING_MODEL,tiktoken-0.11.0:cl100k_base+o200k_base,independent_context_plus_deterministic_qa_v2,,,,,,,3812819.326426,7161948.568883,17993665.7681,fresh_equivalent_token_events,,,,,,,NOT_INFERABLE_FROM_TOKEN_EVENTS,MEASURED_REPRESENTATION_WITH_DECLARED_PROCESS_SCENARIOS,coupled_process_cases_plus_target_block_variation,,"[""SRC24"",""SRC25""]",1fcee977fc1335cbb1cfb71cd4a23152265a918171fc4f319185cfb8c7aef723,25e75455d3a86036848d8a67ac67b147c6042338880a5edec8b179a14a5503de,2026-09-01T00:00:00Z
EST:STD-MF-gla_Latn-400K-AUDIO,STD-MF-gla_Latn-400K-AUDIO,interlanguage/standard-compute/2.0.0,NOT_APPLICABLE_TOKEN_TRAFFIC,NOT_APPLICABLE,VENDOR_NEUTRAL_PLANNING_MODEL,tiktoken-0.11.0:cl100k_base+o200k_base,independent_context_plus_deterministic_qa_v2,,,,,,,5512478.070458,9195401.074203,19092021.1585,fresh_equivalent_token_events,,,,,,,NOT_INFERABLE_FROM_TOKEN_EVENTS,MEASURED_REPRESENTATION_WITH_DECLARED_PROCESS_SCENARIOS,coupled_process_cases_plus_target_block_variation,,"[""SRC24"",""SRC25""]",1fcee977fc1335cbb1cfb71cd4a23152265a918171fc4f319185cfb8c7aef723,54a8e24712e37aabdf44b011cc4e871d0d4f41bcac16207d7f3a9f07770e2f13,2026-09-01T00:00:00Z
EST:STD-MF-gla_Latn-400K-CAPTIONS,STD-MF-gla_Latn-400K-CAPTIONS,interlanguage/standard-compute/2.0.0,NOT_APPLICABLE_TOKEN_TRAFFIC,NOT_APPLICABLE,VENDOR_NEUTRAL_PLANNING_MODEL,tiktoken-0.11.0:cl100k_base+o200k_base,independent_context_plus_deterministic_qa_v2,,,,,,,4114725.090226,9114730.777683,19680877.6641,fresh_equivalent_token_events,,,,,,,NOT_INFERABLE_FROM_TOKEN_EVENTS,MEASURED_REPRESENTATION_WITH_DECLARED_PROCESS_SCENARIOS,coupled_process_cases_plus_target_block_variation,,"[""SRC24"",""SRC25""]",1fcee977fc1335cbb1cfb71cd4a23152265a918171fc4f319185cfb8c7aef723,ddcd5a72ccc1991b20b7f41c7c5f0f7864392edb25a338ad2db4bcb46f48b189,2026-09-01T00:00:00Z
EST:STD-MF-gla_Latn-400K-NAMED-SIGN,STD-MF-gla_Latn-400K-NAMED-SIGN,interlanguage/standard-compute/2.0.0,NOT_APPLICABLE_TOKEN_TRAFFIC,NOT_APPLICABLE,VENDOR_NEUTRAL_PLANNING_MODEL,tiktoken-0.11.0:cl100k_base+o200k_base,independent_context_plus_deterministic_qa_v2,,,,,,,5243642.381626,9901324.847283,21341948.2961,fresh_equivalent_token_events,,,,,,,NOT_INFERABLE_FROM_TOKEN_EVENTS,MEASURED_REPRESENTATION_WITH_DECLARED_PROCESS_SCENARIOS,coupled_process_cases_plus_target_block_variation,,"[""SRC24"",""SRC25""]",1fcee977fc1335cbb1cfb71cd4a23152265a918171fc4f319185cfb8c7aef723,433d55fff49f93860dcde9d0566cf25839d0687aff47e88c57e4fbecf930256b,2026-09-01T00:00:00Z
EST:STD-MF-gla_Latn-400K-COMPLETE-ACCESS,STD-MF-gla_Latn-400K-COMPLETE-ACCESS,interlanguage/standard-compute/2.0.0,NOT_APPLICABLE_TOKEN_TRAFFIC,NOT_APPLICABLE,VENDOR_NEUTRAL_PLANNING_MODEL,tiktoken-0.11.0:cl100k_base+o200k_base,independent_context_plus_deterministic_qa_v2,,,,,,,7468406.889458,15108559.561403,34015515.5825,fresh_equivalent_token_events,,,,,,,NOT_INFERABLE_FROM_TOKEN_EVENTS,MEASURED_REPRESENTATION_WITH_DECLARED_PROCESS_SCENARIOS,coupled_process_cases_plus_target_block_variation,,"[""SRC24"",""SRC25""]",1fcee977fc1335cbb1cfb71cd4a23152265a918171fc4f319185cfb8c7aef723,ee6bf8a335d0f25ce214727b8c0d9afd052ad210966936afcc766b8cdbb478c1,2026-09-01T00:00:00Z
EST:STD-MF-gle_Latn-025K-TEXT,STD-MF-gle_Latn-025K-TEXT,interlanguage/standard-compute/2.0.0,NOT_APPLICABLE_TOKEN_TRAFFIC,NOT_APPLICABLE,VENDOR_NEUTRAL_PLANNING_MODEL,tiktoken-0.11.0:cl100k_base+o200k_base,independent_context_plus_deterministic_qa_v2,,,,,,,220470.374109,405735.781032,894959.049866,fresh_equivalent_token_events,,,,,,,NOT_INFERABLE_FROM_TOKEN_EVENTS,MEASURED_REPRESENTATION_WITH_DECLARED_PROCESS_SCENARIOS,coupled_process_cases_plus_target_block_variation,,"[""SRC24"",""SRC25""]",1fcee977fc1335cbb1cfb71cd4a23152265a918171fc4f319185cfb8c7aef723,5a27d23645cbaf7cb0cc0291badaddbc4e1da8d03bbe95c1717184863d771c9d,2026-09-01T00:00:00Z
EST:STD-MF-gle_Latn-025K-ACCESSIBLE-PUBLICATION,STD-MF-gle_Latn-025K-ACCESSIBLE-PUBLICATION,interlanguage/standard-compute/2.0.0,NOT_APPLICABLE_TOKEN_TRAFFIC,NOT_APPLICABLE,VENDOR_NEUTRAL_PLANNING_MODEL,tiktoken-0.11.0:cl100k_base+o200k_base,independent_context_plus_deterministic_qa_v2,,,,,,,225120.374109,431173.281032,1100959.049866,fresh_equivalent_token_events,,,,,,,NOT_INFERABLE_FROM_TOKEN_EVENTS,MEASURED_REPRESENTATION_WITH_DECLARED_PROCESS_SCENARIOS,coupled_process_cases_plus_target_block_variation,,"[""SRC24"",""SRC25""]",1fcee977fc1335cbb1cfb71cd4a23152265a918171fc4f319185cfb8c7aef723,ada119b113c5048ac61145cfca37d08ccd23b77299865660952bd6042185e874,2026-09-01T00:00:00Z
EST:STD-MF-gle_Latn-025K-AUDIO,STD-MF-gle_Latn-025K-AUDIO,interlanguage/standard-compute/2.0.0,NOT_APPLICABLE_TOKEN_TRAFFIC,NOT_APPLICABLE,VENDOR_NEUTRAL_PLANNING_MODEL,tiktoken-0.11.0:cl100k_base+o200k_base,independent_context_plus_deterministic_qa_v2,,,,,,,321968.820335,548005.48157,1155156.502486,fresh_equivalent_token_events,,,,,,,NOT_INFERABLE_FROM_TOKEN_EVENTS,MEASURED_REPRESENTATION_WITH_DECLARED_PROCESS_SCENARIOS,coupled_process_cases_plus_target_block_variation,,"[""SRC24"",""SRC25""]",1fcee977fc1335cbb1cfb71cd4a23152265a918171fc4f319185cfb8c7aef723,459dbf3bb172f951783b60411d413a6ba090f4cccc4a34a7ce0979354f07b7c4,2026-09-01T00:00:00Z
EST:STD-MF-gle_Latn-025K-CAPTIONS,STD-MF-gle_Latn-025K-CAPTIONS,interlanguage/standard-compute/2.0.0,NOT_APPLICABLE_TOKEN_TRAFFIC,NOT_APPLICABLE,VENDOR_NEUTRAL_PLANNING_MODEL,tiktoken-0.11.0:cl100k_base+o200k_base,independent_context_plus_deterministic_qa_v2,,,,,,,241967.884071,542789.713782,1186705.576166,fresh_equivalent_token_events,,,,,,,NOT_INFERABLE_FROM_TOKEN_EVENTS,MEASURED_REPRESENTATION_WITH_DECLARED_PROCESS_SCENARIOS,coupled_process_cases_plus_target_block_variation,,"[""SRC24"",""SRC25""]",1fcee977fc1335cbb1cfb71cd4a23152265a918171fc4f319185cfb8c7aef723,c7cbdb17d845f4b5e9d7594c03b3b0f700e8daf654dcc71457da71d69f3b4fa7,2026-09-01T00:00:00Z
EST:STD-MF-gle_Latn-025K-NAMED-SIGN,STD-MF-gle_Latn-025K-NAMED-SIGN,interlanguage/standard-compute/2.0.0,NOT_APPLICABLE_TOKEN_TRAFFIC,NOT_APPLICABLE,VENDOR_NEUTRAL_PLANNING_MODEL,tiktoken-0.11.0:cl100k_base+o200k_base,independent_context_plus_deterministic_qa_v2,,,,,,,306460.413959,588474.358032,1283954.418266,fresh_equivalent_token_events,,,,,,,NOT_INFERABLE_FROM_TOKEN_EVENTS,MEASURED_REPRESENTATION_WITH_DECLARED_PROCESS_SCENARIOS,coupled_process_cases_plus_target_block_variation,,"[""SRC24"",""SRC25""]",1fcee977fc1335cbb1cfb71cd4a23152265a918171fc4f319185cfb8c7aef723,0754d04d1718d7edc7f3a78fcac12ba9b99688bb122582809998949d5268210f,2026-09-01T00:00:00Z
EST:STD-MF-gle_Latn-025K-COMPLETE-ACCESS,STD-MF-gle_Latn-025K-COMPLETE-ACCESS,interlanguage/standard-compute/2.0.0,NOT_APPLICABLE_TOKEN_TRAFFIC,NOT_APPLICABLE,VENDOR_NEUTRAL_PLANNING_MODEL,tiktoken-0.11.0:cl100k_base+o200k_base,independent_context_plus_deterministic_qa_v2,,,,,,,434106.370147,893235.49132,2041898.397186,fresh_equivalent_token_events,,,,,,,NOT_INFERABLE_FROM_TOKEN_EVENTS,MEASURED_REPRESENTATION_WITH_DECLARED_PROCESS_SCENARIOS,coupled_process_cases_plus_target_block_variation,,"[""SRC24"",""SRC25""]",1fcee977fc1335cbb1cfb71cd4a23152265a918171fc4f319185cfb8c7aef723,a770f03d1110c2b8bcbbd4b64504c52e2c1244d46aef5c96733426b767347d61,2026-09-01T00:00:00Z
EST:STD-MF-gle_Latn-100K-TEXT,STD-MF-gle_Latn-100K-TEXT,interlanguage/standard-compute/2.0.0,NOT_APPLICABLE_TOKEN_TRAFFIC,NOT_APPLICABLE,VENDOR_NEUTRAL_PLANNING_MODEL,tiktoken-0.11.0:cl100k_base+o200k_base,independent_context_plus_deterministic_qa_v2,,,,,,,881881.496434,1622943.124129,3579836.199465,fresh_equivalent_token_events,,,,,,,NOT_INFERABLE_FROM_TOKEN_EVENTS,MEASURED_REPRESENTATION_WITH_DECLARED_PROCESS_SCENARIOS,coupled_process_cases_plus_target_block_variation,,"[""SRC24"",""SRC25""]",1fcee977fc1335cbb1cfb71cd4a23152265a918171fc4f319185cfb8c7aef723,b31313a8ebd74058d620cb0397dc1c60009ad4231fb28af946fbc1db9ae57ecb,2026-09-01T00:00:00Z
EST:STD-MF-gle_Latn-100K-ACCESSIBLE-PUBLICATION,STD-MF-gle_Latn-100K-ACCESSIBLE-PUBLICATION,interlanguage/standard-compute/2.0.0,NOT_APPLICABLE_TOKEN_TRAFFIC,NOT_APPLICABLE,VENDOR_NEUTRAL_PLANNING_MODEL,tiktoken-0.11.0:cl100k_base+o200k_base,independent_context_plus_deterministic_qa_v2,,,,,,,900481.496434,1724693.124129,4403836.199465,fresh_equivalent_token_events,,,,,,,NOT_INFERABLE_FROM_TOKEN_EVENTS,MEASURED_REPRESENTATION_WITH_DECLARED_PROCESS_SCENARIOS,coupled_process_cases_plus_target_block_variation,,"[""SRC24"",""SRC25""]",1fcee977fc1335cbb1cfb71cd4a23152265a918171fc4f319185cfb8c7aef723,2dea0743ab084f225931723422fcd1ad5b2059ec9bcd6d4792153d14297e8a32,2026-09-01T00:00:00Z
EST:STD-MF-gle_Latn-100K-AUDIO,STD-MF-gle_Latn-100K-AUDIO,interlanguage/standard-compute/2.0.0,NOT_APPLICABLE_TOKEN_TRAFFIC,NOT_APPLICABLE,VENDOR_NEUTRAL_PLANNING_MODEL,tiktoken-0.11.0:cl100k_base+o200k_base,independent_context_plus_deterministic_qa_v2,,,,,,,1287875.281338,2192021.926279,4620626.009945,fresh_equivalent_token_events,,,,,,,NOT_INFERABLE_FROM_TOKEN_EVENTS,MEASURED_REPRESENTATION_WITH_DECLARED_PROCESS_SCENARIOS,coupled_process_cases_plus_target_block_variation,,"[""SRC24"",""SRC25""]",1fcee977fc1335cbb1cfb71cd4a23152265a918171fc4f319185cfb8c7aef723,4ee7e7d412ee860a9d469faa7be3b2de5dc3340cafb84a71b3b21f3799be5ef7,2026-09-01T00:00:00Z
EST:STD-MF-gle_Latn-100K-CAPTIONS,STD-MF-gle_Latn-100K-CAPTIONS,interlanguage/standard-compute/2.0.0,NOT_APPLICABLE_TOKEN_TRAFFIC,NOT_APPLICABLE,VENDOR_NEUTRAL_PLANNING_MODEL,tiktoken-0.11.0:cl100k_base+o200k_base,independent_context_plus_deterministic_qa_v2,,,,,,,967871.536284,2171158.855129,4746822.304665,fresh_equivalent_token_events,,,,,,,NOT_INFERABLE_FROM_TOKEN_EVENTS,MEASURED_REPRESENTATION_WITH_DECLARED_PROCESS_SCENARIOS,coupled_process_cases_plus_target_block_variation,,"[""SRC24"",""SRC25""]",1fcee977fc1335cbb1cfb71cd4a23152265a918171fc4f319185cfb8c7aef723,a39714bc0ef5e4c536cd3530633d3ab3fb9add16b2c2ee6f37b83c803ea224f5,2026-09-01T00:00:00Z
EST:STD-MF-gle_Latn-100K-NAMED-SIGN,STD-MF-gle_Latn-100K-NAMED-SIGN,interlanguage/standard-compute/2.0.0,NOT_APPLICABLE_TOKEN_TRAFFIC,NOT_APPLICABLE,VENDOR_NEUTRAL_PLANNING_MODEL,tiktoken-0.11.0:cl100k_base+o200k_base,independent_context_plus_deterministic_qa_v2,,,,,,,1225841.655834,2353897.432129,5135817.673065,fresh_equivalent_token_events,,,,,,,NOT_INFERABLE_FROM_TOKEN_EVENTS,MEASURED_REPRESENTATION_WITH_DECLARED_PROCESS_SCENARIOS,coupled_process_cases_plus_target_block_variation,,"[""SRC24"",""SRC25""]",1fcee977fc1335cbb1cfb71cd4a23152265a918171fc4f319185cfb8c7aef723,6cdca8009168e4dc99388fa40db77ca51897d68081efab01a674b8a76ad94360,2026-09-01T00:00:00Z
EST:STD-MF-gle_Latn-100K-COMPLETE-ACCESS,STD-MF-gle_Latn-100K-COMPLETE-ACCESS,interlanguage/standard-compute/2.0.0,NOT_APPLICABLE_TOKEN_TRAFFIC,NOT_APPLICABLE,VENDOR_NEUTRAL_PLANNING_MODEL,tiktoken-0.11.0:cl100k_base+o200k_base,independent_context_plus_deterministic_qa_v2,,,,,,,1736425.480588,3572941.965279,8167593.588745,fresh_equivalent_token_events,,,,,,,NOT_INFERABLE_FROM_TOKEN_EVENTS,MEASURED_REPRESENTATION_WITH_DECLARED_PROCESS_SCENARIOS,coupled_process_cases_plus_target_block_variation,,"[""SRC24"",""SRC25""]",1fcee977fc1335cbb1cfb71cd4a23152265a918171fc4f319185cfb8c7aef723,79b0d35412cfb5763d8aed382e69deef8f220fdb8ecf6f0926be136901c0fc74,2026-09-01T00:00:00Z
EST:STD-MF-gle_Latn-400K-TEXT,STD-MF-gle_Latn-400K-TEXT,interlanguage/standard-compute/2.0.0,NOT_APPLICABLE_TOKEN_TRAFFIC,NOT_APPLICABLE,VENDOR_NEUTRAL_PLANNING_MODEL,tiktoken-0.11.0:cl100k_base+o200k_base,independent_context_plus_deterministic_qa_v2,,,,,,,3527525.985738,6491772.496515,14319344.79786,fresh_equivalent_token_events,,,,,,,NOT_INFERABLE_FROM_TOKEN_EVENTS,MEASURED_REPRESENTATION_WITH_DECLARED_PROCESS_SCENARIOS,coupled_process_cases_plus_target_block_variation,,"[""SRC24"",""SRC25""]",1fcee977fc1335cbb1cfb71cd4a23152265a918171fc4f319185cfb8c7aef723,31dd1eea69541d2729879c96367ac10cfd32dd0eb447efce1bdee299a1425a49,2026-09-01T00:00:00Z
EST:STD-MF-gle_Latn-400K-ACCESSIBLE-PUBLICATION,STD-MF-gle_Latn-400K-ACCESSIBLE-PUBLICATION,interlanguage/standard-compute/2.0.0,NOT_APPLICABLE_TOKEN_TRAFFIC,NOT_APPLICABLE,VENDOR_NEUTRAL_PLANNING_MODEL,tiktoken-0.11.0:cl100k_base+o200k_base,independent_context_plus_deterministic_qa_v2,,,,,,,3601925.985738,6898772.496515,17615344.79786,fresh_equivalent_token_events,,,,,,,NOT_INFERABLE_FROM_TOKEN_EVENTS,MEASURED_REPRESENTATION_WITH_DECLARED_PROCESS_SCENARIOS,coupled_process_cases_plus_target_block_variation,,"[""SRC24"",""SRC25""]",1fcee977fc1335cbb1cfb71cd4a23152265a918171fc4f319185cfb8c7aef723,f6b74345cf9a21d87faefee650ad790de3445caf7d630ff629f852822f36521b,2026-09-01T00:00:00Z
