intervention_id,observation_id,source_target_name,resolved_edition_name,language_subtag,script_subtag,region_subtag,bcp47_target_profile,profile_tag_status,territory_community,variety_scope,orthography_or_educational_standard,orthography_authority,orthography_status,alternative_scripts_or_profiles,source_population_exact,population_reference_year,population_measure,population_observation_scope_class,population_is_global_audience,population_is_diaspora_subset,population_is_multiple_response,population_is_direct_literacy_floor,observation_overlap_caveat,population_source_id,population_source_locator,profile_source_ids,resolution_status,ranking_treatment,negative_control_status,negative_control_basis,openalex_math_open_access,openalex_math_open_access_books,ai_support_resource_levels,uncertainty,notes
OBS-GRG-US-011,GRG-US-011,Inupiaq,Iñupiaq shared-core with North Alaskan and Seward Peninsula localizations,ik,Latn,US,ik-Latn-US,base_tag_valid_requires_localizations,Iñupiaq communities in Alaska,"ik is an IANA macrolanguage, not one exact edition variety",accepted 1970s practical orthography with dialect profiles,Alaska Native Language Archive and community institutions,institutional_shared_core_multiple_dialects,At minimum esi-Latn-US (North Alaskan Inupiatun) and esk-Latn-US (Northwest Alaska Inupiatun) are separately tagged,5819,2017-2021,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,us_national_acs_home_language_estimate_age5plus_direct_audience_floor_not_literacy,false,false,false,false,ACS five-year sample estimate with a published 90% margin of error; not an enumerated count or literacy measure.,GRG-S001,Nation worksheet row 458,TP-S001-IANA;TP-S002-CLDR;TP-IK-UAF,requires_macrolanguage_variety_split,rank shared core and localized profiles separately; do not multiply one population observation,not_negative_control,No richly-served negative-control determination in this bounded lane.,,,,The ACS Inupiaq aggregate cannot assign every respondent to esi or esk and is not a literacy measure.,
OBS-GRG-PL-010,GRG-PL-010,Lithuanian,Standard Lithuanian,lt,Latn,LT,lt-Latn-LT,single_valid_bcp47,Lithuania standard; Poland minority/diaspora observation,national standard register,2022 Lithuanian spelling rules,State Commission of the Lithuanian Language,official_language_authority,,5422,2021-03-31,census_languages_used_at_home_multiple_response_persons,poland_minority_or_diaspora_subset_multiple_response_home_use_count_not_literacy,false,false,true,false,Multiple language responses were allowed; rows overlap and must not be summed.,GRG-S006,Table 7.5 printed page 120 PDF page 122; litewski Lithuanian row,TP-S001-IANA;TP-S002-CLDR;TP-EU-LT-VLKK,resolved_single_profile,rank only after scarcity/non-overlap evidence; do not infer a gap from the Poland subset count,comparison_control_moderately_served,Current local OpenAlex discovery fields: math OA=180; math OA books=2; AI support=High.,180,2,High,"The Poland observation is a small overlapping home-use subset, not global reach.",
OBS-GRG-PL-005,GRG-PL-005,Czech,Standard Czech,cs,Latn,CZ,cs-Latn-CZ,single_valid_bcp47,Czech Republic standard; Poland minority/diaspora observation,national standard register,Czech Academy normative electronic resources,"Czech Language Institute, Czech Academy of Sciences",official_language_authority,,5328,2021-03-31,census_languages_used_at_home_multiple_response_persons,poland_minority_or_diaspora_subset_multiple_response_home_use_count_not_literacy,false,false,true,false,Multiple language responses were allowed; rows overlap and must not be summed.,GRG-S006,Table 7.5 printed page 120 PDF page 122; czeski Czech row,TP-S001-IANA;TP-S002-CLDR;TP-EU-CS-UJC,resolved_single_profile,"deprioritize_generic_translation; retain for non-overlap, subgroup, or accessibility-format tests",negative_control_richly_served_relative_to_observed_set,"Current local OpenAlex discovery fields: math OA=2637; math OA books=15; AI support=High. Counts are discovery indicators, not a complete corpus census.",2637,15,High,"The Poland observation is an overlapping home-use subset, not global reach.",
OBS-GRG-US-012,GRG-US-012,Tewa,Pueblo-specific Tewa profiles only,tew,,US,,no_single_profile,Tewa-speaking Pueblos in New Mexico and Arizona,aggregate label rejected as an edition target,Multiple Pueblo-specific orthographies and language policies,respective Pueblo authorities,no_single_cross_community_standard,A scholarly Latin transcription is not a universal community standard,5105,2017-2021,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,us_national_acs_home_language_estimate_age5plus_direct_audience_floor_not_literacy,false,false,false,false,ACS five-year sample estimate with a published 90% margin of error; not an enumerated count or literacy measure.,GRG-S001,Nation worksheet row 492,TP-S001-IANA;TP-TEW-MULTI,requires_pueblo_profile_split,not rankable as one edition; split into community profiles first,not_negative_control,No richly-served negative-control determination in this bounded lane.,,,,"The ACS aggregate cannot identify Pueblo, orthography, or permission-sensitive writing practice.",
OBS-GRG-US-031,GRG-US-031,Mam,Mam in ALMG normative orthography,mam,Latn,GT,mam-Latn-GT,single_valid_bcp47,Guatemala normative standard; United States diaspora observation,Mam with documented internal variety; not a generic Mayan edition,ALMG official/practical Mam alphabet and grammar,Academia de Lenguas Mayas de Guatemala,official_language_academy_standard,Dialect-sensitive lexical localization remains,5062,2017-2021,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,us_acs_diaspora_or_subpopulation_subset_estimate_age5plus_not_global_not_literacy,false,true,false,false,"ACS five-year sample estimate for the United States only; it is a diaspora/subpopulation subset, not global reach.",GRG-S001,Nation worksheet row 547,TP-S001-IANA;TP-S002-CLDR;TP-ALMG-MAM,resolved_explicit_profile_with_variant_caveat,rankable target profile; population remains only the cited observed audience,not_negative_control,No richly-served negative-control determination in this bounded lane.,,,,The US estimate is diaspora-only and does not identify Guatemalan departmental variety.,
OBS-GRG-US-013,GRG-US-013,Ottawa,Odawa/Ottawa in a declared Double-Vowel community profile,otw,Latn,US,otw-Latn-US,base_tag_valid_requires_localizations,Ottawa/Odawa communities in the United States,"otw variety, not all Ojibwe",Double Vowel de facto baseline with local conventions,Ojibwe People's Dictionary consortium and community authorities,de_facto_institutional_standard,Canadian and community-specific conventions remain separate,4888,2017-2021,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,us_national_acs_home_language_estimate_age5plus_direct_audience_floor_not_literacy,false,false,false,false,ACS five-year sample estimate with a published 90% margin of error; not an enumerated count or literacy measure.,GRG-S001,Nation worksheet row 474,TP-S001-IANA;TP-S002-CLDR;TP-OJ-UMN,requires_community_localization,rank shared core and localized profiles separately; do not multiply one population observation,not_negative_control,No richly-served negative-control determination in this bounded lane.,,,,The ACS label does not expose community or orthographic practice.,
OBS-GRG-US-020,GRG-US-020,Palauan,Palauan national school-literacy register,pau,Latn,PW,pau-Latn-PW,single_valid_bcp47,Republic of Palau standard; United States diaspora observation,national Palauan educational profile,institutional Latin orthography used in Palauan education,Republic of Palau Ministry of Education,official_education_standard,,4670,2017-2021,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,us_acs_diaspora_or_subpopulation_subset_estimate_age5plus_not_global_not_literacy,false,true,false,false,"ACS five-year sample estimate for the United States only; it is a diaspora/subpopulation subset, not global reach.",GRG-S001,Nation worksheet row 237,TP-S001-IANA;TP-S002-CLDR;TP-PW-EDU,resolved_single_profile,rankable target profile; population remains only the cited observed audience,not_negative_control,No richly-served negative-control determination in this bounded lane.,,,,The bounded source establishes education use but not every orthographic rule; the US count is diaspora-only.,
OBS-GRG-US-027,GRG-US-027,Guyanese Creole English,Guyanese Creolese in an explicitly named institutional teaching orthography,gyn,Latn,GY,gyn-Latn-GY,base_tag_valid_requires_localizations,Guyana standard reference; United States diaspora observation,Guyanese Creole only,University/institutional teaching orthography,University of Guyana language-policy institutions,institutional_nonofficial_standard,Every edition must name its spelling convention; no official national Creolese standard,4603,2017-2021,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,us_acs_diaspora_or_subpopulation_subset_estimate_age5plus_not_global_not_literacy,false,true,false,false,"ACS five-year sample estimate for the United States only; it is a diaspora/subpopulation subset, not global reach.",GRG-S001,Nation worksheet row 260,TP-S001-IANA;TP-S002-CLDR;TP-GYN-POLICY,requires_orthographic_audience_split,rank shared core and localized profiles separately; do not multiply one population observation,not_negative_control,No richly-served negative-control determination in this bounded lane.,,,,The source explicitly reports no official recognition policy; the US estimate is diaspora-only.,
OBS-GRG-AU-002,GRG-AU-002,Djambarrpuyngu,Djambarrpuyŋu written educational profile,djr,Latn,AU,djr-Latn-AU,single_valid_bcp47,Djambarrpuyŋu-speaking Yolŋu communities,"exact Djambarrpuyŋu variety, not all Yolŋu Matha",community/institutional practical orthography and school resources,Northern Territory education and Batchelor Institute,official_education_and_community_standard,Other Yolŋu Matha varieties require separate profiles,3870,2021,census_language_used_at_home_persons,australia_national_direct_home_use_floor_not_literacy,false,false,false,false,ABS reports one main language used at home and applies small random perturbations; this is not L1 or literacy.,GRG-S002,"Language used at home, top responses other than English; Australia column; Djambarrpuyngu row",TP-S001-IANA;TP-AU-NT-CURR;TP-AU-BATCHELOR,resolved_explicit_profile_with_variant_caveat,rankable target profile; population remains only the cited observed audience,not_negative_control,No richly-served negative-control determination in this bounded lane.,,,,The ABS source spelling Djambarrpuyngu is retained as source label; preferred written name often uses ŋ.,
OBS-GRG-US-032,GRG-US-032,Kiche,K'iche' in ALMG normative orthography,quc,Latn,GT,quc-Latn-GT,single_valid_bcp47,Guatemala normative standard; United States diaspora observation,"K'iche', not a generic Maya edition",ALMG K'iche' alphabet and normative resources,Academia de Lenguas Mayas de Guatemala,official_language_academy_standard,Dialect-sensitive lexical localization remains,3787,2017-2021,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,us_acs_diaspora_or_subpopulation_subset_estimate_age5plus_not_global_not_literacy,false,true,false,false,"ACS five-year sample estimate for the United States only; it is a diaspora/subpopulation subset, not global reach.",GRG-S001,Nation worksheet row 548,TP-S001-IANA;TP-S002-CLDR;TP-ALMG-KICHE,resolved_explicit_profile_with_variant_caveat,rankable target profile; population remains only the cited observed audience,not_negative_control,No richly-served negative-control determination in this bounded lane.,,,,The ACS spelling Kiche is normalized only in the edition name; the US estimate is diaspora-only.,
OBS-GRG-US-014,GRG-US-014,Crow,Apsáalooke community curriculum profile,cro,Latn,US,cro-Latn-US,single_valid_bcp47,Crow Nation/Apsáalooke community,community-backed written Crow,Crow Nation–Little Big Horn College curriculum/dictionary orthography,Crow Nation and Little Big Horn College consortium,official_tribal_institutional_standard,,3650,2017-2021,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,us_national_acs_home_language_estimate_age5plus_direct_audience_floor_not_literacy,false,false,false,false,ACS five-year sample estimate with a published 90% margin of error; not an enumerated count or literacy measure.,GRG-S001,Nation worksheet row 508,TP-S001-IANA;TP-S002-CLDR;TP-CRO-CONSORTIUM,resolved_single_profile,rankable target profile; population remains only the cited observed audience,not_negative_control,No richly-served negative-control determination in this bounded lane.,,,,"The ACS estimate is language use at home, not writing proficiency.",
OBS-GRG-AU-006,GRG-AU-006,Pitjantjatjara,Pitjantjatjara Aṉangu school profile,pjt,Latn,AU,pjt-Latn-AU,single_valid_bcp47,Pitjantjatjara-speaking Aṉangu communities,Pitjantjatjara specifically,Aṉangu school and community practical orthography,South Australian education and Indigenous-language institutions,official_education_and_community_standard,Yankunytjatjara and Southern Pitjantjatjara require explicit separate/adapted profiles,3458,2021,census_language_used_at_home_persons,australia_national_direct_home_use_floor_not_literacy,false,false,false,false,ABS reports one main language used at home and applies small random perturbations; this is not L1 or literacy.,GRG-S003,"Language used at home, top responses other than English; Australia column; Pitjantjatjara row",TP-S001-IANA;TP-AU-SA-PIT;TP-AU-BATCHELOR,resolved_explicit_profile_with_variant_caveat,rankable target profile; population remains only the cited observed audience,not_negative_control,No richly-served negative-control determination in this bounded lane.,,,,The ABS count is direct home use and not a literacy count.,
OBS-GRG-US-035,GRG-US-035,Garifuna,Garifuna shared Latin core with national/localized editions,cab,Latn,HN;BZ;GT;NI,cab-Latn-HN|cab-Latn-BZ|cab-Latn-GT|cab-Latn-NI,multiple_valid_localized_bcp47_profiles,"Garifuna communities in Honduras, Belize, Guatemala, and Nicaragua; United States diaspora observation",cross-border language with national education profiles,shared Latin core plus country-specific educational and lexical localization,respective national and community language authorities,multiple_territorial_education_profiles,Do not infer origin or one national standard from the ACS row,3080,2017-2021,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,us_acs_diaspora_or_subpopulation_subset_estimate_age5plus_not_global_not_literacy,false,true,false,false,"ACS five-year sample estimate for the United States only; it is a diaspora/subpopulation subset, not global reach.",GRG-S001,Nation worksheet row 564,TP-S001-IANA;TP-S002-CLDR;TP-CAB-HN,requires_territorial_profile_split,rank shared core and localized profiles separately; do not multiply one population observation,not_negative_control,No richly-served negative-control determination in this bounded lane.,,,,Only the Honduras profile is directly evidenced in this bounded source set; other national profiles require their own authority records before production.,
OBS-GRG-AU-003,GRG-AU-003,Warlpiri,Warlpiri practical school orthography,wbp,Latn,AU,wbp-Latn-AU,single_valid_bcp47,Warlpiri communities in central Australia,Warlpiri,community/institutional practical orthography used in bilingual education,Northern Territory education and Batchelor Institute,official_education_and_community_standard,Community lexical variation remains,2624,2021,census_language_used_at_home_persons,australia_national_direct_home_use_floor_not_literacy,false,false,false,false,ABS reports one main language used at home and applies small random perturbations; this is not L1 or literacy.,GRG-S002,"Language used at home, top responses other than English; Australia column; Warlpiri row",TP-S001-IANA;TP-S002-CLDR;TP-AU-NT-CURR;TP-AU-BATCHELOR,resolved_explicit_profile_with_variant_caveat,rankable target profile; population remains only the cited observed audience,not_negative_control,No richly-served negative-control determination in this bounded lane.,,,,"The ABS count is national home use, not literacy or global speaker reach.",
OBS-GRG-US-015,GRG-US-015,Dakota,Dakota shared core with Eastern/Santee-Sisseton and Western/Yankton-Yanktonai profiles,dak,Latn,US,dak-Latn-US,base_tag_valid_requires_localizations,Dakota communities in the United States,dak aggregate contains materially distinct variety/orthography profiles,Santee-Sisseton/UMN profile plus separately documented western profiles,community language organizations and tribal colleges,multiple_community_standards,Do not rank one generic Dakota edition before splitting eastern and western profiles,2611,2017-2021,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,us_national_acs_home_language_estimate_age5plus_direct_audience_floor_not_literacy,false,false,false,false,ACS five-year sample estimate with a published 90% margin of error; not an enumerated count or literacy measure.,GRG-S001,Nation worksheet row 510,TP-S001-IANA;TP-S002-CLDR;TP-DAK-DIO;TP-DAK-SWC,requires_variety_profile_split,rank shared core and localized profiles separately; do not multiply one population observation,not_negative_control,No richly-served negative-control determination in this bounded lane.,,,,"The ACS row does not distinguish eastern, western, or orthographic communities.",
OBS-GRG-US-033,GRG-US-033,Qanjobal,Q'anjob'al in ALMG normative orthography,kjb,Latn,GT,kjb-Latn-GT,single_valid_bcp47,Guatemala normative standard; United States diaspora observation,Q'anjob'al exact variety,ALMG Q'anjob'al alphabet and normative resources,Academia de Lenguas Mayas de Guatemala,official_language_academy_standard,Dialect-sensitive localization remains,2253,2017-2021,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,us_acs_diaspora_or_subpopulation_subset_estimate_age5plus_not_global_not_literacy,false,true,false,false,"ACS five-year sample estimate for the United States only; it is a diaspora/subpopulation subset, not global reach.",GRG-S001,Nation worksheet row 552,TP-S001-IANA;TP-S002-CLDR;TP-ALMG-QANJOBAL,resolved_explicit_profile_with_variant_caveat,rankable target profile; population remains only the cited observed audience,not_negative_control,No richly-served negative-control determination in this bounded lane.,,,,The ACS spelling Qanjobal is normalized only in the edition name; the US estimate is diaspora-only.,
OBS-GRG-AU-004,GRG-AU-004,Murrinh Patha,Murrinh-Patha community dictionary/school profile,mwf,Latn,AU,mwf-Latn-AU,single_valid_bcp47,Murrinh-Patha communities around Wadeye,Murrinh-Patha,community dictionary and educational practical orthography,Batchelor Institute and Northern Territory education institutions,official_education_and_community_standard,,2081,2021,census_language_used_at_home_persons,australia_national_direct_home_use_floor_not_literacy,false,false,false,false,ABS reports one main language used at home and applies small random perturbations; this is not L1 or literacy.,GRG-S002,"Language used at home, top responses other than English; Australia column; Murrinh Patha row",TP-S001-IANA;TP-AU-NT-CURR;TP-AU-BATCHELOR,resolved_single_profile,rankable target profile; population remains only the cited observed audience,not_negative_control,No richly-served negative-control determination in this bounded lane.,,,,"The ABS observation is home use, not reading or writing proficiency.",
OBS-GRG-US-022,GRG-US-022,Kosraean,Kosrae State standard Kosraean,kos,Latn,FM,kos-Latn-FM,single_valid_bcp47,Kosrae State standard; United States diaspora observation,Kosraean vernacular language-arts register,FSM/Kosrae curriculum orthography,Federated States of Micronesia and Kosrae education authorities,official_education_standard,,2051,2017-2021,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,us_acs_diaspora_or_subpopulation_subset_estimate_age5plus_not_global_not_literacy,false,true,false,false,"ACS five-year sample estimate for the United States only; it is a diaspora/subpopulation subset, not global reach.",GRG-S001,Nation worksheet row 233,TP-S001-IANA;TP-S002-CLDR;TP-FSM-CURR,resolved_single_profile,rankable target profile; population remains only the cited observed audience,not_negative_control,No richly-served negative-control determination in this bounded lane.,,,,The US estimate is a diaspora subset and not Kosrae-wide reach.,
OBS-GRG-AU-005,GRG-AU-005,Alyawarr,Alyawarr community educational profile,aly,Latn,AU,aly-Latn-AU,single_valid_bcp47,Alyawarr communities in central Australia,Alyawarr,community/institutional practical orthography,Batchelor Institute and Northern Territory education institutions,community_institutional_standard,,1951,2021,census_language_used_at_home_persons,australia_national_direct_home_use_floor_not_literacy,false,false,false,false,ABS reports one main language used at home and applies small random perturbations; this is not L1 or literacy.,GRG-S002,"Language used at home, top responses other than English; Australia column; Alyawarr row",TP-S001-IANA;TP-AU-NT-CURR;TP-AU-BATCHELOR,resolved_single_profile,rankable target profile; population remains only the cited observed audience,not_negative_control,No richly-served negative-control determination in this bounded lane.,,,,"No statutory national orthography is claimed; the ABS count is home use, not literacy.",
OBS-GRG-US-034,GRG-US-034,Yucateco,Maayat'aan (Yucatec Maya) in INALI writing standard,yua,Latn,MX,yua-Latn-MX,single_valid_bcp47,Yucatán Peninsula standard; United States diaspora observation,Maayat'aan/Yucatec Maya exact variety,INALI Normas de Escritura para la Lengua Maya,Instituto Nacional de Lenguas Indígenas,official_national_writing_standard,Regional lexical adaptation remains,1708,2017-2021,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,us_acs_diaspora_or_subpopulation_subset_estimate_age5plus_not_global_not_literacy,false,true,false,false,"ACS five-year sample estimate for the United States only; it is a diaspora/subpopulation subset, not global reach.",GRG-S001,Nation worksheet row 554,TP-S001-IANA;TP-S002-CLDR;TP-YUA-INALI,resolved_explicit_profile_with_variant_caveat,rankable target profile; population remains only the cited observed audience,not_negative_control,No richly-served negative-control determination in this bounded lane.,,,,The ACS label Yucateco is normalized to the authority's Maayat'aan name; the estimate is diaspora-only.,
OBS-GRG-US-028,GRG-US-028,Papiamento,Separate Aruba Papiamento and Curaçao/Bonaire Papiamentu editions,pap,Latn,AW;CW;BQ,pap-Latn-AW|pap-Latn-CW|pap-Latn-BQ,multiple_valid_localized_bcp47_profiles,"Aruba, Curaçao, and Bonaire communities; United States diaspora observation",same language code with two official spelling traditions,Aruba etymological orthography versus Curaçao/Bonaire phonological orthography,respective island governments and language authorities,multiple_official_territorial_standards,Do not normalize Papiamento and Papiamentu into one spelling profile,1422,2017-2021,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,us_acs_diaspora_or_subpopulation_subset_estimate_age5plus_not_global_not_literacy,false,true,false,false,"ACS five-year sample estimate for the United States only; it is a diaspora/subpopulation subset, not global reach.",GRG-S001,Nation worksheet row 272,TP-S001-IANA;TP-S002-CLDR;TP-PAP-FACTFILE,requires_territorial_profile_split,rank shared core and localized profiles separately; do not multiply one population observation,not_negative_control,No richly-served negative-control determination in this bounded lane.,,,Low,The ACS row does not identify island origin or orthographic competence.,
OBS-GRG-AU-007,GRG-AU-007,Gurindji,Gurindji community dictionary profile,gue,Latn,AU,gue-Latn-AU,single_valid_bcp47,Gurindji communities in the Victoria River District,Gurindji specifically; not Gurindji Kriol,community dictionary and educational practical orthography,Batchelor Institute and community language institutions,community_institutional_standard,Gurindji Kriol is a distinct contact-language profile,623,2021,census_language_used_at_home_persons,australia_national_direct_home_use_floor_not_literacy,false,false,false,false,ABS reports one main language used at home and applies small random perturbations; this is not L1 or literacy.,GRG-S004,"Language used at home, top responses other than English; Australia column; Gurindji row",TP-S001-IANA;TP-AU-BATCHELOR,resolved_explicit_profile_with_variant_caveat,rankable target profile; population remains only the cited observed audience,not_negative_control,No richly-served negative-control determination in this bounded lane.,,,,The ABS label is Gurindji and must not be silently redirected to Gurindji Kriol.,
OBS-GRG-AU-010,GRG-AU-010,Warumungu,Warumungu community educational profile,wrm,Latn,AU,wrm-Latn-AU,single_valid_bcp47,Warumungu communities around Tennant Creek,Warumungu,community/institutional practical orthography,Northern Territory education and community language institutions,community_institutional_standard,,424,2021,census_language_used_at_home_persons,australia_national_direct_home_use_floor_not_literacy,false,false,false,false,ABS reports one main language used at home and applies small random perturbations; this is not L1 or literacy.,GRG-S005,"Language used at home, top responses other than English; Australia column; Warumungu row",TP-S001-IANA;TP-AU-NT-CURR,resolved_single_profile,rankable target profile; population remains only the cited observed audience,not_negative_control,No richly-served negative-control determination in this bounded lane.,,,,The bounded authority supports a written educational profile but not a statutory universal standard.,
OBS-GRG-AU-008,GRG-AU-008,Ngarinyman,Ngarinyman community educational profile,nbj,Latn,AU,nbj-Latn-AU,single_valid_bcp47,Ngarinyman communities in the Victoria River District,Ngarinyman,community/institutional practical orthography,Northern Territory education and community language institutions,community_institutional_standard,,313,2021,census_language_used_at_home_persons,australia_national_direct_home_use_floor_not_literacy,false,false,false,false,ABS reports one main language used at home and applies small random perturbations; this is not L1 or literacy.,GRG-S004,"Language used at home, top responses other than English; Australia column; Ngarinyman row",TP-S001-IANA;TP-AU-NT-CURR,resolved_single_profile,rankable target profile; population remains only the cited observed audience,not_negative_control,No richly-served negative-control determination in this bounded lane.,,,,The bounded authority supports a written educational profile but not a statutory universal standard.,
OBS-GRG-AU-009,GRG-AU-009,Nunggubuyu,Wubuy (source label Nunggubuyu) community profile,nuy,Latn,AU,nuy-Latn-AU,single_valid_bcp47,Wubuy/Nunggubuyu communities in Arnhem Land,same ISO language; community-preferred name retained alongside census label,community dictionary and educational practical orthography,Batchelor Institute and Northern Territory education institutions,community_institutional_standard,,283,2021,census_language_used_at_home_persons,australia_national_direct_home_use_floor_not_literacy,false,false,false,false,ABS reports one main language used at home and applies small random perturbations; this is not L1 or literacy.,GRG-S004,"Language used at home, top responses other than English; Australia column; Nunggubuyu row",TP-S001-IANA;TP-AU-NT-CURR;TP-AU-BATCHELOR,resolved_explicit_profile_with_name_caveat,rankable target profile; population remains only the cited observed audience,not_negative_control,No richly-served negative-control determination in this bounded lane.,,,,The census source says Nunggubuyu; the edition should display Wubuy without erasing provenance.,
