portfolio_member_id,candidate_id,candidate_label,portfolio_lane,expectation_group,profile_scope,stages_to_investigate,stage_labels,hypothesis_ids_json,current_route_count,current_route_ids_json,stages_with_routes,stages_without_routes,readiness_status,high_reach_evidence_cell_ids_json,typed_population_summaries_json,evidence_band,initial_package_hypotheses_json,top10_program_ids_json,selection_status,ordinal_rank,possible_outranker,exclusion_allowed,funding_rank,outside_portfolio_possible_outranker_entities,next_evidence_action,row_sha256
P100-026,hypothesis-candidate:026,Malayalam,HIGH_REACH_AND_MAJOR_EDUCATIONAL_LANGUAGE,A. Broad-reach and major educational-language candidates,Malayalam script,S|V|U|R,secondary; vocational/technical/practical; university/taught tertiary; postgraduate/research,"[""H02"",""H05"",""H07""]",0,[],,P|F|S|V|U|R,IDENTITY_RETAINED_NO_ROUTE_YET_NOT_LOW_PRIORITY,[],[],PROSPECTIVE_PROFILE_NO_CURRENT_ROUTE_OR_HIGH_REACH_CELL_NOT_ZERO_NEED,"[""algebra, statistics, general science and computing with exercises, solutions and prerequisite repair"",""financial capability, accounting/business, health/safety and locally relevant technical or agricultural modules"",""open college mathematics, statistics, sciences, computing, business and social-science methods"",""Open Logic and source-faithful advanced/research mathematics or science with terminology and citation apparatus""]",[],CONDITIONAL_TOP100_RESEARCH_AND_PRODUCTION_CANDIDATE_NOT_ORDINAL_RANK,,true,false,,10525,"For at least one exact language/script/community and one stage-subject package, bind an exact audience, current supply, common endpoint, incremental effect, standardized physical compute and portfolio overlap.",B9BBB38B2B52179357E5ED53F88F0576BE6F99F677C9BBEB2831F1F9F612EC0F
P100-027,hypothesis-candidate:027,Eastern Punjabi,HIGH_REACH_AND_MAJOR_EDUCATIONAL_LANGUAGE,A. Broad-reach and major educational-language candidates,Gurmukhi; do not substitute Western Punjabi/Shahmukhi counts,F|S|V|U,foundational/primary; secondary; vocational/technical/practical; university/taught tertiary,"[""H02"",""H04"",""H10""]",0,[],,P|F|S|V|U|R,IDENTITY_RETAINED_NO_ROUTE_YET_NOT_LOW_PRIORITY,"[""LANG-LLPS-PA-IN-L1-2011"",""PACKAGE-PKG-PA-GURU-SHAHMUKHI-PARALLEL""]","[{""cell_id"":""LANG-LLPS-PA-IN-L1-2011"",""label"":""Punjabi/Panjabi raw mother-tongue return in India"",""measure_class"":""l1"",""population_base"":31144095,""population_high"":31144095,""population_low"":31144095,""population_unit"":""persons"",""role"":""LANGUAGE_POPULATION_BASIS_ONLY"",""source_rankability"":""eligible_direct_typed_measure_language_not_script""},{""cell_id"":""PACKAGE-PKG-PA-GURU-SHAHMUKHI-PARALLEL"",""label"":""Punjabi Gurmukhi/Shahmukhi parallel package"",""measure_class"":""parallel_or_common_core_package_population_context"",""population_base"":120059639,""population_high"":120059639,""population_low"":120059639,""population_unit"":""country-disjoint persons L1"",""role"":""PARALLEL_COMMON_CORE_PACKAGE_CONTEXT_ONLY"",""source_rankability"":""not_a_language_rank_row; package_intervention_context""}]",SOURCE_BOUND_POPULATION_OR_PACKAGE_CONTEXT_NO_CURRENT_ROUTE,"[""foundational literacy/numeracy, complete worked practice and downloadable answer-supported self-study"",""algebra, statistics, general science and computing with exercises, solutions and prerequisite repair"",""financial capability, accounting/business, health/safety and locally relevant technical or agricultural modules"",""open college mathematics, statistics, sciences, computing, business and social-science methods""]",[],CONDITIONAL_TOP100_RESEARCH_AND_PRODUCTION_CANDIDATE_NOT_ORDINAL_RANK,,true,false,,10525,"For at least one exact language/script/community and one stage-subject package, bind an exact audience, current supply, common endpoint, incremental effect, standardized physical compute and portfolio overlap.",C21083306F30A0D4724E54CF618136D1838CFC0ADA1641DAA51874C62832AF88
P100-028,hypothesis-candidate:028,Russian,HIGH_REACH_AND_MAJOR_EDUCATIONAL_LANGUAGE,A. Broad-reach and major educational-language candidates,Cyrillic; resident and cross-border academic users separately,S|V|U|R,secondary; vocational/technical/practical; university/taught tertiary; postgraduate/research,"[""H03"",""H05"",""H10""]",6,"[""CA_RUS-R"",""CA_RUS-S"",""CA_RUS-U"",""CA_RUS-V"",""RU-R"",""RU-S-EE""]",S|V|U|R,P|F,ROUTE_HYPOTHESES_EXIST_NOT_GLOBALLY_COMPARABLE,"[""LANG-LLPS-RU-GLOBAL-SPEAKERS""]","[{""cell_id"":""LANG-LLPS-RU-GLOBAL-SPEAKERS"",""label"":""Russian users"",""measure_class"":""institutional_speaker_lower_bound"",""population_base"":null,""population_high"":null,""population_low"":250000000,""population_unit"":""persons"",""role"":""LANGUAGE_POPULATION_BASIS_ONLY"",""source_rankability"":""context_only_until_l1_l2_country_split""}]",SOURCE_BOUND_POPULATION_OR_PACKAGE_CONTEXT_AND_ROUTES_PRESENT,"[""algebra, statistics, general science and computing with exercises, solutions and prerequisite repair"",""financial capability, accounting/business, health/safety and locally relevant technical or agricultural modules"",""open college mathematics, statistics, sciences, computing, business and social-science methods"",""Open Logic and source-faithful advanced/research mathematics or science with terminology and citation apparatus""]",[],CONDITIONAL_TOP100_RESEARCH_AND_PRODUCTION_CANDIDATE_NOT_ORDINAL_RANK,,true,false,,10525,"For at least one exact language/script/community and one stage-subject package, bind an exact audience, current supply, common endpoint, incremental effect, standardized physical compute and portfolio overlap.",FE011625409BA361E659BC4FF086E9301290B301D080B49CC14E63B3E99D57E6
P100-029,hypothesis-candidate:029,Japanese,HIGH_REACH_AND_MAJOR_EDUCATIONAL_LANGUAGE,A. Broad-reach and major educational-language candidates,Japanese writing; targeted subject and advanced-source gaps,U|R,university/taught tertiary; postgraduate/research,"[""H05"",""H07"",""H12""]",2,"[""JA-R"",""JA-S""]",S|R,P|F|V|U,CONDITIONAL_THRESHOLD_ROUTE_EXISTS_NO_WINNER,"[""LANG-LLPS-JA-JP-ADULT-LOW-SKILL-2023"",""LANG-LLPS-JA-JP-EXPOSURE-2024"",""LANG-LLPS-JA-JP-PUPILS-NEEDING-INSTRUCTION-2025"",""LANG-LLPS-JA-JP-TERTIARY-OPPORTUNITY-2025""]","[{""cell_id"":""LANG-LLPS-JA-JP-ADULT-LOW-SKILL-2023"",""label"":""Adults at or below Level 1 in all three PIAAC domains"",""measure_class"":""derived_adult_skill_need_cohort"",""population_base"":5229000,""population_high"":null,""population_low"":null,""population_unit"":""persons"",""role"":""LANGUAGE_POPULATION_BASIS_ONLY"",""source_rankability"":""eligible_derived_stage_need_measure""},{""cell_id"":""LANG-LLPS-JA-JP-EXPOSURE-2024"",""label"":""Standard Japanese national educational exposure bracket"",""measure_class"":""territorial_educational_exposure_bracket"",""population_base"":null,""population_high"":123802000,""population_low"":120296000,""population_unit"":""persons"",""role"":""LANGUAGE_POPULATION_BASIS_ONLY"",""source_rankability"":""context_only_not_a_direct_language_count""},{""cell_id"":""LANG-LLPS-JA-JP-PUPILS-NEEDING-INSTRUCTION-2025"",""label"":""Public-school pupils officially needing Japanese-language instruction"",""measure_class"":""direct_language_support_need_cohort"",""population_base"":84759,""population_high"":84759,""population_low"":84759,""population_unit"":""persons"",""role"":""LANGUAGE_POPULATION_BASIS_ONLY"",""source_rankability"":""eligible_exact_stage_need_measure""},{""cell_id"":""LANG-LLPS-JA-JP-TERTIARY-OPPORTUNITY-2025"",""label"":""Undergraduate plus graduate/professional-degree opportunity cohort"",""measure_class"":""higher_education_enrolment"",""population_base"":2922969,""population_high"":2922969,""population_low"":2922969,""population_unit"":""persons"",""role"":""LANGUAGE_POPULATION_BASIS_ONLY"",""source_rankability"":""eligible_exact_stage_opportunity_measure_only""}]",SOURCE_BOUND_POPULATION_OR_PACKAGE_CONTEXT_AND_ROUTES_PRESENT,"[""open college mathematics, statistics, sciences, computing, business and social-science methods"",""Open Logic and source-faithful advanced/research mathematics or science with terminology and citation apparatus""]",[],CONDITIONAL_TOP100_RESEARCH_AND_PRODUCTION_CANDIDATE_NOT_ORDINAL_RANK,,true,false,,10525,"For at least one exact language/script/community and one stage-subject package, bind an exact audience, current supply, common endpoint, incremental effect, standardized physical compute and portfolio overlap.",44A0DB0ADA37ECD4CB64B825B0B17EA71DA1B64E93D244A256355A9E4685F910
P100-030,hypothesis-candidate:030,"Korean, South Korean standard",HIGH_REACH_AND_MAJOR_EDUCATIONAL_LANGUAGE,A. Broad-reach and major educational-language candidates,Hangul; North Korean and diaspora profiles separately,U|R,university/taught tertiary; postgraduate/research,"[""H05"",""H07"",""H10""]",0,[],,P|F|S|V|U|R,IDENTITY_RETAINED_NO_ROUTE_YET_NOT_LOW_PRIORITY,"[""LANG-LLPS-KO-GLOBAL-SPEAKERS""]","[{""cell_id"":""LANG-LLPS-KO-GLOBAL-SPEAKERS"",""label"":""Korean cross-border speaker context"",""measure_class"":""scholarly_speaker_approximation"",""population_base"":80000000,""population_high"":null,""population_low"":null,""population_unit"":""persons"",""role"":""LANGUAGE_POPULATION_BASIS_ONLY"",""source_rankability"":""context_only_until_rok_dprk_diaspora_split""}]",SOURCE_BOUND_POPULATION_OR_PACKAGE_CONTEXT_NO_CURRENT_ROUTE,"[""open college mathematics, statistics, sciences, computing, business and social-science methods"",""Open Logic and source-faithful advanced/research mathematics or science with terminology and citation apparatus""]",[],CONDITIONAL_TOP100_RESEARCH_AND_PRODUCTION_CANDIDATE_NOT_ORDINAL_RANK,,true,false,,10525,"For at least one exact language/script/community and one stage-subject package, bind an exact audience, current supply, common endpoint, incremental effect, standardized physical compute and portfolio overlap.",0B2396308B4F445ED64047D163913A396DD3FF93E0D4DB31514A1C0BC5912B9D
P100-031,hypothesis-candidate:031,Amharic,REGIONAL_DEPTH_AND_LANGUAGE_TRANSITION,B. Regional and language-transition candidates,Ethiopic; do not substitute Ethiopia's total population,F|S|V|U,foundational/primary; secondary; vocational/technical/practical; university/taught tertiary,"[""H02"",""H04"",""H11""]",4,"[""ET_AM_PROGRESS_FULL-F"",""ET_AM_PROGRESS_FULL-P"",""ET_AM_PROGRESS_SMALLER-F"",""ET_AM_PROGRESS_SMALLER-P""]",P|F,S|V|U|R,ROUTE_HYPOTHESES_EXIST_NOT_GLOBALLY_COMPARABLE,[],[],ROUTES_PRESENT_WITHOUT_HIGH_REACH_POPULATION_CELL,"[""foundational literacy/numeracy, complete worked practice and downloadable answer-supported self-study"",""algebra, statistics, general science and computing with exercises, solutions and prerequisite repair"",""financial capability, accounting/business, health/safety and locally relevant technical or agricultural modules"",""open college mathematics, statistics, sciences, computing, business and social-science methods""]","[""T10-ETH-MULTILINGUAL""]",CONDITIONAL_TOP100_RESEARCH_AND_PRODUCTION_CANDIDATE_NOT_ORDINAL_RANK,,true,false,,10525,"For at least one exact language/script/community and one stage-subject package, bind an exact audience, current supply, common endpoint, incremental effect, standardized physical compute and portfolio overlap.",4C427229891BA3A97D75E3CEEE0A34A9737FF2B61552A89011F705C74432FEFC
P100-032,hypothesis-candidate:032,West-Central Oromo educational profile,REGIONAL_DEPTH_AND_LANGUAGE_TRANSITION,B. Regional and language-transition candidates,Latin; other Oromo varieties separately,F|S|V|U,foundational/primary; secondary; vocational/technical/practical; university/taught tertiary,"[""H02"",""H04"",""H11""]",4,"[""ET_OR_PROGRESS_FULL-F"",""ET_OR_PROGRESS_FULL-P"",""ET_OR_PROGRESS_SMALLER-F"",""ET_OR_PROGRESS_SMALLER-P""]",P|F,S|V|U|R,ROUTE_HYPOTHESES_EXIST_NOT_GLOBALLY_COMPARABLE,[],[],ROUTES_PRESENT_WITHOUT_HIGH_REACH_POPULATION_CELL,"[""foundational literacy/numeracy, complete worked practice and downloadable answer-supported self-study"",""algebra, statistics, general science and computing with exercises, solutions and prerequisite repair"",""financial capability, accounting/business, health/safety and locally relevant technical or agricultural modules"",""open college mathematics, statistics, sciences, computing, business and social-science methods""]","[""T10-ETH-MULTILINGUAL""]",CONDITIONAL_TOP100_RESEARCH_AND_PRODUCTION_CANDIDATE_NOT_ORDINAL_RANK,,true,false,,10525,"For at least one exact language/script/community and one stage-subject package, bind an exact audience, current supply, common endpoint, incremental effect, standardized physical compute and portfolio overlap.",9229D9DBF8A1632D5CD09B1381E8CBBAADF1267AD5834710B104D8EE94B2AE2E
P100-033,hypothesis-candidate:033,Somali,REGIONAL_DEPTH_AND_LANGUAGE_TRANSITION,B. Regional and language-transition candidates,Latin standard; regional and displaced learners separately,F|S|V|U,foundational/primary; secondary; vocational/technical/practical; university/taught tertiary,"[""H09"",""H10"",""H11""]",2,"[""SO_RECOVERY_FULL-F"",""SO_RECOVERY_SMALLER-F""]",F,P|S|V|U|R,ROUTE_HYPOTHESES_EXIST_NOT_GLOBALLY_COMPARABLE,[],[],ROUTES_PRESENT_WITHOUT_HIGH_REACH_POPULATION_CELL,"[""foundational literacy/numeracy, complete worked practice and downloadable answer-supported self-study"",""algebra, statistics, general science and computing with exercises, solutions and prerequisite repair"",""financial capability, accounting/business, health/safety and locally relevant technical or agricultural modules"",""open college mathematics, statistics, sciences, computing, business and social-science methods""]","[""T10-ETH-MULTILINGUAL""]",CONDITIONAL_TOP100_RESEARCH_AND_PRODUCTION_CANDIDATE_NOT_ORDINAL_RANK,,true,false,,10525,"For at least one exact language/script/community and one stage-subject package, bind an exact audience, current supply, common endpoint, incremental effect, standardized physical compute and portfolio overlap.",ACEB56C1EF7D82484668114EDC11A804FFADAD4DF0E90C26BAC37B4689E8A0D5
P100-034,hypothesis-candidate:034,Yoruba,REGIONAL_DEPTH_AND_LANGUAGE_TRANSITION,B. Regional and language-transition candidates,Standard Latin with full marks; national and diaspora routes separately,F|S|V|U,foundational/primary; secondary; vocational/technical/practical; university/taught tertiary,"[""H02"",""H09"",""H11""]",6,"[""WA_YOR-F"",""WA_YOR-P"",""WA_YOR-R"",""WA_YOR-S"",""WA_YOR-U"",""WA_YOR-V""]",P|F|S|V|U|R,,ROUTE_HYPOTHESES_EXIST_NOT_GLOBALLY_COMPARABLE,[],[],ROUTES_PRESENT_WITHOUT_HIGH_REACH_POPULATION_CELL,"[""foundational literacy/numeracy, complete worked practice and downloadable answer-supported self-study"",""algebra, statistics, general science and computing with exercises, solutions and prerequisite repair"",""financial capability, accounting/business, health/safety and locally relevant technical or agricultural modules"",""open college mathematics, statistics, sciences, computing, business and social-science methods""]",[],CONDITIONAL_TOP100_RESEARCH_AND_PRODUCTION_CANDIDATE_NOT_ORDINAL_RANK,,true,false,,10525,"For at least one exact language/script/community and one stage-subject package, bind an exact audience, current supply, common endpoint, incremental effect, standardized physical compute and portfolio overlap.",08DA06DEF033F42904341BB556412CAA72B5E546F5AFF6410CAB7FE22ADFD082
P100-035,hypothesis-candidate:035,Igbo,REGIONAL_DEPTH_AND_LANGUAGE_TRANSITION,B. Regional and language-transition candidates,Standard Latin with tone/orthographic choices specified,F|S|V|U,foundational/primary; secondary; vocational/technical/practical; university/taught tertiary,"[""H02"",""H09"",""H11""]",6,"[""WA_IGB-F"",""WA_IGB-P"",""WA_IGB-R"",""WA_IGB-S"",""WA_IGB-U"",""WA_IGB-V""]",P|F|S|V|U|R,,ROUTE_HYPOTHESES_EXIST_NOT_GLOBALLY_COMPARABLE,[],[],ROUTES_PRESENT_WITHOUT_HIGH_REACH_POPULATION_CELL,"[""foundational literacy/numeracy, complete worked practice and downloadable answer-supported self-study"",""algebra, statistics, general science and computing with exercises, solutions and prerequisite repair"",""financial capability, accounting/business, health/safety and locally relevant technical or agricultural modules"",""open college mathematics, statistics, sciences, computing, business and social-science methods""]",[],CONDITIONAL_TOP100_RESEARCH_AND_PRODUCTION_CANDIDATE_NOT_ORDINAL_RANK,,true,false,,10525,"For at least one exact language/script/community and one stage-subject package, bind an exact audience, current supply, common endpoint, incremental effect, standardized physical compute and portfolio overlap.",432096A026ACCCEBB4F9112C1E5B831124CB3DA06DC9122711B2A41A17A8F44E
P100-036,hypothesis-candidate:036,Kinyarwanda,REGIONAL_DEPTH_AND_LANGUAGE_TRANSITION,B. Regional and language-transition candidates,Latin; independent local supply audit,F|S|V|U,foundational/primary; secondary; vocational/technical/practical; university/taught tertiary,"[""H02"",""H07"",""H11""]",6,"[""RW_SCIENCE_DATA_FULL-F"",""RW_SCIENCE_DATA_FULL-S"",""RW_SCIENCE_DATA_FULL-V"",""RW_SCIENCE_DATA_SMALLER-F"",""RW_SCIENCE_DATA_SMALLER-S"",""RW_SCIENCE_DATA_SMALLER-V""]",F|S|V,P|U|R,ROUTE_HYPOTHESES_EXIST_NOT_GLOBALLY_COMPARABLE,[],[],ROUTES_PRESENT_WITHOUT_HIGH_REACH_POPULATION_CELL,"[""foundational literacy/numeracy, complete worked practice and downloadable answer-supported self-study"",""algebra, statistics, general science and computing with exercises, solutions and prerequisite repair"",""financial capability, accounting/business, health/safety and locally relevant technical or agricultural modules"",""open college mathematics, statistics, sciences, computing, business and social-science methods""]",[],CONDITIONAL_TOP100_RESEARCH_AND_PRODUCTION_CANDIDATE_NOT_ORDINAL_RANK,,true,false,,10525,"For at least one exact language/script/community and one stage-subject package, bind an exact audience, current supply, common endpoint, incremental effect, standardized physical compute and portfolio overlap.",3AFBFDA3B11875E3BECB45FBA354DE16A039A91941969AECBEBD622DED539DBA
P100-037,hypothesis-candidate:037,Kirundi,REGIONAL_DEPTH_AND_LANGUAGE_TRANSITION,B. Regional and language-transition candidates,Latin; do not copy Kinyarwanda provision or reach,F|S|V|U,foundational/primary; secondary; vocational/technical/practical; university/taught tertiary,"[""H02"",""H03"",""H11""]",4,"[""BI_APPLIED_SCIENCE_FULL-S"",""BI_APPLIED_SCIENCE_FULL-V"",""BI_APPLIED_SCIENCE_SMALLER-S"",""BI_APPLIED_SCIENCE_SMALLER-V""]",S|V,P|F|U|R,ROUTE_HYPOTHESES_EXIST_NOT_GLOBALLY_COMPARABLE,[],[],ROUTES_PRESENT_WITHOUT_HIGH_REACH_POPULATION_CELL,"[""foundational literacy/numeracy, complete worked practice and downloadable answer-supported self-study"",""algebra, statistics, general science and computing with exercises, solutions and prerequisite repair"",""financial capability, accounting/business, health/safety and locally relevant technical or agricultural modules"",""open college mathematics, statistics, sciences, computing, business and social-science methods""]",[],CONDITIONAL_TOP100_RESEARCH_AND_PRODUCTION_CANDIDATE_NOT_ORDINAL_RANK,,true,false,,10525,"For at least one exact language/script/community and one stage-subject package, bind an exact audience, current supply, common endpoint, incremental effect, standardized physical compute and portfolio overlap.",536C44FE8A5205E8762665EEFA5462BC2371658C9CED5BA7F0D5DB3B507FEB17
P100-038,hypothesis-candidate:038,Lingala,REGIONAL_DEPTH_AND_LANGUAGE_TRANSITION,B. Regional and language-transition candidates,School/written and urban spoken registers separately,F|S|V|U,foundational/primary; secondary; vocational/technical/practical; university/taught tertiary,"[""H02"",""H04"",""H11""]",0,[],,P|F|S|V|U|R,IDENTITY_RETAINED_NO_ROUTE_YET_NOT_LOW_PRIORITY,[],[],PROSPECTIVE_PROFILE_NO_CURRENT_ROUTE_OR_HIGH_REACH_CELL_NOT_ZERO_NEED,"[""foundational literacy/numeracy, complete worked practice and downloadable answer-supported self-study"",""algebra, statistics, general science and computing with exercises, solutions and prerequisite repair"",""financial capability, accounting/business, health/safety and locally relevant technical or agricultural modules"",""open college mathematics, statistics, sciences, computing, business and social-science methods""]","[""T10-DRC-MULTILINGUAL-DISPLACEMENT""]",CONDITIONAL_TOP100_RESEARCH_AND_PRODUCTION_CANDIDATE_NOT_ORDINAL_RANK,,true,false,,10525,"For at least one exact language/script/community and one stage-subject package, bind an exact audience, current supply, common endpoint, incremental effect, standardized physical compute and portfolio overlap.",E60997F256E603D150CEC4B5593DE6915E9AB45551C7350E141E67EC02498208
P100-039,hypothesis-candidate:039,Central Kanuri,REGIONAL_DEPTH_AND_LANGUAGE_TRANSITION,B. Regional and language-transition candidates,Latin and Ajami routes separately,F|S|V,foundational/primary; secondary; vocational/technical/practical,"[""H04"",""H09"",""H10""]",4,"[""WA_KNC-F"",""WA_KNC-P"",""WA_KNC-S"",""WA_KNC-V""]",P|F|S|V,U|R,ROUTE_HYPOTHESES_EXIST_NOT_GLOBALLY_COMPARABLE,[],[],ROUTES_PRESENT_WITHOUT_HIGH_REACH_POPULATION_CELL,"[""foundational literacy/numeracy, complete worked practice and downloadable answer-supported self-study"",""algebra, statistics, general science and computing with exercises, solutions and prerequisite repair"",""financial capability, accounting/business, health/safety and locally relevant technical or agricultural modules""]",[],CONDITIONAL_TOP100_RESEARCH_AND_PRODUCTION_CANDIDATE_NOT_ORDINAL_RANK,,true,false,,10525,"For at least one exact language/script/community and one stage-subject package, bind an exact audience, current supply, common endpoint, incremental effect, standardized physical compute and portfolio overlap.",00566E1C74E1709EC34CCFBB0EBF3D1E5B3F2FC2C2BFCF4EADDA4E5A90B1976B
P100-040,hypothesis-candidate:040,Wolof,REGIONAL_DEPTH_AND_LANGUAGE_TRANSITION,B. Regional and language-transition candidates,Latin first profile; Wolofal and Garay separately,F|S|V|U,foundational/primary; secondary; vocational/technical/practical; university/taught tertiary,"[""H02"",""H08"",""H11""]",6,"[""WA_WOL-F"",""WA_WOL-P"",""WA_WOL-R"",""WA_WOL-S"",""WA_WOL-U"",""WA_WOL-V""]",P|F|S|V|U|R,,ROUTE_HYPOTHESES_EXIST_NOT_GLOBALLY_COMPARABLE,[],[],ROUTES_PRESENT_WITHOUT_HIGH_REACH_POPULATION_CELL,"[""foundational literacy/numeracy, complete worked practice and downloadable answer-supported self-study"",""algebra, statistics, general science and computing with exercises, solutions and prerequisite repair"",""financial capability, accounting/business, health/safety and locally relevant technical or agricultural modules"",""open college mathematics, statistics, sciences, computing, business and social-science methods""]",[],CONDITIONAL_TOP100_RESEARCH_AND_PRODUCTION_CANDIDATE_NOT_ORDINAL_RANK,,true,false,,10525,"For at least one exact language/script/community and one stage-subject package, bind an exact audience, current supply, common endpoint, incremental effect, standardized physical compute and portfolio overlap.",B4C9C6AC0886CD2B7C6B710D8B356CF3B2446200231F5F82D49F43D77315C3AF
P100-041,hypothesis-candidate:041,Bambara,REGIONAL_DEPTH_AND_LANGUAGE_TRANSITION,B. Regional and language-transition candidates,Latin and N'Ko routes separately,F|S|V|U,foundational/primary; secondary; vocational/technical/practical; university/taught tertiary,"[""H02"",""H06"",""H11""]",6,"[""WA_BAM-F"",""WA_BAM-P"",""WA_BAM-R"",""WA_BAM-S"",""WA_BAM-U"",""WA_BAM-V""]",P|F|S|V|U|R,,ROUTE_HYPOTHESES_EXIST_NOT_GLOBALLY_COMPARABLE,[],[],ROUTES_PRESENT_WITHOUT_HIGH_REACH_POPULATION_CELL,"[""foundational literacy/numeracy, complete worked practice and downloadable answer-supported self-study"",""algebra, statistics, general science and computing with exercises, solutions and prerequisite repair"",""financial capability, accounting/business, health/safety and locally relevant technical or agricultural modules"",""open college mathematics, statistics, sciences, computing, business and social-science methods""]",[],CONDITIONAL_TOP100_RESEARCH_AND_PRODUCTION_CANDIDATE_NOT_ORDINAL_RANK,,true,false,,10525,"For at least one exact language/script/community and one stage-subject package, bind an exact audience, current supply, common endpoint, incremental effect, standardized physical compute and portfolio overlap.",CCCC970C639575A72F89D8691EF564D3B1BB2D172B48C5053479C9302648B480
P100-042,hypothesis-candidate:042,Pulaar,REGIONAL_DEPTH_AND_LANGUAGE_TRANSITION,B. Regional and language-transition candidates,Latin and Adlam profiles; Senegal/Mauritania and other contexts separately,F|S|V,foundational/primary; secondary; vocational/technical/practical,"[""H04"",""H08"",""H10""]",0,[],,P|F|S|V|U|R,IDENTITY_RETAINED_NO_ROUTE_YET_NOT_LOW_PRIORITY,[],[],PROSPECTIVE_PROFILE_NO_CURRENT_ROUTE_OR_HIGH_REACH_CELL_NOT_ZERO_NEED,"[""foundational literacy/numeracy, complete worked practice and downloadable answer-supported self-study"",""algebra, statistics, general science and computing with exercises, solutions and prerequisite repair"",""financial capability, accounting/business, health/safety and locally relevant technical or agricultural modules""]",[],CONDITIONAL_TOP100_RESEARCH_AND_PRODUCTION_CANDIDATE_NOT_ORDINAL_RANK,,true,false,,10525,"For at least one exact language/script/community and one stage-subject package, bind an exact audience, current supply, common endpoint, incremental effect, standardized physical compute and portfolio overlap.",1829790CC222581DE931C1FFE95C861F9EF791C21A889ADBE78609699A4EEF4C
P100-043,hypothesis-candidate:043,Nigerian Fulfulde,REGIONAL_DEPTH_AND_LANGUAGE_TRANSITION,B. Regional and language-transition candidates,Exact regional profile; no whole-Fulani population assignment,F|S|V,foundational/primary; secondary; vocational/technical/practical,"[""H04"",""H08"",""H10""]",4,"[""WA_FUV-F"",""WA_FUV-P"",""WA_FUV-S"",""WA_FUV-V""]",P|F|S|V,U|R,ROUTE_HYPOTHESES_EXIST_NOT_GLOBALLY_COMPARABLE,[],[],ROUTES_PRESENT_WITHOUT_HIGH_REACH_POPULATION_CELL,"[""foundational literacy/numeracy, complete worked practice and downloadable answer-supported self-study"",""algebra, statistics, general science and computing with exercises, solutions and prerequisite repair"",""financial capability, accounting/business, health/safety and locally relevant technical or agricultural modules""]",[],CONDITIONAL_TOP100_RESEARCH_AND_PRODUCTION_CANDIDATE_NOT_ORDINAL_RANK,,true,false,,10525,"For at least one exact language/script/community and one stage-subject package, bind an exact audience, current supply, common endpoint, incremental effect, standardized physical compute and portfolio overlap.",1C37E0A496E1390B1995A99C35E15E694E73800A9AC0461E542A7B4141685354
P100-044,hypothesis-candidate:044,Zulu,REGIONAL_DEPTH_AND_LANGUAGE_TRANSITION,B. Regional and language-transition candidates,Latin; school and higher-education transition,F|S|V|U,foundational/primary; secondary; vocational/technical/practical; university/taught tertiary,"[""H02"",""H07"",""H11""]",2,"[""ZA_ZUL_MATH_FULL-F"",""ZA_ZUL_MATH_SMALLER-F""]",F,P|S|V|U|R,ROUTE_HYPOTHESES_EXIST_NOT_GLOBALLY_COMPARABLE,[],[],ROUTES_PRESENT_WITHOUT_HIGH_REACH_POPULATION_CELL,"[""foundational literacy/numeracy, complete worked practice and downloadable answer-supported self-study"",""algebra, statistics, general science and computing with exercises, solutions and prerequisite repair"",""financial capability, accounting/business, health/safety and locally relevant technical or agricultural modules"",""open college mathematics, statistics, sciences, computing, business and social-science methods""]",[],CONDITIONAL_TOP100_RESEARCH_AND_PRODUCTION_CANDIDATE_NOT_ORDINAL_RANK,,true,false,,10525,"For at least one exact language/script/community and one stage-subject package, bind an exact audience, current supply, common endpoint, incremental effect, standardized physical compute and portfolio overlap.",450A3637414527E4EAC130EE115367EF2413BBD808697D3B45362829F7DF3E1E
P100-045,hypothesis-candidate:045,Northern Sotho / Sepedi standard,REGIONAL_DEPTH_AND_LANGUAGE_TRANSITION,B. Regional and language-transition candidates,Latin; census and standard identity boundaries retained,F|S|V|U,foundational/primary; secondary; vocational/technical/practical; university/taught tertiary,"[""H02"",""H04"",""H11""]",2,"[""ZA_NSO_MATH_FULL-F"",""ZA_NSO_MATH_SMALLER-F""]",F,P|S|V|U|R,ROUTE_HYPOTHESES_EXIST_NOT_GLOBALLY_COMPARABLE,[],[],ROUTES_PRESENT_WITHOUT_HIGH_REACH_POPULATION_CELL,"[""foundational literacy/numeracy, complete worked practice and downloadable answer-supported self-study"",""algebra, statistics, general science and computing with exercises, solutions and prerequisite repair"",""financial capability, accounting/business, health/safety and locally relevant technical or agricultural modules"",""open college mathematics, statistics, sciences, computing, business and social-science methods""]",[],CONDITIONAL_TOP100_RESEARCH_AND_PRODUCTION_CANDIDATE_NOT_ORDINAL_RANK,,true,false,,10525,"For at least one exact language/script/community and one stage-subject package, bind an exact audience, current supply, common endpoint, incremental effect, standardized physical compute and portfolio overlap.",794C1759D201882AF2E97378A6C4C789B15B928F6096AC10FF724EC2C27CCF41
