observation_id,region,subregion,language_label,edition_profile,iso_639_3_or_other_id,territory,modality,script_or_profile,orthography_evidence_status,learner_stratum,measure_type,count_unit,population_low,population_base,population_high,reference_date_or_year,source_id,source_locator,source_observation_transcribed_exactly,negative_control,source_candidate_flag_superseded,target_mapping_status,observation_use,gross_population_only,rank_ready_marginal_access,overlap_group_id,alternative_measure_role,academic_lingua_franca_overlap_status,existing_edition_overlap_status,portfolio_overlap_status,common_year_status,caveats,provenance_table
POP-PE-006,Americas,South America,Shawi,INEI source label Shawi / Chayahuita,cbt,Peru,written_text_candidate,Latin,provisional_uncited_by_population_source,Indigenous_language_population,census_language_learned_in_childhood_age3plus_persons,persons,17241,17241,17241,2017,PM-S007,"Cuadro 4, printed p. 618",true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Language learned in childhood.,ACE-A078
POP-PE-007,Americas,South America,Matsigenka,INEI source label Matsigenka / Machiguenga,mcb,Peru,written_text_candidate,Latin,provisional_uncited_by_population_source,Indigenous_language_population,census_language_learned_in_childhood_age3plus_persons,persons,6629,6629,6629,2017,PM-S007,"Cuadro 4, printed p. 618",true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Language learned in childhood.,ACE-A078
POP-PE-008,Americas,South America,Achuar,INEI source label Achuar,acu,Peru,written_text_candidate,Latin,provisional_uncited_by_population_source,Indigenous_language_population,census_language_learned_in_childhood_age3plus_persons,persons,3809,3809,3809,2017,PM-S007,"Cuadro 4, printed p. 618",true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Peru territory cell only.,ACE-A078
POP-PE-009,Americas,South America,Peruvian Sign Language,INEI source label Lengua de señas peruanas,prl,Peru,signed_video_or_interactive,Signed,provisional_uncited_by_population_source,signed_language_population,census_language_learned_in_childhood_age3plus_persons,persons,10447,10447,10447,2017,PM-S007,"Cuadro 4, printed p. 618",true,false,true,named_signed_language_modality_observation,signed_video_or_interactive_upper_bound_pending_modality_edges,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Not comparable to sign-language ability counts elsewhere. This observation cannot be assigned to an ordinary written or PDF edition.,ACE-A078
POP-PE-010,Americas,South America,Spanish,INEI source label Castellano,spa,Peru,written_text_candidate,Latin,provisional_uncited_by_population_source,negative_control,census_language_learned_in_childhood_age3plus_persons,persons,23178478,23178478,23178478,2017,PM-S007,"Cuadro 4, printed p. 618",true,true,false,negative_control,context_only_negative_control,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Do not subtract this count from Indigenous cells.,ACE-A078
POP-MX-001,Americas,North America,Nahuatl,INEGI agrupación lingüística Náhuatl,nah:INEGI,Mexico,written_text_candidate,Latin,provisional_uncited_by_population_source,Indigenous_language_umbrella,speaks_indigenous_language_age3plus_persons,persons,1651958,1651958,1651958,2020,PM-S008,"Principal-language chart, PDF p. 46",true,false,false,source_observation_not_candidate_ready,context_or_sensitivity_only,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,INEGI grouping contains distinct varieties.,ACE-A078
POP-MX-002,Americas,North America,Yucatec Maya,INEGI source label Maya,yua:INEGI,Mexico,written_text_candidate,Latin,provisional_uncited_by_population_source,Indigenous_language_population,speaks_indigenous_language_age3plus_persons,persons,774755,774755,774755,2020,PM-S008,"Principal-language chart, PDF p. 46",true,false,false,source_observation_not_candidate_ready,context_or_sensitivity_only,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Even source label Maya may hide internal variety; production needs exact standard.,ACE-A078
POP-MX-003,Americas,North America,Tseltal,INEGI source label Tseltal,tzh:INEGI,Mexico,written_text_candidate,Latin,provisional_uncited_by_population_source,Indigenous_language_population,speaks_indigenous_language_age3plus_persons,persons,589144,589144,589144,2020,PM-S008,"Principal-language chart, PDF p. 46",true,false,false,source_observation_not_candidate_ready,context_or_sensitivity_only,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,INEGI grouping rather than one fully specified orthographic variety.,ACE-A078
POP-MX-004,Americas,North America,Tsotsil,INEGI source label Tsotsil,tzo:INEGI,Mexico,written_text_candidate,Latin,provisional_uncited_by_population_source,Indigenous_language_population,speaks_indigenous_language_age3plus_persons,persons,550274,550274,550274,2020,PM-S008,"Principal-language chart, PDF p. 46",true,false,false,source_observation_not_candidate_ready,context_or_sensitivity_only,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,INEGI grouping rather than one fully specified orthographic variety.,ACE-A078
POP-MX-005,Americas,North America,Mixtec,INEGI agrupación lingüística Mixteco,mix:INEGI,Mexico,written_text_candidate,Latin,provisional_uncited_by_population_source,Indigenous_language_umbrella,speaks_indigenous_language_age3plus_persons,persons,526593,526593,526593,2020,PM-S008,"Principal-language chart, PDF p. 46",true,false,false,source_observation_not_candidate_ready,context_or_sensitivity_only,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Highly diverse language grouping.,ACE-A078
POP-MX-006,Americas,North America,Zapotec,INEGI agrupación lingüística Zapoteco,zap:INEGI,Mexico,written_text_candidate,Latin,provisional_uncited_by_population_source,Indigenous_language_umbrella,speaks_indigenous_language_age3plus_persons,persons,490845,490845,490845,2020,PM-S008,"Principal-language chart, PDF p. 46",true,false,false,source_observation_not_candidate_ready,context_or_sensitivity_only,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Highly diverse language grouping.,ACE-A078
POP-MX-007,Americas,North America,Otomi,INEGI agrupación lingüística Otomí,oto:INEGI,Mexico,written_text_candidate,Latin,provisional_uncited_by_population_source,Indigenous_language_umbrella,speaks_indigenous_language_age3plus_persons,persons,298861,298861,298861,2020,PM-S008,"Principal-language chart, PDF p. 46",true,false,false,source_observation_not_candidate_ready,context_or_sensitivity_only,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Language grouping spans distinct varieties.,ACE-A078
POP-MX-008,Americas,North America,Totonac,INEGI agrupación lingüística Totonaco,tut:INEGI,Mexico,written_text_candidate,Latin,provisional_uncited_by_population_source,Indigenous_language_umbrella,speaks_indigenous_language_age3plus_persons,persons,256344,256344,256344,2020,PM-S008,"Principal-language chart, PDF p. 46",true,false,false,source_observation_not_candidate_ready,context_or_sensitivity_only,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Source grouping is not one exact variety.,ACE-A078
POP-MX-009,Americas,North America,Chol,INEGI source label Chol,ctu:INEGI,Mexico,written_text_candidate,Latin,provisional_uncited_by_population_source,Indigenous_language_population,speaks_indigenous_language_age3plus_persons,persons,254715,254715,254715,2020,PM-S008,"Principal-language chart, PDF p. 46",true,false,false,source_observation_not_candidate_ready,context_or_sensitivity_only,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,INEGI grouped category.,ACE-A078
POP-MX-010,Americas,North America,Mazatec,INEGI agrupación lingüística Mazateco,maz:INEGI,Mexico,written_text_candidate,Latin,provisional_uncited_by_population_source,Indigenous_language_umbrella,speaks_indigenous_language_age3plus_persons,persons,237212,237212,237212,2020,PM-S008,"Principal-language chart, PDF p. 46",true,false,false,source_observation_not_candidate_ready,context_or_sensitivity_only,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Highly diverse language grouping.,ACE-A078
POP-CA-001,Americas,North America,English,Canada 2021 mother tongue,eng,Canada,written_text_candidate,Latin,provisional_uncited_by_population_source,negative_control,census_mother_tongue_persons_excluding_institutional_residents,persons,20107200,20107200,20107200,2021,PM-S009,"Mother tongue section, Canada total",true,true,false,negative_control,context_only_negative_control,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Mother tongue is not total English proficiency.,ACE-A078
POP-CA-002,Americas,North America,French,Canada 2021 mother tongue,fra,Canada,written_text_candidate,Latin,provisional_uncited_by_population_source,negative_control,census_mother_tongue_persons_excluding_institutional_residents,persons,7189245,7189245,7189245,2021,PM-S009,"Mother tongue section, Canada total",true,true,false,negative_control,context_only_negative_control,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Does not distinguish Quebec and other Canadian registers.,ACE-A078
POP-CA-003,Americas,North America,Blackfoot,Canada 2021 mother tongue,bla,Canada,written_text_candidate,Latin,provisional_uncited_by_population_source,Indigenous_language_population,census_mother_tongue_persons_excluding_institutional_residents,persons,2520,2520,2520,2021,PM-S009,"Mother tongue section, Blackfoot row",true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Statistics Canada confidentiality processing applies.,ACE-A078
POP-CA-004,Americas,North America,Atikamekw,Canada 2021 mother tongue,atj,Canada,written_text_candidate,Latin,provisional_uncited_by_population_source,Indigenous_language_population,census_mother_tongue_persons_excluding_institutional_residents,persons,5500,5500,5500,2021,PM-S009,"Mother tongue section, Atikamekw row",true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Mother tongue measure only.,ACE-A078
POP-CA-005,Americas,North America,Moose Cree,Source label Ililimowin (Moose Cree),crm,Canada,written_text_candidate,Latin; Canadian Aboriginal syllabics,provisional_uncited_by_population_source,Indigenous_language_population,census_mother_tongue_persons_excluding_institutional_residents,persons,155,155,155,2021,PM-S009,"Mother tongue section, Ililimowin row",true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Exact named census variety; very small count.,ACE-A078
POP-CA-006,Americas,North America,Southern East Cree,Source label Inu Ayimun (Southern East Cree),crj,Canada,written_text_candidate,Latin; Canadian Aboriginal syllabics,provisional_uncited_by_population_source,Indigenous_language_population,census_mother_tongue_persons_excluding_institutional_residents,persons,580,580,580,2021,PM-S009,"Mother tongue section, Inu Ayimun row",true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Exact named census variety.,ACE-A078
POP-CA-007,Americas,North America,Northern East Cree,Source label Iyiyiw-Ayimiwin (Northern East Cree),crl,Canada,written_text_candidate,Latin; Canadian Aboriginal syllabics,provisional_uncited_by_population_source,Indigenous_language_population,census_mother_tongue_persons_excluding_institutional_residents,persons,3460,3460,3460,2021,PM-S009,"Mother tongue section, Iyiyiw-Ayimiwin row",true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Exact named census variety.,ACE-A078
POP-CA-008,Americas,North America,Swampy Cree,Source label Nehinawewin (Swampy Cree),csw,Canada,written_text_candidate,Latin; Canadian Aboriginal syllabics,provisional_uncited_by_population_source,Indigenous_language_population,census_mother_tongue_persons_excluding_institutional_residents,persons,2475,2475,2475,2021,PM-S009,"Mother tongue section, Nehinawewin row",true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Exact named census variety.,ACE-A078
POP-CA-009,Americas,North America,Plains Cree,Source label Nehiyawewin (Plains Cree),crk,Canada,written_text_candidate,Latin; Canadian Aboriginal syllabics,provisional_uncited_by_population_source,Indigenous_language_population,census_mother_tongue_persons_excluding_institutional_residents,persons,5025,5025,5025,2021,PM-S009,"Mother tongue section, Nehiyawewin row",true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Exact named census variety.,ACE-A078
POP-CA-010,Americas,North America,Woods Cree,Source label Nihithawiwin (Woods Cree),cwd,Canada,written_text_candidate,Latin; Canadian Aboriginal syllabics,provisional_uncited_by_population_source,Indigenous_language_population,census_mother_tongue_persons_excluding_institutional_residents,persons,2850,2850,2850,2021,PM-S009,"Mother tongue section, Nihithawiwin row",true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Exact named census variety.,ACE-A078
POP-CA-011,Americas,North America,Innu-aimun,Source label Innu (Montagnais),moe,Canada,written_text_candidate,Latin,provisional_uncited_by_population_source,Indigenous_language_population,census_mother_tongue_persons_excluding_institutional_residents,persons,8465,8465,8465,2021,PM-S009,"Mother tongue section, Innu row",true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,ALT-CA-INNU-2021,mother_tongue_upper_observation,unmeasured,pending_central_coverage_join,known_overlap_group_requires_deduplication,source_year_observation_no_projection,Different measure cells must not be summed. Nested with POP-CA-017; never sum.,ACE-A078
POP-CA-012,Americas,North America,Naskapi,Canada 2021 mother tongue,nsk,Canada,written_text_candidate,Latin; Canadian Aboriginal syllabics,provisional_uncited_by_population_source,Indigenous_language_population,census_mother_tongue_persons_excluding_institutional_residents,persons,625,625,625,2021,PM-S009,"Mother tongue section, Naskapi row",true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Exact named census category.,ACE-A078
POP-CA-013,Americas,North America,Mi'kmaq,Canada 2021 mother tongue,mic,Canada,written_text_candidate,Latin,provisional_uncited_by_population_source,Indigenous_language_population,census_mother_tongue_persons_excluding_institutional_residents,persons,4910,4910,4910,2021,PM-S009,"Mother tongue section, Mi'kmaq row",true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Mother tongue count is smaller than ability-to-speak measures from other products.,ACE-A078
POP-CA-014,Americas,North America,Wolastoqey,Source label Wolastoqewi (Malecite),pqm,Canada,written_text_candidate,Latin,provisional_uncited_by_population_source,Indigenous_language_population,census_mother_tongue_persons_excluding_institutional_residents,persons,245,245,245,2021,PM-S009,"Mother tongue section, Wolastoqewi row",true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Exact named census category.,ACE-A078
POP-CA-015,Americas,Arctic,Inuktitut,Statistics Canada predominant-home-language category,iku,Canada,written_text_candidate,Canadian Aboriginal syllabics; Latin,provisional_uncited_by_population_source,Arctic_Indigenous_home_language,language_spoken_predominantly_at_home_persons,persons,27140,27140,27140,2021,PM-S010,"Chart 2, Inuktitut row",true,false,false,source_observation_not_candidate_ready,context_or_sensitivity_only,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Predominant home use is not mother tongue or knowledge.,ACE-A078
POP-CA-016,Americas,North America,Cree languages,Statistics Canada aggregate,cre:aggregate,Canada,written_text_candidate,Latin; Canadian Aboriginal syllabics,provisional_uncited_by_population_source,Indigenous_language_umbrella,language_spoken_predominantly_at_home_persons,persons,26690,26690,26690,2021,PM-S010,"Chart 2, Cree languages row",true,false,false,source_observation_not_candidate_ready,context_or_sensitivity_only,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Aggregate row overlaps named Cree varieties conceptually; different measure and hierarchy.,ACE-A078
POP-CA-017,Americas,North America,Innu-aimun,Statistics Canada source label Innu (Montagnais),moe,Canada,written_text_candidate,Latin,provisional_uncited_by_population_source,Indigenous_home_language,language_spoken_predominantly_at_home_persons,persons,6710,6710,6710,2021,PM-S010,"Chart 2, Innu row",true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,ALT-CA-INNU-2021,predominant_home_use_narrower_observation,unmeasured,pending_central_coverage_join,known_overlap_group_requires_deduplication,source_year_observation_no_projection,Predominant home use rather than mother tongue. Nested with POP-CA-011; never sum.,ACE-A078
POP-CA-018,Americas,North America,Oji-Cree,Statistics Canada predominant-home-language category,ojs,Canada,written_text_candidate,Canadian Aboriginal syllabics; Latin,provisional_uncited_by_population_source,Indigenous_home_language,language_spoken_predominantly_at_home_persons,persons,4540,4540,4540,2021,PM-S010,"Chart 2, Oji-Cree row",true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Predominant home use only.,ACE-A078
POP-CA-019,Americas,North America,Ojibway languages,Statistics Canada aggregate,oji:aggregate,Canada,written_text_candidate,Latin; Canadian Aboriginal syllabics,provisional_uncited_by_population_source,Indigenous_language_umbrella,language_spoken_predominantly_at_home_persons,persons,3480,3480,3480,2021,PM-S010,"Chart 2, Ojibway languages row",true,false,false,source_observation_not_candidate_ready,context_or_sensitivity_only,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Aggregate source category.,ACE-A078
POP-CA-020,Americas,North America,Tlicho,Statistics Canada source label Tlicho (Dogrib),dgr,Canada,written_text_candidate,Latin,provisional_uncited_by_population_source,Indigenous_home_language,language_spoken_predominantly_at_home_persons,persons,755,755,755,2021,PM-S010,"Chart 2, Tlicho row",true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Predominant home use only.,ACE-A078
POP-ZW-001,Africa,Southern Africa,Shona,ZIMSTAT mother-tongue category,sna,Zimbabwe,written_text_candidate,Latin,provisional_uncited_by_population_source,national_language_population,census_mother_tongue_persons,persons,11251734,11251734,11251734,2022,PM-S011,"Table 2.17, printed p. 123",true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Mother tongue count covers census-report population universe of Table 2.17.,ACE-A078
POP-ZW-002,Africa,Southern Africa,Northern Ndebele,ZIMSTAT source label Ndebele,nde,Zimbabwe,written_text_candidate,Latin,provisional_uncited_by_population_source,regional_language_population,census_mother_tongue_persons,persons,1599324,1599324,1599324,2022,PM-S011,"Table 2.17, printed p. 123",true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Territory-specific census cell.,ACE-A078
POP-ZW-003,Africa,Southern Africa,English,ZIMSTAT mother-tongue category,eng,Zimbabwe,written_text_candidate,Latin,provisional_uncited_by_population_source,negative_control,census_mother_tongue_persons,persons,43909,43909,43909,2022,PM-S011,"Table 2.17, printed p. 123",true,true,false,negative_control,context_only_negative_control,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Must not be used to infer lack of English ability.,ACE-A078
POP-ZW-004,Africa,Southern Africa,Kalanga,ZIMSTAT source label Kalanga,kck,Zimbabwe,written_text_candidate,Latin,provisional_uncited_by_population_source,regional_language_population,census_mother_tongue_persons,persons,52296,52296,52296,2022,PM-S011,"Table 2.17, printed p. 123",true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Zimbabwe territory cell only.,ACE-A078
POP-ZW-005,Africa,Southern Africa,Nambya,ZIMSTAT source label Nambya,nmq,Zimbabwe,written_text_candidate,Latin,provisional_uncited_by_population_source,regional_language_population,census_mother_tongue_persons,persons,38302,38302,38302,2022,PM-S011,"Table 2.17, printed p. 123",true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Exact census category.,ACE-A078
POP-ZW-006,Africa,Southern Africa,Ndau,ZIMSTAT source label Ndau,ndc,Zimbabwe,written_text_candidate,Latin,provisional_uncited_by_population_source,regional_language_population,census_mother_tongue_persons,persons,372607,372607,372607,2022,PM-S011,"Table 2.17, printed p. 123",true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Exact census category.,ACE-A078
POP-ZW-007,Africa,Southern Africa,Chibarwe,ZIMSTAT source label Chibarwe,und:Chibarwe,Zimbabwe,written_text_candidate,Latin,provisional_uncited_by_population_source,regional_language_population,census_mother_tongue_persons,persons,3298,3298,3298,2022,PM-S011,"Table 2.17, printed p. 123",true,false,false,source_observation_not_candidate_ready,context_or_sensitivity_only,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Census category alone is insufficient for exact production specification.,ACE-A078
POP-ZW-008,Africa,Southern Africa,Shangani,ZIMSTAT source label Shangani,tso:ZW,Zimbabwe,written_text_candidate,Latin,provisional_uncited_by_population_source,regional_language_population,census_mother_tongue_persons,persons,115133,115133,115133,2022,PM-S011,"Table 2.17, printed p. 123",true,false,false,source_observation_not_candidate_ready,context_or_sensitivity_only,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Source label Shangani retained.,ACE-A078
POP-ZW-009,Africa,Southern Africa,Chewa,ZIMSTAT source label Chewa,nya,Zimbabwe,written_text_candidate,Latin,provisional_uncited_by_population_source,regional_language_population,census_mother_tongue_persons,persons,35817,35817,35817,2022,PM-S011,"Table 2.17, printed p. 123",true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Zimbabwe mother-tongue measure.,ACE-A078
POP-ZW-010,Africa,Southern Africa,Zimbabwe Sign Language,ZIMSTAT source label Sign Language,zib,Zimbabwe,signed_video_or_interactive,Signed,provisional_uncited_by_population_source,signed_language_population,census_mother_tongue_persons,persons,1620,1620,1620,2022,PM-S011,"Table 2.17, printed p. 123",true,false,true,generic_signed_source_label_unresolved,context_only_until_exact_signed_variety_is_proven,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Generic census label and mother-tongue measure likely undercount use. The source label is generic and does not establish the exact signed-language target.,ACE-A078
POP-ZW-011,Africa,Southern Africa,Sotho,ZIMSTAT source label Sotho,sot,Zimbabwe,written_text_candidate,Latin,provisional_uncited_by_population_source,regional_language_population,census_mother_tongue_persons,persons,39155,39155,39155,2022,PM-S011,"Table 2.17, printed p. 123",true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Cross-border reach not included.,ACE-A078
POP-ZW-012,Africa,Southern Africa,Tonga,ZIMSTAT source label Tonga,toi,Zimbabwe,written_text_candidate,Latin,provisional_uncited_by_population_source,regional_language_population,census_mother_tongue_persons,persons,231159,231159,231159,2022,PM-S011,"Table 2.17, printed p. 123",true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,ISO mapping and territory made explicit.,ACE-A078
POP-ZW-013,Africa,Southern Africa,Tswana,ZIMSTAT source label Tswana,tsn,Zimbabwe,written_text_candidate,Latin,provisional_uncited_by_population_source,regional_language_population,census_mother_tongue_persons,persons,2247,2247,2247,2022,PM-S011,"Table 2.17, printed p. 123",true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Mother tongue count is not cross-border population.,ACE-A078
POP-ZW-014,Africa,Southern Africa,Venda,ZIMSTAT source label Venda,ven,Zimbabwe,written_text_candidate,Latin,provisional_uncited_by_population_source,regional_language_population,census_mother_tongue_persons,persons,71647,71647,71647,2022,PM-S011,"Table 2.17, printed p. 123",true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Cross-border South Africa population not included.,ACE-A078
POP-ZW-015,Africa,Southern Africa,Xhosa,ZIMSTAT source label Xhosa,xho,Zimbabwe,written_text_candidate,Latin,provisional_uncited_by_population_source,regional_language_population,census_mother_tongue_persons,persons,11304,11304,11304,2022,PM-S011,"Table 2.17, printed p. 123",true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Not representative of total isiXhosa population.,ACE-A078
POP-MW-001,Africa,Southeast Africa,Chewa,Malawi census tribe Chewa proxy,proxy:nya,Malawi,written_text_candidate,Latin,provisional_uncited_by_population_source,ethnicity_proxy,census_tribe_persons_proxy_not_language,persons,6020945,6020945,6020945,2018,PM-S012,"Table 3.5, printed p. 20",true,false,false,non_language_population_proxy,context_or_sensitivity_only,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Tribe is not language; replace with direct language-use data.,ACE-A078
POP-MW-002,Africa,Southeast Africa,Tumbuka,Malawi census tribe Tumbuka proxy,proxy:tum,Malawi,written_text_candidate,Latin,provisional_uncited_by_population_source,ethnicity_proxy,census_tribe_persons_proxy_not_language,persons,1614955,1614955,1614955,2018,PM-S012,"Table 3.5, printed p. 20",true,false,false,non_language_population_proxy,context_or_sensitivity_only,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Tribe is not language.,ACE-A078
POP-MW-003,Africa,Southeast Africa,Lomwe,Malawi census tribe Lomwe proxy,proxy:ngl,Malawi,written_text_candidate,Latin,provisional_uncited_by_population_source,ethnicity_proxy,census_tribe_persons_proxy_not_language,persons,3302634,3302634,3302634,2018,PM-S012,"Table 3.5, printed p. 20",true,false,false,non_language_population_proxy,context_or_sensitivity_only,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Tribe is not language.,ACE-A078
POP-MW-004,Africa,Southeast Africa,Tonga,Malawi census tribe Tonga proxy,proxy:tog,Malawi,written_text_candidate,Latin,provisional_uncited_by_population_source,ethnicity_proxy,census_tribe_persons_proxy_not_language,persons,310031,310031,310031,2018,PM-S012,"Table 3.5, printed p. 20",true,false,false,non_language_population_proxy,context_or_sensitivity_only,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Tribe is not language.,ACE-A078
