population_cell_id,region,subregion,language_name,variety_name,iso_639_3_or_other_id,territory,source_reported_script,source_reported_orthography,modality,learner_stratum,measure_type,count_unit,population_low,population_base,population_high,reference_year,source_id,source_locator,confidence,source_observation_transcribed_exactly,negative_control,producer_strict_reach_flag_superseded,target_mapping_status,observation_use,gross_population_only,rank_ready_marginal_access,requires_intervention_edge,orthography_evidence_status,academic_lingua_franca_overlap_status,existing_edition_overlap_status,portfolio_overlap_status,overlap_group_id,alternative_measure_role,hierarchy_parent_cell_id,overlap_source_id,c17_nonoverlap_low,c17_nonoverlap_base,c17_nonoverlap_high,corrected_written_population_low,corrected_written_population_base,corrected_written_population_high,common_year_status,overlap_notes,caveats,audit_notes
POP-PK-004,Asia,South Asia,Pashto,PBS source label Pushto,pus,Pakistan,Perso-Arabic,Pashto Arabic script; orthographic variation,written_text_candidate,regional_language_umbrella,census_mother_tongue_persons,persons,43633946,43633946,43633946,2023,PM-S003,"Table 11, national row",high,true,false,false,source_observation_not_candidate_ready,context_or_sensitivity_only,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,No inter-variety comprehension assumption encoded.,PBS Pushto is a broad category; exact variety is unresolved.,
POP-PK-005,Asia,South Asia,Balochi,Pakistan 2023 Balochi category,bal,Pakistan,Perso-Arabic,Balochi Arabic script; regional standards,written_text_candidate,regional_language_umbrella,census_mother_tongue_persons,persons,8117795,8117795,8117795,2023,PM-S003,"Table 11, national row",high,true,false,false,source_observation_not_candidate_ready,context_or_sensitivity_only,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,No inter-variety comprehension assumption encoded.,Balochi is a census aggregate spanning varieties.,
POP-PK-006,Asia,South Asia,Kashmiri,Pakistan 2023 Kashmiri category,kas,Pakistan,Perso-Arabic,territory-specific Perso-Arabic,written_text_candidate,regional_language_population,census_mother_tongue_persons,persons,274080,274080,274080,2023,PM-S003,"Table 11, national row",high,true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Separate territory cell from India Kashmiri.,Small national total does not represent all Kashmiri speakers.,
POP-PK-007,Asia,South Asia,Saraiki,Pakistan 2023 Saraiki category,skr,Pakistan,Perso-Arabic,Saraiki Arabic script,written_text_candidate,regional_language_population,census_mother_tongue_persons,persons,28849579,28849579,28849579,2023,PM-S003,"Table 11, national row",high,true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Potential overlap with Punjabi requires separate evidence.,Use the source category as observed; do not infer mutual intelligibility.,
POP-PK-008,Asia,South Asia,Hindko,Pakistan 2023 Hindko category,hnd+hno,Pakistan,Perso-Arabic,Hindko Perso-Arabic,written_text_candidate,regional_language_umbrella,census_mother_tongue_persons,persons,5590559,5590559,5590559,2023,PM-S003,"Table 11, national row",high,true,false,false,source_observation_not_candidate_ready,context_or_sensitivity_only,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,North/South Hindko distinction not resolved by table.,PBS Hindko category spans varieties and ISO codes.,
POP-PK-009,Asia,South Asia,Brahui,Pakistan 2023 Brahvi category,brh,Pakistan,Perso-Arabic,Brahui Arabic script,written_text_candidate,regional_language_population,census_mother_tongue_persons,persons,2778670,2778670,2778670,2023,PM-S003,"Table 11, national row",high,true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Iranian-language bridge assumptions must not be inferred from contact history.,PBS spells category BRAHVI.,
POP-PK-010,Asia,South Asia,Shina,Pakistan 2023 Shina category,scl,Pakistan,Perso-Arabic; Latin,regional orthographies,written_text_candidate,regional_language_population,census_mother_tongue_persons,persons,116951,116951,116951,2023,PM-S003,"Table 11, national row",high,true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Territory and orthographic standard need production-level selection.,National census category only.,
POP-PK-011,Asia,South Asia,Balti,Pakistan 2023 Balti category,bft,Pakistan,Tibetan; Perso-Arabic,script choice is community specific,written_text_candidate,regional_language_population,census_mother_tongue_persons,persons,52134,52134,52134,2023,PM-S003,"Table 11, national row",high,true,false,false,source_observation_not_candidate_ready,context_or_sensitivity_only,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Script-specific editions may differ materially.,PBS count does not resolve script use.,
POP-PK-012,Asia,South Asia,Mewati,Pakistan 2023 Mewati category,wtm,Pakistan,Perso-Arabic; Devanagari,cross-border script variation,written_text_candidate,regional_language_population,census_mother_tongue_persons,persons,1094219,1094219,1094219,2023,PM-S003,"Table 11, national row",high,true,false,false,source_observation_not_candidate_ready,context_or_sensitivity_only,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Do not merge with India's Mewati without source-audited overlap.,Territory-specific script and variety must be specified.,
POP-PK-013,Asia,South Asia,Kalasha,Pakistan 2023 Kalasha category,kls,Pakistan,Arabic; Latin,community orthographies,written_text_candidate,endangered_or_prestige_domain,census_mother_tongue_persons,persons,7466,7466,7466,2023,PM-S003,"Table 11, national row",high,true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Small census population; educational value cannot be read from count alone.,Orthography and community register require separate evidence.,
POP-PK-014,Asia,South Asia,Kohistani,Pakistan 2023 Kohiostani source category,und:Kohistani-PBS,Pakistan,Perso-Arabic,unresolved aggregate,written_text_candidate,regional_language_umbrella,census_mother_tongue_persons,persons,1039007,1039007,1039007,2023,PM-S003,"Table 11, national row",high,true,false,false,source_observation_not_candidate_ready,context_or_sensitivity_only,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,No blanket Kohistani interlanguage coverage assumed.,PBS column is spelled KOHIOSTANI and may combine distinct Kohistani languages.,
POP-NP-001,Asia,South Asia,Nepali,Nepal 2021 mother tongue,nep,Nepal,Devanagari,standard Nepali orthography,written_text_candidate,national_language_population,census_mother_tongue_persons,persons,13084457,13084457,13084457,2021,PM-S004,"Annex 1, printed p. 123",high,true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Territory-specific Nepal cell.,"Mother tongue only, not total Nepali knowledge.",
POP-NP-002,Asia,South Asia,Maithili,Nepal 2021 mother tongue,mai,Nepal,Devanagari,Nepal Maithili usage; Tirhuta heritage,written_text_candidate,regional_language_population,census_mother_tongue_persons,persons,3222389,3222389,3222389,2021,PM-S004,"Annex 1, printed p. 123",high,true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Do not merge mechanically with India cell.,Territorial standards and educational context differ.,
POP-NP-003,Asia,South Asia,Bhojpuri,Nepal 2021 mother tongue,bho,Nepal,Devanagari,Nepal Bhojpuri usage,written_text_candidate,regional_language_population,census_mother_tongue_persons,persons,1820795,1820795,1820795,2021,PM-S004,"Annex 1, printed p. 123",high,true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Separate territory cell from India Bhojpuri.,Cross-border overlap needs evidence.,
POP-NP-004,Asia,South Asia,Tharu,Nepal 2021 Tharu census category,und:Tharu-NSO,Nepal,Devanagari,multiple Tharu varieties,written_text_candidate,Indigenous_or_tribal_language_umbrella,census_mother_tongue_persons,persons,1714091,1714091,1714091,2021,PM-S004,"Annex 1, printed p. 123",high,true,false,false,source_observation_not_candidate_ready,context_or_sensitivity_only,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,No blanket single Tharu edition assumed.,Census category aggregates varieties.,
POP-NP-005,Asia,South Asia,Tamang,Nepal 2021 Tamang census category,taj+tdg,Nepal,Devanagari; Tamyig traditions,variety and script choice unresolved,written_text_candidate,Indigenous_or_tribal_language_umbrella,census_mother_tongue_persons,persons,1423075,1423075,1423075,2021,PM-S004,"Annex 1, printed p. 123",high,true,false,false,source_observation_not_candidate_ready,context_or_sensitivity_only,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Eastern/Western and script coverage require evidence.,Census category is not an exact variety.,
POP-NP-006,Asia,South Asia,Bajjika,Nepal 2021 mother tongue,und:Bajjika,Nepal,Devanagari,modern Devanagari,written_text_candidate,regional_language_population,census_mother_tongue_persons,persons,1133764,1133764,1133764,2021,PM-S004,"Annex 1, printed p. 123",high,true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Potential overlap with Maithili/Bhojpuri not assumed.,No ISO 639-3 code asserted.,
POP-NP-007,Asia,South Asia,Avadhi,Nepal 2021 source label Avadhi,awa,Nepal,Devanagari,modern Devanagari,written_text_candidate,regional_language_population,census_mother_tongue_persons,persons,864276,864276,864276,2021,PM-S004,"Annex 1, printed p. 123",high,true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Separate territory cell from India Awadhi.,Cross-border educational standard needs evidence.,
POP-NP-008,Asia,South Asia,Nepalbhasha,Nepalbhasha (Newari),new,Nepal,Devanagari; Nepal Lipi,multiple community scripts,written_text_candidate,Indigenous_or_heritage_language_population,census_mother_tongue_persons,persons,863380,863380,863380,2021,PM-S004,"Annex 1, printed p. 123",high,true,false,false,source_observation_not_candidate_ready,context_or_sensitivity_only,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Script-specific audience must be selected.,Census label includes parenthetical Newari.,
POP-NP-009,Asia,South Asia,Magar Dhut,Nepal 2021 Magar Dhut category,mgp+mrd,Nepal,Devanagari,variety-sensitive,written_text_candidate,Indigenous_or_tribal_language_umbrella,census_mother_tongue_persons,persons,810315,810315,810315,2021,PM-S004,"Annex 1, printed p. 123",high,true,false,false,source_observation_not_candidate_ready,context_or_sensitivity_only,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,No single ISO mapping or standard is imposed.,Census category may aggregate Magar varieties.,
POP-NP-010,Asia,South Asia,Yakthung/Limbu,Nepal 2021 Yakthung/Limbu category,lif,Nepal,Sirijonga; Devanagari,Sirijonga is identity-salient,written_text_candidate,Indigenous_or_tribal_language_population,census_mother_tongue_persons,persons,350436,350436,350436,2021,PM-S004,"Annex 1, printed p. 123",high,true,false,false,source_observation_not_candidate_ready,context_or_sensitivity_only,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Script choice must be explicit.,Census total does not partition script literacy.,
POP-NP-011,Asia,South Asia,Gurung,Nepal 2021 Gurung category,gvr+ggn,Nepal,Devanagari; Khema traditions,variety and script unresolved,written_text_candidate,Indigenous_or_tribal_language_umbrella,census_mother_tongue_persons,persons,328074,328074,328074,2021,PM-S004,"Annex 1, printed p. 123",high,true,false,false,source_observation_not_candidate_ready,context_or_sensitivity_only,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,No one-variety edition implied.,Census label may combine Gurung varieties.,
POP-NP-012,Asia,South Asia,Bantawa,Nepal 2021 Bantawa category,bap,Nepal,Devanagari,documented Devanagari usage,written_text_candidate,Indigenous_or_tribal_language_population,census_mother_tongue_persons,persons,138003,138003,138003,2021,PM-S004,"Annex 1, printed p. 124",high,true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Rai umbrella coverage is not inferred.,Exact census category only.,
POP-NP-013,Asia,South Asia,Sherpa,Nepal 2021 Sherpa category,xsr,Nepal,Tibetan,Sherpa Tibetan orthography,written_text_candidate,Indigenous_or_tribal_language_population,census_mother_tongue_persons,persons,117896,117896,117896,2021,PM-S004,"Annex 1, printed p. 124",high,true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Cross-border Tibetan comprehension not assumed.,Census mother tongue only.,
POP-NP-014,Asia,South Asia,Nepal Sign Language,Source label Sign Language,nsp,Nepal,Signed,Nepal Sign Language,signed_video_or_interactive,signed_language_population,census_mother_tongue_persons,persons,1784,1784,1784,2021,PM-S004,"Annex 1, printed p. 126",medium,true,false,true,generic_signed_source_label_unresolved,context_only_until_exact_signed_variety_is_proven,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Not comparable to ability-to-use counts from Scotland or New Zealand.,Likely severe undercount because measure is mother tongue and source label is generic Sign Language.,The source label is generic and does not establish the exact signed-language target.
POP-NP-015,Asia,South Asia,Kusunda,Nepal 2021 Kusunda mother tongue,kgg,Nepal,Devanagari; Latin documentation,revitalization-oriented orthographies,written_text_candidate,endangered_or_prestige_domain,census_mother_tongue_persons,persons,23,23,23,2021,PM-S004,"Annex 1, printed p. 126",high,true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Prestige-domain lane only; population scale is not reach proxy.,Very small count; orthography and learner profile require separate evidence.,
POP-ID-001,Asia,Southeast Asia,Javanese,BPS source label Jawa,jav,Indonesia,Latin,standard Indonesian Latin usage; Javanese script heritage,written_text_candidate,large_regional_home_language,daily_language_at_home_age5plus_persons,persons,68044660,68044660,68044660,2010,PM-S005,"Table L4.1, printed p. 47",high,true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,"Home-use population, not all L1 or knowledge.",Register and dialect choice remain relevant.,
POP-ID-002,Asia,Southeast Asia,Indonesian,BPS source label Indonesia,ind,Indonesia,Latin,standard Bahasa Indonesia,written_text_candidate,national_home_language,daily_language_at_home_age5plus_persons,persons,42682566,42682566,42682566,2010,PM-S005,"Table L4.1, printed p. 47",high,true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,National-language knowledge is much broader than this home-use count.,Do not treat this row as total reachable Indonesian readership.,
POP-ID-003,Asia,Southeast Asia,Sundanese,BPS source label Sunda,sun,Indonesia,Latin,standard Latin; Sundanese script heritage,written_text_candidate,large_regional_home_language,daily_language_at_home_age5plus_persons,persons,32412752,32412752,32412752,2010,PM-S005,"Table L4.1, printed p. 47",high,true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Home use only.,Variety/register choice remains.,
POP-ID-004,Asia,Southeast Asia,Malay,BPS source label Melayu,msa:ID-BPS,Indonesia,Latin,multiple Indonesian Malay varieties,written_text_candidate,regional_language_umbrella,daily_language_at_home_age5plus_persons,persons,7901386,7901386,7901386,2010,PM-S005,"Table L4.1, printed p. 47",high,true,false,false,source_observation_not_candidate_ready,context_or_sensitivity_only,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,No blanket Malay/Indonesian interlanguage coverage assumed.,"BPS Melayu is a grouped category, not one exact variety.",
POP-ID-005,Asia,Southeast Asia,Madurese,BPS source label Madura,mad,Indonesia,Latin,standard Latin; Carakan Madura heritage,written_text_candidate,regional_home_language,daily_language_at_home_age5plus_persons,persons,7743533,7743533,7743533,2010,PM-S005,"Table L4.1, printed p. 47",high,true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Home use only.,Count is 2010 and not projected.,
POP-ID-006,Asia,Southeast Asia,Minangkabau,BPS source label Minangkabau,min,Indonesia,Latin,standard Latin,written_text_candidate,regional_home_language,daily_language_at_home_age5plus_persons,persons,4232226,4232226,4232226,2010,PM-S005,"Table L4.1, printed p. 47",high,true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Home use only.,Malay overlap requires direct comprehension evidence.,
POP-ID-007,Asia,Southeast Asia,Banjar,BPS source label Banjar,bjn,Indonesia,Latin,standard Latin,written_text_candidate,regional_home_language,daily_language_at_home_age5plus_persons,persons,3651626,3651626,3651626,2010,PM-S005,"Table L4.1, printed p. 47",high,true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Home use only.,Malay overlap not assumed.,
POP-ID-008,Asia,Southeast Asia,Buginese,BPS source label Bugis,bug,Indonesia,Latin; Lontara,script and educational register explicit,written_text_candidate,regional_home_language,daily_language_at_home_age5plus_persons,persons,3510249,3510249,3510249,2010,PM-S005,"Table L4.1, printed p. 47",high,true,false,false,source_observation_not_candidate_ready,context_or_sensitivity_only,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Script-specific access unresolved.,Home use only; Lontara and Latin audiences differ.,
POP-ID-009,Asia,Southeast Asia,Balinese,BPS source label Bali,ban,Indonesia,Latin; Balinese,standard bilingual-script environment,written_text_candidate,regional_home_language,daily_language_at_home_age5plus_persons,persons,3371049,3371049,3371049,2010,PM-S005,"Table L4.1, printed p. 47",high,true,false,false,source_observation_not_candidate_ready,context_or_sensitivity_only,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Script-specific reach unresolved.,Home use only.,
POP-ID-010,Asia,Southeast Asia,Batak,BPS source label Batak,btk:collective,Indonesia,Latin,multiple Batak languages and orthographies,written_text_candidate,regional_language_umbrella,daily_language_at_home_age5plus_persons,persons,3318360,3318360,3318360,2010,PM-S005,"Table L4.1, printed p. 47",high,true,false,false,source_observation_not_candidate_ready,context_or_sensitivity_only,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,No pan-Batak edition assumed.,Source combines multiple Batak languages.,
POP-ID-011,Asia,Southeast Asia,Cirebonese,BPS source label Cirebon-Indramayu,cea:aggregate,Indonesia,Latin; Javanese-derived traditions,Cirebon-Indramayu source grouping,written_text_candidate,regional_language_umbrella,daily_language_at_home_age5plus_persons,persons,3086721,3086721,3086721,2010,PM-S005,"Table L4.1, printed p. 47",high,true,false,false,source_observation_not_candidate_ready,context_or_sensitivity_only,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Cirebon and Indramayu varieties are not split.,Source label is a grouped category.,
POP-ID-012,Asia,Southeast Asia,Sasak,BPS source label Lombok/Sasak,sas,Indonesia,Latin,standard Latin; local script heritage,written_text_candidate,regional_home_language,daily_language_at_home_age5plus_persons,persons,2691127,2691127,2691127,2010,PM-S005,"Table L4.1, printed p. 47",high,true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Home use only.,Dialect structure requires production-level review.,
POP-ID-013,Asia,Southeast Asia,Acehnese,BPS source label Aceh,ace,Indonesia,Latin,standard Latin; Jawi heritage,written_text_candidate,regional_home_language,daily_language_at_home_age5plus_persons,persons,2550055,2550055,2550055,2010,PM-S005,"Table L4.1, printed p. 47",high,true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Home use only.,No cross-Malay comprehension assumption.,
POP-ID-014,Asia,Southeast Asia,Betawi,BPS source label Betawi,bew,Indonesia,Latin,standard Latin,written_text_candidate,regional_home_language,daily_language_at_home_age5plus_persons,persons,2244648,2244648,2244648,2010,PM-S005,"Table L4.1, printed p. 47",high,true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Home use only.,Relation to Indonesian does not prove full educational substitutability.,
POP-ID-015,Asia,Southeast Asia,Palembang Malay,BPS source label Musi/Palembang/Sekayu,mui:aggregate,Indonesia,Latin,grouped regional Malay varieties,written_text_candidate,regional_language_umbrella,daily_language_at_home_age5plus_persons,persons,2181769,2181769,2181769,2010,PM-S005,"Table L4.1, printed p. 47",high,true,false,false,source_observation_not_candidate_ready,context_or_sensitivity_only,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,No single ISO or standard asserted.,"Source combines Musi, Palembang and Sekayu.",
POP-ID-016,Asia,Southeast Asia,Indonesian Sign Language,BPS source label Bahasa Isyarat,und:sign-ID,Indonesia,Signed,source does not distinguish BISINDO/SIBI,signed_video_or_interactive,signed_language_population,daily_language_at_home_age5plus_persons,persons,40373,40373,40373,2010,PM-S005,"Table L4.1, printed p. 47",medium,true,false,false,generic_signed_source_label_unresolved,context_only_until_exact_signed_variety_is_proven,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,BISINDO and SIBI must not be collapsed.,Generic census label prevents an exact sign-language target.,The source label is generic and does not establish the exact signed-language target.
POP-ID-017,Asia,Southeast Asia,Nias,BPS source label Nias,nia,Indonesia,Latin,standard Latin,written_text_candidate,regional_home_language,daily_language_at_home_age5plus_persons,persons,747168,747168,747168,2010,PM-S005,"Table L4.1, printed p. 47",high,true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Home use only.,Count is 2010 and not a current estimate.,
POP-PH-001,Asia,Southeast Asia,Tagalog,PSA source label Tagalog,tgl,Philippines,Latin,Filipino/Tagalog Latin orthography,written_text_candidate,household_language_use,households_language_generally_spoken_at_home,households,10522507,10522507,10522507,2020,PM-S006,"Table 1, PDF p. 2",high,true,false,false,household_proxy,context_or_sensitivity_only,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Household count cannot be summed with person counts.,Does not equal persons or total Tagalog knowledge.,
POP-PH-002,Asia,Southeast Asia,Bisaya/Binisaya,PSA grouped source label,und:Bisaya-PSA,Philippines,Latin,multiple Visayan varieties,written_text_candidate,household_language_umbrella,households_language_generally_spoken_at_home,households,4214122,4214122,4214122,2020,PM-S006,"Table 1, PDF p. 2",high,true,false,false,household_proxy,context_or_sensitivity_only,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,No pan-Visayan edition coverage assumed.,Household unit and aggregated label.,
POP-PH-003,Asia,Southeast Asia,Hiligaynon,PSA source label Hiligaynon/Ilonggo,hil,Philippines,Latin,standard Latin,written_text_candidate,household_language_use,households_language_generally_spoken_at_home,households,1933512,1933512,1933512,2020,PM-S006,"Table 1, PDF p. 2",high,true,false,false,household_proxy,context_or_sensitivity_only,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Household count cannot be summed with person counts.,"Generally spoken at home, not L1.",
POP-PH-004,Asia,Southeast Asia,Ilocano,PSA source label Ilocano,ilo,Philippines,Latin,standard Latin,written_text_candidate,household_language_use,households_language_generally_spoken_at_home,households,1863409,1863409,1863409,2020,PM-S006,"Table 1, PDF p. 2",high,true,false,false,household_proxy,context_or_sensitivity_only,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Household count cannot be summed with person counts.,"Generally spoken at home, not L1.",
POP-PH-005,Asia,Southeast Asia,Cebuano,PSA source label Cebuano,ceb,Philippines,Latin,standard Latin,written_text_candidate,household_language_use,households_language_generally_spoken_at_home,households,1716080,1716080,1716080,2020,PM-S006,"Table 1, PDF p. 2",high,true,false,false,household_proxy,context_or_sensitivity_only,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Separate from the broader Bisaya/Binisaya row; categories are presented separately by PSA.,"Household unit, not persons.",
