intervention_id,target_name,target_profile,target_profile_ready,profile_tag_status,profile_resolution_status,profile_ranking_treatment,resolved_edition_name,territory,observation_id,source_population_low_reported,source_population_high_reported,population_interval_status,population_low,population_base,population_high,population_unit,population_measure,population_role,population_reference_year,population_source_id,population_source_locator,reach_band,content_deficit_FR2,comprehension_exact_target_conditional_on_standard_literacy,practical_access_low,practical_access_base,practical_access_high,practical_access_status,practical_access_source_id,academic_nonoverlap_low,academic_nonoverlap_base,academic_nonoverlap_high,academic_nonoverlap_status,academic_nonoverlap_source_id,marginal_access_low,marginal_access_base_sensitivity,marginal_access_high,gross_ceiling_per_million_base_tokens,conservative_access_per_million_high_tokens,neutral_access_per_million_base_tokens,optimistic_access_per_million_low_tokens,openalex_math_open_access,openalex_math_open_access_books,scarcity_relative_percentile,scarcity_band,scarcity_adjusted_access_base,ai_support_resource_levels,internet_percent_context,electricity_percent_context,tertiary_enrollment_percent_context,fr2_units,fr2_source_tokens,fr2_gross_tokens_low,fr2_gross_tokens_base,fr2_gross_tokens_high,fr2_api_equivalent_usd_base,recommended_openstax_next_product,recommended_openstax_depth,foundational_numeracy_pre_algebra_source_gap,curriculum_selection_basis,openstax_next_gross_tokens_low,openstax_next_gross_tokens_base,openstax_next_gross_tokens_high,explicit_negative_control,resource_abundance_control_candidate,recommendation_eligibility,interpretation,gross_ceiling_rank,conservative_efficiency_rank,neutral_efficiency_rank,optimistic_efficiency_rank,scarcity_adjusted_rank,rank_best_across_views,rank_worst_across_views
EXP-017,Hadiyya,hdy-Latn-ET,true,single_valid_bcp47,resolved_explicit_scoring_profile_population_scope_preserved,provisional_gross_ceiling_and_sensitivity_only,Ethiopia Hadiyya Latin-script edition,Ethiopia,POP-ET-009,1253894,1253894,source_interval_or_exact_bounds,1253894,1253894,1253894,persons,census_mother_tongue_persons,standalone_observation,2007,PM-S020,"Table 3.2, printed pp. 91-93",R3_1m_to_9m,1.000000,1.000000,0.000000,0.604600,1.000000,territory_adult_literacy_proxy_sensitivity,ACE-E021,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,379052,1253894,307851.440,0.000,93063.489,1373773.606,,,,S_unknown,,,21.94129944,56.6,,210,120083,912737,4073049,18664571,16.77,MV-1,D2,true,"Territory adult-literacy proxy below 70%; the selected corpus lacks foundational numeracy/pre-algebra, so Algebra and Trigonometry is a second step rather than a substitute.",1087145,4356012,18630029,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",69,69,71,69,76,69,76
EXP-029,Mauritian Creole,mfe-Latn-MU,true,single_valid_bcp47,resolved_explicit_scoring_profile_population_scope_preserved,provisional_gross_ceiling_and_sensitivity_only,Mauritius Mauritian Creole Latin-script edition,Mauritius,POP-MU-004,1045558,1045558,source_interval_or_exact_bounds,1045558,1045558,1045558,persons,language_usually_spoken_at_home_persons,standalone_observation,2022,PM-S013,"Table D9, printed p. 165",R3_1m_to_9m,1.000000,1.000000,0.000000,0.942878,1.000000,territory_adult_literacy_proxy_sensitivity,ACE-E021,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,492917,1045558,256701.552,0.000,121019.094,1145519.465,,,,S_unknown,,,73.30793533,100,45.7771156388358,210,120083,912737,4073049,18664571,16.77,MV-1,D3,false,Territory tertiary-enrollment proxy at or above 15%; scenario selects a complete algebra/trigonometry bridge.,1612429,5474018,21073801,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",70,70,68,70,77,68,77
EXP-025,isiNdebele,nr-Latn-ZA,true,single_valid_bcp47,resolved_explicit_scoring_profile_population_scope_preserved,provisional_gross_ceiling_and_sensitivity_only,South Africa isiNdebele Latin-script edition,South Africa,ZA-NBL-2022,1044377,1044377,source_interval_or_exact_bounds,1044377,1044377,1044377,persons,census_language_most_often_spoken_in_household_persons_age_1_plus,mutually_exclusive_census_response_category,2022,ZA-S001,"Table 3.8 (2), printed p. 27; PDF p. 35; South Africa total column",R3_1m_to_9m,1.000000,1.000000,0.000000,0.911500,1.000000,territory_adult_literacy_proxy_sensitivity,ACE-E021,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,475975,1044377,256411.597,0.000,116859.587,1144225.555,,,,S_unknown,,,78.35759735,90.2,23.493768799339,210,120083,912737,4073049,18664571,16.77,MV-1,D3,false,Territory tertiary-enrollment proxy at or above 15%; scenario selects a complete algebra/trigonometry bridge.,1612429,5474018,21073801,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",71,71,70,71,78,70,78
EXP-011,Nias,nia-Latn-ID,true,single_valid_bcp47,resolved_explicit_scoring_profile_population_scope_preserved,provisional_gross_ceiling_and_sensitivity_only,Indonesia Nias Latin-script edition,Indonesia,POP-ID-017,747168,747168,source_interval_or_exact_bounds,747168,747168,747168,persons,daily_language_at_home_age5plus_persons,standalone_observation,2010,PM-S005,"Table L4.1, printed p. 47",R2_100k_to_999k,1.000000,1.000000,0.000000,0.960000,1.000000,territory_adult_literacy_proxy_sensitivity,ACE-E021,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,358641,747168,183441.937,0.000,88052.130,818601.634,,,,S_unknown,,,72.78075544,99.9,44.8813034886441,210,120083,912737,4073049,18664571,16.77,MV-1,D3,false,Territory tertiary-enrollment proxy at or above 15%; scenario selects a complete algebra/trigonometry bridge.,1612429,5474018,21073801,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",74,74,72,73,81,72,81
EXP-030,Ndau,ndc-Latn-ZW,true,single_valid_bcp47,resolved_explicit_scoring_profile_population_scope_preserved,provisional_gross_ceiling_and_sensitivity_only,Zimbabwe Ndau Latin-script edition,Zimbabwe,POP-ZW-006,372607,372607,source_interval_or_exact_bounds,372607,372607,372607,persons,census_mother_tongue_persons,standalone_observation,2022,PM-S011,"Table 2.17, printed p. 123",R2_100k_to_999k,1.000000,1.000000,0.000000,0.932300,1.000000,territory_adult_literacy_proxy_sensitivity,ACE-E021,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,173691,372607,91481.099,0.000,42643.916,408230.410,,,,S_unknown,,,41.64279938,62,7.74912957845971,210,120083,912737,4073049,18664571,16.77,MV-1,D2,false,Conservative default when exact learner-demand evidence is absent or the territory tertiary-enrollment proxy is below 15%.,1087145,4356012,18630029,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",77,77,75,77,84,75,84
EXP-031,Makasai,mkz-Latn-TL,true,single_valid_bcp47,resolved_explicit_scoring_profile_population_scope_preserved,provisional_gross_ceiling_and_sensitivity_only,Timor-Leste Makasai Latin-script edition,Timor-Leste,ALG-TL-L003,123840,123840,source_interval_or_exact_bounds,123840,123840,123840,persons,census_mother_tongue_persons,direct_language_population_observation,2015,ALG-S014,"Sheet 2.12, Table 12",R2_100k_to_999k,1.000000,1.000000,0.000000,0.694000,1.000000,territory_adult_literacy_proxy_sensitivity,ACE-E021,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,42972,123840,30404.741,0.000,10550.445,135679.829,,,,S_unknown,,,35.04199982,94.3,30.9611108169641,210,120083,912737,4073049,18664571,16.77,MV-1,D2,true,"Territory adult-literacy proxy below 70%; the selected corpus lacks foundational numeracy/pre-algebra, so Algebra and Trigonometry is a second step rather than a substitute.",1087145,4356012,18630029,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",84,84,83,84,89,83,89
EXP-036,New Zealand Samoan,sm-Latn-NZ,true,single_valid_bcp47,resolved_explicit_scoring_profile_population_scope_preserved,provisional_gross_ceiling_and_sensitivity_only,New Zealand Samoan Latin-script edition,New Zealand,POP-NZ-003,110539,110543,source_interval_or_exact_bounds,110539,110541,110543,persons,census_languages_spoken_multiple_response_persons,standalone_observation,2023,PM-S014,"Total New Zealand population, 2023 column",R2_100k_to_999k,1.000000,1.000000,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,27635,110543,27139.619,0.000,6784.905,121111.558,,,,S_unknown,,Low,93.51930237,100,77.2406463623047,210,120083,912737,4073049,18664571,16.77,MV-1,D3,false,Territory tertiary-enrollment proxy at or above 15%; scenario selects a complete algebra/trigonometry bridge.,1612429,5474018,21073801,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",85,85,86,85,90,85,90
EXP-026,Ashaninka,cni-Latn-PE,true,single_valid_bcp47,resolved_explicit_scoring_profile_population_scope_preserved,provisional_gross_ceiling_and_sensitivity_only,Peru Ashaninka Latin-script edition,Peru,POP-PE-003,73567,73567,source_interval_or_exact_bounds,73567,73567,73567,persons,census_language_learned_in_childhood_age3plus_persons,standalone_observation,2017,PM-S007,"Cuadro 4, printed p. 618",R1_below_100k,1.000000,1.000000,0.000000,0.936600,1.000000,territory_adult_literacy_proxy_sensitivity,ACE-E021,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,34451,73567,18061.899,0.000,8458.388,80600.436,,,,S_unknown,,,81.95705992,96.5,,210,120083,912737,4073049,18664571,16.77,MV-1,D2,false,Conservative default when exact learner-demand evidence is absent or the territory tertiary-enrollment proxy is below 15%.,1087145,4356012,18630029,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",87,87,85,88,92,85,92
EXP-037,Irish daily-use profile,ga-Latn-IE,true,single_valid_bcp47,resolved_explicit_scoring_profile_population_scope_preserved,provisional_gross_ceiling_and_sensitivity_only,Ireland Irish Latin-script daily-use edition,Ireland,POP-EU-003,71968,71968,source_interval_or_exact_bounds,71968,71968,71968,persons,self_reported_daily_use_outside_education_persons,daily_use_outside_education_subset,2022,PM-S016,Figure 6.4 and release text,R1_below_100k,1.000000,1.000000,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,17992,71968,17669.318,0.000,4417.330,78848.562,84,0,0.166667,S1_resource_abundance_control_candidate,2999,Low,97.18769836,100,77.5933380126953,210,120083,912737,4073049,18664571,16.77,MV-1,D3,false,Territory tertiary-enrollment proxy at or above 15%; scenario selects a complete algebra/trigonometry bridge.,1612429,5474018,21073801,false,true,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",89,89,92,89,32,32,92
EXP-032,Kemak,kem-Latn-TL,true,single_valid_bcp47,resolved_explicit_scoring_profile_population_scope_preserved,provisional_gross_ceiling_and_sensitivity_only,Timor-Leste Kemak Latin-script edition,Timor-Leste,ALG-TL-L006,68995,68995,source_interval_or_exact_bounds,68995,68995,68995,persons,census_mother_tongue_persons,direct_language_population_observation,2015,ALG-S014,"Sheet 2.12, Table 12",R1_below_100k,1.000000,1.000000,0.000000,0.694000,1.000000,territory_adult_literacy_proxy_sensitivity,ACE-E021,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,23941,68995,16939.398,0.000,5877.971,75591.326,,,,S_unknown,,,35.04199982,94.3,30.9611108169641,210,120083,912737,4073049,18664571,16.77,MV-1,D2,true,"Territory adult-literacy proxy below 70%; the selected corpus lacks foundational numeracy/pre-algebra, so Algebra and Trigonometry is a second step rather than a substitute.",1087145,4356012,18630029,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",90,90,88,90,94,88,94
EXP-033,Bunak,bfn-Latn-TL,true,single_valid_bcp47,resolved_explicit_scoring_profile_population_scope_preserved,provisional_gross_ceiling_and_sensitivity_only,Timor-Leste Bunak Latin-script edition,Timor-Leste,ALG-TL-L007,64686,64686,source_interval_or_exact_bounds,64686,64686,64686,persons,census_mother_tongue_persons,direct_language_population_observation,2015,ALG-S014,"Sheet 2.12, Table 12",R1_below_100k,1.000000,1.000000,0.000000,0.694000,1.000000,territory_adult_literacy_proxy_sensitivity,ACE-E021,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,22446,64686,15881.469,0.000,5510.870,70870.360,,,,S_unknown,,,35.04199982,94.3,30.9611108169641,210,120083,912737,4073049,18664571,16.77,MV-1,D2,true,"Territory adult-literacy proxy below 70%; the selected corpus lacks foundational numeracy/pre-algebra, so Algebra and Trigonometry is a second step rather than a substitute.",1087145,4356012,18630029,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",91,91,89,91,95,89,95
EXP-027,Awajun,agr-Latn-PE,true,single_valid_bcp47,resolved_explicit_scoring_profile_population_scope_preserved,provisional_gross_ceiling_and_sensitivity_only,Peru Awajun Latin-script edition,Peru,POP-PE-004,56584,56584,source_interval_or_exact_bounds,56584,56584,56584,persons,census_language_learned_in_childhood_age3plus_persons,standalone_observation,2017,PM-S007,"Cuadro 4, printed p. 618",R1_below_100k,1.000000,1.000000,0.000000,0.936600,1.000000,territory_adult_literacy_proxy_sensitivity,ACE-E021,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,26498,56584,13892.295,0.000,6505.762,61993.762,,,,S_unknown,,,81.95705992,96.5,,210,120083,912737,4073049,18664571,16.77,MV-1,D2,false,Conservative default when exact learner-demand evidence is absent or the territory tertiary-enrollment proxy is below 15%.,1087145,4356012,18630029,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",92,92,87,92,96,87,96
EXP-034,Tokodede,tkd-Latn-TL,true,single_valid_bcp47,resolved_explicit_scoring_profile_population_scope_preserved,provisional_gross_ceiling_and_sensitivity_only,Timor-Leste Tokodede Latin-script edition,Timor-Leste,ALG-TL-L008,46784,46784,source_interval_or_exact_bounds,46784,46784,46784,persons,census_mother_tongue_persons,direct_language_population_observation,2015,ALG-S014,"Sheet 2.12, Table 12",R1_below_100k,1.000000,1.000000,0.000000,0.694000,1.000000,territory_adult_literacy_proxy_sensitivity,ACE-E021,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,16234,46784,11486.235,0.000,3985.724,51256.824,,,,S_unknown,,,35.04199982,94.3,30.9611108169641,210,120083,912737,4073049,18664571,16.77,MV-1,D2,true,"Territory adult-literacy proxy below 70%; the selected corpus lacks foundational numeracy/pre-algebra, so Algebra and Trigonometry is a second step rather than a substitute.",1087145,4356012,18630029,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",94,94,93,94,97,93,97
EXP-028,Shipibo-Konibo,shp-Latn-PE,true,single_valid_bcp47,resolved_explicit_scoring_profile_population_scope_preserved,provisional_gross_ceiling_and_sensitivity_only,Peru Shipibo-Konibo Latin-script edition,Peru,POP-PE-005,34152,34152,source_interval_or_exact_bounds,34152,34152,34152,persons,census_language_learned_in_childhood_age3plus_persons,standalone_observation,2017,PM-S007,"Cuadro 4, printed p. 618",R1_below_100k,1.000000,1.000000,0.000000,0.936600,1.000000,territory_adult_literacy_proxy_sensitivity,ACE-E021,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,15993,34152,8384.873,0.000,3926.636,37417.131,,,,S_unknown,,,81.95705992,96.5,,210,120083,912737,4073049,18664571,16.77,MV-1,D2,false,Conservative default when exact learner-demand evidence is absent or the territory tertiary-enrollment proxy is below 15%.,1087145,4356012,18630029,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",96,96,94,97,99,94,99
EXP-035,Waima'a,wmh-Latn-TL,true,single_valid_bcp47,resolved_explicit_scoring_profile_population_scope_preserved,provisional_gross_ceiling_and_sensitivity_only,Timor-Leste Waima'a Latin-script edition,Timor-Leste,ALG-TL-L010,21227,21227,source_interval_or_exact_bounds,21227,21227,21227,persons,census_mother_tongue_persons,direct_language_population_observation,2015,ALG-S014,"Sheet 2.12, Table 12",R1_below_100k,1.000000,1.000000,0.000000,0.694000,1.000000,territory_adult_literacy_proxy_sensitivity,ACE-E021,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,7366,21227,5211.575,0.000,1808.417,23256.425,,,,S_unknown,,,35.04199982,94.3,30.9611108169641,210,120083,912737,4073049,18664571,16.77,MV-1,D2,true,"Territory adult-literacy proxy below 70%; the selected corpus lacks foundational numeracy/pre-algebra, so Algebra and Trigonometry is a second step rather than a substitute.",1087145,4356012,18630029,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",99,99,98,99,102,98,102
EXP-002,Pakistani Pashto,ps-Arab-PK,false,single_valid_bcp47_population_join_unresolved,exact_production_profile_population_category_mismatch,exclude_D0_profile_population_mismatch,Pakistan Pashto Arabic-script national umbrella edition,Pakistan,POP-PK-004,43633946,43633946,source_interval_or_exact_bounds,43633946,43633946,43633946,persons,census_mother_tongue_persons,standalone_observation,2023,PM-S003,"Table 11, national row",R4_10m_to_49m,1.000000,1.000000,0.000000,0.588600,1.000000,territory_adult_literacy_proxy_sensitivity,ACE-E021,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,,,,,,,,,,,S_unknown,,,57.253,95.7,10.8564126844434,210,120083,912737,4073049,18664571,16.77,,,false,D0 profile/population mismatch: no production recommendation until an exact population-to-edition join is established.,,,,false,false,ineligible_D0_profile_population_mismatch,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count. This D0 row preserves the population cell and exact production profile but excludes all rankings because the source category is broader than the profile.",,,,,,,
EXP-012,Oromo,om-Latn-ET,false,single_valid_bcp47_population_join_unresolved,exact_production_profile_population_category_mismatch,exclude_D0_profile_population_mismatch,Ethiopia Oromo Latin-script national umbrella edition,Ethiopia,POP-ET-001,24930424,24930424,source_interval_or_exact_bounds,24930424,24930424,24930424,persons,census_mother_tongue_persons,standalone_observation,2007,PM-S020,"Table 3.2, printed pp. 91-93",R4_10m_to_49m,1.000000,1.000000,0.000000,0.604600,1.000000,territory_adult_literacy_proxy_sensitivity,ACE-E021,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,,,,,,,,,,,S_unknown,,,21.94129944,56.6,,210,120083,912737,4073049,18664571,16.77,,,false,D0 profile/population mismatch: no production recommendation until an exact population-to-edition join is established.,,,,false,false,ineligible_D0_profile_population_mismatch,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count. This D0 row preserves the population cell and exact production profile but excludes all rankings because the source category is broader than the profile.",,,,,,,
