"source_id","source_domain","used_in_table2","used_in_top100","table2_intervention_ids","top100_intervention_ids","title","corporate_author_or_institution","registered_date_or_year","accessed_date","source_type","authority_level_or_tier","territory","measure_or_exact_evidence","source_locator","url","local_witness_workspace_relative","registered_bytes","recomputed_bytes","bytes_status","registered_sha256","recomputed_sha256","hash_status","apa_date_rendered","apa_authorship_basis","apa_reference_draft","manuscript_source_note","limitations"
"PM-S016","population_authority","true","true","EXP-037","EXP-037","Census of Population 2022 Summary Results: Education and Irish Language","Central Statistics Office Ireland","2022","2026-08-25","official census release","1","Ireland","Population aged 3 and over reporting ability to speak Irish; and daily use outside education","Table 6.2 and Figure 6.4 text","https://www.cso.ie/en/releasesandpublications/ep/p-cpsr/censusofpopulation2022-summaryresults/educationandirishlanguage/","","","","NO_WITNESS_REGISTERED","","","NO_WITNESS_REGISTERED","2022","registered authority used as corporate author","Central Statistics Office Ireland. (2022). *Census of Population 2022 Summary Results: Education and Irish Language* [official census release]. https://www.cso.ie/en/releasesandpublications/ep/p-cpsr/censusofpopulation2022-summaryresults/educationandirishlanguage/","PM-S016 supplies Population aged 3 and over reporting ability to speak Irish; and daily use outside education for Ireland. Registered locator: Table 6.2 and Figure 6.4 text. Registered temporal field: 2022. Caveat: Ability and daily-use measures are not interchangeable; cells are separated and must not be summed.","Ability and daily-use measures are not interchangeable; cells are separated and must not be summed."
"PM-S020","population_authority","true","true","EXP-013;EXP-014;EXP-015;EXP-016;EXP-017;NAT-065","EXP-013;EXP-014;EXP-015;EXP-016;EXP-017;NAT-065","Population and Housing Census 2007: National Statistical Report","Central Statistical Agency of Ethiopia (now Ethiopian Statistical Service)","2007","2026-08-25","official census statistical report","1","Ethiopia","Population by mother tongue used with family members or guardians during childhood","Table 3.2, printed pp. 91-93, Urban + Rural both sexes","https://ess.gov.et/wp-content/uploads/2007/09/Population-and-Housing-Census-2007-National_Statistical.pdf","01_methodology/research_department/ai_compute_educational_access_20260825/staging/population_matrix/sources/Ethiopia_2007_National_Statistical.pdf","","1800308","NOT_REGISTERED_RECOMPUTED","E21590781EC9843018369A590EAADE3B9407AE87E492B2A52451675E69FF396F","E21590781EC9843018369A590EAADE3B9407AE87E492B2A52451675E69FF396F","PASS","2007","registered authority used as corporate author","Central Statistical Agency of Ethiopia (now Ethiopian Statistical Service). (2007). *Population and Housing Census 2007: National Statistical Report* [official census statistical report]. https://ess.gov.et/wp-content/uploads/2007/09/Population-and-Housing-Census-2007-National_Statistical.pdf","PM-S020 supplies Population by mother tongue used with family members or guardians during childhood for Ethiopia. Registered locator: Table 3.2, printed pp. 91-93, Urban + Rural both sexes. Registered temporal field: 2007. Caveat: The observation is old but remains the latest Ethiopian national census. Several census labels, especially Guragiegna, aggregate distinct languages; counts are not current projections.","The observation is old but remains the latest Ethiopian national census. Several census labels, especially Guragiegna, aggregate distinct languages; counts are not current projections."
"TH-S001","population_authority","true","true","NAT-029","NAT-029","The 2010 Population and Housing Census (Whole Kingdom)","National Statistical Office Thailand","2010-09-01","2026-08-25","official national census report","1","Thailand","Population by usual languages spoken at home","Table 7, PDF pp. 98-99; census day described on PDF pp. 49-50","https://catalogapi.nso.go.th/api/doc/department/D10/SD10_04/SD10_04_165_2.pdf","01_methodology/research_department/ai_compute_educational_access_20260825/sources/Thailand_2010_Census_Table7_Home_Languages.pdf","","8081815","NOT_REGISTERED_RECOMPUTED","9A3A58232A25398D0FAAA8812A075D3019C34F99237227FD1BFE2D316F7BAAD8","9A3A58232A25398D0FAAA8812A075D3019C34F99237227FD1BFE2D316F7BAAD8","PASS","2010, September 1","registered authority used as corporate author","National Statistical Office Thailand. (2010, September 1). *The 2010 Population and Housing Census (Whole Kingdom)* [official national census report]. https://catalogapi.nso.go.th/api/doc/department/D10/SD10_04/SD10_04_165_2.pdf","TH-S001 supplies Population by usual languages spoken at home for Thailand. Registered locator: Table 7, PDF pp. 98-99; census day described on PDF pp. 49-50. Registered temporal field: 2010-09-01. Caveat: The table mixes mutually exclusive Thai-only/Thai-plus-other/other-only strata with named other-language categories that can overlap the Thai-plus-other stratum. English labels contain several typographic or country-name substitutions. Counts are 2010 observations, not current projections; the report warns that independently rounded totals may differ slightly.","The table mixes mutually exclusive Thai-only/Thai-plus-other/other-only strata with named other-language categories that can overlap the Thai-plus-other stratum. English labels contain several typographic or country-name substitutions. Counts are 2010 observations, not current projections; the report warns that independently rounded totals may differ slightly."
"ZA-S001","population_authority","true","true","EXP-019;EXP-020;EXP-021;EXP-022;EXP-023;EXP-024;EXP-025;NAT-073;NAT-074","EXP-019;EXP-020;EXP-021;EXP-022;EXP-023;EXP-024;EXP-025;NAT-073;NAT-074","Census 2022 in Brief","Statistics South Africa","2024-06","2026-08-25","official national census report","1","South Africa","Population aged 1 year and older by language most often spoken in the household","Table 3.8 (1)-(2), printed pp. 26-27; PDF pp. 34-35","https://www.statssa.gov.za/publications/Census2022inBrief/Census2022inBriefJune2024.pdf","01_methodology/research_department/ai_compute_educational_access_20260825/staging/africa_gap_data/sources/South_Africa_Census_2022_in_Brief_June_2024.pdf","1235449","1235449","PASS","78FE83B5CDEC6DF3DBD491B456F1A5612064DB3125E516419E8C86FAA1CF612B","78FE83B5CDEC6DF3DBD491B456F1A5612064DB3125E516419E8C86FAA1CF612B","PASS","n.d.","registered authority used as corporate author","Statistics South Africa. (n.d.). *Census 2022 in Brief* [official national census report]. Retrieved August 25, 2026, from https://www.statssa.gov.za/publications/Census2022inBrief/Census2022inBriefJune2024.pdf","ZA-S001 supplies Population aged 1 year and older by language most often spoken in the household for South Africa. Registered locator: Table 3.8 (1)-(2), printed pp. 26-27; PDF pp. 34-35. Registered temporal field: 2024-06. Caveat: The measure is language most often spoken with other household members, not mother tongue, proficiency, literacy, or academic-language comfort. The table excludes Not applicable (638,736) and Unspecified (258,967). Census label 'Sign language' does not identify a signed-language variety.","The measure is language most often spoken with other household members, not mother tongue, proficiency, literacy, or academic-language comfort. The table excludes Not applicable (638,736) and Unspecified (258,967). Census label 'Sign language' does not identify a signed-language variety."
"S-ACS","profile_authority","true","true","OBS-GRG-US-002;OBS-GRG-US-005;OBS-GRG-US-006;OBS-GRG-US-009;OBS-GRG-US-011;OBS-GRG-US-013;OBS-GRG-US-015;OBS-GRG-US-016;OBS-GRG-US-021;OBS-GRG-US-028;OBS-GRG-US-029;OBS-GRG-US-030;OBS-GRG-US-035","OBS-GRG-US-029;OBS-GRG-US-030","Detailed Languages Spoken at Home and Ability to Speak English for the Population 5 Years and Over in the United States: 2017-2021","U.S. Census Bureau","","2026-08-25","official census workbook","primary national statistical authority","","Nation worksheet supplies the retained point estimates and 90% margins of error; universe is age 5+ language spoken at home","Nation worksheet supplies the retained point estimates and 90% margins of error; universe is age 5+ language spoken at home","https://www2.census.gov/programs-surveys/demo/tables/language-use/2017/2017-2021-acs-lang-tables-nation.xlsx","01_methodology/research_department/ai_compute_educational_access_20260825/staging/resolve_unresolved_profiles/witnesses/US_Census_ACS_2017_2021_detailed_languages.xlsx","37971","37971","PASS","724E415C533B268820367A85739F76F4EC4CCC881A19C9C52C908E447D1C2533","724E415C533B268820367A85739F76F4EC4CCC881A19C9C52C908E447D1C2533","PASS","n.d.","registered institution used as corporate-author candidate; no personal creator or publication-date field is registered","U.S. Census Bureau. (n.d.). *Detailed Languages Spoken at Home and Ability to Speak English for the Population 5 Years and Over in the United States: 2017-2021* [official census workbook]. Retrieved August 25, 2026, from https://www2.census.gov/programs-surveys/demo/tables/language-use/2017/2017-2021-acs-lang-tables-nation.xlsx","S-ACS is profile/orthography authority for the interventions listed here. Exact registered evidence: Nation worksheet supplies the retained point estimates and 90% margins of error; universe is age 5+ language spoken at home. Authority level: primary national statistical authority. The register supplies no publication date; n.d. and the access date are retained rather than inferred.","Publication date is not registered locally; the source is used only for the exact profile/orthography claim recorded in exact_evidence."
"S-APW","profile_authority","true","false","OBS-GRG-US-002","","The Pronunciation and Spelling of Dilzhe'e Apache","Dilzhe'e Apache Dictionary","","2026-08-25","community dictionary orthography","community language-resource authority","","Defines the dictionary spelling and its explicit changes from White Mountain and San Carlos Western Apache practice","Defines the dictionary spelling and its explicit changes from White Mountain and San Carlos Western Apache practice","https://dilzhee.western-apache.org/Spelling","01_methodology/research_department/ai_compute_educational_access_20260825/staging/resolve_unresolved_profiles/witnesses/western_apache_spelling.html","203281","203281","PASS","7D9EA00C2CACF446641038840FD882649E1F0548F440E616ED56E5DA73CED4B8","7D9EA00C2CACF446641038840FD882649E1F0548F440E616ED56E5DA73CED4B8","PASS","n.d.","registered institution used as corporate-author candidate; no personal creator or publication-date field is registered","Dilzhe'e Apache Dictionary. (n.d.). *The Pronunciation and Spelling of Dilzhe'e Apache* [community dictionary orthography]. Retrieved August 25, 2026, from https://dilzhee.western-apache.org/Spelling","S-APW is profile/orthography authority for the interventions listed here. Exact registered evidence: Defines the dictionary spelling and its explicit changes from White Mountain and San Carlos Western Apache practice. Authority level: community language-resource authority. The register supplies no publication date; n.d. and the access date are retained rather than inferred.","Publication date is not registered locally; the source is used only for the exact profile/orthography claim recorded in exact_evidence."
"S-CH-GU","profile_authority","true","false","OBS-GRG-US-021","","Utugrafihan CHamoru Guahan","Kumision i Fino' CHamoru yan i Fina'naguen i Historia yan i Lina'la' i Taotao Tano'","","2026-08-25","official orthography","Guam statutory language commission","","Complete adopted 2024 Guam CHamoru orthography","Complete adopted 2024 Guam CHamoru orthography","https://kumisionchamoru.guam.gov/wp-content/uploads/2024/07/utugrafihan_chamoru_guahan.pdf","01_methodology/research_department/ai_compute_educational_access_20260825/staging/resolve_unresolved_profiles/witnesses/guam_chamoru_orthography_2024.pdf","2078055","2078055","PASS","BBB7FB725CCFD7DC0797D25BDF1E41C7A337065E9FC6975F939C3B821A4E8A3E","BBB7FB725CCFD7DC0797D25BDF1E41C7A337065E9FC6975F939C3B821A4E8A3E","PASS","n.d.","registered institution used as corporate-author candidate; no personal creator or publication-date field is registered","Kumision i Fino' CHamoru yan i Fina'naguen i Historia yan i Lina'la' i Taotao Tano'. (n.d.). *Utugrafihan CHamoru Guahan* [official orthography]. Retrieved August 25, 2026, from https://kumisionchamoru.guam.gov/wp-content/uploads/2024/07/utugrafihan_chamoru_guahan.pdf","S-CH-GU is profile/orthography authority for the interventions listed here. Exact registered evidence: Complete adopted 2024 Guam CHamoru orthography. Authority level: Guam statutory language commission. The register supplies no publication date; n.d. and the access date are retained rather than inferred.","Publication date is not registered locally; the source is used only for the exact profile/orthography claim recorded in exact_evidence."
"S-CH-MP","profile_authority","true","false","OBS-GRG-US-021","","Revised Chamorro-English Dictionary introduction","Inetnun Kutturan Natibun Marianas / Kkoor Aramasal Marianas","","2026-08-25","community dictionary documentation","CNMI community language institution","","States there are two standard orthographies and that all headwords use the official CNMI orthography adopted in 2010","States there are two standard orthographies and that all headwords use the official CNMI orthography adopted in 2010","https://natibunmarianas.org/dictionary-introduction/","01_methodology/research_department/ai_compute_educational_access_20260825/staging/resolve_unresolved_profiles/witnesses/chamorro_cnmi_natibun.html","129785","129785","PASS","37754CAAE7E7E95911E898C1021286C77A315DCDF7576E614A416B21A68E004E","37754CAAE7E7E95911E898C1021286C77A315DCDF7576E614A416B21A68E004E","PASS","n.d.","registered institution used as corporate-author candidate; no personal creator or publication-date field is registered","Inetnun Kutturan Natibun Marianas / Kkoor Aramasal Marianas. (n.d.). *Revised Chamorro-English Dictionary introduction* [community dictionary documentation]. Retrieved August 25, 2026, from https://natibunmarianas.org/dictionary-introduction/","S-CH-MP is profile/orthography authority for the interventions listed here. Exact registered evidence: States there are two standard orthographies and that all headwords use the official CNMI orthography adopted in 2010. Authority level: CNMI community language institution. The register supplies no publication date; n.d. and the access date are retained rather than inferred.","Publication date is not registered locally; the source is used only for the exact profile/orthography claim recorded in exact_evidence."
"S-CHO-MS","profile_authority","true","false","OBS-GRG-US-006","","Mississippi Band of Choctaw Indians 2023 Tribal Profile","Mississippi Band of Choctaw Indians","","2026-08-25","official tribal publication","tribal government","","Describes the modern Mississippi Choctaw alphabet as a variant of the Byington alphabet and documents tribal language programming","Describes the modern Mississippi Choctaw alphabet as a variant of the Byington alphabet and documents tribal language programming","https://www.choctaw.org/wp-content/uploads/2024/01/2023-Tribal-Profile_v19-updated.pdf","01_methodology/research_department/ai_compute_educational_access_20260825/staging/resolve_unresolved_profiles/witnesses/mississippi_choctaw_tribal_profile_2023.pdf","54522750","54522750","PASS","26919908034AFC1178DF30D581FAD4D31F0BCCF6A52E120C1D63BD20B7ECE860","26919908034AFC1178DF30D581FAD4D31F0BCCF6A52E120C1D63BD20B7ECE860","PASS","n.d.","registered institution used as corporate-author candidate; no personal creator or publication-date field is registered","Mississippi Band of Choctaw Indians. (n.d.). *Mississippi Band of Choctaw Indians 2023 Tribal Profile* [official tribal publication]. Retrieved August 25, 2026, from https://www.choctaw.org/wp-content/uploads/2024/01/2023-Tribal-Profile_v19-updated.pdf","S-CHO-MS is profile/orthography authority for the interventions listed here. Exact registered evidence: Describes the modern Mississippi Choctaw alphabet as a variant of the Byington alphabet and documents tribal language programming. Authority level: tribal government. The register supplies no publication date; n.d. and the access date are retained rather than inferred.","Publication date is not registered locally; the source is used only for the exact profile/orthography claim recorded in exact_evidence."
"S-CHO-OK","profile_authority","true","false","OBS-GRG-US-006","","Choctaw alphabet","Choctaw Nation of Oklahoma School of Choctaw Language","","2026-08-25","official tribal-language reference","tribal government language authority","","Defines the Choctaw Nation instructional alphabet","Defines the Choctaw Nation instructional alphabet","https://dictionary.choctawnation.com/alphabet/","01_methodology/research_department/ai_compute_educational_access_20260825/staging/resolve_unresolved_profiles/witnesses/choctaw_oklahoma_alphabet.html","33103","33103","PASS","C27B195E415A219BA847CD4C3DB73E5A85C7769F9BCFD3F54D29E0ACA2A8DBB3","C27B195E415A219BA847CD4C3DB73E5A85C7769F9BCFD3F54D29E0ACA2A8DBB3","PASS","n.d.","registered institution used as corporate-author candidate; no personal creator or publication-date field is registered","Choctaw Nation of Oklahoma School of Choctaw Language. (n.d.). *Choctaw alphabet* [official tribal-language reference]. Retrieved August 25, 2026, from https://dictionary.choctawnation.com/alphabet/","S-CHO-OK is profile/orthography authority for the interventions listed here. Exact registered evidence: Defines the Choctaw Nation instructional alphabet. Authority level: tribal government language authority. The register supplies no publication date; n.d. and the access date are retained rather than inferred.","Publication date is not registered locally; the source is used only for the exact profile/orthography claim recorded in exact_evidence."
"S-DAKOTA-DIO","profile_authority","true","false","OBS-GRG-US-015","","About Dakhota Iapi Okhodakichiye","Dakhota Iapi Okhodakichiye","","2026-08-25","community language institution","community authority","","Delimits the organization to Eastern/Santee-Sisseton Dakota language work","Delimits the organization to Eastern/Santee-Sisseton Dakota language work","https://dakhota.org/about-dio/","01_methodology/research_department/ai_compute_educational_access_20260825/staging/resolve_unresolved_profiles/witnesses/dakota_dio_about.html","56964","56964","PASS","B49AE1FCDCADCD7B1007368DAFD3DD49FE4D6659C70D65B37AC10D4C6EA7D82E","B49AE1FCDCADCD7B1007368DAFD3DD49FE4D6659C70D65B37AC10D4C6EA7D82E","PASS","n.d.","registered institution used as corporate-author candidate; no personal creator or publication-date field is registered","Dakhota Iapi Okhodakichiye. (n.d.). *About Dakhota Iapi Okhodakichiye* [community language institution]. Retrieved August 25, 2026, from https://dakhota.org/about-dio/","S-DAKOTA-DIO is profile/orthography authority for the interventions listed here. Exact registered evidence: Delimits the organization to Eastern/Santee-Sisseton Dakota language work. Authority level: community authority. The register supplies no publication date; n.d. and the access date are retained rather than inferred.","Publication date is not registered locally; the source is used only for the exact profile/orthography claim recorded in exact_evidence."
"S-DAKOTA-SWC","profile_authority","true","false","OBS-GRG-US-015","","Dakota Dictionary introduction","Sisseton Wahpeton College","","2026-08-25","tribal-college dictionary documentation","tribal college","","Documents the University of Minnesota orthography used at Sisseton Wahpeton College and contrasts another system","Documents the University of Minnesota orthography used at Sisseton Wahpeton College and contrasts another system","https://dakotadictionary.hartman-technology.com/uploads/content/Introduction.pdf","01_methodology/research_department/ai_compute_educational_access_20260825/staging/resolve_unresolved_profiles/witnesses/dakota_swc_introduction.pdf","872513","872513","PASS","17DC652746EB152FF02490C7F0A884C326D0808B2DD0F3D9399E7788558E278D","17DC652746EB152FF02490C7F0A884C326D0808B2DD0F3D9399E7788558E278D","PASS","n.d.","registered institution used as corporate-author candidate; no personal creator or publication-date field is registered","Sisseton Wahpeton College. (n.d.). *Dakota Dictionary introduction* [tribal-college dictionary documentation]. Retrieved August 25, 2026, from https://dakotadictionary.hartman-technology.com/uploads/content/Introduction.pdf","S-DAKOTA-SWC is profile/orthography authority for the interventions listed here. Exact registered evidence: Documents the University of Minnesota orthography used at Sisseton Wahpeton College and contrasts another system. Authority level: tribal college. The register supplies no publication date; n.d. and the access date are retained rather than inferred.","Publication date is not registered locally; the source is used only for the exact profile/orthography claim recorded in exact_evidence."
"S-GARIFUNA-ALPH","profile_authority","true","false","OBS-GRG-US-035","","Alfabeto Garifuna","Honduras Secretaria de las Culturas las Artes y los Patrimonios","","2026-08-25","official alphabet","national government authority","","Publishes the alphabet used for the Honduras educational profile","Publishes the alphabet used for the Honduras educational profile","https://arc.secapph.gob.hn/wp-content/uploads/2025/10/Alfabeto-Garifuna.pdf","01_methodology/research_department/ai_compute_educational_access_20260825/staging/resolve_unresolved_profiles/witnesses/honduras_garifuna_alphabet.pdf","888366","888366","PASS","E3DFFDBB31C3AD651E8221C9480C1D2BDCE5DE5CAD0E9E7FF5CCE0A59D072DA1","E3DFFDBB31C3AD651E8221C9480C1D2BDCE5DE5CAD0E9E7FF5CCE0A59D072DA1","PASS","n.d.","registered institution used as corporate-author candidate; no personal creator or publication-date field is registered","Honduras Secretaria de las Culturas las Artes y los Patrimonios. (n.d.). *Alfabeto Garifuna* [official alphabet]. Retrieved August 25, 2026, from https://arc.secapph.gob.hn/wp-content/uploads/2025/10/Alfabeto-Garifuna.pdf","S-GARIFUNA-ALPH is profile/orthography authority for the interventions listed here. Exact registered evidence: Publishes the alphabet used for the Honduras educational profile. Authority level: national government authority. The register supplies no publication date; n.d. and the access date are retained rather than inferred.","Publication date is not registered locally; the source is used only for the exact profile/orthography claim recorded in exact_evidence."
"S-GARIFUNA-HN","profile_authority","true","false","OBS-GRG-US-035","","Unidad de Educacion Plurilingue y Multicultural","Honduras Secretaria de las Culturas las Artes y los Patrimonios","","2026-08-25","official government education page","national government authority","","Documents government production of Garifuna educational texts and links the official alphabet","Documents government production of Garifuna educational texts and links the official alphabet","https://arc.secapph.gob.hn/direccion-general-de-las-culturas-y-los-patrimonios/unidad-de-educacion-plurilingue-y-multicultural","01_methodology/research_department/ai_compute_educational_access_20260825/staging/resolve_unresolved_profiles/witnesses/garifuna_honduras_official.html","198222","198222","PASS","C4D0C91DD07C2FC460090E01F135199887E9C0087C9A9936D3561D01E2137839","C4D0C91DD07C2FC460090E01F135199887E9C0087C9A9936D3561D01E2137839","PASS","n.d.","registered institution used as corporate-author candidate; no personal creator or publication-date field is registered","Honduras Secretaria de las Culturas las Artes y los Patrimonios. (n.d.). *Unidad de Educacion Plurilingue y Multicultural* [official government education page]. Retrieved August 25, 2026, from https://arc.secapph.gob.hn/direccion-general-de-las-culturas-y-los-patrimonios/unidad-de-educacion-plurilingue-y-multicultural","S-GARIFUNA-HN is profile/orthography authority for the interventions listed here. Exact registered evidence: Documents government production of Garifuna educational texts and links the official alphabet. Authority level: national government authority. The register supplies no publication date; n.d. and the access date are retained rather than inferred.","Publication date is not registered locally; the source is used only for the exact profile/orthography claim recorded in exact_evidence."
"S-HOPI","profile_authority","true","false","OBS-GRG-US-009","","Learn Hopi / Third Mesa dictionary materials","Hopi Dictionary Project","","2026-08-25","institutional teaching and dictionary resource","community and University of Arizona project","","Provides a reproducible Third Mesa-oriented Hopi writing and teaching profile","Provides a reproducible Third Mesa-oriented Hopi writing and teaching profile","https://hopidictionary.com/wp-content/uploads/2024/10/learnhopi.pdf","01_methodology/research_department/ai_compute_educational_access_20260825/staging/resolve_unresolved_profiles/witnesses/hopi_learn_hopi_third_mesa.pdf","2878602","2878602","PASS","B4325F6F878976E5C210065DB1D5330C58BFC26F113569CE1F4134CFA7F5FA34","B4325F6F878976E5C210065DB1D5330C58BFC26F113569CE1F4134CFA7F5FA34","PASS","n.d.","registered institution used as corporate-author candidate; no personal creator or publication-date field is registered","Hopi Dictionary Project. (n.d.). *Learn Hopi / Third Mesa dictionary materials* [institutional teaching and dictionary resource]. Retrieved August 25, 2026, from https://hopidictionary.com/wp-content/uploads/2024/10/learnhopi.pdf","S-HOPI is profile/orthography authority for the interventions listed here. Exact registered evidence: Provides a reproducible Third Mesa-oriented Hopi writing and teaching profile. Authority level: community and University of Arizona project. The register supplies no publication date; n.d. and the access date are retained rather than inferred.","Publication date is not registered locally; the source is used only for the exact profile/orthography claim recorded in exact_evidence."
"S-IANA","profile_authority","true","true","OBS-GRG-US-002;OBS-GRG-US-005;OBS-GRG-US-006;OBS-GRG-US-009;OBS-GRG-US-011;OBS-GRG-US-013;OBS-GRG-US-015;OBS-GRG-US-016;OBS-GRG-US-021;OBS-GRG-US-028;OBS-GRG-US-029;OBS-GRG-US-030;OBS-GRG-US-035","OBS-GRG-US-029;OBS-GRG-US-030","Language Subtag Registry","Internet Assigned Numbers Authority","","2026-08-25","standards registry","primary international registry","","Validates emitted language/script/region components and identifies ik as a macrolanguage with esi and esk members","Validates emitted language/script/region components and identifies ik as a macrolanguage with esi and esk members","https://www.iana.org/assignments/language-subtag-registry/language-subtag-registry","01_methodology/research_department/ai_compute_educational_access_20260825/staging/resolve_unresolved_profiles/witnesses/iana_language_subtag_registry_20260825.txt","731799","731799","PASS","BE21E91B6851F750A7B1A687F11209D46AD5A8471D6B10A1EFC8D1DAC4C8A926","BE21E91B6851F750A7B1A687F11209D46AD5A8471D6B10A1EFC8D1DAC4C8A926","PASS","n.d.","registered institution used as corporate-author candidate; no personal creator or publication-date field is registered","Internet Assigned Numbers Authority. (n.d.). *Language Subtag Registry* [standards registry]. Retrieved August 25, 2026, from https://www.iana.org/assignments/language-subtag-registry/language-subtag-registry","S-IANA is profile/orthography authority for the interventions listed here. Exact registered evidence: Validates emitted language/script/region components and identifies ik as a macrolanguage with esi and esk members. Authority level: primary international registry. The register supplies no publication date; n.d. and the access date are retained rather than inferred.","Publication date is not registered locally; the source is used only for the exact profile/orthography claim recorded in exact_evidence."
"S-INUPIAQ","profile_authority","true","false","OBS-GRG-US-011","","Guide to the Inupiaq Language Collection","Alaska Native Language Archive / University of Alaska Fairbanks","","2026-08-25","public-university archive guide","public university","","Identifies two major groups and four dialect types and records an accepted 1970s orthography","Identifies two major groups and four dialect types and records an accepted 1970s orthography","https://www.uaf.edu/anla/collections/inupiaq/","01_methodology/research_department/ai_compute_educational_access_20260825/staging/resolve_unresolved_profiles/witnesses/uaf_inupiaq.html","29246","29246","PASS","AB623CC952A09F3FF7FBA94C51BD99FF7A9F77E09EE7043CE29947B2BE8DECCE","AB623CC952A09F3FF7FBA94C51BD99FF7A9F77E09EE7043CE29947B2BE8DECCE","PASS","n.d.","registered institution used as corporate-author candidate; no personal creator or publication-date field is registered","Alaska Native Language Archive / University of Alaska Fairbanks. (n.d.). *Guide to the Inupiaq Language Collection* [public-university archive guide]. Retrieved August 25, 2026, from https://www.uaf.edu/anla/collections/inupiaq/","S-INUPIAQ is profile/orthography authority for the interventions listed here. Exact registered evidence: Identifies two major groups and four dialect types and records an accepted 1970s orthography. Authority level: public university. The register supplies no publication date; n.d. and the access date are retained rather than inferred.","Publication date is not registered locally; the source is used only for the exact profile/orthography claim recorded in exact_evidence."
"S-INUPIAQ-NS","profile_authority","true","false","OBS-GRG-US-011","","North Slope Inupiaq lexicon","University of Alaska Fairbanks Documenting Alaskan and Neighboring Languages","","2026-08-25","public-university lexicon record","public university","","Identifies the completed lexicon as the definitive dictionary for North Slope Inupiaq","Identifies the completed lexicon as the definitive dictionary for North Slope Inupiaq","https://www.uaf.edu/danl/project-updates/edna-maclean/","01_methodology/research_department/ai_compute_educational_access_20260825/staging/resolve_unresolved_profiles/witnesses/uaf_north_slope_inupiaq_lexicon.html","18351","18351","PASS","970B00C33A6D3C1A3CAACB151DE23B5F1F4BE38528C88C75F7BEB5A543EDF22D","970B00C33A6D3C1A3CAACB151DE23B5F1F4BE38528C88C75F7BEB5A543EDF22D","PASS","n.d.","registered institution used as corporate-author candidate; no personal creator or publication-date field is registered","University of Alaska Fairbanks Documenting Alaskan and Neighboring Languages. (n.d.). *North Slope Inupiaq lexicon* [public-university lexicon record]. Retrieved August 25, 2026, from https://www.uaf.edu/danl/project-updates/edna-maclean/","S-INUPIAQ-NS is profile/orthography authority for the interventions listed here. Exact registered evidence: Identifies the completed lexicon as the definitive dictionary for North Slope Inupiaq. Authority level: public university. The register supplies no publication date; n.d. and the access date are retained rather than inferred.","Publication date is not registered locally; the source is used only for the exact profile/orthography claim recorded in exact_evidence."
"S-LKT","profile_authority","true","false","OBS-GRG-US-005","","Lakota Stories and Lakota Level 1 textbook","Lakota Language Consortium","","2026-08-25","institutional teaching and reader resources","language-teaching institution","","Defines a consistent contemporary phonemic orthography used in the reader and a pedagogically consistent textbook series","Defines a consistent contemporary phonemic orthography used in the reader and a pedagogically consistent textbook series","https://lakhota.org/product/lakota-stories-collected-by-ella-deloria/","01_methodology/research_department/ai_compute_educational_access_20260825/staging/resolve_unresolved_profiles/witnesses/lakota_llc_stories_orthography.html","131317","131317","PASS","390A10230B0A443F48801B46DCCF374FBF7E70AE9FB4A013AA7D569FCCD79B69","390A10230B0A443F48801B46DCCF374FBF7E70AE9FB4A013AA7D569FCCD79B69","PASS","n.d.","registered institution used as corporate-author candidate; no personal creator or publication-date field is registered","Lakota Language Consortium. (n.d.). *Lakota Stories and Lakota Level 1 textbook* [institutional teaching and reader resources]. Retrieved August 25, 2026, from https://lakhota.org/product/lakota-stories-collected-by-ella-deloria/","S-LKT is profile/orthography authority for the interventions listed here. Exact registered evidence: Defines a consistent contemporary phonemic orthography used in the reader and a pedagogically consistent textbook series. Authority level: language-teaching institution. The register supplies no publication date; n.d. and the access date are retained rather than inferred.","Publication date is not registered locally; the source is used only for the exact profile/orthography claim recorded in exact_evidence."
"S-ODAWA-DICT","profile_authority","true","false","OBS-GRG-US-013","","Nishnaabemwin Odawa and Eastern Ojibwe online dictionary","Algonquian Dictionaries Project","","2026-08-25","institutional dictionary","community and academic dictionary project","","Identifies an exact Odawa/Eastern Ojibwe dictionary data edition suitable as a named production profile","Identifies an exact Odawa/Eastern Ojibwe dictionary data edition suitable as a named production profile","https://dictionary.nishnaabemwin.atlas-ling.ca/","01_methodology/research_department/ai_compute_educational_access_20260825/staging/resolve_unresolved_profiles/witnesses/odawa_nishnaabemwin_dictionary.html","13595","13595","PASS","36DEB6850A8588133D491C462ED5746674BF01B1717AF6CC399307D5AADCD886","36DEB6850A8588133D491C462ED5746674BF01B1717AF6CC399307D5AADCD886","PASS","n.d.","registered institution used as corporate-author candidate; no personal creator or publication-date field is registered","Algonquian Dictionaries Project. (n.d.). *Nishnaabemwin Odawa and Eastern Ojibwe online dictionary* [institutional dictionary]. Retrieved August 25, 2026, from https://dictionary.nishnaabemwin.atlas-ling.ca/","S-ODAWA-DICT is profile/orthography authority for the interventions listed here. Exact registered evidence: Identifies an exact Odawa/Eastern Ojibwe dictionary data edition suitable as a named production profile. Authority level: community and academic dictionary project. The register supplies no publication date; n.d. and the access date are retained rather than inferred.","Publication date is not registered locally; the source is used only for the exact profile/orthography claim recorded in exact_evidence."
