curation_id,intervention_id,target_name,target_profile,target_type,candidate_rankability_status,observation_id,population_language_label,population_profile,territory,reference_year,measure_type,count_unit,exact_source_population,source_id,source_locator,join_suggestion_status,target_mapping_status,observation_use,overlap_group_id,automatic_curation_status,automatic_curation_reason,manual_disposition,manual_notes
CUR-0053,NAT-016,Afghan Pashto,ps-Arab-AF,natural_language,discovery_only_target_resolution_required,POP-PK-004,Pashto,PBS source label Pushto,Pakistan,2023,census_mother_tongue_persons,persons,43633946,PM-S003,"Table 11, national row",same_language_other_territory_review,source_observation_not_candidate_ready,context_or_sensitivity_only,,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0054,NAT-016,Afghan Pashto,ps-Arab-AF,natural_language,discovery_only_target_resolution_required,ASSEC-AF-PS-001,Pashto,NAT-016 ps-Arab-AF Afghan Pashto,Afghanistan,2020 estimate; republished in official report 2023,derived_2020_total_speakers_from_official_secondary_share_and_world_bank_denominator,persons,18753110,ASSEC-S018,afghanistan_language_derivation.md; CIA page captured 2023-01-02 language field; Netherlands COI report printed p.72 section 3.1.1.2 and footnotes 502-504; World Bank JSON indicator SP.POP.TOTL AFG 2020,strong_join_suggestion,exact_Pashto_national_core_match_to_NAT-016; displaced cohorts excluded; source does not establish orthography,gross_upper_bound_pending_intervention_edges,ASSEC-AF-MULTILINGUAL-SPEAKERS-2020,exclude_unresolved_target,"The candidate's exact variety, script, register, or standard is unresolved.",pending,
CUR-0055,NAT-017,Pakistani Pashto,ps-Arab-PK,natural_language,discovery_only_target_resolution_required,POP-PK-004,Pashto,PBS source label Pushto,Pakistan,2023,census_mother_tongue_persons,persons,43633946,PM-S003,"Table 11, national row",strong_join_suggestion,source_observation_not_candidate_ready,context_or_sensitivity_only,,exclude_unresolved_target,"The candidate's exact variety, script, register, or standard is unresolved.",pending,
CUR-0056,NAT-017,Pakistani Pashto,ps-Arab-PK,natural_language,discovery_only_target_resolution_required,ASSEC-AF-PS-001,Pashto,NAT-016 ps-Arab-AF Afghan Pashto,Afghanistan,2020 estimate; republished in official report 2023,derived_2020_total_speakers_from_official_secondary_share_and_world_bank_denominator,persons,18753110,ASSEC-S018,afghanistan_language_derivation.md; CIA page captured 2023-01-02 language field; Netherlands COI report printed p.72 section 3.1.1.2 and footnotes 502-504; World Bank JSON indicator SP.POP.TOTL AFG 2020,same_language_other_territory_review,exact_Pashto_national_core_match_to_NAT-016; displaced cohorts excluded; source does not establish orthography,gross_upper_bound_pending_intervention_edges,ASSEC-AF-MULTILINGUAL-SPEAKERS-2020,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0057,NAT-018,Sindhi,sd-Arab-PK,natural_language,requires_exact_population_join,POP-IN-019,Sindhi,C-16 Sindhi census language category,India,2011,census_mother_tongue_persons,persons,2772264,PM-S001,"Statement 1, printed p. 7",same_language_other_territory_review,c16_census_language_aggregate,context_category_parent_superseded_for_standard_edition_by_same_name_component,ALT-POP-IN-019-CATEGORY-COMPONENT,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0058,NAT-018,Sindhi,sd-Arab-PK,natural_language,requires_exact_population_join,POP-PK-003,Sindhi,Pakistan 2023 Sindhi category,Pakistan,2023,census_mother_tongue_persons,persons,34401564,PM-S003,"Table 11, national row",strong_join_suggestion,source_named_language_observation,gross_upper_bound_pending_intervention_edges,,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0059,NAT-018,Sindhi,sd-Arab-PK,natural_language,requires_exact_population_join,POP-IN-COMP-019,Sindhi,C-16 same-name mother-tongue component: Sindhi; edition orthography separately evidenced,India,2011,census_same_name_mother_tongue_component_persons,persons,1679246,PM-S001,"Statement 1, printed p. 7; Statement 1 same-name mother-tongue component",same_language_other_territory_review,same_name_mother_tongue_component_preferred_for_standard_edition,gross_upper_bound_pending_intervention_edges,ALT-POP-IN-019-CATEGORY-COMPONENT,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0060,NAT-019,Saraiki,skr-Arab-PK,natural_language,requires_exact_population_join,POP-PK-007,Saraiki,Pakistan 2023 Saraiki category,Pakistan,2023,census_mother_tongue_persons,persons,28849579,PM-S003,"Table 11, national row",strong_join_suggestion,source_named_language_observation,gross_upper_bound_pending_intervention_edges,,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0061,NAT-020,Balochi Pakistan profile,bal-Arab-PK,natural_language,discovery_only_target_resolution_required,POP-PK-005,Balochi,Pakistan 2023 Balochi category,Pakistan,2023,census_mother_tongue_persons,persons,8117795,PM-S003,"Table 11, national row",code_only_profile_join_review,source_observation_not_candidate_ready,context_or_sensitivity_only,,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0062,NAT-020,Balochi Pakistan profile,bal-Arab-PK,natural_language,discovery_only_target_resolution_required,ALG-TM-L004,Baloch [source category],national mother-tongue category,Turkmenistan,2022,census_mother_tongue_persons,persons,82767,ALG-S009,Table 4.9,same_language_other_territory_review,source_named_language_observation,gross_upper_bound_pending_intervention_edges,TM-MT-2022,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0063,NAT-021,Brahui,brh-Arab-PK,natural_language,requires_exact_population_join,POP-PK-009,Brahui,Pakistan 2023 Brahvi category,Pakistan,2023,census_mother_tongue_persons,persons,2778670,PM-S003,"Table 11, national row",strong_join_suggestion,source_named_language_observation,gross_upper_bound_pending_intervention_edges,,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0064,NAT-022,Nepali,ne-Deva-NP,natural_language,requires_exact_population_join,POP-IN-014,Nepali,C-16 Nepali census language category including Gorkhali,India,2011,census_mother_tongue_persons,persons,2926168,PM-S001,"Statement 1, printed p. 7",same_language_other_territory_review,c16_census_language_aggregate,context_category_parent_superseded_for_standard_edition_by_same_name_component,ALT-POP-IN-014-CATEGORY-COMPONENT,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0065,NAT-022,Nepali,ne-Deva-NP,natural_language,requires_exact_population_join,POP-NP-001,Nepali,Nepal 2021 mother tongue,Nepal,2021,census_mother_tongue_persons,persons,13084457,PM-S004,"Annex 1, printed p. 123",strong_join_suggestion,source_named_language_observation,gross_upper_bound_pending_intervention_edges,,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0066,NAT-022,Nepali,ne-Deva-NP,natural_language,requires_exact_population_join,POP-IN-COMP-014,Nepali,C-16 same-name mother-tongue component: Nepali; edition orthography separately evidenced,India,2011,census_same_name_mother_tongue_component_persons,persons,2925796,PM-S001,"Statement 1, printed p. 7; Statement 1 same-name mother-tongue component",same_language_other_territory_review,same_name_mother_tongue_component_preferred_for_standard_edition,gross_upper_bound_pending_intervention_edges,ALT-POP-IN-014-CATEGORY-COMPONENT,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0067,NAT-023,Maithili Nepal profile,mai-Deva-NP,natural_language,requires_exact_population_join,POP-IN-010,Maithili,C-16 Maithili census language category,India,2011,census_mother_tongue_persons,persons,13583464,PM-S001,"Statement 1, printed p. 7",same_language_other_territory_review,c16_census_language_aggregate,context_category_parent_superseded_for_standard_edition_by_same_name_component,ALT-POP-IN-010-CATEGORY-COMPONENT,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0068,NAT-023,Maithili Nepal profile,mai-Deva-NP,natural_language,requires_exact_population_join,POP-NP-002,Maithili,Nepal 2021 mother tongue,Nepal,2021,census_mother_tongue_persons,persons,3222389,PM-S004,"Annex 1, printed p. 123",strong_join_suggestion,source_named_language_observation,gross_upper_bound_pending_intervention_edges,,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0069,NAT-023,Maithili Nepal profile,mai-Deva-NP,natural_language,requires_exact_population_join,POP-IN-COMP-010,Maithili,C-16 same-name mother-tongue component: Maithili; edition orthography separately evidenced,India,2011,census_same_name_mother_tongue_component_persons,persons,13353347,PM-S001,"Statement 1, printed p. 7; Statement 1 same-name mother-tongue component",same_language_other_territory_review,same_name_mother_tongue_component_preferred_for_standard_edition,gross_upper_bound_pending_intervention_edges,ALT-POP-IN-010-CATEGORY-COMPONENT,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0070,NAT-024,Bhojpuri Nepal profile,bho-Deva-NP,natural_language,requires_exact_population_join,POP-IN-023,Bhojpuri,Bhojpuri mother-tongue row grouped under Hindi,India,2011,census_mother_tongue_persons,persons,50579447,PM-S001,"Statement 1, printed p. 6",same_language_other_territory_review,source_named_language_observation_nested_in_parent,gross_upper_bound_pending_intervention_edges,HIER-POP-IN-006,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0071,NAT-024,Bhojpuri Nepal profile,bho-Deva-NP,natural_language,requires_exact_population_join,POP-NP-003,Bhojpuri,Nepal 2021 mother tongue,Nepal,2021,census_mother_tongue_persons,persons,1820795,PM-S004,"Annex 1, printed p. 123",strong_join_suggestion,source_named_language_observation,gross_upper_bound_pending_intervention_edges,,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0072,NAT-024,Bhojpuri Nepal profile,bho-Deva-NP,natural_language,requires_exact_population_join,POP-MU-002,Bhojpuri,Mauritian Bhojpuri,Mauritius,2022,language_usually_spoken_at_home_persons,persons,106583,PM-S013,"Table D9, printed p. 165",same_language_other_territory_review,source_observation_not_candidate_ready,context_or_sensitivity_only,,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0073,NAT-025,Bajjika Nepal profile,Bajjika-Deva-NP unresolved ISO,natural_language,discovery_only_target_resolution_required,POP-NP-006,Bajjika,Nepal 2021 mother tongue,Nepal,2021,census_mother_tongue_persons,persons,1133764,PM-S004,"Annex 1, printed p. 123",name_only_join_review,source_named_language_observation,gross_upper_bound_pending_intervention_edges,,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0074,NAT-026,Avadhi Nepal profile,awa-Deva-NP,natural_language,requires_exact_population_join,POP-IN-029,Awadhi,Awadhi mother-tongue row grouped under Hindi,India,2011,census_mother_tongue_persons,persons,3850906,PM-S001,"Statement 1, printed p. 6",same_language_other_territory_review,c16_census_language_aggregate,aggregate_upper_bound_requires_same_name_component_or_target_fit,HIER-POP-IN-006,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0075,NAT-026,Avadhi Nepal profile,awa-Deva-NP,natural_language,requires_exact_population_join,POP-NP-007,Avadhi,Nepal 2021 source label Avadhi,Nepal,2021,census_mother_tongue_persons,persons,864276,PM-S004,"Annex 1, printed p. 123",strong_join_suggestion,source_named_language_observation,gross_upper_bound_pending_intervention_edges,,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0076,NAT-027,Sinhala,si-Sinh-LK,natural_language,requires_exact_population_join,ASSEC-LK-SI-001,Sinhala,NAT-027 si-Sinh-LK Sinhala,Sri Lanka,2026-03-17 CLDR release; component estimate year not stated,derived_cldr_territory_functional_language_users,persons,14948168,ASSEC-S006,cldr_target_derivations.md row si-Sinh-LK; supplementalData.xml XPath /supplementalData/territoryInfo/territory[@type='LK'] and languagePopulation[@type='si'],strong_join_suggestion,exact_named_language_and_territory_match_to_NAT-027; population source does not establish orthography,gross_upper_bound_pending_intervention_edges,ASSEC-LK-SI-FUNCTIONAL,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0077,NAT-028,Vietnamese,vi-Latn-VN,natural_language,requires_exact_population_join,TH-2010-015,Vietnamese,Vietnamese home-language profile,Thailand,2010-09-01,census_usual_language_at_home_persons,persons,8281,TH-S001,"Table 7, PDF p. 98 (printed statistical table p. 75; English label 'Viatnam')",same_language_other_territory_review,source_named_label_pending_edition_profile_evidence,gross_upper_bound_pending_intervention_edges,TH-OTHER-LABELS,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0078,NAT-028,Vietnamese,vi-Latn-VN,natural_language,requires_exact_population_join,ALG-KH-L002,Vietnamese,national mother-tongue category,Cambodia,2019,census_mother_tongue_persons,persons,78090,ALG-S011,"Table 2.7.1, PDF p. 53 / printed p. 25",same_language_other_territory_review,source_named_language_observation,gross_upper_bound_pending_intervention_edges,KH-MT-2019,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0079,NAT-028,Vietnamese,vi-Latn-VN,natural_language,requires_exact_population_join,ASSEC-VN-VI-001,Vietnamese,NAT-028 vi-Latn-VN Vietnamese,Vietnam,2016 publication; population estimate vintage not stated,peer_reviewed_published_lower_bound_speakers,persons,89000000,ASSEC-S007,PubMed XML PMID 27172848; Abstract/AbstractText[@Label='PURPOSE']; first sentence; DOI 10.3109/17549507.2015.1101162,strong_join_suggestion,exact_named_language_and_country_match_to_NAT-028; source does not establish orthography,gross_lower_bound_pending_intervention_edges,ASSEC-VN-VI-SPEAKERS,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0080,NAT-029,Thai,th-Thai-TH,natural_language,requires_exact_population_join,TH-2010-001,Only Thai Language,Thai-only home-language stratum,Thailand,2010-09-01,census_usual_language_at_home_persons,persons,59866190,TH-S001,"Table 7, PDF p. 98 (printed statistical table p. 75)",code_only_profile_join_review,source_aggregate_or_component_context,context_or_set_accounting_only,THAI-UNION,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0081,NAT-029,Thai,th-Thai-TH,natural_language,requires_exact_population_join,TH-2010-002,Thai and others languages,Thai-plus-other home-language stratum,Thailand,2010-09-01,census_usual_language_at_home_persons,persons,4214001,TH-S001,"Table 7, PDF p. 98 (printed statistical table p. 75)",code_only_profile_join_review,source_aggregate_or_component_context,context_or_set_accounting_only,THAI-UNION,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0082,NAT-029,Thai,th-Thai-TH,natural_language,requires_exact_population_join,TH-2010-003,Thai usable home-language union,Thai-language edition readership ceiling,Thailand,2010-09-01,derived_union_of_mutually_exclusive_census_strata_persons,persons,64080191,TH-S001,"Derived from Table 7, PDF p. 98: 59,866,190 only Thai + 4,214,001 Thai and other languages",strong_join_suggestion,derived_exact_thai_usable_union,gross_language_ceiling_pending_intervention_edges,THAI-UNION,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0083,NAT-029,Thai,th-Thai-TH,natural_language,requires_exact_population_join,ALG-VN-E003,Thái,ethnicity proxy only,Vietnam,2019-04-01,statistical_survey_ethnic_category_persons,persons,1820950,ALG-S003,Biểu 2.1 / 2.2,name_only_join_review,non_language_population_proxy,context_or_sensitivity_only,VN-ETHNIC-2019,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0084,NAT-029,Thai,th-Thai-TH,natural_language,requires_exact_population_join,ALG-KH-L005,Thai,national mother-tongue category,Cambodia,2019,census_mother_tongue_persons,persons,6650,ALG-S011,"Table 2.7.1, PDF p. 53 / printed p. 25",same_language_other_territory_review,source_named_language_observation,gross_upper_bound_pending_intervention_edges,KH-MT-2019,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0085,NAT-030,Burmese,my-Mymr-MM,natural_language,requires_exact_population_join,TH-2010-014,Burmese,Burmese home-language profile,Thailand,2010-09-01,census_usual_language_at_home_persons,persons,827713,TH-S001,"Table 7, PDF p. 98 (printed statistical table p. 75; English label 'Burmeae')",same_language_other_territory_review,source_named_label_pending_edition_profile_evidence,gross_upper_bound_pending_intervention_edges,TH-OTHER-LABELS,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0086,NAT-030,Burmese,my-Mymr-MM,natural_language,requires_exact_population_join,ASSEC-MM-MY-001,Burmese,NAT-030 my-Mymr-MM Burmese,Myanmar,2026-03-17 CLDR release; component estimate year not stated,derived_cldr_territory_functional_language_users,persons,36817344,ASSEC-S006,cldr_target_derivations.md row my-Mymr-MM; supplementalData.xml XPath /supplementalData/territoryInfo/territory[@type='MM'] and languagePopulation[@type='my'],strong_join_suggestion,exact_national_language_and_territory_core_of_NAT-030; displaced cohorts excluded,gross_upper_bound_pending_intervention_edges,ASSEC-MM-MY-FUNCTIONAL,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0087,NAT-031,Khmer,km-Khmr-KH,natural_language,requires_exact_population_join,TH-2010-017,Cambodia,Khmer home-language profile,Thailand,2010-09-01,census_usual_language_at_home_persons,persons,180533,TH-S001,"Table 7, PDF p. 98 (printed statistical table p. 75)",same_language_other_territory_review,source_named_label_pending_edition_profile_evidence,gross_upper_bound_pending_intervention_edges,TH-OTHER-LABELS,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0088,NAT-031,Khmer,km-Khmr-KH,natural_language,requires_exact_population_join,ALG-VN-E006,Khmer,ethnicity proxy only,Vietnam,2019-04-01,statistical_survey_ethnic_category_persons,persons,1319652,ALG-S003,Biểu 2.1 / 2.2,name_only_join_review,non_language_population_proxy,context_or_sensitivity_only,VN-ETHNIC-2019,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0089,NAT-031,Khmer,km-Khmr-KH,natural_language,requires_exact_population_join,ALG-KH-L001,Khmer,national mother-tongue category,Cambodia,2019,census_mother_tongue_persons,persons,14893134,ALG-S011,"Table 2.7.1, PDF p. 53 / printed p. 25",strong_join_suggestion,source_named_language_observation,gross_upper_bound_pending_intervention_edges,KH-MT-2019,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0090,NAT-032,Lao,lo-Laoo-LA,natural_language,requires_exact_population_join,TH-2010-016,Lao,Lao home-language profile,Thailand,2010-09-01,census_usual_language_at_home_persons,persons,60199,TH-S001,"Table 7, PDF p. 98 (printed statistical table p. 75)",same_language_other_territory_review,source_named_label_pending_edition_profile_evidence,gross_upper_bound_pending_intervention_edges,TH-OTHER-LABELS,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0091,NAT-032,Lao,lo-Laoo-LA,natural_language,requires_exact_population_join,ALG-KH-L004,Lao,national mother-tongue category,Cambodia,2019,census_mother_tongue_persons,persons,13636,ALG-S011,"Table 2.7.1, PDF p. 53 / printed p. 25",same_language_other_territory_review,source_named_language_observation,gross_upper_bound_pending_intervention_edges,KH-MT-2019,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0092,NAT-032,Lao,lo-Laoo-LA,natural_language,requires_exact_population_join,ALG-LA-E001,Lao,ethnicity proxy only,Lao PDR,2015,census_citizen_ethnic_category_persons,persons,3427665,ALG-S016,"Table P2.7, printed p. 120",name_only_join_review,non_language_population_proxy,context_or_sensitivity_only,LA-ETHNIC-2015,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0093,NAT-032,Lao,lo-Laoo-LA,natural_language,requires_exact_population_join,ASSEC-LA-LO-001,Lao,NAT-032 lo-Laoo-LA Lao,Laos,2026-03-17 CLDR release; component estimate year not stated,derived_cldr_territory_functional_language_users,persons,5487956,ASSEC-S006,cldr_target_derivations.md row lo-Laoo-LA; supplementalData.xml XPath /supplementalData/territoryInfo/territory[@type='LA'] and languagePopulation[@type='lo'],strong_join_suggestion,exact_named_language_and_territory_match_to_NAT-032; Thai overlap unresolved,gross_upper_bound_pending_intervention_edges,ASSEC-LA-LO-FUNCTIONAL,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0094,NAT-033,Filipino,fil-Latn-PH,natural_language,requires_exact_population_join,TH-2010-020,Tagalog/Filipino,Filipino home-language profile,Thailand,2010-09-01,census_usual_language_at_home_persons,persons,6041,TH-S001,"Table 7, PDF p. 98 (printed statistical table p. 75)",same_language_other_territory_review,source_named_label_pending_edition_profile_evidence,gross_upper_bound_pending_intervention_edges,TH-OTHER-LABELS,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0095,NAT-034,Cebuano,ceb-Latn-PH,natural_language,requires_exact_population_join,POP-PH-005,Cebuano,PSA source label Cebuano,Philippines,2020,households_language_generally_spoken_at_home,households,1716080,PM-S006,"Table 1, PDF p. 2",strong_join_suggestion,household_proxy,context_or_sensitivity_only,,exclude_nonperson_measure_from_population_rank,"Households, percentages, cases, or another nonperson unit cannot be ranked as people; published person estimates remain eligible with their intervals.",pending,
CUR-0096,NAT-034,Cebuano,ceb-Latn-PH,natural_language,requires_exact_population_join,ASSEC-PH-CEB-001,Cebuano,NAT-034 ceb-Latn-PH Cebuano,Philippines,2010-12-31,CLEAR_normalized_main_language_weighted_persons_from_IPUMS_2010_census_extract,persons,20697364,ASSEC-S008,clear_ludp_phl_national_2010.json JSON $.data[?(@.language_name=='Cebuano')].individuals_value_weighted; dataset Philippines Census 2010 (IPUMS extract),strong_join_suggestion,exact_Cebuano_and_Philippines_match_to_NAT-034; API Glottocode cebu1242 crosschecked to hid ceb,gross_upper_bound_pending_intervention_edges,ASSEC-PH-CEB-MAINLANG-2010,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0097,NAT-035,Ilocano,ilo-Latn-PH,natural_language,requires_exact_population_join,POP-PH-004,Ilocano,PSA source label Ilocano,Philippines,2020,households_language_generally_spoken_at_home,households,1863409,PM-S006,"Table 1, PDF p. 2",strong_join_suggestion,household_proxy,context_or_sensitivity_only,,exclude_nonperson_measure_from_population_rank,"Households, percentages, cases, or another nonperson unit cannot be ranked as people; published person estimates remain eligible with their intervals.",pending,
CUR-0098,NAT-035,Ilocano,ilo-Latn-PH,natural_language,requires_exact_population_join,ASSEC-PH-ILO-001,Iloko,NAT-035 ilo-Latn-PH Ilocano,Philippines,2010-12-31,CLEAR_normalized_main_language_weighted_persons_from_IPUMS_2010_census_extract,persons,7098503,ASSEC-S008,clear_ludp_phl_national_2010.json JSON $.data[?(@.language_name=='Iloko')].individuals_value_weighted; dataset Philippines Census 2010 (IPUMS extract),code_only_profile_join_review,exact_Iloko_alias_and_Philippines_match_to_NAT-035_Ilocano; API Glottocode ilok1237 crosschecked to hid ilo,gross_upper_bound_pending_intervention_edges,ASSEC-PH-ILO-MAINLANG-2010,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0099,NAT-036,Hiligaynon,hil-Latn-PH,natural_language,requires_exact_population_join,POP-PH-003,Hiligaynon,PSA source label Hiligaynon/Ilonggo,Philippines,2020,households_language_generally_spoken_at_home,households,1933512,PM-S006,"Table 1, PDF p. 2",strong_join_suggestion,household_proxy,context_or_sensitivity_only,,exclude_nonperson_measure_from_population_rank,"Households, percentages, cases, or another nonperson unit cannot be ranked as people; published person estimates remain eligible with their intervals.",pending,
CUR-0100,NAT-036,Hiligaynon,hil-Latn-PH,natural_language,requires_exact_population_join,ASSEC-PH-HIL-001,Hiligaynon,NAT-036 hil-Latn-PH Hiligaynon,Philippines,2010-12-31,CLEAR_normalized_main_language_weighted_persons_from_IPUMS_2010_census_extract,persons,6073883,ASSEC-S008,clear_ludp_phl_national_2010.json JSON $.data[?(@.language_name=='Hiligaynon')].individuals_value_weighted; dataset Philippines Census 2010 (IPUMS extract),strong_join_suggestion,exact_Hiligaynon_and_Philippines_match_to_NAT-036; API Glottocode hili1240 crosschecked to hid hil,gross_upper_bound_pending_intervention_edges,ASSEC-PH-HIL-MAINLANG-2010,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0101,NAT-037,Waray,war-Latn-PH,natural_language,requires_exact_population_join,POP-PH-007,Waray,PSA source label Waray,Philippines,2020,households_language_generally_spoken_at_home,households,698745,PM-S006,"Table 1, PDF p. 2",strong_join_suggestion,household_proxy,context_or_sensitivity_only,,exclude_nonperson_measure_from_population_rank,"Households, percentages, cases, or another nonperson unit cannot be ranked as people; published person estimates remain eligible with their intervals.",pending,
CUR-0102,NAT-037,Waray,war-Latn-PH,natural_language,requires_exact_population_join,ASSEC-PH-WAR-001,Waray,NAT-037 war-Latn-PH Waray,Philippines,2010-12-31,CLEAR_normalized_main_language_weighted_persons_from_IPUMS_2010_census_extract,persons,2694135,ASSEC-S008,clear_ludp_phl_national_2010.json JSON $.data[?(@.language_name=='Waray (Philippines)')].individuals_value_weighted; dataset Philippines Census 2010 (IPUMS extract),strong_join_suggestion,exact_Waray_and_Philippines_match_to_NAT-037; API Glottocode wara1300 crosschecked to hid war; Waray_Sorsogon row excluded,gross_upper_bound_pending_intervention_edges,ASSEC-PH-WAR-MAINLANG-2010,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0103,NAT-038,Javanese,jv-Latn-ID,natural_language,requires_exact_population_join,POP-ID-001,Javanese,BPS source label Jawa,Indonesia,2010,daily_language_at_home_age5plus_persons,persons,68044660,PM-S005,"Table L4.1, printed p. 47",strong_join_suggestion,source_named_language_observation,gross_upper_bound_pending_intervention_edges,,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0104,NAT-039,Sundanese,su-Latn-ID,natural_language,requires_exact_population_join,POP-ID-003,Sundanese,BPS source label Sunda,Indonesia,2010,daily_language_at_home_age5plus_persons,persons,32412752,PM-S005,"Table L4.1, printed p. 47",strong_join_suggestion,source_named_language_observation,gross_upper_bound_pending_intervention_edges,,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0105,NAT-040,Malaysian Malay,ms-Latn-MY,natural_language,requires_exact_population_join,POP-ID-004,Malay,BPS source label Melayu,Indonesia,2010,daily_language_at_home_age5plus_persons,persons,7901386,PM-S005,"Table L4.1, printed p. 47",same_language_other_territory_review,source_observation_not_candidate_ready,context_or_sensitivity_only,,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
