intervention_id,target_name,target_profile,target_profile_ready,profile_tag_status,profile_resolution_status,profile_ranking_treatment,resolved_edition_name,territory,observation_id,source_population_low_reported,source_population_high_reported,population_interval_status,population_low,population_base,population_high,population_unit,population_measure,population_role,population_reference_year,population_source_id,population_source_locator,reach_band,content_deficit_FR2,comprehension_exact_target_conditional_on_standard_literacy,practical_access_low,practical_access_base,practical_access_high,practical_access_status,practical_access_source_id,academic_nonoverlap_low,academic_nonoverlap_base,academic_nonoverlap_high,academic_nonoverlap_status,academic_nonoverlap_source_id,marginal_access_low,marginal_access_base_sensitivity,marginal_access_high,gross_ceiling_per_million_base_tokens,conservative_access_per_million_high_tokens,neutral_access_per_million_base_tokens,optimistic_access_per_million_low_tokens,openalex_math_open_access,openalex_math_open_access_books,scarcity_relative_percentile,scarcity_band,scarcity_adjusted_access_base,ai_support_resource_levels,internet_percent_context,electricity_percent_context,tertiary_enrollment_percent_context,fr2_units,fr2_source_tokens,fr2_gross_tokens_low,fr2_gross_tokens_base,fr2_gross_tokens_high,fr2_api_equivalent_usd_base,recommended_openstax_next_product,recommended_openstax_depth,foundational_numeracy_pre_algebra_source_gap,curriculum_selection_basis,openstax_next_gross_tokens_low,openstax_next_gross_tokens_base,openstax_next_gross_tokens_high,explicit_negative_control,resource_abundance_control_candidate,recommendation_eligibility,interpretation,gross_ceiling_rank,conservative_efficiency_rank,neutral_efficiency_rank,optimistic_efficiency_rank,scarcity_adjusted_rank,rank_best_across_views,rank_worst_across_views
NAT-039,Sundanese,su-Latn-ID,true,,,,Sundanese,Indonesia,POP-ID-003,32412752,32412752,source_interval_or_exact_bounds,32412752,32412752,32412752,persons,daily_language_at_home_age5plus_persons,standalone_observation,2010,PM-S005,"Table L4.1, printed p. 47",R4_10m_to_49m,1.000000,1.000000,0.000000,0.960000,1.000000,territory_adult_literacy_proxy_sensitivity,ACE-E021,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,15558121,32412752,7957859.579,0.000,3819772.598,35511600.823,2,0,0.684211,S4_high_scarcity_relative_proxy,10645038,Low,72.78075544,99.9,44.8813034886441,210,120083,912737,4073049,18664571,16.77,SB-1,D3,false,Large exact population plus territory tertiary-enrollment proxy at or above 25%; scenario selects algebra/trigonometry plus statistics.,2997367,11374125,47112357,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",22,22,21,21,16,16,22
NAT-014,Eastern Punjabi,pa-Guru-IN,true,,,,Eastern Punjabi,India,POP-IN-COMP-016,31144095,31144095,source_interval_or_exact_bounds,31144095,31144095,31144095,persons,census_same_name_mother_tongue_component_persons,same_name_component_preferred_over_parent_aggregate,2011,PM-S001,"Statement 1, printed p. 7; Statement 1 same-name mother-tongue component",R4_10m_to_49m,1.000000,1.000000,0.000000,0.781625,1.000000,territory_adult_literacy_proxy_sensitivity,ACE-E021,0.469529,0.734764,0.893906,India_C17_category_proxy_sensitivity,ACE-E019,0,17886376,27839884,7646383.581,0.000,4391397.234,30501539.954,1,0,0.780702,S4_high_scarcity_relative_proxy,13963930,Low,70,99.9,34.4465039692543,210,120083,912737,4073049,18664571,16.77,SB-1,D3,false,Large exact population plus territory tertiary-enrollment proxy at or above 25%; scenario selects algebra/trigonometry plus statistics.,2997367,11374125,47112357,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",23,23,19,25,13,13,25
NAT-058,Dari,prs-Arab-AF,true,,,,Dari,Afghanistan,ASSEC-AF-PRS-001,,,source_point_without_interval_model_low_zero_high_point,0,30083114,30083114,persons,derived_2020_total_speakers_from_official_secondary_share_and_world_bank_denominator,overlapping_language_total_never_sum_with_other_Afghanistan_language_rows,2020 estimate; republished in official report 2023,ASSEC-S018,afghanistan_language_derivation.md; CIA page captured 2023-01-02 language field; Netherlands COI report printed p.72 section 3.1.1.2 and footnotes 502-504; World Bank JSON indicator SP.POP.TOTL AFG 2020,R4_10m_to_49m,1.000000,1.000000,0.000000,0.372700,1.000000,territory_adult_literacy_proxy_sensitivity,ACE-E021,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,5605988,30083114,7385895.431,0.000,1376361.631,32959235.793,,,,S_unknown,,Low,16.09499931,87.8,10.85435962677,210,120083,912737,4073049,18664571,16.77,MV-1,D2,true,"Territory adult-literacy proxy below 70%; the selected corpus lacks foundational numeracy/pre-algebra, so Algebra and Trigonometry is a second step rather than a substitute.",1087145,4356012,18630029,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",24,24,31,23,40,23,40
NAT-019,Saraiki,skr-Arab-PK,true,,,,Saraiki,Pakistan,POP-PK-007,28849579,28849579,source_interval_or_exact_bounds,28849579,28849579,28849579,persons,census_mother_tongue_persons,standalone_observation,2023,PM-S003,"Table 11, national row",R4_10m_to_49m,1.000000,1.000000,0.000000,0.588600,1.000000,territory_adult_literacy_proxy_sensitivity,ACE-E021,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,8490431,28849579,7083042.458,0.000,2084539.417,31607767.626,,,,S_unknown,,,57.253,95.7,10.8564126844434,210,120083,912737,4073049,18664571,16.77,MV-1,D2,true,"Territory adult-literacy proxy below 70%; the selected corpus lacks foundational numeracy/pre-algebra, so Algebra and Trigonometry is a second step rather than a substitute.",1087145,4356012,18630029,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",25,25,26,24,41,24,41
NAT-012,Pakistani Urdu,ur-Arab-PK,true,,,,Pakistani Urdu,Pakistan,POP-PK-001,22249307,22249307,source_interval_or_exact_bounds,22249307,22249307,22249307,persons,census_mother_tongue_persons,standalone_observation,2023,PM-S003,"Table 11, national all-localities all-sexes row",R4_10m_to_49m,1.000000,1.000000,0.000000,0.588600,1.000000,territory_adult_literacy_proxy_sensitivity,ACE-E021,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,6547971,22249307,5462567.968,0.000,1607633.770,24376470.988,2,0,0.684211,S4_high_scarcity_relative_proxy,4480194,Low,57.253,95.7,10.8564126844434,210,120083,912737,4073049,18664571,16.77,MV-1,D2,true,"Territory adult-literacy proxy below 70%; the selected corpus lacks foundational numeracy/pre-algebra, so Algebra and Trigonometry is a second step rather than a substitute.",1087145,4356012,18630029,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",26,26,29,26,20,20,29
NAT-065,Amharic,am-Ethi-ET,true,,,,Amharic,Ethiopia,POP-ET-002,21634396,21634396,source_interval_or_exact_bounds,21634396,21634396,21634396,persons,census_mother_tongue_persons,standalone_observation,2007,PM-S020,"Table 3.2, printed pp. 91-93",R4_10m_to_49m,1.000000,1.000000,0.000000,0.604600,1.000000,territory_adult_literacy_proxy_sensitivity,ACE-E021,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,6540078,21634396,5311597.283,0.000,1605695.834,23702770.897,0,0,0.921053,S5_acutely_scarce_relative_proxy,6023758,Low,21.94129944,56.6,,210,120083,912737,4073049,18664571,16.77,MV-1,D2,true,"Territory adult-literacy proxy below 70%; the selected corpus lacks foundational numeracy/pre-algebra, so Algebra and Trigonometry is a second step rather than a substitute.",1087145,4356012,18630029,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",27,27,30,27,19,19,30
NAT-034,Cebuano,ceb-Latn-PH,true,,,,Cebuano,Philippines,ASSEC-PH-CEB-001,,,source_point_without_interval_model_low_zero_high_point,0,20697364,20697364,persons,CLEAR_normalized_main_language_weighted_persons_from_IPUMS_2010_census_extract,person_estimate_alternative_to_POP-PH-005_household_count_never_convert_or_sum,2010-12-31,ASSEC-S008,clear_ludp_phl_national_2010.json JSON $.data[?(@.language_name=='Cebuano')].individuals_value_weighted; dataset Philippines Census 2010 (IPUMS extract),R4_10m_to_49m,1.000000,1.000000,0.000000,0.984700,1.000000,territory_adult_literacy_proxy_sensitivity,ACE-E021,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,10190347,20697364,5081540.635,0.000,2501896.562,22676153.153,,,,S_unknown,,Low,67.26300914,94.8,47.4134996154186,210,120083,912737,4073049,18664571,16.77,SB-1,D3,false,Large exact population plus territory tertiary-enrollment proxy at or above 25%; scenario selects algebra/trigonometry plus statistics.,2997367,11374125,47112357,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",28,28,22,28,42,22,42
NAT-027,Sinhala,si-Sinh-LK,true,,,,Sinhala,Sri Lanka,ASSEC-LK-SI-001,,,source_point_without_interval_model_low_zero_high_point,0,14948168,14948168,persons,derived_cldr_territory_functional_language_users,standalone_secondary_estimate_replaces_no_master_population_count,2026-03-17 CLDR release; component estimate year not stated,ASSEC-S006,cldr_target_derivations.md row si-Sinh-LK; supplementalData.xml XPath /supplementalData/territoryInfo/territory[@type='LK'] and languagePopulation[@type='si'],R4_10m_to_49m,1.000000,1.000000,0.000000,0.927400,1.000000,territory_adult_literacy_proxy_sensitivity,ACE-E021,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,6931465,14948168,3670019.192,0.000,1701787.860,16377300.361,5,0,0.543860,S3_middle_relative_proxy,3769747,Low,54.59,100,20.7412633848006,210,120083,912737,4073049,18664571,16.77,MV-1,D3,false,Territory tertiary-enrollment proxy at or above 15%; scenario selects a complete algebra/trigonometry bridge.,1612429,5474018,21073801,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",29,29,27,29,22,22,29
NAT-031,Khmer,km-Khmr-KH,true,,,,Khmer,Cambodia,ALG-KH-L001,14893134,14893134,source_interval_or_exact_bounds,14893134,14893134,14893134,persons,census_mother_tongue_persons,direct_language_population_observation,2019,ALG-S011,"Table 2.7.1, PDF p. 53 / printed p. 25",R4_10m_to_49m,1.000000,1.000000,0.000000,0.719300,1.000000,territory_adult_literacy_proxy_sensitivity,ACE-E021,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,5356316,14893134,3656507.447,0.000,1315062.909,16317004.789,,,,S_unknown,,Low,68.47530365,99.2,21.4437426836662,210,120083,912737,4073049,18664571,16.77,MV-1,D3,false,Territory tertiary-enrollment proxy at or above 15%; scenario selects a complete algebra/trigonometry bridge.,1612429,5474018,21073801,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",30,30,33,30,43,30,43
NAT-011,Assamese,as-Beng-IN,true,,,,Assamese,India,POP-IN-COMP-001,14816414,14816414,source_interval_or_exact_bounds,14816414,14816414,14816414,persons,census_same_name_mother_tongue_component_persons,same_name_component_preferred_over_parent_aggregate,2011,PM-S001,"Statement 1, printed p. 5; Statement 1 same-name mother-tongue component",R4_10m_to_49m,1.000000,1.000000,0.000000,0.781625,1.000000,territory_adult_literacy_proxy_sensitivity,ACE-E021,0.747428,0.873714,0.949486,India_C17_category_proxy_sensitivity,ACE-E019,0,10118381,14067972,3637671.435,0.000,2484227.783,15412952.508,,,,S_unknown,,Low,70,99.9,34.4465039692543,210,120083,912737,4073049,18664571,16.77,SB-1,D3,false,Large exact population plus territory tertiary-enrollment proxy at or above 25%; scenario selects algebra/trigonometry plus statistics.,2997367,11374125,47112357,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",31,31,24,32,44,24,44
NAT-073,isiZulu,zu-Latn-ZA,true,,,,isiZulu,South Africa,ZA-ZUL-2022,14613202,14613202,source_interval_or_exact_bounds,14613202,14613202,14613202,persons,census_language_most_often_spoken_in_household_persons_age_1_plus,mutually_exclusive_census_response_category,2022,ZA-S001,"Table 3.8 (2), printed p. 27; PDF p. 35; South Africa total column",R4_10m_to_49m,1.000000,1.000000,0.000000,0.911500,1.000000,territory_adult_literacy_proxy_sensitivity,ACE-E021,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,6659967,14613202,3587779.573,0.000,1635130.568,16010309.651,,,,S_unknown,,High,78.35759735,90.2,23.493768799339,210,120083,912737,4073049,18664571,16.77,MV-1,D3,false,Territory tertiary-enrollment proxy at or above 15%; scenario selects a complete algebra/trigonometry bridge.,1612429,5474018,21073801,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",32,32,28,31,45,28,45
NAT-047,Kazakh,kk-Cyrl-KZ,true,,,,Kazakh,Kazakhstan,ALG-KZ-L001,13380107,13380107,source_interval_or_exact_bounds,13380107,13380107,13380107,persons,census_native_language_of_own_nationality_persons,direct_language_population_lower_bound,2021,ALG-S007,"Table 6, printed p. 243",R4_10m_to_49m,1.000000,1.000000,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,3345027,13380107,3285034.626,0.000,821258.657,14659323.551,32,0,0.289474,S2_lower_scarcity_relative_proxy,968298,High,93.39167254,100,52.8612860406142,210,120083,912737,4073049,18664571,16.77,SB-1,D3,false,Large exact population plus territory tertiary-enrollment proxy at or above 25%; scenario selects algebra/trigonometry plus statistics.,2997367,11374125,47112357,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",33,33,37,33,29,29,37
NAT-022,Nepali,ne-Deva-NP,true,,,,Nepali,Nepal,POP-NP-001,13084457,13084457,source_interval_or_exact_bounds,13084457,13084457,13084457,persons,census_mother_tongue_persons,standalone_observation,2021,PM-S004,"Annex 1, printed p. 123",R4_10m_to_49m,1.000000,1.000000,0.841000,0.841000,0.841000,direct_language_specific_literacy_rate,ACE-E010,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,5502014,11004028,3212447.727,0.000,1350834.269,12056077.859,4,0,0.578947,S3_middle_relative_proxy,3185375,,46.32189941,97.9,21.2915596292014,210,120083,912737,4073049,18664571,16.77,MV-1,D2,true,"Territory adult-literacy proxy below 70%; the selected corpus lacks foundational numeracy/pre-algebra, so Algebra and Trigonometry is a second step rather than a substitute.",1087145,4356012,18630029,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",34,34,32,35,23,23,35
NAT-075,Shona,sn-Latn-ZW,true,,,,Shona,Zimbabwe,POP-ZW-001,11251734,11251734,source_interval_or_exact_bounds,11251734,11251734,11251734,persons,census_mother_tongue_persons,standalone_observation,2022,PM-S011,"Table 2.17, printed p. 123",R4_10m_to_49m,1.000000,1.000000,0.000000,0.932300,1.000000,territory_adult_literacy_proxy_sensitivity,ACE-E021,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,5244996,11251734,2762484.321,0.000,1287732.112,12327465.634,,,,S_unknown,,Low,41.64279938,62,7.74912957845971,210,120083,912737,4073049,18664571,16.77,MV-1,D2,false,Conservative default when exact learner-demand evidence is absent or the territory tertiary-enrollment proxy is below 15%.,1087145,4356012,18630029,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",35,35,34,34,46,34,46
NAT-049,Tajik,tg-Cyrl-TJ,true,,,,Tajik,Tajikistan,ASSEC-TJ-TG-001,,,source_point_without_interval_model_low_zero_high_point,0,10394100,10394100,persons,derived_cldr_territory_functional_language_users,standalone_secondary_estimate_replaces_ethnicity_or_undownloadable_table_only,2026-03-17 CLDR release; component estimate year not stated,ASSEC-S006,cldr_target_derivations.md row tg-Cyrl-TJ; supplementalData.xml XPath /supplementalData/territoryInfo/territory[@type='TJ'] and languagePopulation[@type='tg'],R4_10m_to_49m,1.000000,1.000000,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,2598525,10394100,2551921.177,0.000,637980.294,11387836.803,,,,S_unknown,,Low,55.79339981,99.9,35.6398418742497,210,120083,912737,4073049,18664571,16.77,SB-1,D3,false,Large exact population plus territory tertiary-enrollment proxy at or above 25%; scenario selects algebra/trigonometry plus statistics.,2997367,11374125,47112357,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",36,36,40,36,47,36,47
NAT-074,isiXhosa,xh-Latn-ZA,true,,,,isiXhosa,South Africa,ZA-XHO-2022,9786928,9786928,source_interval_or_exact_bounds,9786928,9786928,9786928,persons,census_language_most_often_spoken_in_household_persons_age_1_plus,mutually_exclusive_census_response_category,2022,ZA-S001,"Table 3.8 (2), printed p. 27; PDF p. 35; South Africa total column",R3_1m_to_9m,1.000000,1.000000,0.000000,0.911500,1.000000,territory_adult_literacy_proxy_sensitivity,ACE-E021,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,4460393,9786928,2402850.543,0.000,1095099.153,10722615.606,,,,S_unknown,,High,78.35759735,90.2,23.493768799339,210,120083,912737,4073049,18664571,16.77,MV-1,D3,false,Territory tertiary-enrollment proxy at or above 15%; scenario selects a complete algebra/trigonometry bridge.,1612429,5474018,21073801,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",37,37,35,37,48,35,48
NAT-081,Wolof,wo-Latn-SN,true,,,,Wolof,Senegal,POP-SN-AFG-001,8786892,8786892,source_interval_or_exact_bounds,8786892,8786892,8786892,persons,census_principal_language_commonly_spoken_persons_age_3_plus,mutually_exclusive_principal_language_category,2023,AFG-S009,"Tableau I-32, printed p.57, Ensemble effectif for Wolof",R3_1m_to_9m,1.000000,1.000000,0.000000,0.503600,1.000000,territory_adult_literacy_proxy_sensitivity,ACE-E021,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,2212539,8786892,2157325.384,0.000,543214.538,9626970.310,,,,S_unknown,,Low,60.11780167,82.9,15.3302400879779,210,120083,912737,4073049,18664571,16.77,MV-1,D2,true,"Territory adult-literacy proxy below 70%; the selected corpus lacks foundational numeracy/pre-algebra, so Algebra and Trigonometry is a second step rather than a substitute.",1087145,4356012,18630029,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",38,38,41,38,49,38,49
NAT-035,Ilocano,ilo-Latn-PH,true,,,,Ilocano,Philippines,ASSEC-PH-ILO-001,,,source_point_without_interval_model_low_zero_high_point,0,7098503,7098503,persons,CLEAR_normalized_main_language_weighted_persons_from_IPUMS_2010_census_extract,person_estimate_alternative_to_POP-PH-004_household_count_never_convert_or_sum,2010-12-31,ASSEC-S008,clear_ludp_phl_national_2010.json JSON $.data[?(@.language_name=='Iloko')].individuals_value_weighted; dataset Philippines Census 2010 (IPUMS extract),R3_1m_to_9m,1.000000,1.000000,0.000000,0.984700,1.000000,territory_adult_literacy_proxy_sensitivity,ACE-E021,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,3494948,7098503,1742798.331,0.000,858066.769,7777161.439,,,,S_unknown,,Low,67.26300914,94.8,47.4134996154186,210,120083,912737,4073049,18664571,16.77,MV-1,D3,false,Territory tertiary-enrollment proxy at or above 15%; scenario selects a complete algebra/trigonometry bridge.,1612429,5474018,21073801,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",39,39,36,39,50,36,50
NAT-055,Turkmen,tk-Latn-TM,true,,,,Turkmen,Turkmenistan,ALG-TM-L001,6297965,6297965,source_interval_or_exact_bounds,6297965,6297965,6297965,persons,census_mother_tongue_persons,direct_language_population_observation,2022,ALG-S009,Table 4.9,R3_1m_to_9m,1.000000,1.000000,0.000000,0.999000,1.000000,territory_adult_literacy_proxy_sensitivity,ACE-E021,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,3145834,6297965,1546253.188,0.000,772353.479,6900087.320,1,0,0.780702,S4_high_scarcity_relative_proxy,2455959,Low,,100,20.4250351701637,210,120083,912737,4073049,18664571,16.77,MV-1,D3,false,Territory tertiary-enrollment proxy at or above 15%; scenario selects a complete algebra/trigonometry bridge.,1612429,5474018,21073801,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",40,40,38,40,24,24,40
NAT-036,Hiligaynon,hil-Latn-PH,true,,,,Hiligaynon,Philippines,ASSEC-PH-HIL-001,,,source_point_without_interval_model_low_zero_high_point,0,6073883,6073883,persons,CLEAR_normalized_main_language_weighted_persons_from_IPUMS_2010_census_extract,person_estimate_alternative_to_POP-PH-003_household_count_never_convert_or_sum,2010-12-31,ASSEC-S008,clear_ludp_phl_national_2010.json JSON $.data[?(@.language_name=='Hiligaynon')].individuals_value_weighted; dataset Philippines Census 2010 (IPUMS extract),R3_1m_to_9m,1.000000,1.000000,0.000000,0.984700,1.000000,territory_adult_literacy_proxy_sensitivity,ACE-E021,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,2990476,6073883,1491237.400,0.000,734210.743,6654581.769,,,,S_unknown,,,67.26300914,94.8,47.4134996154186,210,120083,912737,4073049,18664571,16.77,MV-1,D3,false,Territory tertiary-enrollment proxy at or above 15%; scenario selects a complete algebra/trigonometry bridge.,1612429,5474018,21073801,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",41,41,39,41,51,39,51
NAT-048,Kyrgyz,ky-Cyrl-KG,true,,,,Kyrgyz,Kyrgyzstan,ALG-KG-L001,5527168,5527168,source_interval_or_exact_bounds,5527168,5527168,5527168,persons,census_native_language_persons,direct_language_population_observation,2022,ALG-S008,"Table 3.8, printed p. 118",R3_1m_to_9m,1.000000,1.000000,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,1381792,5527168,1357009.945,0.000,339252.486,6055597.615,3,0,0.622807,S4_high_scarcity_relative_proxy,860590,Low,92.0286026,100,53.8761747562613,210,120083,912737,4073049,18664571,16.77,MV-1,D3,false,Territory tertiary-enrollment proxy at or above 15%; scenario selects a complete algebra/trigonometry bridge.,1612429,5474018,21073801,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",42,42,45,42,30,30,45
NAT-032,Lao,lo-Laoo-LA,true,,,,Lao,Laos,ASSEC-LA-LO-001,,,source_point_without_interval_model_low_zero_high_point,0,5487956,5487956,persons,derived_cldr_territory_functional_language_users,standalone_secondary_estimate_replaces_ethnicity_proxy_only,2026-03-17 CLDR release; component estimate year not stated,ASSEC-S006,cldr_target_derivations.md row lo-Laoo-LA; supplementalData.xml XPath /supplementalData/territoryInfo/territory[@type='LA'] and languagePopulation[@type='lo'],R3_1m_to_9m,1.000000,1.000000,0.000000,0.756400,1.000000,territory_adult_literacy_proxy_sensitivity,ACE-E021,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,2075545,5487956,1347382.759,0.000,509580.155,6012636.718,1,0,0.780702,S4_high_scarcity_relative_proxy,1620382,Low,65.59269714,96.5,14.8841695785522,210,120083,912737,4073049,18664571,16.77,MV-1,D2,false,Conservative default when exact learner-demand evidence is absent or the territory tertiary-enrollment proxy is below 15%.,1087145,4356012,18630029,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",43,43,42,43,25,25,43
OBS-POP-SN-AFG-002,Pulaar,fuc-Latn-SN,true,single_valid_bcp47,resolved_explicit_profile_with_script_caveat,rankable target profile; population remains only the cited observed audience,"Senegal Pulaar, official Latin orthography",Senegal,POP-SN-AFG-002,4314509,4314509,source_interval_or_exact_bounds,4314509,4314509,4314509,persons,census_principal_language_commonly_spoken_persons_age_3_plus,mutually_exclusive_principal_language_category,2023,AFG-S009,"Tableau I-32, printed p.57, Ensemble effectif for Pulaar",R3_1m_to_9m,1.000000,1.000000,0.000000,0.503600,1.000000,territory_adult_literacy_proxy_sensitivity,ACE-E021,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,1086393,4314509,1059282.371,0.000,266727.304,4727001.316,,,,S_unknown,,,60.11780167,82.9,15.3302400879779,210,120083,912737,4073049,18664571,16.77,MV-1,D2,true,"Territory adult-literacy proxy below 70%; the selected corpus lacks foundational numeracy/pre-algebra, so Algebra and Trigonometry is a second step rather than a substitute.",1087145,4356012,18630029,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",44,44,49,44,52,44,52
