intervention_id,intervention_type,intervention_name,target_profiles,output_count,territory_or_scope,portfolio_lane,lane_basis,population_low,population_base,population_high,source_population_low_reported,source_population_high_reported,population_interval_status,population_measure,population_years,population_observation_ids,population_source_ids,profile_authority_source_ids,profile_population_attribution,source_confidence,source_tier,marginal_access_low,marginal_access_base_sensitivity,marginal_access_high,access_factor_status,gross_tokens_low,gross_tokens_base,gross_tokens_high,api_equivalent_usd_base,gross_people_per_million_base_tokens,base_marginal_access_per_million_tokens,conservative_access_per_million_tokens,optimistic_access_per_million_tokens,scarcity_adjusted_access_per_million_tokens,recommended_first_product,recommended_openstax_next_product,recommended_openstax_depth,openstax_next_gross_tokens_low,openstax_next_gross_tokens_base,openstax_next_gross_tokens_high,profile_resolution_status,profile_ranking_treatment,deduplication_rule,evidence_caveat,base_efficiency_rank_low,base_efficiency_rank_high,gross_efficiency_rank_low,gross_efficiency_rank_high,conservative_efficiency_rank_low,conservative_efficiency_rank_high,optimistic_efficiency_rank_low,optimistic_efficiency_rank_high,scarcity_efficiency_rank_low,scarcity_efficiency_rank_high,informative_rank_best,informative_rank_worst,informative_rank_views_available,conservative_view_treatment,admission_lane,admission_lane_rank_low,admission_lane_rank_high,portfolio_position
NAT-027,natural_language_edition,Sinhala,si-Sinh-LK,1,Sri Lanka,high_reach_underserved,R4_10m_to_49m; vitality is not inferred from population band,0,14948168,14948168,,,source_point_without_interval_model_low_zero_high_point,derived_cldr_territory_functional_language_users,2026-03-17 CLDR release; component estimate year not stated,ASSEC-LK-SI-001,ASSEC-S006,,,medium,2,0,6931465,14948168,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,16.77,3670019.192,1701787.776,0.000,16377300.361,882409.222,FR-2 Formal Reasoning Core,MV-1,D3,1612429,5474018,21073801,,,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",25,25,27,27,1,134,27,27,20,20,20,27,3,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,scarcity,20,20,27
EXP-004,natural_language_edition,India Maithili Devanagari edition,mai-Deva-IN,1,India,high_reach_underserved,R4_10m_to_49m; vitality is not inferred from population band,13353347,13353347,13353347,13353347,13353347,source_interval_or_exact_bounds,census_same_name_mother_tongue_component_persons,2011,POP-IN-COMP-010,PM-S001,,,high,1,0,7644770,11924251,territory_adult_literacy_proxy_sensitivity;India_C17_category_proxy_sensitivity,912737,4073049,18664571,16.77,3278464.610,1876915.795,0.000,13064279.195,,FR-2 Formal Reasoning Core,SB-1,D3,2997367,11374125,47112357,resolved_explicit_scoring_profile_population_scope_preserved,provisional_gross_ceiling_and_sensitivity_only,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",24,24,32,32,1,134,32,32,35,134,24,32,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,base,24,24,28
EXP-001,natural_language_edition,Afghanistan Pashto Arabic-script edition,ps-Arab-AF,1,Afghanistan,high_reach_underserved,R4_10m_to_49m; vitality is not inferred from population band,0,18753110,18753110,,,source_point_without_interval_model_low_zero_high_point,derived_2020_total_speakers_from_official_secondary_share_and_world_bank_denominator,2020 estimate; republished in official report 2023,ASSEC-AF-PS-001,ASSEC-S018,,,medium,2,0,3494642,18753110,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,16.77,4604194.548,857991.642,0.000,20546017.089,,FR-2 Formal Reasoning Core,MV-1,D2,1087145,4356012,18630029,resolved_explicit_scoring_profile_population_scope_preserved,provisional_gross_ceiling_and_sensitivity_only,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",36,36,26,26,1,134,26,26,35,134,26,36,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,optimistic,26,26,29
NAT-022,natural_language_edition,Nepali,ne-Deva-NP,1,Nepal,high_reach_underserved,R4_10m_to_49m; vitality is not inferred from population band,13084457,13084457,13084457,13084457,13084457,source_interval_or_exact_bounds,census_mother_tongue_persons,2021,POP-NP-001,PM-S004,,,high,1,0,5502014,11004028,direct_language_specific_literacy_rate;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,16.77,3212447.727,1350834.228,0.000,12056077.490,750464.087,FR-2 Formal Reasoning Core,MV-1,D2,1087145,4356012,18630029,,,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",30,30,33,33,1,134,34,34,22,22,22,34,3,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,scarcity,22,22,30
NAT-073,natural_language_edition,isiZulu,zu-Latn-ZA,1,South Africa,high_reach_underserved,R4_10m_to_49m; vitality is not inferred from population band,14613202,14613202,14613202,14613202,14613202,source_interval_or_exact_bounds,census_language_most_often_spoken_in_household_persons_age_1_plus,2022,ZA-ZUL-2022,ZA-S001,,,high,1,0,6659967,14613202,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,16.77,3587779.573,1635130.586,0.000,16010309.651,,FR-2 Formal Reasoning Core,MV-1,D3,1612429,5474018,21073801,,,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",26,26,30,30,1,134,29,29,35,134,26,29,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,base,26,26,31
NAT-031,natural_language_edition,Khmer,km-Khmr-KH,1,Cambodia,high_reach_underserved,R4_10m_to_49m; vitality is not inferred from population band,14893134,14893134,14893134,14893134,14893134,source_interval_or_exact_bounds,census_mother_tongue_persons,2019,ALG-KH-L001,ALG-S011,,,high,1,0,5356316,14893134,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,16.77,3656507.447,1315062.991,0.000,16317004.789,,FR-2 Formal Reasoning Core,MV-1,D3,1612429,5474018,21073801,,,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",31,31,28,28,1,134,28,28,35,134,28,31,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,optimistic,28,28,32
NAT-055,natural_language_edition,Turkmen,tk-Latn-TM,1,Turkmenistan,regional_depth,R3_1m_to_9m; vitality is not inferred from population band,6297965,6297965,6297965,6297965,6297965,source_interval_or_exact_bounds,census_mother_tongue_persons,2022,ALG-TM-L001,ALG-S009,,,high,1,0,3145834,6297965,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,16.77,1546253.188,772353.586,0.000,6900087.320,593568.356,FR-2 Formal Reasoning Core,MV-1,D3,1612429,5474018,21073801,,,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",38,38,41,41,1,134,41,41,23,23,23,41,3,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,scarcity,23,23,33
NAT-075,natural_language_edition,Shona,sn-Latn-ZW,1,Zimbabwe,high_reach_underserved,R4_10m_to_49m; vitality is not inferred from population band,11251734,11251734,11251734,11251734,11251734,source_interval_or_exact_bounds,census_mother_tongue_persons,2022,POP-ZW-001,PM-S011,,,high,1,0,5244996,11251734,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,16.77,2762484.321,1287732.114,0.000,12327465.634,,FR-2 Formal Reasoning Core,MV-1,D2,1087145,4356012,18630029,,,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",32,32,34,34,1,134,33,33,35,134,32,33,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,base,32,32,34
NAT-047,natural_language_edition,Kazakh,kk-Cyrl-KZ,1,Kazakhstan,high_reach_underserved,R4_10m_to_49m; vitality is not inferred from population band,13380107,13380107,13380107,13380107,13380107,source_interval_or_exact_bounds,census_native_language_of_own_nationality_persons,2021,ALG-KZ-L001,ALG-S007,,,high,1,0,3345027,13380107,unmeasured_low0_neutral0.5_high1_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,16.77,3285034.626,821258.718,0.000,14659323.551,205314.741,FR-2 Formal Reasoning Core,SB-1,D3,2997367,11374125,47112357,,,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",37,37,31,31,1,134,31,31,27,27,27,37,3,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,optimistic,31,31,35
NAT-032,natural_language_edition,Lao,lo-Laoo-LA,1,Laos,regional_depth,R3_1m_to_9m; vitality is not inferred from population band,0,5487956,5487956,,,source_point_without_interval_model_low_zero_high_point,derived_cldr_territory_functional_language_users,2026-03-17 CLDR release; component estimate year not stated,ASSEC-LA-LO-001,ASSEC-S006,,,medium,2,0,2075545,5487956,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,16.77,1347382.759,509580.170,0.000,6012636.718,391622.099,FR-2 Formal Reasoning Core,MV-1,D2,1087145,4356012,18630029,,,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",45,45,45,45,1,134,45,45,24,24,24,45,3,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,scarcity,24,24,36
NAT-074,natural_language_edition,isiXhosa,xh-Latn-ZA,1,South Africa,regional_depth,R3_1m_to_9m; vitality is not inferred from population band,9786928,9786928,9786928,9786928,9786928,source_interval_or_exact_bounds,census_language_most_often_spoken_in_household_persons_age_1_plus,2022,ZA-XHO-2022,ZA-S001,,,high,1,0,4460393,9786928,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,16.77,2402850.543,1095099.273,0.000,10722615.606,,FR-2 Formal Reasoning Core,MV-1,D3,1612429,5474018,21073801,,,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",33,33,36,36,1,134,36,36,35,134,33,36,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,base,33,33,37
NAT-049,natural_language_edition,Tajik,tg-Cyrl-TJ,1,Tajikistan,high_reach_underserved,R4_10m_to_49m; vitality is not inferred from population band,0,10394100,10394100,,,source_point_without_interval_model_low_zero_high_point,derived_cldr_territory_functional_language_users,2026-03-17 CLDR release; component estimate year not stated,ASSEC-TJ-TG-001,ASSEC-S006,,,medium,2,0,2598525,10394100,unmeasured_low0_neutral0.5_high1_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,16.77,2551921.177,637980.294,0.000,11387836.803,,FR-2 Formal Reasoning Core,SB-1,D3,2997367,11374125,47112357,,,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",41,41,35,35,1,134,35,35,35,134,35,41,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,optimistic,35,35,38
EXP-013,natural_language_edition,Ethiopia Somali Latin-script edition,so-Latn-ET,1,Ethiopia,regional_depth,R3_1m_to_9m; vitality is not inferred from population band,4609274,4609274,4609274,4609274,4609274,source_interval_or_exact_bounds,census_mother_tongue_persons,2007,POP-ET-003,PM-S020,,,high,1,0,1393384,4609274,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,16.77,1131651.988,342098.511,0.000,5049947.575,262908.941,FR-2 Formal Reasoning Core,MV-1,D2,1087145,4356012,18630029,resolved_explicit_scoring_profile_population_scope_preserved,provisional_gross_ceiling_and_sensitivity_only,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",51,51,48,48,1,134,48,48,26,26,26,51,3,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,scarcity,26,26,39
EXP-005,natural_language_edition,Indonesia Madurese Latin-script edition,mad-Latn-ID,1,Indonesia,regional_depth,R3_1m_to_9m; vitality is not inferred from population band,7743533,7743533,7743533,7743533,7743533,source_interval_or_exact_bounds,daily_language_at_home_age5plus_persons,2010,POP-ID-005,PM-S005,,,high,1,0,3716896,7743533,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,16.77,1901163.723,912558.626,0.000,8483860.082,,FR-2 Formal Reasoning Core,MV-1,D3,1612429,5474018,21073801,resolved_explicit_scoring_profile_population_scope_preserved,provisional_gross_ceiling_and_sensitivity_only,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",34,34,39,39,1,134,39,39,35,134,34,39,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,base,34,34,40
EXP-018,natural_language_edition,Mali Bamanankan Latin-script edition,bm-Latn-ML,1,Mali,regional_depth,R3_1m_to_9m; vitality is not inferred from population band,9551561,9551561,9551561,9551561,9551561,source_interval_or_exact_bounds,census_mother_tongue_persons_age_3_plus,2022,POP-ML-AFG-001,AFG-S008,,,medium,1,0,1701611,9551561,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,16.77,2345064.103,417773.270,0.000,10464746.143,,FR-2 Formal Reasoning Core,MV-1,D2,1087145,4356012,18630029,resolved_explicit_scoring_profile_population_scope_preserved,provisional_gross_ceiling_and_sensitivity_only,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",48,48,37,37,1,134,37,37,35,134,37,48,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,optimistic,37,37,41
NAT-048,natural_language_edition,Kyrgyz,ky-Cyrl-KG,1,Kyrgyzstan,regional_depth,R3_1m_to_9m; vitality is not inferred from population band,5527168,5527168,5527168,5527168,5527168,source_interval_or_exact_bounds,census_native_language_persons,2022,ALG-KG-L001,ALG-S008,,,high,1,0,1381792,5527168,unmeasured_low0_neutral0.5_high1_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,16.77,1357009.945,339252.486,0.000,6055597.615,204179.719,FR-2 Formal Reasoning Core,MV-1,D3,1612429,5474018,21073801,,,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",52,52,44,44,1,134,44,44,28,28,28,52,3,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,scarcity,28,28,42
NAT-035,natural_language_edition,Ilocano,ilo-Latn-PH,1,Philippines,regional_depth,R3_1m_to_9m; vitality is not inferred from population band,0,7098503,7098503,,,source_point_without_interval_model_low_zero_high_point,CLEAR_normalized_main_language_weighted_persons_from_IPUMS_2010_census_extract,2010-12-31,ASSEC-PH-ILO-001,ASSEC-S008,,,high,2,0,3494948,7098503,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,16.77,1742798.331,858066.770,0.000,7777161.439,,FR-2 Formal Reasoning Core,MV-1,D3,1612429,5474018,21073801,,,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",35,35,40,40,1,134,40,40,35,134,35,40,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,base,35,35,43
NAT-081,natural_language_edition,Wolof,wo-Latn-SN,1,Senegal,regional_depth,R3_1m_to_9m; vitality is not inferred from population band,8786892,8786892,8786892,8786892,8786892,source_interval_or_exact_bounds,census_principal_language_commonly_spoken_persons_age_3_plus,2023,POP-SN-AFG-001,AFG-S009,,,high,1,0,2212539,8786892,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,16.77,2157325.384,543214.432,0.000,9626970.310,,FR-2 Formal Reasoning Core,MV-1,D2,1087145,4356012,18630029,,,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",43,43,38,38,1,134,38,38,35,134,38,43,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,optimistic,38,38,44
NAT-005,natural_language_edition,Sri Lankan Tamil,ta-Taml-LK,1,Sri Lanka,regional_depth,R3_1m_to_9m; vitality is not inferred from population band,0,3297390,3297390,,,source_point_without_interval_model_low_zero_high_point,derived_cldr_territory_functional_language_users,2026-03-17 CLDR release; component estimate year not stated,ASSEC-LK-TA-001,ASSEC-S006,,,medium,2,0,1529000,3297390,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,16.77,809563.057,375394.453,0.000,3612639.786,173793.637,FR-2 Formal Reasoning Core,MV-1,D3,1612429,5474018,21073801,,,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",49,49,53,53,1,134,53,53,29,29,29,53,3,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,scarcity,29,29,45
NAT-036,natural_language_edition,Hiligaynon,hil-Latn-PH,1,Philippines,regional_depth,R3_1m_to_9m; vitality is not inferred from population band,0,6073883,6073883,,,source_point_without_interval_model_low_zero_high_point,CLEAR_normalized_main_language_weighted_persons_from_IPUMS_2010_census_extract,2010-12-31,ASSEC-PH-HIL-001,ASSEC-S008,,,high,2,0,2990476,6073883,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,16.77,1491237.400,734210.661,0.000,6654581.769,,FR-2 Formal Reasoning Core,MV-1,D3,1612429,5474018,21073801,,,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",39,39,42,42,1,134,42,42,35,134,39,42,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,base,39,39,46
EXP-019,natural_language_edition,South Africa Sepedi Latin-script edition,nso-Latn-ZA,1,South Africa,regional_depth,R3_1m_to_9m; vitality is not inferred from population band,5972255,5972255,5972255,5972255,5972255,source_interval_or_exact_bounds,census_language_most_often_spoken_in_household_persons_age_1_plus,2022,ZA-NSO-2022,ZA-S001,,,high,1,0,2721855,5972255,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,16.77,1466286.067,668259.822,0.000,6543237.537,,FR-2 Formal Reasoning Core,MV-1,D3,1612429,5474018,21073801,resolved_explicit_scoring_profile_population_scope_preserved,provisional_gross_ceiling_and_sensitivity_only,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",40,40,43,43,1,134,43,43,35,134,40,43,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,optimistic,43,43,47
NAT-050,natural_language_edition,Mongolian,mn-Cyrl-MN,1,Mongolia,regional_depth,R3_1m_to_9m; vitality is not inferred from population band,0,3051962,3051962,,,source_point_without_interval_model_low_zero_high_point,derived_cldr_territory_functional_language_users,2026-03-17 CLDR release; component estimate year not stated,ASSEC-MN-MN-001,ASSEC-S006,,,medium,2,0,1505228,3051962,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,16.77,749306.478,369558.039,0.000,3343747.432,150560.428,FR-2 Formal Reasoning Core,MV-1,D3,1612429,5474018,21073801,,,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",50,50,55,55,1,134,54,54,30,30,30,54,3,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,scarcity,30,30,48
EXP-020,natural_language_edition,South Africa Setswana Latin-script edition,tn-Latn-ZA,1,South Africa,regional_depth,R3_1m_to_9m; vitality is not inferred from population band,4972787,4972787,4972787,4972787,4972787,source_interval_or_exact_bounds,census_language_most_often_spoken_in_household_persons_age_1_plus,2022,ZA-TSN-2022,ZA-S001,,,high,1,0,2266348,4972787,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,16.77,1220900.362,556425.420,0.000,5448214.546,,FR-2 Formal Reasoning Core,MV-1,D3,1612429,5474018,21073801,resolved_explicit_scoring_profile_population_scope_preserved,provisional_gross_ceiling_and_sensitivity_only,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",42,42,46,46,1,134,46,46,35,134,42,46,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,base,42,42,49
EXP-021,natural_language_edition,South Africa Sesotho Latin-script edition,st-Latn-ZA,1,South Africa,regional_depth,R3_1m_to_9m; vitality is not inferred from population band,4678964,4678964,4678964,4678964,4678964,source_interval_or_exact_bounds,census_language_most_often_spoken_in_household_persons_age_1_plus,2022,ZA-SOT-2022,ZA-S001,,,high,1,0,2132438,4678964,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,16.77,1148762.021,523548.330,0.000,5126300.347,,FR-2 Formal Reasoning Core,MV-1,D3,1612429,5474018,21073801,resolved_explicit_scoring_profile_population_scope_preserved,provisional_gross_ceiling_and_sensitivity_only,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",44,44,47,47,1,134,47,47,35,134,44,47,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,optimistic,47,47,50
NAT-105,natural_language_edition,Maori,mi-Latn-NZ,1,New Zealand,regional_depth,R2_100k_to_999k; vitality is not inferred from population band,213847,213849,213851,213847,213851,source_interval_or_exact_bounds,census_languages_spoken_multiple_response_persons,2023,POP-NZ-002,PM-S014,,,high,1,0,53462,213851,unmeasured_low0_neutral0.5_high1_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,16.77,52503.419,13125.793,0.000,234296.407,12032.018,FR-2 Formal Reasoning Core,MV-1,D3,1612429,5474018,21073801,,,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",79,79,79,79,1,134,79,79,31,31,31,79,3,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,scarcity,31,31,51
EXP-006,natural_language_edition,Indonesia Minangkabau Latin-script edition,min-Latn-ID,1,Indonesia,regional_depth,R3_1m_to_9m; vitality is not inferred from population band,4232226,4232226,4232226,4232226,4232226,source_interval_or_exact_bounds,daily_language_at_home_age5plus_persons,2010,POP-ID-006,PM-S005,,,high,1,0,2031468,4232226,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,16.77,1039080.551,498758.547,0.000,4636851.579,,FR-2 Formal Reasoning Core,MV-1,D3,1612429,5474018,21073801,resolved_explicit_scoring_profile_population_scope_preserved,provisional_gross_ceiling_and_sensitivity_only,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",46,46,51,51,1,134,51,51,35,134,46,51,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,base,46,46,52
EXP-014,natural_language_edition,Ethiopia Tigrinya Ethiopic-script edition,ti-Ethi-ET,1,Ethiopia,regional_depth,R3_1m_to_9m; vitality is not inferred from population band,4324933,4324933,4324933,4324933,4324933,source_interval_or_exact_bounds,census_mother_tongue_persons,2007,POP-ET-004,PM-S020,,,high,1,0,1307427,4324933,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,16.77,1061841.633,320994.665,0.000,4738421.911,,FR-2 Formal Reasoning Core,MV-1,D2,1087145,4356012,18630029,resolved_explicit_scoring_profile_population_scope_preserved,provisional_gross_ceiling_and_sensitivity_only,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",54,54,49,49,1,134,49,49,35,134,49,54,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,optimistic,49,49,53
