join_suggestion_id,intervention_id,target_name,observation_id,population_language_label,candidate_iso3,population_iso3,code_match,name_match,territory_match,suggestion_status,population_base,count_unit,measure_type,target_mapping_status,observation_use,negative_control,notes
JOIN-0092,NAT-032,Lao,ALG-LA-E001,Lao,lao,,false,true,false,name_only_join_review,3427665,persons,census_citizen_ethnic_category_persons,non_language_population_proxy,context_or_sensitivity_only,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0093,NAT-032,Lao,ASSEC-LA-LO-001,Lao,lao,lao,true,true,true,strong_join_suggestion,5487956,persons,derived_cldr_territory_functional_language_users,exact_named_language_and_territory_match_to_NAT-032; Thai overlap unresolved,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0094,NAT-033,Filipino,TH-2010-020,Tagalog/Filipino,fil,fil,true,false,false,same_language_other_territory_review,6041,persons,census_usual_language_at_home_persons,source_named_label_pending_edition_profile_evidence,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0095,NAT-034,Cebuano,POP-PH-005,Cebuano,ceb,ceb,true,true,true,strong_join_suggestion,1716080,households,households_language_generally_spoken_at_home,household_proxy,context_or_sensitivity_only,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0096,NAT-034,Cebuano,ASSEC-PH-CEB-001,Cebuano,ceb,ceb,true,true,true,strong_join_suggestion,20697364,persons,CLEAR_normalized_main_language_weighted_persons_from_IPUMS_2010_census_extract,exact_Cebuano_and_Philippines_match_to_NAT-034; API Glottocode cebu1242 crosschecked to hid ceb,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0097,NAT-035,Ilocano,POP-PH-004,Ilocano,ilo,ilo,true,true,true,strong_join_suggestion,1863409,households,households_language_generally_spoken_at_home,household_proxy,context_or_sensitivity_only,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0098,NAT-035,Ilocano,ASSEC-PH-ILO-001,Iloko,ilo,ilo,true,false,true,code_only_profile_join_review,7098503,persons,CLEAR_normalized_main_language_weighted_persons_from_IPUMS_2010_census_extract,exact_Iloko_alias_and_Philippines_match_to_NAT-035_Ilocano; API Glottocode ilok1237 crosschecked to hid ilo,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0099,NAT-036,Hiligaynon,POP-PH-003,Hiligaynon,hil,hil,true,true,true,strong_join_suggestion,1933512,households,households_language_generally_spoken_at_home,household_proxy,context_or_sensitivity_only,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0100,NAT-036,Hiligaynon,ASSEC-PH-HIL-001,Hiligaynon,hil,hil,true,true,true,strong_join_suggestion,6073883,persons,CLEAR_normalized_main_language_weighted_persons_from_IPUMS_2010_census_extract,exact_Hiligaynon_and_Philippines_match_to_NAT-036; API Glottocode hili1240 crosschecked to hid hil,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0101,NAT-037,Waray,POP-PH-007,Waray,war,war,true,true,true,strong_join_suggestion,698745,households,households_language_generally_spoken_at_home,household_proxy,context_or_sensitivity_only,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0102,NAT-037,Waray,ASSEC-PH-WAR-001,Waray,war,war,true,true,true,strong_join_suggestion,2694135,persons,CLEAR_normalized_main_language_weighted_persons_from_IPUMS_2010_census_extract,exact_Waray_and_Philippines_match_to_NAT-037; API Glottocode wara1300 crosschecked to hid war; Waray_Sorsogon row excluded,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0103,NAT-038,Javanese,POP-ID-001,Javanese,jav,jav,true,true,true,strong_join_suggestion,68044660,persons,daily_language_at_home_age5plus_persons,source_named_language_observation,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0104,NAT-039,Sundanese,POP-ID-003,Sundanese,sun,sun,true,true,true,strong_join_suggestion,32412752,persons,daily_language_at_home_age5plus_persons,source_named_language_observation,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0105,NAT-040,Malaysian Malay,POP-ID-004,Malay,msa,msa,true,false,false,same_language_other_territory_review,7901386,persons,daily_language_at_home_age5plus_persons,source_observation_not_candidate_ready,context_or_sensitivity_only,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0106,NAT-040,Malaysian Malay,ASSEC-MY-MS-001,Malay,msa,msa,true,false,true,code_only_profile_join_review,25923600,persons,derived_cldr_territory_functional_language_users,provisional_ms_language_and_Malaysia_match_to_NAT-040; source does not distinguish standard Malaysian Malay from broader Malay,context_or_sensitivity_only_until_exact_standard_variety_fit,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0107,NAT-041,Tetum Prasa,ALG-TL-L001,Tetun Prasa,tet,tet,true,true,true,strong_join_suggestion,361027,persons,census_mother_tongue_persons,source_named_language_observation,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0108,NAT-041,Tetum Prasa,ALG-TL-L004,Tetun Terik,tet,tet,true,false,true,code_only_profile_join_review,71418,persons,census_mother_tongue_persons,source_named_language_observation,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0109,NAT-042,S'gaw Karen,TH-2010-005,Karen,ksw,kar,false,true,true,name_only_join_review,441114,persons,census_usual_language_at_home_persons,macro_or_unresolved_source_label,context_or_sensitivity_only,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0110,NAT-043,Rohingya Hanifi profile,POP-RF-001,Rohingya,rhg,rhg,true,false,true,code_only_profile_join_review,1202034,persons,operational_refugee_population_proxy_not_language,non_language_population_proxy,context_or_sensitivity_only,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0111,NAT-044,Fataluku,ALG-TL-L009,Fataluku,ddg,ddg,true,true,true,strong_join_suggestion,41500,persons,census_mother_tongue_persons,source_named_language_observation,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0112,NAT-046,Uzbek,ALG-KZ-L003,Uzbek,uzb,uzb,true,true,false,same_language_other_territory_review,583456,persons,census_native_language_of_own_nationality_persons,source_named_language_lower_bound,gross_lower_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0113,NAT-046,Uzbek,ALG-KG-L002,Uzbek,uzb,uzb,true,true,false,same_language_other_territory_review,884830,persons,census_native_language_persons,source_named_language_observation,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0114,NAT-046,Uzbek,ALG-TM-L002,Uzbek,uzb,uzb,true,true,false,same_language_other_territory_review,478212,persons,census_mother_tongue_persons,source_named_language_observation,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0115,NAT-046,Uzbek,ALG-UZ-L001,Uzbek,uzb,uzb,true,true,true,strong_join_suggestion,35700000,persons,preliminary_census_mother_tongue_persons_rounded,source_named_label_pending_edition_profile_evidence,context_or_sensitivity_only,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0116,NAT-047,Kazakh,ALG-KZ-L001,Kazakh,kaz,kaz,true,true,true,strong_join_suggestion,13380107,persons,census_native_language_of_own_nationality_persons,source_named_language_lower_bound,gross_lower_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0117,NAT-047,Kazakh,ALG-KZ-P001,Kazakh,kaz,kaz,true,true,true,strong_join_suggestion,12670407,persons,census_speaks_language_fluently_persons,population_wide_language_proficiency_not_native_or_academic,context_or_written_ceiling_pending_literacy_evidence,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0118,NAT-047,Kazakh,ALG-KG-L007,Kazakh,kaz,kaz,true,true,false,same_language_other_territory_review,15314,persons,census_native_language_of_own_ethnic_group_persons,source_named_language_lower_bound,gross_lower_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0119,NAT-047,Kazakh,ALG-TM-L006,Kazakh,kaz,kaz,true,true,false,same_language_other_territory_review,10578,persons,census_mother_tongue_persons,source_named_language_observation,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0120,NAT-047,Kazakh,ALG-MN-E002,Казах / Kazakh,kaz,,false,true,false,name_only_join_review,120999,persons,census_citizen_ethnic_category_persons,non_language_population_proxy,context_or_sensitivity_only,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0121,NAT-048,Kyrgyz,ALG-KG-L001,Kyrgyz,kir,kir,true,true,true,strong_join_suggestion,5527168,persons,census_native_language_persons,source_named_language_observation,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0122,NAT-049,Tajik,ALG-KG-L005,Tajik,tgk,tgk,true,true,false,same_language_other_territory_review,53424,persons,census_native_language_of_own_ethnic_group_persons,source_named_language_lower_bound,gross_lower_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0123,NAT-049,Tajik,ASSEC-TJ-TG-001,Tajik,tgk,tgk,true,true,true,strong_join_suggestion,10394100,persons,derived_cldr_territory_functional_language_users,exact_named_language_and_territory_match_to_NAT-049; source does not establish orthography,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0124,NAT-050,Mongolian,ASSEC-MN-MN-001,Mongolian,mon,mon,true,true,true,strong_join_suggestion,3051962,persons,derived_cldr_territory_functional_language_users,language_code_and_territory_match_to_NAT-050; source does not separate Mongolian varieties,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0125,NAT-053,Azerbaijani,ALG-TM-L005,Azerbaijani,aze,aze,true,true,false,same_language_other_territory_review,21274,persons,census_mother_tongue_persons,source_named_language_observation,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0126,NAT-054,Uyghur,ALG-KZ-L004,Uyghur,uig,uig,true,true,false,same_language_other_territory_review,247322,persons,census_native_language_of_own_nationality_persons,source_named_language_lower_bound,gross_lower_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0127,NAT-054,Uyghur,ALG-KG-L006,Uyghur,uig,uig,true,true,false,same_language_other_territory_review,17220,persons,census_native_language_of_own_ethnic_group_persons,source_named_language_lower_bound,gross_lower_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0128,NAT-055,Turkmen,ALG-TM-L001,Turkmen,tuk,tuk,true,true,true,strong_join_suggestion,6297965,persons,census_mother_tongue_persons,source_named_language_observation,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0129,NAT-058,Dari,ASSEC-AF-PRS-001,Dari,prs,prs,true,true,true,strong_join_suggestion,30083114,persons,derived_2020_total_speakers_from_official_secondary_share_and_world_bank_denominator,exact_Dari_national_core_match_to_NAT-058; displaced cohorts excluded; source does not establish orthography,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0130,NAT-065,Amharic,POP-ET-002,Amharic,amh,amh,true,true,true,strong_join_suggestion,21634396,persons,census_mother_tongue_persons,source_named_language_observation,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0131,NAT-066,Oromo,POP-ET-001,Oromo,orm,orm,true,true,true,strong_join_suggestion,24930424,persons,census_mother_tongue_persons,source_observation_not_candidate_ready,context_or_sensitivity_only,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0132,NAT-067,Somali,POP-ET-003,Somali,som,som,true,true,false,same_language_other_territory_review,4609274,persons,census_mother_tongue_persons,source_named_language_observation,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0133,NAT-067,Somali,POP-KE-AFG-010,Somali,som,som,true,true,false,same_language_other_territory_review,3.769090,percent_of_valid_weighted_adult_respondents,probability_survey_primary_home_language_weighted_share,exact_source_language_label_editorial_iso_mapping_pending_central_review,context_or_sensitivity_only_until_population_scaling_and_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0134,NAT-068,Tigrinya,POP-ET-004,Tigrinya,tir,tir,true,true,true,strong_join_suggestion,4324933,persons,census_mother_tongue_persons,source_named_language_observation,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0135,NAT-069,Hausa,POP-NG-AFG-001,Hausa,hau,hau,true,true,true,strong_join_suggestion,31.548967,percent_of_valid_weighted_adult_respondents,probability_survey_primary_home_language_weighted_share,exact_source_language_label_editorial_iso_mapping_pending_central_review,context_or_sensitivity_only_until_population_scaling_and_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0136,NAT-070,Yoruba,POP-NG-AFG-003,Yoruba,yor,yor,true,true,true,strong_join_suggestion,17.187803,percent_of_valid_weighted_adult_respondents,probability_survey_primary_home_language_weighted_share,exact_source_language_label_editorial_iso_mapping_pending_central_review,context_or_sensitivity_only_until_population_scaling_and_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0137,NAT-071,Igbo,POP-NG-AFG-002,Igbo,ibo,ibo,true,true,true,strong_join_suggestion,12.943308,percent_of_valid_weighted_adult_respondents,probability_survey_primary_home_language_weighted_share,exact_source_language_label_editorial_iso_mapping_pending_central_review,context_or_sensitivity_only_until_population_scaling_and_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0138,NAT-072,Nigerian Pidgin,POP-NG-AFG-004,Pidgin English,pcm,pcm,true,false,true,code_only_profile_join_review,1.559453,percent_of_valid_weighted_adult_respondents,probability_survey_primary_home_language_weighted_share,exact_source_language_label_editorial_iso_mapping_pending_central_review,context_or_sensitivity_only_until_population_scaling_and_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0139,NAT-073,isiZulu,ZA-ZUL-2022,isiZulu,zul,zul,true,true,true,strong_join_suggestion,14613202,persons,census_language_most_often_spoken_in_household_persons_age_1_plus,gross_named_spoken_language_observation,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0140,NAT-074,isiXhosa,POP-ZW-015,Xhosa,xho,xho,true,true,false,same_language_other_territory_review,11304,persons,census_mother_tongue_persons,source_named_language_observation,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0141,NAT-074,isiXhosa,ZA-XHO-2022,isiXhosa,xho,xho,true,true,true,strong_join_suggestion,9786928,persons,census_language_most_often_spoken_in_household_persons_age_1_plus,gross_named_spoken_language_observation,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0142,NAT-075,Shona,POP-ZW-001,Shona,sna,sna,true,true,true,strong_join_suggestion,11251734,persons,census_mother_tongue_persons,source_named_language_observation,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0143,NAT-075,Shona,ZA-SNA-CTX-2022,Shona,sna,sna,true,true,false,same_language_other_territory_review,716967,persons,census_language_most_often_spoken_in_household_persons_age_1_plus,context_or_unresolved_source_category,context_or_sensitivity_only,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0144,NAT-076,Zimbabwean Ndebele,POP-ZW-002,Northern Ndebele,nde,nde,true,true,true,strong_join_suggestion,1599324,persons,census_mother_tongue_persons,source_named_language_observation,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0145,NAT-077,Chichewa Malawi profile,POP-ZW-009,Chewa,nya,nya,true,true,false,same_language_other_territory_review,35817,persons,census_mother_tongue_persons,source_named_language_observation,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0146,NAT-077,Chichewa Malawi profile,POP-MW-001,Chewa,nya,,false,true,true,name_only_join_review,6020945,persons,census_tribe_persons_proxy_not_language,non_language_population_proxy,context_or_sensitivity_only,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0147,NAT-077,Chichewa Malawi profile,ZA-NYA-CTX-2022,Chichewa/Chewa/Nyanja/Chinyanja,nya,nya,true,false,false,same_language_other_territory_review,161162,persons,census_language_most_often_spoken_in_household_persons_age_1_plus,context_or_unresolved_source_category,context_or_sensitivity_only,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0148,NAT-078,Kinyarwanda,POP-RW-AFG-001,Kinyarwanda,kin,kin,true,true,true,strong_join_suggestion,54.0,percent_of_resident_population_age_15_plus,census_language_literacy_share_age_15_plus,exact_named_language_profile_editorial_iso_mapping_pending_central_review,direct_literacy_observation_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0149,NAT-078,Kinyarwanda,POP-RW-AFG-002,Kinyarwanda,kin,kin,true,true,true,strong_join_suggestion,77.3,percent_of_resident_population_age_15_plus,derived_census_any_kinyarwanda_literacy_share_age_15_plus,derived_exact_named_language_union_editorial_iso_mapping_pending_central_review,direct_literacy_observation_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0150,NAT-079,Kirundi,POP-BI-AFG-001,Kirundi,run,run,true,true,true,strong_join_suggestion,1582074,persons,census_language_read_and_written_persons_age_10_plus,exact_named_language_profile_editorial_iso_mapping_pending_central_review,direct_literacy_observation_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0151,NAT-079,Kirundi,POP-BI-AFG-002,Kirundi,run,run,true,true,true,strong_join_suggestion,2261931,persons,derived_census_any_kirundi_read_and_written_persons_age_10_plus,derived_exact_named_language_union_editorial_iso_mapping_pending_central_review,direct_literacy_observation_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0152,NAT-081,Wolof,POP-SN-AFG-001,Wolof,wol,wol,true,true,true,strong_join_suggestion,8786892,persons,census_principal_language_commonly_spoken_persons_age_3_plus,exact_source_language_label_editorial_iso_mapping_pending_central_review,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0153,NAT-082,Bambara,POP-ML-AFG-001,Bambara/Bamanankan,bam,bam,true,false,true,code_only_profile_join_review,9551561,persons,census_mother_tongue_persons_age_3_plus,exact_source_language_label_editorial_iso_mapping_pending_central_review,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0154,NAT-087,Haitian Creole,GRG-US-025,Haitian,hat,hat,true,false,false,same_language_other_territory_review,867500,estimated_persons,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,source_named_language_observation,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0155,NAT-089,Ayacucho Quechua,POP-PE-001,Quechua,quy,que,false,true,true,name_only_join_review,3799780,persons,census_language_learned_in_childhood_age3plus_persons,source_observation_not_candidate_ready,context_or_sensitivity_only,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0156,NAT-090,Cusco Quechua,POP-PE-001,Quechua,quz,que,false,true,true,name_only_join_review,3799780,persons,census_language_learned_in_childhood_age3plus_persons,source_observation_not_candidate_ready,context_or_sensitivity_only,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0157,NAT-091,South Bolivian Quechua,POP-PE-001,Quechua,quh,que,false,true,false,name_only_join_review,3799780,persons,census_language_learned_in_childhood_age3plus_persons,source_observation_not_candidate_ready,context_or_sensitivity_only,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0158,NAT-092,Central Aymara,POP-PE-002,Aymara,ayr,aym,false,true,true,name_only_join_review,450010,persons,census_language_learned_in_childhood_age3plus_persons,source_observation_not_candidate_ready,context_or_sensitivity_only,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0159,NAT-093,Yucatec Maya,POP-MX-002,Yucatec Maya,yua,yua,true,true,true,strong_join_suggestion,774755,persons,speaks_indigenous_language_age3plus_persons,source_observation_not_candidate_ready,context_or_sensitivity_only,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0160,NAT-093,Yucatec Maya,GRG-US-034,Yucateco,yua,yua,true,false,false,same_language_other_territory_review,1708,estimated_persons,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,source_named_language_observation,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0161,NAT-094,K'iche',GRG-US-032,Kiche,quc,quc,true,false,false,same_language_other_territory_review,3787,estimated_persons,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,source_named_language_observation,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0162,NAT-096,Mam,GRG-US-031,Mam,mam,mam,true,true,false,same_language_other_territory_review,5062,estimated_persons,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,source_named_language_observation,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0163,NAT-100,Eastern Huasteca Nahuatl,POP-MX-001,Nahuatl,nhe,nah,false,true,true,name_only_join_review,1651958,persons,speaks_indigenous_language_age3plus_persons,source_observation_not_candidate_ready,context_or_sensitivity_only,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0164,NAT-101,Eastern Canadian Inuktitut syllabics profile,POP-CA-015,Inuktitut,iku,iku,true,false,true,code_only_profile_join_review,27140,persons,language_spoken_predominantly_at_home_persons,source_observation_not_candidate_ready,context_or_sensitivity_only,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0165,NAT-104,Plains Cree,POP-CA-009,Plains Cree,crk,crk,true,true,true,strong_join_suggestion,5025,persons,census_mother_tongue_persons_excluding_institutional_residents,source_named_language_observation,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0166,NAT-105,Maori,POP-NZ-002,Maori,mri,mri,true,true,true,strong_join_suggestion,213849,persons,census_languages_spoken_multiple_response_persons,source_named_language_observation,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0167,NAT-106,Samoan,POP-NZ-003,Samoan,smo,smo,true,true,false,same_language_other_territory_review,110541,persons,census_languages_spoken_multiple_response_persons,source_named_language_observation,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0168,NAT-109,Welsh,POP-EU-001,Welsh,cym,cym,true,true,true,strong_join_suggestion,538300,persons,self_reported_ability_to_speak_age3plus_persons,oral_or_speaking_ability_observation,context_or_written_ceiling_pending_literacy_evidence,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0169,NAT-110,Basque,POP-EU-004,Basque,eus,eus,true,true,true,strong_join_suggestion,936812,persons,understands_and_speaks_well_age2plus_persons,oral_or_speaking_ability_observation,context_or_written_ceiling_pending_literacy_evidence,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0170,NAT-121,Bahasa Indonesia,POP-ID-002,Indonesian,ind,ind,true,false,true,code_only_profile_join_review,42682566,persons,daily_language_at_home_age5plus_persons,source_named_language_observation,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0171,NAT-121,Bahasa Indonesia,POP-ID-018,Bahasa Indonesia,ind,ind,true,true,true,strong_join_suggestion,248501794,persons,official_long_form_census_able_to_speak_indonesian_persons_age5plus,exact_named_functional_language_population_ceiling_for_id_Latn_ID,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0172,NAT-122,Mainland Simplified Chinese,POP-MU-003,Chinese languages,zho,zho,true,false,false,same_language_other_territory_review,997,persons,language_usually_spoken_at_home_persons,source_observation_not_candidate_ready,context_or_sensitivity_only,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0173,NAT-122,Mainland Simplified Chinese,POP-CN-001,Mainland China population,zho,zho,true,false,true,strong_join_suggestion,1411778724,persons,official_census_mainland_population_gross_territory_ceiling,territory_ceiling_with_independent_zh_Hans_CN_written_standard_mapping,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0174,NAT-122,Mainland Simplified Chinese,TH-2010-013,Chinese,zho,zho,true,false,false,same_language_other_territory_review,111866,persons,census_usual_language_at_home_persons,macro_or_unresolved_source_label,context_or_sensitivity_only,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0175,NAT-122,Mainland Simplified Chinese,ALG-KH-L003,Chinese [unspecified],zho,zho,true,false,false,same_language_other_territory_review,94450,persons,census_mother_tongue_persons,source_named_label_pending_edition_profile_evidence,context_or_sensitivity_only,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0176,NAT-122,Mainland Simplified Chinese,ALG-SG-L003,Chinese dialects [unspecified],zho,zho,true,false,false,same_language_other_territory_review,313258,persons,census_home_language_most_frequent_persons,source_named_label_pending_edition_profile_evidence,context_or_sensitivity_only,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0177,NAT-123,Japanese,POP-JP-001,Japan population,jpn,jpn,true,false,true,strong_join_suggestion,126146099,persons,official_census_territory_population_gross_ceiling,territory_ceiling_with_ja_Jpan_JP_profile_mapping,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0178,NAT-123,Japanese,TH-2010-019,Japanese,jpn,jpn,true,true,false,same_language_other_territory_review,70668,persons,census_usual_language_at_home_persons,source_named_label_pending_edition_profile_evidence,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0179,NAT-124,Standard Hindi,POP-IN-006,Hindi,hin,hin,true,false,true,code_only_profile_join_review,528347193,persons,census_mother_tongue_persons,c16_census_language_aggregate,context_category_parent_superseded_for_standard_edition_by_same_name_component,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0180,NAT-124,Standard Hindi,POP-MU-007,Hindi,hin,hin,true,false,false,same_language_other_territory_review,16730,persons,language_usually_spoken_at_home_persons,source_named_language_observation,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
