intervention_id,intervention_type,intervention_name,target_profiles,output_count,territory_or_scope,portfolio_lane,lane_basis,population_low,population_base,population_high,source_population_low_reported,source_population_high_reported,population_interval_status,population_measure,population_years,population_observation_ids,population_source_ids,profile_authority_source_ids,profile_population_attribution,source_confidence,source_tier,marginal_access_low,marginal_access_base_sensitivity,marginal_access_high,access_factor_status,gross_tokens_low,gross_tokens_base,gross_tokens_high,api_equivalent_usd_base,gross_people_per_million_base_tokens,base_marginal_access_per_million_tokens,conservative_access_per_million_tokens,optimistic_access_per_million_tokens,scarcity_adjusted_access_per_million_tokens,recommended_first_product,recommended_openstax_next_product,recommended_openstax_depth,openstax_next_gross_tokens_low,openstax_next_gross_tokens_base,openstax_next_gross_tokens_high,profile_resolution_status,profile_ranking_treatment,deduplication_rule,evidence_caveat,base_efficiency_rank_low,base_efficiency_rank_high,gross_efficiency_rank_low,gross_efficiency_rank_high,conservative_efficiency_rank_low,conservative_efficiency_rank_high,optimistic_efficiency_rank_low,optimistic_efficiency_rank_high,scarcity_efficiency_rank_low,scarcity_efficiency_rank_high,informative_rank_best,informative_rank_worst,informative_rank_views_available,conservative_view_treatment,admission_lane,admission_lane_rank_low,admission_lane_rank_high,portfolio_position
NAT-012,natural_language_edition,Pakistani Urdu,ur-Arab-PK,1,Pakistan,high_reach_underserved,R4_10m_to_49m; vitality is not inferred from population band,22249307,22249307,22249307,22249307,22249307,source_interval_or_exact_bounds,census_mother_tongue_persons,2023,POP-PK-001,PM-S003,,,high,1,0,6547971,22249307,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,16.77,5462567.968,1607633.741,0.000,24376470.988,1099960.742,FR-2 Formal Reasoning Core,MV-1,D2,1087145,4356012,18630029,,,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",30,30,26,26,1,137,26,26,20,20,20,30,3,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,scarcity,20,20,27
NAT-011,natural_language_edition,Assamese,as-Beng-IN,1,India,high_reach_underserved,R4_10m_to_49m; vitality is not inferred from population band,14816414,14816414,14816414,14816414,14816414,source_interval_or_exact_bounds,census_same_name_mother_tongue_component_persons,2011,POP-IN-COMP-001,PM-S001,,,high,1,0,10118381,14067972,territory_adult_literacy_proxy_sensitivity;India_C17_category_proxy_sensitivity,912737,4073049,18664571,16.77,3637671.435,2484227.663,0.000,15412952.472,,FR-2 Formal Reasoning Core,SB-1,D3,2997367,11374125,47112357,,,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",25,25,32,32,1,137,33,33,38,137,25,33,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,base,25,25,28
NAT-019,natural_language_edition,Saraiki,skr-Arab-PK,1,Pakistan,high_reach_underserved,R4_10m_to_49m; vitality is not inferred from population band,28849579,28849579,28849579,28849579,28849579,source_interval_or_exact_bounds,census_mother_tongue_persons,2023,POP-PK-007,PM-S003,,,high,1,0,8490431,28849579,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,16.77,7083042.458,2084539.371,0.000,31607767.626,,FR-2 Formal Reasoning Core,MV-1,D2,1087145,4356012,18630029,,,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",26,26,25,25,1,137,24,24,38,137,24,26,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,optimistic,24,24,29
NAT-027,natural_language_edition,Sinhala,si-Sinh-LK,1,Sri Lanka,high_reach_underserved,R4_10m_to_49m; vitality is not inferred from population band,0,14948168,14948168,,,source_point_without_interval_model_low_zero_high_point,derived_cldr_territory_functional_language_users,2026-03-17 CLDR release; component estimate year not stated,ASSEC-LK-SI-001,ASSEC-S006,,,medium,2,0,6931465,14948168,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,16.77,3670019.192,1701787.776,0.000,16377300.361,925534.409,FR-2 Formal Reasoning Core,MV-1,D3,1612429,5474018,21073801,,,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",28,28,30,30,1,137,30,30,23,23,23,30,3,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,scarcity,23,23,30
EXP-004,natural_language_edition,India Maithili Devanagari edition,mai-Deva-IN,1,India,high_reach_underserved,R4_10m_to_49m; vitality is not inferred from population band,13353347,13353347,13353347,13353347,13353347,source_interval_or_exact_bounds,census_same_name_mother_tongue_component_persons,2011,POP-IN-COMP-010,PM-S001,,,high,1,0,7644770,11924251,territory_adult_literacy_proxy_sensitivity;India_C17_category_proxy_sensitivity,912737,4073049,18664571,16.77,3278464.610,1876915.795,0.000,13064279.195,,FR-2 Formal Reasoning Core,SB-1,D3,2997367,11374125,47112357,resolved_explicit_scoring_profile_population_scope_preserved,provisional_gross_ceiling_and_sensitivity_only,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",27,27,35,35,1,137,35,35,38,137,27,35,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,base,27,27,31
EXP-001,natural_language_edition,Afghanistan Pashto Arabic-script edition,ps-Arab-AF,1,Afghanistan,high_reach_underserved,R4_10m_to_49m; vitality is not inferred from population band,0,18753110,18753110,,,source_point_without_interval_model_low_zero_high_point,derived_2020_total_speakers_from_official_secondary_share_and_world_bank_denominator,2020 estimate; republished in official report 2023,ASSEC-AF-PS-001,ASSEC-S018,,,medium,2,0,3494642,18753110,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,16.77,4604194.548,857991.642,0.000,20546017.089,,FR-2 Formal Reasoning Core,MV-1,D2,1087145,4356012,18630029,resolved_explicit_scoring_profile_population_scope_preserved,provisional_gross_ceiling_and_sensitivity_only,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",39,39,29,29,1,137,29,29,38,137,29,39,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,optimistic,29,29,32
NAT-022,natural_language_edition,Nepali,ne-Deva-NP,1,Nepal,high_reach_underserved,R4_10m_to_49m; vitality is not inferred from population band,13084457,13084457,13084457,13084457,13084457,source_interval_or_exact_bounds,census_mother_tongue_persons,2021,POP-NP-001,PM-S004,,,high,1,0,5502014,11004028,direct_language_specific_literacy_rate;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,16.77,3212447.727,1350834.228,0.000,12056077.490,782061.547,FR-2 Formal Reasoning Core,MV-1,D2,1087145,4356012,18630029,,,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",33,33,36,36,1,137,37,37,24,24,24,37,3,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,scarcity,24,24,33
NAT-073,natural_language_edition,isiZulu,zu-Latn-ZA,1,South Africa,high_reach_underserved,R4_10m_to_49m; vitality is not inferred from population band,14613202,14613202,14613202,14613202,14613202,source_interval_or_exact_bounds,census_language_most_often_spoken_in_household_persons_age_1_plus,2022,ZA-ZUL-2022,ZA-S001,,,high,1,0,6659967,14613202,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,16.77,3587779.573,1635130.586,0.000,16010309.651,,FR-2 Formal Reasoning Core,MV-1,D3,1612429,5474018,21073801,,,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",29,29,33,33,1,137,32,32,38,137,29,32,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,base,29,29,34
NAT-031,natural_language_edition,Khmer,km-Khmr-KH,1,Cambodia,high_reach_underserved,R4_10m_to_49m; vitality is not inferred from population band,14893134,14893134,14893134,14893134,14893134,source_interval_or_exact_bounds,census_mother_tongue_persons,2019,ALG-KH-L001,ALG-S011,,,high,1,0,5356316,14893134,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,16.77,3656507.447,1315062.991,0.000,16317004.789,,FR-2 Formal Reasoning Core,MV-1,D3,1612429,5474018,21073801,,,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",34,34,31,31,1,137,31,31,38,137,31,34,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,optimistic,31,31,35
NAT-055,natural_language_edition,Turkmen,tk-Latn-TM,1,Turkmenistan,regional_depth,R3_1m_to_9m; vitality is not inferred from population band,6297965,6297965,6297965,6297965,6297965,source_interval_or_exact_bounds,census_mother_tongue_persons,2022,ALG-TM-L001,ALG-S009,,,high,1,0,3145834,6297965,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,16.77,1546253.188,772353.586,0.000,6900087.320,602978.015,FR-2 Formal Reasoning Core,MV-1,D3,1612429,5474018,21073801,,,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",41,41,44,44,1,137,44,44,25,25,25,44,3,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,scarcity,25,25,36
NAT-075,natural_language_edition,Shona,sn-Latn-ZW,1,Zimbabwe,high_reach_underserved,R4_10m_to_49m; vitality is not inferred from population band,11251734,11251734,11251734,11251734,11251734,source_interval_or_exact_bounds,census_mother_tongue_persons,2022,POP-ZW-001,PM-S011,,,high,1,0,5244996,11251734,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,16.77,2762484.321,1287732.114,0.000,12327465.634,,FR-2 Formal Reasoning Core,MV-1,D2,1087145,4356012,18630029,,,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",35,35,37,37,1,137,36,36,38,137,35,36,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,base,35,35,37
NAT-047,natural_language_edition,Kazakh,kk-Cyrl-KZ,1,Kazakhstan,high_reach_underserved,R4_10m_to_49m; vitality is not inferred from population band,13380107,13380107,13380107,13380107,13380107,source_interval_or_exact_bounds,census_native_language_of_own_nationality_persons,2021,ALG-KZ-L001,ALG-S007,,,high,1,0,3345027,13380107,unmeasured_low0_neutral0.5_high1_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,16.77,3285034.626,821258.718,0.000,14659323.551,237732.961,FR-2 Formal Reasoning Core,SB-1,D3,2997367,11374125,47112357,,,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",40,40,34,34,1,137,34,34,30,30,30,40,3,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,optimistic,34,34,38
NAT-032,natural_language_edition,Lao,lo-Laoo-LA,1,Laos,regional_depth,R3_1m_to_9m; vitality is not inferred from population band,0,5487956,5487956,,,source_point_without_interval_model_low_zero_high_point,derived_cldr_territory_functional_language_users,2026-03-17 CLDR release; component estimate year not stated,ASSEC-LA-LO-001,ASSEC-S006,,,medium,2,0,2075545,5487956,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,16.77,1347382.759,509580.170,0.000,6012636.718,397830.225,FR-2 Formal Reasoning Core,MV-1,D2,1087145,4356012,18630029,,,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",48,48,48,48,1,137,48,48,26,26,26,48,3,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,scarcity,26,26,39
NAT-074,natural_language_edition,isiXhosa,xh-Latn-ZA,1,South Africa,regional_depth,R3_1m_to_9m; vitality is not inferred from population band,9786928,9786928,9786928,9786928,9786928,source_interval_or_exact_bounds,census_language_most_often_spoken_in_household_persons_age_1_plus,2022,ZA-XHO-2022,ZA-S001,,,high,1,0,4460393,9786928,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,16.77,2402850.543,1095099.273,0.000,10722615.606,,FR-2 Formal Reasoning Core,MV-1,D3,1612429,5474018,21073801,,,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",36,36,39,39,1,137,39,39,38,137,36,39,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,base,36,36,40
NAT-049,natural_language_edition,Tajik,tg-Cyrl-TJ,1,Tajikistan,high_reach_underserved,R4_10m_to_49m; vitality is not inferred from population band,0,10394100,10394100,,,source_point_without_interval_model_low_zero_high_point,derived_cldr_territory_functional_language_users,2026-03-17 CLDR release; component estimate year not stated,ASSEC-TJ-TG-001,ASSEC-S006,,,medium,2,0,2598525,10394100,unmeasured_low0_neutral0.5_high1_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,16.77,2551921.177,637980.294,0.000,11387836.803,,FR-2 Formal Reasoning Core,SB-1,D3,2997367,11374125,47112357,,,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",44,44,38,38,1,137,38,38,38,137,38,44,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,optimistic,38,38,41
EXP-013,natural_language_edition,Ethiopia Somali Latin-script edition,so-Latn-ET,1,Ethiopia,regional_depth,R3_1m_to_9m; vitality is not inferred from population band,4609274,4609274,4609274,4609274,4609274,source_interval_or_exact_bounds,census_mother_tongue_persons,2007,POP-ET-003,PM-S020,,,high,1,0,1393384,4609274,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,16.77,1131651.988,342098.511,0.000,5049947.575,262908.941,FR-2 Formal Reasoning Core,MV-1,D2,1087145,4356012,18630029,resolved_explicit_scoring_profile_population_scope_preserved,provisional_gross_ceiling_and_sensitivity_only,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",54,54,51,51,1,137,51,51,28,28,28,54,3,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,scarcity,28,28,42
EXP-005,natural_language_edition,Indonesia Madurese Latin-script edition,mad-Latn-ID,1,Indonesia,regional_depth,R3_1m_to_9m; vitality is not inferred from population band,7743533,7743533,7743533,7743533,7743533,source_interval_or_exact_bounds,daily_language_at_home_age5plus_persons,2010,POP-ID-005,PM-S005,,,high,1,0,3716896,7743533,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,16.77,1901163.723,912558.626,0.000,8483860.082,,FR-2 Formal Reasoning Core,MV-1,D3,1612429,5474018,21073801,resolved_explicit_scoring_profile_population_scope_preserved,provisional_gross_ceiling_and_sensitivity_only,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",37,37,42,42,1,137,42,42,38,137,37,42,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,base,37,37,43
EXP-018,natural_language_edition,Mali Bamanankan Latin-script edition,bm-Latn-ML,1,Mali,regional_depth,R3_1m_to_9m; vitality is not inferred from population band,9551561,9551561,9551561,9551561,9551561,source_interval_or_exact_bounds,census_mother_tongue_persons_age_3_plus,2022,POP-ML-AFG-001,AFG-S008,,,medium,1,0,1701611,9551561,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,16.77,2345064.103,417773.270,0.000,10464746.143,,FR-2 Formal Reasoning Core,MV-1,D2,1087145,4356012,18630029,resolved_explicit_scoring_profile_population_scope_preserved,provisional_gross_ceiling_and_sensitivity_only,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",51,51,40,40,1,137,40,40,38,137,40,51,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,optimistic,40,40,44
NAT-048,natural_language_edition,Kyrgyz,ky-Cyrl-KG,1,Kyrgyzstan,regional_depth,R3_1m_to_9m; vitality is not inferred from population band,5527168,5527168,5527168,5527168,5527168,source_interval_or_exact_bounds,census_native_language_persons,2022,ALG-KG-L001,ALG-S008,,,high,1,0,1381792,5527168,unmeasured_low0_neutral0.5_high1_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,16.77,1357009.945,339252.486,0.000,6055597.615,211288.889,FR-2 Formal Reasoning Core,MV-1,D3,1612429,5474018,21073801,,,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",55,55,47,47,1,137,47,47,31,31,31,55,3,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,scarcity,31,31,45
NAT-035,natural_language_edition,Ilocano,ilo-Latn-PH,1,Philippines,regional_depth,R3_1m_to_9m; vitality is not inferred from population band,0,7098503,7098503,,,source_point_without_interval_model_low_zero_high_point,CLEAR_normalized_main_language_weighted_persons_from_IPUMS_2010_census_extract,2010-12-31,ASSEC-PH-ILO-001,ASSEC-S008,,,high,2,0,3494948,7098503,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,16.77,1742798.331,858066.770,0.000,7777161.439,,FR-2 Formal Reasoning Core,MV-1,D3,1612429,5474018,21073801,,,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",38,38,43,43,1,137,43,43,38,137,38,43,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,base,38,38,46
NAT-081,natural_language_edition,Wolof,wo-Latn-SN,1,Senegal,regional_depth,R3_1m_to_9m; vitality is not inferred from population band,8786892,8786892,8786892,8786892,8786892,source_interval_or_exact_bounds,census_principal_language_commonly_spoken_persons_age_3_plus,2023,POP-SN-AFG-001,AFG-S009,,,high,1,0,2212539,8786892,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,16.77,2157325.384,543214.432,0.000,9626970.310,,FR-2 Formal Reasoning Core,MV-1,D2,1087145,4356012,18630029,,,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",46,46,41,41,1,137,41,41,38,137,41,46,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,optimistic,41,41,47
NAT-005,natural_language_edition,Sri Lankan Tamil,ta-Taml-LK,1,Sri Lanka,regional_depth,R3_1m_to_9m; vitality is not inferred from population band,0,3297390,3297390,,,source_point_without_interval_model_low_zero_high_point,derived_cldr_territory_functional_language_users,2026-03-17 CLDR release; component estimate year not stated,ASSEC-LK-TA-001,ASSEC-S006,,,medium,2,0,1529000,3297390,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,16.77,809563.057,375394.453,0.000,3612639.786,184404.116,FR-2 Formal Reasoning Core,MV-1,D3,1612429,5474018,21073801,,,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",52,52,56,56,1,137,56,56,32,32,32,56,3,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,scarcity,32,32,48
NAT-036,natural_language_edition,Hiligaynon,hil-Latn-PH,1,Philippines,regional_depth,R3_1m_to_9m; vitality is not inferred from population band,0,6073883,6073883,,,source_point_without_interval_model_low_zero_high_point,CLEAR_normalized_main_language_weighted_persons_from_IPUMS_2010_census_extract,2010-12-31,ASSEC-PH-HIL-001,ASSEC-S008,,,high,2,0,2990476,6073883,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,16.77,1491237.400,734210.661,0.000,6654581.769,,FR-2 Formal Reasoning Core,MV-1,D3,1612429,5474018,21073801,,,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",42,42,45,45,1,137,45,45,38,137,42,45,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,base,42,42,49
EXP-019,natural_language_edition,South Africa Sepedi Latin-script edition,nso-Latn-ZA,1,South Africa,regional_depth,R3_1m_to_9m; vitality is not inferred from population band,5972255,5972255,5972255,5972255,5972255,source_interval_or_exact_bounds,census_language_most_often_spoken_in_household_persons_age_1_plus,2022,ZA-NSO-2022,ZA-S001,,,high,1,0,2721855,5972255,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,16.77,1466286.067,668259.822,0.000,6543237.537,,FR-2 Formal Reasoning Core,MV-1,D3,1612429,5474018,21073801,resolved_explicit_scoring_profile_population_scope_preserved,provisional_gross_ceiling_and_sensitivity_only,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",43,43,46,46,1,137,46,46,38,137,43,46,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,optimistic,46,46,50
NAT-050,natural_language_edition,Mongolian,mn-Cyrl-MN,1,Mongolia,regional_depth,R3_1m_to_9m; vitality is not inferred from population band,0,3051962,3051962,,,source_point_without_interval_model_low_zero_high_point,derived_cldr_territory_functional_language_users,2026-03-17 CLDR release; component estimate year not stated,ASSEC-MN-MN-001,ASSEC-S006,,,medium,2,0,1505228,3051962,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,16.77,749306.478,369558.039,0.000,3343747.432,162086.682,FR-2 Formal Reasoning Core,MV-1,D3,1612429,5474018,21073801,,,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",53,53,58,58,1,137,57,57,33,33,33,57,3,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,scarcity,33,33,51
EXP-020,natural_language_edition,South Africa Setswana Latin-script edition,tn-Latn-ZA,1,South Africa,regional_depth,R3_1m_to_9m; vitality is not inferred from population band,4972787,4972787,4972787,4972787,4972787,source_interval_or_exact_bounds,census_language_most_often_spoken_in_household_persons_age_1_plus,2022,ZA-TSN-2022,ZA-S001,,,high,1,0,2266348,4972787,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,16.77,1220900.362,556425.420,0.000,5448214.546,,FR-2 Formal Reasoning Core,MV-1,D3,1612429,5474018,21073801,resolved_explicit_scoring_profile_population_scope_preserved,provisional_gross_ceiling_and_sensitivity_only,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",45,45,49,49,1,137,49,49,38,137,45,49,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,base,45,45,52
EXP-021,natural_language_edition,South Africa Sesotho Latin-script edition,st-Latn-ZA,1,South Africa,regional_depth,R3_1m_to_9m; vitality is not inferred from population band,4678964,4678964,4678964,4678964,4678964,source_interval_or_exact_bounds,census_language_most_often_spoken_in_household_persons_age_1_plus,2022,ZA-SOT-2022,ZA-S001,,,high,1,0,2132438,4678964,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,912737,4073049,18664571,16.77,1148762.021,523548.330,0.000,5126300.347,,FR-2 Formal Reasoning Core,MV-1,D3,1612429,5474018,21073801,resolved_explicit_scoring_profile_population_scope_preserved,provisional_gross_ceiling_and_sensitivity_only,one exact population observation; excluded if consumed by a selected shared-core package,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",47,47,50,50,1,137,50,50,38,137,47,50,2,reported_tie_interval_but_not_used_for_admission_when_globally_degenerate,optimistic,50,50,53
