model_row_id,intervention_id,mechanism_class,token_scenario,reuse_assumption_scenario,expected_new_named_outputs,named_outputs_with_exact_population,population_coverage_fraction_of_named_outputs,exact_named_output_population_low,exact_named_output_population_base,exact_named_output_population_high,population_evidence_status,all_selected_links_usable_as_package_population_total,all_planned_matrix_rows_rankable_under_current_evidence,included_target_profiles,included_population_observation_ids,included_population_source_ids,population_years,base_marginal_access_sensitivity_sum,marginal_access_low_sum,marginal_access_high_sum,marginal_score_joined_output_count,marginal_score_territory_proxy_derived_output_count,marginal_score_missing_observation_ids,single_output_gross_tokens,named_outputs_no_reuse_gross_tokens,named_outputs_shared_core_gross_tokens,named_output_compute_savings_fraction,derivative_increment_gross_tokens,constructed_surface_gross_tokens,total_modeled_gross_tokens,gross_observed_people_per_million_tokens,base_marginal_sensitivity_per_million_tokens,rankable_as_observed_population_gross_sum,exclusions_and_nonadditivity,interpretation
IL-IDMS-low-reuse_conservative,IL-IDMS,pluricentric_shared_core,low,reuse_conservative,3,1,0.333333,42682566,42682566,42682566,component_population_subtotal_nonadditive_not_rankable,false,false,id-Latn-ID,POP-ID-002,PM-S005,2010,20487632,0,42682566,1,1,,912737,2738211,2373116,0.1333334063737236,319458,0,2692574,15851956.529,7608939.134,false,ms-Latn-MY:no eligible exact person observation;ms-Latn-BN:no eligible exact person observation,"The displayed population is a diagnostic subtotal of separately linked named-output components. The validated upstream link and matrix controls do not authorize it as an additive package union, so it is excluded from the cardinal ranking and retained only for architecture sensitivity."
IL-IDMS-base-reuse_optimistic,IL-IDMS,pluricentric_shared_core,base,reuse_optimistic,3,1,0.333333,42682566,42682566,42682566,component_population_subtotal_nonadditive_not_rankable,false,false,id-Latn-ID,POP-ID-002,PM-S005,2010,20487632,0,42682566,1,1,,4073049,12219147,5702269,0.533333300597824,203652,0,5905921,7227080.416,3468998.600,false,ms-Latn-MY:no eligible exact person observation;ms-Latn-BN:no eligible exact person observation,"The displayed population is a diagnostic subtotal of separately linked named-output components. The validated upstream link and matrix controls do not authorize it as an additive package union, so it is excluded from the cardinal ranking and retained only for architecture sensitivity."
IL-IDMS-base-reuse_base,IL-IDMS,pluricentric_shared_core,base,reuse_base,3,1,0.333333,42682566,42682566,42682566,component_population_subtotal_nonadditive_not_rankable,false,false,id-Latn-ID,POP-ID-002,PM-S005,2010,20487632,0,42682566,1,1,,4073049,12219147,8146098,0.33333333333333337,610957,0,8757055,4874077.644,2339557.269,false,ms-Latn-MY:no eligible exact person observation;ms-Latn-BN:no eligible exact person observation,"The displayed population is a diagnostic subtotal of separately linked named-output components. The validated upstream link and matrix controls do not authorize it as an additive package union, so it is excluded from the cardinal ranking and retained only for architecture sensitivity."
IL-IDMS-base-reuse_conservative,IL-IDMS,pluricentric_shared_core,base,reuse_conservative,3,1,0.333333,42682566,42682566,42682566,component_population_subtotal_nonadditive_not_rankable,false,false,id-Latn-ID,POP-ID-002,PM-S005,2010,20487632,0,42682566,1,1,,4073049,12219147,10589927,0.1333333660688426,1425567,0,12015494,3552293.897,1705101.070,false,ms-Latn-MY:no eligible exact person observation;ms-Latn-BN:no eligible exact person observation,"The displayed population is a diagnostic subtotal of separately linked named-output components. The validated upstream link and matrix controls do not authorize it as an additive package union, so it is excluded from the cardinal ranking and retained only for architecture sensitivity."
IL-IDMS-high-reuse_optimistic,IL-IDMS,pluricentric_shared_core,high,reuse_optimistic,3,1,0.333333,42682566,42682566,42682566,component_population_subtotal_nonadditive_not_rankable,false,false,id-Latn-ID,POP-ID-002,PM-S005,2010,20487632,0,42682566,1,1,,18664571,55993713,26130399,0.5333333404769924,933229,0,27063628,1577119.150,757017.192,false,ms-Latn-MY:no eligible exact person observation;ms-Latn-BN:no eligible exact person observation,"The displayed population is a diagnostic subtotal of separately linked named-output components. The validated upstream link and matrix controls do not authorize it as an additive package union, so it is excluded from the cardinal ranking and retained only for architecture sensitivity."
IL-IDMS-high-reuse_base,IL-IDMS,pluricentric_shared_core,high,reuse_base,3,1,0.333333,42682566,42682566,42682566,component_population_subtotal_nonadditive_not_rankable,false,false,id-Latn-ID,POP-ID-002,PM-S005,2010,20487632,0,42682566,1,1,,18664571,55993713,37329142,0.33333333333333337,2799686,0,40128828,1063638.490,510546.475,false,ms-Latn-MY:no eligible exact person observation;ms-Latn-BN:no eligible exact person observation,"The displayed population is a diagnostic subtotal of separately linked named-output components. The validated upstream link and matrix controls do not authorize it as an additive package union, so it is excluded from the cardinal ranking and retained only for architecture sensitivity."
IL-IDMS-high-reuse_conservative,IL-IDMS,pluricentric_shared_core,high,reuse_conservative,3,1,0.333333,42682566,42682566,42682566,component_population_subtotal_nonadditive_not_rankable,false,false,id-Latn-ID,POP-ID-002,PM-S005,2010,20487632,0,42682566,1,1,,18664571,55993713,48527885,0.1333333261896742,6532600,0,55060485,775194.152,372093.193,false,ms-Latn-MY:no eligible exact person observation;ms-Latn-BN:no eligible exact person observation,"The displayed population is a diagnostic subtotal of separately linked named-output components. The validated upstream link and matrix controls do not authorize it as an additive package union, so it is excluded from the cardinal ranking and retained only for architecture sensitivity."
IL-SCAND-low-reuse_optimistic,IL-SCAND,natural_intercomprehension_reuse,low,reuse_optimistic,4,0,0.000000,0,0,0,no_rankable_exact_named_output_population,false,false,,,,,,,,0,0,,912737,3650948,1460379,0.6000000547802926,0,0,1460379,0.000,,false,da-Latn-DK:no eligible exact person observation;nb-Latn-NO:no eligible exact person observation;nn-Latn-NO:no eligible exact person observation;sv-Latn-SE:no eligible exact person observation,No observed package reach is rankable under the current exact named-output or constructed-bridge evidence rule.
IL-SCAND-low-reuse_base,IL-SCAND,natural_intercomprehension_reuse,low,reuse_base,4,0,0.000000,0,0,0,no_rankable_exact_named_output_population,false,false,,,,,,,,0,0,,912737,3650948,2281843,0.37499986304926824,0,0,2281843,0.000,,false,da-Latn-DK:no eligible exact person observation;nb-Latn-NO:no eligible exact person observation;nn-Latn-NO:no eligible exact person observation;sv-Latn-SE:no eligible exact person observation,No observed package reach is rankable under the current exact named-output or constructed-bridge evidence rule.
IL-SCAND-low-reuse_conservative,IL-SCAND,natural_intercomprehension_reuse,low,reuse_conservative,4,0,0.000000,0,0,0,no_rankable_exact_named_output_population,false,false,,,,,,,,0,0,,912737,3650948,3103306,0.14999994521970728,0,0,3103306,0.000,,false,da-Latn-DK:no eligible exact person observation;nb-Latn-NO:no eligible exact person observation;nn-Latn-NO:no eligible exact person observation;sv-Latn-SE:no eligible exact person observation,No observed package reach is rankable under the current exact named-output or constructed-bridge evidence rule.
IL-SCAND-base-reuse_optimistic,IL-SCAND,natural_intercomprehension_reuse,base,reuse_optimistic,4,0,0.000000,0,0,0,no_rankable_exact_named_output_population,false,false,,,,,,,,0,0,,4073049,16292196,6516878,0.6000000245516319,0,0,6516878,0.000,,false,da-Latn-DK:no eligible exact person observation;nb-Latn-NO:no eligible exact person observation;nn-Latn-NO:no eligible exact person observation;sv-Latn-SE:no eligible exact person observation,No observed package reach is rankable under the current exact named-output or constructed-bridge evidence rule.
IL-SCAND-base-reuse_base,IL-SCAND,natural_intercomprehension_reuse,base,reuse_base,4,0,0.000000,0,0,0,no_rankable_exact_named_output_population,false,false,,,,,,,,0,0,,4073049,16292196,10182623,0.3749999693104601,0,0,10182623,0.000,,false,da-Latn-DK:no eligible exact person observation;nb-Latn-NO:no eligible exact person observation;nn-Latn-NO:no eligible exact person observation;sv-Latn-SE:no eligible exact person observation,No observed package reach is rankable under the current exact named-output or constructed-bridge evidence rule.
IL-SCAND-base-reuse_conservative,IL-SCAND,natural_intercomprehension_reuse,base,reuse_conservative,4,0,0.000000,0,0,0,no_rankable_exact_named_output_population,false,false,,,,,,,,0,0,,4073049,16292196,13848367,0.14999997544836807,0,0,13848367,0.000,,false,da-Latn-DK:no eligible exact person observation;nb-Latn-NO:no eligible exact person observation;nn-Latn-NO:no eligible exact person observation;sv-Latn-SE:no eligible exact person observation,No observed package reach is rankable under the current exact named-output or constructed-bridge evidence rule.
IL-SCAND-high-reuse_optimistic,IL-SCAND,natural_intercomprehension_reuse,high,reuse_optimistic,4,0,0.000000,0,0,0,no_rankable_exact_named_output_population,false,false,,,,,,,,0,0,,18664571,74658284,29863314,0.5999999946422556,0,0,29863314,0.000,,false,da-Latn-DK:no eligible exact person observation;nb-Latn-NO:no eligible exact person observation;nn-Latn-NO:no eligible exact person observation;sv-Latn-SE:no eligible exact person observation,No observed package reach is rankable under the current exact named-output or constructed-bridge evidence rule.
IL-SCAND-high-reuse_base,IL-SCAND,natural_intercomprehension_reuse,high,reuse_base,4,0,0.000000,0,0,0,no_rankable_exact_named_output_population,false,false,,,,,,,,0,0,,18664571,74658284,46661428,0.3749999933028195,0,0,46661428,0.000,,false,da-Latn-DK:no eligible exact person observation;nb-Latn-NO:no eligible exact person observation;nn-Latn-NO:no eligible exact person observation;sv-Latn-SE:no eligible exact person observation,No observed package reach is rankable under the current exact named-output or constructed-bridge evidence rule.
IL-SCAND-high-reuse_conservative,IL-SCAND,natural_intercomprehension_reuse,high,reuse_conservative,4,0,0.000000,0,0,0,no_rankable_exact_named_output_population,false,false,,,,,,,,0,0,,18664571,74658284,63459541,0.15000000535774438,0,0,63459541,0.000,,false,da-Latn-DK:no eligible exact person observation;nb-Latn-NO:no eligible exact person observation;nn-Latn-NO:no eligible exact person observation;sv-Latn-SE:no eligible exact person observation,No observed package reach is rankable under the current exact named-output or constructed-bridge evidence rule.
IL-AR-low-reuse_optimistic,IL-AR,pluricentric_shared_core,low,reuse_optimistic,0,0,,0,0,0,no_rankable_exact_named_output_population,false,false,,,,,,,,0,0,,912737,0,0,,319458,0,319458,0.000,,false,,No observed package reach is rankable under the current exact named-output or constructed-bridge evidence rule.
IL-AR-low-reuse_base,IL-AR,pluricentric_shared_core,low,reuse_base,0,0,,0,0,0,no_rankable_exact_named_output_population,false,false,,,,,,,,0,0,,912737,0,0,,1277832,0,1277832,0.000,,false,,No observed package reach is rankable under the current exact named-output or constructed-bridge evidence rule.
IL-AR-low-reuse_conservative,IL-AR,pluricentric_shared_core,low,reuse_conservative,0,0,,0,0,0,no_rankable_exact_named_output_population,false,false,,,,,,,,0,0,,912737,0,0,,3194580,0,3194580,0.000,,false,,No observed package reach is rankable under the current exact named-output or constructed-bridge evidence rule.
IL-AR-base-reuse_optimistic,IL-AR,pluricentric_shared_core,base,reuse_optimistic,0,0,,0,0,0,no_rankable_exact_named_output_population,false,false,,,,,,,,0,0,,4073049,0,0,,1425567,0,1425567,0.000,,false,,No observed package reach is rankable under the current exact named-output or constructed-bridge evidence rule.
IL-AR-base-reuse_base,IL-AR,pluricentric_shared_core,base,reuse_base,0,0,,0,0,0,no_rankable_exact_named_output_population,false,false,,,,,,,,0,0,,4073049,0,0,,5702269,0,5702269,0.000,,false,,No observed package reach is rankable under the current exact named-output or constructed-bridge evidence rule.
IL-AR-base-reuse_conservative,IL-AR,pluricentric_shared_core,base,reuse_conservative,0,0,,0,0,0,no_rankable_exact_named_output_population,false,false,,,,,,,,0,0,,4073049,0,0,,14255672,0,14255672,0.000,,false,,No observed package reach is rankable under the current exact named-output or constructed-bridge evidence rule.
IL-AR-high-reuse_optimistic,IL-AR,pluricentric_shared_core,high,reuse_optimistic,0,0,,0,0,0,no_rankable_exact_named_output_population,false,false,,,,,,,,0,0,,18664571,0,0,,6532600,0,6532600,0.000,,false,,No observed package reach is rankable under the current exact named-output or constructed-bridge evidence rule.
IL-AR-high-reuse_base,IL-AR,pluricentric_shared_core,high,reuse_base,0,0,,0,0,0,no_rankable_exact_named_output_population,false,false,,,,,,,,0,0,,18664571,0,0,,26130399,0,26130399,0.000,,false,,No observed package reach is rankable under the current exact named-output or constructed-bridge evidence rule.
IL-AR-high-reuse_conservative,IL-AR,pluricentric_shared_core,high,reuse_conservative,0,0,,0,0,0,no_rankable_exact_named_output_population,false,false,,,,,,,,0,0,,18664571,0,0,,65325999,0,65325999,0.000,,false,,No observed package reach is rankable under the current exact named-output or constructed-bridge evidence rule.
IL-PDT-low-reuse_optimistic,IL-PDT,pluricentric_shared_core,low,reuse_optimistic,2,0,0.000000,0,0,0,no_rankable_exact_named_output_population,false,false,,,,,,,,0,0,,912737,1825474,1095284,0.4000002191211707,0,0,1095284,0.000,,false,prs-Arab-AF:no eligible exact person observation;tg-Cyrl-TJ:no eligible exact person observation,No observed package reach is rankable under the current exact named-output or constructed-bridge evidence rule.
IL-PDT-low-reuse_base,IL-PDT,pluricentric_shared_core,low,reuse_base,2,0,0.000000,0,0,0,no_rankable_exact_named_output_population,false,false,,,,,,,,0,0,,912737,1825474,1369106,0.2499997260985366,0,0,1369106,0.000,,false,prs-Arab-AF:no eligible exact person observation;tg-Cyrl-TJ:no eligible exact person observation,No observed package reach is rankable under the current exact named-output or constructed-bridge evidence rule.
IL-PDT-low-reuse_conservative,IL-PDT,pluricentric_shared_core,low,reuse_conservative,2,0,0.000000,0,0,0,no_rankable_exact_named_output_population,false,false,,,,,,,,0,0,,912737,1825474,1642927,0.09999978087882933,0,0,1642927,0.000,,false,prs-Arab-AF:no eligible exact person observation;tg-Cyrl-TJ:no eligible exact person observation,No observed package reach is rankable under the current exact named-output or constructed-bridge evidence rule.
IL-PDT-base-reuse_optimistic,IL-PDT,pluricentric_shared_core,base,reuse_optimistic,2,0,0.000000,0,0,0,no_rankable_exact_named_output_population,false,false,,,,,,,,0,0,,4073049,8146098,4887659,0.3999999754483681,0,0,4887659,0.000,,false,prs-Arab-AF:no eligible exact person observation;tg-Cyrl-TJ:no eligible exact person observation,No observed package reach is rankable under the current exact named-output or constructed-bridge evidence rule.
IL-PDT-base-reuse_base,IL-PDT,pluricentric_shared_core,base,reuse_base,2,0,0.000000,0,0,0,no_rankable_exact_named_output_population,false,false,,,,,,,,0,0,,4073049,8146098,6109574,0.24999993862092007,0,0,6109574,0.000,,false,prs-Arab-AF:no eligible exact person observation;tg-Cyrl-TJ:no eligible exact person observation,No observed package reach is rankable under the current exact named-output or constructed-bridge evidence rule.
IL-PDT-base-reuse_conservative,IL-PDT,pluricentric_shared_core,base,reuse_conservative,2,0,0.000000,0,0,0,no_rankable_exact_named_output_population,false,false,,,,,,,,0,0,,4073049,8146098,7331488,0.10000002455163193,0,0,7331488,0.000,,false,prs-Arab-AF:no eligible exact person observation;tg-Cyrl-TJ:no eligible exact person observation,No observed package reach is rankable under the current exact named-output or constructed-bridge evidence rule.
IL-PDT-high-reuse_optimistic,IL-PDT,pluricentric_shared_core,high,reuse_optimistic,2,0,0.000000,0,0,0,no_rankable_exact_named_output_population,false,false,,,,,,,,0,0,,18664571,37329142,22397485,0.4000000053577444,0,0,22397485,0.000,,false,prs-Arab-AF:no eligible exact person observation;tg-Cyrl-TJ:no eligible exact person observation,No observed package reach is rankable under the current exact named-output or constructed-bridge evidence rule.
IL-PDT-high-reuse_base,IL-PDT,pluricentric_shared_core,high,reuse_base,2,0,0.000000,0,0,0,no_rankable_exact_named_output_population,false,false,,,,,,,,0,0,,18664571,37329142,27996857,0.24999998660563905,0,0,27996857,0.000,,false,prs-Arab-AF:no eligible exact person observation;tg-Cyrl-TJ:no eligible exact person observation,No observed package reach is rankable under the current exact named-output or constructed-bridge evidence rule.
IL-PDT-high-reuse_conservative,IL-PDT,pluricentric_shared_core,high,reuse_conservative,2,0,0.000000,0,0,0,no_rankable_exact_named_output_population,false,false,,,,,,,,0,0,,18664571,37329142,33596228,0.09999999464225562,0,0,33596228,0.000,,false,prs-Arab-AF:no eligible exact person observation;tg-Cyrl-TJ:no eligible exact person observation,No observed package reach is rankable under the current exact named-output or constructed-bridge evidence rule.
IL-BCMS-low-reuse_optimistic,IL-BCMS,pluricentric_shared_core,low,reuse_optimistic,3,0,0.000000,0,0,0,no_rankable_exact_named_output_population,false,false,,,,,,,,0,0,,912737,3650948,1460379,0.6000000547802926,45637,0,1506016,0.000,,false,bs-Latn:no eligible exact person observation;hr-Latn:no eligible exact person observation;cnr-Latn:no eligible exact person observation,No observed package reach is rankable under the current exact named-output or constructed-bridge evidence rule.
IL-BCMS-low-reuse_base,IL-BCMS,pluricentric_shared_core,low,reuse_base,3,0,0.000000,0,0,0,no_rankable_exact_named_output_population,false,false,,,,,,,,0,0,,912737,3650948,2281843,0.37499986304926824,136911,0,2418754,0.000,,false,bs-Latn:no eligible exact person observation;hr-Latn:no eligible exact person observation;cnr-Latn:no eligible exact person observation,No observed package reach is rankable under the current exact named-output or constructed-bridge evidence rule.
IL-BCMS-low-reuse_conservative,IL-BCMS,pluricentric_shared_core,low,reuse_conservative,3,0,0.000000,0,0,0,no_rankable_exact_named_output_population,false,false,,,,,,,,0,0,,912737,3650948,3103306,0.14999994521970728,319458,0,3422764,0.000,,false,bs-Latn:no eligible exact person observation;hr-Latn:no eligible exact person observation;cnr-Latn:no eligible exact person observation,No observed package reach is rankable under the current exact named-output or constructed-bridge evidence rule.
IL-BCMS-base-reuse_optimistic,IL-BCMS,pluricentric_shared_core,base,reuse_optimistic,3,0,0.000000,0,0,0,no_rankable_exact_named_output_population,false,false,,,,,,,,0,0,,4073049,16292196,6516878,0.6000000245516319,203652,0,6720530,0.000,,false,bs-Latn:no eligible exact person observation;hr-Latn:no eligible exact person observation;cnr-Latn:no eligible exact person observation,No observed package reach is rankable under the current exact named-output or constructed-bridge evidence rule.
IL-BCMS-base-reuse_base,IL-BCMS,pluricentric_shared_core,base,reuse_base,3,0,0.000000,0,0,0,no_rankable_exact_named_output_population,false,false,,,,,,,,0,0,,4073049,16292196,10182623,0.3749999693104601,610957,0,10793580,0.000,,false,bs-Latn:no eligible exact person observation;hr-Latn:no eligible exact person observation;cnr-Latn:no eligible exact person observation,No observed package reach is rankable under the current exact named-output or constructed-bridge evidence rule.
IL-BCMS-base-reuse_conservative,IL-BCMS,pluricentric_shared_core,base,reuse_conservative,3,0,0.000000,0,0,0,no_rankable_exact_named_output_population,false,false,,,,,,,,0,0,,4073049,16292196,13848367,0.14999997544836807,1425567,0,15273934,0.000,,false,bs-Latn:no eligible exact person observation;hr-Latn:no eligible exact person observation;cnr-Latn:no eligible exact person observation,No observed package reach is rankable under the current exact named-output or constructed-bridge evidence rule.
IL-BCMS-high-reuse_optimistic,IL-BCMS,pluricentric_shared_core,high,reuse_optimistic,3,0,0.000000,0,0,0,no_rankable_exact_named_output_population,false,false,,,,,,,,0,0,,18664571,74658284,29863314,0.5999999946422556,933229,0,30796543,0.000,,false,bs-Latn:no eligible exact person observation;hr-Latn:no eligible exact person observation;cnr-Latn:no eligible exact person observation,No observed package reach is rankable under the current exact named-output or constructed-bridge evidence rule.
IL-BCMS-high-reuse_base,IL-BCMS,pluricentric_shared_core,high,reuse_base,3,0,0.000000,0,0,0,no_rankable_exact_named_output_population,false,false,,,,,,,,0,0,,18664571,74658284,46661428,0.3749999933028195,2799686,0,49461114,0.000,,false,bs-Latn:no eligible exact person observation;hr-Latn:no eligible exact person observation;cnr-Latn:no eligible exact person observation,No observed package reach is rankable under the current exact named-output or constructed-bridge evidence rule.
IL-BCMS-high-reuse_conservative,IL-BCMS,pluricentric_shared_core,high,reuse_conservative,3,0,0.000000,0,0,0,no_rankable_exact_named_output_population,false,false,,,,,,,,0,0,,18664571,74658284,63459541,0.15000000535774438,6532600,0,69992141,0.000,,false,bs-Latn:no eligible exact person observation;hr-Latn:no eligible exact person observation;cnr-Latn:no eligible exact person observation,No observed package reach is rankable under the current exact named-output or constructed-bridge evidence rule.
IL-HU-low-reuse_optimistic,IL-HU,dual_script_register,low,reuse_optimistic,2,2,1.000000,72975069,72975069,72975069,component_population_subtotal_nonadditive_not_rankable,false,false,ur-Arab-PK;ur-Arab-IN,POP-PK-001;POP-IN-COMP-022,PM-S003;PM-S001,2023;2011,37148859,0,68344896,2,0,,912737,1825474,1095284,0.4000002191211707,0,0,1095284,66626618.302,33917101.866,false,,"The displayed population is a diagnostic subtotal of separately linked named-output components. The validated upstream link and matrix controls do not authorize it as an additive package union, so it is excluded from the cardinal ranking and retained only for architecture sensitivity."
IL-HU-low-reuse_base,IL-HU,dual_script_register,low,reuse_base,2,2,1.000000,72975069,72975069,72975069,component_population_subtotal_nonadditive_not_rankable,false,false,ur-Arab-PK;ur-Arab-IN,POP-PK-001;POP-IN-COMP-022,PM-S003;PM-S001,2023;2011,37148859,0,68344896,2,0,,912737,1825474,1369106,0.2499997260985366,0,0,1369106,53301255.710,27133661.674,false,,"The displayed population is a diagnostic subtotal of separately linked named-output components. The validated upstream link and matrix controls do not authorize it as an additive package union, so it is excluded from the cardinal ranking and retained only for architecture sensitivity."
IL-HU-low-reuse_conservative,IL-HU,dual_script_register,low,reuse_conservative,2,2,1.000000,72975069,72975069,72975069,component_population_subtotal_nonadditive_not_rankable,false,false,ur-Arab-PK;ur-Arab-IN,POP-PK-001;POP-IN-COMP-022,PM-S003;PM-S001,2023;2011,37148859,0,68344896,2,0,,912737,1825474,1642927,0.09999978087882933,0,0,1642927,44417718.499,22611387.481,false,,"The displayed population is a diagnostic subtotal of separately linked named-output components. The validated upstream link and matrix controls do not authorize it as an additive package union, so it is excluded from the cardinal ranking and retained only for architecture sensitivity."
IL-HU-base-reuse_optimistic,IL-HU,dual_script_register,base,reuse_optimistic,2,2,1.000000,72975069,72975069,72975069,component_population_subtotal_nonadditive_not_rankable,false,false,ur-Arab-PK;ur-Arab-IN,POP-PK-001;POP-IN-COMP-022,PM-S003;PM-S001,2023;2011,37148859,0,68344896,2,0,,4073049,8146098,4887659,0.3999999754483681,0,0,4887659,14930474.691,7600542.305,false,,"The displayed population is a diagnostic subtotal of separately linked named-output components. The validated upstream link and matrix controls do not authorize it as an additive package union, so it is excluded from the cardinal ranking and retained only for architecture sensitivity."
IL-HU-base-reuse_base,IL-HU,dual_script_register,base,reuse_base,2,2,1.000000,72975069,72975069,72975069,component_population_subtotal_nonadditive_not_rankable,false,false,ur-Arab-PK;ur-Arab-IN,POP-PK-001;POP-IN-COMP-022,PM-S003;PM-S001,2023;2011,37148859,0,68344896,2,0,,4073049,8146098,6109574,0.24999993862092007,0,0,6109574,11944379.264,6080433.595,false,,"The displayed population is a diagnostic subtotal of separately linked named-output components. The validated upstream link and matrix controls do not authorize it as an additive package union, so it is excluded from the cardinal ranking and retained only for architecture sensitivity."
IL-HU-base-reuse_conservative,IL-HU,dual_script_register,base,reuse_conservative,2,2,1.000000,72975069,72975069,72975069,component_population_subtotal_nonadditive_not_rankable,false,false,ur-Arab-PK;ur-Arab-IN,POP-PK-001;POP-IN-COMP-022,PM-S003;PM-S001,2023;2011,37148859,0,68344896,2,0,,4073049,8146098,7331488,0.10000002455163193,0,0,7331488,9953650.473,5067028.549,false,,"The displayed population is a diagnostic subtotal of separately linked named-output components. The validated upstream link and matrix controls do not authorize it as an additive package union, so it is excluded from the cardinal ranking and retained only for architecture sensitivity."
IL-HU-high-reuse_optimistic,IL-HU,dual_script_register,high,reuse_optimistic,2,2,1.000000,72975069,72975069,72975069,component_population_subtotal_nonadditive_not_rankable,false,false,ur-Arab-PK;ur-Arab-IN,POP-PK-001;POP-IN-COMP-022,PM-S003;PM-S001,2023;2011,37148859,0,68344896,2,0,,18664571,37329142,22397485,0.4000000053577444,0,0,22397485,3258181.398,1658617.430,false,,"The displayed population is a diagnostic subtotal of separately linked named-output components. The validated upstream link and matrix controls do not authorize it as an additive package union, so it is excluded from the cardinal ranking and retained only for architecture sensitivity."
IL-HU-high-reuse_base,IL-HU,dual_script_register,high,reuse_base,2,2,1.000000,72975069,72975069,72975069,component_population_subtotal_nonadditive_not_rankable,false,false,ur-Arab-PK;ur-Arab-IN,POP-PK-001;POP-IN-COMP-022,PM-S003;PM-S001,2023;2011,37148859,0,68344896,2,0,,18664571,37329142,27996857,0.24999998660563905,0,0,27996857,2606545.049,1326893.908,false,,"The displayed population is a diagnostic subtotal of separately linked named-output components. The validated upstream link and matrix controls do not authorize it as an additive package union, so it is excluded from the cardinal ranking and retained only for architecture sensitivity."
IL-HU-high-reuse_conservative,IL-HU,dual_script_register,high,reuse_conservative,2,2,1.000000,72975069,72975069,72975069,component_population_subtotal_nonadditive_not_rankable,false,false,ur-Arab-PK;ur-Arab-IN,POP-PK-001;POP-IN-COMP-022,PM-S003;PM-S001,2023;2011,37148859,0,68344896,2,0,,18664571,37329142,33596228,0.09999999464225562,0,0,33596228,2172120.900,1105744.937,false,,"The displayed population is a diagnostic subtotal of separately linked named-output components. The validated upstream link and matrix controls do not authorize it as an additive package union, so it is excluded from the cardinal ranking and retained only for architecture sensitivity."
IL-PUNJABI-low-reuse_optimistic,IL-PUNJABI,dual_script_register,low,reuse_optimistic,2,2,1.000000,120059639,120059639,120059639,component_population_subtotal_nonadditive_not_rankable,false,false,pa-Guru-IN;pnb-Arab-PK,POP-IN-COMP-016;POP-PK-002,PM-S001;PM-S003,2011;2023,44054221,0,116755428,2,0,,912737,1825474,1095284,0.4000002191211707,0,0,1095284,109615076.090,40221733.359,false,,"The displayed population is a diagnostic subtotal of separately linked named-output components. The validated upstream link and matrix controls do not authorize it as an additive package union, so it is excluded from the cardinal ranking and retained only for architecture sensitivity."
IL-PUNJABI-low-reuse_base,IL-PUNJABI,dual_script_register,low,reuse_base,2,2,1.000000,120059639,120059639,120059639,component_population_subtotal_nonadditive_not_rankable,false,false,pa-Guru-IN;pnb-Arab-PK,POP-IN-COMP-016;POP-PK-002,PM-S001;PM-S003,2011;2023,44054221,0,116755428,2,0,,912737,1825474,1369106,0.2499997260985366,0,0,1369106,87691996.821,32177363.184,false,,"The displayed population is a diagnostic subtotal of separately linked named-output components. The validated upstream link and matrix controls do not authorize it as an additive package union, so it is excluded from the cardinal ranking and retained only for architecture sensitivity."
IL-PUNJABI-low-reuse_conservative,IL-PUNJABI,dual_script_register,low,reuse_conservative,2,2,1.000000,120059639,120059639,120059639,component_population_subtotal_nonadditive_not_rankable,false,false,pa-Guru-IN;pnb-Arab-PK,POP-IN-COMP-016;POP-PK-002,PM-S001;PM-S003,2011;2023,44054221,0,116755428,2,0,,912737,1825474,1642927,0.09999978087882933,0,0,1642927,73076672.914,26814472.585,false,,"The displayed population is a diagnostic subtotal of separately linked named-output components. The validated upstream link and matrix controls do not authorize it as an additive package union, so it is excluded from the cardinal ranking and retained only for architecture sensitivity."
IL-PUNJABI-base-reuse_optimistic,IL-PUNJABI,dual_script_register,base,reuse_optimistic,2,2,1.000000,120059639,120059639,120059639,component_population_subtotal_nonadditive_not_rankable,false,false,pa-Guru-IN;pnb-Arab-PK,POP-IN-COMP-016;POP-PK-002,PM-S001;PM-S003,2011;2023,44054221,0,116755428,2,0,,4073049,8146098,4887659,0.3999999754483681,0,0,4887659,24563832.911,9013358.133,false,,"The displayed population is a diagnostic subtotal of separately linked named-output components. The validated upstream link and matrix controls do not authorize it as an additive package union, so it is excluded from the cardinal ranking and retained only for architecture sensitivity."
IL-PUNJABI-base-reuse_base,IL-PUNJABI,dual_script_register,base,reuse_base,2,2,1.000000,120059639,120059639,120059639,component_population_subtotal_nonadditive_not_rankable,false,false,pa-Guru-IN;pnb-Arab-PK,POP-IN-COMP-016;POP-PK-002,PM-S001;PM-S003,2011;2023,44054221,0,116755428,2,0,,4073049,8146098,6109574,0.24999993862092007,0,0,6109574,19651065.524,7210686.212,false,,"The displayed population is a diagnostic subtotal of separately linked named-output components. The validated upstream link and matrix controls do not authorize it as an additive package union, so it is excluded from the cardinal ranking and retained only for architecture sensitivity."
