universe_profile_id,display_name,profile_tag,source_profile_tag,disposition,candidate_id,candidate_target_name,observation_id,join_status,suggestion_status,semantic_join_status,candidate_ready_for_ranking,source_target_mapping_status,denominator_class,source_measure_type,learner_stratum,population_low,population_base,population_high,count_unit,reference_date_or_year,source_id,source_locator,source_url,source_value_status,derivation_method,typed_view_eligibility,source_transcribed_exactly,gross_population_only,source_rank_ready_claim,rank_ready_marginal_access,source_series_id,overlap_group_id,nonadditivity_group_id,nonadditivity_rule,supersedes_observation_ids,population_use,existing_supply_state,next_nonduplicative_action,caveats
GLB-015,Gujarati,gu-Gujr-IN,Gujarati,ranked_in_typed_view,NAT-007,Gujarati,POP-IN-COMP-005,machine_strong_join_suggestion_pending_semantic_audit,strong_join_suggestion,not_audited_machine_suggestion,false,same_name_mother_tongue_component_preferred_for_standard_edition,same_name_mother_tongue_component,census_same_name_mother_tongue_component_persons,same_name_mother_tongue_component_population,55036204,55036204,55036204,persons,2011,PM-S001,"Statement 1, printed p. 5; Statement 1 same-name mother-tongue component",,source_observation_transcribed_exactly,,context_only_pending_semantic_join_audit,true,true,false,false,ALT-POP-IN-005-CATEGORY-COMPONENT,ALT-POP-IN-005-CATEGORY-COMPONENT,ALT-POP-IN-005-CATEGORY-COMPONENT,never_sum_rows_sharing_overlap_group_id,,gross_or_context_typed_view_only_not_direct_residual_rank,Supply audit incomplete beyond school baseline.,"Audit microenterprise, applied science, finance and first-year transition.",Functional total is not additive to L1. Component of the broader Gujarati census-language category; C-17 overlap remains a category-level proxy. Component is 99.177637% of the printed parent category. Never sum parent and component.
GLB-016,Kannada,kn-Knda-IN,Kannada,ranked_in_typed_view,NAT-008,Kannada,POP-IN-007,machine_strong_join_suggestion_pending_semantic_audit,strong_join_suggestion,not_audited_machine_suggestion,false,c16_census_language_aggregate,mother_tongue_or_first_language,census_mother_tongue_persons,national_language_population,43706512,43706512,43706512,persons,2011,PM-S001,"Statement 1, printed p. 6",,source_observation_transcribed_exactly,,context_only_pending_semantic_join_audit,true,true,false,false,ALT-POP-IN-007-CATEGORY-COMPONENT,ALT-POP-IN-007-CATEGORY-COMPONENT,ALT-POP-IN-007-CATEGORY-COMPONENT,never_sum_rows_sharing_overlap_group_id,,gross_or_context_typed_view_only_not_direct_residual_rank,School supply exists; advanced open continuity unresolved.,Audit TVET/tertiary and professional residual before selecting package.,C-17 L2/L3 total cannot be compared as L1. ORGI category total includes grouped mother tongues. India C-16 census-language category can include multiple named mother-tongue components.
GLB-016,Kannada,kn-Knda-IN,Kannada,ranked_in_typed_view,NAT-008,Kannada,POP-IN-COMP-007,machine_strong_join_suggestion_pending_semantic_audit,strong_join_suggestion,not_audited_machine_suggestion,false,same_name_mother_tongue_component_preferred_for_standard_edition,same_name_mother_tongue_component,census_same_name_mother_tongue_component_persons,same_name_mother_tongue_component_population,43506272,43506272,43506272,persons,2011,PM-S001,"Statement 1, printed p. 6; Statement 1 same-name mother-tongue component",,source_observation_transcribed_exactly,,context_only_pending_semantic_join_audit,true,true,false,false,ALT-POP-IN-007-CATEGORY-COMPONENT,ALT-POP-IN-007-CATEGORY-COMPONENT,ALT-POP-IN-007-CATEGORY-COMPONENT,never_sum_rows_sharing_overlap_group_id,,gross_or_context_typed_view_only_not_direct_residual_rank,School supply exists; advanced open continuity unresolved.,Audit TVET/tertiary and professional residual before selecting package.,C-17 L2/L3 total cannot be compared as L1. Component of the broader Kannada census-language category; C-17 overlap remains a category-level proxy. Component is 99.541853% of the printed parent category. Never sum parent and component.
GLB-017,Malayalam,ml-Mlym-IN,Malayalam,ranked_in_typed_view,NAT-009,Malayalam,POP-IN-011,machine_strong_join_suggestion_pending_semantic_audit,strong_join_suggestion,not_audited_machine_suggestion,false,c16_census_language_aggregate,mother_tongue_or_first_language,census_mother_tongue_persons,national_language_population,34838819,34838819,34838819,persons,2011,PM-S001,"Statement 1, printed p. 7",,source_observation_transcribed_exactly,,context_only_pending_semantic_join_audit,true,true,false,false,ALT-POP-IN-011-CATEGORY-COMPONENT,ALT-POP-IN-011-CATEGORY-COMPONENT,ALT-POP-IN-011-CATEGORY-COMPONENT,never_sum_rows_sharing_overlap_group_id,,gross_or_context_typed_view_only_not_direct_residual_rank,Local supply exists; residual not yet inventoried.,Audit exact advanced/open/accessibility gaps.,"Do not inflate using Kerala territory without language evidence. Count is a 2011 census category, not a current speaker estimate. India C-16 census-language category can include multiple named mother-tongue components."
GLB-017,Malayalam,ml-Mlym-IN,Malayalam,ranked_in_typed_view,NAT-009,Malayalam,POP-IN-COMP-011,machine_strong_join_suggestion_pending_semantic_audit,strong_join_suggestion,not_audited_machine_suggestion,false,same_name_mother_tongue_component_preferred_for_standard_edition,same_name_mother_tongue_component,census_same_name_mother_tongue_component_persons,same_name_mother_tongue_component_population,34776533,34776533,34776533,persons,2011,PM-S001,"Statement 1, printed p. 7; Statement 1 same-name mother-tongue component",,source_observation_transcribed_exactly,,context_only_pending_semantic_join_audit,true,true,false,false,ALT-POP-IN-011-CATEGORY-COMPONENT,ALT-POP-IN-011-CATEGORY-COMPONENT,ALT-POP-IN-011-CATEGORY-COMPONENT,never_sum_rows_sharing_overlap_group_id,,gross_or_context_typed_view_only_not_direct_residual_rank,Local supply exists; residual not yet inventoried.,Audit exact advanced/open/accessibility gaps.,Do not inflate using Kerala territory without language evidence. Component of the broader Malayalam census-language category; C-17 overlap remains a category-level proxy. Component is 99.821217% of the printed parent category. Never sum parent and component.
GLB-018,Odia,ory-Orya-IN,Odia,ranked_in_typed_view,NAT-010,Odia,POP-IN-015,machine_strong_join_suggestion_pending_semantic_audit,strong_join_suggestion,not_audited_machine_suggestion,false,c16_census_language_aggregate,mother_tongue_or_first_language,census_mother_tongue_persons,national_language_population,37521324,37521324,37521324,persons,2011,PM-S001,"Statement 1, printed p. 7",,source_observation_transcribed_exactly,,context_only_pending_semantic_join_audit,true,true,false,false,ALT-POP-IN-015-CATEGORY-COMPONENT,ALT-POP-IN-015-CATEGORY-COMPONENT,ALT-POP-IN-015-CATEGORY-COMPONENT,never_sum_rows_sharing_overlap_group_id,,gross_or_context_typed_view_only_not_direct_residual_rank,Supply inventory incomplete.,Audit secondary/TVET/tertiary discontinuity.,Below 50M on verified measures. ORGI category groups several named mother tongues; ISO 639-3 edition identifier corrected to ory. India C-16 census-language category can include multiple named mother-tongue components.
GLB-018,Odia,ory-Orya-IN,Odia,ranked_in_typed_view,NAT-010,Odia,POP-IN-COMP-015,machine_strong_join_suggestion_pending_semantic_audit,strong_join_suggestion,not_audited_machine_suggestion,false,same_name_mother_tongue_component_preferred_for_standard_edition,same_name_mother_tongue_component,census_same_name_mother_tongue_component_persons,same_name_mother_tongue_component_population,34059266,34059266,34059266,persons,2011,PM-S001,"Statement 1, printed p. 7; Statement 1 same-name mother-tongue component",,source_observation_transcribed_exactly,,context_only_pending_semantic_join_audit,true,true,false,false,ALT-POP-IN-015-CATEGORY-COMPONENT,ALT-POP-IN-015-CATEGORY-COMPONENT,ALT-POP-IN-015-CATEGORY-COMPONENT,never_sum_rows_sharing_overlap_group_id,,gross_or_context_typed_view_only_not_direct_residual_rank,Supply inventory incomplete.,Audit secondary/TVET/tertiary discontinuity.,Below 50M on verified measures. Component of the broader Odia census-language category; C-17 overlap remains a category-level proxy. Component is 90.773092% of the printed parent category. Never sum parent and component.
GLB-019,"Punjabi, Pakistan",pa-Arab-PK; Aran when Nastaliq asserted,,unresolved_no_comparable_count,NAT-015,Western Punjabi,,candidate_without_machine_strong_population_suggestion,none,unresolved,false,unresolved,,,,,,,not_applicable,,,,,,,,,,not_applicable,false,,,,not_applicable,,unresolved_population_join,Written/scientific supply and readership unresolved.,"Resolve variety and orthography, then commission a separate Pakistan output.",Do not equate every Punjabi return with one Western Punjabi variety or standardized readership.
GLB-020,"Punjabi, India",pa-Guru-IN,Gurmukhi,ranked_in_typed_view,NAT-014,Eastern Punjabi,POP-IN-016,machine_strong_join_suggestion_pending_semantic_audit,strong_join_suggestion,not_audited_machine_suggestion,false,c16_census_language_aggregate,mother_tongue_or_first_language,census_mother_tongue_persons,national_language_population,33124726,33124726,33124726,persons,2011,PM-S001,"Statement 1, printed p. 7",,source_observation_transcribed_exactly,,context_only_pending_semantic_join_audit,true,true,false,false,ALT-POP-IN-016-CATEGORY-COMPONENT,ALT-POP-IN-016-CATEGORY-COMPONENT,ALT-POP-IN-016-CATEGORY-COMPONENT,never_sum_rows_sharing_overlap_group_id,,gross_or_context_typed_view_only_not_direct_residual_rank,Supply inventory incomplete.,Audit exact secondary/tertiary residual and synchronized dual-script production.,No cross-script population credit. India cell should not be merged with Pakistan's Shahmukhi Punjabi without script-aware treatment. India C-16 census-language category can include multiple named mother-tongue components.
GLB-020,"Punjabi, India",pa-Guru-IN,Gurmukhi,ranked_in_typed_view,NAT-014,Eastern Punjabi,POP-IN-COMP-016,machine_strong_join_suggestion_pending_semantic_audit,strong_join_suggestion,not_audited_machine_suggestion,false,same_name_mother_tongue_component_preferred_for_standard_edition,same_name_mother_tongue_component,census_same_name_mother_tongue_component_persons,same_name_mother_tongue_component_population,31144095,31144095,31144095,persons,2011,PM-S001,"Statement 1, printed p. 7; Statement 1 same-name mother-tongue component",,source_observation_transcribed_exactly,,context_only_pending_semantic_join_audit,true,true,false,false,ALT-POP-IN-016-CATEGORY-COMPONENT,ALT-POP-IN-016-CATEGORY-COMPONENT,ALT-POP-IN-016-CATEGORY-COMPONENT,never_sum_rows_sharing_overlap_group_id,,gross_or_context_typed_view_only_not_direct_residual_rank,Supply inventory incomplete.,Audit exact secondary/tertiary residual and synchronized dual-script production.,No cross-script population credit. India-specific component; Gurmukhi edition fit requires separate orthography evidence. Component is 94.020687% of the printed parent category. Never sum parent and component.
GLB-021,Lahnda-labelled recall universe,und-Arab-PK-Lahnda; resolve Saraiki/Hindko/Punjabi labels,Perso-Arabic,unresolved_no_comparable_count,NAT-019,Saraiki,POP-PK-007,machine_strong_join_suggestion_pending_semantic_audit,strong_join_suggestion,not_audited_machine_suggestion,false,source_named_language_observation,mother_tongue_or_first_language,census_mother_tongue_persons,regional_language_population,28849579,28849579,28849579,persons,2023,PM-S003,"Table 11, national row",,source_observation_transcribed_exactly,,context_only_pending_semantic_join_audit,true,true,false,false,,,,no_cross_row_nonadditivity_group_recorded,,gross_or_context_typed_view_only_not_direct_residual_rank,No coherent single supply inventory.,Resolve named outputs and never rank the macro-label.,"Overlaps Punjabi, Saraiki, Hindko and classification conventions. Use the source category as observed; do not infer mutual intelligibility."
GLB-022,"Pashto, Pakistan and Afghanistan profiles",ps-Arab-PK; ps-Arab-AF,ps-Arab-AF,unresolved_no_comparable_count,NAT-016,Afghan Pashto,ASSEC-AF-PS-001,machine_strong_join_suggestion_pending_semantic_audit,strong_join_suggestion,not_audited_machine_suggestion,false,exact_Pashto_national_core_match_to_NAT-016; displaced cohorts excluded; source does not establish orthography,published_or_derived_speaker_estimate,derived_2020_total_speakers_from_official_secondary_share_and_world_bank_denominator,total_language_speakers_L1_plus_L2_nonexclusive,,18753110,,persons,2020 estimate; republished in official report 2023,ASSEC-S018,afghanistan_language_derivation.md; CIA page captured 2023-01-02 language field; Netherlands COI report printed p.72 section 3.1.1.2 and footnotes 502-504; World Bank JSON indicator SP.POP.TOTL AFG 2020,,source_observation_not_exactly_transcribed,,context_only_pending_semantic_join_audit,false,true,false,false,ASSEC-AF-MULTILINGUAL-SPEAKERS-2020,ASSEC-AF-MULTILINGUAL-SPEAKERS-2020,ASSEC-AF-MULTILINGUAL-SPEAKERS-2020,never_sum_rows_sharing_overlap_group_id,,gross_or_context_typed_view_only_not_direct_residual_rank,Supply and displaced-cohort access unresolved.,Resolve each profile; reuse a shared semantic source without blanket reach.,"Mixed denominator and dialect/orthography profiles cannot form one rank. 39068979 times 48 percent = 18753109.92, rounded half up. The source defines speakers rather than native speakers and says multilingual totals exceed 100 percent. Integer-share rounding and confidence intervals are unstated, so low/high are blank. National Afghanistan only; displaced cohorts excluded."
GLB-022,"Pashto, Pakistan and Afghanistan profiles",ps-Arab-PK; ps-Arab-AF,Perso-Arabic,unresolved_no_comparable_count,NAT-017,Pakistani Pashto,POP-PK-004,machine_strong_join_suggestion_pending_semantic_audit,strong_join_suggestion,not_audited_machine_suggestion,false,source_observation_not_candidate_ready,mother_tongue_or_first_language,census_mother_tongue_persons,regional_language_umbrella,43633946,43633946,43633946,persons,2023,PM-S003,"Table 11, national row",,source_observation_transcribed_exactly,,context_only_pending_semantic_join_audit,true,true,false,false,,,,no_cross_row_nonadditivity_group_recorded,,gross_or_context_typed_view_only_not_direct_residual_rank,Supply and displaced-cohort access unresolved.,Resolve each profile; reuse a shared semantic source without blanket reach.,Mixed denominator and dialect/orthography profiles cannot form one rank. PBS Pushto is a broad category; exact variety is unresolved.
GLB-023,"Sindhi, Pakistan",sd-Arab-PK,Perso-Arabic,ranked_in_typed_view,NAT-018,Sindhi,POP-PK-003,machine_strong_join_suggestion_pending_semantic_audit,strong_join_suggestion,not_audited_machine_suggestion,false,source_named_language_observation,mother_tongue_or_first_language,census_mother_tongue_persons,regional_language_population,34401564,34401564,34401564,persons,2023,PM-S003,"Table 11, national row",,source_observation_transcribed_exactly,,context_only_pending_semantic_join_audit,true,true,false,false,,,,no_cross_row_nonadditivity_group_recorded,,gross_or_context_typed_view_only_not_direct_residual_rank,Supply inventory incomplete.,Audit school-to-tertiary and professional residual.,Shared RTL tooling is not intelligibility. Census category does not encode script proficiency.
GLB-024,Latin American Spanish localized core,es-419 with country overlays,es-US,supply_rich_negative_control,,"Spanish spoken at home, United States",SUP-009,supplemental_profile_link_context_only,not_applicable,profile_id_explicit_but_not_rank_approved,false,supplement_context_only,home_or_usual_language_use,acs_spanish_spoken_at_home_age5plus,United States residents age 5+,44724507,44867699,45010891,persons,2024,SUPSRC-US-ACS-B16001-2024,"B16001 Spanish spoken at home; published 90% margin of error 143,192",https://data.census.gov/table/ACSDT1Y2024.B16001?g=010XX00US,published_estimate_with_margin,none,typed_home_language_view,true,true,false,false,ES-US-ACS-2024,ES-GLOBAL-US-NONADDITIVE,ES-GLOBAL-US-NONADDITIVE,never_sum_rows_sharing_overlap_group_id,,gross_or_context_typed_view_only_not_direct_residual_rank,Very high supply; substantial mastery and licensing/access residuals.,Country-specific grades 3-9 recovery and exact professional/frontier gaps.,"Headline global totals are models and do not equal unique underserved readers. Home use is not L1, literacy, academic comfort, or an es-419 curriculum profile. Country observation; no addition to SUP-008 without a global overlap model."
GLB-024,Latin American Spanish localized core,es-419 with country overlays,es; locale outputs required,supply_rich_negative_control,,"Spanish native-domain group, global model",SUP-008,supplemental_profile_link_context_only,not_applicable,profile_id_explicit_but_not_rank_approved,false,supplement_context_only,published_or_derived_speaker_estimate,instituto_cervantes_grupo_dominio_nativo,Modeled global native-domain group,,519115258,,persons,2025,SUPSRC-ES-CERVANTES-2025,"Table 4, p. 67; Grupo de Dominio Nativo (GDN)",https://cvc.cervantes.es/lengua/anuario/anuario_25/el_espanol_en_el_mundo_anuario_instituto_cervantes_2025.pdf,published_institutional_model,none,context_only,true,true,false,false,ES-CERVANTES-2025,ES-GLOBAL-US-NONADDITIVE,ES-GLOBAL-US-NONADDITIVE,never_sum_rows_sharing_overlap_group_id,,gross_or_context_typed_view_only_not_direct_residual_rank,Very high supply; substantial mastery and licensing/access residuals.,Country-specific grades 3-9 recovery and exact professional/frontier gaps.,Headline global totals are models and do not equal unique underserved readers. Not a synchronized global census; not locale-specific and not an underserved-reader count. Negative-control gross context. Do not add GCL or learners to this row unless reproducing the report's total model.
GLB-025,Brazilian Portuguese,pt-BR,pt; locale outputs required,supply_rich_negative_control,,"Portuguese speakers, global institutional estimate",SUP-010,supplemental_profile_link_context_only,not_applicable,profile_id_explicit_but_not_rank_approved,false,supplement_context_only,published_or_derived_speaker_estimate,un_global_portuguese_speaker_estimate,Unspecified global speaker universe,265000000,,,persons,2026,SUPSRC-UN-PORTUGUESE-2026,Statement: Portuguese unites more than 265 million speakers,https://www.un.org/sg/en/content/sg/statements/2026-05-05/secretary-generals-message-world-portuguese-language-day,published_rounded_lower_bound,none,context_only,true,true,false,false,PT-UN-2026,PT-GLOBAL-BR-NONADDITIVE,PT-GLOBAL-BR-NONADDITIVE,never_sum_rows_sharing_overlap_group_id,,gross_or_context_typed_view_only_not_direct_residual_rank,"Extensive school/health supply, often authenticated or DRM constrained.",Build lawful offline teacher-independent bundles and exact research residuals.,"Brazil population is not a Portuguese-reader count; global Portuguese totals lack disclosed proficiency method. No disclosed L1/L2, age, proficiency, literacy, or census method. Gross threshold evidence only; never substitute for pt-BR, pt-PT, or PALOP locale populations."
GLB-025,Brazilian Portuguese,pt-BR,pt-BR,supply_rich_negative_control,,Brazil territory population,SUP-011,supplemental_profile_link_context_only,not_applicable,profile_id_explicit_but_not_rank_approved,false,supplement_context_only,territory_all_residents_ceiling,official_census_territory_population,Brazil residents,,203080756,,persons,2022,SUPSRC-BR-IBGE-CENSUS-2022,"Brazil total population, second apportionment",https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Populacao_e_domicilios_Primeiros_resultados/Resultados_da_2a_apuracao_20231027/POP2022_Municipios_Primeiros_Resultados_20231222.pdf,published_exact_census_total,none,context_only,true,true,false,false,PT-BR-2022,PT-GLOBAL-BR-NONADDITIVE,PT-GLOBAL-BR-NONADDITIVE,never_sum_rows_sharing_overlap_group_id,,gross_or_context_typed_view_only_not_direct_residual_rank,"Extensive school/health supply, often authenticated or DRM constrained.",Build lawful offline teacher-independent bundles and exact research residuals.,Brazil population is not a Portuguese-reader count; global Portuguese totals lack disclosed proficiency method. Territory population is not a Portuguese-language or literacy count. Country ceiling and non-additive alternative to global SUP-010.
GLB-026,Global/French regional localized standards,fr-Latn with country overlays,fr; locale outputs required,supply_rich_negative_control,,"Francophones, continuing OIF method",SUP-012,supplemental_profile_link_context_only,not_applicable,profile_id_explicit_but_not_rank_approved,false,supplement_context_only,functional_language_ability_or_estimate,oif_method_1_french_competence_estimate,Modeled global French-competence population,,348000000,,persons,2025,SUPSRC-OIF-FRENCH-2025,2025 estimate under continuing method 1,https://www.francophonie.org/sites/default/files/2026-03/La_langue_francaise_dans_le_monde_Edition_2026.pdf,published_rounded_institutional_model,none,context_only,true,true,false,false,FR-OIF-2025,FR-OIF-2025-ALTERNATIVES,FR-OIF-2025-ALTERNATIVES,never_sum_rows_sharing_overlap_group_id,,gross_or_context_typed_view_only_not_direct_residual_rank,High global supply with regional licensing/access/comfort gaps.,Audit country/stage-specific residuals and local-language bridges.,"Modeled Francophone totals include heterogeneous competence and schooling. Heterogeneous source model; not L1, uniform literacy, locale fit, or unique access. Preferred continuity series; do not add to SUP-013."
GLB-026,Global/French regional localized standards,fr-Latn with country overlays,fr; locale outputs required,supply_rich_negative_control,,"Francophones, broadened OIF method",SUP-013,supplemental_profile_link_context_only,not_applicable,profile_id_explicit_but_not_rank_approved,false,supplement_context_only,functional_language_ability_or_estimate,oif_method_2_including_schooled_literate_children_6_9,Modeled global French-competence and schooling population,,396000000,,persons,2025,SUPSRC-OIF-FRENCH-2025,2025 estimate under method 2,https://www.francophonie.org/sites/default/files/2026-03/La_langue_francaise_dans_le_monde_Edition_2026.pdf,published_rounded_institutional_model,none,context_only,true,true,false,false,FR-OIF-2025,FR-OIF-2025-ALTERNATIVES,FR-OIF-2025-ALTERNATIVES,never_sum_rows_sharing_overlap_group_id,,gross_or_context_typed_view_only_not_direct_residual_rank,High global supply with regional licensing/access/comfort gaps.,Audit country/stage-specific residuals and local-language bridges.,Modeled Francophone totals include heterogeneous competence and schooling. Method 2 adds pupils age 6–9 in 30 Global-South countries; not comparable to the older time series. Sensitivity alternative to SUP-012; never add them.
GLB-027,Russian learned standard,ru-Cyrl-RU; localized successor-state overlays,ru-Cyrl-RU,supply_rich_negative_control,,"Russian knowledge, Russian Federation",SUP-014,supplemental_profile_link_context_only,not_applicable,profile_id_explicit_but_not_rank_approved,false,supplement_context_only,functional_language_ability_or_estimate,census_reports_knowledge_of_russian,Respondents answering language-knowledge question,,134319233,,persons,2021-10-01,SUPSRC-RU-ROSSTAT-CENSUS-2021,Russian knowledge row; census reference date 1 October 2021,https://rosstat.gov.ru/storage/mediabank/Tom5_tab4_VPN-2020.xlsx,published_exact_census_cell,none,typed_functional_knowledge_view,true,true,false,false,RU-ROSSTAT-2021,RU-ROSSTAT-2021-ALTERNATIVES,RU-ROSSTAT-2021-ALTERNATIVES,never_sum_rows_sharing_overlap_group_id,,gross_or_context_typed_view_only_not_direct_residual_rank,Strong university/research infrastructure; reuse and accessibility vary.,Open no-login professional/research-methods stack and exact frontier gaps.,Knowledge may mean speaking only; no automatic written competence or ex-Soviet community coverage. Knowledge means speak/read/write or only speak; written competence cannot be isolated. Alternative to daily-use SUP-015; never add them.
GLB-027,Russian learned standard,ru-Cyrl-RU; localized successor-state overlays,ru-Cyrl-RU,supply_rich_negative_control,,"Russian daily use, Russian Federation",SUP-015,supplemental_profile_link_context_only,not_applicable,profile_id_explicit_but_not_rank_approved,false,supplement_context_only,home_or_usual_language_use,census_reports_daily_use_of_russian,Respondents answering language-use question,,132317159,,persons,2021-10-01,SUPSRC-RU-ROSSTAT-CENSUS-2021,Russian daily-use row; census reference date 1 October 2021,https://rosstat.gov.ru/storage/mediabank/Tom5_tab4_VPN-2020.xlsx,published_exact_census_cell,none,typed_daily_use_view,true,true,false,false,RU-ROSSTAT-2021,RU-ROSSTAT-2021-ALTERNATIVES,RU-ROSSTAT-2021-ALTERNATIVES,never_sum_rows_sharing_overlap_group_id,,gross_or_context_typed_view_only_not_direct_residual_rank,Strong university/research infrastructure; reuse and accessibility vary.,Open no-login professional/research-methods stack and exact frontier gaps.,"Knowledge may mean speaking only; no automatic written competence or ex-Soviet community coverage. Daily use does not isolate literacy, academic comfort, or exclusive Russian reliance. Alternative to knowledge SUP-014; never add them."
GLB-028,"German, Germany",de-Latn-DE,de-Latn-DE,supply_rich_negative_control,,"Only German at home, Germany",SUP-016,supplemental_profile_link_context_only,not_applicable,profile_id_explicit_but_not_rank_approved,false,supplement_context_only,home_or_usual_language_use,microcensus_only_german_used_at_home,Germany private-household population,,63433000,,persons,2024,SUPSRC-DE-DESTATIS-MICROCENSUS-2024,"Table 12211-47, only German at home",https://www.destatis.de/DE/Themen/Gesellschaft-Umwelt/Bevoelkerung/Migration-Integration/Publikationen/Downloads-Migration/statistischer-bericht-migrationshintergrund-end-2010220247005.xlsx?__blob=publicationFile&v=3,published_rounded_survey_estimate,none,typed_home_language_view,true,true,false,false,DE-MICROCENSUS-2024,DE-MICROCENSUS-2024-ALTERNATIVES,DE-MICROCENSUS-2024-ALTERNATIVES,never_sum_rows_sharing_overlap_group_id,,gross_or_context_typed_view_only_not_direct_residual_rank,Very high educational and scientific supply.,Only exact open/accessibility/frontier residuals; do not use for Germanic minority coverage.,Home use is not a literacy test and does not cover all Germanic minorities. Annual 1% survey; communal accommodation excluded; home use is not literacy or academic need. Negative-control same-country measure.
GLB-028,"German, Germany",de-Latn-DE,de-Latn-DE,supply_rich_negative_control,,"Any German at home, Germany",SUP-017,supplemental_profile_link_context_only,not_applicable,profile_id_explicit_but_not_rank_approved,false,supplement_context_only,home_or_usual_language_use,derived_any_german_used_at_home,Germany private-household population,,77847000,,persons,2024,SUPSRC-DE-DESTATIS-MICROCENSUS-2024,Only German + predominantly German + German with another language,https://www.destatis.de/DE/Themen/Gesellschaft-Umwelt/Bevoelkerung/Migration-Integration/Publikationen/Downloads-Migration/statistischer-bericht-migrationshintergrund-end-2010220247005.xlsx?__blob=publicationFile&v=3,derived_sum_of_published_rounded_cells,"63,433,000 + 3,810,000 + 10,604,000",context_only,false,true,false,false,DE-MICROCENSUS-2024,DE-MICROCENSUS-2024-ALTERNATIVES,DE-MICROCENSUS-2024-ALTERNATIVES,never_sum_rows_sharing_overlap_group_id,,gross_or_context_typed_view_only_not_direct_residual_rank,Very high educational and scientific supply.,Only exact open/accessibility/frontier residuals; do not use for Germanic minority coverage.,Home use is not a literacy test and does not cover all Germanic minorities. Derived from cells published in thousands; not a proficiency or literacy test. Alternative to SUP-016; never add them.
GLB-029,"Italian, Italy",it-Latn-IT,it-Latn-IT,supply_rich_negative_control,,Italian used in at least one social context,SUP-018,supplemental_profile_link_context_only,not_applicable,profile_id_explicit_but_not_rank_approved,false,supplement_context_only,home_or_usual_language_use,survey_speaks_italian_in_at_least_one_context,Italy resident population age 6+,,47611000,,persons,2024,SUPSRC-IT-ISTAT-LANGUAGE-2024,"Italian used in at least one of family, friends, or strangers contexts",https://www.istat.it/comunicato-stampa/luso-della-lingua-italiana-dei-dialetti-e-delle-lingue-straniere-anno-2024/,published_survey_estimate,none,typed_habitual_use_view,true,true,false,false,IT-ISTAT-2024,IT-ISTAT-2024,,no_internal_alternative_row_registered,,gross_or_context_typed_view_only_not_direct_residual_rank,High mainstream supply.,Audit only exact open/accessibility/professional/frontier residuals.,No direct Italian literacy census in located source. Below 50 million on this measure; not literacy or academic comfort. Retains Italian as a supply-rich watch profile rather than manufacturing a threshold crossing.
GLB-030,Polish,pl-Latn-PL,pl-Latn-PL,supply_rich_negative_control,,Poland territory population,SUP-019,supplemental_profile_link_context_only,not_applicable,profile_id_explicit_but_not_rank_approved,false,supplement_context_only,territory_all_residents_ceiling,official_population_balance_territory_population,Poland residents,,37489000,,persons,2024-12-31,SUPSRC-PL-STAT-POPULATION-2024,Population at end of 2024,https://stat.gov.pl/files/gfx/portalinformacyjny/pl/defaultaktualnosci/5468/40/5/1/sytuacja_demograficzna_polski_do_2024.pdf,published_rounded_official_total,none,context_only,true,true,false,false,PL-STAT-2024,PL-STAT-2024,,no_internal_alternative_row_registered,,gross_or_context_typed_view_only_not_direct_residual_rank,High mainstream supply.,Exact residual audit only.,Rounded survey shares are not exact population cells. Territory only and below 50 million; not a Polish-language count. Negative-control watch profile.
GLB-031,Modern Standard Arabic plus locale scaffolds,arb-Arab; country spoken-language layers,arb-Arab plus spoken-language scaffolds,forward_residual_audit,,"Arabic forms, UNESCO gross global estimate",SUP-020,supplemental_profile_link_context_only,not_applicable,profile_id_explicit_but_not_rank_approved,false,supplement_context_only,published_or_derived_speaker_estimate,unesco_arabic_used_daily_gross_estimate,Unspecified global users across Arabic forms,400000000,,,persons,current UNESCO page,SUPSRC-UNESCO-ARABIC,Arabic used daily by more than 400 million people,https://www.unesco.org/en/world-arabic-language-day,published_rounded_lower_bound,none,context_only,true,true,false,false,AR-UNESCO-GROSS,AR-UNESCO-GROSS,,no_internal_alternative_row_registered,,gross_or_context_typed_view_only_not_direct_residual_rank,Substantial but fragmented formal/professional supply.,"Country-specific MSA-literacy plus local-spoken scaffolds, emergency and research pathways.","Nobody's ordinary home language can be presumed to be MSA; Arabic umbrella varieties are not one comfort population. Arabic is internally diverse; the figure does not measure MSA literacy, one spoken variety, or academic comfort. Gross recall evidence only. It must not be credited as direct reach for one MSA-only edition."
GLB-031,Modern Standard Arabic plus locale scaffolds,arb-Arab; country spoken-language layers,,forward_residual_audit,IL-AR,Modern Standard Arabic plus dialect scaffolds,,candidate_without_machine_strong_population_suggestion,none,unresolved,false,unresolved,,,,,,,not_applicable,,,,,,,,,,not_applicable,false,,,,not_applicable,,unresolved_population_join,Substantial but fragmented formal/professional supply.,"Country-specific MSA-literacy plus local-spoken scaffolds, emergency and research pathways.",Nobody's ordinary home language can be presumed to be MSA; Arabic umbrella varieties are not one comfort population.
